Gender,Brand Royalty,Subscription score,Marital Status,Monthly Income,Children age
Female,70.71155068825662,73.91368803803222,Divorced,5426.744204761183,14
Female,7.147395741618034,8.279113995436182,Single,2408.056627702261,11
Female,46.68636146879341,41.443994252586684,Single,7427.493254560739,12
Male,47.8014920060429,52.75577800152233,Married,7427.366691982078,12
Female,45.89553328162911,46.80735340538628,Married,7097.043240776812,13
Male,91.4563848086595,83.9642410221932,Divorced,3561.6143258194043,6
Female,67.57116162647168,66.71573066243323,Divorced,5190.780802049579,13
Female,91.43752185717508,89.69099111698367,Married,2917.1065770977484,6
Female,73.18694663389311,78.9628251821002,Married,4377.112511981668,14
Male,15.251077853044983,19.634033404749115,Married,1826.9648982472918,10
Male,70.05539295323463,69.11158051168175,Single,4240.226315484863,14
Male,49.96796674215618,58.03563784308137,Single,6438.281675971115,12
Male,88.23793411766133,75.97071994828741,Single,2246.5009544119584,6
Female,46.88581388876201,26.664219568447624,Single,7185.563231219757,12
Female,87.61426451670775,88.72808999673818,Single,3215.016045912963,6
Female,15.198925548721007,22.815726533936893,Divorced,2075.788749224886,11
Male,66.38947276078108,59.9917794167024,Married,4518.828102264955,13
Male,70.4927719028758,70.42256841395697,Married,4276.758363157686,13
Male,25.70592320566329,24.584817984589776,Single,2097.3926106196764,11
Female,14.375060271800919,24.467671200679113,Married,2183.91303175295,10
Male,50.06504616373468,65.7215991172149,Married,7397.312618794351,13
Male,13.041265008087933,12.441948784391837,Divorced,2662.247761734724,11
Female,68.20190732819111,62.313309777182226,Single,4400.378275221606,14
Male,57.8848894447525,54.509171575120476,Single,6865.907232545209,12
Male,77.60486242039836,65.07313006505885,Divorced,2394.991348143511,7
Female,39.15200039595928,38.024165338468976,Divorced,6707.415400602877,13
Female,84.6502863162273,95.92094050464632,Divorced,2436.592573412876,7
Female,82.20310684873085,81.96074142392516,Married,2325.8643756347974,6
Male,82.49469913628357,79.44102548612936,Single,2900.1621881081364,6
Female,65.68222739459897,68.63307758352174,Single,4677.945064783643,14
Male,67.69027843834945,57.60121464598086,Married,4686.959236120974,13
Female,12.678248203073402,5.350379492553737,Married,2655.018306866948,11
Male,20.92742347465794,11.71410107434138,Single,1737.9349420702679,11
Male,55.57711068771576,52.08469970015035,Divorced,7125.838324673369,13
Female,47.172895867599834,44.422282313656346,Divorced,6729.0039808392185,13
Male,86.42626477136677,94.43600221222087,Single,2751.778331255227,6
Male,50.87712714246416,62.82444546587061,Divorced,6343.398929293964,12
Female,65.95649601403967,61.07432607020179,Single,4791.009704667978,13
Female,56.20437074696799,34.13650925959068,Married,7495.04102141815,13
Female,72.50639257631286,87.79462924363274,Married,4917.781164832788,13
Female,67.21917251211761,56.92541234755649,Married,5219.332716777934,14
Female,49.16505073766089,51.6589951864889,Divorced,7734.203437632212,13
Male,68.75629909572967,84.4479087213806,Divorced,4735.610878772838,13
Male,88.86742801905956,95.06597305353263,Married,3501.1542416162292,5
Female,43.346915962063676,54.74152320423347,Divorced,6685.817890889012,13
Male,87.43058096432546,90.19945603355576,Married,1744.8451015541573,6
Male,54.434095281095345,42.70212555707147,Single,5757.29645488269,13
Female,51.582362342580424,58.66742287886274,Single,7882.074439507445,13
Male,9.469303471052953,4.533587581868624,Single,2680.9164949740243,12
Male,64.37952880292971,45.52260111830482,Single,5086.588875578467,13
Female,93.74815245330018,93.34565076755337,Married,2653.6653163112524,6
Male,89.1674496703689,69.27010818623404,Married,2392.6082257005287,6
Female,84.47235417613891,90.35429609595366,Divorced,2687.298235648917,6
Male,69.95972483372651,78.61729348080267,Married,4569.377215811179,13
Male,85.638362349185,73.50793111533486,Married,2510.0567579154313,6
Female,87.80041929805654,86.55613552077874,Single,2691.4744564626835,5
Female,11.235410388494799,-6.613697614031604,Single,1996.6883350050894,11
Male,51.75420139230628,63.09642900646608,Divorced,6788.239980423432,13
Female,57.61335874980034,56.846966480221504,Divorced,4826.5595760502065,13
Male,12.116406411500968,17.887687321347812,Single,2106.5631754410656,11
Female,84.6763699389605,93.50950404037211,Single,2253.795684912105,6
Female,52.21984206481663,58.48388698164477,Married,7745.283083919635,13
Male,70.65820815099971,76.12071814671482,Divorced,4652.032625160477,13
Male,19.614308614523782,14.57135902202825,Single,2379.944270480885,11
Male,67.35538108941357,77.46966835221944,Divorced,4415.0327864133615,13
Female,15.93946033416853,13.054994710643465,Divorced,1621.054277266389,11
Male,52.70979555568494,44.71966324369035,Divorced,7106.580385247185,13
Female,66.71364673436179,65.94924256029131,Divorced,5330.728551720975,14
Male,87.17396669995324,78.97332067377029,Divorced,2212.3778248494195,5
Female,80.55867498015306,83.97025830163889,Single,3086.5639234786413,6
Female,87.12506378052942,86.25361648824747,Single,3272.4135145506307,5
Female,70.97118261604881,69.59922218915625,Married,4954.728131388119,14
Male,66.2704016455569,60.37764033617925,Married,4496.857345857156,14
Male,60.095159382977144,59.315582339210565,Married,5078.609072192529,14
Female,50.9156236160796,49.691099754213866,Single,7076.255184192945,12
Female,64.65483774110855,68.41049045101826,Divorced,3989.7035395212015,13
Male,55.38218107000379,57.16050823789223,Married,6991.792194636063,13
Female,22.76372562913375,26.21756039610147,Married,2692.285171464424,11
Female,69.47899799396714,61.931689913600835,Single,4859.164936091112,13
Male,4.997259135778549,4.960192274686906,Married,1734.7111002051029,10
Female,16.47388168431936,3.0424678404848944,Divorced,2453.8030133281864,11
Female,48.941699490327785,42.05269946386133,Divorced,6677.12169162494,12
Female,91.95301782270599,96.05902392595982,Divorced,1599.0882470679544,5
Male,61.72492105580148,51.37194901414475,Divorced,4607.32104345918,13
Female,85.1706070939498,80.54238732939787,Married,2274.169431506313,6
Male,14.18268368991668,14.08058446810848,Divorced,1985.8823491908156,10
Female,20.84713999689563,26.217269685804393,Single,2429.2341315435115,12
Male,10.854812636581862,22.466599634606464,Married,1849.8589652999453,11
Male,17.0683005196579,9.378592375492975,Divorced,2263.7600976604635,11
Female,85.0032257098517,80.6606225933016,Single,2409.1506693176434,6
Male,75.02150431188053,71.02714178863502,Married,4088.8930468563763,14
Female,14.843043243085987,0.2728861559707383,Married,2449.5625372697095,11
Female,83.46215391532343,74.55448662857225,Married,2478.9908367244034,6
Male,9.047745889483032,-9.358307066540117,Divorced,2678.2823280458792,11
Female,10.65690789008054,-0.3268235199229288,Single,2036.4737977285217,10
Female,60.377060004057824,46.99577860815194,Married,6959.197242067072,13
Female,56.13469222885964,46.37278968341317,Single,7467.028448510819,13
Female,83.30274828718505,78.7070594734786,Single,2621.8850767267613,5
Female,92.24263507992086,101.32033506337658,Divorced,3072.0654710123013,5
Female,52.89116976009744,63.1306861714046,Divorced,7391.973177997387,12
Female,47.63357746568662,56.07793396369491,Single,6985.171532626007,12
Female,85.30110667683263,105.89108207285487,Married,3621.615703572894,7
Female,9.653081639579007,17.223615092076017,Single,1537.2884087565762,11
Male,85.75749545190851,65.65791359866162,Single,2168.540797240185,6
Female,88.72606261268638,97.62553817358618,Divorced,3186.1580517703433,6
Male,64.52541546539807,66.0872017423368,Single,4367.902159454464,14
Female,70.87132997380772,65.27636945437634,Married,4443.306982520505,14
Female,72.32198024254376,68.89089412503513,Single,4695.646601196999,14
Female,7.319400597731239,2.983509372946693,Divorced,2282.0325079701356,11
Female,16.745626838994394,30.28494163778322,Divorced,1930.1787150310633,11
Male,54.28057596593067,44.29753097848078,Married,6644.796419210465,12
Male,59.516801126809156,46.70831528486673,Married,4346.777490202739,14
Female,15.300530596586093,17.425863679575446,Divorced,1288.267989864165,11
Female,51.69617014830346,48.656545712418435,Single,7175.6689449091855,13
Male,58.93400864806373,65.57966592362938,Married,5103.828606947618,14
Female,50.70341366969375,62.22756525283896,Married,7823.604242323705,12
Male,79.9757088491751,78.52534822828153,Divorced,3386.0006603553184,6
Male,66.77003126890789,69.78345397021886,Divorced,4978.975546553445,13
Female,72.32386449855218,78.74053800986401,Divorced,3887.467278216365,13
Male,18.954789743746552,14.075137883341192,Married,1812.3746495613618,10
Male,66.42910789237345,61.19368307798073,Single,5012.560471565795,14
Male,81.80429161074645,82.23860626322568,Married,2082.1145127155505,6
Male,70.2078384580625,56.858146178603874,Divorced,4104.364433797915,14
Female,62.58375204216158,56.439336424281706,Single,4597.263331455745,14
Female,14.469777105836442,10.089895112056748,Married,1983.267586403298,11
Male,8.59592033602378,12.721156643003694,Divorced,2956.077314454297,12
Female,18.929320757700303,19.721429596126534,Divorced,2097.775313147791,10
Male,61.441133331316514,55.724950305958515,Single,4116.675912880288,13
Female,68.10980244369742,69.31929551841012,Single,3702.46138147505,14
Female,16.234231621604003,29.575442068817647,Divorced,2356.8833217295964,10
Female,68.29453227423542,44.16766134838097,Single,4950.386882957908,13
Male,88.00326105285541,100.1309071035561,Married,2526.5363059762153,6
Female,61.65776017469857,59.84559949678532,Single,4283.9687234875055,13
Male,53.06744865219226,45.547822171173216,Divorced,6973.225638888926,13
Female,16.319234576583245,13.770856723876875,Married,2191.0074722775694,11
Female,69.80471568350733,83.05481685661594,Married,4681.914577658446,13
Female,53.89190729263912,42.78611544096972,Divorced,7572.070768213076,13
Female,85.5619954701119,85.52371017510768,Single,3383.679376421177,6
Male,71.27560136961046,72.87162928673615,Single,5432.289130857091,13
Male,58.09473544159809,65.03697244792201,Divorced,7425.046133333289,13
Female,48.74161821107913,36.25971875863577,Single,7422.23302045396,12
Female,91.34743108761856,84.57569342713589,Single,2177.9563909902104,6
Male,88.01311730662988,89.09812140326788,Single,3124.7850376306887,6
Male,6.647446785171361,1.0604598980168847,Married,2056.324689394366,11
Female,90.92518266683743,94.89910411687414,Divorced,2287.1875839605323,5
Male,59.02726689121877,48.487544058685096,Married,6563.761973103623,12
Male,27.83150502599307,20.865687367346627,Single,2313.8546013707137,10
Male,90.47130641871665,98.03027764438187,Single,2512.9311482984112,5
Male,82.58114614583562,77.48801598639811,Single,3099.5565752594784,6
Male,67.7698626932303,57.8103038693328,Single,4725.713823295298,13
Female,67.92800675345234,59.7143156401271,Divorced,4871.286597798347,14
Male,10.164940931719812,11.464642216779275,Married,1978.3188093809467,11
Male,80.4571751758321,79.13670603399918,Married,2183.3362728389316,5
Male,88.27254276411273,100.03244745435492,Single,2401.054993501463,5
Female,56.10473132606351,67.20097112328706,Divorced,5173.8279319477715,13
Female,71.1493831780262,63.3982756697332,Divorced,3771.1099779325186,14
Female,89.38297233985509,94.98713460564412,Single,2666.1884076914444,5
Female,63.357028037372444,50.09251074221241,Divorced,4392.172590647621,13
Male,11.417764144907132,24.788598714251854,Divorced,2048.691505294014,11
Female,53.962521878511204,61.326097194629384,Married,7073.544305198051,13
Male,10.064572332583587,-1.272390531289167,Married,2192.2377754733866,10
Female,12.697886031469878,17.209357611227354,Single,2605.0782615732273,11
Female,15.082411866285241,17.843373901952507,Single,3129.446670837041,10
Male,76.1652975723174,65.60510487261422,Married,4714.595823048077,14
Female,6.170961777955327,14.09352839104766,Single,2473.6620579986234,11
Male,94.50604677543896,95.4444366222707,Divorced,2643.6368781043293,5
Female,86.63289871595663,78.01346528348014,Married,2618.938810769283,6
Male,46.31231296938205,42.22000334610538,Married,6623.267882594733,12
Male,53.6490492854158,63.05522898052903,Single,6234.240324100172,12
Male,80.10352137595447,86.02223462954014,Married,2876.936845734633,6
Female,69.15445277317701,69.34534697535031,Single,4904.918288778339,12
Male,70.50489999633639,59.362188535160804,Single,4907.282699661818,14
Male,56.76028764617295,53.506161087977425,Divorced,4618.6850841164605,14
Male,11.68373041940174,2.2252115775235985,Single,2478.5841819568773,11
Male,11.222379254408445,-2.8493478830825065,Divorced,2366.108649325389,12
Male,9.373059193031366,9.086242362460698,Divorced,2508.0089906368125,11
Male,18.29138820859165,23.58387696143799,Single,2668.72562500751,10
Female,79.78848790709536,71.09276195336471,Divorced,2746.9160004719142,6
Male,11.939400968790672,0.4419626823356282,Married,1906.2804341114102,11
Female,56.832458012196426,54.49044505971528,Married,6428.754301080711,13
Male,49.21296039175588,64.44361555672187,Divorced,6870.210750180755,14
Female,48.833433996117456,35.634714110992924,Divorced,7087.475041582358,12
Male,21.614070058804923,7.812767638438377,Single,1813.1665361948103,11
Female,87.00320346121933,79.15753820418216,Divorced,2397.9870357525647,6
Male,86.60747117603404,83.37473823243496,Married,2466.637259677638,5
Female,25.522094897096636,16.018664358077793,Married,2776.0930590273965,10
Female,84.95959859053805,96.50798965842446,Single,2119.985721630657,6
Female,44.58304812246161,24.767247154522405,Single,7103.480168555216,13
Female,62.91340235020638,56.164232929943644,Married,4953.512391617946,14
Male,12.726806638311821,22.820901052707313,Single,2676.778789649637,11
Male,8.827796324908967,21.71494998184039,Single,1670.2464566627941,11
Female,56.463888276535215,67.61859949976217,Single,6935.507313514832,13
Female,84.85483349998854,85.75553119627239,Single,2613.8510520997675,6
Female,60.95317338505438,42.670574801736365,Married,4740.137450045708,13
Female,94.82533181104213,84.74210860512397,Divorced,2550.7271575526133,6
Female,67.62813842890253,72.68977028382825,Married,4046.0125370325964,13
Female,69.67489214788672,42.20135896395748,Single,5226.810525899801,13
Female,57.1475018627183,61.00339667809171,Single,6403.195205109656,13
Male,4.9822618005707895,20.218351149305207,Married,1977.8497851251595,11
Female,9.275869251608015,12.323505566345988,Divorced,1860.6878371846337,11
Female,14.420542632595357,8.865610827697296,Single,2341.7366547045094,10
Female,10.846939929142728,12.669998805357299,Married,1916.6311605076344,10
Female,14.212501809670712,11.477806336890488,Married,1818.5306923518815,11
Female,52.50884147122487,66.54264710885377,Married,7321.174642401174,12
Female,12.049203133052757,20.32801046577135,Single,2469.2171374781287,11
Male,52.47765710797496,45.48492633646768,Divorced,7187.305950562415,14
Female,10.150905057411833,24.80885491088842,Divorced,1851.9867769908924,11
Male,12.66179802179176,10.350023188944409,Divorced,2155.978799256802,11
Male,52.70999154912982,53.97065467649235,Divorced,7234.182762985239,12
Male,62.54941764021346,68.21306551512033,Divorced,4960.577384897971,14
Female,6.919200157880802,-8.075068285618098,Divorced,2882.082156576992,11
Female,83.11928678879437,68.88616597566607,Married,2625.1675365738947,5
Male,86.38407789711427,79.01496859643083,Single,3629.4004686954186,5
Female,49.10468228867249,34.928738899102186,Single,7245.057343471819,12
Female,85.52511917183551,97.2603383209063,Single,3106.639718135356,7
Male,51.71205979030631,49.56556901977572,Divorced,7707.473039250539,13
Female,17.71874413117478,11.34510195915863,Single,2339.1761454570283,10
Male,85.57549154349046,95.46795501320688,Married,2678.0028129966977,6
Female,61.306148127554536,46.0118790874162,Divorced,4156.174473260946,13
Female,67.07893080786054,60.22858300267458,Divorced,3956.4408585019855,13
Male,21.16065077410508,1.9821703810060214,Single,2883.5354627772917,11
Male,64.88313874524685,76.03112423834517,Divorced,4120.314729508245,14
Female,91.37093459296972,93.17800203141523,Single,2608.655800250179,6
Female,65.83996813495556,56.39748548284394,Divorced,4566.537856126847,13
Male,89.48061385738646,103.2596486348023,Single,2391.6448741201234,6
Female,56.54000777688608,65.16671952562137,Divorced,6773.86683232455,12
Male,10.243029168194447,7.339766861592722,Single,2763.5725359626304,11
Male,69.01303834301072,60.02129232779577,Single,5500.729146264555,13
Male,10.399479290156279,12.4624084004785,Single,1798.9598603427448,10
Male,53.0352480513577,45.75745333052508,Divorced,5922.1385898224635,13
Male,50.438736894139154,39.020591223378894,Divorced,7578.643576247601,12
Female,95.21305919568618,104.15998990728312,Divorced,1884.9105819992847,5
Male,52.106932934325975,51.991395575825926,Divorced,6587.024017892696,11
Female,57.806627668376706,46.59265862549253,Divorced,7128.185301789608,12
Male,17.415914464229722,26.167876793497587,Married,1919.7146027488197,11
Female,19.57343817167571,22.17871030849067,Single,2823.6699937602275,12
Female,49.51692883660555,48.454412726220525,Divorced,7325.27622641688,12
Female,50.35092136793917,51.21907772112428,Divorced,7226.5198704497225,13
Male,71.04532421020626,68.07240345346207,Divorced,4622.466241189233,13
Female,61.392290235779235,57.44497047311884,Married,5079.574033165962,14
Female,13.487453383633621,13.139256333065035,Married,2545.1431829843877,11
Female,49.57278783121707,54.27950100389172,Married,6681.363273233276,12
Male,75.11948744972557,73.6714025788996,Married,4560.7015667216665,12
Male,63.761598342461205,57.960202664653195,Married,4706.909701250313,13
Male,10.338532748367463,8.479135465788277,Married,2558.2740505552983,11
Male,56.27741463106406,55.97280094365045,Married,6934.024415595068,13
Male,87.02297442862394,98.72870727571456,Single,2775.3305390412297,6
Male,88.31423940336362,79.74068243454307,Single,3221.9855253305896,6
Female,91.32481894873567,105.52732111903958,Single,2921.627028353659,6
Male,51.38430048411604,54.962413970444686,Single,6796.075095248751,13
Female,12.526445670497331,1.7434647210378884,Divorced,2327.798014611131,10
Male,62.58166185555257,66.7741014547886,Single,4582.012008025333,14
Female,87.85840907352488,81.7906822317932,Single,2083.332783387576,6
