Gender,Money spending score,Household Income,Marital Status,Age,Time spending score
Female,27.842135719889455,70218.71951397363,Single,70,23.617541139326875
Male,81.31838293966186,177302.80108858907,Single,69,89.40380065880282
Female,44.780680291206714,54721.30724163325,Married,68,59.00484206530092
Male,76.1537069546769,175231.89160486872,Divorced,80,80.17459517949617
Female,79.29403990162493,185303.11333182827,Married,75,92.2279409937791
Female,77.50604314064255,156073.77960660687,Single,74,71.8368911403513
Male,35.56409125657577,83875.60633625663,Divorced,71,43.42628229147263
Male,75.00766527128954,151593.54196809625,Divorced,72,76.45741446892347
Female,26.57768218227596,61919.58289294883,Divorced,31,17.898036119151065
Male,25.15705485328597,180600.40989199834,Single,54,38.24421418422289
Male,46.103541737385676,92306.2993279816,Married,66,52.29706323225943
Male,24.833129830535544,168003.09131762368,Married,50,33.350434395549954
Female,69.61182659035985,148577.813891889,Single,74,76.04025952337372
Male,44.85964161471269,64429.22315555412,Divorced,68,38.50832251059441
Female,27.67611337901853,68715.67487863766,Single,31,26.67502167721673
Male,86.66707082920084,156412.8529229381,Married,72,88.4570878548935
Female,37.33750896187147,57240.22881256951,Married,29,38.54031241835813
Male,32.586874835824034,85679.50919048526,Married,73,25.335626639922136
Male,19.107823272667,157481.9824933258,Married,46,17.7771939822261
Male,75.15129410535302,151110.0192561271,Divorced,66,75.89490148021645
Male,33.12381976820482,85745.66658155335,Divorced,65,42.18979767006101
Female,33.33927947309123,54990.19653938599,Married,27,33.63433123325566
Female,66.48730990236919,149723.58165238606,Married,71,53.70557570306075
Female,26.66941807020026,84299.3108266756,Divorced,72,46.021091937519316
Male,29.70610187763377,53590.011131014,Single,38,28.92454805845422
Male,76.5456906273645,146552.93757614715,Married,76,76.9955137784113
Male,20.78566909393732,76958.5543069782,Married,70,27.743293631083645
Male,39.984360420858806,64847.665348205745,Married,32,30.134008755696918
Male,81.67261285732486,154994.48464208684,Single,68,84.0961731720834
Male,87.42248816690213,169119.93887755484,Single,76,91.54863275706398
Male,46.692830342900734,71107.23758214597,Divorced,65,43.78705595652388
Female,12.462001089425495,177414.54293919262,Single,54,14.87332706038603
Female,29.13131117615551,59672.70240401349,Married,32,33.468121851317726
Male,22.244561860904554,72847.6484009024,Married,68,28.11236826018956
Male,33.0761626009046,171084.95781814482,Divorced,56,23.519062906331584
Female,17.87250331248214,191535.26829324677,Married,46,14.786843987914118
Male,78.7677936189061,150939.84495666903,Married,73,96.3245015491726
Male,15.360730703095477,171276.68661325058,Single,51,22.0525998324333
Male,25.99051651609401,173228.90299405647,Single,50,25.398604438950418
Male,70.03799456501545,148492.04201405225,Single,69,65.69034085067953
Male,43.19270879887155,69334.74056173564,Divorced,72,37.697769139636655
Female,38.71986310242472,80629.08193950745,Divorced,75,41.17267602313175
Male,17.394673703346164,166037.94102749234,Married,53,21.994688846756805
Female,36.21734825993346,47997.68826772544,Single,64,25.908432993192974
Female,21.76269529352978,87927.93733133764,Married,31,14.11086264925986
Female,86.17443925949476,162737.27034393314,Single,75,95.72992061893112
Male,32.76779949113684,70579.7586273157,Single,33,36.37426315810593
Female,36.60478487381589,70911.06391290191,Divorced,66,43.27648967737632
Female,87.16467929058177,156316.37937744256,Single,71,90.44533782531354
Male,18.288593221361054,188293.00034347354,Divorced,52,19.936677265747207
Male,24.747391895908727,51903.64575612228,Single,33,23.93672033099347
Female,32.55241400692616,74054.72788453635,Married,67,26.373569425739774
Male,86.69967287483466,156101.7376296027,Married,75,86.05625321622678
Male,10.268134045669782,160424.0388400121,Single,43,8.776768528349834
Female,90.34413372567062,144108.36321238772,Divorced,73,87.7933223013896
Female,96.73537437529393,185398.4400579312,Married,74,97.02762803239078
Male,32.588783048606246,85533.89857555577,Married,64,42.144825828760524
Male,25.699066413825967,173706.20055045103,Divorced,50,26.05271794749308
Female,19.14278848497122,155687.7294538624,Divorced,50,27.215768575008816
Female,70.29737742503644,173233.1555003397,Single,75,68.26671157749458
Female,76.05417936661637,159982.46223897228,Married,77,68.48494424099455
Female,18.78531072332213,164293.38743295206,Divorced,48,20.595550881585797
Male,12.412358830954588,65891.41261214612,Divorced,35,24.73998226417404
Female,17.755555593218475,164444.35540529844,Divorced,55,19.929762613712995
Male,37.687850413697085,53931.59868796149,Married,63,33.30989340122251
Female,44.80538262159752,85656.4198831752,Divorced,70,53.447376467234676
Male,19.045989473120798,61635.0876996537,Divorced,30,19.84952932665211
Female,37.301476644208606,73779.57576169205,Single,65,28.07328744499594
Female,37.305822566696136,60813.86847200378,Single,64,48.2802101356833
Female,28.98342298117,73196.50155962618,Married,29,46.39434170719052
Female,74.07372769817977,147630.16276954938,Married,75,80.30400478277353
Female,79.56638180730766,154595.89549430914,Married,71,85.08024014375381
Female,20.34346154564832,169572.32392488726,Divorced,47,20.714444648023058
Female,80.62305084245418,144339.8800391733,Single,71,74.26848841704374
Male,24.116493015173386,66601.156158723,Divorced,27,21.601334765902234
Male,75.02599072770498,156796.79959932086,Divorced,71,77.23747329876682
Male,90.83608518374047,145420.09037372746,Divorced,77,86.09167068262873
Male,37.81189581722663,66414.29596704489,Divorced,72,27.16980190723561
Male,30.598070915416983,57042.86653979783,Divorced,30,57.0252052412376
Male,28.800477846963357,150237.0975024142,Divorced,56,26.932439027308074
Female,34.0500038319789,93437.64750946609,Single,72,36.380589905071645
Male,92.94141681810495,141471.40555567265,Married,76,86.24578704000788
Male,39.09105216941709,95362.24965207464,Married,64,31.144243568093135
Female,29.350231940868593,200000.0,Married,46,25.459759341039373
Male,39.74163445743403,60593.17208413973,Divorced,31,30.578221315127493
Female,86.56157860865763,147436.19151848313,Divorced,67,91.984960561703
Female,74.57028077660704,152333.43093153444,Divorced,75,53.17354257398793
Female,71.79307227113624,131528.6646379578,Single,69,54.32701672194595
Female,28.94908178670981,61225.2852028404,Divorced,30,41.66633449036512
Female,20.146767696134724,73325.37128664827,Single,29,11.092539712676382
Female,87.58101625114745,140519.30352871044,Divorced,68,90.11380362947165
Female,31.098743359567294,75814.21932954618,Divorced,66,25.69121451816575
Female,26.342067393035748,174906.8572174834,Single,51,20.765416124820494
Female,34.98923051580954,80712.83589340965,Divorced,74,34.3350110913287
Female,32.96238007079671,71488.80655963533,Divorced,68,33.339572603526946
Female,24.76936478805234,176531.47763990777,Single,52,18.281598279354007
Male,93.40019086016693,161774.61964620778,Divorced,72,95.04065081997084
Male,46.1266906544697,87787.83481528738,Married,69,51.45122582580036
Female,24.007723365640476,58802.71454506888,Married,30,11.370568143265414
Female,45.83101054739388,84191.23131205943,Single,69,45.746165812091256
Female,14.47965502207962,151538.71865302048,Married,50,10.689693384003881
Female,84.4664450172079,140690.93345147074,Divorced,72,87.45446986529471
Male,33.72535990371467,58126.124786354536,Married,28,27.570849786088388
Female,24.80671535646926,75295.92601076246,Single,25,23.9147416898096
Female,25.364290276032282,51724.512194380106,Single,33,45.04166762798168
Male,25.695116346766312,71108.21679564942,Single,24,16.826634519877917
Male,26.854235045289492,165862.94641367096,Divorced,48,35.35849856772593
Male,15.411951510130944,169703.51660767838,Single,49,21.26534107407136
Female,80.56474222996832,156318.90484562566,Single,70,73.50928331910553
Male,31.140747518580334,73774.79920915046,Divorced,72,37.12116212194695
Male,7.1421586126355265,183117.33597963443,Single,53,17.037400225299734
Female,39.097117517456915,74967.47629072242,Single,70,44.413283416716105
Male,35.33778020196335,66512.61213502863,Single,33,29.014956755528694
Female,50.45469544113166,56045.48598452431,Married,31,41.24254418849815
Female,87.11447595854567,158493.28066799405,Married,73,87.8899926748493
Female,86.13743523852628,162122.47367076756,Single,72,85.77270979588519
Male,32.014852988296184,89494.33535040605,Married,67,46.28239285342923
Female,38.80799738495178,72382.45927920466,Single,69,33.75134124945487
Female,27.099713489822502,51398.4068453184,Married,33,23.902745395384343
Male,26.625987215279658,149696.38149100286,Single,49,24.778508244327472
Male,28.150033003803912,50209.75724282907,Divorced,64,31.120121166956427
Female,16.59692679498566,53486.16829855651,Married,32,13.234907857941216
Male,23.695522616627123,171563.38693111693,Divorced,52,11.1645018430868
Male,26.25477842228659,85277.84345663764,Divorced,75,38.2442141858086
Male,22.10567570154831,74270.0430535243,Divorced,30,17.208419036579457
Female,23.61751481822461,179595.05351842288,Divorced,56,23.97521381855103
Male,44.86122644516397,78882.3937074481,Divorced,69,48.69786096728759
Male,17.75266786697418,158774.23341010395,Single,46,12.523651202576655
Male,50.634958770995084,88061.43904996742,Single,67,55.15055445158675
Female,9.417135444724256,150768.03440002297,Single,51,19.482987543339995
Female,18.750753277953013,49934.44019676843,Single,28,31.37625315078654
Male,33.494915036561395,84460.35092176331,Single,66,31.737392857372402
Female,28.994383077597146,64973.037112557504,Divorced,63,22.32341806523273
Male,20.26722404099492,91886.82715281361,Single,29,27.18811978727013
Male,21.845255011116087,54813.63203487606,Married,31,30.234279969197104
Female,15.220986141476995,61323.353400248416,Single,40,12.962582534483415
Female,43.112554249701624,84925.85387459764,Single,68,34.636481498655286
Male,29.789020243744808,177977.7889264233,Married,56,31.72196333171219
Female,21.01876287937317,159178.70089359314,Divorced,50,24.102512898224106
Female,82.30245826355068,170179.3184788842,Divorced,70,76.31968854521688
Male,20.011297067194217,82248.77600101833,Divorced,34,45.723490107822414
Female,71.42788217587298,156093.3082463541,Divorced,69,76.96350187817771
Female,36.361737949868285,151544.8365561904,Single,54,49.780437975491694
Male,23.94204003423381,66419.75637368471,Single,30,34.489583804471216
Male,34.92396254057593,177111.0755921536,Single,54,31.170609222744602
Female,79.72022905206987,132936.5451901574,Divorced,73,69.73630416277776
Male,39.1733094801142,64801.69457325021,Single,37,38.6663678232226
Female,32.45173172239948,54703.106330072784,Single,29,21.52824849822285
Female,79.37030060806117,166584.58755873825,Divorced,76,87.76529296542986
Female,28.08110467313152,42196.35579196249,Married,27,26.37978152765538
Male,42.05018454112776,74774.10001456918,Divorced,70,35.446446889764495
Female,72.62798564397225,152273.6072101451,Divorced,68,75.234623118889
Male,70.5654118164023,162535.69448763365,Married,70,71.88621487245055
Male,27.001174187003773,56065.643014904665,Divorced,34,23.317748097358145
Female,36.39249793956616,62236.33634884834,Married,70,31.00231551840204
Male,24.565555807687957,177059.1470002038,Divorced,46,16.950956652974426
Male,33.09192267533523,89344.21518185861,Single,70,21.545757305333353
Female,38.44666081375349,77358.6536311328,Married,68,45.74991317271794
Male,30.562790472256225,84206.9871508826,Single,69,41.246414058799736
Male,42.14876065133749,72119.75623508128,Divorced,29,36.169290129923226
Female,27.849950917492365,76882.78682140872,Married,28,35.05340044092553
Female,20.177927861238818,70729.87562498864,Married,28,22.15177893333379
Female,20.860388431967262,181412.13977075857,Single,48,15.655587526371864
Female,33.99628048681061,74190.5780819824,Divorced,68,32.639700500413916
Male,27.962741019341422,62196.58433222785,Married,24,30.757604207056918
Female,19.727229667530924,73436.90381304763,Single,64,14.291642699193567
Male,75.2765578704978,161633.20580764516,Married,70,72.6425326283931
Male,62.68916480755016,185848.4933671262,Divorced,69,68.06794942850257
Female,19.765671278743454,162781.52177187568,Married,50,15.259161545122844
Male,10.62320255551922,168006.28327151015,Divorced,53,-8.272792349395559
Male,40.36042878093924,82254.13807275618,Married,32,44.67547555535767
Female,23.422095068105307,153600.1821826265,Married,50,9.003731291522922
Male,24.4791150834774,50175.29569496709,Married,30,25.431150366805998
Female,20.23889081696072,77593.76025142835,Single,27,22.73445038487705
Female,26.84109667172389,164953.63714096663,Single,50,20.618276785827646
Male,32.23433508050048,78017.41434008843,Single,67,26.368602579818702
Male,44.950118789566694,80565.71182261119,Divorced,67,55.70508059909522
Male,81.84311153573363,169166.81482568703,Single,73,81.97883260907034
Male,41.3466999065115,91437.64962845552,Single,68,36.73602862231875
Male,15.678337116841796,159924.39292599843,Married,53,12.169013839262137
Male,22.794074641152474,73588.32844934613,Single,33,23.30514189379479
Female,13.688047402125516,174629.73439633613,Divorced,52,9.503373612379793
Female,75.85703437344375,162289.93838799806,Divorced,71,84.62066319355806
Male,20.291814796829218,161310.72997892622,Divorced,48,16.890519247227832
Male,25.944332088392706,172422.87608266322,Married,53,19.804729990888035
Male,71.86941457902635,170004.6526847878,Married,71,87.18475572747354
Female,82.32151349215201,174283.0056360274,Married,78,88.73013719868283
Male,36.6766799423563,63464.03900313474,Divorced,37,35.97947575333337
Male,20.233621966585485,163606.5918457213,Married,45,23.18666741167892
Male,77.92616694113829,153524.14471434883,Married,75,76.82872605189888
Male,24.522723632522975,184709.5062979678,Single,44,25.7344932007951
Female,69.38518079302112,167697.577313176,Married,66,70.78822408285332
Male,28.431626801029918,188136.4089977464,Single,51,30.422051400353197
Female,69.5305153042462,149563.4670705103,Divorced,69,71.82550002826275
Male,28.823087489491975,83182.21030109207,Divorced,61,30.20580809187708
Female,30.91935348702495,67980.20144057178,Married,71,21.87745469972615
Female,14.523443193056174,70603.75641117262,Married,35,25.75419824760675
Male,15.638437236704242,182199.93401373335,Married,47,4.635916551952567
Female,31.34471381008035,52932.15316996041,Single,26,19.724603884030536
Female,36.879144542958244,77854.28763321106,Divorced,69,26.358429351435394
Male,83.1468338544662,161690.4697127982,Single,76,72.43195515238207
Male,89.64003251523752,147027.0752008144,Married,74,85.87402874509448
Female,29.488836867000636,52385.056442563655,Married,34,40.688594571083044
Female,74.98167266693993,156204.4298291452,Married,74,84.72624284284632
Male,79.79186952655779,181483.7738749259,Married,72,91.7723981494659
Female,22.550712868994577,161245.17246755457,Married,50,29.642623579641015
Female,35.34238680421556,80652.69729073226,Divorced,29,25.045474127115007
Female,22.625692000896706,169412.1022545581,Single,53,28.581308176990067
Male,88.76997889913514,159168.06899480615,Married,70,88.76718662695141
Female,17.267133915816775,170168.72936311152,Divorced,52,11.54199498331214
Female,84.25208810257664,150793.60814187443,Divorced,71,74.6039245563565
Female,84.26862351084853,159043.59382003304,Married,73,93.387613841739
Male,34.35149493044863,176732.5537688427,Divorced,50,37.69290998998954
Female,18.214799646444618,171959.2948277549,Married,49,17.619033308130167
Female,29.48802868532788,164513.3311307117,Divorced,51,26.5106150558022
Male,31.000936828728918,181975.82354990265,Single,51,24.117980637247086
Female,28.743515577604658,169889.02939500246,Single,48,32.1972684727373
Female,76.60624657962191,178966.56811785395,Married,72,60.89126992076588
Female,71.40379078324423,169151.7220160127,Single,70,78.27256190890954
Male,38.146816556778475,71012.58473022099,Single,25,33.67022064371742
Male,35.33433596065429,177066.23374681218,Divorced,56,50.993425033097886
Female,77.86256036103143,159608.69148753554,Single,71,74.11153207915791
Female,40.64198372271576,81506.83094721241,Single,65,34.89947841077082
Male,29.966774369089524,82829.30522128424,Divorced,65,26.503520451482718
Female,42.89908750377383,80894.72978902288,Divorced,64,35.7544373992797
Female,19.04984450624217,165338.40761583074,Divorced,47,15.68179027986843
Female,17.41704791995356,175110.31280649255,Single,52,26.252662255504767
Female,37.3462203203173,67288.98652033618,Single,26,43.90065589387851
Male,27.426634950075773,54414.03769439898,Divorced,36,30.063087825376652
Male,31.858237977994747,78948.84444627145,Single,72,26.407625695826127
Female,73.06866843231688,175314.33968091925,Married,75,74.74536553016188
Female,90.03472108939718,163810.11505477433,Married,69,84.10476710649623
Female,37.8115855237954,92088.9677793484,Single,68,40.56482508642589
Female,22.118773235530437,72107.91468640346,Married,24,12.634634203739227
Male,75.41487707509222,160910.9857887403,Married,68,79.23336936089565
Male,31.951219884705637,86416.18900754637,Divorced,70,23.363027599322102
Female,29.537369852980945,76824.70672360675,Divorced,33,24.564810223689
Male,17.813438602451217,49029.99724912695,Married,30,26.546379712076515
Male,73.79946368780584,159105.02273029694,Married,72,63.48716820483246
Female,74.95547367400877,153651.20765853013,Single,76,71.7471243623403
Female,76.05903092995314,152274.33450956325,Divorced,72,73.03684586833612
Female,31.216798089980166,61000.89346639819,Single,26,25.13624466567625
Female,13.753199823848725,172311.633807423,Divorced,50,7.703402792387973
Male,18.34648793197181,150665.9886938996,Single,53,21.373099607823068
Female,28.38104182727285,66565.90521968142,Divorced,31,43.199448853298016
Male,66.11413517913078,150844.26399877382,Single,66,61.60008454242798
Female,66.97394773961628,171182.58551958593,Single,77,73.01957715241359
Female,23.580047708603814,155604.62320105534,Married,55,33.94222250602341
Male,72.9565478501246,169559.01319502108,Married,71,83.51431302737035
Female,30.67074658591787,45850.01581834501,Single,29,33.16684516800971
Male,24.510813033143464,170164.12141127686,Married,50,18.32798020662241
Male,78.2820099091314,169556.62989300853,Divorced,69,71.39681880954456
Female,43.081694499071126,58076.08688696179,Single,59,46.37742860201154
Female,34.341213165495915,86346.64551406846,Married,65,42.62712950158087
Male,86.17451632302371,161288.13236027432,Married,67,84.57069259724734
Female,24.741573304590208,160755.90867676656,Divorced,48,25.50557836512015
Male,22.43848421288654,173278.65556735234,Married,51,20.88838460779759
Male,10.907864965252628,185560.93907191628,Single,55,10.355799009486532
Male,23.853570887270585,175219.13889260584,Married,54,32.08384068233168
Female,31.262769679488272,88395.57306842093,Single,70,34.60873564104318
Female,30.02325664014308,72228.67176232848,Divorced,68,27.701591827506398
Female,21.245258633598713,179682.48819466165,Divorced,53,10.774969902658158
Female,77.10987723174222,165083.89952445254,Single,77,91.73093713575656
Male,17.729866744145284,177370.66581743988,Married,54,17.902640987960954
Female,31.23784347857938,78429.50605246135,Married,67,37.63201240898809
Female,39.13511720175504,85736.86371401702,Single,63,33.78346308729941
Female,27.589558439040836,52491.85881629766,Single,31,26.939980090995103
Female,37.107871202755575,179302.0060307939,Divorced,44,45.31103753707928
Female,76.83185040905059,176977.87900799874,Single,72,78.39855908069096
Female,74.59229960021369,154667.29505223618,Divorced,71,71.54516638599728
Female,29.468116348289985,55151.09802555879,Single,33,23.70002202163304
Male,28.87071304128449,70990.05833851027,Single,32,31.323836231394388
Female,30.01735977750303,163724.73553129708,Married,53,39.37313627856196
Male,26.530843475035702,70682.76991394842,Married,33,26.174000640549373
Male,46.652281790582606,81706.87050819355,Divorced,72,54.956095355733154
Female,38.69657188582656,55412.21623563582,Single,69,34.514475263463574
Female,38.76001629918139,67570.02444373205,Divorced,27,46.698969786022104
Male,21.180854708551138,154673.60771942348,Single,48,14.38078700393501
Male,28.59950036855824,90678.72637335227,Divorced,65,33.129908970585426
Female,72.40326520817064,158961.74051659956,Single,69,79.65216618372938
Female,76.79377174458885,164358.01835488138,Single,72,80.09772663824432
Male,28.40672838162931,56002.261251448435,Married,30,32.11951511810917
Female,37.58825418330835,81809.8161845778,Divorced,34,30.159612295003942
Male,22.997713764397666,162728.40358892543,Married,50,29.509984897664836
Male,38.574755112396325,87993.15069720763,Single,62,36.6710237580063
Male,20.792285371615915,60169.55963287556,Married,29,24.048309693546123
Female,75.59725056102496,152849.72951172388,Divorced,73,71.7126923491452
Male,35.60673383256708,78406.874120563,Married,65,14.545254130158806
Male,39.82928840633585,70349.99700561413,Single,30,40.7067467257278
Female,29.40896525332028,87582.01376934635,Married,69,21.084529757253247
Female,30.624876548986933,70772.56450480688,Divorced,69,32.23143621102756
Female,29.837630156261653,73507.44474149279,Married,28,29.024426451176158
Female,77.47304638973809,147648.47358942774,Single,74,74.572934933236
Female,26.81052033378743,88616.7020033477,Divorced,73,29.968945792662723
Male,26.921804559504785,167929.14919160804,Divorced,48,27.969756851406974
Female,56.76852328586212,178050.6062562444,Married,76,56.86344058847862
Male,86.32218867331488,161197.34672462824,Divorced,72,88.88273387143646
Female,23.625937554552845,157025.78754170745,Married,51,12.368803007715307
Male,6.599738951364927,184629.75762970102,Divorced,51,16.704477448046745
Female,43.0303238147923,65969.27386402138,Divorced,69,45.04117500742164
Male,40.01837619865064,110893.45482364547,Married,68,24.24671531212959
Male,77.28179100059354,145383.07466295216,Married,75,73.41678886858364
Female,35.12996240311211,77038.8983952918,Married,63,21.58321193340343
Male,28.863278551523784,166454.64516566918,Married,58,23.761487384073867
Female,95.59161843255455,150290.5091617784,Divorced,76,100.99383318843844
Female,42.449655071504836,78671.16991390668,Divorced,63,37.04956125637843
Male,71.34516095907786,177820.02093835373,Married,70,75.11417198089073
Male,32.724699076959226,60067.06410205586,Single,23,26.677307005524842
Male,38.51947067532738,76505.1833017982,Divorced,65,43.17126358694072
Female,26.943767200787605,55806.44836402688,Single,31,29.094386597052402
Male,79.4175486908949,161189.54693426756,Divorced,68,68.90139129396488
Male,24.060863312223464,60375.629255948894,Single,34,33.92470850054785
Female,25.13428024161613,73389.86371770159,Divorced,34,16.507856757677043
Male,74.50653427472396,154055.68481755862,Married,67,84.15487722689551
Female,33.17463592832367,73796.14776225753,Divorced,27,33.73057251537281
Female,85.24881830104478,153771.48777811404,Married,75,86.3350321579045
Male,30.166291941217327,72907.9278765018,Single,74,23.10069489879801
Male,33.7165799894281,71012.38289923788,Divorced,34,24.395480857884678
Female,25.36437222749603,139918.20432454976,Divorced,48,40.745159301803426
Female,34.507291131831245,106851.48534452413,Married,68,43.95222038346811
Female,71.74611171782338,154564.00660624853,Divorced,74,82.6037926735727
Female,86.98759172728423,149236.7498559885,Married,70,104.02734208208781
Male,53.910322652306654,73096.27702430364,Single,72,38.67303989749234
Female,37.800686203356875,68314.51582173402,Divorced,64,38.89501803276881
Male,35.56780660441966,77910.35978156418,Married,70,42.61129582135025
Male,13.519331601367707,160864.38461437455,Single,50,26.634593795053668
Female,24.59086380423067,180557.99621418503,Married,53,14.850050950570772
Female,16.751485072808382,140447.49330948215,Single,54,26.43072209262971
Male,30.084860808343173,90493.30012838512,Married,32,27.514257935977444
Male,80.93424700339071,154793.9738661372,Married,74,76.16850703050942
Female,71.51886684197507,154119.75724228687,Divorced,74,78.39866730086018
Female,28.47451000501554,95914.2754069683,Married,66,22.005464819580794
Male,27.57763547651807,79631.75997301284,Divorced,70,13.60964435633003
Male,21.97052144851032,168780.0041037583,Married,47,23.144239259993924
Male,16.087900622552798,153991.38035334996,Divorced,54,11.09113794926257
Male,35.4119779071507,71721.54544422851,Divorced,33,29.631573205613144
Female,24.714115461432538,66735.08146781137,Single,26,16.255861463982228
Male,78.97979859972223,144096.0355491888,Married,68,83.93585905025171
Male,18.760670346374198,183113.5470907268,Married,46,17.296134209113166
Male,44.36427240525889,39218.29907502733,Single,24,50.228950834784165
Female,6.746062789946322,167652.31795017284,Single,42,0.05131420892446936
Male,33.64647110907037,71508.04169822807,Single,28,28.44138863105
Male,32.10182350874855,81357.18331826906,Divorced,65,23.69964957835918
Female,31.013246675035834,51966.06539676342,Divorced,33,25.614878947199642
Male,30.713483768202778,93074.08572888859,Married,66,33.49770952559246
Female,34.036239185428215,73313.25650504557,Married,32,37.31001656095715
Female,15.405778344309152,169922.36603595683,Single,52,10.649684242615773
Male,34.71579699327654,73556.62675711006,Single,71,40.298503168457025
Female,33.909984988380664,70542.72150826872,Married,24,25.51191331792037
Male,27.734204293607586,51675.72909299537,Single,25,21.063273478698374
Female,38.72984247275545,161168.15021222705,Single,52,29.920249224501134
Female,74.84206466020947,153693.50184687038,Married,77,71.36498612853545
Male,14.867710636733658,160247.44283386815,Married,50,15.187021700153531
Male,34.41344575474048,86402.04136057007,Married,68,9.39090091493106
Female,4.655912567430974,169830.10722644796,Single,48,12.49380501290292
Male,70.47804460917928,150449.42375952084,Divorced,68,72.11688855159287
Female,36.21204032658158,150766.4986771177,Single,53,40.486673635389465
Male,23.31658136243346,153924.222997782,Single,56,23.42350370358214
Female,22.684395116666295,62749.238961360024,Divorced,29,20.514767544631663
Female,29.67283959781502,58482.988998796,Divorced,27,31.711906803720495
Female,31.752159033748363,60540.11332884286,Married,31,30.593240588607657
Male,85.97699467182173,152044.94306383902,Divorced,76,65.18259337174044
Male,30.581243833850678,79808.17511129253,Single,67,24.433039594317222
Female,67.64006940477469,166763.7814957284,Single,71,72.24624803318316
Female,35.51372883274747,62685.60711384209,Married,29,46.92835343877646
Female,25.1823857778829,177418.72964164935,Single,49,15.455740164694962
Female,17.230543666441527,157365.0167998331,Married,51,22.379661172830954
Male,33.92400672795546,53766.3207635519,Married,33,33.6380735277732
Male,27.626204045372894,86599.65001104119,Single,64,24.69403447881637
Male,12.871343867477673,179816.7305873242,Divorced,50,6.735373966310175
Female,23.531314870329368,51590.380036882554,Divorced,34,10.915097511710599
Female,36.938754909576026,104513.90480106634,Divorced,71,54.96921553165741
Male,37.03397206698362,69068.34337477709,Divorced,67,45.022364477431275
Female,15.437204907226334,188707.98591422295,Divorced,50,29.62105411269461
Female,36.74863896826381,73594.59117831656,Married,36,25.56767446787031
Female,26.327730049084558,84055.12077092912,Divorced,71,17.423414137109873
Male,86.64347446920542,159278.6654341895,Married,73,83.12839320194577
