demographic_factors,product_awareness,Season,promotion_effectiveness,advertising_spend,Sales,consumer_confidence,customer_satisfaction,financial_circumstances,sales_channel,pricing_strategy
0,0.9217242799752733,Spring,0.14100904769324327,3665.791220281356,7754.063392497279,0.9151520872478015,8.22272885391964,-0.4380795757417465,Call center,67393.06125836511
1,-0.18657232625544556,Spring,-1.798907420333963,5445.96052902568,3216.7968093049803,0.21494821602334174,5.645959789791792,-0.008974524203335804,Call center,41086.51671994671
1,-0.5761958758853344,Autumn,1.356143698059929,3923.689920511127,5667.273420555899,0.9153799119301113,7.497710151791068,0.5387259304092332,Web,45499.40566481333
2,0.1679013465493936,Winter,-0.1076585361995499,4210.2169436061795,4082.3570866574446,0.3424523025557624,4.7023901956405885,-0.0005147950278705512,Call center,45169.94976005047
2,1.0712562361357671,Autumn,1.0000295924152223,2977.2604835262,4257.556257760104,-1.9946599358488595,5.384622247740662,-0.3240239977239852,Agent,41242.30127563984
1,,Winter,-0.15009851970031857,5530.927728989389,7047.774514705908,0.32618054354212406,,1.0871596811601647,Call center,75256.53027496391
0,,Winter,0.14759665919555962,3367.0274479773802,5898.877578495792,-1.0592807737367704,,-1.3066477036471282,Web,70220.16750183325
0,1.6238403582127066,Winter,-0.9524813595332698,7515.146665056576,3734.912861676259,-0.3162772905178041,2.495955200888958,-0.17190305829692643,Call center,52420.54758508994
1,-1.397734249358648,Autumn,-0.5870625954035158,4011.5347549951607,3020.7752260947213,0.6671156772483503,4.259133586931976,0.7404660175927056,Call center,39417.7627130161
2,0.8091511175993437,Winter,-1.335649988009983,4679.8111625791125,4442.755551140662,-0.6011227957179227,6.770798481077374,-0.9962831161297977,Call center,49994.77013197617
0,,Spring,0.6692514964160505,6322.830635258308,1668.2884101416316,-0.18081733721409052,,-2.08263718327551,Call center,17021.454556741824
2,0.935421939366654,Summer,-1.0224738700053506,5050.073809421326,3986.4920877291406,0.2549278450082544,4.332820542683301,0.5213895827767285,Call center,49426.08555338339
1,-1.0329975806894414,Summer,-1.6266273166992877,6735.985194240968,3524.071401926699,1.4507768215563301,6.6036405850549045,-1.2920422804542053,Call center,37796.74665893065
0,0.26446966147244266,Spring,1.038799586069812,4107.879437432737,6703.084033413728,2.23996360648551,6.559927208955902,1.1507881323513347,Call center,52327.898056284976
0,-0.42420170477032354,Summer,-0.4153613534171978,3473.255317734289,3595.8863375926076,-0.852754792357628,4.876386858221615,1.4330209502072302,Call center,43618.64832039054
0,,Spring,-1.1959735318960019,4037.993238510904,4338.574409837769,1.420616746577709,,0.04700918110641285,Call center,51745.19809259833
2,-1.1325018472222264,Autumn,0.26919522578914934,5642.552602866214,3756.018331435895,-0.7344002974813286,5.244931303248225,-0.11691532160053517,Agent,40243.07540659821
1,-0.2472088927979043,Summer,-1.4366082220698264,3760.3615644254664,2227.281651968705,0.37185466961524144,6.863019521468003,-0.7853767108215023,Call center,24493.78946220539
2,-0.6716189639785664,Winter,-1.353834328389318,4304.342715937144,4247.239764189384,-0.3103783046654665,6.279592081510824,-0.1053553377425916,Call center,48770.88338228376
2,2.6209769371113247,Summer,-1.0266661623436761,3087.359206170028,4887.3543317094445,-0.3175756769509915,5.562532214107989,1.4230266589653962,Call center,54620.741655531856
0,0.8392740852107119,Winter,0.18460374075863148,5405.245107033856,6135.158766244516,0.25654086399137216,4.702386873464507,-0.7767096874210653,Call center,64627.522013337235
2,1.1453702548333535,Autumn,0.5662079022715152,5817.541102408485,3115.4458775350568,0.6817068381787059,6.572232422431218,0.7474595685540443,Call center,20192.257006862623
2,,Autumn,1.648816263804066,4339.4079643419245,6001.253846099701,-0.6639049073465958,,-1.0252494209586909,Call center,67777.9556246087
2,-1.2990277165424715,Autumn,0.8545859224392285,5410.307804438299,5672.324787041762,-1.9445989299927142,5.904672461902356,-0.9301368599918852,Call center,62011.13580777858
1,1.4945567755630877,Autumn,0.0739793730586713,1750.7547999928956,4065.107710050359,2.093839679583814,2.366468703984145,0.32885701451405314,Agent,39877.73960678323
1,-0.4294437943588005,Summer,-0.3858784549830931,6909.2785603505035,3760.549430129917,-1.4043340870151158,5.8176096408049744,-0.240194596385632,Call center,45188.306725740564
2,-0.6276351246301611,Summer,-0.2940256791512072,3864.000093808603,7177.439393980693,-1.0650472067944288,6.350558735194779,1.0169025789321255,Agent,78199.66805781935
0,-0.23966996610202335,Winter,-1.4685854332589752,3106.7228305528524,2464.1662919907926,-1.0004064905590309,4.091590215077449,0.03492803911593906,Call center,41890.7928458644
2,-0.07645510120665333,Winter,-0.7275956026378474,5400.748780394493,7652.48618202691,-0.990379553997296,5.919826477295993,-0.7721606408067728,Call center,87109.11572187339
2,-1.124823950604218,Spring,0.06959199244767034,4092.0217111869733,4790.594676748894,-0.967991088831381,7.307383399392736,-1.076571635594209,Web,49024.267689156644
2,-0.3092935858623933,Autumn,-0.33100988125925607,6032.172685779202,5323.385985312476,-0.30375274877948655,4.364012088829311,-1.2194218370916703,Agent,61148.20299154047
1,0.3647521009100155,Spring,1.371045751866776,3653.2612007196103,6767.918426918791,1.2748380753949502,4.996967134957172,1.541593854266529,Call center,61572.43531921136
2,-0.45478272847335066,Autumn,-0.44356890267254345,4024.677823117516,4849.221339545536,-0.20132012936096252,7.107521492406526,1.254977576424639,Web,48463.169492454836
2,-1.5862358473358857,Autumn,-0.8224154378329342,3489.2541730867033,4047.8031822852263,-1.648245697793052,8.073866849831699,0.8938402588141547,Call center,45525.35933698996
1,-0.22639107249554108,Summer,0.5658329689933378,5533.272476222051,8111.934562464684,1.4493891601312079,4.996603528543814,-0.13633291421165486,Call center,82235.02836216174
0,0.7237589256401249,Winter,-1.7557216442613894,5104.937301609294,3266.9165522394374,1.0603829818082158,4.026382761135082,-0.618847925772548,Call center,43013.56595394075
0,0.25318308523656613,Winter,-1.1343962338466012,6498.967122953103,3443.9937473512014,0.8719687925001705,7.789618140893803,-1.2872586104325727,Call center,31831.217796471312
2,0.5968329130641261,Summer,0.28848953212048567,2218.0976776822113,4812.110646915736,1.08369299268037,3.172644427816359,0.406182452997548,Call center,51741.67215228781
1,-0.18986413402574545,Spring,-0.02777074071073107,4725.129626802008,3982.159741299869,0.8700440903572819,7.202608899880412,1.5124444035547286,Call center,33336.354767736484
1,1.143386718629107,Spring,1.240528957686959,3659.0286200869346,5036.33650315308,0.7090890625940232,6.495910973648464,-1.1440930719319826,Call center,37726.174684921534
2,0.906059308613859,Spring,-1.772715461433754,5835.544506772925,3970.5167058875304,2.4759652606845317,5.160999118334823,0.5859460878955558,Call center,42940.64568339403
1,-0.5154629916456986,Spring,-0.6860978321693568,5874.906521766528,5357.48185749192,-0.9538416341458184,4.990901196936434,-1.2939154777315995,Call center,63450.59166901268
2,-0.7610435721824211,Spring,-0.6194297890763649,4026.94178429783,7761.650491046945,0.3422704148782533,7.099218708061753,0.0930137696777938,Call center,79770.61914401049
1,1.2765137993116829,Autumn,0.1905457242062949,3568.2729325327628,4610.229114033841,-0.059634384573930936,7.608431857654204,-0.42041855877826384,Call center,37887.00103986537
2,2.0142916896055283,Summer,2.074921755776004,4530.455248655336,5486.048198011387,-1.0647082934332481,4.714315956400525,0.3954573058408314,Call center,48795.74578769342
0,-0.7377274409736136,Autumn,0.9888578394700471,5708.269745599957,4956.506605939979,-0.0836021857803297,6.7031005267660335,-1.3601452455260092,Web,45521.6736429404
2,1.5456210266981687,Autumn,0.4597635868052827,4071.4183285215377,4613.600771796454,-0.3255080747440248,4.9394209409384064,-2.1139104216855897,Call center,45149.82740639191
1,0.7445694626094488,Winter,-1.0488254954928715,4331.696589336477,4768.823383231862,-0.2718970851976804,6.008730932955178,-1.426298421389174,Agent,50375.00491061666
0,0.2749395128661418,Autumn,-0.7309115990403117,4097.628969419908,7541.276855475344,-0.061503104897974656,7.302352121633321,-1.0157275494217353,Call center,76810.10085989343
2,-0.39900840047111696,Autumn,0.5904695700393372,5924.1638835629055,7975.375047167006,-0.19917541273932374,6.699572288411506,-1.473328907952418,Call center,78831.92135617463
1,0.1897058599650991,Autumn,0.14297409978899428,6134.249010570235,4516.042306604993,-0.4434765188949517,5.842338149035166,-2.046026675234045,Call center,45700.21781388095
1,-0.6425396706221604,Summer,0.7607950548317253,4412.250215519707,6235.562387150232,-0.258257826792544,6.833229433029512,0.12670349180239707,Call center,57524.87436668679
1,-1.5767524988955899,Spring,0.11590699613748373,3998.9759816781907,6700.447840622488,-1.1659512889580765,5.4366033245416485,0.1312541702253746,Call center,75590.84416589435
0,-1.1599019370837256,Summer,0.6014887155321359,4314.833565329174,6265.025108871083,-1.689399221057852,5.349887675438403,-1.5279214181757892,Web,72341.4020259701
1,0.4808776655638405,Autumn,2.01754947554548,6557.323129523911,7239.22202769993,-0.20413126718826213,5.693460302380034,1.938628302355105,Web,66080.97446432391
2,1.8128669004524653,Spring,0.13286031773821458,4752.628143975797,8579.100615715053,2.688511692318178,5.598410213296312,-0.02524763769089677,Agent,76002.64312768145
2,0.08100779720572931,Winter,-0.6273888279738374,4560.914837447766,5717.326405276612,0.7209152897099332,5.571028419016981,0.1400084339547604,Call center,59714.609237413395
0,0.37702446332450273,Winter,0.36563257800680316,6152.907568674775,6732.012489734926,1.4510379048902902,4.886658985087359,0.019529536237145647,Call center,65302.67795262536
1,0.13138191222901624,Summer,-1.9127980358200112,6036.63849168841,4979.556139128406,1.4327293397020688,3.62941786409551,-1.4337542618167745,Call center,65963.94825074315
1,1.3624514010637505,Spring,1.308775804784897,3419.726611131577,5047.686353958017,-0.39346210772930823,5.232419009722686,0.15366045274258666,Call center,43329.82405407379
1,0.17907956633033503,Autumn,-0.7374454622308049,4654.813235871324,3366.6106559094424,-1.5179724608653358,5.258343894867044,0.15798435947047096,Call center,43158.86372651403
2,-0.7835682861192647,Winter,1.1566801013319932,3787.617849377517,5176.436184799399,1.2194954924813746,5.010502871803774,-1.1557483399598893,Call center,46527.73645002611
2,-0.8335119715945851,Winter,1.1640409816015413,6918.216566089683,5104.816868773384,-2.15135760586335,5.34551027216073,-0.2070076606936943,Call center,55008.253932860236
0,,Winter,0.038954984682146775,5636.0838507438275,6081.252339982446,-0.29944426023174675,,1.1577042440314307,Call center,55998.33926817721
1,-0.27432925320367885,Autumn,1.5070068472031894,6940.1040252014045,5006.314481790937,0.9146079061530179,5.653801796039929,-0.12047027422018126,Call center,38336.53005440837
2,0.020676351062171926,Autumn,-1.065507515057259,4286.721368995028,4775.868633890853,-1.3333371288469038,6.513870289718135,1.4902071709353202,Call center,58918.796144195796
2,0.3266176800197354,Summer,-0.18668307203592904,4012.773836468324,3188.004060182916,0.756805895010941,3.9846429676276784,-0.2363232403923772,Call center,35634.27091321816
2,-0.8070637192341543,Spring,0.607030860535821,5955.226768434376,5678.857931803404,-0.8339339377834882,6.2328540127532275,1.0118811153840443,Call center,58650.33310897212
2,1.5442252807122652,Summer,-0.6941034829424156,5028.123994231949,3338.027120100649,0.2556325437772929,5.19215704338337,-0.22418729513471763,Call center,36393.39840203011
2,-1.802696492810149,Autumn,0.5569627330154747,4927.938742122709,6249.113745842765,1.298250331788405,8.289209753877142,0.06778563718553181,Web,52331.58237138552
0,1.7863056315134316,Summer,0.7858106342388409,4206.1488150802725,7757.617157571178,0.6624092145045442,7.920274581503252,-0.979309820988855,Call center,63838.70476663657
0,0.6243344711356626,Autumn,1.3149970253223466,4283.399789426138,6804.1817102307305,0.8040399159558694,4.327681092962472,0.6626660652868522,Call center,64178.26989646338
2,-0.3872311956963754,Summer,1.3689380355177718,5779.684029721839,3255.428634374779,-1.50162500392638,5.483269403396868,-0.12537880090017708,Call center,30160.47588972765
2,-0.2332866493891415,Winter,-0.6424493982286401,4143.894355927728,3115.885690912924,0.4148750424490517,2.922219360186085,-0.3489232804404,Agent,41282.8546393853
2,-0.8412569997627988,Winter,-2.3212846373715608,4504.715429907838,3286.110531140088,-1.1282145280482332,4.764158815875754,-0.21407889079192538,Call center,54053.267080509235
2,0.4006501593413602,Spring,-1.474974126412897,5746.866849552025,5468.438539813599,0.3946673351563998,5.487098332341624,-0.26074580065628805,Web,67470.80217540415
2,0.34330045241146023,Summer,-0.7976181125080659,4964.546091508516,5353.659416836609,-0.05213579823316905,5.020756792323375,0.9256923047209238,Agent,60862.158450254006
2,2.591577774011227,Autumn,-1.4390942427594648,4558.2738757157795,4169.138255741327,0.6248637825616645,4.966917850469374,-0.3027263252311242,Agent,45384.672388189305
2,-0.7710577003509438,Winter,1.209527520325595,4268.080874053629,5982.35847024175,0.22528721657799383,4.010186325233818,-0.05622538845247675,Call center,61428.04250743208
0,0.43905172128524683,Winter,1.1810439697244737,7525.77980123571,4908.641284627212,-0.5099985021263135,4.390306018431402,-0.1902669925246998,Call center,49750.18161921238
0,0.542038108586683,Autumn,-1.5979267383394355,3216.9542519455117,2959.6360566863987,1.08281907390367,6.3136323532234515,0.5186577944283901,Agent,30634.619181386497
0,1.0303576908088008,Winter,-2.7138549171014077,5699.911350551843,3428.457588350453,0.7794701161001453,2.2417069784735064,-0.24176600359929293,Call center,60042.12307503076
0,-2.2691484039935332,Autumn,-0.8196749977549977,6027.7879549925365,3202.4925962169964,-1.4440821311875116,5.0214854048118545,0.7470091483391488,Agent,43598.11686370262
1,1.3951489592564532,Autumn,1.0003988206796275,4108.424701243691,9941.193945281415,1.2219456459160642,5.2665803391999075,0.16108154729747454,Agent,90666.4969707247
1,-1.0484342606260981,Autumn,1.0898567844767968,4441.835744092973,5854.6059123074865,0.1303302948677529,7.106592426099363,-0.6300651737597077,Agent,48088.0553454083
1,-0.3540672927603823,Spring,-0.3860227947170294,5428.112303200586,3827.484389604545,-0.5900965223387656,4.316991574945131,0.3464825146691396,Call center,46934.39862936296
2,-0.6001685309677799,Spring,-0.2704153640797027,4629.1538964425745,4389.936057166828,-1.0797174340652105,5.702360278690376,-0.623317590326576,Call center,50999.95460968636
1,1.9515509386794923,Spring,-0.5124831972057539,5145.170767901638,7229.10558630193,-0.4972163878606336,5.565769412462613,-1.1330279569652326,Call center,78639.27046272787
2,-0.9333685437803337,Summer,1.0872957172610709,5422.532761056992,4334.172934439867,-0.11942537927790843,6.424747237501668,1.414729575048288,Call center,36614.4180956211
0,0.5835169857501012,Autumn,-0.5823126522749674,3306.552368065217,4323.449443932044,0.8019693338901356,3.804883353836669,0.42351436405587417,Call center,49725.08454819873
1,-0.22046865631968765,Spring,0.27563609387977034,5475.962895853027,6959.71810809,1.6569191023175687,6.011848960726714,-1.0423894036716035,Web,68451.59291698248
0,1.0910832144174332,Autumn,1.279122241819673,3142.615013336984,8116.452457737916,0.3576871299367526,7.200253785191248,2.112997626132475,Web,70384.52118520232
2,-1.635526262958414,Winter,-0.35100158678743554,4632.134454182105,4229.026625507713,-0.4283630599153991,3.531203846099176,-1.3871868159673468,Call center,54770.09735842061
1,-0.6658033753296978,Autumn,-0.13224760941674749,6147.808553348568,3249.634169884547,-0.8249484834937232,4.9621229569041825,-0.2846201591811757,Call center,39946.72139824719
0,1.1689610581926357,Autumn,-1.8166669529884918,5402.7576333024945,6352.506572869929,0.3620664801979794,8.120754335445191,-0.438683992518147,Agent,63582.22736701909
2,0.6805480580806995,Summer,-0.33469864098257673,5338.767287972298,4137.1941825251015,-0.05203680438598919,4.31390400457475,-0.12963432100119793,Call center,47868.33209006686
1,0.7253834501418379,Autumn,0.12719021074086137,3964.5384245591144,5336.741255356808,0.2792519638977854,3.4127242970135083,0.28521382997994604,Call center,59094.4630583912
1,0.027733279818596367,Winter,-0.937715555666826,5870.16683556595,5471.696326666684,0.13550326186199474,5.715756252917138,0.12055820808378634,Web,64025.047681536045
2,1.689251727437097,Winter,0.23137020967519775,5640.869619127414,7972.824306202149,-0.9950248945695378,8.488511681586113,0.08759046003411365,Call center,72724.07273541405
0,-1.0084210332125472,Summer,0.5289750465089773,4956.884090822807,4921.941681186495,1.4516523708058342,4.247402240838806,-0.6541892781665745,Call center,47533.56155015864
1,0.317472244258079,Summer,-0.7051361428348666,6454.900357959611,4949.470717574554,-0.05462075708655874,4.064606323497702,-0.9176989617074448,Web,61931.85771826692
2,-1.0281729686373005,Summer,1.2467646851200023,5764.341481618657,6182.329320741938,-0.7530195042838821,5.46836960279583,1.3189161404572123,Call center,60742.18485151495
2,0.805522597609764,Winter,-0.21400682497880796,4838.753329755031,5197.299027622036,-0.16236471438267208,6.221013819608892,0.21289279006661138,Web,55487.59098999285
1,-1.142578533470805,Autumn,-1.0739663693766857,4106.335823907148,5571.412280594885,-0.37078666031817453,6.114984647479572,1.9692597193894488,Web,69242.14788923875
1,0.7302196203543844,Autumn,-0.4651934148322728,7305.419561338171,3176.950304605712,0.1290291295233736,3.616691881085366,0.7428495596698131,Call center,40206.38616256057
2,-0.6383974314899261,Autumn,-0.8296548091588599,3577.555026731943,5195.1759539312625,0.9606669688456434,3.803274175140968,-0.45253429327770317,Call center,63988.60425417026
1,1.6783028945534355,Summer,-0.1359614175901435,6142.611462134574,6443.317533480303,0.18473502420605348,3.0176743066142886,0.5209917421661953,Call center,74014.3603873403
1,0.4122734931328298,Spring,-1.664132665332646,4896.090731696955,4585.549422470698,-1.3953546934881562,6.953905416703728,0.6076729394072895,Call center,58801.13493180417
0,-0.9662668545532427,Autumn,1.6313578132830548,3517.3589660529115,4878.391429205891,1.0648841056583127,5.733773877874965,-0.6356898839881249,Agent,36542.62223901923
2,0.7318777075930198,Winter,-0.9908658565215251,4058.904184363373,5792.343713156926,0.2177606005990112,7.700407012535311,-0.5352164140089967,Call center,57846.71870668433
2,1.458658703325212,Autumn,-0.27168899194655816,4515.58909500331,6585.521757373113,-1.8883367902362982,5.830906954011452,-0.5014062211077382,Call center,74688.8153949068
1,0.2379094127416367,Summer,0.4649806336266077,5645.517161152387,5304.607614584039,0.05173281215119046,7.00888782396989,1.1255664968106593,Web,48954.143884386795
1,1.2199358654605421,Winter,0.14758528638342494,7132.645726341876,3014.4935748605985,-1.3627006791818546,3.9140658665862196,-0.5060197862280706,Web,37779.357201370745
0,-0.4910028717515567,Winter,0.9441780567734656,5015.2265420199565,7307.26053519221,-0.5675652701399398,4.1328746653904584,1.279930292976875,Web,80905.2894084305
2,-0.6121718356972873,Summer,2.218432749174199,5478.265811798066,9414.548247564537,0.6809383849935514,6.072870039645783,0.9219480762751848,Call center,83029.97145659874
0,-0.21020545613529568,Spring,-0.6648007652226281,5030.423309888095,7393.418196473303,3.167556956187623,9.223888152466628,-0.7448913626176135,Call center,58994.84883734392
1,0.1800338219270153,Winter,-0.7452868413834799,5114.116805762726,5192.363950432567,0.9660776132667042,4.741071969626381,-1.7927234090366955,Call center,56660.262624489354
