Household Income,Gender,Money spending score,Children age,Time spending score,Marital Status
90393.57066105612,Male,90.81717565535202,12,90.9425893682157,Divorced
90640.26981330052,Male,76.65082375653714,13,86.11461278592236,Divorced
56228.43602025183,Male,45.527715665316784,10,49.50685195739008,Single
64078.31672167659,Female,90.84560772889769,10,82.46467389216174,Married
91452.87426660459,Female,46.20547932791038,7,45.42031324418474,Divorced
81989.28127886256,Female,55.47656778423322,6,57.422863530266206,Divorced
164324.69873707023,Male,12.70298748924192,13,1.3629583729427655,Divorced
81163.7852976307,Female,32.762388213766584,7,43.225789392571244,Divorced
77474.41651691604,Male,52.45970243210258,6,60.083856460030525,Married
164549.56808527614,Male,26.134776774622402,14,18.61576426838841,Single
97823.76853442544,Female,37.76471894089501,6,34.79194651173812,Divorced
164929.79576666048,Female,35.05028132784183,13,38.33395223553956,Divorced
178738.5888135184,Male,21.606393776235443,13,20.886816330973055,Married
79532.22417441261,Male,73.200104685901,10,74.4813688557668,Single
94153.75898581548,Female,42.222182940442906,6,30.76235638456547,Single
83324.76904103419,Male,39.7827303091413,7,41.40977396503131,Divorced
93677.63510733143,Male,34.48961223037157,7,38.820681887890416,Single
147850.603468116,Male,20.18749125593596,14,23.67525939791596,Married
93339.03525954143,Male,73.07098312672686,12,73.34191931933917,Single
182879.71668743918,Male,10.75207929858383,12,10.670921994246575,Married
176483.899937973,Female,12.035698046220404,12,15.053571486373,Married
196845.2131643804,Female,20.430417587495548,13,16.446202502490245,Single
68762.39229792588,Male,34.8208391825592,6,47.50199956710893,Divorced
90397.23687013396,Female,34.37542174790502,6,41.892860506735204,Divorced
90557.17436405469,Female,44.08333839872451,6,44.67348846272036,Single
159611.49734224344,Male,16.33478166775822,12,13.275626497791999,Single
73300.8752914043,Female,68.63766621820841,10,67.744702926308,Single
56125.778405649326,Female,71.32588499757209,12,65.84737445658912,Divorced
164193.00659632907,Female,23.75081939306442,13,25.66628207764022,Divorced
173344.8302068925,Female,19.901343774801674,13,33.186741149108585,Married
68254.42939065101,Female,75.38771217024326,11,81.06964628147749,Single
96058.44744201865,Female,75.53139410060226,11,72.83957792105167,Married
77464.39730974377,Male,42.69901708799444,7,53.08589198451348,Divorced
190840.797778002,Female,26.652963848936608,13,30.975049407055135,Divorced
71082.52271263103,Female,61.07547302144366,10,62.9585378956026,Divorced
46430.10765154267,Male,73.09980310057111,10,81.71371409948551,Single
99781.60161194512,Male,34.095562801346965,6,32.58638355419035,Single
88929.73822802395,Female,36.06887687610352,6,35.28940911010528,Single
179513.43041329167,Male,30.394418618178292,13,27.532174318284532,Divorced
91430.55725702243,Male,60.65707633401026,11,62.55437925141415,Divorced
86375.88408265992,Female,60.932804904182404,10,58.5255060859132,Single
82498.93458288358,Male,75.87188081113803,12,76.24975379893266,Married
80111.38433887722,Female,63.03753641929749,12,67.17204252726575,Single
86050.33455728402,Female,74.53115294355042,12,74.71818055241071,Married
87785.92737026434,Female,65.50257449440697,12,74.83042356268201,Divorced
164477.83111478382,Male,30.08922367375095,13,46.443255201923435,Single
193978.65157471647,Male,17.43081517100977,14,15.636871227593517,Divorced
171433.605814986,Female,30.911942475287947,12,26.391923747560273,Single
77274.21346689336,Female,37.71782418718978,6,39.028034768308046,Single
95706.88040765602,Female,38.57367113787667,7,25.677130192487652,Married
91035.65439219277,Female,32.78391194969841,7,30.004314299361702,Divorced
85323.60188382212,Male,37.85006887296318,8,39.61491408752688,Single
170683.5725895748,Male,26.426537781677318,14,30.40314423747234,Single
99703.22862189158,Female,65.01995257417057,12,64.8162294043225,Divorced
80005.17241106127,Male,49.82315000573223,6,54.800388186323175,Married
74983.18120520278,Female,50.53858693896481,11,52.778394249586306,Single
75735.75226030385,Male,73.53468657791723,10,68.37767740598446,Married
87555.83915565332,Female,77.42406511274893,12,79.17510658623989,Single
47502.14558877802,Female,72.53569417648224,10,69.4503257512853,Single
66418.7392109111,Female,70.26450965018734,10,66.8781408724481,Married
46507.291234336895,Female,73.24275791783839,10,82.75493148152734,Married
101811.7272632434,Male,75.77209468305708,11,74.73703659701641,Divorced
113595.6917857706,Male,67.9940476588041,13,62.628609299902536,Married
63665.3660488072,Male,83.5981101221965,9,77.7919302905202,Single
61295.349284572585,Male,70.68516548795587,9,69.79111945782283,Divorced
94368.26163459594,Male,72.4376290554968,12,73.75703590368013,Divorced
52085.40992791449,Male,61.2051669015196,10,69.29587805116167,Single
174895.8387435086,Male,21.344618076491486,13,11.050492058988626,Married
92952.44095492079,Male,54.27858124071626,12,52.80254766527707,Married
90086.4989396439,Male,80.46655887362873,12,85.81523549738927,Married
109567.36436665228,Male,74.74742609047824,11,77.84614401875949,Married
82332.12812182026,Female,67.43425344906167,12,65.52882959062912,Divorced
46017.67763127468,Female,74.57277430234362,10,73.75861831636259,Married
174461.5078895922,Female,38.54825331973504,12,36.14667098019106,Married
91010.31342146941,Male,62.729296778678055,12,59.9812320142513,Married
103421.28947822654,Female,67.64648290005026,13,68.66757396726956,Single
189045.72136914852,Female,19.961357018117297,13,20.77559623196976,Single
71108.04423311364,Male,59.74356132708482,10,66.00748209631264,Married
47729.75480156622,Female,57.99416544508935,10,62.20319046926177,Divorced
92106.06956397137,Male,24.64102101553612,6,16.57831975295979,Married
91677.64078308643,Female,70.75381162489269,13,67.7652487356239,Married
74779.62289177558,Female,70.50160388394781,10,65.473890383774,Divorced
55921.727486634,Female,64.36756691333207,10,68.8649079472063,Divorced
93765.97742452062,Male,77.87263554721201,12,79.41003756310124,Married
81117.14698216821,Female,35.37352349208331,7,40.554683962808966,Divorced
180355.61145713084,Male,20.638042134246056,14,21.556526618667682,Married
181531.61720863523,Female,17.03268334529035,13,24.272811397337836,Divorced
82842.15985805052,Male,43.96789645716353,7,45.26506807566517,Married
76212.69690783256,Male,43.40406522532034,6,42.46172882669298,Single
82060.12622623635,Male,42.887487843647165,7,46.862173972148554,Single
60261.82559945276,Female,72.0980456204201,10,63.501251559100425,Divorced
183974.4236978959,Female,14.941216721012971,14,12.265785916323736,Single
89796.36353576933,Male,79.94085298172303,11,72.66724052601796,Married
87486.23567359746,Female,41.72401434062312,6,49.48849895632273,Married
50260.49422466602,Male,68.32791571729184,10,70.44196280658998,Single
72475.24592788419,Female,49.655473369195526,7,67.41210175247352,Single
56433.56932728928,Female,74.13910475913248,10,75.23863983687674,Single
82050.63513415848,Female,33.79201331123946,7,25.219578277087408,Single
43989.552660083806,Male,62.65274665912256,10,59.650245919932466,Married
171788.85206936463,Female,22.778857894056955,14,22.810939398593113,Divorced
167611.7403748728,Female,43.916961791088994,12,36.77820917956291,Married
174956.01070121548,Male,27.166238161271693,14,39.089841258856886,Divorced
160702.40870825152,Male,27.690777309698895,14,33.492974760856704,Married
179101.25867718676,Male,33.61885497733469,13,31.004158217184322,Married
60640.54372328822,Female,65.05554103362329,9,65.14265800170755,Single
191396.26578907296,Male,30.632019372867514,13,27.164013411827884,Single
108903.7412392888,Male,44.14399654991394,7,38.88576421018409,Single
70021.3221102983,Female,69.67663366253288,9,75.21314781378743,Married
186642.2280346953,Female,30.63644477805286,13,24.838571191527908,Divorced
71041.22259606104,Male,47.33664343504964,6,44.941492659944785,Single
111265.32004877995,Female,64.41221341373982,12,66.15157034442292,Divorced
96963.35813136067,Female,76.89430272282932,11,74.06935192164121,Single
79266.90088595092,Male,60.578134143583625,10,59.91754828365104,Divorced
163555.2515826996,Female,31.192323679411345,13,29.18500885773414,Single
105954.73033677002,Male,73.79655854753013,11,70.16730001727542,Single
94696.8557313171,Male,31.186726509596806,6,28.815007208076217,Single
87172.1539555355,Male,67.54235440229262,11,74.78584652175117,Single
84334.5855171901,Female,16.267377076229387,7,23.458654332513056,Married
163890.59626134005,Male,32.541042016844834,13,39.260169281735,Married
95035.99966762788,Male,33.52243873485198,7,35.12633214734825,Single
92547.82780470715,Male,37.77410356476777,6,34.32330266735716,Married
174578.86400981277,Male,26.671007889040894,13,27.005330395605323,Married
63480.395236801174,Female,59.66387696534904,9,60.850896445339544,Divorced
63757.46312582964,Female,61.807448722357776,10,51.70307422725619,Divorced
81153.33567783251,Male,33.85965854837341,7,35.607649557868214,Single
89564.55011188694,Female,46.790938849664045,6,51.19918425887721,Married
80717.75373400505,Male,34.15520278804902,6,35.52614599847506,Married
50793.992867442415,Male,58.532347194084714,9,57.14202774904196,Divorced
115425.96066315605,Male,58.05755492655734,12,59.97615219680088,Single
95392.06640834424,Male,67.50661176117082,13,68.16043528925526,Single
77542.94640554229,Male,33.9705674436878,7,30.999037034737423,Divorced
108238.83001944738,Male,78.9423940005878,12,93.79428932290092,Single
66989.50549932328,Male,54.67385774134902,10,55.52542335597811,Married
113562.671652758,Male,30.25094828876671,6,16.2964857890259,Single
39410.12846167739,Male,47.799654158670265,10,53.683167095732614,Married
108947.88234045498,Male,58.91077163642808,13,60.170746186898484,Married
60583.91321790643,Female,72.78954888580256,10,77.5581043399827,Divorced
160903.41474853686,Female,24.57217648627327,12,30.44094707434343,Divorced
74874.16310284598,Male,84.37371124489535,12,75.91810021063795,Divorced
81100.23398287783,Male,69.58549097911909,11,80.19729792572834,Single
63456.47331835304,Male,60.15933549760927,9,57.91507030641744,Divorced
178013.22552353266,Male,20.549586616276606,12,18.57909392790888,Married
117821.56393303853,Female,74.20716404911481,12,72.88133754282414,Single
47311.16186534081,Male,49.4876786578518,10,43.888023134648705,Single
71602.72845812075,Female,63.862248068105636,10,58.861737217239195,Married
174921.88149586596,Male,25.97888748092342,13,20.485110808044013,Single
182065.4280915957,Female,8.60647920554247,11,13.340895516880668,Single
88275.44793425275,Female,53.588239771293544,12,63.10720672091587,Married
102134.1288071266,Female,66.26273931558046,12,65.47937941606095,Married
89819.78233768184,Male,45.89656203433998,7,40.07172255784894,Married
82005.79142910444,Male,13.816094693272866,7,17.693583412637658,Married
171860.22570291435,Male,26.048259073219903,13,24.85956903246059,Married
103863.80103956259,Female,82.77912013747984,13,91.39864107312796,Married
93288.1125787507,Male,25.69569184044613,7,29.227488621769933,Divorced
91859.18133947063,Female,63.93214446684186,12,66.2536569544009,Single
66181.08783259416,Male,49.062052000671,10,59.608203420849016,Divorced
99610.23809156561,Male,73.1983509505555,12,83.26445372507762,Married
176190.50963245681,Female,38.7034572143193,13,34.77941073080825,Married
102404.5986731734,Female,71.69536190383869,12,65.00234149231481,Divorced
164386.92274342602,Female,31.494206921208157,13,38.29961214858062,Single
186858.68259653647,Male,19.567696370953072,13,13.21377579498105,Single
84449.39641578888,Male,35.125228435820745,7,38.115718285463075,Single
88915.33893296689,Male,34.43907138722905,7,32.715374804553335,Married
158545.31194754434,Female,18.84265247129757,13,15.38978174369536,Single
175310.43219777546,Male,44.81642569114704,13,41.30923242263606,Divorced
99619.96756968553,Male,57.594343869027824,7,48.27417365930397,Divorced
175589.39015401693,Male,9.271144662279838,12,14.464049251793359,Married
94157.16643366349,Male,68.00051449380368,12,55.80481375739624,Married
177022.37121968722,Male,37.895568087871666,13,29.028656612431288,Divorced
101543.65445021585,Female,56.813875000369485,7,61.68346095130993,Married
96271.78858827084,Male,30.201783779967716,6,29.411596347480383,Married
168584.42581360642,Male,28.26556680643769,13,34.487601995834545,Single
176038.22122185444,Female,24.095430573955582,12,22.616128501582622,Divorced
183975.97523927514,Female,14.379998567005423,13,19.101719881166403,Single
90829.92490925433,Female,39.9824629526209,6,37.76530460060425,Single
87662.68869462839,Male,70.08664350477505,13,66.7033832338015,Single
104392.8858926742,Male,41.48959830569861,6,44.91378805515824,Single
85203.39052503234,Male,44.96627234338497,6,52.552248851212774,Divorced
87980.03400094924,Female,66.59986965510055,13,69.95659208250547,Married
91886.93881715834,Female,66.06014486031874,12,70.43449393108232,Divorced
111094.43489237585,Female,61.703865887114276,12,61.8063746595339,Divorced
190307.36367756006,Male,19.21715330468396,13,17.82992274101967,Divorced
169237.96764907136,Female,35.73228268759398,14,30.108997103754334,Divorced
30000.0,Male,66.06101439720368,9,73.36193987002092,Married
169206.53929366835,Female,35.94840731347582,14,28.79868524812425,Divorced
101793.33364482266,Male,74.63059605218244,12,62.76040158337141,Divorced
173885.44310583366,Female,38.690695584683525,13,42.917778114704554,Single
90654.44177938404,Male,32.70680295571176,6,37.9010055299493,Married
82757.63408443224,Male,28.178216577785015,6,24.222848347888295,Single
84114.84817353697,Male,29.057806425222132,7,28.494496296363,Married
178305.54052256778,Female,10.743749291896386,13,18.236504894593494,Divorced
167736.09517131382,Male,18.652194590966452,13,18.27608293865837,Married
57496.57696103334,Male,62.13441386630876,10,54.32436010984289,Divorced
75073.49614156119,Female,74.86080165234048,10,86.90461312125777,Divorced
87665.3534919919,Male,79.83239249200255,12,79.85290020605156,Divorced
73156.84965920457,Male,74.20782404234964,10,75.04289645853294,Married
108901.8989122901,Female,65.13724717558124,11,79.20302142590212,Divorced
168734.7396448448,Male,25.05813981062048,13,22.60644052898283,Married
57182.01600749655,Male,59.98159361714331,11,57.27929277816897,Single
80832.52169824796,Female,32.56611927206074,7,30.770712269348632,Divorced
161278.4389264874,Female,29.070023413179477,13,20.671261612152136,Single
89236.31758806316,Male,75.77666561435619,12,78.55942400829726,Married
88573.67671361874,Male,86.84093940762473,12,78.39188881970122,Divorced
38322.64253177382,Female,53.30368929489959,10,49.446824166120926,Married
49341.67149600091,Female,76.83550660452656,9,86.67369257387823,Divorced
81707.86640466191,Female,69.33890385930229,12,70.47619802333769,Married
188708.66064953135,Female,23.657908103064486,13,14.001691598719193,Divorced
154571.66563503488,Male,21.734427684708116,13,13.468903938617451,Divorced
64980.708212212674,Male,58.53402924757797,9,66.6875774206371,Single
175387.04575857962,Female,19.194443478735657,12,23.682391940687452,Married
88631.78239005862,Male,60.91646783855339,11,67.1602249675449,Single
35757.348534038945,Male,58.31553923792963,10,54.66130777447799,Single
83933.1777104644,Female,76.81335452169886,11,66.89624461725649,Single
173882.40612767768,Male,23.538143383744405,13,10.232463354561352,Married
80280.81794292587,Female,68.3748059876019,10,65.13168077195314,Divorced
78129.81222054535,Female,34.37916416840103,7,48.05628925409008,Divorced
84420.48578749967,Male,57.26155578671273,12,62.584141563994386,Married
95725.97344776518,Female,71.56648257705366,12,67.13660655912933,Divorced
183686.05273419217,Female,25.21552396193337,13,29.221412496576903,Divorced
101076.5301167306,Male,76.59351416253025,11,74.33388566401241,Divorced
109115.38589197128,Female,77.7191010479589,12,83.88127952710063,Single
93333.62578549524,Female,40.31743563729346,6,31.974657051351024,Single
77267.3898650912,Female,36.446520337513775,7,43.20511996455586,Single
88128.40733743607,Male,55.26012277509657,8,47.61621980611896,Divorced
164094.939818741,Female,23.42240820702996,13,21.58402132876429,Married
168800.65947625972,Female,34.47023214851556,13,30.665646699397577,Married
85718.28082200614,Male,63.911356608279355,12,68.67179503779124,Married
161130.25939450253,Male,31.51851152636004,13,30.796216781060927,Married
58754.36500027876,Male,62.73530575232426,10,61.2629612708632,Married
173883.6098913512,Male,13.406126588928359,13,6.882090583533377,Divorced
162630.5861090909,Male,35.41314097600838,13,29.286299430978545,Married
88418.99991556277,Male,28.498835186890567,7,30.528890144363483,Married
81537.47517809215,Male,76.12427360201468,13,74.80454194822686,Married
75392.96437872783,Female,38.46564654101771,6,37.86410008197608,Married
169230.90384058584,Male,23.666184431625197,13,26.32463391214189,Married
193548.46033683186,Male,27.007373348663315,14,26.60734234964172,Married
95560.18442280924,Male,80.29372241683677,12,76.83367193496595,Single
96367.76558129136,Male,42.868815931731866,6,46.366425184572606,Single
180109.9829631623,Female,39.73905307795018,13,42.94145880700647,Divorced
86947.79280847439,Male,53.50679343239359,12,45.16229296804056,Single
64244.02102280412,Female,80.35344674791665,9,83.4678261051295,Divorced
82445.10344408549,Female,40.722914671510175,6,40.477890326363706,Divorced
87638.85331385498,Female,61.229822171186015,12,67.59282052982023,Married
87757.1843293281,Male,30.30135801245006,7,27.33580410724399,Married
103664.22400205945,Male,79.82021514379717,12,73.40650291913605,Married
80994.33547913129,Male,38.31783451250533,7,36.10298664554,Single
87308.14972515927,Male,55.015234107486286,6,53.05582646166484,Married
64459.40223096311,Male,63.06980483856721,10,58.89309153826155,Married
75214.10382171307,Female,61.82613814173947,11,52.021698244276976,Single
88692.76772501635,Male,43.09846721213459,7,41.168094210135166,Married
75860.05875931887,Female,69.32054198224036,10,70.31432682102839,Single
90597.58005394661,Male,30.72696774295013,6,17.647147697612628,Single
183086.1197650937,Female,21.931214190308012,13,17.58720518695084,Single
63828.163778445836,Male,77.22595557229471,9,79.95249054962169,Single
71109.83552649786,Female,53.10829504986376,9,49.43173917654214,Divorced
69875.22394760438,Female,55.10773860507906,9,56.00114610862675,Divorced
175508.78513017477,Male,18.23827280825634,12,14.103314852223185,Married
77226.254202891,Female,53.50285603640197,6,54.64434088965192,Divorced
164345.35611357648,Female,26.030302682509465,13,26.33695733006276,Single
168370.8878172875,Male,19.25415914708043,13,27.15052964104561,Single
95015.26289670664,Male,27.258509825872906,7,35.53983101109465,Divorced
78789.81850091825,Female,66.72726939298016,12,65.29837353619587,Divorced
173354.5602696747,Male,21.216719868995668,14,14.39550479880919,Divorced
166117.11645047998,Female,32.33838691518467,13,28.91646083913345,Single
93322.90714895696,Male,37.30521454393288,6,37.43571831704832,Married
189519.33490971458,Male,25.45932390250509,12,36.35217367874513,Divorced
180222.14649862406,Male,25.78029223127706,13,33.62810011875729,Single
167833.9918070777,Female,18.740955232644602,14,27.423708108527432,Divorced
97802.89257828794,Male,56.379763319709646,6,56.93638368547789,Married
169845.74223126256,Female,20.791622592575955,13,18.893652134763457,Divorced
57772.548774397845,Male,71.39887421984076,9,72.71036487399958,Divorced
85979.06367381883,Male,47.416157462585176,6,51.05679704229206,Single
72719.17889125594,Female,28.55909665936654,8,24.944734087112252,Divorced
181940.68797087224,Female,19.371840275907275,12,22.43367049061365,Single
176083.09737204097,Female,15.10308648221475,12,14.170868141913394,Single
54160.77124154875,Female,74.37323559820797,10,80.2409650708592,Married
77632.34752216298,Male,27.092029887004053,7,27.21727427387776,Married
161281.0160259993,Female,37.38995289619572,14,31.15814078280925,Single
57054.4583875142,Female,84.64022301326708,9,98.05021624145633,Single
54727.929347755984,Female,66.66645632988825,10,59.503448428765545,Divorced
85206.83212238875,Male,59.44632723946199,12,56.249119582908676,Single
58865.36429720346,Male,57.57502981154955,11,62.25592862069333,Married
80072.4032023584,Male,34.267432540498504,7,34.30703382683736,Single
104235.79417929622,Female,46.30829726728177,7,56.68291671742314,Single
77386.5794597969,Female,37.04140291309886,6,24.754384336654383,Single
68698.19195867886,Female,60.38899691742903,10,64.36448604663086,Single
56230.5808945403,Female,72.39934582079455,10,73.75501167647393,Married
90868.87202412645,Female,59.308381077276174,12,78.89587274735442,Divorced
156402.5348045561,Male,28.507250784943473,13,29.86442131810803,Single
177573.23512303486,Male,19.419628782570165,12,31.875782527461972,Married
178007.65407518693,Male,33.5964822415642,13,40.20746757687327,Single
93205.65757016274,Female,36.10112043003399,6,40.65073920244529,Divorced
85177.48502865758,Male,43.20617301779707,6,42.40412191002251,Divorced
77898.45630262716,Male,32.114561090870254,7,31.625626324903926,Divorced
90859.22124896394,Male,27.120276536059748,6,28.267985334642628,Divorced
93078.74673870782,Male,32.79900555973225,7,33.17664580057036,Married
100680.78426345575,Female,79.31762028657569,13,72.22758709267302,Single
77921.22557196053,Female,58.156666156547594,12,56.42813040142429,Married
95913.86364185117,Male,30.590746041570306,5,35.113918545965134,Divorced
184283.70365497714,Male,38.49471586168521,12,36.7311414387088,Married
94693.40791951446,Male,83.418097367074,12,80.76471154251522,Married
178558.2126569508,Female,26.130667305763005,12,29.392485254184145,Divorced
88463.34814625805,Male,68.7148958726961,12,51.85070542611021,Married
185534.02123510576,Male,25.52186605441569,13,32.00229105375107,Divorced
89334.11552884057,Female,27.969936628738203,7,29.85768312166601,Divorced
62481.85201423164,Male,68.71414506693712,11,55.13390417930489,Married
84181.56076876639,Male,45.61237868777221,7,48.23461810306739,Single
95589.96392328468,Male,29.216684885850555,6,17.84614170017206,Married
96330.1905511075,Female,72.37405015736111,12,70.10708265941618,Single
94723.7956442998,Female,39.169887940497105,8,50.76243543482064,Divorced
79621.91146855657,Male,56.04960432845572,6,49.324403789189695,Married
59002.44898547818,Male,65.22280246066764,9,64.61641418566165,Married
95340.5801871405,Female,71.96613487065171,13,67.73025046292086,Single
77580.17151391288,Male,70.01232570998232,12,74.94414608088488,Single
53596.25032324344,Male,57.38374826984359,9,63.834104322766734,Divorced
67041.58729905648,Female,64.17342690264584,10,62.56955267821193,Married
161755.2049547137,Male,29.726382260205945,13,32.31969554622797,Single
60617.340170459676,Male,71.09922758543397,10,62.589459604487615,Married
151532.94254275286,Male,29.160554274634492,13,20.628209979743627,Divorced
62381.33768449263,Female,79.08453968999287,10,76.79542115450518,Single
59787.38661250769,Male,73.77405192303458,10,66.02579355141373,Married
176625.75528433017,Female,18.29425094814382,13,17.54348595626577,Married
175460.31914231568,Female,37.32311281802795,13,34.33032617417321,Single
160979.87105944753,Female,22.188608398132622,13,11.086049271733598,Divorced
63651.1945386313,Female,67.08021031875764,10,62.69961548996321,Married
55864.28367733954,Male,51.52823414707628,10,55.45115192837585,Married
160195.00435868325,Female,35.54821313775052,14,35.251011036068746,Single
178415.80157045918,Female,27.36635523652896,13,20.105384373967187,Divorced
62716.693878633654,Female,77.65343980268437,10,82.92361835344778,Married
168147.11406049848,Female,26.510104246377793,13,34.37893756151763,Single
88001.43528756383,Male,71.81081775377486,12,72.03661120149356,Married
74849.07060781511,Female,76.43379063671523,10,75.21537286865144,Married
58187.63325464286,Female,68.47261338613981,11,58.250163084645685,Divorced
69529.36035022716,Female,79.28113919011841,9,90.70089230897536,Married
103394.02861242206,Female,86.62220245479725,12,76.46841099009916,Married
91310.02361055426,Male,78.54829609888257,12,83.02953590056761,Divorced
47179.41409609059,Male,74.65045385663377,10,66.58427851704664,Divorced
73545.56250948709,Female,39.362497838421326,5,33.60430337214295,Divorced
61135.32828690357,Female,75.07025415957297,10,73.9926952488883,Divorced
160333.89424371228,Male,41.77487379510326,14,43.03086425347056,Divorced
98538.7343956224,Female,49.99639419442523,12,45.97835620826009,Divorced
172489.8904692903,Male,30.624128047128252,13,28.719728918565014,Divorced
100090.11662603816,Male,82.44202075134415,12,84.8371680135634,Single
98554.35741972836,Male,68.12860303011017,12,63.69881712687151,Divorced
85861.6196456115,Female,74.1229252384878,12,86.40825880504356,Divorced
93286.39308638283,Female,76.6791781631089,12,83.61121607862593,Divorced
77886.71734565878,Male,53.16879995220977,10,37.46100609597488,Married
66208.05499392774,Male,66.57774595162824,10,60.63315623754829,Divorced
91887.68596715029,Male,65.76213529303342,12,69.7849024790659,Married
68294.34947999645,Male,65.90119620471133,10,76.0619425343988,Single
89482.2152797873,Female,50.65761122775685,7,40.83574520887973,Married
99025.77078294114,Female,73.54607541773491,12,65.17478602368318,Married
186646.7568464455,Male,33.75658241659311,13,27.462800272807122,Divorced
180919.02738214884,Male,44.58107643319953,12,45.12143036899759,Married
94259.49273246744,Male,87.58796058193187,12,87.59972083469708,Single
57156.50518748445,Female,83.21054241794656,11,68.89067480075951,Single
84299.3141193887,Female,56.34167831691315,9,54.28519728003083,Married
82950.40438710933,Female,77.20618341667789,13,81.06098124522593,Married
161176.68460097478,Female,39.39991376336074,13,38.59157010008586,Divorced
71028.9850791193,Female,31.411409939834613,6,23.194404581454204,Married
86386.0348727376,Male,55.267706289140676,7,63.14472815326098,Single
79479.79812895771,Male,57.60717624138617,7,59.59819600091471,Married
93372.29762637234,Male,42.41738325016941,6,31.091694356913663,Divorced
83330.40814570058,Male,45.93221924883868,7,63.05758535302063,Married
74777.91767771653,Female,23.753723852385626,6,19.009982345507353,Divorced
160920.8534577052,Male,31.83399340747029,13,25.735373387437246,Married
