Gender,Subscription score,Household Income,Brand Royalty,Age,Marital Status
Male,10.579711197760266,93630.52693002467,14.20485623643765,24,Divorced
Female,-4.949380295888391,93796.39203435119,8.051314051000887,21,Single
Female,9.298487402444858,149775.61393200283,8.861384679028362,29,Single
Female,91.83697707585509,170834.40520610282,90.85377531663718,63,Divorced
Female,38.201900591033265,130961.57958790234,44.40350658892034,32,Single
Female,70.92584612897996,113363.77931172313,75.24925397114993,72,Married
Female,32.790092294093235,87912.61456346097,3.3780657313852203,26,Married
Female,76.24740479245074,73062.95817733854,78.01231500485284,74,Married
Female,14.62971592167835,74764.96522412103,13.056157401641158,21,Divorced
Female,67.38173715441039,147850.51588037738,54.180480400784624,31,Married
Male,72.36684337318634,51102.87822908921,69.03184760344092,75,Divorced
Male,20.766092006713844,132922.1264080331,14.612609050961431,28,Single
Female,77.78950610368655,124463.13313997604,85.13472019338596,62,Married
Male,67.45126622726056,151362.29789243333,82.46141061326176,59,Married
Male,79.89127347774729,161000.29655201035,80.93250729296835,62,Divorced
Female,105.83680065744042,148773.52507806814,89.0484067500715,63,Single
Male,66.83755551068762,145967.1068379311,50.15430109800559,38,Single
Male,79.97168728840043,109266.78998268422,74.25790083289883,71,Married
Female,87.30228168716705,140758.16103099033,86.87898034457722,62,Married
Male,81.71410238777449,65579.79081505864,73.83227119266395,70,Single
Female,44.939914963326,136021.331176451,47.655776794537395,28,Single
Female,11.354900719033775,172655.61174010055,17.944042914411533,47,Divorced
Male,22.021834852980106,128835.41595645908,24.009820559010695,53,Single
Male,28.20843627003372,161486.3757515626,50.40622708883572,27,Married
Male,28.7901827045671,140550.96461163176,21.147382665978604,48,Single
Male,77.21394414537764,145346.1930459124,83.44823778792097,63,Single
Male,77.7419733380025,161104.11134400978,57.46194920137304,27,Married
Female,44.85531568513375,146109.25200114626,51.29894680767948,31,Divorced
Male,18.763090464500152,115010.96105423113,19.2072767502793,28,Married
Female,84.63976195561428,159646.80483254674,89.72541988529495,62,Married
Female,3.743075427348626,102501.65710822114,5.249206512071183,23,Married
Female,40.288968335514674,149563.68464760212,52.705834322813395,28,Single
Male,-4.211928440707512,140923.8261108377,5.041422079561812,26,Married
Male,70.98379754148948,30000.0,80.99535370085754,71,Married
Female,81.15167847582686,114899.07642216497,81.5609268916245,62,Divorced
Female,76.66221365040472,96787.54870366078,73.87058314790114,73,Married
Male,34.114866855236826,151548.2444726782,21.38048031908926,50,Single
Female,-6.558158533415103,66008.92812854599,11.585769540193958,29,Divorced
Male,64.26374003039764,154128.4054483639,51.0712568828913,30,Married
Male,74.63136322828757,118508.3264945282,83.83257062590465,62,Single
Female,84.38440986199004,148876.61709564336,89.26500410266155,61,Divorced
Female,75.04302245021621,146367.75334356178,51.511687009585614,28,Married
Male,78.36567138161257,137244.4349316485,79.73882899611688,64,Single
Female,30.909957268504915,103200.16955131188,26.30289778400658,44,Divorced
Male,84.40838577467608,117942.33264027143,86.76757038746905,62,Married
Male,38.629209936477785,154843.8635085941,39.70380417568934,31,Married
Male,86.34437577190683,80787.52731223807,75.96512457034461,75,Divorced
Female,4.651479064626963,135775.90176210628,11.704684667284887,28,Married
Female,3.8361625716501955,135539.49976449437,18.247129999610806,51,Single
Female,22.480437415922637,127078.43190913656,11.523780969736265,23,Divorced
Female,6.917931287254616,125718.9259725559,8.9512470791813,25,Married
Female,41.16504423154739,163298.7511003143,28.474435798717966,49,Divorced
Male,47.86080871807591,145034.57623065432,46.9681375004837,32,Single
Female,35.905628562629886,167311.70481984675,49.713683045682345,27,Single
Male,47.93066108139936,135295.7130030196,60.259071181957026,31,Divorced
Male,15.609129251468378,117933.18056813456,7.639664312519578,26,Married
Male,94.596001892462,145385.71717954415,87.59272803163259,63,Single
