Gender,Children age,Happiness level,Marital Status,Annual Income,Satisfaction
Female,12,68.79872570220735,Married,30499.047556059806,72.31131022675078
Male,14,40.09387978133126,Divorced,80648.07263479718,42.36015860939252
Female,11,60.98523146508792,Single,36129.93930961269,65.11007848444171
Male,10,100.4971291491824,Divorced,26382.867884827014,91.49298504195454
Female,13,47.91138812716915,Married,86197.49548684541,39.61628659543772
Female,7,20.14798314518362,Married,72857.65683011815,12.841018057358049
Female,11,68.09222532802096,Single,43959.53025028526,65.43506137865816
Female,5,27.84172789578085,Married,70027.9970142307,13.978890937454658
Female,11,63.149902032920394,Divorced,35058.61944223626,68.48734836433046
Female,6,12.537489669499099,Divorced,87796.1439131352,35.31191745285056
Male,10,105.32174971521248,Single,29849.731523445676,95.33409584971068
Female,6,28.172550587713367,Single,75056.19373643145,36.69863509581955
Male,9,90.8523400978566,Single,24844.711994499237,89.96927807490022
Male,9,104.27381481320282,Single,30065.103184880078,90.69938258018965
Male,10,84.11789495504954,Divorced,37251.790890389304,90.30559018551945
Male,11,87.75654926684709,Single,36433.486246657565,78.64800495988153
Female,6,19.21131344273814,Divorced,71223.65608119025,21.366478552280206
Female,9,92.00338685187428,Single,28646.157683590995,88.93251273598166
Male,9,94.06868149934286,Single,26986.241240841613,97.64476801436439
Female,6,27.87765231261828,Single,68822.95885722357,21.903637661406208
Male,13,32.060927863950596,Single,85542.47243257327,39.50503049685556
Male,9,85.7149724106616,Married,33643.50401953354,89.87911029229181
Female,13,34.687839309162946,Married,80876.06885391231,36.458235988552865
Male,10,80.68966571131159,Divorced,31182.353625376316,84.8786832250224
Male,12,52.62541543943668,Married,42298.23880731469,72.8467619054172
Female,11,58.370269743520225,Married,41982.21160050563,68.67328490326167
Male,14,49.879401148298385,Divorced,82610.83370540994,53.53462535915984
Male,5,22.172075586237167,Married,84112.24722690845,18.424083311700137
Male,13,53.00829851972732,Divorced,72450.0262582585,49.37041245290683
Female,6,44.15664073864832,Single,78899.65175172134,41.85914775593915
Female,13,24.883029515392792,Divorced,75429.69386044343,35.63135036417852
Female,12,59.986769553941606,Divorced,28920.847169104934,68.760673280471
Male,6,18.651109232767602,Single,73428.45100568919,4.852495032598483
Female,13,59.90330066127829,Single,80297.16155851708,45.04176504216449
Male,6,12.507953758328672,Single,73350.17667095506,17.50347307065637
Female,11,78.85671944165783,Divorced,27530.280979054543,92.9302272867485
Male,9,71.46243837667284,Single,30433.740213656863,87.71193745666889
Female,5,37.20213957465117,Divorced,69297.0402776936,30.57608342904609
Female,7,8.467871574219489,Divorced,74423.83370316603,8.984724822827992
Female,12,70.70812485948593,Single,38764.69283581644,68.56264217887191
Female,11,81.66997561369917,Single,33466.93030181168,74.32132593721208
Female,6,30.943618594761553,Married,76859.98761276087,25.600257396287823
Male,11,76.30241405917066,Divorced,44807.134650997104,75.68090134450091
Female,12,54.01661763865282,Divorced,69314.14015890242,44.39089462598058
Male,6,7.5788994972932535,Married,72739.41641479159,7.595567819485218
Female,14,46.93483315245174,Divorced,79976.10662979443,47.25076396861107
Male,10,83.11592657227584,Divorced,28771.459186683096,81.42611581315094
Male,11,74.97852866032399,Single,36551.89564423729,76.59230736212233
Female,11,63.04048206488126,Divorced,37264.80456298442,72.90691756580757
Male,13,47.16475562764186,Married,85359.37562542401,46.338044191029915
Male,5,21.599030379134422,Divorced,68281.9113045267,27.27684685367568
Female,9,106.10847292758729,Married,24638.953484519057,100.0
Male,9,90.81531662930139,Divorced,33334.83249486191,85.6769683955209
Female,12,55.69355571300157,Divorced,32851.382545104614,62.85280840523859
Male,13,42.814715337494775,Divorced,72275.29527257447,43.94263981015935
Male,11,70.87832328085918,Married,35455.10571031272,71.53380242118324
Female,12,74.68235540677284,Divorced,47993.79135396984,72.6957143634416
Male,9,77.89780176642047,Divorced,35498.08684774344,86.5557831540774
Male,7,0.4354808636293832,Married,73836.04691558582,11.03460263237001
Female,6,4.067590114330425,Divorced,75628.36580955122,8.764409546693948
Male,12,72.00117130410985,Single,42785.8971330938,71.00558632282787
Female,6,2.77929340189415,Divorced,88490.38443546992,9.586572523593844
Female,10,75.7634530508556,Married,37031.59056665225,85.77881609588275
Female,13,42.063744521370936,Divorced,84683.96759287274,43.15690220577539
Female,9,103.50730464739917,Single,22237.521680948943,99.64042338276913
Female,6,19.6493255468692,Divorced,73402.36239783252,15.669668076705818
Male,13,40.6855425529922,Single,83784.42306225895,39.500194019454774
Male,12,55.301086548112586,Divorced,41089.75786602559,66.95171378416946
Female,12,53.91155188919084,Divorced,84519.24929327487,45.113834105686365
Male,9,102.41586209062504,Married,36065.06827275663,95.2887548205508
Female,13,52.72314023475005,Divorced,83240.53158276826,46.494424874880174
Female,6,28.349260886664915,Divorced,85309.6623860811,25.236557819631983
Female,9,107.46713975489598,Divorced,32227.719828859015,92.45482652329545
Male,5,35.21926458657544,Single,71436.09773038398,31.069329155179247
Female,6,29.938509878596296,Single,70938.675609239,26.95691110234238
Male,11,77.8031107624675,Single,49265.48782801231,64.72328489416113
Female,10,89.17764874354403,Divorced,26148.680031138036,96.0085128057024
Male,6,28.177121661190334,Divorced,79369.39056145202,17.154226015886614
Male,5,44.52626564237237,Divorced,79260.8512484144,32.88170223600832
Male,8,82.89505372404528,Single,31483.338225343658,89.61331920403822
Female,10,105.66974633000657,Single,24084.560223975743,92.74116808501337
Female,9,86.24652841270556,Single,40134.505179091146,85.36832290761448
Male,6,12.07496560068303,Single,64120.25891483358,4.161927076702817
Male,9,79.99493518120026,Divorced,39950.83492618754,89.93238641754502
Male,13,29.94180213448416,Married,89299.77867764211,34.52669564668799
Female,6,16.457050938270868,Single,73667.77427927605,14.598955478666902
Male,7,32.04468204950639,Married,80787.899932109,36.264134835191484
Male,6,9.474444956117551,Married,71706.29212096307,26.914819770549734
Female,10,82.0119416344746,Divorced,37427.5748479276,89.02111108314037
Female,6,22.89125076736191,Divorced,87018.41274354563,27.009628233432785
Female,12,44.645133401020935,Single,39209.927056010616,68.83146943986394
Female,7,-0.5783201746036095,Married,75451.61046534877,5.524817423953969
Female,6,12.359524349865824,Divorced,73395.80074965821,10.880048188829328
Male,6,15.442906952394015,Single,83555.73276624337,11.591158904212755
Male,5,13.73988668398095,Divorced,74671.88626504813,18.077788752569944
Male,12,71.38758303260694,Single,39952.281588940474,73.92400752341676
Male,7,21.763944646813968,Single,78995.03600679214,25.384461890009483
Female,11,54.92415867546186,Divorced,38034.3772683325,72.72255618252355
Female,9,82.77729108817122,Single,21463.094756222694,86.58201313690768
Male,5,22.65309680040801,Divorced,73711.56542734533,15.848329490637589
Female,5,29.42343134228553,Single,70422.02435165372,23.654860554277903
Female,13,32.955295237094,Single,80005.18533624019,39.58905390329347
Male,13,70.27397496954227,Divorced,40451.70023361046,70.70394350736352
Female,7,13.427207590544963,Married,75591.61132898626,8.833973179508234
Female,12,58.2422883958523,Single,31684.197187680613,68.50338139843117
Female,10,96.50266242793258,Single,32001.748713006433,93.92222215583071
Female,10,94.6567630719106,Married,26899.75615433279,84.83443845593747
Male,6,2.284245912606943,Divorced,80215.9827490306,9.926657118783382
Female,13,45.1284005717366,Single,79849.58234550379,50.43388803119407
Male,10,77.076204227331,Divorced,38252.382064624406,68.55016254117302
Female,6,37.16881670871248,Single,81294.67492518872,30.511536983881335
Male,12,47.006565631646886,Divorced,39752.74262899848,68.47687348542345
Female,13,55.48737612756724,Single,84270.19860090634,53.155199443922434
Male,9,115.86830711919683,Divorced,38209.40711704098,89.47445779379579
Female,12,91.64181666445441,Single,32736.006677559017,73.03668602618865
Male,5,34.998758954316465,Married,71520.26799828195,26.382974996617122
Female,12,77.38913629316983,Married,38299.05523903518,71.42305349381472
Male,13,74.77794942317462,Single,75342.02650419805,45.98873315740494
Male,5,7.093566884609694,Married,74056.45305363988,14.429147832043526
Female,10,83.46078150634794,Married,23901.353124197274,89.37120601749348
Female,6,31.41275189799971,Divorced,79015.05603447797,16.573386366301463
Male,10,96.11125726866972,Married,23545.39077014278,92.62418736445079
Female,12,68.10133635368891,Divorced,51337.6574086702,78.52990623313401
Female,13,48.83780213397365,Married,76474.29437975818,47.06082669915409
Male,10,89.67739214278646,Divorced,17483.217534557138,96.03106402236881
Female,5,15.897097652342788,Married,82354.1484462882,26.17337856790475
Male,6,4.537076881340397,Single,71308.19382213017,20.527004124609014
Male,13,21.900242114796715,Single,83828.25498453813,39.026724292116214
Male,11,65.96026340179301,Married,45570.759067824954,76.42748175932091
Male,6,28.93672610045105,Divorced,76765.45444249653,29.051672894379674
Female,10,100.04317382206705,Divorced,24564.46297729729,92.13910103713394
Male,6,6.970772074683552,Divorced,79434.09354609615,11.727419199600234
Female,13,50.4081508059703,Divorced,100000.0,46.45419083754854
Male,9,84.8003601353094,Divorced,31979.696140819862,80.1365708562008
Male,6,-1.3012238254587896,Divorced,83833.99854593108,8.94527430980962
Female,5,21.489490938666297,Divorced,78935.11445867985,15.405962866076493
Male,7,34.701017827762264,Single,76367.63696165377,30.850246628866735
Male,13,51.86686738006662,Divorced,90184.97493260348,44.21898705531085
Female,9,80.76256381413141,Divorced,34615.7363409023,86.02287245960767
Male,6,41.287756297922044,Single,73625.3783501671,38.3203971182779
Male,13,53.92679578652766,Single,72495.71297672827,51.47829714476466
Female,5,32.29150866868338,Divorced,80921.02868931358,30.014001099094024
Male,10,85.85297848061681,Single,27193.226963780122,82.00857885887986
Female,14,38.597951337604805,Single,84572.92372232694,42.303806199553534
Female,6,29.80628467333672,Married,79060.92964790006,27.153939930659803
Male,9,97.88296070456619,Married,26976.4022977251,86.79732863664668
Female,12,68.40547333574865,Single,44134.32809066758,66.94054043840754
Male,6,13.450035863616836,Divorced,70098.17081624758,10.916753153644294
Female,5,21.532440433528407,Married,82216.6380080057,19.286731076144335
Female,13,51.914768278184994,Divorced,80961.26437584424,39.758736030507514
Female,10,84.93820078584974,Divorced,24801.54527794297,87.0851295917435
Male,6,9.714172377272595,Married,60896.174588530776,24.856481739067767
Male,5,40.59053075854529,Single,69562.13415850815,39.27872238415178
Female,6,34.18098232593114,Married,77139.15322357112,23.16131287094273
Male,6,10.943033089493955,Married,77181.06975634165,9.11277588808349
Male,13,45.553993168450525,Single,82260.34371857526,49.55200939601291
Female,11,70.63216831816953,Single,40267.61535767732,70.18475257781755
Male,10,90.57476558248132,Divorced,35856.89117312512,85.57567458708243
Male,9,91.95050283442072,Divorced,31707.287583910525,90.59660345988303
Male,5,5.243154162278428,Divorced,73270.66653598493,14.271350239592735
Female,6,33.23581149313206,Married,72621.4887112525,26.80510975893796
Female,6,42.946223425111874,Divorced,77804.57877972323,23.427036569733993
Female,9,82.4916286077774,Married,29033.611875299794,88.98460592269728
Female,13,58.51567973812695,Single,49851.429345974335,66.18902798141735
Male,14,38.08265015815827,Single,91212.98436669704,49.12365120697099
Male,11,55.1143253251575,Divorced,41714.400048845186,66.57156942251163
Male,14,52.65000510836573,Divorced,89933.87763963104,43.62810266375063
Male,11,69.42315614490798,Divorced,27500.081441874143,65.6568930012831
Male,6,10.54413025932471,Single,78507.09561960679,11.174524811332361
Female,11,76.23235284066344,Married,33099.444734603836,79.49902409565158
Female,11,71.95455881526803,Married,38445.77125559486,72.63093146454082
Male,9,78.35500143246895,Married,23477.266835447146,92.50081031100726
Female,10,87.46920183962787,Divorced,28857.702531936928,81.5715683330394
Female,6,22.711372608532713,Single,73439.32977702077,28.479664419099763
Female,13,41.945992748679885,Married,90964.07563337474,42.58990783852032
Male,13,54.446214891889724,Divorced,80475.06823753058,46.05727331191946
Male,6,19.44138722037401,Married,68843.93866351806,28.524640066968487
Male,5,19.552963399072723,Married,80297.21832977684,23.940335776245966
Male,9,93.84579201286991,Married,23217.379339072322,89.3216274731529
Female,12,60.72348614798014,Single,42767.764078336,61.070078052161534
Male,6,33.293867082972014,Married,77063.81643089605,31.326094103168074
Male,12,61.52902039322504,Single,48970.719650287196,70.45592169213117
Female,5,15.387100201475343,Single,69715.65180492746,8.848128179553768
Male,10,76.09677950332117,Single,28733.610768426333,88.3898095419948
Female,12,56.45510401742359,Married,37531.65723668471,63.595713864788266
Male,11,83.19352864521935,Married,46859.84422643574,71.28702473538277
Female,6,37.68205670546527,Single,77641.30601440654,26.438011421060686
Female,6,10.865563702215336,Married,72795.01369748174,15.2447395443697
Male,5,-6.7887220698222634,Single,74636.86003107669,12.225001307554955
Female,6,26.656212926217428,Single,67539.54239713668,15.34175445721526
Female,11,68.74137131391012,Divorced,42397.42261574594,67.64446999277851
Female,5,6.1692279840021715,Married,76817.361755431,5.028159033668224
Male,6,25.28431895677089,Single,70720.85908564586,25.620515174295782
Female,13,42.519752057477994,Divorced,77039.88931205639,48.74091166750368
Male,12,22.978806199707776,Married,81683.10631137731,44.662124989628424
Female,12,67.18359390222037,Married,29494.264209366083,78.52379542536312
Female,6,23.140818125577358,Single,79463.60405330727,25.937045048661474
Male,14,52.9985772057737,Single,81256.96471180805,43.260615845850936
Female,10,85.92279328912709,Single,38570.401690949104,90.78902325041432
Female,14,50.68273322102014,Married,75748.9921775765,49.323819587796606
Female,7,12.746944120998227,Divorced,68355.43534224239,24.405364346151565
Male,6,17.336733658052232,Married,89913.37751119654,30.483915837404627
Male,5,27.44327748595771,Single,74105.32652722119,35.188555353408056
Female,6,38.87065904599811,Single,78562.11113719894,29.34846150772356
Female,7,27.741510767361063,Married,77013.0837814523,20.48653923214991
Female,9,97.3323005909803,Divorced,34989.70099796521,88.46516225589946
Female,11,82.96993357210047,Single,18531.14472503322,82.53494953088705
Female,5,42.81652767395276,Divorced,80457.35323361549,36.86641212621446
Female,6,-0.27970493498369553,Married,75115.84934733144,3.7650175242927304
Female,6,27.312217267766986,Married,71087.73053558059,32.19563511852323
Female,13,23.957285336364194,Single,91643.19287982091,41.0460947731449
Male,7,46.0095945846148,Divorced,79920.69750544381,24.48224757936069
Female,9,90.20643220662643,Single,30248.462124249927,93.21069322289588
Male,6,9.359546927852172,Divorced,77170.19078875205,14.46987977972762
Female,13,57.50623605724557,Divorced,82550.00686078335,43.51395286560765
Male,12,78.13961330318735,Married,33068.39856400703,69.08889387740783
Male,6,20.824412824633434,Married,69721.29596757992,23.99280160842899
Male,11,83.0946730316418,Single,38745.73674712488,68.85389255586281
Female,11,67.23422338749646,Divorced,36626.905185671756,71.16237210469367
Male,6,2.5315632560409522,Single,76126.86128428567,11.89082464810577
Male,10,103.57997262831557,Divorced,31762.14665262489,89.13060581531865
Female,12,65.32893201821386,Divorced,42076.238550970855,71.51299767791782
Female,10,84.83684051654495,Divorced,26113.700538862133,94.95927614212124
Male,6,5.491884191711222,Single,72244.43413178808,25.852743615380504
Female,9,75.31579018973063,Single,32962.84725916413,86.28524437424976
Female,6,24.913040942977425,Divorced,62714.96657325486,22.88640490074409
Male,14,46.073786152644296,Married,85429.08151567979,42.29027050350744
Female,6,28.011850782910333,Married,74338.90186722527,31.338230318543165
Male,6,-9.491894000578974,Divorced,75296.93091594744,8.049383242167899
Female,6,31.82706503264731,Married,75683.37881302602,28.750290113106946
Male,13,75.78210261170015,Married,40535.74845531518,76.03455028839696
Male,14,46.616285870100974,Divorced,82360.10916419778,45.41344352060922
Male,11,80.49523962664438,Married,43478.97302679771,67.196299020518
Male,13,53.983175791873364,Single,90975.31485807561,40.54263114183843
Female,9,104.73513040868578,Divorced,33668.52685995536,93.28323227454302
Male,12,62.49228416119851,Married,79462.1277490251,49.851708708778375
Male,5,41.923955721589714,Single,71958.20145518662,35.39144315433534
Male,14,27.82815234807074,Single,78827.08957430032,39.15291341167524
Female,6,0.30426935129226074,Married,69352.60499692026,15.946132436610135
Male,13,61.71551865037411,Divorced,42078.88005541349,70.23900235415786
Male,12,93.50243489056732,Married,31881.650145735854,79.05737362245492
Female,6,29.263004988633085,Divorced,82817.41809612051,18.896487793823518
Female,11,90.07527922425665,Divorced,46041.61308704325,68.47839240199923
Male,5,32.64123568258408,Married,81851.60092255783,25.26724175146267
Male,14,40.64997539551326,Single,87087.42521601389,41.76045418255241
Male,6,15.091055789996695,Divorced,80136.67797662919,15.401414230811895
Male,5,29.062610216489272,Single,84469.58492634392,22.311234221641683
Male,12,55.273247163916565,Divorced,81531.55682929972,44.428456153247545
Male,6,1.7292256176685532,Divorced,80956.51580206482,9.269321045135065
Male,13,32.62008345346548,Single,76383.41156405596,40.892760403411785
Male,6,13.87147323997452,Single,79166.57313168631,11.65010131692253
Female,6,8.667101196379265,Married,75502.79113228685,6.869761412605072
Female,10,77.53197178162542,Married,35680.79094277129,87.39208680002093
Female,11,74.02478144268666,Single,27303.82736317018,71.8202333063902
Female,9,103.69549600034668,Single,30200.066059656252,98.91178986210221
Male,12,66.72528121109373,Single,37649.76693649566,75.32506064065605
Female,13,17.59196851738449,Married,76504.17787177094,39.87934059182578
Male,9,94.76705288551366,Married,23498.78993506656,81.60808911461596
Male,12,79.68155830537205,Married,41296.770709695804,57.01092851418017
Female,11,113.29801873774127,Married,25471.88312133022,99.37038747280631
Male,12,65.58585909876098,Married,50958.12249406161,62.74852181354515
Female,6,48.0714736374531,Single,76341.90266784372,31.94276914604411
Male,14,43.2764730952106,Divorced,83937.29476308305,46.4342708905439
Male,11,64.3493589816988,Married,36006.67821431696,68.14567669711552
Male,5,31.471666147594966,Single,86174.72348805568,27.073652042407303
Female,6,12.731231277003038,Married,74200.73054137341,26.715645875128764
Male,13,62.323949183401034,Single,78892.51881225227,52.10945320612404
Male,6,-3.3230280367118397,Married,77291.64896204222,27.236170810475777
Male,6,10.74114388953365,Divorced,66036.88758462579,9.967413628232237
Female,10,85.67338786234906,Single,32763.68544968745,84.47878716080481
Female,13,54.888112319214514,Divorced,78879.50602494512,45.50207072497567
Female,9,66.53481637887822,Married,30197.83735665884,79.6314810132539
Male,6,23.044312294965593,Married,71113.42594731775,12.903745019226555
Male,6,31.259879356804635,Divorced,63181.51617147267,22.71505299406119
Female,13,32.75028638678906,Divorced,87269.53355372835,48.53232222947525
Male,6,47.70742269955113,Single,68989.58076633191,23.264274929872684
Female,14,33.76541594512857,Single,79987.73099376203,39.556431742959774
Female,13,76.57032198188922,Married,35847.924446057485,73.44334779989096
Male,14,43.31650972871308,Single,74730.12162177764,41.73568997733578
Male,6,32.12616072393524,Divorced,65254.82727659879,25.98902520734157
Female,7,27.828346244623937,Married,82316.54856351456,23.12708692427345
Female,11,64.32990713403815,Single,43491.59236622098,67.3172835197838
Male,13,56.94136403464167,Divorced,77263.40262287612,44.93878515854661
Male,6,-0.4800910555928688,Divorced,71348.04658351825,14.82127151969268
Female,11,53.76609905477256,Single,39662.31694438382,70.49552977939527
Male,10,102.31595675484988,Married,28008.12783594417,94.49866409750604
Female,6,-0.8442825095089663,Married,82002.74389335932,6.230250645302455
Female,12,64.95289957787368,Divorced,42337.837340908125,68.65734530678213
Male,13,56.119556383758365,Single,80597.70801382502,48.509487764258466
Female,7,10.351593168015704,Single,85557.30328993172,23.484834064163934
Male,12,83.20069843069248,Single,33760.377230690276,77.1709690086957
Male,6,10.152308509998258,Married,74192.03593329023,8.002173862852167
Male,7,-6.200191402601291,Married,71076.40200640228,9.698997198555183
Female,7,9.56058632132816,Divorced,77349.47303006517,7.431998144224728
Male,9,72.2855706859155,Married,22997.561135743832,91.21433634971967
Male,6,22.749526705769526,Married,76950.4856698485,16.05954143624343
Female,13,37.04819311381609,Divorced,83306.02785707556,42.15511631347169
Male,9,79.95877554675549,Single,40125.825576480114,78.55072219757984
Male,6,30.033579447608627,Single,68660.22274079699,26.604579965851414
Female,12,46.265294240131006,Divorced,38935.031577431815,61.80265408620872
Male,11,72.69423062883595,Divorced,40145.76295129727,71.14528907798689
Female,5,-7.330246571740396,Single,77584.24447080975,6.155689480382847
Male,9,77.75060349361354,Married,32630.618247243598,80.06063069115368
Female,13,55.88480532428849,Married,89046.04670643454,47.98147420467195
Female,12,61.07196356572099,Divorced,33745.20655222377,69.39235533433411
Female,6,7.464762704840053,Single,76132.54584470087,2.8899656892737156
Male,11,79.4125525346444,Married,38602.865634682326,68.90207351762808
Female,11,52.484555763497326,Married,45433.25949762744,72.48245915666688
Male,6,58.54127759838901,Divorced,76806.52991175296,49.38937665239901
Female,11,67.35914378570452,Divorced,38256.67932300421,74.79674150571711
Male,13,63.77765104219654,Single,72631.93071135104,48.07457546814318
Female,9,88.35200104878648,Single,37197.05824101793,84.96667140604289
Male,6,-1.1289804793521547,Married,80630.71611335817,6.798985423053324
Male,13,43.34789115482665,Divorced,84977.98492487303,44.594550225909394
Female,6,9.214952892895683,Divorced,71598.30619426754,17.26540282846591
Male,13,56.94975961496859,Married,83724.786085571,42.92794573668942
Female,13,30.80404587308453,Divorced,80511.07793625427,35.919340420531384
Male,6,10.48278630178497,Married,60299.50829904259,21.939048241810127
Female,12,65.46651555541914,Single,33890.8429251495,82.92418645785672
Female,10,85.30468770216248,Single,34128.98715830578,93.7854235799875
Male,12,17.070537937356203,Married,90466.83657487112,43.721523156694836
Female,9,51.767288365067394,Divorced,33809.957762900296,72.95181980367761
Female,10,79.980043495482,Married,39639.87420333699,81.57206946314705
Female,7,20.414343646854903,Divorced,75202.8046324067,14.87896802879051
Female,6,16.454021671730995,Single,80328.99330574798,8.562958545077585
Male,6,37.91760742215614,Married,81446.86478810807,20.223662071471388
Male,12,51.10492024978898,Married,36399.28171275646,61.2034053689913
Male,6,-8.157175235334503,Divorced,78811.50847701139,0.3240576224142586
Male,10,94.6501980591015,Married,35368.69836606687,90.9372782375725
Male,12,38.53780843128974,Married,93996.73418955764,46.22156008516123
Male,13,31.870988973048036,Married,78387.78914192849,35.46940942125639
Male,12,71.97428034980254,Divorced,50686.00308124593,70.44207707060134
Male,12,66.58078116318178,Single,36611.00568028289,70.11374289508487
Male,14,34.270749136700395,Divorced,81323.45936700617,41.388267930663545
Female,10,97.29342895398118,Married,37048.36885018903,91.86194735181778
Male,10,92.27740453883365,Divorced,25269.801142113698,85.91096853732957
Female,7,-4.490998658062903,Married,79050.72097758614,13.422730779346196
Male,6,-3.473272607138991,Divorced,73993.12840444915,11.64204705581566
Male,6,24.728867777011384,Divorced,73694.1762465328,11.905987912095966
Male,13,68.8865587196284,Single,90727.73363829436,50.23235947874092
Male,13,38.39244762863224,Divorced,80417.98478551269,42.78466984666232
Female,9,68.79052952852008,Divorced,38622.447607918526,79.53711456281461
Female,11,57.833497265160254,Married,48664.285806479325,70.35335337110607
Female,13,39.33336284401381,Divorced,82914.87304190098,39.593508724622126
Female,5,5.257482982992332,Divorced,73007.56491100781,13.623342953376415
Female,9,94.81756868398905,Single,23208.751559028948,93.16381319075766
Male,6,15.59564251422275,Married,75731.36716722281,16.566306468771195
Male,6,16.801124737441707,Divorced,78711.82554024695,9.177689258176784
Female,5,5.333811865714294,Married,74358.54074948988,11.764607682598779
Female,13,55.576437171293065,Divorced,82331.20490561382,40.439599947065574
Female,5,28.342975513918187,Single,79449.36623864433,23.594233078826164
Female,6,10.73643101086266,Divorced,75546.94749784305,11.601057374406835
Male,6,17.716201151262556,Married,82218.45679127431,15.964555229480922
Male,12,80.87895387774401,Single,42227.36005799485,70.9515450979752
Male,12,66.0542634677833,Married,39752.978727242145,73.10552456898206
Female,13,58.44025205921232,Divorced,89651.57998653575,48.010001111515734
Male,13,41.50239806093767,Married,90085.1683248185,39.133892787824095
Female,12,81.17415976693992,Single,46026.73166807641,62.87912165069503
Female,12,68.26141594372369,Single,41059.1265022787,70.93814669019734
Male,5,17.985586120206168,Married,88485.24331340831,13.108109113872864
Female,9,78.81544098835784,Married,30030.11095265783,87.47756912923879
Male,6,20.832068895597583,Single,78746.33680581332,9.94105883815444
Female,9,85.80414301083262,Single,26964.009218953564,94.11258997105172
Female,6,4.581629207024014,Married,83483.34801045188,4.0763678123268505
Male,11,62.72176139465013,Divorced,33183.4143034469,72.31612156757616
Female,11,73.51182982443676,Divorced,33028.02251482038,72.52872519002604
Female,13,43.43515018868471,Divorced,69366.25092723721,42.680381024651716
Male,10,83.34860885162603,Divorced,35074.53062673499,85.0452225007297
