distribution_channel,promotion_effectiveness,pricing_strategy,customer_satisfaction,consumer_confidence,economic_conditions,advertising_spend,Sales,demographic_factors,Season,brand_image
Retailer,0.9482676284428097,52421.102984692225,4.807552813962102,1.2279626242968291,-1.6471570181713937,4238.57309829392,6206.760407950498,0,Rainy,-0.6246354148026887
Retailer,-1.1334514624767404,53129.609621372074,6.701245107282331,0.10545722120628521,-0.2911814058408627,5488.900977454179,5578.74361225948,2,Rainy,-0.10176811133835847
Distributor,,69727.084140811,3.678560395922525,1.258767578607742,1.5343264000896915,5729.616189996281,7133.311942179747,2,,0.20572859751356287
Internet,0.13700822657557474,44234.18647450678,6.724019839240078,-0.7500244118156678,0.4497118920930441,5242.39218788596,5985.725803311201,0,Rainy,2.12887814773271
Internet,0.07400458144167502,54154.811412319046,4.211175997876442,-1.9126240488017854,-0.1521476585711688,4991.130805649404,3848.1455758030834,1,Summer,0.1537774086122715
Distributor,0.017693931113730535,71117.16357193087,7.207131637595824,0.20856371987231923,0.21111331371242295,5690.614282957049,7876.908983049812,2,Summer,-0.10597912786674644
Distributor,0.3946529123787009,49274.91987442244,5.762149187784928,-1.3408478417942806,-0.6108125657495901,4538.096070329331,6033.991055136185,0,Summer,0.45630051290748835
Distributor,-0.21451501893314018,53916.92393825233,2.8477022094929714,-0.28423365937395684,0.7505283546007366,5117.597291636104,4145.311065247579,0,Summer,-1.2109905400585081
Retailer,0.5700450634835873,53863.971724225106,6.263588738494046,-0.10159780054556225,0.2183631474677888,5945.5644615249885,6121.504543507621,0,Summer,-0.13912530995115913
Retailer,-0.23802161142651843,39213.210092407826,7.345582370046923,0.03886555422804514,0.6008885554285094,5618.176404633614,5170.262386049108,0,Rainy,-0.31014064724579926
Distributor,0.11993143758816796,54213.41238087698,8.063269431907136,0.7057391584546113,-0.22919965800319983,6830.379560118142,8255.788348403146,1,Rainy,1.0081099939711293
Retailer,-0.45139624707450104,53502.23506767289,7.669201434379939,0.7843364954773773,1.7730030845297031,4482.024268423427,6059.566943113831,0,Rainy,0.009096290681779834
Retailer,,52910.900816201676,7.393802907761092,-0.21714360053565765,-0.9656107338302685,4569.574079937585,5901.070943880661,1,,0.2262402304579818
Retailer,-0.04646124367943489,70157.06947240917,4.422036681603222,1.3932238128433172,-0.8797617311697725,3065.8584354333398,6646.630080327117,2,Summer,0.5893851425708028
Internet,-1.0676769731162592,76173.82615155965,3.1971615891255487,-0.1547495053486877,0.12058041378924657,6037.592414172494,4908.707229464125,1,Rainy,0.7909233259658432
Retailer,-0.24097005601046143,48752.742077587376,3.6193359321475183,-0.07223840514592518,1.2568219800644216,3273.637708283475,5340.732704582074,2,Rainy,1.2786435475145599
Retailer,1.897344623556954,59301.73032431963,6.283235439730639,-1.7176985876194373,0.5011936907927212,2833.1757451005888,7191.6751589552105,2,Rainy,-0.18582326358744847
Retailer,0.017813709418885264,33464.77762731459,5.104157722822602,-1.2453188777782038,-0.030633336530152253,5071.711824638387,3953.617564298822,1,Rainy,0.22454649909547186
Distributor,-0.06260864027216274,57367.74028910751,5.570332527004283,0.756339908292841,1.5830094678390438,4271.105446769794,6813.969512111393,1,Summer,0.453494661879422
Retailer,-0.8579211917825232,56128.24120932922,4.236007309626444,0.7601278794268378,-0.16279940083941266,2227.3757559044934,4534.921409554845,1,Summer,0.019733955680442433
Retailer,1.5703533649691124,68008.50722991841,8.375117941844223,0.2676148227723858,1.4982040378650325,2574.200030175696,8577.81566321511,1,Summer,-0.13404332813543052
Retailer,1.451091499739116,67600.60912553422,4.853993226995355,-0.7774585352344303,0.6956060945718507,4848.078900711532,7035.35224140091,0,Rainy,-0.005600576496312185
Retailer,0.8373814027215656,66434.23314647304,5.232806305852973,1.6539727683591536,1.77285635699348,4328.208208919212,7473.661900083742,2,Rainy,-0.010836665149017785
Retailer,-0.5733496284872551,60695.67868594433,6.944721142017068,-0.7904971422657334,-0.17618758929815242,4643.29425438109,4858.988400544781,2,Rainy,-2.2309515353597837
Distributor,2.123930492487491,58876.278272680414,3.6142778421193524,0.42231052815444237,0.9656967357131423,5496.533612190803,6940.288640094177,1,Rainy,-0.6627019292673156
Distributor,-1.7100549095269726,72212.59893087481,7.647341244108249,-1.734428033051164,0.564521718591148,5970.535064089465,5934.045846543552,1,Rainy,-0.787779299678842
Internet,-0.9152452027992019,76735.21318123685,4.151489014296439,-0.608322297647129,-1.509281591232648,7880.807241120479,5305.603785320786,0,Summer,0.5089051045898135
Retailer,-0.7431170674108819,56118.81304338527,2.1535121813203375,1.7962444259750303,-0.3781534321150354,3831.943941617146,4530.389493509115,1,Summer,1.0093526225598524
Distributor,-1.3882758331983964,74324.06139942081,7.082331261451252,-0.6437413168680581,0.6042795611404748,4699.700560601056,7437.818414667434,0,Rainy,0.6185439184458487
Distributor,0.38360013276122124,31951.97862713232,7.112927096723797,-0.922622181054188,-1.3169378016543565,4801.4144094812855,5045.253454045843,0,Rainy,-0.7595138894577274
Internet,-0.8055013127225336,48894.53782725567,2.472661899525601,-0.4178623731792525,0.05438314970033531,5868.736816103697,2706.165724112828,0,Rainy,0.17705059482623753
Retailer,,54478.63983842855,4.803364708315052,0.09188192492067206,-0.9573943553550276,3526.299666528539,5652.3335588970995,1,,-0.5587763299327542
Retailer,-1.6267810534990657,46592.11598432982,5.021213942782705,-1.4267926808722395,-1.8930097578662255,4134.928274457104,3518.2344584497687,0,Summer,0.020479179191401915
Retailer,-2.021969788469869,58832.709277241585,4.333998413240981,-0.24991416602434274,-0.38827646461885523,7270.24710185101,3739.8845986938068,1,Rainy,-0.010210535782521492
Retailer,0.21046575330031303,61760.79954892034,4.783739257678306,0.6488043018659192,2.05610462968801,6243.40492664695,6165.086266869605,0,Summer,0.8723552861988735
Retailer,0.9253760301211076,58278.97171957881,7.932971087765958,-0.39735883633318236,0.31931884722219417,2068.3946684202688,7211.839382923101,1,Summer,-0.434269518679483
Distributor,-0.38496038468417065,62065.55838053212,5.604541997103926,-0.3860515370990999,-0.5056350894646572,2506.481300428556,6668.820931842589,0,Rainy,0.7849711100784874
Retailer,-0.509443125399935,52614.8002348406,5.324472471078937,0.893779865677369,1.2828601741023837,5394.060829819429,5264.124108872695,1,Rainy,-0.6062269164507473
Retailer,0.9584888332112732,77922.65178322823,4.856326738948016,1.1283509522706328,1.4672474502592403,4045.856795462254,7326.890708290509,2,Summer,-1.3900503542185023
Retailer,0.11831694451628111,27953.210969772244,4.480804988912196,-1.2263784911442852,-0.9907100784426421,4698.697569998361,4108.328312857638,0,Rainy,1.328096398102824
Retailer,1.987376615412741,46945.03922718407,4.360143307644332,1.6288732974417972,-1.1083716556613419,6114.772673747853,6176.3677419271335,2,Rainy,-0.12503250773501492
Distributor,0.32485584491772446,47928.01258916508,4.757305703280342,0.3124858308684575,2.471108440218498,2108.841839670882,4676.45563263474,1,Summer,-1.5106300665955925
Internet,2.206533848713669,77540.30951860023,5.111226103979647,-2.4638025061873785,1.132419921331258,6447.515481693263,6478.250072170451,1,Rainy,-0.7453920954697075
Distributor,-0.01866003947701488,70349.66387192493,7.156930263468773,0.13210672666752765,-1.2001033310508178,4927.267416870701,8438.55684976587,1,Rainy,0.34470352458210796
Retailer,-1.6694760696379831,41303.29332985995,3.9978564967068304,0.2680706412961678,-0.09479613180624298,4521.216811076471,4098.389541657985,0,Rainy,1.0827264389408549
Retailer,0.06938006635012194,50549.22775311431,5.380257271260014,0.7746499005484839,-1.2859005694477852,5376.98170988303,5296.602488173225,0,Summer,0.0014705341083141711
Distributor,1.351125144634601,57343.684350294316,6.855414825163503,-0.05863032844150811,-0.039390689854690485,6446.616174565112,9244.055831594753,2,Rainy,1.4139500818503101
Retailer,-0.11003935151882462,49819.367066575694,7.293252910812033,-2.252385215881886,-0.14644023870493647,5546.810878973745,6268.955614787113,2,Rainy,0.7950550636781589
Retailer,,56149.58611937722,4.549231890664506,0.538289914398789,-0.17534336919383706,4690.928191683296,4466.586333221996,2,,-0.04251847123429951
Retailer,0.22433204710492058,81740.878449073,6.093116351641228,0.16968832906534004,0.8013379351877244,4923.832451134425,8249.72190865266,0,Rainy,0.8860298839301363
Retailer,0.45155475772190434,76313.72850757334,1.364795311884941,-1.3292580801349752,0.1552459555262988,4921.65274610397,5168.716105713407,1,Summer,-0.0006787443185825756
Retailer,-0.08765656025600312,56745.687696813286,6.630844928352792,0.02424966324600532,-0.1842367413046371,6802.221177241946,5905.023354886438,0,Rainy,0.16045422302328646
Retailer,-0.7716344245673572,56941.19816057136,6.89185104418595,-1.4199002977618125,0.6157618138713516,7053.889450739898,6313.160041266515,0,Summer,0.7138717323637679
Retailer,-0.11251896955299186,62075.50967320627,4.898792916381909,0.7611435781952143,-2.160118612059885,2850.8625667167366,6083.763214173829,1,Summer,0.5488523338307175
Retailer,1.032816494240787,83725.14514933855,2.608739877977037,0.22686427879628432,-0.7779151481302965,4992.528967043238,8013.121568220835,2,Rainy,1.3609068860076021
Retailer,-0.4478504590616373,59794.49394737848,4.310786900723418,1.0639500090245164,0.4772873729824796,4329.122970526981,4667.7712828409085,1,Summer,-1.2281467066069625
Retailer,,47960.09934581811,4.804134158685214,-1.1488591698309005,0.6285679250126692,6448.28671078568,5487.039085652593,0,,0.9977370336144362
Internet,0.25456408893230015,47734.95740491292,6.811655230624039,0.6073401640558219,-0.0021756541133267485,3370.602931434731,5311.4296747877315,2,Summer,-0.5686869023866739
Retailer,,45802.063620352754,6.349857417108646,-0.8754350081070839,0.32121703263724594,8041.408442231652,5710.314510412147,0,,1.1421051059037537
Retailer,0.5438601860435918,37632.65476805226,4.776978325937481,-0.979999072264072,0.7726339134141411,3149.6012326176333,4186.4037072505425,1,Rainy,-0.020607691041283457
Retailer,,82356.68860855002,5.826244133329518,-0.2006048266653105,1.4103743010942442,5344.9754181652115,8021.890240739778,1,,0.2686135559944976
Internet,0.15166068304725447,52008.86023562834,5.762626024254107,-0.9997530028641157,-0.5222762527519367,4628.237488179538,4148.077150609452,2,Summer,-1.032954632824248
Distributor,-0.5037154935428221,52547.2770956078,4.8269921315945075,0.3171081317317137,0.8992187269552805,6332.431374999917,5856.562543099622,1,Rainy,0.3373852748120119
Retailer,-0.4806921699979095,61655.04838130969,4.621225212720011,-1.5898860072577066,0.7166745573480208,4330.721593300965,4929.829824817353,0,Summer,0.060718554930355745
Retailer,-0.3908876606765487,73841.88386796274,3.372461300401465,-0.014504868775842469,-0.28817589234539376,6017.486156017604,3660.111274529848,2,Summer,-2.250242240203484
Retailer,-0.09463074531084745,59907.786441472526,4.820027385227716,0.4547143519986743,-1.2221341138546162,4224.497049585889,5011.144849560113,0,Summer,-0.3977560129255788
Retailer,-0.8430905470233283,70184.08641119668,5.563607415047058,-1.3108082509848518,0.6972531579352507,3545.44773043792,7342.090605595436,0,Rainy,2.4742222297555676
Retailer,,44251.79368277319,5.739182579771285,1.0849060586734094,-0.5837778972439167,4280.703741558179,5195.6032598968195,0,,-0.8310700537217203
Retailer,-0.5302110249079022,44437.66583188063,7.0411899607731,1.295786395912711,-0.4144852876673826,4606.664412083798,6098.859172451183,1,Summer,0.5882237323512001
Retailer,-0.24144088279965858,69420.3404348563,2.633770976315246,0.19728826535064892,-0.5159725270596542,3694.8417443226576,4529.129951441889,0,Summer,-1.3016614088155312
Retailer,1.2982121972787246,67947.29445035632,4.231709876037702,-0.5386462594545761,0.10384880785922027,6687.814023718689,6458.420187706485,2,Summer,0.26105600530466344
Retailer,-0.17776260630851112,55000.160557251744,4.556671040870389,0.19530808264806024,0.4343629443619324,4813.459585592327,5709.0204168708615,0,Rainy,0.8103263056395432
Retailer,,68674.60381355198,5.432524649238395,-2.086249449490499,-0.5564472101640678,5099.538882181756,5289.369402536723,1,,0.3208836409793903
Retailer,0.3055701674284477,62756.160410228105,5.451392949795608,-1.3601160196772375,-0.5957859873185345,5383.025555803423,5209.9591488432925,2,Summer,-0.6364955285763364
Retailer,1.159079659403783,48554.50587573689,6.923526362192992,-0.19663715625995073,-0.27452613084652255,7506.3827415330015,7746.036187765854,0,Rainy,1.7048379386058552
Distributor,-0.03726343402710821,48458.09402017808,6.959434963640037,0.8421755650451346,1.7063630499192002,2128.385475296125,7387.557988403934,0,Summer,0.9811107722034433
Distributor,0.5390473770995831,74837.68025831321,6.725525592079682,1.4715169045964944,0.13081150221052515,3941.8803452000857,8913.086842730492,2,Rainy,0.13704042303902716
Retailer,-2.0373351277736926,47069.563975965335,5.306660475469164,2.2721713424377987,0.646509499730316,6036.30652693617,4425.915020867427,1,Summer,-0.2874380187348262
Distributor,-0.8739752194427033,44842.139677526386,3.372661055683536,-1.624014147825191,-0.48392839466255644,8664.831760497364,4020.4904543803236,0,Summer,0.21618259706187015
Retailer,0.5047829536982544,84973.34027066473,6.328025158265472,0.9293074015549402,-0.9492757438321592,8081.668930446905,9327.953825205403,2,Summer,1.2977325614326702
Distributor,0.15634834485942226,45045.21807413478,2.795690840529476,-0.33964080351256665,-0.5435533132667912,3393.922812635842,4478.830237170528,2,Rainy,-0.1405040364633862
Retailer,,57404.87050799008,4.9898651011551545,-0.5723065948100033,-0.7869099008484732,1023.0591502476836,5517.159924288069,0,,-0.5578285089611559
Retailer,0.7599939521198081,69938.9104993627,5.350131810852426,-0.3624317086348998,-0.5449983110941382,526.0941324507676,8266.6033038476,0,Summer,2.5452650777944927
Retailer,-0.7071992226803155,61199.12503071048,4.845695108935517,-0.6848342919688377,1.7247133363014142,4937.966203455622,5091.376176679431,0,Summer,-0.7507516203131624
Internet,-0.5137476468272925,51655.69877387632,6.406500986353156,-0.4642562386366005,0.34738509583706656,4345.118363264986,4963.763764864957,1,Rainy,0.21695923429075645
Retailer,0.6383270435285103,41744.17434471403,6.314804491926419,-0.8405223637674594,-0.20218049902614055,5989.548166415821,6215.924275830648,2,Summer,0.9913431952857165
Retailer,-0.41455945398957744,55165.45310363244,6.650673874641362,-0.261344566315891,0.2658741866359047,1940.3969680179544,6296.960382169848,2,Summer,1.4941975977596749
Retailer,,56991.923910651545,4.237059256185907,-0.5747756384295055,-0.690522942223816,3972.80983572154,5981.147789465966,0,,1.0905223824128214
Distributor,0.34045914556892287,53550.90619844627,5.287911407330912,0.41275615507667857,0.2480928349377475,3868.2887550429277,6691.430168889723,2,Summer,-0.33060539317951265
Internet,-0.7377769059113795,69359.74172673008,3.2250030278332,0.2455395015966075,-0.3385598844019412,3320.975772500564,3717.9744802170762,0,Rainy,-1.1800842790269923
Retailer,1.3063104669894612,87219.58844641378,4.868713542657444,-0.08555604348727354,0.8571596245873289,4903.802875482188,6491.459126934827,1,Summer,-1.9033779088237306
Retailer,0.05672369256406725,40902.7560312088,4.063222586827672,1.9522062919816097,-1.225709352573851,6095.621572078157,3008.702927982552,2,Summer,-3.1656181555690748
