distribution_channel,demographic_factors,promotion_effectiveness,brand_image,Season,advertising_spend,competitor_pricing,product_quality,Sales,consumer_confidence,financial_circumstances
Retailer,0.0,-0.4676152348146974,0.4742188757049316,Winter,6181.545135109995,45637.92501797412,3.3606132143995127,6359.529852567097,1.4199397611250895,0.45534066070274043
Retailer,2.0,0.26598489013519505,1.80299713338947,Summer,4223.951952054242,60537.194362222064,4.287578712782426,6433.463686288265,-0.8439457910549045,-0.3942468986039391
Internet,0.0,0.27062973941927343,0.23089721726114798,Spring,6208.249046190787,74678.07789317568,5.89325074725138,6683.151503251157,1.9069859371744857,1.0845888560504784
Retailer,2.0,0.6686126498306038,0.5317618720654013,Winter,5570.656737271033,70570.29415865176,5.44005932751308,7003.858244130158,-0.2356641068665986,0.7912312012114459
Retailer,1.0,0.3550831656576509,-0.8613145670506593,Spring,4292.865392237243,49019.409666258645,3.3969591127278695,4528.872421954907,1.5850912164691904,-1.1878726774877988
Retailer,0.0,0.9132892924016186,-1.1160622509487124,Spring,5098.266545837227,60527.25108719643,5.0525137290926905,4806.177300230058,0.8602836239486723,-1.0039337120168619
Retailer,1.0,1.4510023206632288,1.3011645362192974,Spring,7505.720196180446,54743.93608857754,5.71147324895174,4312.382766741103,-0.09327264512490309,-1.2250570037666655
,,-1.7412262051575644,0.041300127833213754,Summer,6556.185904725223,35163.57082821183,5.933175007437317,2763.5184146697575,-0.3303471205432335,-1.0688629543716661
Distributor,2.0,-0.19274365196683788,0.8975185144969517,Winter,5676.92150962919,73566.08216655238,2.5369588466513444,8123.887397952118,0.2485676555334957,0.36538867138247055
Distributor,2.0,-0.13087914425472608,0.2842092281092124,Spring,6002.010874628415,66175.35768349905,3.9550337178833868,5784.921719690596,1.0849740295412587,-1.6126210292786471
Retailer,2.0,-0.24811364006499362,-0.8736666081231309,Summer,5119.468758218748,42248.095703611616,6.653465521163338,4685.055366666133,-0.5812997667410975,1.2274433462715113
Distributor,1.0,0.46234096633900873,1.1310398900003178,Autumn,5445.463292483129,33791.031765325395,2.9844067963594476,6270.603556808242,-1.0174718876253357,-0.6562155149806757
Retailer,0.0,-0.9413020402199256,0.3257742258495738,Spring,4067.8414832273966,43343.05692694982,4.624093852172529,6572.371759349371,0.9471000858035854,0.9090133924317418
Retailer,0.0,0.20587299435437828,-1.1706940712875953,Autumn,3912.6185338621026,63237.2078837241,3.443163757950378,6471.819603535099,-0.1428589061150904,0.49526033747052134
Retailer,1.0,-1.830235720282429,-1.45942528334237,Winter,3148.4728764107094,69247.65034628306,5.1834494671845395,4469.658082812219,-0.2953872362624107,1.3411971869728319
Retailer,0.0,-0.475294701936109,-0.07873326071531916,Autumn,3045.9064253739634,68123.99811785373,7.280708160223762,5012.637948519349,-0.7590353051162867,-0.3370818655488278
Internet,1.0,1.1375807758660468,-0.3587575697195884,Winter,5768.280437579108,65934.79780774562,4.331897308422661,5668.680463203714,-0.7908323969154707,2.1980576176534345
Retailer,1.0,0.9871776001256134,2.3557174068099567,Spring,5135.186914840441,41014.05923725235,5.156804533781103,5613.138241400297,-0.25025831334530907,0.5590152163328699
Retailer,2.0,2.059268296927924,1.534740934993062,Spring,3138.19189102158,35609.62913291851,4.983753638674659,5145.748880173314,-0.25027614832123635,-0.7177256583653308
Retailer,2.0,-2.5891677298782194,-1.115971082746217,Spring,5030.559859807804,41075.48591033274,6.306440183117436,4078.9511077744264,0.049385220512064475,0.8667846486989196
Retailer,1.0,0.01544615330758833,1.0997096721466828,Winter,7387.089338854335,48522.29519313107,4.957437133540893,5443.118750198852,-0.24459516042619792,-0.30995283567555937
Distributor,1.0,-0.5429549381125505,-0.2793941917164216,Summer,7505.517018094617,65363.529579782866,4.882425332617579,6769.072799778485,0.117897572237813,0.589868112245061
,,0.9406686185936837,-0.4698345115141746,Winter,4124.585846421644,53846.12492278499,2.608653105510005,3911.006717509955,-0.6193521382576337,-0.7156737710927997
Retailer,1.0,-1.969325563007398,0.8931124424701303,Autumn,6955.493882755764,66854.1203129362,4.333923194554284,6248.712478773867,-0.4872804027519604,0.4327662580262721
Retailer,0.0,-0.7053188948732217,-0.3745704358036283,Summer,5423.454494657328,63964.65697993809,5.659752185125035,2955.911472762796,-0.20530747261217477,-2.2189315202404787
Retailer,0.0,0.5134326997790095,-0.22698894353775317,Winter,7758.900160576505,29418.776976921046,3.1951188972000493,3308.53482330671,-0.37190800328382445,0.016559178327168
Retailer,1.0,-0.30008294038509387,-0.10459316180572753,Autumn,3235.1794604996667,44763.31226699969,3.2662886604118224,4947.032165579671,-0.5343188277413005,-0.21524865466558765
Retailer,1.0,-0.4789468459375389,-0.2926677034503635,Winter,6858.596986406105,29747.91371613172,5.657874753619261,4671.0746599752065,0.07914981454511621,1.782147616540137
Retailer,2.0,-0.31199903854654637,-0.14834383294167833,Winter,7439.577661588202,65179.40521478395,7.575874929708907,5012.0310618128115,-0.1730284506523644,0.7039445510803284
Retailer,2.0,0.48202935179778567,1.4830009042722552,Summer,2028.3814055833132,83190.33780784896,2.243070647891874,5494.434450572217,-0.3458237540578097,-2.759563909922884
Internet,2.0,0.069524417682219,0.756956364167044,Autumn,6961.175227892571,49407.78532406231,3.911545224745085,3715.3461871415625,-1.2885598114093508,-0.09825593499892227
Retailer,0.0,0.4023447292955952,-2.3490203706959516,Summer,5319.264962866191,58596.95086595374,6.019418837806143,4258.576271808384,-0.6463569417842265,1.6429272760339841
Retailer,0.0,-0.4578949945772494,0.32241829824268337,Autumn,4265.525179121857,55158.34184086361,2.933218718382931,6520.995240102539,0.3890664832793422,0.09578676910485916
,,-0.4009290955042563,0.2837894663650842,Winter,5921.372507242549,64187.334970511576,3.9943818548944154,6260.011676472878,-1.4735830004493522,-1.8408511773518916
Distributor,1.0,-0.19948001652562045,0.2614678065101277,Spring,2867.486617960531,50215.94688711513,5.468121190626728,7219.758508590019,-0.3963076955960878,0.8179532566416757
Retailer,2.0,0.5399864482535854,-0.04312404766974955,Spring,4511.216762921893,60961.76425237344,3.842079582726239,6663.216860869486,-0.46465844425656494,1.2070967897233063
Retailer,0.0,0.3186378709966023,-0.6238857720203009,Spring,7694.531644945097,51155.14319883018,5.565304646158244,4061.724945429743,-1.5704235943818068,-0.5888115709438891
Retailer,2.0,0.18077996117236567,1.5015779429209275,Autumn,8192.844440474946,77529.07970990389,7.692284603673471,6616.115579867417,1.258685861496579,-1.158256069663855
Distributor,0.0,0.3363289475437447,-0.9970509269839354,Spring,3119.6917560076517,68815.3163514551,3.7343843161678647,6133.133378840714,1.1562066673721036,-0.6221572969457035
Retailer,1.0,0.0605387615301122,0.09766941421322192,Autumn,6970.777575239288,71436.40751039181,6.226818799237867,6452.111024071312,0.3202264995741763,0.03002556779137613
,,-0.48216678288690507,-0.7092380057476054,Winter,3748.1818179786915,58564.27348136119,3.6962003575608717,5896.428697637555,-1.2079534777913525,-1.3738922109773055
Internet,2.0,0.1520866175279248,-0.4605705382874101,Spring,5615.8847501663495,59692.82745183526,2.2873557798000976,3175.663661307237,1.2617878276679029,-0.7082302504623745
Internet,0.0,0.8109991543011779,-0.14755952917410287,Summer,4556.753125342802,64177.80321364497,5.711221427182091,3508.9711084765986,-1.0324427499522961,-0.7103559946283229
Distributor,2.0,-1.4580131672040393,1.8211281326375632,Autumn,2213.8984568877754,72080.5324882356,3.4893052833908973,8307.084180074533,-0.6050962777961878,-0.09725805116610564
Distributor,2.0,-0.6381319729440406,-0.223723202326439,Autumn,2845.9290598110115,64574.7793140133,8.012417284345352,6025.322421363693,-0.5409860071962402,-0.60913427724529
Retailer,2.0,0.9758223250470766,-0.46509916949171465,Autumn,4735.352024643489,38568.08111665661,3.244005905193564,6226.398647336343,0.0051728448756445024,1.5710968892357646
Internet,1.0,0.34641498079117206,-0.29062059751627983,Winter,6083.829516007671,51500.93342648664,5.1966781443891525,4148.4092667680625,0.3948816447775235,1.0317500479190578
Retailer,1.0,-0.09452732683572741,0.6699310598147513,Winter,4143.422303253654,92892.18965554185,5.183099445073875,7035.832288042183,-0.5185891417173464,-0.547123463019603
Retailer,1.0,0.43824850716226804,1.3241572854999988,Summer,6361.860358925471,38918.92606602935,4.098563905606097,3122.984041791605,-0.32458559477439985,-2.8899089528250737
Distributor,2.0,0.15653002870116334,-0.2950862449596256,Summer,4648.886195956584,59555.48553700713,4.800671062083374,7106.405844070134,-0.401447584973949,0.9475548829462879
Retailer,2.0,0.252203693454432,-0.015115261393382392,Autumn,5464.055229052137,55207.805830070065,4.784014737667703,4592.122794024239,1.2225670189372235,-1.110091290897094
Retailer,0.0,-0.37228894812889335,0.43035426971092067,Spring,4269.45653371521,56772.56086872722,4.3645063271133,6456.143725549673,0.8053361088687542,0.6313717020953692
Distributor,2.0,0.20957084318629635,0.7640822402992787,Winter,4583.106282233544,44723.37700639364,3.093014425775589,4957.21437660013,0.6696394437176854,-1.4731294243802904
Internet,0.0,-0.5715372191099368,0.2286890363552756,Winter,7142.194181223992,67753.28198919678,4.600572645924598,5712.194774919102,1.9428945711997316,0.694041653574547
Internet,0.0,-0.012229997761123287,0.12601904727330573,Winter,5494.481376710689,51383.64699299454,4.750598354957518,4601.660569465091,-0.12321720835458376,0.11347720502446536
Retailer,0.0,-1.8797668706597925,-0.10707746457956163,Spring,3925.245089274342,77086.34649744933,4.558834367891244,6336.218246311205,1.044246289227917,0.0031455457317072708
Retailer,0.0,-1.0819787766923077,0.9981125737266283,Autumn,4397.248296595944,41225.5988505469,4.303549574299127,5548.063146004935,-0.44284650721027163,0.6036056514112027
Distributor,0.0,-2.1958401792872286,-1.2540287360915259,Spring,4831.136003940506,33402.11785772794,4.997345261813681,4300.111811565523,0.35163812497761804,-0.04047732352452627
Internet,0.0,0.5231321700544863,-0.9574061136590308,Winter,4411.385027182076,57547.34792377892,4.908196076378108,3842.6883225409847,0.44120873802241767,1.6852302228403646
Retailer,2.0,-0.2282666505133314,0.36443792931206237,Spring,5000.753057576215,55361.57252266537,4.615197581960956,4506.433380515017,-0.7287554168246612,-0.5287323567337562
Retailer,1.0,0.3793922170295086,0.5561251862921245,Summer,5690.614160999141,62304.41385053192,5.610817781729842,7109.669888122328,0.18075317355918208,1.2564462335331803
Retailer,1.0,-0.48096802951967227,-0.9327130574424657,Summer,3905.35799869165,85107.06772549823,4.6486149967693144,5413.574998044984,-0.5933523866659294,0.12532355146556018
Retailer,2.0,1.7421127352390504,-1.8668423596444959,Spring,4648.254765581999,60390.739138441146,4.963226523710631,4393.363998576522,-0.9631262541133807,0.6129196730796982
Retailer,0.0,-1.1137992922273683,0.9396846410922789,Spring,6019.576065171377,27692.142989565473,5.333175564772,2477.610004185121,-1.0355634885698137,-2.2344128239457834
Retailer,2.0,1.1237355521947778,0.15236188043565757,Summer,3645.0353317397785,28011.452686126617,4.283830464159486,3727.9992349042795,-0.11037591994511599,1.1806642680471593
,,0.500126922293237,3.1141914021007286,Autumn,5277.264872470887,33625.60518885891,4.197427790730427,6380.419659373585,0.39467342698382907,-0.5875658815025906
Retailer,2.0,-0.30477866825508426,-0.1026516907013236,Spring,6806.920875975089,51083.497861715834,7.391371746852249,3128.2987929309666,-0.14394399146053444,-1.7883502279854653
Retailer,2.0,-0.14277542888508588,1.9257022392774326,Spring,7319.835922704611,34312.63205434746,5.583743342110995,3502.088459602748,-0.14294083878150887,-1.8976638054311206
Distributor,0.0,1.0116816396368689,0.36809983788685424,Spring,6730.519725153011,58400.43427137668,2.9297225731278322,8677.300694520221,0.01919951632901269,2.0793433665051544
Retailer,0.0,0.1558486571075904,1.199918590231956,Winter,4676.592946760961,53546.69818875519,8.082259650901085,7437.713176859332,1.0994745096978469,1.8626465717496052
Distributor,0.0,-0.060480493600405826,0.9935312958321991,Autumn,5878.958806611737,51201.71609434449,4.507850874417227,7303.758833124205,0.8453692698202523,0.6141641110491944
Distributor,1.0,-0.2682479269022271,-0.3505653588642912,Autumn,4244.392873957729,44598.69444529027,5.572388503698809,3954.393360808163,0.8432416026830176,-3.0198478721350446
Distributor,0.0,-0.5179852620117146,-0.1940659693119028,Winter,6115.000208105352,47269.42262193332,5.308532018418793,5995.254948430613,-0.103978367814002,-0.3500757315295933
Retailer,2.0,0.04053941884901845,0.7487164673672521,Summer,4737.411613056259,69472.02322547295,4.9995947716865885,8339.782413743143,-0.18588435913591947,1.8008951663721617
Retailer,0.0,-1.1848509867205237,-2.023241485248259,Spring,3541.653092221098,62414.618492056594,6.451422780126131,4898.967259484594,0.8791091174959943,-0.33286943953436143
Internet,1.0,0.41565109495772906,-0.20660758150055542,Autumn,4497.173415416967,48423.444076677224,7.120480264934576,3176.608577724749,-0.16505458322968436,-1.3255860003130806
Distributor,1.0,0.9854808548490641,-2.590793460227106,Summer,3195.0596284937437,61630.73410760027,4.34373246304809,5672.957260959462,0.1473855005227203,0.7226011734179529
Internet,0.0,-0.14042275753335842,2.312836352457325,Summer,4996.774760283,55147.52627546043,6.155707895077815,6247.133101621896,-0.22827533636352973,0.18875969620671446
Internet,0.0,-0.8852792844698739,0.054086438036474484,Spring,5861.695043694438,40145.80718937343,4.450388645853048,5134.408574632289,-1.8376452471849352,2.4256630382485533
Retailer,1.0,-0.17464815621869326,0.3554348129009074,Winter,7289.914738613823,62002.53669462842,6.160673501074335,6491.566642333002,0.031239696137058705,0.19628477453925006
Retailer,1.0,-0.19443643801574267,-0.8628245767671578,Winter,5727.331387093873,43837.95725565177,5.844671989610653,5266.214631997634,1.323295993392217,-0.0006350231148104989
Retailer,0.0,-0.027542259263300176,1.4489540828668153,Spring,4959.849575719987,75460.64839764393,6.252469120565618,7957.803721370221,-0.20703310803208244,0.9602811555223618
Distributor,2.0,1.0953739705864187,-0.1654580407337677,Spring,3873.057758105409,81984.2296070927,6.05588719357273,7925.212392719248,-0.09840971559972143,0.08250131904695558
Retailer,0.0,-0.23655347473943972,0.2870034966570883,Spring,4944.374844211798,61492.71652637149,3.358687323065354,5581.155224263573,-1.660189625669837,1.856232708183313
Internet,1.0,-1.284796759754165,-0.809741783539571,Spring,3632.832192481447,40877.77920530825,5.396558962225728,2198.143047464843,-2.224440494314384,-0.7719799427908808
Distributor,2.0,-1.341088378820147,-0.7460267136558149,Summer,6480.220046025721,76149.21578670562,4.954260245906246,6819.396040291618,1.0288523445343725,0.053199554436089404
Retailer,2.0,-0.0044391825715672595,-0.8664307240973466,Spring,4538.181767074641,53825.500653758645,6.214086638225467,4896.228003084938,0.7615269968040713,-1.7331407531446508
,,0.565645126342743,1.0262318586462573,Spring,4768.299536974321,57128.58514057561,5.7224174038787865,6377.921612743659,0.0025779842385346046,1.208983661814845
Retailer,2.0,0.6817399104039275,-2.218899136289544,Summer,3691.7955861373302,86660.57051256737,3.0117433106397353,5044.1924116812215,-0.7184756925010881,1.4620685239844735
Retailer,2.0,-0.8324382607405372,0.8197586840983185,Winter,4601.985324045011,68897.64712343062,6.767594853353131,7001.103957382859,0.34771912216844775,0.49018018844177635
Retailer,2.0,-0.7487550606975388,0.23422718786055458,Autumn,5966.343309637113,59130.64618021361,4.592306595234944,5717.359511697233,0.06934694339142504,-0.6304234427878255
Retailer,0.0,0.6506054039277557,-0.9362867670639965,Summer,4399.259480482003,57866.09936832307,5.3387979912502015,4623.71811119029,-0.3359231931063131,0.3057348426870364
,,2.1603198387555778,-2.0184335884865723,Spring,6718.171296244876,56026.0867602985,4.410993875559095,5504.228063635033,0.765253971147652,1.3593528749884063
Retailer,2.0,1.3219641446281487,0.500934720522622,Summer,5498.606019908254,60742.665009953744,3.329335978105863,3844.460096414926,-0.9007241278251679,-0.9009527541723806
Retailer,1.0,0.489652090295871,-1.1402871817744595,Spring,6876.626225064348,80038.41377544645,4.562050200021513,5924.199038057125,1.2241388348428963,-0.050425748292066065
Retailer,0.0,0.6272330376678827,1.653422350943742,Autumn,2895.277902852757,73258.91254910809,1.9592310094431684,6875.351744159788,0.4075471443856842,-1.1702455161565923
Retailer,2.0,-0.12971643135674485,0.43371411000830995,Autumn,3158.0515743388896,54751.50537278648,6.83687700817827,6254.766552476668,-0.5513712867803366,1.2400040821697729
Retailer,2.0,1.2619097741799017,1.1225962159392708,Winter,7209.384126901677,57760.04951734982,6.593692547464366,6739.863062231823,-1.35185475566032,0.9727755817265956
Retailer,0.0,-1.159923047087584,-0.2244952184987904,Winter,7448.843102010993,87063.60991443202,5.359474286459683,7388.077816119486,-1.3952391578638845,1.1087745241316833
Distributor,2.0,0.7999732977193577,-2.2611716885680244,Spring,5257.766132491586,55772.51633417407,6.7497249163161674,4855.366451795015,-0.15458029052710026,0.11680291674049441
Retailer,0.0,-0.3567656788134425,0.5473729822642506,Autumn,4737.294324526753,60630.15926352463,4.412078669392348,5523.193336664855,-0.814584490644148,0.10090083570410807
Retailer,0.0,0.6907272036234948,1.208878493966965,Winter,3499.507977367824,75089.18195244306,4.876999505971144,7603.796009140566,-0.7006663381223114,1.1408359487426685
Internet,0.0,0.9214417849530232,0.5263913358016395,Autumn,1306.7239267361297,68598.1530652148,6.926979508575721,5143.758130709287,0.4787359176950694,0.6345258897073538
Retailer,0.0,-0.7457619687412178,0.5824526954933587,Winter,7936.569325145547,45889.178872919045,4.508075281464393,5964.979379588601,-0.6519314243862366,0.48905898252691743
,,-0.4123750750285648,0.3540748662219447,Summer,8028.58185652229,79305.41670728989,6.181230555374657,5834.972951876954,-0.6315218672602292,-0.27413449120111
Internet,2.0,-1.4069156183943463,1.2476170287390502,Winter,5523.132784532379,50786.58452631328,5.696663235750645,4496.595438564011,-0.5677872648727006,-0.6315873739239676
Internet,2.0,0.8352680541719227,0.667067405207815,Winter,5147.717931500528,48904.46014817237,3.708971647166222,2344.5157400630974,-0.5771477094308163,-1.1788752761580161
Retailer,0.0,-2.6818198455773894,-1.8033946759184802,Autumn,2989.801986173076,54396.681970036065,2.7922095283923176,4060.1450952882524,0.038616872562773366,-0.4630761492583013
Internet,2.0,-0.23316723573890466,-0.19218588615868612,Winter,4276.680732608017,71601.80543309147,4.273075364754848,4147.188677491835,0.5689378113889806,0.09298293422350694
Distributor,1.0,-2.1712648877718523,-0.5888603647756118,Winter,4382.3107380760675,51092.3007440041,6.970828930276127,6054.296632257936,-0.10695289220966078,-0.0784417060514839
Retailer,2.0,-0.07299170136890759,1.2202981900580594,Spring,4174.736958885377,38753.180445157894,5.048122564308027,4810.7951708910305,-0.35348583450228405,-0.3745908922647718
Retailer,0.0,1.1348372850852722,-1.2315700323069718,Winter,4984.71350444521,65318.13244793948,5.667485296945037,5855.520147717776,-1.0319927348587667,1.1878028178086288
Internet,1.0,2.764820719110293,0.21376519456796805,Spring,4449.026974495398,75917.58854441596,4.890552020724154,5602.807282534791,-1.9787868765781649,0.8065325246054631
Retailer,1.0,2.323444040893852,-0.3523815853689271,Autumn,1919.6425598015985,68174.81727951596,6.392782076112101,6376.605569005869,-0.2832081246366232,1.591409771079663
Retailer,2.0,1.2861512046591674,-1.1767749077285496,Winter,5073.9768009709,29353.578832508516,4.4641849341998485,2938.817657513136,-1.005058856815551,1.4548042756846582
Internet,0.0,0.9641847522091809,0.15940174144425603,Summer,5292.348348010864,44546.46584704526,4.543202679082445,3099.3036952943594,0.8811571617247129,-0.1780481655672893
Retailer,1.0,0.0053691067975465655,0.6357878823765575,Winter,6411.342067431972,44979.855831621775,6.1286496532933254,5964.869014088266,-1.999727266239865,1.4213958386311243
Retailer,2.0,-0.6458841810780991,0.42703023600228673,Autumn,2324.0528471310968,32299.319244957853,5.3210038027213145,3942.780857530107,-1.2805268116799162,-0.3881993531112765
Retailer,1.0,2.7748323567752933,1.0397658590374803,Winter,6066.574710252027,35379.279872967236,6.690988554517384,5798.7252437378,0.13475339709488515,1.5948579296131802
Internet,1.0,-0.9492563854712622,1.4427361202911289,Summer,4261.225962453506,41292.73727554533,6.152050709501425,4383.9676045332135,-0.7196979264502882,1.335774482949462
Retailer,2.0,0.4155780482130794,-0.3001682418453829,Autumn,2952.060117658364,52770.00256025376,3.214598653938877,5378.8462557950415,-0.7799494998132986,0.40310858847426634
Distributor,2.0,-1.2701564030962103,1.5015645681214063,Winter,2863.895367643067,61800.0851418954,4.697671734967492,9399.221298035238,1.771745782903362,1.3285486337829264
Retailer,1.0,0.28157579541276584,-0.2707838889026418,Autumn,5157.705833046809,69795.66659731674,4.1673740133546,6323.614355100828,0.7889592462460391,-0.05104599801199895
Retailer,1.0,1.1396798948628657,-0.748240237336164,Autumn,4234.588209837779,49624.97453844752,4.301011579671447,5021.076169208118,-1.5048519647728689,0.7666035178845694
Distributor,2.0,-0.580737974194615,0.5485020248796686,Spring,5168.18929864405,30759.11913076847,5.267483494958191,8129.922806832312,2.2994950909282506,2.0061207128632885
Internet,1.0,2.1558617612804327,-0.1689281897041415,Autumn,4308.434119134812,30832.603778231474,4.461886185198021,2160.277002012793,-0.997136383168429,-1.3205081456476055
Distributor,2.0,2.3132347496722576,0.352900615083687,Summer,4655.797968173823,53167.16451059095,5.514198219589219,7164.019328444567,0.4066222310219527,0.9225084921196127
Distributor,2.0,1.5449897512629123,-2.293308138141742,Summer,5066.169419965398,73296.60852349279,3.8778537316318036,6243.320971120085,-0.5113310295602347,0.28655147811706205
Retailer,1.0,-0.44980710804698143,0.0030139824036709392,Autumn,5183.806766264513,68231.64373053433,3.6334224437569067,6452.405591320077,-0.5882729269630909,1.154637183989729
Retailer,0.0,-0.7772094482174814,-0.8478690130210447,Summer,7296.880553383735,63725.06907934706,5.0744758907274115,5464.813184419837,-0.0464681246089366,0.9137905210073354
