Marital Status,Age,Brand Royalty,Monthly Income,Subscription score,Gender
Single,54,21.946705952967193,2282.0127752356584,22.493756684933064,Male
Married,60,22.704715112622836,3800.9002914248767,17.02341898192252,Male
Single,56,84.90163052034899,6257.222361262831,80.04582985043946,Male
Married,55,18.130845345809227,2306.6954085182156,9.228935083392976,Female
Divorced,26,51.861049871447776,2202.7485245483795,56.10754571071196,Female
Single,26,44.62890860999052,1884.350895449801,46.46257732431072,Female
Divorced,27,54.48115000989553,2829.5615804544404,38.331329841471344,Male
Married,53,84.03100980270008,6119.0593156313,80.43672986808878,Female
Divorced,25,65.87160780160455,2631.376801057851,72.36478449109354,Male
Married,57,73.29683193150373,6798.263385268268,66.97555612167238,Male
Single,26,43.90795848282484,3215.4176958295984,46.88544415581358,Male
Married,73,33.76875820418401,3457.8203205035584,26.265061557100786,Female
Divorced,27,52.45011039096221,2692.7534392727052,52.728524305744834,Male
Divorced,69,22.128010538114538,3277.1227356322147,24.93496617442907,Male
Single,30,50.29164453342476,1775.607630379328,49.22706722135213,Male
Married,51,12.972553551893625,3695.315345816395,28.976531942240012,Female
Married,61,6.9099226189905565,2803.0230202155935,22.667820884042193,Male
Divorced,70,28.041450608925558,4122.183635011357,34.41561476323687,Male
Single,69,18.93716465897191,3679.755015720895,13.611523551265815,Male
Divorced,29,60.43758797320436,3643.799181898196,46.09392257168931,Female
Divorced,63,17.621532749462425,2130.36218513111,17.97075559268606,Male
Divorced,69,33.03862177080183,2655.785711666227,28.362386371064463,Female
Single,70,22.963033012801127,5073.734086710918,28.400153266634042,Female
Single,57,90.50558488859676,7100.342196649136,76.00967263328974,Male
Married,52,8.078756497020919,2606.537284490446,15.417615494529988,Male
Single,58,80.46278802105401,5311.245192878665,85.7933108303074,Male
Married,66,26.634384076773337,3879.245279628185,22.37829958627824,Male
Married,59,20.717217464941086,1304.2075846298012,34.748110122258815,Male
Married,67,24.657941525816625,3057.1592239423776,36.05296010188647,Female
Married,58,21.178332903081163,3126.188586182867,19.72190237825297,Male
Divorced,29,58.87210173331641,3108.6222107151525,63.47642322964964,Male
Single,59,10.637986934341086,2449.2559166504793,26.377344929340538,Male
Married,26,59.332762345092526,2593.62474494816,62.70467319996626,Female
Married,28,46.82324877253498,2208.681863239952,63.29663295393469,Male
Divorced,57,19.37475499118424,2904.499580449457,36.601652148665295,Female
Divorced,68,31.3531270247664,3351.17194020696,29.80039551480025,Male
Single,59,22.164449270276506,3631.8174394337448,15.754405640209118,Female
Married,54,87.96270823779932,6330.391238583497,102.08858835088067,Female
Single,25,53.47786639075837,3439.2682001121957,55.20563755533092,Female
Single,58,78.41657920137015,6970.898498405152,89.69214866623976,Male
Married,58,76.5316978184396,6870.425511922107,77.5240302905836,Male
Divorced,68,21.146122493336534,3834.5734470311754,25.06850858238173,Male
Married,69,41.00901586367583,3503.215548791961,54.898772583708464,Female
Single,71,18.17149737936426,3501.1195456486207,29.65273172658494,Female
Married,60,10.78563849645517,3864.7744490109085,10.005854367308457,Male
Divorced,55,20.94818358142762,3465.7432909750864,19.569970068739288,Female
Married,32,51.169151282354576,3964.801824741108,54.16165798092093,Male
Divorced,54,10.848404141715164,2562.3683285966204,3.2453640436878244,Female
Married,27,59.15834708449571,3496.535843931583,65.77417015354385,Female
Divorced,52,84.37988815810665,6548.535447032263,90.92186494295844,Male
Married,61,17.46441294345736,2459.2190025785753,16.254380837557004,Female
Single,72,29.81297899417084,2679.540204377855,27.78611007938412,Male
Single,29,58.03574854374062,2172.9306315611693,47.47290235104461,Female
Single,71,32.98617362455664,2972.7448444956694,20.256773822213,Female
Married,25,62.9873021615766,1698.8569042593417,71.16656559216074,Female
Single,25,59.691095652506704,3415.1604202555272,75.9587901555858,Female
Married,57,20.455977448677366,2400.3060449549757,10.658212791270675,Male
Divorced,58,81.37413005094663,5931.528162841932,82.83121047925766,Male
Married,70,29.025942380263977,3539.2660676390456,15.764882639686302,Male
Married,32,53.690701441465194,3632.4779117982152,54.822196875234454,Female
Married,58,21.017666267285335,2421.7362825582786,13.772812369757148,Male
Single,59,85.36904432158187,6463.988105726927,94.48947884572681,Female
Married,32,55.147779425654015,3352.1689799352416,53.96669876932616,Male
Single,61,82.14785820311495,6657.716680379248,92.50518423364923,Female
Married,32,47.209220786450445,3218.1016711626794,64.5837656259873,Male
Single,59,77.98422498902757,7109.177443996077,67.63725758419251,Male
Married,60,3.1727359386974854,2707.9253102388484,8.473125515103796,Male
Divorced,59,16.628543847240337,2408.936487087743,34.49831758714896,Female
Single,30,50.19504037435752,2668.3284195179795,72.24430051870374,Female
Single,27,55.40875463740004,1981.408941177814,50.03549664959641,Female
Married,29,51.85030458567922,2379.2338998431233,44.765423353141095,Female
Married,57,29.453861922400733,2792.627112081396,39.767954132753,Female
Divorced,33,53.60043540608974,2959.239266110459,61.47026250536742,Female
Single,59,78.73333324925832,7433.871724190108,80.67969058761446,Male
Married,56,89.04769032202594,6993.958189370713,95.2335852214808,Female
Divorced,58,80.40511251498188,5206.278836687404,69.00938478820721,Female
Married,33,51.82347753178578,1965.0768314751786,56.87321332629282,Female
Divorced,29,53.11408069483958,2768.9572372793555,53.93099698215698,Female
Divorced,75,27.519567571231562,3544.952240039737,31.13671736942192,Female
Married,58,32.03177869841662,3305.998224464986,27.731443813682382,Male
Married,22,54.01820726005888,2800.0536249909374,48.4057354049546,Male
Divorced,62,7.534103487918458,3530.3121650619514,15.133573568748314,Female
Divorced,68,3.917961761300944,2696.709543147363,1.3668324192871593,Female
Single,63,19.057501138070016,2283.043065699807,20.638061573648493,Female
Married,62,90.33836850178972,6602.60110832215,83.75673599407524,Female
Single,61,77.99709142618791,5864.486767997906,86.0410500560007,Male
Single,52,15.485619168013976,3271.8185400509396,17.035164509182845,Female
Divorced,69,16.381510042393522,3634.435846212375,0.6805467399103744,Male
Married,57,80.79287738411432,6626.226729885007,86.55870175249707,Male
Married,69,30.745799757507235,3222.604996591115,30.521804429570118,Female
Married,71,32.98272316004775,3649.048860633512,43.55402326450627,Female
Single,30,51.69960481820242,2314.161091866784,50.5130711076796,Female
Married,67,23.243556715384372,3510.0885623543772,35.10251962614146,Female
Married,55,80.13650425887857,6335.674908683564,69.64366509031102,Female
Divorced,61,24.786669696117798,2770.9587544801316,26.71521338021354,Male
Single,65,13.631420388010042,2051.369799383885,16.01267309881765,Female
Married,56,93.96722777680554,7365.845744432678,103.3576244282868,Male
Divorced,57,85.51796959637399,6991.55150987248,88.95770274584883,Male
Married,73,34.33145434729528,3969.4462152156957,29.232297743598508,Male
Divorced,59,86.97590213910412,7738.157802031612,92.7717065218758,Male
Divorced,31,56.1622377162627,1880.5124534774486,57.42690832900042,Male
Married,28,54.12068043387816,3860.0022569846183,39.484480993678325,Female
Married,59,27.933962054692998,2925.516012197361,29.610386954498516,Female
Single,27,41.6773720911858,2485.3537857637393,32.90513250767903,Male
Single,57,87.37145009214692,6932.183677763947,76.33446677631935,Female
Divorced,29,61.751729882721136,2627.4312580843784,80.47159442374752,Male
Single,60,21.212782868093996,3319.7416855195106,29.1364224751707,Female
Single,60,85.09998575434183,7890.378617013314,89.32949160138162,Male
Divorced,68,19.09461932965317,2790.806917614348,14.965570022208649,Male
Married,30,59.907395696420394,2597.201175790594,54.582953194107496,Male
Married,68,22.48488874365082,2878.9967285826824,13.69401315728868,Male
Married,63,85.01115147962588,7088.615775962448,84.17048159055629,Female
Married,57,91.83327876876757,6813.728236181151,73.4075077603007,Female
Divorced,30,61.515079327405026,2492.7078612724717,50.246640122072115,Male
Single,31,59.97397600248557,1847.1251887954786,68.09072624443942,Male
Divorced,63,6.6836109189613495,2107.87283356871,2.860497357118257,Female
Single,63,93.82410984401285,6329.636103227391,107.09247048719583,Female
Single,62,2.517825363193978,2651.0608778034675,13.989294834925461,Female
Divorced,57,71.0423846594713,5997.974270585853,84.03165617819755,Female
Single,26,53.86049060900376,2986.095734331737,69.74504378579543,Female
Single,76,21.660643785578188,3922.915580302298,17.08268427261559,Female
Divorced,54,70.53542924336055,7025.791481613163,76.46289367643755,Male
Married,58,84.1397244880183,5914.55866169397,76.79331133317099,Male
Married,59,11.867856775866223,2802.7633085888883,16.9538603891573,Female
Married,74,40.56377628028482,2861.6162454460195,59.80490328741836,Female
Single,34,59.175615646319244,4323.125272499475,61.60646377534216,Female
Divorced,55,87.31948732198605,6386.2633466152265,97.9232554949359,Female
Married,70,24.29750464364715,5063.227606469267,25.570874082368377,Male
Married,57,19.280021943920907,2307.559692906749,18.57719698664458,Male
Single,69,28.432000623336293,3078.490373733079,36.47378585810505,Female
Married,23,64.32299336020365,2016.9162372453302,70.94168294015923,Male
Divorced,55,82.70842218357086,6468.150471430583,76.22924579910783,Male
Married,62,86.81546789099465,5916.117694525211,78.82779352718615,Female
Single,33,54.54143691196735,3182.3657263384894,55.024048425009234,Male
Divorced,58,88.50599414661951,6805.184296048225,94.55982911452503,Male
Single,59,89.39721243502963,5955.774799298367,87.99959910876665,Male
Married,69,32.53626023820091,2579.5497323735294,39.3766301742411,Male
Married,52,79.8942231560753,6691.507224688309,82.95436151364643,Male
Divorced,59,10.277944025107068,3602.361513776378,6.677673439251684,Male
Divorced,74,33.49224978268633,2892.346840790313,44.92731848704192,Male
Single,60,79.22720292178691,6607.915828366234,79.73572876473663,Male
Single,57,87.66875059015088,6617.934683766762,104.64885499519515,Female
Single,69,31.62810031779579,3145.889465308413,29.046191245695972,Female
Divorced,26,46.663451381939055,2871.980181648634,39.389374654948426,Male
Married,59,10.620904228157784,2387.8250227584513,3.4401297538885585,Female
Married,73,26.38299964125123,4077.2649653596986,29.4289257225621,Male
Divorced,70,29.567898536891292,4096.403462836659,39.12042697413559,Male
Divorced,20,45.495719535016846,2503.5579344802495,47.494604272100084,Male
Single,25,53.584725578493874,3127.681006714591,59.0026960074143,Female
Single,63,84.74073269335227,5914.849265369196,83.69781118141682,Male
Single,58,11.531060202659944,1925.1645672861614,25.43169356761674,Female
Divorced,76,27.247785745610784,3207.164872091963,23.182102899549548,Female
Single,28,51.72915310274466,2587.9735513737423,59.87558433131557,Male
Married,68,15.759858260024323,4145.955807329341,10.370242015591217,Male
Divorced,52,76.24308029347947,5835.003227535757,76.6591979274397,Female
Single,72,33.42545144686934,4527.468073839529,39.66275569314354,Female
Divorced,28,45.92579824914813,2552.56112531203,47.25606550451882,Female
Married,65,16.741170470836494,3482.073783130477,3.479267182805275,Female
Married,70,30.88895101806814,3426.0818678186447,27.433923524827428,Female
Married,33,48.54242502084184,2840.6846681776683,25.747571466779604,Male
Married,58,20.12547700859031,3235.9041157708966,29.70293843512899,Female
Single,53,88.7243780081711,7636.002439309313,104.68270804349336,Male
Married,73,37.98198344030747,4928.652798346192,43.162200586203625,Female
Divorced,62,22.33748953129428,2945.7234415964626,10.113510324138026,Female
Single,59,17.083286250702372,3171.5340785707917,28.087230713495018,Male
Married,64,32.01302726208163,3189.2914570010716,42.44026213397437,Male
Married,31,56.38105502424934,2491.1669993648125,50.30952920324197,Female
Married,34,47.31209999864643,3026.794569515159,54.77732013859576,Female
Single,74,39.01303423404565,4695.946464030107,40.63293585187949,Female
Single,29,54.228152804775604,2422.406944216632,51.74761119982474,Male
Married,29,54.44697977052652,3359.8695660563026,58.186354364884004,Male
Married,33,67.91374151266956,3501.637715758388,75.24362396833604,Female
Single,59,13.61621199018218,3084.681508724252,13.469495153269477,Female
Single,62,9.43553325545809,2645.4350611074883,15.344656520846174,Female
Single,59,18.89400146925977,2815.631712720238,26.144351313294408,Female
Single,69,34.1850806867561,3254.4511002298814,30.089024947210348,Female
Married,32,64.66486726489991,3189.329844134399,68.10387890566312,Male
Single,56,11.262608442023307,2842.97349201978,5.3761108308480665,Male
Divorced,60,78.71329217291151,5968.035278884636,76.3662162948848,Female
Single,32,61.54356113048924,3238.700536865014,57.2766932125984,Male
Single,57,18.555822686600926,2217.953198205534,18.979964993716663,Male
Single,54,15.794399763314019,2050.1257396350884,14.317277779506362,Male
Single,26,63.792710697238554,3300.8858978804983,52.716546433564915,Female
Married,67,33.70478836470293,3525.9476792661217,31.10875059230071,Male
Married,60,19.31028447086168,2391.347171650673,13.819976565632405,Male
Married,71,27.100925617351322,3759.913579440354,9.674527566012667,Female
Married,58,82.86071114496636,5841.596843362349,70.57030517450113,Female
Divorced,60,79.6974060545406,6114.016131798625,77.98222063302546,Female
Divorced,27,43.5588650534183,2164.4160497355715,38.119975863788454,Male
Married,58,6.065602206359898,2590.2304018677487,11.74461001107736,Female
Divorced,66,21.93914275704755,2644.121264997394,7.049257451007874,Male
Married,56,88.42800159647676,7139.56900798096,77.34075851894875,Male
Married,76,28.302432120084653,3558.9631659013617,25.209906336450267,Male
Married,63,12.170352310499418,3509.1369551130533,13.593817205168303,Male
Divorced,57,74.62721883494669,7292.438451530458,69.05004152836618,Male
Single,58,23.14059549446275,3243.4793194926183,19.872758159504365,Male
Single,55,93.22841397146077,6647.935031522467,94.79279732070847,Male
Single,63,16.1025387862613,3725.561955709561,20.856538886333936,Female
Divorced,30,33.23218118378618,3675.2237933868155,17.98248122898179,Female
Divorced,60,9.408849581023667,3769.0010052834436,13.172385451159354,Male
Divorced,58,16.753221433459196,2344.019070582752,11.725384758036705,Male
Divorced,30,49.88198987368152,2829.6463226967207,55.56231442657916,Male
Married,64,87.84597928249758,6535.766093676682,99.38552738738528,Female
Divorced,78,25.64490582332271,4404.243055306805,24.465999233916833,Female
Divorced,63,21.439014330992123,2400.6608024566617,15.845834557386024,Male
Married,73,36.88990476254911,3757.8263236623534,31.80388712045834,Female
Divorced,57,85.8750938879606,7146.409333352184,67.90258171647254,Male
Married,59,19.297940716139202,2594.718315606668,11.610645582661247,Female
Married,56,9.31102935309218,3328.8362332647457,27.90146994031271,Female
Married,65,38.92191238859722,4025.1787313260133,41.74539777592512,Female
Single,65,18.726540551205957,2430.422170186158,36.64293729811121,Female
Married,60,13.524305019457302,3691.7682355179636,7.601805809227294,Male
Married,61,79.73850333879919,6503.3881008772305,88.40192472558617,Male
Single,66,28.652318882195914,4122.1651120583465,39.08908842215741,Male
Single,72,25.74393259797587,3089.8070280136576,29.788749850338785,Male
Divorced,62,87.84157384023447,5675.160789899359,80.74189436269457,Female
Married,64,14.071713535336642,3130.4665468234357,8.518893446984192,Male
Married,28,60.34629670934646,2953.0814516395835,57.31883529292704,Male
Single,59,22.810821812696325,1520.564881652277,25.268923259425137,Female
Divorced,66,13.833395986959076,2200.884640225141,15.698566258660831,Female
Single,59,26.882059151735348,2545.356212349544,22.878076874490937,Female
Single,30,62.75198471604789,3003.5626380637214,61.052460080133855,Male
Married,71,18.93369936484728,3871.001632062921,10.300250415113316,Male
Married,69,23.99606444936449,3364.3808629368104,30.378734337723554,Female
Single,54,82.28719541510571,6703.55745636983,90.75485698147016,Male
Single,32,61.176789687214004,2481.7645653688805,69.84206912432485,Female
Divorced,60,87.88028300575603,6352.658745682874,98.62231426789334,Female
Married,52,11.223628420784252,2747.697693215606,7.32534309864759,Female
Divorced,64,19.425934439978143,3136.768987688684,20.6751587732261,Male
Divorced,60,78.47867500361733,7054.604728101487,84.29954276350531,Female
Married,59,21.484193086883117,3131.942549727941,19.1562631070954,Male
Divorced,59,85.27143816507132,6435.781600070394,84.58259920184865,Female
Single,63,85.42117732827415,5690.223327853629,87.26286889351861,Female
Single,28,43.33283426291341,2642.387731307923,37.93282393696612,Female
Single,30,58.03453440885753,2086.8367653610158,53.31971360057761,Male
Married,55,83.98364545980849,5926.505169513225,75.70283096481951,Male
Divorced,56,20.27057936844956,3513.8768627472286,27.151382298193834,Female
Divorced,56,75.02662790911468,6448.494255275494,81.27408566182957,Male
Divorced,61,7.3152909005849835,2473.295649922271,13.789679052646445,Male
Divorced,31,65.74662099174625,2719.2781197002614,61.05124758908223,Male
Single,52,80.75931689390283,7102.521416429076,70.2158402637756,Male
Divorced,59,87.81905060388189,6616.081674833757,88.34099048124095,Male
Single,54,81.6011272442587,6215.143933511677,80.35544452410377,Male
Single,24,57.910478607380526,3213.7612552519686,49.95452900365989,Male
Divorced,30,49.82329342385302,4161.1841058345035,49.37565746654805,Female
Married,73,33.015634998588126,3578.155600205295,30.317979367791047,Female
Married,23,64.21899590843252,2462.02965463844,84.3053918381884,Male
Divorced,32,57.66387035426122,2881.6553093077864,56.02532743389363,Female
Married,64,17.332238612266636,2921.8112407760473,18.813334059573485,Male
Divorced,27,51.84022105107614,3150.888693880093,59.18555449605398,Male
Divorced,71,36.33155948251551,2866.262110014325,39.139891527098044,Female
Married,61,70.85057863924578,6976.548773339863,75.05149736418736,Female
Divorced,76,32.2906114514385,3556.8420947762074,25.93583551537207,Female
Divorced,54,84.603494391477,6204.360721520233,106.52743654503263,Female
Married,58,18.76004411051565,3622.3506549367853,5.261782669284587,Female
Married,61,27.196413952853753,2669.175160955756,20.876383522941136,Male
Married,64,8.8180876237383,3127.6761314240543,11.350222048181742,Male
Divorced,60,83.13347668613605,6296.327097601409,82.95083486852242,Female
Single,54,88.93025272064776,7379.621365170762,89.88211587229223,Female
Divorced,58,24.425968569839192,2178.8952523727257,36.228272734048204,Male
Single,58,11.806325558991858,2486.1433429827325,31.334783023740034,Female
Married,61,82.81575774582461,6592.444590690259,85.6398713599871,Male
Married,33,50.75319417731063,2726.8062834882935,44.50509084930492,Male
Married,72,23.048723435344137,3430.8822837414227,21.5419603708965,Male
Single,64,11.97559454391363,3809.1393091476702,4.724325282366679,Male
Single,60,11.911184614398955,3083.0145044990445,21.02602819230526,Male
Married,72,31.16362573508743,3943.9094888489562,41.97029021947233,Male
Married,26,53.661519848964524,3755.579327065517,53.45422802822251,Male
Single,69,15.045529944085025,3024.070544061305,11.40014241681243,Female
Married,62,80.83268969763787,6189.129935410287,82.23879001836656,Male
Single,77,28.071924511332007,3755.098484276246,20.518501215594615,Male
Single,77,27.99341417837539,3100.5722249069217,27.814552094958067,Female
Divorced,24,49.15699136428468,2183.8927701636558,41.62924262602137,Male
Single,70,37.393654876151665,4260.218585415285,42.667292834920985,Female
Divorced,78,33.159131210987226,4492.843213175996,30.340330831394212,Female
Divorced,73,17.166525048291952,3974.2113221888367,21.326926957575136,Male
Single,60,10.351010104853167,3646.598225726386,2.238544973844224,Female
Divorced,60,11.935579360099261,2592.1943093740847,6.044557032731789,Female
Married,66,30.8335191334387,3912.1044475276317,27.59050481744896,Female
Divorced,70,34.049797710301526,4656.599040880171,35.9001379126737,Female
Divorced,27,47.184664954880176,2447.9069438118095,44.00201980681972,Male
Single,68,33.280282789564694,3865.8433500862493,36.731134004805206,Male
Single,67,21.989963598699923,3354.436112511513,22.404286027552967,Male
Married,33,61.621867073344276,2931.462988936884,60.043663161131896,Male
Married,75,25.997335271633148,3326.3218440806695,25.467889903164917,Female
Divorced,68,18.053182884044574,4284.973706040404,11.595745429722438,Female
Married,30,51.75778225289396,2798.148129593764,48.69162991470861,Male
Married,26,52.44521164916241,3605.4470665498534,60.131095784489546,Male
Married,29,59.98116177069502,3334.3498938123585,59.78249027918357,Female
Single,29,54.011542422781304,2276.5857069395743,52.77606051162027,Female
Single,51,80.8699546506863,7091.587804844925,84.87071887005905,Female
