Children age,Happiness level,Annual Income,Marital Status,Gender,Satisfaction
6,93.6657481891571,87153.92531401668,Divorced,Male,84.79586741121138
6,75.12102005609744,79304.57676676256,Single,Male,77.58603301033821
13,19.515805659240588,51356.498702120145,Married,Female,24.295201098804448
6,26.778998672847173,57288.01008702407,Divorced,Male,22.98084678855139
12,11.429972893684063,49975.395648425874,Divorced,Male,16.772490648002652
11,6.197307680799232,52375.52079043271,Married,Male,13.10053982551539
5,94.9220153510069,89400.44497429596,Married,Female,83.21446981140521
13,26.344879629695676,23528.097239206625,Married,Female,17.711546037519142
7,71.3128980402799,81575.31540449997,Married,Female,79.10130384022492
13,15.036574077270346,25494.582129473383,Divorced,Male,15.863939832209155
6,74.29095970371318,87713.74768815438,Single,Male,85.08153689725127
12,21.1496242340057,59358.91813359478,Married,Male,22.238670632722737
8,-4.116912276646794,58560.74147234839,Divorced,Male,11.22029646968182
11,29.051283667661693,55818.06117917558,Single,Male,16.9011986417307
6,21.704332871953966,61322.92783900186,Divorced,Male,21.942077602356036
7,89.18532364281005,87360.12281782166,Divorced,Female,83.3533943345726
12,31.363536430757748,35334.99746374469,Married,Male,22.53647249107489
7,25.651462897350523,62177.925931221595,Married,Male,24.497709853995694
6,5.6999499614368005,58321.772879999015,Single,Male,8.126178812404689
7,29.80288347569764,56122.39108060031,Married,Male,20.496521095994304
13,14.080028760553722,25506.891738717153,Divorced,Male,23.77862078777509
6,75.27207738365759,85686.26789065122,Single,Male,83.27051332010751
6,25.69869880200302,59514.24736324709,Single,Female,15.901197149476516
12,1.7688086519007786,52835.12744563842,Married,Male,12.300336153027558
6,91.52182671270349,91467.51332287217,Divorced,Male,84.36712642605914
6,83.63993883957285,90583.70235788214,Divorced,Female,80.75438774401138
12,8.665529750975239,55822.16630894557,Divorced,Male,10.587506970385292
12,27.438565619188942,23868.34154649698,Single,Male,13.204104827132362
11,26.140032623037524,52895.770961434835,Divorced,Female,24.032216441234368
11,21.130486599700237,29738.837746685575,Single,Female,22.796074862832015
12,15.571324419751626,51957.487690809176,Divorced,Female,16.811689953663937
5,94.97237860269985,78874.00378545397,Divorced,Female,84.10743903798674
7,10.016933580203858,66935.8230268827,Divorced,Male,12.296032809921975
7,27.223341238724238,65660.92081726767,Married,Male,21.585336914636642
11,26.73310803601421,52466.4489778476,Married,Male,21.807720480850328
7,19.312513329579645,55681.55076275959,Single,Female,14.576886945103013
11,20.038401888590393,45528.56009786733,Divorced,Female,20.555555281606026
13,20.588807411497605,32255.227227604006,Married,Male,25.958489559901516
12,40.73944569495585,23830.67387181204,Single,Female,18.26723619022691
13,14.099249650073942,20610.8897831019,Married,Male,23.306434861267192
11,19.96013700293463,53105.720067123475,Married,Female,19.31012528450723
7,73.63766257297378,81743.4853895204,Single,Female,75.90205619551054
13,25.68514434571245,41712.22305436948,Divorced,Female,23.60115239581628
6,7.7900101071329235,66314.38347743326,Married,Female,9.262403016208829
13,14.135452369502895,29853.60189674698,Divorced,Female,15.013664524654352
7,21.014673813427983,57758.32553218249,Divorced,Female,14.777437655987065
12,15.694937687014042,35696.780831775744,Single,Female,15.583914633425707
6,17.080471346773265,64535.77985287906,Married,Male,16.180417405896463
7,76.33844817638528,87081.17070159318,Single,Male,79.89578233424922
6,18.211026214383406,63250.07461251683,Single,Male,14.683506166193325
12,-13.537057200253557,55537.51081179489,Single,Male,6.450420029888221
6,84.16531051218021,92759.04290598084,Single,Female,79.42810676499113
6,74.68148460989455,84270.57417911253,Divorced,Female,80.99543791376635
6,26.530112426855304,56565.02678391411,Divorced,Male,19.349794639957352
7,19.910492377549847,61090.99861491489,Single,Female,18.233890869666304
7,-0.6932271266653416,53481.16042643812,Single,Male,16.328340332865253
12,6.924491403891597,28394.649668222977,Divorced,Male,20.704314190699122
12,6.435869764433887,52865.65410476645,Married,Female,19.625643169066457
7,11.251773257880668,60250.10263219557,Married,Male,6.188722334954548
6,98.63831326743772,79916.83302112261,Divorced,Female,88.69610197291824
12,0.3671921290748337,34094.390578486986,Divorced,Male,11.898552148554224
12,9.00893800020345,24870.424919804398,Divorced,Male,21.71063328277298
11,34.90441299368125,55497.9469740827,Single,Female,20.731335963514944
12,9.837478735279728,56389.2169207649,Single,Male,22.16079461521899
13,31.086087338800183,27656.639525358572,Married,Male,15.084104922951077
6,14.905069889092495,67314.77492597167,Divorced,Female,18.5499274427749
6,6.9452163240017,59039.710761058945,Married,Male,10.877987915657194
6,5.711003659116026,62097.663513113126,Divorced,Female,9.209157207648381
13,27.565331271639273,26372.840059449478,Married,Male,22.94426708451895
12,9.685414179421455,45895.57053485134,Single,Male,10.226778970817293
7,71.78396602919365,84400.18378944862,Single,Female,84.25353902710502
6,90.92065650540006,81095.74518632471,Married,Male,89.96659740308417
12,0.9324333224314083,52764.67513059464,Married,Male,8.151124276408282
10,24.17334521362944,42061.56868767485,Divorced,Male,15.152838122750104
11,20.150673241177543,55813.29013447369,Divorced,Female,13.488199986835284
13,16.86313624478598,32135.515372448124,Married,Female,13.217929705367695
12,12.69329279171919,23700.449320735126,Divorced,Female,25.86382287987709
13,19.551927344307785,24808.479613780168,Single,Female,18.095029447431777
13,5.596546196452524,38876.89251739076,Single,Male,16.859344432000235
7,83.96714221968347,87672.83762182314,Divorced,Male,87.90343496694038
12,11.742862480634244,56955.756242972035,Single,Male,20.592861398424624
5,11.773968846987522,65410.18610636928,Divorced,Male,17.103562793933385
12,26.86462908881923,30106.801586208163,Married,Male,19.881433242706393
12,2.1916538153173324,54761.574311343116,Single,Male,10.711156063829996
13,2.296433875630825,29744.479055692565,Divorced,Female,11.53341267271253
6,75.85579484121696,81659.39449772541,Married,Female,82.1119489594263
13,18.766377690259738,34105.00149738196,Divorced,Male,14.66718262255931
12,7.829426204780692,57620.53229368179,Single,Male,5.590280683669221
12,28.282831406095198,49962.84769714858,Married,Female,16.794436825899382
6,98.37375422175216,86078.88857207085,Single,Male,77.5364048431401
6,70.31629991523975,86641.1776386857,Single,Male,84.71592727708916
12,26.018224936924966,55633.08524163722,Single,Male,14.54190049143427
14,33.02855011749775,24711.845517251044,Divorced,Female,13.778287979668683
13,15.601031687443884,29674.243554581466,Single,Male,14.283223512429295
13,6.603334702125444,59635.38893414874,Divorced,Female,22.34533117766525
13,28.93926269237091,50781.91738688056,Single,Female,18.543536555513754
12,27.19281013795591,26567.86361634094,Single,Female,18.457498769107843
11,22.095699827524253,46818.018569017964,Divorced,Female,8.059565168803303
7,28.37776649589305,59026.84985475002,Single,Male,19.238022529941432
13,6.344283644169293,26084.33663646719,Married,Female,21.045640420850063
12,4.8565722340954105,61941.56221904758,Single,Male,3.2991762528531225
6,4.7055520848713055,69807.20805420837,Divorced,Male,15.08047928020941
6,9.777063473217632,65623.8202029177,Single,Female,21.93740774455734
7,95.06613759387865,79954.01979101138,Married,Female,76.20902237012128
12,16.87945939984136,49690.219243025225,Single,Male,16.82810095457117
7,16.50904743961371,61115.322091700975,Single,Female,21.41536146959259
7,18.438480706457955,63945.63094252418,Divorced,Male,18.067488146885722
12,17.510761813775083,49066.9382197263,Divorced,Male,13.794355047932733
5,91.02169080897318,86086.0299731378,Single,Female,88.26707012217021
12,16.76062326482284,48759.15209408265,Single,Female,21.520207187647898
6,94.02240147655667,92703.44792568599,Single,Male,84.40849125778247
6,19.706330726305676,54323.33525630025,Married,Female,14.234649924533798
13,21.626521805984915,25193.60698851075,Divorced,Female,14.59473610930759
6,27.834447918798272,59303.16643040877,Single,Female,24.464264063060313
12,11.157546653537981,55941.62410095787,Married,Female,9.59581955486395
12,10.317535701373142,52081.2002064716,Married,Female,12.19313768210477
7,32.63097603596895,61658.7487416154,Single,Female,20.504136108770773
6,-5.06265790935214,53301.0309551565,Divorced,Male,16.298331770951584
13,7.295556399836428,28674.87029308685,Married,Male,18.111972091919064
13,9.543996415076313,50806.711598247,Divorced,Female,20.121996406749155
13,25.555892219911627,30817.43064938448,Married,Male,25.58170446920957
7,11.913315567877858,62388.29760652684,Single,Male,12.953268659265355
12,4.192060799078561,48491.93724661126,Divorced,Male,17.440521311180824
7,78.53354315675242,82254.42289100931,Married,Female,77.30850372689093
7,31.300980153080676,63684.076878250075,Single,Female,13.291980110423985
14,26.643815017054038,27839.39310845182,Single,Male,29.144846518633024
6,72.27832759511914,85106.64639697515,Divorced,Female,83.4844414206472
14,36.111603765259154,26509.561039781544,Married,Male,23.451957310787158
6,21.202652126679403,63993.86312217241,Divorced,Male,19.007800391321773
7,68.5582881859855,86869.79493332723,Married,Female,85.67788663000874
12,26.798986424411122,54903.07816287476,Single,Female,19.708698795042068
13,16.838611580979883,33922.9919621329,Divorced,Male,11.542144285412014
12,16.33158981213863,28504.89827837718,Divorced,Female,13.493549159937714
7,22.877190352057735,62579.153015840435,Divorced,Female,21.898927375466684
12,12.924572270859114,36223.677752017335,Divorced,Female,19.229719697931408
7,12.35693943468346,67035.3786449542,Divorced,Male,8.642933128011116
5,74.90945971343166,100000.0,Single,Female,73.7267110405299
7,86.00278762919034,81036.09021361273,Married,Male,78.31575404715296
7,7.185192268559227,66292.34365687118,Single,Male,17.135652130239528
7,4.9540302552676145,61496.66582445379,Divorced,Male,14.989427992957623
12,18.119961473455668,54818.91410760201,Single,Male,11.62951362082179
12,9.531962251603462,53423.8431409803,Married,Female,14.263029918197596
11,22.732504131951522,54287.76768772739,Divorced,Male,17.605642670304412
13,36.28629614512175,31783.71779360352,Married,Male,31.129852385482323
7,82.42656632702369,81562.10725797222,Divorced,Female,89.07209141385617
13,21.055728094655812,30472.354177371268,Married,Male,17.315751356140588
6,84.38921652221795,79706.20560283959,Divorced,Male,79.63760608671461
6,39.19272391351527,55773.28778967667,Married,Female,23.524561937170624
11,37.899041525952775,54918.71484424647,Single,Female,16.895795366827137
13,40.049551018761946,37426.31883736109,Married,Male,23.67047810218657
13,22.430691848650582,31982.67537697385,Married,Male,29.0814528577391
13,22.945682297475127,28958.614693285323,Married,Female,24.64803542127475
6,23.819250813843276,58778.15847808082,Divorced,Female,11.57888240709785
11,31.01680292586802,55219.90221382218,Single,Male,11.52046710741449
6,75.58171641346169,79740.00341671774,Divorced,Male,86.03188293727665
14,21.97146801237261,23403.94700665663,Divorced,Female,9.357133901311506
13,9.24364545324243,49088.500638758494,Divorced,Female,26.818113444008475
11,11.137405353567786,56842.509376189286,Married,Female,18.80884251883426
6,17.59672635427317,61856.62810098114,Married,Female,15.754161836143268
5,70.7292337708267,95881.9201123216,Married,Female,94.70278251431608
7,30.295241518358864,60596.683478071456,Married,Female,18.415232874822067
6,14.600228325012166,58286.87837111517,Married,Male,10.06826295134195
5,92.33498451789316,90256.40922097671,Single,Female,84.62040286297375
7,14.01192340974368,58849.220703597966,Married,Male,17.98713685002135
6,76.91932206362418,90761.63786013622,Married,Male,86.62061499131464
6,11.89464514087008,64773.67061782006,Married,Male,25.04154720708543
14,20.475760438125242,29718.865011399077,Married,Male,8.81174393366777
6,6.308171754532413,64696.263182525625,Divorced,Female,14.651891451004232
7,90.35468097322445,87076.24547923457,Divorced,Female,82.59193708219681
11,16.91400188734177,54159.419174143346,Married,Female,21.36714047512624
12,17.18594774759464,34112.20314503931,Single,Female,12.95010791174051
12,9.142882716832418,58160.14425285539,Single,Male,18.751759572161518
8,33.50911254563529,61572.43947815591,Divorced,Male,23.72451038118315
6,15.373020822957292,68282.6697124079,Married,Male,16.868262317135105
11,8.408382158481995,54688.418498278705,Divorced,Male,1.5294383536276186
11,11.218268700694418,54233.52662497278,Single,Female,12.988707502989875
13,22.555000685272027,33742.60086884393,Divorced,Male,16.382712365436575
12,14.22208005987847,60502.10477354047,Divorced,Female,13.85212100283006
13,33.1028390830385,27460.328172074802,Divorced,Male,14.393535513838657
7,-5.958285306499896,61096.47107548724,Single,Female,14.87924876851244
7,79.81928378075743,88747.86042542454,Divorced,Female,80.46146318541504
13,7.900328306289245,35616.00681922585,Divorced,Male,16.950735692329957
12,33.66690768242749,58631.46254662372,Divorced,Male,14.436348865380893
6,82.92648968307611,84783.38595223239,Single,Male,82.58239950400996
6,109.76381191474712,82694.7822909632,Divorced,Male,77.72906143949497
5,83.90718875536565,86196.31284259964,Married,Male,83.69448494423185
13,14.337336681208708,31280.08543738031,Divorced,Male,16.850696678914716
5,87.7388225328567,86165.9323820723,Divorced,Female,93.21298655644658
12,5.555636517009438,60077.28546658894,Divorced,Male,13.844322069816549
6,89.20163948415112,85776.63177231605,Single,Male,90.94374403005317
7,75.98204877024249,87742.22995276221,Divorced,Female,81.83823895343693
7,28.157049411295258,70702.32206720897,Divorced,Male,24.92149637603859
12,27.919368754376304,26847.791958545437,Divorced,Female,12.580525812484836
12,14.07547391974224,22866.36182837403,Divorced,Male,22.701449615711276
12,3.0219725179434773,48022.257030159904,Divorced,Male,8.3285927204887
6,95.24153512562816,86522.3981242609,Married,Male,87.11425829002161
12,13.341426599767908,50596.77847832976,Single,Female,16.694019773192665
12,35.55238644392984,31463.833507817053,Divorced,Female,21.371326295895656
7,8.585148773685642,52210.346132286875,Married,Female,13.008340540595121
6,38.66545837326434,58180.623901480656,Married,Female,13.346700347882425
7,17.17444580063902,58302.8130156369,Divorced,Female,20.809806153802718
6,74.56005919800621,85773.36645903392,Divorced,Male,83.22807430844102
13,26.077590537697777,36221.89774890238,Married,Female,18.709465435841658
11,0.4397855106424293,55690.20360300662,Married,Male,4.696241463765887
7,18.44296063438203,61315.258741223646,Single,Female,17.3298770484612
8,8.73679468379164,68336.59029114096,Single,Female,15.11260240328253
6,69.37447284314072,89837.17451712131,Single,Male,76.27719752030528
5,20.03259619070066,65679.71386733136,Divorced,Female,28.20694646992542
6,71.27450697233996,89094.94818209068,Divorced,Female,75.29125187485174
11,12.918257516014503,49409.961886824414,Divorced,Male,18.260739929088004
13,21.156106872990435,52829.70280625875,Single,Female,23.092187292219712
6,-0.9388003844362647,58113.14056266486,Married,Male,10.686816038614019
12,17.50003669716661,54950.144793008156,Married,Female,7.74950061154356
8,7.298460742314502,63750.99404259357,Divorced,Female,7.080083449108486
12,20.351004926929583,58479.87355003733,Single,Female,13.179263101441848
7,93.51497143834465,91011.19389368242,Divorced,Female,85.59052381375383
6,76.0175356944296,79649.8266782664,Single,Female,87.76103454769311
6,84.776633664583,86282.93979333955,Married,Female,77.32396802540494
6,61.854801519885555,79335.22603942975,Single,Male,78.31647041803863
11,11.577479840167356,56712.47556482001,Divorced,Female,16.318994777000782
11,11.49445241039858,49922.36555611342,Divorced,Male,10.36048704706677
6,99.18470345339044,82795.88911858483,Divorced,Female,87.79137236865861
6,81.38047594301061,83792.14078149085,Married,Male,81.35863725512903
12,12.996836647947001,26577.542496806902,Single,Female,21.285584804995473
7,73.38477973909433,87527.84441166176,Married,Male,87.11121697982963
5,72.0004971701655,91884.86561057002,Divorced,Male,85.04140912855226
12,23.51690042636092,57332.35982462127,Single,Male,18.14083576792482
13,8.490336117708424,23266.97655649617,Married,Male,8.286842175323748
11,5.705781316379577,54301.013754610736,Single,Male,15.761356737939721
7,78.7873440103767,90947.03830944715,Married,Male,87.14947296653746
6,83.70767453901446,78575.86071772291,Divorced,Female,85.07907937305966
12,24.034717008387968,19096.772182315763,Single,Male,20.85346799296044
6,88.07404333194837,80555.46368573341,Married,Male,90.8203031542965
6,92.28352886583357,83997.3442542767,Married,Female,84.58165011774777
12,24.871056338657173,30594.396057070557,Divorced,Male,13.781216188791738
7,86.22901920161802,89125.20156384524,Married,Male,84.36984238606443
7,65.37265540714203,82746.54733956893,Single,Male,69.01990981481475
6,1.2578540962744906,68231.3669350656,Divorced,Male,4.042700155803658
13,16.87869370213728,37304.58062816403,Divorced,Female,23.937977792790925
7,-2.1507690289447368,58286.142411586756,Single,Female,9.180785353065033
12,9.297784935008039,51973.26279760838,Married,Female,11.995536990472374
12,-7.661152450943636,50477.01135115759,Single,Male,12.826922754757824
5,74.66384493052293,80331.45613438172,Married,Male,81.93835051138767
12,16.58899572783927,34907.224725764936,Single,Male,20.19538330119807
11,23.084740776027864,58158.08324169672,Married,Male,22.127935415220023
12,0.7275653843729444,56707.36237526712,Divorced,Female,13.041960364975054
7,88.8176059197968,85117.94308731248,Single,Male,83.94849568269025
12,20.03582235519255,35862.62468053093,Married,Female,20.296558401539876
7,11.390954392945261,58839.6623961267,Single,Male,20.231171160023003
6,22.392735573602643,61693.686829322665,Married,Male,17.398708000650977
7,86.22162913641895,90018.10478175447,Single,Female,86.31149604288753
7,82.16706635763846,83502.32656260079,Divorced,Male,73.37522984040366
12,9.05180661875281,48129.23630087082,Divorced,Male,16.451998597690412
13,23.95366347766053,26953.164399154073,Divorced,Female,22.589116348599603
5,97.76031179162234,87133.29045778977,Married,Male,92.75509799432407
7,72.49045551433102,85871.59757491315,Single,Female,79.94596007338112
6,12.044597553706852,65448.06492971822,Single,Male,15.530053167127406
14,22.990569700684325,31173.20235535417,Married,Male,20.35067853336588
12,25.27177316009485,34530.91393889095,Divorced,Male,23.627169926447934
12,8.26111664331006,31404.127788850685,Single,Female,10.072218225496478
12,27.709056732007014,54028.14996033097,Single,Male,20.687135702376537
13,12.490730982358768,29011.98740823994,Single,Female,16.918972175326857
13,17.526869727841458,54942.261518092324,Divorced,Male,13.021082797803686
6,89.91635483218393,85081.91017064094,Single,Male,81.18266523431294
12,32.093119310724944,50698.45715754801,Married,Female,22.41904319078614
6,78.39654789469161,85398.82065726176,Married,Male,87.24207050037863
12,30.507668237424248,34681.742198212334,Divorced,Female,20.023484519449738
5,17.622137690571325,62971.69714874081,Divorced,Female,16.199935295009446
6,15.993602921118411,64077.64361478833,Single,Male,19.940561079909806
13,17.127398909620293,30804.10295715242,Married,Male,19.36002235570686
13,17.885376168990305,53493.59500024749,Divorced,Female,7.965000446115546
8,42.83443287268656,64422.79474261177,Divorced,Male,25.31321496273135
12,37.52683648741978,29672.87749788691,Divorced,Female,22.19024741048044
7,12.004520959634108,59638.514827059014,Married,Male,12.00357652870261
6,100.2079320560984,86327.39176833112,Single,Female,88.53164688455468
6,16.533159051816213,70863.60074839677,Married,Female,9.264144902522503
12,15.433796828047209,50559.18587473548,Married,Female,14.669674765072877
6,96.44987220338346,85242.55989226366,Divorced,Female,87.66489332822138
12,7.112445574167511,59128.83801537842,Married,Female,20.450749350516624
13,18.63555435313473,65487.034708196275,Divorced,Male,11.243163764231234
11,3.4389155759688848,56860.85326330893,Married,Male,11.716594632283694
7,18.177356346430873,62028.503803434876,Divorced,Male,17.592238260542572
7,19.48139650412888,60530.23086984985,Divorced,Female,15.358786962457131
7,82.89752443911942,85290.02141967957,Divorced,Male,81.26120592250308
12,38.25152696748404,47264.87193889491,Single,Male,23.36640097791863
6,87.04316218100776,89787.72970320965,Divorced,Male,81.98192752728674
12,35.42984364352458,46358.9359921604,Single,Male,22.412816361060486
6,12.806480205958326,68689.16552885318,Married,Male,11.274393769907249
13,24.942718298016562,31351.931733631365,Single,Female,20.742498386034107
6,3.686338999408127,66105.56542288722,Divorced,Male,13.46242491252385
6,91.19368492236558,84023.89516475516,Single,Male,84.01722461073761
6,26.63294651648711,57382.930208969236,Single,Female,15.848062644743848
7,25.911815639645503,58456.113655801004,Divorced,Male,20.34530050607841
6,74.85437884751208,93495.45199390136,Married,Male,74.83970324710802
6,62.987417094293384,94940.46550318478,Married,Female,70.14461105532789
6,16.736891984410065,57918.26989350382,Divorced,Male,18.058959095703962
6,10.485546387699515,56592.70867958275,Divorced,Female,12.46681861615754
8,78.54630146065202,90034.19528105181,Divorced,Male,80.64916827861228
6,92.9812618613621,83024.9966277511,Married,Female,84.76300210185306
6,95.88426525865191,85472.86889437554,Married,Male,90.61924986860257
12,15.36499165981703,30801.65359289388,Married,Male,20.753947201985284
7,9.466466241772068,67240.4474018249,Married,Male,18.46703711062348
7,26.710427461858934,57491.02378721248,Married,Female,27.760214006809512
13,8.76135589414407,30762.87101638805,Single,Female,9.550502744948162
11,20.680207455953443,55848.195013233104,Single,Female,13.841463344311748
12,33.33325941083332,51795.555163419616,Married,Male,14.325384525490321
7,84.5163939136341,79156.79736200102,Married,Male,79.49915825291983
12,41.28059859892204,34367.53705003194,Divorced,Male,19.31524689747939
7,51.83651613822003,86539.52263250589,Single,Female,77.43890210654314
12,-2.797227861450235,54199.8155211058,Married,Female,12.761037093287754
6,97.4054927951366,89166.5517189011,Divorced,Female,90.22740791877726
12,8.355607356872797,61910.16302908399,Divorced,Female,9.943720841821559
12,17.459800033153307,33433.225902176506,Married,Female,8.586629005832073
6,77.48247140304495,87288.52759380115,Single,Female,77.54125093618391
12,24.40631402960214,29094.897070132087,Single,Male,25.891932292701057
13,31.27868642464618,26320.458365954168,Divorced,Female,21.196340757471972
11,20.498602898085775,47200.84411143637,Divorced,Female,23.71930323272072
6,94.64575166441668,93891.32034563037,Divorced,Female,87.54555903516302
6,91.56838181144546,89745.19358410269,Divorced,Female,86.00623559762336
13,27.690558263068095,23188.024359937946,Married,Female,20.170241623934977
12,2.431966650087748,53657.55530540778,Divorced,Female,18.888334236050042
12,27.24415404849259,30854.182370883886,Divorced,Male,18.270744019274282
13,31.850155882037576,24527.830191103945,Married,Male,29.200877257965466
13,26.20968559241995,33861.03049326957,Married,Male,17.61677775388143
13,3.696959220589566,26847.967083332773,Single,Female,14.496223142570116
5,14.525524369951691,57401.90056053249,Single,Male,16.18312116222795
7,87.24161811577015,87608.87922758578,Divorced,Female,90.61980371474698
11,10.541672058511853,51016.87575579342,Married,Male,23.670251032778253
11,24.45263185250166,48627.17615607531,Divorced,Male,17.471458448874536
13,24.4830596285916,32769.800823930964,Divorced,Female,19.910508652810513
12,23.478550721484034,51892.72634391585,Married,Male,14.823770711623688
6,91.69649707214562,86094.38936399412,Single,Male,91.92262396522442
12,24.673358329810778,55012.578270958446,Single,Female,20.756951115191683
12,31.1583144966773,54174.48235981541,Single,Female,27.753718189646214
6,11.792657991478979,63661.60187748981,Married,Male,17.388601647070466
12,14.561950894757661,48000.652954332996,Married,Female,14.951383081595907
13,20.537631725220074,54730.544505494516,Divorced,Male,11.676342699962703
11,22.217469232714564,53195.83518855703,Divorced,Female,3.151901601469909
6,13.601748966569659,65475.74007882692,Single,Female,12.536513228040889
11,1.647194455350208,62992.52822267146,Divorced,Male,13.139583860185368
11,27.882532660144754,49812.8955920476,Married,Male,13.848120600726837
12,6.497613030357508,23962.490613589755,Married,Female,17.07391834540111
6,5.65350873963871,64430.77872992284,Divorced,Female,17.998028136848056
7,68.4108311884582,84877.08637862615,Divorced,Male,71.82920268689422
7,87.00120592374998,80346.83510450373,Divorced,Male,85.59006039626335
6,6.108724366658651,61652.328178854164,Single,Female,14.493763260897595
6,6.721405760247125,60060.707009873266,Divorced,Female,15.941465414738424
6,11.727669893322549,68105.47795547947,Divorced,Male,12.487956476536091
8,30.23365363896047,59301.37050108428,Divorced,Female,19.424073391933348
6,82.20865624219854,87361.9550935657,Divorced,Male,82.92179687803484
7,13.131792951097372,58977.022474874444,Single,Male,7.1505490983595195
12,11.494275663143165,37085.945506616656,Married,Male,9.921690461474846
11,18.233392800583083,28524.487682225703,Single,Male,15.709007299726657
12,23.567956467553593,54185.278129689614,Single,Male,17.502334667908606
6,75.73982430214897,82264.39467223329,Single,Male,79.57930429391605
13,23.913887828107995,53914.15692074887,Single,Male,22.48389955521681
13,21.66669600865886,38574.01857812819,Single,Male,31.707745192755908
13,31.128590808091143,30636.994647361076,Divorced,Female,25.59256648882978
6,75.51608699645338,90679.12857469337,Married,Male,81.05128993996408
7,24.61263180333143,68149.0220858458,Single,Female,17.572690015678297
6,10.846486855433408,60895.27502220451,Married,Female,16.057653092032105
14,3.777668123244002,15000.0,Single,Female,15.178462035903223
13,12.97199738901017,28088.315098595158,Married,Male,9.43720291049003
