Annual Income,Time spending score,Gender,Children age,Money spending score,Marital Status
30062.774421670903,14.723305162330991,Female,5,10.012551366493774,Married
86438.3131006172,50.68698085402188,Female,9,61.629289596228816,Divorced
45136.671436860124,-3.076486285319948,Male,7,13.581330660827582,Single
28563.752734980488,18.501544984658235,Female,6,14.765739220217,Single
45250.33251289011,84.54552384242663,Male,11,87.50299782354364,Single
90350.12120557686,78.85552859293823,Male,10,59.96461609367091,Single
34209.33902870184,26.901118887886426,Male,7,22.941206022212643,Divorced
73734.23012243952,47.40930496823139,Female,12,47.15890586130429,Divorced
88305.14903459871,44.660605819096546,Male,8,58.00662457111106,Single
63196.444585399746,68.7877488737,Male,11,62.65450007064035,Married
48707.84431019855,71.37019736064384,Male,11,75.20418349965244,Single
66965.57943312499,46.88817347515722,Female,13,50.207828012229626,Married
40635.027777397365,6.8335996682803515,Female,6,15.979588071347244,Divorced
54149.64731746877,73.34344170180978,Male,11,86.64112555108787,Divorced
38291.11263453109,88.22271657624081,Female,12,89.04407441178965,Married
46423.06164869809,6.112130516408108,Female,6,11.903582035715367,Divorced
32163.13695677046,75.63871957963669,Female,13,88.29125715847499,Married
71785.74498263735,45.43304070308157,Male,12,53.54828692464339,Single
38804.0927822276,-8.618065937553652,Female,7,6.811803902551475,Married
59068.25657336641,56.57485892600599,Female,11,47.19984362945112,Single
87460.76811768924,59.28414945697351,Male,9,69.18670504530137,Single
43274.53916388132,9.033078387835145,Male,5,12.82251181968337,Married
31586.75036751367,8.707584120661208,Female,8,22.28596438816157,Married
79886.96902727881,60.38033886422938,Male,8,68.16287503794615,Single
26981.432966055792,31.171979576313504,Female,7,12.440963014433585,Single
57547.608052261116,47.39538048280514,Male,12,60.24912210344333,Married
34096.28934309052,15.995400976893382,Female,6,14.35831883382481,Married
37202.9286433745,92.45965096175786,Female,11,92.01524834005656,Single
86567.15951398051,87.3535152288361,Male,8,70.70128325302942,Married
65304.63282267294,59.64696436817911,Female,11,53.43717140736761,Single
38131.5720763232,79.98023203253607,Male,13,77.21889657466062,Divorced
62822.409204128024,64.83706336280117,Female,12,62.603821138814155,Single
37480.268070469705,70.66405778359511,Female,12,78.56642498096855,Single
49268.75403599117,95.3042960429511,Female,12,91.45979619838512,Married
80962.9130988288,78.84670225460074,Male,8,59.474243808532755,Married
41415.7606840667,106.26826061204338,Female,12,92.01304522896477,Divorced
82412.33068141335,59.697607999558514,Female,9,73.95072681533253,Married
78645.91709460111,69.57950942726073,Female,8,69.302399427127,Single
70970.08943395282,48.04275932623566,Male,13,53.56206275491261,Married
45952.49109655182,79.6610366182988,Male,11,72.94255396843083,Married
34146.70233274845,11.856205391981696,Male,5,24.409572912036285,Married
87189.23269788604,55.488753972103055,Male,10,61.276950231239375,Single
25710.396051816162,25.389906225117105,Male,6,27.183822796228235,Single
80570.25346360082,77.49631712824485,Male,9,71.29284119896114,Divorced
30662.744072057343,37.27093561848888,Female,6,19.793992680073643,Single
57178.70557540865,54.0414384588943,Male,12,55.11522513003801,Divorced
67520.57035763226,70.16687765787162,Male,11,68.88576751498246,Single
40851.14686987066,19.77261070515775,Female,7,12.033607540873547,Single
68857.1249342218,54.79308430927305,Male,11,51.397737064598694,Divorced
43065.87742424859,92.96814340506171,Male,10,84.66970776293093,Divorced
49785.5747102978,63.881577110974696,Male,12,52.70447330682718,Single
47896.53472213355,82.51778081712536,Male,12,88.87189466098607,Single
79592.22771331541,69.62063167920837,Female,10,67.77708376949442,Divorced
37663.520942181654,71.33892372696695,Male,13,82.64952690239411,Single
49309.44998013448,57.07497765024455,Male,12,56.48801529483689,Single
78056.67924920714,64.184198503243,Male,9,63.03439633762883,Single
65338.87267559559,49.13636529015017,Female,13,45.705688941441565,Married
82246.82310017443,39.08941389786057,Male,9,45.73513307432276,Married
74955.4289381684,38.84108174403249,Male,8,57.026333296539505,Married
83782.92912986471,61.06200326539265,Female,8,66.95389792169686,Married
29181.371116481263,2.7504782540602353,Female,6,11.08188357932444,Single
35789.90453753789,75.21388519009172,Female,12,74.00717856045856,Divorced
64170.19556960847,60.910939093438316,Male,12,53.37815643490507,Single
28997.02606220651,23.704256181277856,Male,7,22.380653442760643,Married
48335.45550646298,86.26513907712166,Male,13,96.23317736403598,Single
65838.13711680597,50.89491868034665,Male,12,56.93349766812284,Married
82254.85383855185,59.84431347011577,Female,9,54.17773418578538,Single
38269.9231754002,25.31740320223303,Female,6,23.245395227314667,Single
87701.51929425003,73.13870838214098,Female,8,66.5572008661931,Divorced
70775.5048793796,49.64197549973557,Female,12,52.73974854995539,Divorced
40490.725787668336,21.289391825022676,Male,7,17.155823232465515,Married
38303.10998499589,7.06455132374388,Male,6,9.198835390312965,Divorced
38077.36645134664,66.61541168649802,Male,13,80.27925917413417,Divorced
39722.88452359859,83.54343286515983,Male,12,74.94439891574946,Divorced
27431.385073385893,-9.245210777821637,Male,5,16.295129783268024,Divorced
27745.728594623302,1.7769870223030955,Female,6,7.378526835115039,Married
36343.985042606444,62.28223287172604,Male,12,76.24822305091202,Single
54938.69286153253,50.42785494425523,Male,13,66.17629847988303,Married
34562.795866903005,83.75882804039658,Female,13,72.57138091791049,Married
84688.136185864,50.80568131432502,Female,8,63.436706071051006,Single
36580.76709627663,87.10715397529353,Female,12,83.73355501474197,Divorced
41369.55541673449,79.71440493120662,Female,12,71.34594174130032,Married
67007.72440814934,71.3132496120388,Female,9,63.841072415785334,Divorced
26716.566748656973,35.14325994699534,Male,7,17.276291742344988,Divorced
70833.65304545904,38.18143027263244,Male,12,45.36095698626993,Married
49488.173907535165,56.78330308057172,Female,13,52.94548858592627,Divorced
85337.0426672905,62.114914075590505,Male,8,62.40091270697695,Divorced
91387.72049873862,58.55666594716376,Male,9,64.07849051869474,Single
63199.243714560376,54.320355780938264,Male,13,57.535273829136486,Married
81566.85139460702,55.227819414621266,Female,10,61.78678069316908,Divorced
63516.389194607546,60.074187836077286,Female,12,52.957260568148214,Divorced
68438.34235907038,56.39786126722788,Female,11,55.716398302021844,Married
82433.11702589187,95.55875827874299,Female,7,77.04312585412174,Married
40757.12981043168,9.559279416598791,Female,7,13.179893441700784,Divorced
85951.22737799745,74.62007222127535,Female,7,70.24548903333111,Single
47355.88111450629,84.23398026109246,Female,13,84.83448862263728,Single
81176.51624524289,64.537398783406,Male,9,67.46624940223185,Married
64245.13959857328,49.76806631267892,Male,12,54.28212785214346,Single
57441.35040939927,55.438906785368246,Male,11,53.82315136887532,Single
74735.15271318624,57.44662711659,Female,12,44.649111646155205,Married
78076.79197569561,79.75731120451326,Male,9,70.65912620517699,Single
37029.4228629007,19.77841616898053,Male,6,10.633169385611119,Married
83802.8390359191,76.94569955218542,Female,9,75.62682344567848,Divorced
96295.09680997334,86.63353269188853,Female,9,74.81275207050818,Divorced
35535.66174326612,22.628633098212127,Female,6,16.53139833729466,Single
34060.024626344406,39.11603925083956,Male,6,33.31015860771532,Single
23160.447743499324,31.03318377797779,Female,7,19.74052008885364,Single
68769.21218944558,73.79810102990614,Female,10,66.183759596717,Divorced
65299.592187537666,52.177978163289694,Male,14,67.91845639565786,Divorced
92777.43349756153,52.72877770912883,Male,9,73.7287295920012,Married
63908.122342291026,52.089548175700735,Female,13,57.40403554563777,Single
44027.89789031327,7.532289988978794,Male,6,14.881326110950631,Divorced
56542.86924274739,57.65318220526281,Male,12,56.125044038207925,Single
58886.172543814624,53.11782677011378,Male,13,58.05740549237176,Divorced
75775.00202554406,73.5166269209379,Female,9,68.5092294632875,Single
71892.58686770531,46.52794471587442,Male,12,47.86722038681513,Married
56155.31084128552,58.365969935066786,Male,12,57.03105848486049,Married
25410.451594039587,80.69128282351575,Female,11,80.96102087230649,Divorced
81001.15846104138,59.175623067031374,Female,9,54.01695091100488,Divorced
58248.118066609,66.10469893039559,Male,12,58.630945189032865,Divorced
65822.51125960221,51.50091251286991,Male,9,61.11101110065154,Single
86907.01558738733,55.82118427906409,Female,9,73.83271832689917,Divorced
39379.73586792948,18.581312739423865,Male,5,21.28803327161741,Married
55627.90427187797,50.91701103165696,Female,12,49.01999579141889,Divorced
47694.31698685575,92.48905154140323,Male,12,92.86138726572791,Single
81500.12218876899,56.72517601174383,Female,8,54.04903953189649,Divorced
38483.674923204286,38.23225609397058,Male,6,33.83279719809774,Single
72261.72569545759,48.583031918704535,Female,13,56.05394568402226,Married
41247.04698896895,4.575447009856527,Female,7,15.01692381914512,Single
56780.06147175802,76.2530244084426,Female,12,55.39197397281508,Married
47623.238651411004,84.34407409233727,Male,12,87.88048057704589,Single
36911.47515023952,87.02819186527947,Female,12,82.78870176205646,Single
63873.046045379146,60.007369623217684,Female,9,56.287060024725086,Single
71347.73878787596,57.658337849790826,Female,8,62.544469071664224,Single
37607.0316794956,13.456348035720623,Female,7,9.99095353828303,Married
66662.0913816943,47.72272478085435,Male,13,48.02640689097086,Divorced
44331.516578946466,80.68521428579888,Female,11,83.54534471111016,Single
46060.33292135486,93.8122878006341,Male,11,92.68478673729199,Single
78735.31767622681,86.17657451919187,Female,9,86.16618428300518,Married
51432.23136791693,74.008082547825,Male,12,72.5658332375812,Single
76001.01513323866,40.61277922174739,Female,9,56.2769248487552,Divorced
45680.23547134339,35.42954422477989,Male,5,26.478789397330367,Single
33165.65389586484,69.87726577106439,Female,13,77.47056234939068,Divorced
29596.048907263954,78.37913264228514,Female,11,94.32442961946563,Divorced
33000.82434161065,-0.8936267159535003,Female,7,5.98430099423048,Single
51236.94714145575,46.91592462382719,Female,11,51.901796430064564,Married
83454.58759135772,54.15495141633757,Male,7,67.41758370936067,Married
38141.54914007201,101.54350446810408,Male,10,86.35584516075645,Single
44553.19735851897,7.12171240886447,Male,6,18.448540111218712,Married
80755.26897959967,66.38356513666007,Female,9,71.97695626183219,Divorced
83664.4207408844,65.4623856355218,Male,9,54.23733196421158,Divorced
35777.144296928476,23.67938317008521,Female,7,16.745614658335356,Married
30817.00713264633,17.506057267443218,Male,7,10.281548989655981,Divorced
80112.91725035728,75.03531722173993,Female,10,60.728569629533474,Married
62563.07077437908,52.7254526318709,Female,13,60.35279329421844,Married
39177.951072041695,97.0794271918492,Male,12,100.0,Divorced
27313.568804418268,17.205888119847863,Female,7,7.498775401377621,Married
22091.278182843307,4.74085978215196,Male,6,15.283022963050485,Single
39266.47289727386,83.86774906406681,Female,12,82.51250133863884,Single
70613.51733754287,45.740847090377464,Male,14,45.91384522908466,Divorced
88779.28532159644,61.57672148788145,Male,8,62.07146201837705,Single
45393.43950876708,5.477214935061973,Female,7,10.065549446562848,Divorced
88174.26006855101,74.85683155033946,Male,9,61.74205190785669,Married
38364.291423645176,70.3532430933491,Male,11,76.60128433458067,Single
42129.309868542645,68.51373310156936,Male,13,83.54369163845413,Married
62164.536195407396,64.65540204483534,Female,11,55.88367078263043,Married
64831.007149022,34.78695055814521,Male,12,46.68561273738287,Divorced
35954.116693529875,98.66084636464552,Male,12,88.72414604006042,Divorced
35287.05904351131,3.6297245269395306,Male,6,11.591406271480821,Married
54910.96743229573,58.29526335169868,Male,11,56.60070622456331,Married
43677.67210575906,15.455184217949425,Male,6,14.955040575755554,Single
31025.84464120849,97.1976230718663,Female,13,90.40005473853863,Married
53962.14256213614,82.4086490026896,Female,12,83.86184254740306,Single
92463.77457102729,52.58711327851471,Male,8,55.767126399925665,Divorced
26279.953206855076,15.943788401329474,Male,6,11.342536679945269,Divorced
78760.475470022,65.64609236532146,Female,8,66.95168399987591,Single
58158.031023839445,63.43308840163297,Female,12,68.42698331628253,Married
54284.8195758513,56.35647856212451,Female,13,55.13262749776865,Divorced
37624.641350753154,72.49740954623739,Female,11,84.63453211711459,Married
37652.533523746424,7.583379508496238,Female,6,10.76818417616316,Married
65765.985709503,61.69153349213346,Female,13,59.67148575031715,Single
35048.08371003479,100.45665595887333,Male,12,90.05575714285001,Married
46246.4288127924,78.90991371990597,Male,12,80.26137961350511,Single
69239.38782945543,63.786534623082545,Male,8,59.79162536969454,Divorced
46026.24390184505,50.05363172037961,Female,12,53.832376386117346,Married
66782.70009378731,55.81398535728387,Male,11,68.99294314802253,Divorced
57998.43051535514,37.03113050309246,Female,13,55.08697588380351,Single
42744.57369411081,82.51266432980664,Male,11,79.56808441482426,Married
61084.57213156742,43.5607472360028,Female,12,44.97328476437292,Divorced
20680.03361588138,19.974648670179512,Male,7,11.062542750080375,Divorced
66737.7870310653,43.239022511506626,Female,13,43.36825340652176,Married
38438.38353792177,57.85079736410049,Female,10,78.9112117388411,Divorced
54411.24964826413,53.09917942525765,Male,13,55.18492964130524,Divorced
42189.83777571411,1.3791537375133833,Female,6,8.552512536778806,Single
83762.2950522356,76.34247414407565,Female,8,70.69332057622842,Single
64971.15171836665,52.848770099729734,Male,12,52.62341768356228,Married
69578.31825219726,54.51340234604551,Male,13,60.244054156682715,Single
87006.56998274979,54.07134011465846,Male,8,58.311760981390954,Married
42513.04086802015,9.394965212151229,Male,7,16.179841636970806,Single
63630.45059873629,39.1848799734366,Male,13,49.49498974701666,Married
44845.56326618287,46.69327296345987,Male,12,47.99677896956358,Married
61657.10065724733,41.44656978529898,Female,14,59.4212506712007,Single
43646.016067047734,71.8997235878842,Female,10,80.60622986606793,Divorced
57632.786426569815,47.1251126912101,Male,11,52.430303764793734,Single
32155.39297478881,11.91725555544646,Male,6,13.013118390291666,Married
58643.03731234593,49.46188134039591,Male,12,55.9309112879934,Single
63790.280566575326,54.32573388756739,Female,11,47.38201436187566,Single
37154.98731898515,17.005615854484237,Female,7,17.746430213879705,Married
60210.885780454,51.12103180513563,Male,12,50.69665904490579,Married
69128.17297001541,48.20651914316551,Female,12,53.343219174970706,Single
72518.61923419675,52.42579167164783,Male,11,53.56549309138442,Single
43845.43413040163,74.1360627721897,Female,13,83.55594665962371,Divorced
95692.71943685587,66.9781803285407,Male,9,62.263180484866375,Single
40950.248310084564,3.3681728248332785,Male,5,10.937349212314615,Single
44605.344380902556,105.06795012420915,Female,11,89.56812689024025,Single
86559.78196337899,84.79744150009867,Female,8,71.17428508918212,Single
29394.546003033,24.206427894423634,Female,6,12.926722021499806,Single
91700.62505043302,50.89125501438319,Male,9,62.883458772201145,Married
67712.86588771385,61.79007446840233,Female,9,58.275371840079124,Married
55486.36672594666,40.005319788738746,Male,11,50.55924935883831,Single
83676.44916781313,77.72639429473651,Female,9,67.74616757996375,Single
46224.385022065464,81.27547695179159,Male,12,77.51245862842205,Married
60299.454045650375,59.90211496826918,Female,11,60.10163397410395,Married
56023.18631957344,58.88647597498069,Female,11,58.2199611240433,Divorced
39193.733595349026,92.40584957760143,Female,12,85.78241415677118,Divorced
84699.99478441926,62.508600168395496,Female,8,66.8410389238501,Divorced
40572.686873376806,82.24351427167068,Male,11,78.04166083326716,Single
55727.067646421514,82.4868023275551,Male,12,92.29276967728529,Single
80651.43939826163,70.35130564564751,Female,9,76.80712105823281,Divorced
59269.02356146836,57.55386497471553,Male,11,55.86291838451578,Single
82027.62720427735,81.13400334880248,Male,8,62.42411469372366,Single
64776.89055832858,68.60277966805376,Male,12,57.50772592207611,Divorced
33846.81145618022,11.46203301864727,Male,6,21.29503081398412,Married
56980.38389190611,73.64965610131323,Male,12,82.29413242725472,Divorced
41989.91719546565,19.89172484395251,Male,7,14.48604709003601,Divorced
40209.94075659478,81.58514049942787,Male,12,80.63334399712411,Married
42897.493636093204,60.11974584260392,Female,11,81.7134203715694,Married
89972.68857121932,56.439862782087104,Male,11,60.576598496746406,Divorced
68629.43208911776,70.90965768036126,Male,8,70.26210250851666,Single
91044.21558978144,64.01217350865113,Female,8,58.19850498015252,Single
49562.35610379517,85.52128313626262,Male,13,84.97290060675067,Divorced
44718.27494647292,76.60403644635822,Female,10,81.64675369802123,Single
82394.20787287234,62.20347032154672,Female,9,52.3949204334572,Divorced
31371.446854651644,-15.956775576597035,Female,7,7.444728824747692,Single
81958.49242272892,61.36088278075746,Female,9,64.07080753655234,Divorced
25719.84407324659,18.436660695383253,Male,5,20.286306088567336,Divorced
38522.17229334837,88.14139770503633,Male,13,88.9285431440801,Divorced
39446.583878341604,95.98936293449702,Female,11,80.97933523251129,Married
77629.5381715582,64.69835945226322,Male,9,74.75196976495154,Married
44627.95610747904,0.28345070431011976,Male,7,16.45747798245955,Single
39423.3845777422,70.61914639824546,Female,12,78.3837915359497,Single
41366.974203914004,85.69043140194408,Male,12,74.99324197775495,Single
44598.443753722495,80.85700651559743,Female,12,81.50710211326933,Married
45900.19388149854,83.98519206011132,Male,12,77.48732172541378,Married
90273.15920112254,55.6410789943349,Male,9,65.36335191369733,Married
39394.36969005575,70.46513324804803,Male,11,75.35871367588481,Divorced
74125.86955696045,63.9643271500568,Female,9,72.40835494355494,Divorced
43352.06845443237,10.824084208857059,Female,7,5.299256760957292,Married
40255.830781815974,19.294617058075154,Female,7,16.681316967202648,Married
60892.9514524731,69.89162304142289,Male,12,55.60197701120755,Divorced
29925.218977741708,3.7205967706737986,Male,6,3.8177953155284,Married
91731.31313825339,61.915780154533586,Male,9,57.644632263004304,Single
42247.28604359328,71.93477960628174,Female,13,82.2422221581813,Married
36487.242543486136,13.408671959546918,Female,5,11.213641064716853,Married
68571.76666383153,41.55321526673636,Female,9,54.37071787463023,Single
32323.91248408705,-13.689459113408084,Female,7,5.1961170479469985,Married
58304.43449429019,49.172677295216495,Female,11,49.27194173457167,Divorced
39125.445766664896,-5.7195606164210435,Female,5,5.964298401940226,Divorced
43863.7392547741,15.317184145471074,Male,6,17.464799344381,Single
28988.302061377,11.556543423473933,Male,6,9.870121329656627,Divorced
85635.39149227801,50.63145269861703,Female,8,55.54358126371073,Divorced
42894.848274455566,78.07951510406853,Female,13,78.55777802895616,Single
39368.5194734375,6.97247550368794,Female,7,2.9255287760360957,Divorced
31625.220725459716,11.313759644818347,Male,7,8.467785630501417,Single
60537.24831054489,43.00718060454503,Male,12,60.20584232465106,Divorced
23476.379053175573,4.465311207825081,Male,7,14.363567752085245,Single
60201.75247938711,53.798072429356814,Female,12,52.57053105598723,Divorced
64116.94077784426,50.30531399315642,Female,13,67.84552341143743,Single
44812.749176909856,66.86162430496991,Male,12,72.97143796292904,Married
42805.296391030504,87.46343504868867,Female,11,79.50213623005676,Divorced
79690.11998903117,56.73379238899312,Male,9,68.85861273797177,Divorced
70903.96625026043,49.503755763482374,Male,10,56.94706427700871,Married
48310.091529654244,90.44981042869149,Male,10,89.2340889284623,Divorced
33664.236417443215,102.3256351533882,Female,11,87.93041270805921,Single
40007.03314914511,75.70629569931491,Female,12,81.58457227574971,Single
65893.98230373442,50.525131441130156,Male,12,45.77272302766405,Single
38265.058247202775,76.32644861346341,Female,11,85.35031559587222,Divorced
73179.61328181454,62.609555120877424,Male,8,60.82206627740403,Divorced
29056.213175407152,20.628443202636426,Male,7,19.894024850537473,Married
67327.94009377185,60.86625539870358,Female,13,57.801221156226696,Single
80231.89758953288,65.4923622454507,Female,9,62.64154439659549,Single
37825.37149733427,93.64492576402768,Male,10,95.23303608510957,Married
66549.4888801843,62.77882027553565,Female,13,58.81232719492463,Married
38730.52613872429,12.073312210747112,Female,7,18.180265261911657,Divorced
22382.208449838043,71.7464329793097,Female,11,76.1216949283226,Single
42258.780783651535,72.82903454402907,Female,12,73.19398887755187,Divorced
62480.825829624584,52.51626618436511,Female,12,52.81851115574582,Divorced
71730.4326345498,77.38458836313605,Female,12,68.3257006681125,Divorced
68893.0197262113,51.58201384657486,Male,14,52.602269411017154,Single
70408.87939301651,72.05939804553728,Male,12,59.075786959131555,Married
40526.32417120755,86.17506609480503,Female,12,88.83040891592248,Divorced
81876.98466365726,67.07342149530167,Female,8,60.63039962156316,Single
69543.97682265464,37.69341294473067,Male,13,47.04119419615383,Married
79128.34785192748,71.696152613422,Female,8,64.0299279226463,Single
31770.01971987447,31.1864518825004,Female,6,18.255388234073067,Single
65377.980764100386,61.041089100148604,Female,10,69.34405991542694,Divorced
35236.43256601977,12.066496788029506,Female,6,14.58443012197229,Divorced
45501.88472673101,72.83448822781654,Female,12,79.77731344143265,Married
83533.62002961946,80.52618559763808,Male,8,69.99933434092692,Divorced
54788.58994629019,87.65590906543306,Female,12,83.25030593019777,Married
38280.4006943535,79.64240052791834,Female,12,84.86665067255363,Married
39807.32030450918,84.09988053852378,Female,12,82.87878814807462,Married
80672.49979680819,77.47272452213221,Male,10,67.60566440249595,Divorced
57376.57836567301,59.881043546023186,Female,12,61.955607621020505,Married
40206.18396317123,69.8637855313264,Male,13,62.75471624570452,Single
25351.91876330317,38.604594791483436,Female,6,23.68504505225893,Married
42715.83993676123,9.8294420882294,Male,6,20.092499273875735,Married
70096.99453861457,45.68033623414578,Male,12,48.29376987034738,Divorced
73670.24909806422,76.02624092870418,Female,8,71.47315473648301,Married
42397.92247751595,7.61070541192765,Male,6,9.160507019763067,Divorced
81841.24416913286,58.830860733154005,Female,9,58.95692535533259,Married
74530.6860127091,60.20719500191267,Female,8,59.288212355979255,Married
40935.717905430894,13.65228774496724,Male,6,19.874981815183176,Married
25786.784647212422,19.229078881568455,Male,7,24.2926787269592,Divorced
53205.02895334753,70.63576794924798,Female,13,53.61266720083445,Single
46839.21340984522,81.47565622528131,Female,13,75.2074877741404,Married
78831.0803935416,56.8484598246263,Female,8,62.84664356722156,Divorced
48046.209137743564,79.74393347131505,Female,12,84.10592691393126,Married
74297.15709758006,56.15247344779298,Female,9,60.68203222823698,Married
79255.64071093664,60.23490766059952,Female,9,64.21566287256348,Single
84220.11861436375,56.63692858159359,Female,9,56.480557042808286,Single
31381.442474363772,19.392796517229687,Female,6,14.231028682949706,Divorced
