Brand Royalty,Gender,Household Income,Subscription score,Children age,Marital Status
67.74650639467124,Female,155242.56934629107,76.48998118139627,11,Divorced
18.99381753557261,Female,87466.44774183695,15.798642558143275,6,Divorced
74.32641086138993,Male,158232.8657531869,73.00191807968153,11,Married
86.71795945735896,Male,145076.50576045027,89.14605029843334,10,Married
68.86466335968797,Female,157484.78564692248,78.81404045246958,14,Single
65.59845003306656,Male,153276.32669515273,71.72785914222796,10,Married
63.24081189195541,Female,154028.08862089066,72.72680487583776,9,Divorced
67.99697376030721,Male,68913.97623089465,68.79075007018409,7,Married
74.41014564221999,Male,178676.26843270523,63.84706312531529,12,Married
86.07931376562159,Female,135996.3328443418,68.311329912136,12,Married
80.0692340502344,Female,146877.9817759025,88.31323663849899,12,Divorced
10.947975419179734,Male,81060.79368683958,-7.082241455875213,7,Single
49.63836280647035,Female,137168.67393516944,57.12540227463095,10,Married
29.91274653949211,Female,93057.14059367555,21.407475467634463,6,Single
67.77433419674418,Female,163395.79234548664,77.00678083039342,11,Married
9.299486054568881,Male,84452.33870065093,22.774184900070118,6,Single
82.76223477879662,Female,181977.23172280725,69.50612205504798,13,Single
69.07523167768936,Female,181419.26803368304,59.51900492382772,13,Divorced
99.99999999999999,Male,155834.34887329917,115.61907137706706,11,Married
76.1472241384249,Female,74476.04349428695,72.09385219635158,6,Married
61.96935623455337,Male,142708.3353791969,40.68341610515537,10,Single
59.75053433822679,Male,156309.6321599435,71.54516324340179,10,Divorced
64.2446310376953,Female,150750.20888340194,53.46994222794064,10,Divorced
69.10832301828114,Male,161924.82070351252,83.79413065020799,10,Single
87.00807688865021,Female,120737.69798951205,83.53015129516754,12,Single
16.947349552692728,Male,82882.7453174757,24.408860081208534,6,Divorced
19.420501846142976,Male,79403.12942393185,31.086419801011985,6,Divorced
89.28034519866557,Male,45069.17519470268,100.02337688395922,5,Married
84.73088347911997,Female,137523.4809291001,91.74488645359587,11,Single
86.15485615601898,Male,148387.14588485897,83.95316329074215,13,Divorced
71.18802854421297,Male,188598.52861891294,72.20243778556373,13,Divorced
80.65092200287093,Female,149280.82077093492,91.1100336914589,11,Divorced
86.28777680111763,Male,56001.97582050394,89.99556418448,6,Single
79.54620171479539,Female,54382.670079882635,72.79167359524463,6,Single
62.371846465743985,Male,144103.13197115427,62.330348627674105,10,Single
67.58694338507394,Male,73807.31591508904,66.44556278035046,6,Married
92.11096829036592,Male,141164.18824652437,91.71862638246778,12,Divorced
27.190565611539277,Male,74675.38417482538,14.532115499572347,6,Divorced
76.38473762675126,Male,114791.76982614331,70.31422165396489,11,Married
23.991366242276378,Male,89017.2436586623,23.832552038966387,7,Married
81.63384451712685,Female,76911.62728330411,81.23867082942549,6,Single
57.03548728381338,Female,167137.0396267357,53.04067562338675,10,Married
63.301146731475164,Male,157608.9257820999,82.29123216081534,10,Single
19.625291950420724,Male,91337.26463881577,14.792595508698302,7,Married
70.24115680990208,Male,155884.77526503216,78.74788807208415,10,Married
79.05397188949813,Female,68183.86490924339,72.78293765599658,7,Divorced
80.71027325268827,Male,160255.8356201831,66.93916050601088,13,Divorced
66.46968501697918,Female,168747.4691297499,71.34791439921686,9,Married
79.50667364673185,Female,135909.67860381323,81.28182953521568,11,Divorced
91.84326674440013,Female,136787.14491931503,100.15746368323077,13,Married
70.03428753564619,Male,87799.9789860291,63.151215339808864,6,Divorced
17.469745110782654,Female,89695.67335583216,15.92989765460903,7,Single
61.7335908467806,Female,152204.63140394608,51.81563386308301,10,Single
25.12980790718973,Male,76927.47030691152,30.657100354990362,6,Divorced
70.9698650722303,Female,65442.235950551876,80.52432286675702,6,Married
82.61257094913613,Female,178935.77105107674,81.46760362511296,14,Divorced
80.57499943852162,Male,181587.71417276651,87.86843576539619,13,Single
85.06097073304691,Male,165904.1253902271,83.43183425157795,14,Single
70.78350746664483,Female,183324.10365210907,74.47043004022619,11,Divorced
83.53248389800953,Female,169478.11867628514,77.359320602939,13,Married
61.233624082508655,Female,155871.79111896295,70.32757447920102,10,Divorced
21.97474439159342,Female,87172.10682485106,29.669980684366745,6,Single
7.3963456496556645,Female,80961.2694421174,9.257721679260346,6,Single
8.020779325132828,Male,82103.8884683908,24.846412731739075,6,Married
63.83180724556589,Female,169156.06454293712,57.60397491745345,10,Single
89.77648728069273,Male,171361.99265891252,89.34845027304124,13,Divorced
72.57061575046878,Male,175091.32690749672,83.52166597096084,13,Married
53.30181327764693,Male,168289.28027574084,78.00408362270767,10,Married
65.56721530767284,Female,74580.17144621731,60.27944013840067,6,Married
11.616391620916964,Male,88744.52013157605,7.623509144565477,6,Married
64.37127009590753,Male,177376.87767379562,81.92671926049657,9,Married
82.72691988060143,Female,139573.5924474683,78.53081066450905,11,Married
90.86607009632561,Male,122051.1273663675,92.53216772657704,11,Divorced
24.56093558621535,Male,77914.79159443047,36.16666421987842,6,Divorced
72.7024603064396,Female,73555.2970114469,69.06656821489572,5,Married
78.48151880127492,Female,83125.83729308509,80.19976470085811,6,Single
9.05741869378565,Female,91320.78618020029,13.286193094940293,6,Divorced
70.6384243711009,Male,81648.80553530678,78.9518220823862,6,Married
70.61205383858567,Male,149846.61959147814,71.16780548712072,11,Divorced
72.45445276816925,Male,69731.16557125292,69.32447071270116,6,Married
87.55013154704399,Female,64229.74420888412,76.97008955070395,6,Married
18.206628777962962,Male,87180.31328053193,5.75760854534084,6,Married
75.86049712192666,Female,145685.65613472922,67.79895652374947,11,Divorced
62.72349837233193,Male,160114.41322693875,45.7627346670858,10,Divorced
60.820080915721235,Male,161901.7033845632,48.99160570667799,10,Married
79.8711570950561,Male,185990.49315070835,78.86171807916557,12,Single
24.25167002984258,Male,90402.90706379566,32.893099182184194,6,Single
70.38961000431983,Male,158795.13541763395,64.42035807063303,10,Married
89.07428090942813,Male,136205.83887490045,79.5819255417569,10,Single
82.31721700379119,Male,194883.31258571893,93.03191179103987,13,Divorced
85.11300339147026,Male,163779.9980632184,74.28188875566295,14,Single
10.985162047064932,Male,94260.59386282218,-9.491936889968663,6,Single
92.48842894019698,Female,120881.1595874006,95.25600864258767,11,Single
70.14121923596954,Male,176009.13794825552,71.40658385469243,13,Divorced
82.46325661687331,Male,152252.75472744452,96.7416220590985,11,Single
84.22609631108546,Female,148131.86036301465,84.71009321918585,11,Married
87.6819069019961,Female,71652.78336045891,100.25694719279299,6,Single
76.86331804736767,Female,140981.4971871729,82.91019135460805,13,Divorced
76.06068246612003,Female,62326.15628548392,89.02990732053804,5,Married
85.90537109230036,Female,171866.69574378376,86.84733465299522,12,Married
21.134769620904734,Female,68931.91530268782,19.689043072099913,7,Divorced
67.53783099407471,Female,151120.2147180384,60.372071094572846,10,Single
13.76714183782478,Male,69861.65899863016,5.5493498033190765,6,Married
82.9228654046604,Female,192292.919676077,88.5210791738343,13,Divorced
88.10605468623464,Female,139567.04202613747,85.90106903031149,11,Divorced
82.59083085163753,Female,71467.63747682399,77.2648948157485,6,Married
65.18488388608243,Male,180743.63274140423,60.772749974533596,10,Married
70.15987881629589,Female,181141.10824331513,66.39456241736845,13,Divorced
14.608296529633328,Female,92698.39490254161,23.492339379647603,6,Divorced
76.85622153310808,Male,152314.70591071618,86.32160792344936,11,Married
80.71851596571827,Male,134459.93236292506,87.88740696139925,11,Married
9.452142551702146,Female,57883.077262030536,8.268969467190438,6,Married
81.9294400047612,Male,175489.91798834308,92.2323769768725,13,Single
54.28781865319508,Male,172562.78340383136,45.17578789467764,11,Single
69.70789168117976,Male,179057.0740009797,70.03364870645377,14,Married
71.63154814227919,Male,61497.1837705377,70.23086195200636,6,Married
12.599351636605604,Male,79974.31302879975,4.830379462765979,6,Married
15.411161054946668,Female,72053.70199979412,14.824265538298217,6,Single
9.278445196695998,Female,75728.84587286515,29.472011801886442,6,Married
74.1655396543143,Male,150811.8303386858,77.39477645093498,10,Married
17.87348892530028,Female,80743.81821458813,-6.25889809807213,5,Divorced
18.957691511487077,Female,90133.92556724054,21.47870579510048,6,Single
79.36721508516966,Female,71604.89525091188,74.94429591122812,7,Married
72.36239682622357,Female,167572.83389448127,71.77182185678474,10,Divorced
77.84821084830067,Male,190724.85022903347,76.02462044755,13,Divorced
82.33283972656801,Female,130322.17220193858,77.08873977290193,11,Single
55.65904335488286,Male,160136.52366225474,56.784692629115376,10,Single
86.95201434035306,Female,176319.31742839215,92.67289947347643,12,Single
83.46849441513041,Male,158413.5938477237,82.999323503188,14,Divorced
70.42954055508376,Female,79345.01032462077,66.3354528051062,5,Single
80.28277656162328,Male,147775.7607265547,76.66188957612668,11,Single
66.15226607902459,Male,162149.77279351026,59.37082315301506,10,Single
61.62241769277516,Female,157664.35849309526,58.35149845870524,10,Divorced
15.91139350095542,Male,86153.27595987724,25.455295902169063,6,Single
78.57933545950785,Female,178457.48776113623,72.72727751712938,14,Divorced
86.50047321129898,Male,125781.40065172488,77.0594903134267,10,Divorced
81.89744021222235,Female,178967.24362964818,85.42801563865076,13,Married
83.26152037386827,Female,190205.90977159905,78.99205331886347,13,Single
72.82402466703094,Male,59986.79103727656,72.89067359764837,6,Single
72.21405154261589,Male,139252.54821467598,75.34015184308728,10,Divorced
77.03945425618994,Female,72676.56858605624,78.77919657624959,6,Divorced
10.686238433341181,Female,82223.5118680808,-1.3693812920623643,6,Married
75.04348760171337,Female,83412.72811988027,78.11195801532456,5,Divorced
89.28048616325142,Male,133659.90985127087,93.37295824428416,11,Divorced
80.55187982833313,Female,176153.3426339448,84.87266670570276,13,Married
74.9176404258324,Female,171078.07667712145,72.18547126045794,14,Single
59.16938272236896,Female,156514.84546415025,71.1825349417963,11,Married
5.131605122343643,Male,103123.26749247056,-1.2975143741005235,6,Divorced
82.05802846740119,Female,72311.594176832,79.92776564148181,5,Married
76.8133153353896,Female,118323.62814224721,84.22250759520739,11,Married
81.59142037458996,Male,152016.550229277,80.86241237672303,13,Married
84.51602674792926,Male,77826.4357781954,88.44440998130604,5,Divorced
87.65274636300236,Male,75817.28893330495,81.73634681499212,6,Single
88.04573681318425,Male,154626.1659805369,87.64116226177161,11,Single
24.52391922099882,Male,85443.83218694627,21.439294178513144,7,Divorced
77.37489185737164,Female,173198.81173203647,79.31435490087212,13,Married
63.6576760099354,Male,156402.13007520296,71.53708886579894,10,Single
18.711116849222577,Female,82626.14543903779,18.335427525907086,7,Single
89.06229981679614,Female,171990.47415752037,93.96846128514082,13,Single
96.24280894441779,Male,141930.93959980417,91.77019612608906,11,Married
64.94224479846707,Female,139366.35909874662,77.63177379683816,9,Single
56.17697080845155,Female,171064.39440867293,46.916613902051196,10,Married
76.49473460244795,Male,63159.75179532408,80.48947156447545,5,Single
82.77350539491881,Male,83992.58569786287,84.8018737107412,6,Divorced
59.75760586562831,Male,168088.3866881569,50.007288962978805,11,Married
57.77827056987027,Female,162403.8360225037,53.61240099929376,10,Divorced
84.51636955653979,Female,123371.17305178643,94.22075772994978,11,Divorced
20.489319430981894,Female,96032.86651576593,23.2601034359162,6,Divorced
56.27114134078655,Male,147805.51019627074,54.46830166485458,10,Single
81.2833224939701,Female,137213.67248801808,82.67878109320598,11,Divorced
7.893224296085947,Male,76387.86060650002,-0.8316627782052013,6,Divorced
79.009744625474,Female,194578.49867781746,77.85471661121537,13,Married
81.14161440923733,Male,165012.2348315199,83.00475517809966,13,Single
16.91766118527581,Female,76447.3900314413,25.786382191308018,6,Divorced
74.47521931238734,Male,165630.42618065877,82.22532123373243,12,Divorced
90.60423227373572,Female,152864.7414217726,98.95301928617917,12,Single
74.04024584604493,Male,182957.63068229632,62.34085354241928,13,Divorced
79.02140372366861,Male,144485.0842271301,80.29242799118988,11,Divorced
57.42872750376211,Male,170364.01031769125,72.57410648011108,10,Married
86.60556342440847,Male,130496.25341595088,88.50875711224596,11,Married
70.54694961869154,Male,166583.99338364985,59.32189142851362,10,Single
88.49647741363242,Male,148654.3779804518,95.78758366554885,11,Divorced
64.59321567687391,Male,102488.3469593055,71.59066403371753,5,Divorced
51.898711100587,Male,153843.7577739284,53.70710236978774,10,Married
59.258703134740536,Female,160853.87426384725,57.341047526596185,10,Single
84.76177136864032,Female,149982.06991460867,76.50066353135074,11,Divorced
67.35900198078481,Female,151931.12108971586,70.57768526336766,10,Married
77.07428601368883,Female,186054.22564527823,67.1278856053899,12,Divorced
11.584206512686407,Male,88112.33156848454,17.254701871257506,6,Single
24.1361141147095,Female,92966.23215734518,33.437923566961196,6,Single
77.89939312923212,Female,120673.03740557977,72.26788441099882,12,Married
66.49495925772086,Male,188385.684633005,49.874290465075475,14,Married
61.51197715602204,Female,144212.43469085766,81.53085675763158,9,Single
65.53562342215328,Female,165570.6428221693,70.1139872257582,10,Married
59.060739430626015,Female,161707.1604506745,73.30895293841289,11,Single
52.129668993994635,Male,155084.38754814773,59.88517535911322,10,Married
53.32419750941932,Female,170022.03125517344,73.78015852810734,10,Divorced
70.63827583304014,Female,158514.46348299683,70.28313931001554,12,Divorced
14.12882148250138,Female,79978.56925896264,10.266725960779631,6,Married
54.857304343807854,Male,162657.00696751324,47.509889564908704,11,Divorced
85.09931146293533,Male,74367.27152396226,86.97280689177887,6,Married
7.735761190948864,Female,93189.86885286267,-9.313826406853014,6,Married
71.00921327535457,Female,63714.17675516157,72.4404756256925,6,Single
17.066862095602296,Female,94386.6147947135,14.03258197476116,6,Divorced
74.91321396714278,Male,73038.24116376936,59.0572897427832,6,Divorced
78.931801958541,Female,181825.98004344935,76.47590704605962,14,Married
65.99456584278357,Male,149059.7937685955,67.93821324592935,10,Married
77.0262197002964,Male,179714.95534067374,80.50429605096284,13,Divorced
83.81952342127211,Male,165182.81692159502,91.1517598883938,13,Married
78.86124710600929,Female,61400.22511580285,90.90713176500603,6,Single
74.566863415499,Female,50854.158938427965,60.250973141603644,6,Single
79.72812668614412,Female,54649.06456888691,78.93554956517286,6,Married
74.24170191869048,Male,70632.97176984586,72.4844686779291,6,Married
61.4177179073913,Female,157404.81403274924,73.33170750256363,10,Divorced
89.42608136025277,Male,134757.68516464572,65.88261288123806,11,Single
78.90043039215071,Male,131469.30412366867,86.71864609651232,12,Married
88.15000006314995,Male,48506.03391741065,89.92416999829183,5,Single
77.66483356210622,Male,184166.85688647028,74.24270222889575,13,Single
81.80597601167693,Female,79257.5768129729,88.42615788000568,6,Divorced
86.19753302174819,Female,68854.5831026907,95.99044561544441,6,Married
71.78539532709335,Female,69798.98174996398,77.8565370700017,5,Married
74.66075528159467,Male,65377.14823911459,72.34488100196543,7,Single
16.660152267301363,Female,86720.34494669721,11.395017458764963,6,Married
81.13264507300366,Female,78815.43543305212,84.42091650120217,7,Divorced
74.54205282131561,Female,76662.97640584358,72.86883748997894,5,Divorced
68.12587732870271,Male,149262.9276602608,78.16442826314865,10,Divorced
84.99826643936784,Male,50018.86219246984,92.07344832642079,6,Single
11.535938938526023,Male,79970.98322969656,-10.692847489292738,7,Divorced
59.319168504530225,Female,170542.84620364488,53.33243965210824,11,Divorced
80.70416998432938,Female,155342.19689775055,85.47940894425506,13,Married
84.70558742151948,Male,141345.7949129992,83.46311482724654,11,Divorced
12.876354625053516,Female,79284.37059543072,11.266228821076611,6,Divorced
25.028860464038694,Male,80821.49637786698,27.935887551309854,6,Single
6.336383884565564,Male,87926.69526266816,6.807197818607981,6,Single
63.82728457409177,Male,154937.65329540774,47.674142837969114,11,Divorced
82.38147041201314,Female,185898.51175073042,74.36484346913383,14,Married
86.9344074821071,Male,157745.1835015585,83.83604526353307,11,Divorced
71.00445923729968,Male,154608.11475761762,73.39053102142599,11,Divorced
64.48914445164685,Female,62807.495960088905,47.80020072755572,6,Divorced
67.80717733698884,Female,75740.33259254918,73.70379008137706,6,Divorced
80.59747374922466,Female,63066.375006067865,85.85939363262781,6,Divorced
68.77859803805477,Male,155487.63364834804,68.29019069326027,10,Divorced
16.770368258078598,Female,63744.34656719516,26.212257309557693,7,Single
80.45659181730373,Female,78803.55793605134,78.63944076858671,7,Single
61.78463368423499,Male,146128.61815381455,53.73815469448652,11,Divorced
71.47299193901365,Female,148696.9806348706,79.68118438781086,11,Married
16.836714092010347,Male,85583.54558122106,5.417189860678896,7,Single
31.58467502013257,Male,83896.0236635718,31.709995838262113,6,Single
7.028077282529452,Male,85015.21808723942,9.899289764180118,6,Married
18.38474788064361,Female,83307.63793738073,16.847431016146032,7,Married
72.15198194753496,Male,62743.95253567514,68.93174615372284,6,Married
83.76950829781147,Female,161072.81633855228,95.49187008133532,13,Single
84.88069037594633,Male,138606.47313469966,81.2047002062472,11,Single
24.606843464688964,Female,88910.254479261,28.850070553025805,6,Single
81.95917146661668,Female,68597.9124044163,76.9730324265812,6,Divorced
76.6958062215115,Female,68258.1109510335,90.15583998380376,5,Single
79.49931101547531,Male,69768.24669430038,81.15019196000878,6,Married
67.98324001596228,Female,64303.178557771855,57.69501436542269,6,Married
86.2088676360209,Female,175305.2476163092,73.80247967863731,12,Married
67.2494307046378,Female,144369.44910952612,70.06930002413736,10,Married
83.34807776268698,Male,87902.22424016285,88.52256388228727,6,Divorced
86.10146094051625,Male,187204.57354120165,85.24418877263595,13,Divorced
20.401087101403917,Female,83085.53312311016,20.20652228553491,6,Married
87.85751464994982,Female,50917.48574203608,86.98732337580861,5,Married
77.53524379611196,Female,141439.6415086033,66.19095644965309,11,Divorced
82.4325532736235,Male,85754.90908284218,78.58211910283195,6,Single
75.21159972083362,Female,183038.82816338103,80.72349673929689,14,Single
80.8202553375884,Female,79361.4716485698,77.90496522354321,7,Divorced
55.631120166583884,Male,150089.51877760424,62.05935575577014,11,Married
10.641481188036359,Male,92962.6793392956,2.462845120431787,6,Married
79.18054005724538,Male,64520.525235170426,87.84040701917289,6,Divorced
81.02742431642586,Female,196810.88162561465,82.67233701329472,13,Divorced
83.56442936912222,Female,138134.8253616976,80.55264756519722,12,Married
86.81799729042959,Male,130043.98684968986,79.22747421997377,11,Divorced
75.67387376880012,Male,181365.95355393243,68.84206128148033,13,Single
13.563089886324931,Male,78833.71214701005,16.85257087537558,7,Divorced
13.422209734668435,Female,82819.22294609957,16.57955751909467,6,Single
74.52979217645867,Male,78864.1798279715,76.8453308124518,5,Married
74.37277319340826,Female,153887.45836300598,82.1909571433821,13,Married
84.94909957577872,Male,187963.87296620902,90.9301561725614,13,Divorced
83.66958652737803,Female,148494.82071671184,89.18095381011686,11,Married
90.79566396700795,Male,142348.01032507382,90.64479199913103,11,Married
85.95970808469419,Male,139781.24777490736,82.53500571126938,12,Divorced
89.94989112129534,Male,143978.3808774287,85.47934834637086,11,Divorced
73.19728550819325,Female,170356.43505024153,74.56776770450102,13,Divorced
85.1646269829361,Female,151870.60057277366,83.24491661026416,12,Divorced
89.65254548571977,Male,71510.63704727424,99.84597311154522,5,Divorced
87.82827378833868,Male,154381.30493273214,90.05031967961784,12,Single
82.64721307035927,Male,63574.29151526674,87.62085303650025,6,Married
86.52439832508671,Female,140646.29733844887,88.61620668242205,12,Married
69.84211838979047,Male,67518.97329823572,64.72212704215008,6,Divorced
78.55127894591507,Male,71102.7494044827,72.09077418864229,6,Divorced
72.2961810212084,Male,125820.47096251321,71.97107566140585,11,Divorced
78.9018580300694,Male,133356.9390384415,78.81549954681884,11,Divorced
27.626435623230194,Female,106808.50718388458,18.30466561249968,7,Married
80.04146168219907,Female,149520.90571813626,81.2610313796692,11,Single
18.164569144759426,Male,91037.92168768262,29.384288480898864,6,Married
78.572034587096,Female,123449.60900869386,87.50076743679529,11,Single
62.79292810878563,Male,78700.54248748618,71.46965228041145,5,Divorced
99.6261522617454,Female,146901.9094370301,110.79163015940216,11,Married
96.34913958958568,Male,153313.78784313583,93.70749353087344,11,Married
29.193848186843006,Male,83687.64803068512,33.3138234864956,7,Married
14.981191357157165,Male,74230.715822624,7.304686423364325,7,Single
85.82375714729008,Female,150938.25082454347,78.71051531956314,12,Married
90.59951363754034,Female,136946.96752406546,101.12607007024484,11,Divorced
75.1428190688004,Male,172207.2740483432,74.24883555195332,14,Single
74.81659337977464,Female,162299.92914274868,70.71989514960408,12,Married
80.08666571661585,Male,56850.84546516734,83.38316044223775,7,Married
56.26994205953125,Female,143658.6595615551,53.446994403655054,11,Married
73.14724996093221,Male,56240.19686082442,87.50575157754764,6,Divorced
65.50360557175152,Male,156093.7825993763,74.56471536697842,10,Single
19.56524941240619,Male,96330.04543597918,17.394491060543363,7,Married
86.05623558188105,Male,136049.7983997691,95.35264872657984,11,Married
69.18621018711666,Female,92075.11930391054,74.69597672769913,6,Divorced
94.9462535893399,Female,131164.72214358728,104.09200989861682,11,Married
15.680244583459285,Male,79745.12486522524,34.49535212671057,6,Married
12.424603141214803,Male,88028.74218518978,12.528909572411717,6,Divorced
75.10582941545985,Male,168629.86411754903,74.21687415174375,10,Single
62.56112230303764,Female,146641.37160844394,60.863782496400084,10,Married
64.12798201617369,Female,72112.77387814732,83.79213415776483,5,Married
74.18862062496291,Male,172755.50853503574,84.79927824726451,14,Married
21.123985276905664,Female,91616.2216835696,21.23117418245482,6,Divorced
89.16377028861817,Female,162185.2152774272,80.90820311125643,12,Married
18.88355172448496,Male,86447.91083277477,37.78378917955236,6,Married
80.86007966986304,Female,76230.10960717843,86.75506800340122,5,Single
77.77913529831865,Female,126092.85138684105,85.08548693067405,10,Divorced
63.7044316696678,Male,146116.60413685322,55.124759858523305,10,Single
73.84636241498487,Male,120419.33223305905,79.01789361505882,11,Married
82.94804673537158,Male,174510.26006771775,95.38560616616871,13,Married
21.30502013488813,Female,86598.1149340466,21.35642048188524,6,Divorced
77.74032953980777,Female,176802.3937970755,101.8977989873992,14,Divorced
79.85544280942291,Male,178722.392857554,88.06262160359012,13,Married
83.15113838008035,Male,178333.73623471998,71.48712818959461,13,Single
9.443745379394038,Female,96000.99142001724,-10.613098537310854,6,Single
83.61102184879282,Male,56374.670194618404,93.45099301460328,5,Divorced
72.11285405997432,Female,48470.49379544283,72.7771427210497,6,Divorced
15.74313958307863,Female,92127.3762047293,20.124735400814178,6,Divorced
76.78695635583249,Male,186943.68577121798,86.60296093764111,13,Married
84.93550193968653,Female,73835.13173528784,92.61262123236088,6,Single
64.65279297231145,Female,161642.86399464836,60.25641144195128,11,Married
83.90246492082112,Male,143354.02818893595,89.91619771556326,12,Single
78.08716979409601,Female,162751.77503936633,91.88890625065393,13,Single
60.24322546973668,Male,155669.24474118315,50.27202027378251,10,Divorced
12.214625645379158,Female,90762.06716026497,5.241256336827121,6,Single
83.82983531008307,Male,171787.22699131686,78.88491918468041,14,Married
75.08358863530638,Male,182967.77719647638,64.73026356798997,13,Divorced
20.539730324506458,Female,77932.49244391007,13.26322906815494,7,Single
49.17585751120146,Male,163964.40305544384,49.4173607267971,10,Married
86.06086969823609,Female,68105.75037630062,79.00342373629826,6,Single
71.34291120495432,Female,197794.01990504848,75.36551783471072,14,Married
81.73970255047743,Male,83440.21679747436,93.47492478730729,5,Divorced
84.03216065294316,Female,186057.05163904766,97.25440906601236,13,Single
72.78450499808814,Male,177501.9920732541,79.07513152659729,10,Single
20.51815702210972,Male,92044.69666145276,20.736754876823237,7,Single
89.58319890402875,Female,131721.62018107317,87.55522097514174,11,Divorced
60.02232277071542,Female,167813.90018023903,71.11187118953563,11,Married
66.58845138706057,Female,173308.49217967456,71.86641870304581,13,Single
86.1632961978879,Female,70188.07554459166,84.81652830210999,6,Divorced
5.7918049229722826,Female,83396.36481842017,15.58388736242844,6,Divorced
86.72973767146097,Male,150961.72332458038,93.52637131404339,11,Divorced
71.29909094801279,Female,68624.91865450688,60.77642139782246,5,Single
73.98142933741316,Male,130668.38287324006,59.976958417203186,11,Married
76.350523094344,Male,69676.06456061604,85.72141971473457,6,Single
6.084932706210353,Male,60964.42757734653,-10.275957995320042,5,Divorced
29.96675895210562,Female,80444.9992999013,32.150479394017616,6,Married
29.56999522778719,Male,86015.64117393305,33.318795114031815,6,Married
