pricing_strategy,consumer_confidence,promotion_effectiveness,financial_circumstances,product_quality,distribution_channel,Sales,advertising_spend,demographic_factors,Season,brand_image
61212.813459461,0.5152922926753842,0.781188595773443,1.296687637644513,8.548480068674909,Retailer,8097.708786146716,4699.172301066962,1,Rainy,1.0026655775501658
91187.41025867015,-0.7523797979674587,-0.45987870699372413,0.5407135266805709,2.7715119613407078,Distributor,4273.666128636969,5123.911508319429,0,Rainy,0.5747236685639613
68596.37436361403,0.43273121366299133,1.6129953626539475,0.3594833796274322,5.1109438284868345,Retailer,7348.393098922201,3662.2877643951642,1,Rainy,0.05044316058702136
53967.87708217553,-2.473586600736643,0.4891984559491442,1.1575078701009311,3.0216536962482845,Distributor,2205.691992117786,4801.590503538467,2,Summer,0.09248986386046795
15000.0,0.8121099599043495,0.0961979342154067,-0.7947848222141193,3.8511223647078134,Retailer,5457.266793310491,5570.434394279757,0,Summer,-0.8955552782866829
35727.59213791104,0.24458062121042018,-0.20419186798919564,0.259346233257829,4.143901011790755,Internet,4723.939510486871,3308.7006104442607,0,Summer,-1.3094099894898112
60310.19277302794,-0.6022305812153204,-1.7467482988309069,-0.2732744257075799,6.514897604897655,Retailer,7086.1664274682125,6387.931958891647,0,Rainy,0.0844864031522153
76636.69831240753,-0.7007282610652912,-0.3726366912663936,-1.1310645829166601,3.2893000460128112,Distributor,5190.541288879022,3652.6218451804943,1,Summer,1.5686052611710188
64242.05477847079,,0.14462873644083782,1.0619386844042464,4.286854296161045,Distributor,5531.243607712068,,1,Rainy,-0.483537272756582
68383.00400588974,1.1273611840939364,0.40111786896879065,-0.37081849219734103,4.419845333591829,Retailer,6652.6987280106005,3054.0947505663034,1,Summer,1.1361967126352754
66782.562801856,1.1586144309591648,-0.5324430341893472,-0.20486529286565527,4.725234348601662,Retailer,7258.795369340047,6728.132532944621,0,Rainy,1.1414868948002026
48982.3875166143,0.16042203604451338,1.1253158496084001,-1.4135742833376979,4.903646226685644,Retailer,5483.106758685778,5187.763848436452,0,Summer,1.7221689509399092
61977.10504557584,0.7732720298807289,-0.3587126189569259,1.6649851713731674,5.540370145500904,Internet,4597.895529009551,6181.986543480006,0,Rainy,-1.2698699094086594
64608.73526571748,-1.758193956095412,-1.9438786011782236,-0.24057602359939365,6.162030507961181,Distributor,4756.927927080578,5217.634972306128,0,Summer,0.3554149391417736
55929.75279163718,-0.23788767863645371,-0.38893322136296854,-0.37266844471719773,5.5992557190503165,Distributor,4808.148873887339,4193.509639524987,2,Summer,-1.1725487542112232
67088.11439402684,1.970731765836693,-0.39032489752454463,1.4222033685244138,4.208738598643886,Retailer,5445.034147624432,6036.079793089802,0,Summer,0.09930734568721773
60964.00454797417,,-1.1047533031369872,0.6081682494883083,5.034026685979306,Retailer,6625.57674317201,,2,Rainy,0.5409313302424297
71794.13641568352,0.11645591705074325,0.02316981502446634,-1.087526804378088,5.4500926944720485,Internet,6012.25015497459,3295.840050628507,1,Summer,1.5296443887448912
67424.33495788617,0.8010470734486222,0.15526125460542559,0.7117377409329413,3.5283685329347017,Retailer,5341.893266722592,3779.132511771842,0,Rainy,-0.6219623553159612
64250.92707505848,0.3104164295641971,0.4423820089904248,-1.0387665631132046,7.410594122013233,Retailer,6999.193229365695,3647.5384835612876,1,Summer,-0.299283280249851
49338.256201401804,-0.678168545697462,-0.7582778422352596,1.303940074520732,5.027088441543149,Internet,5215.072459122577,4948.7816585966875,2,Summer,1.3703699316243338
82228.95393473085,0.3806019903816883,1.1664540836181108,1.4976407058781935,6.4523953466116675,Retailer,6692.117894235274,7304.318573753284,0,Summer,-2.149559275700617
55768.32617673947,0.9241765619579558,-0.2705177853055257,0.266577268902161,6.178448624989793,Retailer,7181.879820759047,3486.166933358746,1,Summer,-1.1259762185299123
59084.50157400983,-0.5751246442100738,-0.8931642282966522,-1.021542133276351,5.935618636336478,Retailer,6177.903475094981,5096.232754659158,0,Summer,-0.02157668266133428
44476.3954501031,1.5301189848550725,-1.2476515089169136,2.0000017667476966,2.894767881764766,Retailer,5143.052362517284,6612.74194122159,2,Summer,-1.237510890049963
84231.75506056592,0.3569029614333205,-1.3638169464160543,-0.3058449686092995,6.068675217875994,Internet,5547.617820408465,4958.8787314263,1,Summer,0.37418238259496406
62866.74202709801,0.2759558746107273,0.20632759924610164,0.43883178045176663,3.720125754915495,Retailer,4541.127181728819,2882.8506305651845,1,Summer,0.4505965909022234
58251.72594366687,-0.48558676341109525,-0.27738008612674114,-0.11930075022460006,4.117951283019763,Distributor,3887.407243447364,4962.631644271173,0,Rainy,0.14295246567886827
57761.78532461512,-0.32993249611583675,1.0770883831753326,0.24655433519602138,6.031190310133814,Distributor,8231.856862583103,6669.264089050048,0,Rainy,0.2704555483936266
49526.93249440557,0.11230122817758822,-0.18371509292727353,1.601863231104256,4.228455361209121,Retailer,5776.334707863939,4254.163296035004,1,Rainy,0.43030627627366025
43537.77415286522,0.012157243708931465,-0.4680991068002689,-1.3103081592316435,6.547334621450193,Retailer,4889.06357784625,1453.2351659641936,2,Rainy,0.1964541710046235
47649.197240183974,1.5333866027804444,-0.5548463052138545,-0.09389042073719321,5.064711430710117,Retailer,6694.890690165835,6836.515379017079,0,Summer,-2.1012493962127365
53998.545809865405,0.0494262887794579,-0.804918294417569,0.28537511365047713,3.983818202943452,Internet,4122.45538975825,4952.901226112396,1,Rainy,-0.5230449802416217
50100.72514649164,-0.7917290650841788,-0.2627171720278116,0.9778148745847665,4.684659694862451,Internet,5469.9130096691215,3996.5659204692306,0,Rainy,-0.40362770538294007
51984.78233176373,,-0.1622296974489481,0.6207679837329999,5.4262459375803545,Retailer,4807.445849967215,,0,Rainy,-0.23642894363035238
78811.9665765972,-1.2586002295290395,-1.6984411249047326,0.12340654062927742,2.9740235138256037,Retailer,2513.6628582975404,4633.548915455169,2,Rainy,0.9366535866667058
52288.58186573094,,-0.17370718562988005,-1.5159591282630571,2.3328826983783726,Retailer,3755.832763742248,,1,Summer,-0.11034829800053295
64654.11365126009,0.7889594327894975,-1.4253441520615295,0.5297561746140457,5.106398573456575,Retailer,6233.64128636596,3460.6334994549734,1,Rainy,-3.350897410613447
85463.05740098884,1.2705899211456837,0.12270918190218644,-0.1778915645872217,6.238516630252181,Retailer,6146.468232873632,2957.545470518904,2,Summer,-0.11100600614566729
54556.18069790091,,0.44835303983328295,0.9118536760263013,5.415019971521376,Distributor,4823.168461630727,,1,Rainy,0.8446916567357207
55852.97760342922,-0.08359478929795705,-0.8928699623336912,-0.038640327552422846,3.8761494200318203,Internet,4914.46208324199,2753.1409149349574,1,Rainy,-0.1513905341174151
63191.519888673654,,-0.7176058374766504,0.7793420426290881,3.646713952240722,Distributor,3442.9730811909467,,2,Rainy,0.1351815397239437
60648.42459286537,-0.522741765480532,0.009199142853607439,-1.3376518002532412,2.4126005046995123,Retailer,1991.760563273975,3248.538137317545,0,Summer,-0.36774602183154764
69276.0913284532,-1.057363164473351,1.0060197851431047,-0.43021118157690696,4.202027082634474,Retailer,4256.504796219151,5905.7474815332425,0,Summer,-0.004973976788000126
84435.50368561159,0.7291759521277403,-0.6545586197723866,-0.46573584871625057,3.731966242363143,Retailer,4733.978074983781,4426.795766745711,0,Summer,-2.682549194282244
50978.34100640399,0.39351278821728464,0.7894516892397477,0.9028510616463804,5.955084076513679,Retailer,6087.4497933030125,4285.785430937536,2,Rainy,0.23035231370188114
59271.48762627327,-0.4065578058675608,0.9422324923390547,-0.9033819795900353,4.714571254714153,Retailer,5416.959158157001,4786.807853498359,1,Rainy,0.382960639880663
38084.77337218021,0.14608483705101147,-0.6380814609960925,-0.13412034783257792,2.079980241048919,Internet,3099.4223528305324,4502.045729810622,2,Rainy,0.6341335539144004
53721.167329945034,0.9445084565275109,-1.0967102944125342,-0.19526593085805333,3.3569715882506626,Distributor,7344.462846350181,6871.262092785521,2,Summer,0.056729615987307934
34714.825900858385,-0.4741962596068259,1.7005399375814128,0.7939780957553076,6.759874579826626,Distributor,5087.354383168599,7560.776015972448,0,Summer,-0.08331145660659099
55472.02948728735,0.04011002586568546,-0.3771819859584836,0.2189915040948997,6.477043558619759,Retailer,5325.320586086897,4434.881299918139,0,Summer,1.0900914935605814
72936.36462773258,,-0.920050045225611,-0.21083678769086528,3.9224916513569923,Retailer,4157.500255802287,,1,Summer,0.7327635378565929
62321.88419088172,-1.0215954111916092,0.25713909483102054,-1.3398712326063278,6.809867425182804,Retailer,6394.678331745403,5037.131338119721,0,Summer,-0.6714448363817318
64905.217328874125,1.0223179601870216,0.22231560858784608,0.3421561296042552,5.933483687940578,Retailer,4080.8185937148014,4137.649802263166,2,Summer,-1.415415011280254
44824.359045959354,1.1343634368991944,0.4250234008243624,-0.4347034904938417,6.696826320617958,Retailer,6409.96605015203,5098.61945641962,0,Summer,-1.5970651284420678
45420.55777906089,-2.293037495871587,-0.5926801509909551,1.2725694702604395,4.126238987925996,Internet,0.0,5208.931958184615,1,Rainy,0.6049582604405075
63975.64803976286,,1.5536928226058535,-1.0619561778584445,6.116451487018939,Retailer,6303.075543537551,,2,Rainy,-0.47287314901989397
73537.42664389157,-0.6854791360432237,0.5487294355823649,0.8388743920017735,4.20778354327996,Retailer,4790.4377494684895,7079.457599333538,0,Summer,-0.9990533719124386
47825.24653727185,1.252034769409599,0.14975493229771503,-1.2835114113696122,3.7621045066069554,Retailer,5615.818450772537,4726.06069725249,1,Rainy,0.15996069656440498
44171.529434840275,,0.42157498431391427,0.12108352754253111,4.586320677606716,Internet,4334.476680976439,,2,Rainy,-0.8553514524216322
77722.64642100026,-2.2124772310670444,-2.296763110866856,-2.460526572396614,4.980226530900824,Retailer,2996.730659404382,7266.690106854721,0,Summer,1.6397536259280399
58537.872700809996,,-0.1142556831789843,-0.3880406123957426,6.919574407419588,Retailer,7369.399743663754,,1,Rainy,-1.3197223441810553
59379.00323031816,1.0927057455898421,0.9951006924875485,-0.624450356159842,2.0763703285292365,Retailer,4368.500724269364,5758.768423674694,2,Rainy,-0.3617369710216592
53782.50965378912,0.049302049969284306,1.211761709200492,-1.44828261608619,4.648904045674508,Retailer,4023.6198404308607,3665.893465843159,1,Rainy,0.9749701161749414
56362.14346554065,-0.582818741410428,0.5649443100789378,1.043082751784557,7.112892953234113,Retailer,6380.5215651497365,5077.624070783422,2,Rainy,1.0500164967278236
60118.87024335045,1.4200663266592222,0.26989416889093754,-0.9725074823110537,6.722857254121968,Retailer,5584.363250532365,5973.678215190495,2,Rainy,-1.2388078662581588
57905.501481797146,-0.7040445630887584,-0.3688229268600848,0.4423869308528649,5.680752658627597,Retailer,5953.002327495321,4322.72623349746,2,Rainy,0.05096851489633304
75288.31732974082,-1.3410587463004449,-1.0343375936936439,0.13280250115413136,4.385962769381762,Retailer,4620.030012685025,5890.306415964045,0,Summer,0.2873210444076815
49346.47070149111,1.9164388456897192,0.46360752906191083,-0.7226075601799347,5.234636965195822,Retailer,6313.695022892106,5259.282582473122,1,Summer,1.68006646668614
82205.42589980597,-0.6129766867116064,0.5916703837645872,0.9465118627345217,4.9277203644624565,Retailer,5202.829036263522,2439.5954170343502,0,Rainy,1.6211080752163298
56217.17563035246,-0.9620779267788462,0.03857622180114764,-1.6433043554346893,5.724161566713059,Retailer,5280.865190310307,5982.642312387897,0,Rainy,-0.029186197890157972
61459.56388972065,0.7268085939456204,-0.9533557403677746,-0.11595689539747799,4.2964628507307285,Retailer,6764.733313363831,4231.077683354407,0,Rainy,-0.6769572250546776
51558.735275234525,0.3391581758853023,-0.9238714103502764,0.8740329375416839,6.517560829197142,Distributor,5544.3960446990195,4957.8640832497385,2,Rainy,0.1916285555608202
53732.37825773719,-1.6420384457252422,0.04570331272989874,0.6127109291778529,6.221301305930953,Retailer,4409.4306869142365,6425.365240272467,2,Rainy,-0.5995884330897722
76559.68263385259,-1.0129859645817878,-0.6986318941242395,-0.2569869830965971,6.6937044665598915,Retailer,4028.376971286374,6991.161620826122,0,Rainy,1.2970818994843918
58253.00461442129,0.8962187724390209,-1.5209466347677765,0.7100084463602168,5.7596448984599835,Internet,4638.514687682153,4574.816382267884,2,Summer,-0.3464407624225135
58829.64883349161,-1.279999745406046,-1.2911327033659703,-0.7558454584843027,7.312434655753398,Retailer,5644.121765867275,4593.135878082647,0,Summer,0.456714629586209
60065.108858404856,-1.389581562640683,-0.5555103986378057,-1.21622301966346,5.665024776704145,Internet,5336.269861560705,7248.283065530396,1,Summer,-0.22786830554043544
65029.42318715024,1.1901587894596446,-1.9188792455559707,1.1226565346149577,5.2820734994148255,Retailer,4337.863587643417,7813.93155618727,2,Rainy,0.029845725221878536
55250.7503184249,-0.4504897238940524,0.929933445426247,-0.9794212416551189,4.726556896132506,Retailer,7117.705250818024,3312.5130211982296,0,Summer,-0.9151460766361914
46810.723036596115,-0.515185066024258,-1.6339930456246774,1.6262365410314055,4.492644478624187,Retailer,3431.7571291128647,6168.605792456527,2,Rainy,0.4869335843916991
63201.29898875391,1.02004849764491,0.11898026881483223,-0.1317525905625221,5.033564803280826,Retailer,7468.436938216413,5828.378051891116,0,Rainy,0.8231628244181644
59628.26390780222,0.12008698217740016,0.3952822719206817,2.5621723649612265,4.167563006519486,Internet,5545.36467955603,7806.35925460998,2,Rainy,-0.706905288196034
81651.13035833722,1.7662776051732334,0.8903092610587976,2.7922620227413995,5.572362339850351,Retailer,5604.1526030291425,5749.517194070941,0,Summer,1.5743915259905397
57161.46047228734,2.44948325705724,-1.4566001839923814,2.6640685244741205,5.761806205794607,Retailer,5965.815697556555,5737.211730344423,1,Rainy,-1.596593419833022
56250.85042704783,-2.021631604954444,0.07340831241804024,0.6909746099637436,6.563910533519932,Retailer,4726.424098883401,3074.111280204209,2,Rainy,0.10408874787361044
91334.44474422929,-0.7250253825805054,-0.410087843482871,-0.5298184204285121,4.424283367761326,Distributor,4456.775094750024,5492.9172823237395,2,Summer,-1.0689869522365063
56116.11363170337,0.16068803059823908,1.559371565708626,1.800372987803272,5.394105255735287,Retailer,6322.532940631798,3621.1279286353256,1,Summer,-0.8308159124850384
53816.475618622295,0.2102532036969861,0.25559840101934006,0.030822060516445225,5.656630870441177,Internet,6047.671537621641,6040.863685291324,2,Rainy,-1.1521547387490165
48383.40812981213,-0.3807008804647554,-0.37013991771226157,0.480581857609923,7.8252772381591456,Internet,7789.976821735641,4884.962055142181,1,Summer,2.0493728497203256
50022.05370718816,-1.014043287294995,1.112531150101399,0.350175016111893,4.83795404283328,Internet,5739.575234305612,5090.374115167691,0,Rainy,-1.569413050728625
55089.95843470133,0.039144506797143756,0.5972512300616029,0.4576414727634495,5.03786727689846,Retailer,5385.208924042655,3764.531303058041,0,Summer,1.0489905883381434
52075.540083085885,1.0386445829290838,-0.23727894103723582,0.5226174925741135,6.577380767677456,Retailer,6857.286047518775,5297.023010567113,1,Rainy,-2.318022345210747
78476.92800441428,2.3193225687914305,-0.812338498693886,0.5101698003945558,3.251719944564331,Retailer,6618.024111645512,5266.759601859425,1,Rainy,0.8931309487852367
83237.80827680892,,0.4109437516792851,-0.14126514108673344,4.8100354319807135,Distributor,7540.969869992267,,1,Rainy,0.08366775480159656
64603.499491608694,0.15718539321505018,2.806558915045322,1.3473211784311023,5.943502190839156,Retailer,7046.685512973733,4588.689965512366,0,Rainy,1.7215219308184062
77165.63559592937,0.8109245856454891,-1.3079513458120247,0.32539737547630404,5.659108775188862,Distributor,5299.344501375068,6493.019549374704,0,Rainy,-0.6530304279171
54353.197711933026,0.7280229470613401,1.3522114643668721,0.8826185738488372,2.329460319921112,Internet,3887.1455718624657,3234.556651354883,1,Summer,-0.08314382851435881
60526.89728490316,0.9516693713655469,1.1944206157061623,-0.9076721626992492,3.546129707356819,Distributor,5286.501476364327,3792.181290407875,1,Summer,-0.049175613816764524
51876.8632734222,0.8218010346711494,-1.0594821188881964,0.49328165125249634,6.056145712898752,Distributor,5690.85236930497,6668.253951607405,1,Summer,0.7368126913217138
55170.91577437513,-0.04142301967156911,0.777571944109565,0.5976794268831105,5.3868620837986105,Internet,5766.757971889027,5295.456034679488,0,Summer,-0.08465525794362017
70880.04044747572,1.0251980582095852,-0.9510588211278426,0.280100113941806,5.016289116685586,Retailer,5995.011930247027,4267.693767615666,1,Summer,1.8496194940751538
53514.612537663816,-0.4838275985532357,0.9031602043769538,-0.19650241620689188,2.982071413274391,Retailer,4771.807249582002,7194.743666676508,1,Summer,-0.41247344378701156
80270.57528163145,0.12478988348683234,-0.955840986392985,-1.3070518380976577,5.821303300598546,Internet,6249.24526341136,7166.802203154061,0,Rainy,1.6511500286368495
59169.27461250254,-1.2368090386365633,0.24847770811721143,-0.8910496576711248,3.9517503109188548,Retailer,4718.627209514283,7757.915187950453,2,Rainy,0.16895040369292005
42772.16848019764,-1.4152371675392732,-1.1482966300978033,-0.9860608028386058,3.2182004456688142,Retailer,3831.7536534116816,5885.167484787356,2,Rainy,-0.18691625568361375
56803.161966739564,0.1467789318562202,0.384699869281262,1.9292647919315045,4.691275975507659,Distributor,3960.0210175480966,4666.056159125716,2,Rainy,-0.7177388946922422
57465.33133645752,-1.1564601507297543,0.07519484408012805,-0.0579625502677011,5.519056178113174,Internet,4441.6316856489475,4756.927990994077,2,Rainy,-1.8276967827024948
71302.69294712473,0.26642971440037094,-0.3714297372714348,-1.8699374637005577,3.3640934663027364,Distributor,4296.6265599640265,6350.500532091309,2,Summer,1.6063868037533522
50655.433905072,-0.20457696094051003,-1.8272141510905568,0.8200596924541641,5.721111488464889,Retailer,7234.219228091189,6115.147189497966,2,Summer,0.37415308868795355
45675.4262840949,-1.0835758011545074,-0.7977689700874111,-0.30841509505383286,5.943468260596682,Retailer,7243.750295763953,5554.508984561665,2,Summer,-0.07788105651776019
56385.57495789792,-0.6365829470638152,0.28998281991581804,0.8473299681144988,5.384153661025425,Retailer,5413.630732826651,4367.94856043143,0,Summer,0.22263483524909788
56065.53698872661,-0.6926405345376504,0.8162716290414125,-1.6627645775472195,3.8530398729873214,Retailer,3483.407303821221,6434.409783028975,1,Rainy,0.8688293714063217
43092.03360731965,1.2003532538186283,-1.0843127258428114,0.9011281625638052,7.0863056853321975,Distributor,7565.596076736729,4419.000530482025,2,Rainy,-0.47692914221095595
66986.32557405549,0.41308952536310367,0.20782309213347525,-1.470949171228227,6.88987305111451,Internet,7523.514325523489,5705.969720257241,1,Summer,0.8803908443227043
64768.496823772024,-3.22848020229651,-0.540600065148322,2.579495991455147,6.131176374382023,Retailer,3693.580513709875,5863.40162017294,2,Rainy,-0.42061001521343166
48460.535059671856,0.5979949577024533,-1.1397754328228427,-0.1648623361462949,4.5111837651719355,Retailer,4094.6626628884405,6557.416689161895,2,Rainy,-0.18956506918455296
51144.98384993629,-0.7875312269541133,0.45984442074829,-0.4676093929310688,2.8937890270009485,Distributor,4764.165997840054,5221.413031672555,1,Summer,1.4014263067435135
68057.44563775943,-0.21895777018934548,-2.820981805694315,-3.216067267948668,5.4972804922419325,Retailer,3683.924943013736,4092.3749749901635,1,Summer,-1.670697757974842
75907.87452765595,0.37566257865712416,-1.9193233638621197,0.48480697911207943,3.8900558055518415,Retailer,5914.970129358874,4105.34433323186,2,Rainy,-0.6172680400209143
84715.48436534642,0.29407188486143027,0.034147795032651564,1.1042457421041487,7.7776936875619125,Distributor,8514.648065054043,3846.2244164802178,2,Rainy,1.216061443618091
74397.60709769862,-0.55432018488498,-0.14603602560943665,-0.7621322303431984,2.471248234097806,Retailer,3096.20863567904,9110.231372039065,0,Rainy,-1.727819033309054
61278.558323372345,0.7666633480924177,0.17506400947632325,-0.2038718995936021,5.587919340874041,Retailer,6360.364328656569,5871.891977020602,1,Summer,0.9952888778701382
48856.20782999076,0.6083264538755374,-0.6094422553076491,0.6349678343583697,5.8973241199884265,Retailer,6432.350809278751,6408.384281420868,2,Summer,-0.04662909484692633
55194.76157462422,-0.19750034710167147,0.7641178131812855,0.997153126926492,7.241953292275368,Internet,6945.995264935818,5890.908789111356,0,Summer,-0.49746661030724915
51284.2087855216,0.5068153095720109,-0.012459552578187393,1.015361297493555,6.478097359867215,Retailer,4976.592357208059,6039.7123708498,0,Rainy,-1.1483438785384548
64570.58508932637,-0.9056800613276663,-0.5322482712544496,-0.17421927088970637,5.4971960856452995,Retailer,3860.229797144732,3672.6200115389165,1,Rainy,-0.7120328260432405
70006.47648789309,0.07067827502201512,-0.2009917879851548,-0.08762391819802767,6.22603810353977,Distributor,5717.726031725312,5425.239909090706,1,Rainy,1.2268181046182904
52179.80768344771,0.5762791317683618,-1.1185456960773668,2.142713209336241,6.313272221591903,Distributor,7135.774124835399,5526.736803481189,2,Rainy,0.23906608791862602
66436.18708223273,0.4980869354715939,2.4962721070263765,-1.882805290702476,4.6549229550241975,Retailer,6303.170953707876,6987.86947245249,0,Rainy,0.1014697361090233
55204.86033076701,-0.5642737352063248,0.1303936564315153,-0.1813565924864969,5.448368998591357,Retailer,4673.792620764556,6146.150818942351,0,Summer,-1.261611870439112
69080.11813528798,-0.5638504702210847,-0.6871112734488264,-0.6860502262631278,6.443109574369856,Retailer,5113.0819628472245,2030.9131817336133,2,Rainy,-0.4965888475266949
62811.36223959401,,0.9036220209028277,0.9983633197448101,7.255914585710482,Retailer,8197.963850004855,,0,Summer,0.5688855228610504
38160.158845884274,-0.15240938959211692,1.5683399618338856,0.10739669031541402,4.906627320604273,Retailer,5557.198167963287,4846.289199139197,0,Rainy,-1.277044998275579
