Time spending score,Annual Income,Gender,Children age,Marital Status,Money spending score
22.47031493704251,55247.32289455047,Female,11,Single,9.043266875231478
1.8442135816567475,68093.06555207353,Male,11,Married,9.174704866331428
10.704167757057839,63296.65709632743,Male,11,Single,17.3984450063422
11.70405954040743,92335.64725718036,Male,6,Married,19.997730979424283
67.55176514560095,79421.99473469528,Male,14,Single,72.24500611795645
7.489582202398398,52860.81620169667,Male,11,Divorced,8.31688443051397
27.843470968829944,94084.52895398674,Male,6,Married,26.97770719563251
78.4166483821167,84743.06592091471,Male,13,Married,75.85686295528254
15.25949224826086,94553.69460236415,Female,6,Divorced,30.930661293023526
16.522649116338258,88382.91958519844,Male,5,Divorced,31.490381751217043
10.088768034990068,63557.00759241824,Female,11,Married,17.751855433241158
30.339975310345025,67643.70832695549,Male,10,Single,28.532579335974813
88.76428433977195,85175.64571675232,Male,13,Divorced,80.23736976197188
15.780205046782786,88746.37511887832,Male,6,Single,18.364506868369894
15.790992424094243,61903.15170174342,Male,11,Divorced,12.000497035676428
30.10213568703893,88542.37238302678,Female,6,Single,36.42470179445857
81.33352046138245,81658.22573386619,Male,12,Married,82.31360996050847
12.219462141693933,62104.20985250842,Female,11,Divorced,13.703262267925055
19.1115233407374,96328.32918923273,Male,5,Divorced,22.680746942572483
29.515068262130804,86762.21403749268,Female,5,Divorced,23.19579788873702
18.304243289004724,82751.38442079355,Male,6,Single,24.175990312615465
-9.837361241720764,61089.01598537199,Female,11,Single,11.46506830259439
82.46705481613708,86899.15962444818,Female,13,Married,76.37985182239228
19.837008961976874,87485.26979613968,Male,6,Single,26.681338856850207
10.979605492549208,66677.88978830137,Male,10,Married,24.286664582508738
32.703723021242304,34552.882442637056,Male,11,Divorced,27.044224822953556
74.93982980227959,87114.01542083941,Male,12,Single,81.083264031491
6.623740083717347,65463.007484758025,Male,11,Divorced,11.286758716245025
13.786425630565178,94765.45269337871,Female,6,Married,26.58710313522001
35.275382521371206,86417.47341305955,Male,6,Single,22.17617122653416
84.88125387083727,82688.39512199725,Male,12,Single,71.70607447555892
43.52232249356667,24613.613132721097,Male,12,Single,37.52839424924054
36.21846211195107,91324.30971748775,Male,7,Divorced,25.282768056635568
20.325937522329397,61535.869323381834,Female,12,Divorced,25.834236545496942
31.827504787520773,24836.294765013048,Male,11,Married,31.916719887188307
36.713708892691656,25071.048387371167,Male,11,Single,40.83053453315262
87.4229857190669,82168.51104776781,Male,12,Divorced,85.8115562821414
19.7567919030841,65525.82866440631,Male,10,Single,18.48971068746005
65.89240168927101,83231.5527220921,Female,12,Divorced,73.61801387346333
19.119482602499325,25528.98126485305,Female,13,Divorced,31.726350164889
18.23942758986815,31642.64652743766,Male,12,Single,29.135350749596277
31.576540541403418,57550.3915561666,Female,11,Single,23.162595950298424
40.97504749990502,20856.99591566869,Male,9,Divorced,31.520449949323087
30.617438287535464,26707.60839467239,Female,11,Divorced,34.508616069284976
25.39336630212889,23074.021610106938,Male,12,Married,33.989261417925135
84.01919880370603,77106.38732648043,Female,12,Married,77.14312369744373
9.118011005257046,58329.30366293589,Male,12,Married,17.643995884174046
97.84407967822422,90348.81914726974,Male,13,Single,92.28960080844776
99.75884726809707,87419.811789448,Female,14,Single,81.85391898103813
35.317113566339316,23696.90021430423,Male,11,Divorced,47.83249097912351
70.38593325427732,82782.26101417257,Female,14,Divorced,73.75901020169054
46.59911078389703,28835.16802246841,Male,11,Single,39.00267491837601
61.57961939915748,82622.10212946543,Male,12,Divorced,75.31599717888056
43.925376493634566,24353.905115831512,Male,12,Divorced,42.59240544722899
16.93108470971661,64321.1908307683,Male,11,Single,9.497060312118016
-6.689104009728631,63589.17204247811,Female,11,Married,4.713898150037487
78.73861900318546,82955.75099232602,Female,14,Divorced,72.19357879886874
48.369481482964865,31854.90889692437,Male,11,Divorced,33.63616352371073
24.238043638448985,91523.19205019865,Male,6,Married,18.740482110155575
32.17926089832781,22199.923317272485,Female,11,Married,36.046581614528556
38.31866860311101,25409.794033087044,Male,12,Divorced,27.176148504463406
103.3514483440007,88365.0060974893,Female,12,Divorced,84.0844706354471
16.769127297089497,60616.51706397774,Male,10,Married,11.407621264932327
25.5747726159883,56839.918293770956,Male,11,Divorced,11.848543400859832
50.78140541291591,28081.436988475474,Male,12,Married,47.31695580767366
97.39680641161799,83023.25572443884,Male,14,Divorced,89.76220697297043
51.90606188809457,22840.439349814704,Male,11,Divorced,42.5020665265996
34.236192574901956,91239.55250699617,Female,5,Divorced,27.107853942292582
26.891223214727717,90811.48497828713,Male,6,Married,22.293702196407033
18.440165503824076,20518.54078483658,Male,12,Married,33.41203015016967
51.47548035202985,87121.06226392055,Male,6,Married,32.83677009955958
24.333170662799944,88471.89448197724,Female,5,Single,41.00874190069318
13.515421584064356,65895.67686062126,Male,10,Married,16.583446979973345
16.6835256862219,63008.848529997435,Male,12,Divorced,17.99940365842905
83.43785315805188,81559.96963562212,Female,14,Divorced,73.08301961643997
38.52188991513659,27373.78622014273,Male,11,Single,26.174510207697615
19.521600921726225,29976.51261569336,Male,12,Single,24.653568562375355
20.241003556226936,64613.5697386431,Male,10,Married,19.621985952989995
34.50783203527497,27644.652664294073,Male,11,Single,39.27740063243843
86.93417915845231,80499.59774868685,Male,13,Divorced,86.24235423467165
33.74853794057913,28181.976781134326,Female,12,Divorced,43.62396686030196
76.42666716868173,84302.55435807821,Female,13,Married,91.82210445577842
50.923452299077496,81878.37439349394,Male,13,Married,65.00000982019327
18.914323320786366,87327.84221353372,Female,7,Divorced,13.120603108670245
83.2424722066064,88873.78602495174,Male,12,Divorced,85.35651299035732
26.465484353596707,55771.68791678495,Female,10,Single,22.44381482880299
64.97152097242822,81201.0132212911,Female,14,Married,78.15435135163924
44.67382750625577,87181.02396317858,Male,7,Single,30.818845174111225
34.003139534408454,89523.30992370885,Male,6,Married,32.56665419967241
87.30882762612012,89344.65462315825,Male,12,Married,85.13597909261546
40.69985156604818,93816.80944358809,Female,5,Single,35.10725380810278
42.40813422108494,23973.091858616477,Male,11,Single,39.01963103741622
21.00713179261694,92122.2302209271,Male,5,Divorced,24.802483830139373
89.15955510938815,87327.18091009127,Female,13,Single,93.16901081533344
19.72618598111937,84564.6969191006,Male,6,Married,29.698887674213147
24.828941788299584,94626.12334306921,Female,5,Single,29.874133823952764
85.0633938724727,80097.90397834078,Female,13,Married,83.97592249693632
10.246590076358341,63782.75022621958,Male,11,Married,14.363747564847255
42.18641519939321,88897.46285148806,Female,6,Single,23.335585646739283
18.123964473890247,63372.27982346137,Female,11,Single,13.170975998818356
34.85767640470762,93372.18194350661,Male,7,Single,33.564932998663835
78.4051871765631,81290.68148613887,Female,13,Married,87.62598554929758
27.2748365060645,85900.44262438716,Male,5,Married,27.93617485793689
20.041239881534572,60707.52589636157,Male,11,Single,14.064758075936766
36.770807069973664,21133.944390096593,Female,12,Divorced,37.075509291124725
15.243116430400626,89096.98441299115,Female,6,Married,20.223102809553204
7.946326759974067,65420.914670267455,Female,9,Single,15.42188218863275
37.246313072567844,63936.8336274373,Male,11,Divorced,21.736033674297758
44.157049523777616,20722.538967488632,Female,11,Single,33.271563729551005
77.48536119940438,78066.88510980319,Female,13,Single,78.35309152407987
77.30108401129468,84813.13353717317,Female,13,Single,75.56588707505931
32.16796149700941,59879.46329940862,Female,11,Married,21.6757555359795
-1.5070193044152553,51873.20954009413,Male,11,Divorced,16.80426709011064
31.066919619057384,25125.982796116095,Female,11,Divorced,34.92835147446881
21.10419083287961,24869.908736786918,Male,12,Married,36.9462194833696
-9.643471622887517,62597.906316973495,Male,12,Divorced,7.470156793429901
12.633111771314214,62507.64190611898,Male,10,Single,15.205631201468417
87.58135441850833,87156.2667711,Male,12,Single,76.13338925036095
22.885019691699846,95018.96769454645,Female,6,Married,21.217740559080212
41.42551747102961,26324.329512444616,Male,12,Divorced,39.17485451009302
44.85096239169748,23900.40723263188,Female,12,Married,38.84520563281175
17.814890184673516,25161.12446824606,Female,12,Divorced,28.251157828059796
25.939177858103836,23172.281725701905,Female,11,Single,29.05717072710133
2.7636108502644063,58544.820236767024,Female,11,Married,28.507023549012573
35.14278006096662,32757.43719536669,Female,12,Divorced,38.614185409077635
39.513456939807256,20982.384963379256,Male,14,Single,35.67784262753606
25.030785264611627,20671.51723430842,Male,12,Married,32.13631426542823
13.804187548866683,93846.65842184395,Female,6,Single,32.05820002496175
28.686434259055858,90472.61125926801,Female,7,Single,30.085821249328028
14.138538217029456,63277.60060826459,Female,11,Single,16.494029859534265
26.074109115372803,23568.69609945125,Female,12,Divorced,26.71756793829761
80.60076126532165,86061.31280499176,Male,12,Divorced,75.52108932073611
18.134305190779305,61638.76228898141,Male,11,Single,18.87274385259492
29.631351617307743,88655.38049072833,Male,5,Married,29.49798680025071
23.025623845563867,65160.82459249918,Male,10,Married,16.307954237997144
43.684092075343884,28800.09329342019,Female,11,Single,37.10400100735254
17.6393634730473,56863.65412754817,Male,11,Single,20.412858967953625
53.28818436179837,26880.582875314012,Male,12,Single,44.19282256636478
91.43634467796262,78393.99969212674,Female,14,Married,76.87182815775974
34.11601677193393,66331.52821115887,Male,11,Married,29.37055288948147
35.940379168879645,87455.7359882341,Female,5,Divorced,24.808423608465443
21.72622021374538,61554.20748001707,Female,12,Married,9.47497188553421
36.50699592599347,59993.65260784051,Female,11,Married,30.159164854503885
16.909174199274222,62510.69730601199,Male,11,Divorced,10.190926497041147
15.901648024597765,59298.44157461452,Male,11,Divorced,12.436121153589696
72.7860465299834,78956.15335093324,Female,14,Divorced,84.38061574947633
89.23584489589265,84644.00439368721,Male,13,Single,90.08549107840578
39.97580916684962,24957.43771093714,Female,11,Single,43.22661632732873
42.4317812616146,62854.720583970695,Female,10,Divorced,36.85579433375875
45.58652577980949,22664.98115853664,Female,12,Single,50.75158876946061
35.02806766408336,23805.358854192207,Male,12,Married,38.15821941554828
0.2204262842245317,63521.356207915625,Male,11,Single,10.180150708021447
88.69846046648982,73215.93685607162,Female,13,Married,79.4680891341045
22.398537406919665,23059.65652621245,Female,12,Divorced,29.484642214757493
66.89806090808838,82950.44374077771,Male,14,Married,84.28791468371716
43.22647814970348,25150.58276481097,Male,11,Divorced,40.963457514171814
1.149795216936802,62985.608517386936,Male,9,Married,9.318286406970504
16.858970601673466,83975.16358472523,Female,6,Married,20.367468067578937
77.39592007575054,81327.7348370348,Female,12,Divorced,84.63774703338778
80.89801351508736,84360.66832889852,Female,11,Divorced,84.8364643533157
77.2574539208722,82993.25688577286,Female,12,Divorced,76.27859238355015
28.336392360131583,58035.78187607552,Female,11,Divorced,18.102732563690207
90.96961095994017,82103.42419894176,Female,13,Married,85.08896925338345
38.694055199730634,89179.62527476095,Female,6,Single,32.20851069232761
14.111477246352205,58161.72751739754,Female,11,Married,19.35782321633834
95.48723579742246,80578.54792945499,Male,13,Divorced,87.10554160500193
12.933614558559674,61500.50248302833,Female,10,Married,22.918325048074486
44.67829343900563,93338.04043885309,Female,6,Single,34.20372441084796
31.864847253405163,93566.04063877914,Female,5,Married,37.47718531119124
31.395020810871575,68462.77067953958,Female,10,Married,15.036931361851202
9.06303620200121,62240.70481846495,Female,12,Married,14.419789557176081
25.530408243479837,92786.78575512461,Female,6,Single,31.781235852253566
21.596679522807086,93455.34771751816,Male,6,Married,20.816568909313673
100.60558311693099,81656.04044345685,Male,12,Divorced,92.97348399360685
8.388463509649894,56531.9270821555,Male,12,Divorced,10.541467024430325
18.81389390649991,27018.83057531374,Male,10,Single,22.627215209731716
87.99508373015385,82256.31380467582,Male,13,Single,84.84192538078707
6.549058606345161,65748.08901384159,Female,11,Married,4.565328017466527
86.5750330882657,77472.38254117775,Female,13,Divorced,85.51567267077505
11.18990824990889,91108.62085047991,Male,5,Divorced,15.950837111160151
72.22727786288908,89543.75495066718,Female,13,Single,83.84803709112424
17.238432379409392,63599.19247191158,Male,10,Divorced,19.67526451076941
38.42101235207194,91242.2495181215,Male,6,Single,21.52978054202319
35.06363466655285,58943.747556825525,Female,12,Divorced,23.148237229783625
23.595314081756726,95317.62791424821,Female,5,Divorced,35.14286169737372
17.206132140780863,65777.44851085824,Female,10,Married,16.416802296569998
35.571326901056956,86938.05887379905,Male,6,Married,30.160189793763493
14.452967542883725,86874.01336303607,Female,6,Married,29.656436151568307
20.966853198806167,59462.65471575481,Female,11,Married,14.185091397313553
36.01887846377432,24855.52140503299,Female,11,Divorced,30.867342650323167
26.82805256096214,59751.9295553292,Female,11,Married,20.308364706297105
14.720007231348784,63109.42916995986,Male,10,Divorced,17.204053111458233
2.170563090118243,91110.28085427034,Female,5,Divorced,18.473314675724176
30.991121927998165,26377.01771576917,Female,12,Single,35.506510000328014
35.10039641072402,96251.93989874769,Female,6,Single,35.25597795819789
-6.257748146907552,56872.85044192181,Male,11,Married,11.609088738969142
40.004833482448745,26697.543845308686,Male,13,Divorced,47.57363170740418
83.84954689306709,93898.32869322921,Female,11,Single,97.03214554152021
18.51521178095427,28936.43066326554,Male,12,Divorced,25.43028008025344
42.67554843626925,26368.674592190877,Male,12,Single,43.51472569055403
52.80769999103943,22528.539272846116,Female,12,Single,23.662436890523548
25.123937591001578,86063.59824375731,Female,6,Divorced,12.880493685719308
31.256077901469272,27378.37849639928,Male,11,Single,38.62311394069299
90.69436115539692,85616.75704275092,Female,13,Married,88.64276635557889
31.21280256857751,62761.026077631956,Male,10,Single,22.895368398382942
15.78109976543206,63660.48139430941,Female,10,Single,20.562011352394446
41.3306447693618,90578.38750248477,Female,6,Divorced,33.962502116752525
84.02947291853157,83904.4882311981,Female,12,Married,74.85579351368528
22.9604018755624,58197.782878712766,Male,11,Divorced,28.848513802535425
24.193896970169543,92382.16883503726,Female,6,Single,20.737193035448314
21.095625226051148,91286.35738725202,Female,5,Married,28.16197225696665
76.09153000704725,81601.42326674462,Female,13,Single,79.92602582306628
10.06385597594716,88118.06740623189,Female,7,Married,18.348903606908348
41.83188697474133,29631.969392798306,Female,11,Single,35.71414564093061
36.55101381187861,85739.85318343673,Female,7,Single,24.81336858181422
39.0402677414201,98598.02711477017,Male,6,Divorced,29.787187514178612
21.825834279447868,59823.253261291444,Female,10,Married,24.592550812479594
6.142649469070417,56421.06686748327,Male,12,Divorced,18.133718005274897
40.37069421919572,27364.948771522915,Female,10,Married,35.705702923959635
83.45281491120754,86075.82060753054,Male,13,Married,92.25149218094774
51.18140058659584,30063.869685455556,Female,12,Single,43.58938132821732
41.20620760700113,93247.21753200216,Male,7,Single,36.167970110812774
25.060899410343325,88157.14746783851,Female,6,Divorced,26.783138301096557
79.44785321765652,81316.1891071666,Male,13,Divorced,76.28326210509968
50.74149163981875,27227.162769911098,Male,11,Divorced,37.17257626110175
32.07688502124899,25787.95362109388,Female,11,Single,26.709125270585282
25.667896960563468,63923.86133865215,Female,10,Divorced,14.965179871563407
35.2594048992888,23393.34076048788,Male,10,Single,36.10297223660724
95.45167250355851,78630.55409475532,Female,12,Married,96.51129724255628
22.725992155062833,90053.12168642232,Male,5,Single,23.27382946737993
32.50193742018747,99940.90993057081,Male,6,Single,29.05663389910547
47.62920477830864,24670.96732438268,Male,12,Single,39.614554036092336
22.22412245771058,89316.91354263425,Female,8,Divorced,19.50886846324242
17.169867189461325,90304.73828925457,Male,5,Divorced,25.545212057016883
35.37191081399489,97346.08411976807,Male,7,Single,34.86967257353472
84.20788429184498,83082.31864490229,Female,12,Married,87.79296811500163
42.357200748626255,28796.560030098994,Female,13,Married,25.740074908488147
75.71693924627485,82881.0600043832,Female,13,Married,86.49081449819087
16.841694987316032,61584.12188445396,Male,11,Divorced,9.379635094631745
8.460745624204547,56646.57781749047,Male,10,Married,15.733635010957236
21.96256834360846,23237.27801007883,Female,12,Divorced,32.36384670922863
24.837862509705214,93840.6330026192,Female,7,Divorced,32.10715984689944
40.170609146835005,26835.948731299406,Male,11,Married,39.885552517172655
28.465501130509043,32676.371854445406,Female,12,Single,34.701409251679934
82.76531472956825,78818.82474470005,Female,12,Single,83.0310288982343
97.64037066444729,81255.99860152975,Female,12,Divorced,94.04883060417816
8.689306495211257,63111.75627215052,Male,11,Divorced,17.31190418674749
32.51588191682433,24253.886705169523,Male,11,Single,38.75805248708373
28.709226738357124,93757.00305416287,Female,6,Single,25.67199365804157
10.784115342386116,61911.803110203866,Female,10,Married,16.02973937470646
-2.6883491560686488,54112.730564107755,Male,12,Single,0.0
31.101710982144745,91483.271651234,Female,7,Divorced,21.561834806861533
32.96013001693955,93340.86623691062,Male,6,Married,36.11556318027744
15.906386140915085,25219.452780766413,Male,11,Divorced,32.01319225897234
24.122505934499436,60961.83134277031,Male,11,Married,21.686641169754747
50.48607679206394,27341.409284350848,Female,12,Married,43.295002433246815
49.249975321931295,25856.648030224544,Female,13,Single,42.10621470251096
34.86971608253161,29626.183750239255,Male,12,Single,36.564863042018544
86.8739046611862,82949.49165459367,Male,13,Married,82.77233941150926
34.30427227472475,87499.7947957315,Male,6,Single,32.35705763856197
6.736948953540962,93205.3731252394,Female,5,Married,15.533002136086722
29.301944143412378,26923.715030149284,Male,12,Married,34.43907770740869
25.63423180116159,22696.817060845497,Male,11,Single,40.736644629531966
30.741169577836914,25476.953428129367,Female,12,Single,36.277862776815354
42.709305649796015,25022.116913544804,Male,11,Divorced,35.15433642368368
75.51733366800559,80980.1227417895,Male,12,Single,83.47212649475608
94.02647010795536,84802.42419986897,Male,13,Single,92.18799527284207
47.06059072652647,24756.719137443586,Female,12,Married,37.50678414928763
19.168931458169997,66193.15862733658,Male,10,Divorced,23.57890244663506
28.444594684084432,22279.917814522487,Male,13,Single,27.130840861912116
17.63656879217548,91431.59337309562,Female,6,Single,29.86518034974521
46.91109617782561,20854.133916133418,Female,12,Single,53.90972901483872
31.00451617153243,85160.76410467993,Female,6,Divorced,29.882638775177632
46.66908835869129,24478.46857445069,Female,12,Single,41.421064628642654
79.39735677683508,92563.07621509364,Male,11,Single,87.90247254281586
87.83800804935385,86543.5503618247,Female,13,Married,73.2982298843483
14.987311471820153,64703.319681944515,Male,10,Married,16.066855143603618
8.821857367399046,83617.47174727198,Male,6,Divorced,21.268984369755138
79.59646035743023,81436.00683378862,Female,13,Married,83.29665008017399
82.69776826137904,81460.27104028473,Female,13,Single,86.59271757797609
24.132010875385895,26096.50455476153,Male,11,Married,29.71564167518262
76.90122093010078,84484.11861418217,Male,13,Married,85.89045453740798
13.570372302365199,62186.703106302506,Male,11,Single,14.528468274175584
50.88713635838107,95263.74665661197,Female,6,Single,28.73240810552297
98.61744117611732,88564.14919758328,Female,13,Divorced,90.95707902189031
85.84111216871423,83975.99241478811,Female,13,Married,85.73151212363649
83.82041425041572,87186.90973977893,Female,13,Divorced,79.63060869033211
53.346584624169694,25772.961367726333,Female,11,Single,50.144131973212495
53.763439855258554,16039.922745507567,Male,11,Single,40.57188774982089
12.811410376026107,81640.8447658499,Male,5,Married,25.36043785493425
10.834879089071052,60010.690088203046,Male,9,Married,11.20732177123563
