Children age,Time spending score,Household Income,Marital Status,Money spending score,Gender
11,99.92417694278426,50436.40949940699,Divorced,93.5067729268762,Female
8,84.74210497874469,132394.03200552415,Married,83.23282685356335,Male
13,36.47016764266645,111082.96542948719,Single,31.9787901372331,Female
13,32.23874960454326,117651.19334311852,Married,27.62019095593709,Female
13,31.967614657309387,108773.00092913679,Married,27.92451058070784,Male
8,75.86845786107092,134541.42281729568,Single,86.57852469387576,Male
8,88.0563278094804,147619.6848976821,Married,78.31141912298406,Female
8,79.4841860909733,138231.03895620437,Married,86.85737747141516,Male
5,81.91613271392833,53381.05776106967,Single,74.69756057928433,Female
6,81.04270861174055,50871.545594857474,Single,75.41077641490786,Male
9,17.906374639006827,179366.08315840218,Divorced,20.720236750072267,Female
13,73.6549930772337,129609.47681961824,Single,75.50257958044702,Female
13,48.246530163486426,121811.03668677706,Married,37.92453899466682,Female
8,89.88554785907844,138838.82524316222,Single,83.35579277169158,Female
12,91.59969876958976,122136.3752871646,Married,88.72853669611457,Female
13,75.22583392124248,135578.57165659993,Married,75.2912712114714,Male
10,78.62731535686791,64248.94765618134,Single,87.43230980259489,Male
12,81.21921617228074,122560.11364760874,Married,74.15962793421784,Female
9,7.290286020178439,179073.70114744292,Divorced,11.657992936789029,Male
9,-3.8933868317202958,190254.06656529364,Married,11.777513588628977,Female
13,69.1278972113576,126670.23323561622,Divorced,73.84435349823403,Male
9,13.074534625594842,190628.30816404434,Married,12.135616413138322,Female
11,78.11406648938444,53363.03242761932,Divorced,89.3360971941369,Male
13,50.85144240791723,105899.14002617399,Single,39.22431010620096,Female
13,42.81531405893198,120175.59419161174,Divorced,35.83871838936572,Male
13,102.06828844403944,130337.39815782286,Divorced,73.60920685739237,Male
9,25.72301830890212,182197.13366261625,Single,17.698567295940656,Female
9,63.301835824599664,129942.12328243574,Married,78.54715224973293,Male
10,103.85966768708728,47438.69855352631,Single,87.32654958910547,Male
8,92.82719826191573,123017.86201822785,Single,81.83107604261475,Male
9,19.36140464200867,178500.6649625854,Divorced,13.590067442897755,Female
13,32.33541360174713,130081.89922775776,Divorced,37.48043312606986,Male
9,95.50455492059959,129791.9093557689,Single,84.92184832207192,Female
8,103.85918977767228,134273.99193260074,Divorced,90.24209822760312,Female
12,94.3149470927784,126530.61828245656,Single,82.29251972296527,Female
13,35.13051713827624,119860.16507876506,Married,37.82237551488979,Male
6,79.95877171637042,49543.721749418735,Married,66.47834857586413,Female
9,17.927751712218612,183274.6937080256,Divorced,8.79825851915394,Female
9,38.78891064653432,184118.2696752029,Divorced,18.65477715515697,Female
8,83.50350509172057,136800.9010118342,Single,88.94255611223198,Male
10,91.48013340692879,65898.90550843999,Divorced,90.28244123031459,Male
9,-8.59197197550271,183474.63555475665,Divorced,6.223716116731708,Female
13,91.48477432963661,125798.2081820014,Divorced,86.72489153240203,Male
12,34.94570390466134,115480.39569368058,Single,25.48528645964854,Female
7,80.04316167847172,56402.724576184715,Married,69.78377517207645,Male
9,21.33147557243862,198774.39070441338,Single,18.926693152010785,Female
5,70.14707396393051,50983.59525371689,Divorced,75.70700965716037,Male
8,96.89268003621474,141972.72362410298,Single,93.49261968483677,Female
12,86.12680218679839,132287.70551051176,Divorced,77.93085268482481,Male
14,31.91400179863181,125126.0420431281,Single,35.19218508605522,Female
9,31.419946465900683,175246.5842570078,Married,11.851064116774033,Male
9,3.298739162324913,190758.24680502308,Single,10.627526133941473,Male
8,99.38232520605726,144563.7445990237,Single,85.50592744919487,Male
9,86.87001637965214,146494.3059680849,Married,86.00819915487156,Male
13,84.21320286093467,122653.80872491718,Single,84.91855533823059,Male
9,86.18334458313066,126623.32646430377,Married,85.72273041416247,Female
13,92.4385403728566,117025.78843005867,Married,79.68127670819231,Female
13,70.2029046150323,131489.32299924304,Married,76.81875727409894,Female
13,18.71326235786316,122803.94886140127,Divorced,20.80003815607559,Male
6,79.0572157633407,44303.1900930253,Single,75.6263342787991,Female
13,80.96949816073253,135485.02420239107,Single,77.327370002849,Female
11,82.48993222572442,68338.02436901428,Married,87.63854772421811,Female
9,83.25051140371231,139942.14100216597,Married,88.74960118888231,Male
6,90.42985575970827,48038.57531132903,Divorced,77.1431501277149,Male
6,69.36501567964321,65050.33387531821,Divorced,77.14032121005033,Male
9,14.895799016517348,175396.72441944684,Married,17.086722332122484,Male
13,33.87321694153708,120902.61227141372,Single,35.344684033679165,Male
13,20.678600399365934,113869.7248774278,Married,28.63180843045,Female
13,77.30477004910625,123936.31015605164,Single,78.10080022000606,Male
8,72.03884994421549,131252.7838754623,Married,79.8390989975637,Male
13,79.74577733496152,123075.91638753943,Divorced,75.76975369688502,Male
13,86.60117445824248,129595.40800880136,Married,84.21847470178358,Male
8,10.40450053090481,188375.35218774946,Divorced,10.786711472640185,Female
13,83.00960262845727,121970.89101838003,Single,80.48803892806295,Female
9,87.94415025402017,127715.89707688113,Single,75.84814921577927,Female
13,66.2574840656342,120613.35133233423,Married,75.33088902767996,Male
9,14.69428917114314,200000.0,Single,12.921129124365407,Male
9,92.76229419707114,136329.29751585633,Single,86.06125271400072,Female
11,69.56432988132752,59186.83801129747,Single,89.23969189290011,Female
9,17.638566121722654,186560.51405821193,Divorced,15.777138779200406,Male
8,-2.8070318572113013,184052.90865545726,Single,3.642070919045665,Male
9,-11.634061025530848,176272.02261660402,Single,9.846954559518053,Female
9,87.67335032910199,130018.18870302782,Single,88.00217777133977,Male
11,85.66993674577982,58165.479773737476,Divorced,82.03897718223831,Male
10,82.75381876410661,58814.727707182625,Married,85.99169530569232,Female
12,66.02772687815026,116356.31669546722,Married,73.66801138433473,Female
9,24.6490848922091,176796.31965752877,Single,20.360120236509342,Male
6,74.8169489559875,57365.30985702861,Married,82.03074301469283,Male
9,20.851933312632852,185218.50273639802,Single,10.965736611952906,Male
10,98.46701468791802,64080.57970221421,Married,89.54625953441774,Male
9,17.939434682347766,182813.5122062494,Single,10.637660111743948,Female
6,88.44543897833924,52250.128396417625,Married,80.34266258120937,Male
13,28.842999127161885,124434.68305255997,Single,35.76629742388595,Male
12,89.90093087029335,126934.42770096922,Married,74.85052226960264,Male
13,88.85877158901692,141341.83398013446,Divorced,86.41415622377087,Female
13,74.3225406552821,133385.37457095503,Single,76.85528038334802,Female
10,85.37643539844197,54886.05517677158,Married,83.3903392154333,Male
9,75.16158722692167,129792.0888880713,Married,78.65181692330492,Female
8,13.829082854542289,177947.57689161866,Married,11.44369750072184,Male
6,78.17022465323022,47662.50086423605,Married,62.529962113076074,Female
7,73.23458822261627,48583.16417668089,Married,73.08429599283855,Female
11,67.48308336952955,49777.72441046746,Married,80.38356071327368,Female
9,18.13229474806556,184388.5722023192,Married,12.298226150212919,Male
13,26.13312794654548,113641.055995927,Divorced,26.778228788047304,Female
6,91.87200480507025,33507.05390181951,Single,76.19222027372228,Male
6,79.86679511650495,56910.32769819626,Single,75.49487375746655,Female
6,74.85877306374515,56765.821995934435,Married,79.32728185900189,Male
12,58.03682913425456,119814.52455175146,Divorced,71.7860657313294,Male
8,92.1674677827706,132295.58072114558,Divorced,85.5446466400204,Male
10,79.67462236407076,63005.758376019316,Married,89.20115237423792,Male
10,99.09630556017872,48557.476517245566,Divorced,92.57729754556142,Male
13,65.66510417156834,116073.99062477768,Married,68.6062605944369,Female
10,76.82011188633057,52461.54856579541,Divorced,87.44752651307807,Female
9,4.7972231660991715,183939.7125933559,Single,8.04678682144587,Female
13,71.54973531378526,130381.66262340875,Divorced,71.12118273363947,Female
9,1.315167300485344,191315.807563105,Single,10.017284115899443,Female
13,30.143844790684817,120924.3246754441,Divorced,31.1657881387662,Female
9,20.17205749892306,184101.42498334433,Divorced,17.03270843729286,Female
10,100.67890727520884,50883.14158508867,Divorced,90.82819885055675,Male
6,63.315568151603046,40702.73667573038,Single,75.0191950661341,Male
12,91.66089749317428,136135.07826924243,Married,82.00008048240727,Female
9,7.0121242787516,171022.84131157753,Married,7.0439988601981725,Female
10,12.579710074863506,185608.69842027553,Single,5.158740215347606,Female
13,80.22171358789339,129701.33609182399,Single,74.88934034460915,Female
13,35.69631148063489,117563.05635136312,Single,35.413676076984146,Female
10,87.26683100404317,61310.440246977785,Divorced,85.53203350342281,Female
9,12.877827571809885,186640.98606635613,Divorced,9.224714158972013,Male
14,41.75336621033558,125103.5483049175,Single,30.411857405547646,Male
9,12.978763103684201,167018.1353163552,Divorced,13.924632572767912,Female
5,81.60264548523065,45840.04671305184,Divorced,76.86113995718173,Female
9,83.53721091905304,135438.0103974023,Single,78.8057387715836,Male
9,26.63710154072352,172089.24607354583,Single,14.26020045640368,Male
6,77.52694291624172,61320.97751636017,Married,77.31775110145065,Male
11,86.65167766309024,47861.777292960745,Divorced,92.06436528407622,Female
9,41.12405754664238,180915.15363416253,Single,18.45873556703584,Female
14,30.493273307479686,129232.01862343049,Single,33.624215706066025,Male
9,62.69835111196251,141681.64444362276,Divorced,82.00554566997694,Male
9,5.24765863563454,183596.6299701656,Single,4.318383098447683,Female
8,1.5400716246335335,169533.94439965233,Married,0.0,Male
12,92.3215291899818,127367.43244946243,Married,73.63742490060908,Male
13,24.725110529129207,118159.57894225187,Married,30.820264251885565,Male
13,24.833638251713946,120037.79751451069,Divorced,27.413393424716052,Male
6,71.36970552638745,47722.67440787396,Divorced,78.75354139436989,Female
13,69.54745671739359,123468.57202425903,Married,76.47242295847315,Male
12,71.32835080994073,135861.73846412433,Single,79.20482398345526,Male
12,69.17500162441867,122663.70152594648,Married,76.03328461814499,Male
9,79.55350869390463,143836.89229928493,Single,83.72459006828566,Female
10,94.19691752670151,50475.788335378966,Divorced,91.47975530404204,Male
6,62.23827937103834,50162.93733968372,Single,67.15161162629317,Male
9,12.02929827218679,187696.07939461502,Single,11.497774734788997,Female
5,63.531194749241116,52785.849846038494,Single,74.7077680814157,Male
8,88.1915074883836,142139.54077363762,Divorced,85.12443437137328,Female
9,74.58124694742244,125065.69075975932,Single,86.07892953009443,Female
13,70.3748797800326,137879.89735518495,Single,71.15010358365346,Female
13,45.88893192920386,123631.34487233637,Married,32.49228574894361,Male
14,27.468807717089557,124001.67263578957,Divorced,33.18605361882255,Female
12,85.08490544641747,123183.30151115253,Married,80.49424897697376,Male
14,47.064480599985494,106282.51598784924,Single,34.673999219750236,Male
9,14.501168469956372,182518.42030594236,Single,4.819827245631551,Male
14,59.913786184630396,118329.52305988908,Married,31.60822991986478,Female
9,85.40963266270202,138295.4112554864,Divorced,85.98488777621003,Female
9,10.503515040276355,188012.83430172264,Married,12.820590683000937,Male
6,97.55798950923716,47708.04628551834,Single,70.96532869327676,Male
9,19.273510119160214,183803.43466796342,Single,9.82279018875139,Male
9,83.06677697349078,128817.14004588976,Divorced,83.6324459349707,Male
13,87.70611017742013,136334.3632932145,Single,81.11833251201938,Male
10,76.97212148866232,45664.154081958186,Married,85.29470382847089,Female
8,99.99113332466844,139792.64383777895,Single,92.37703156458109,Male
13,35.09855050258471,128396.6856486366,Married,28.953301568192593,Female
13,32.0406009800075,112428.70402095049,Married,29.206334996326053,Male
10,29.223712953596213,189356.33511124627,Married,24.15027972675606,Male
13,19.080751217504925,108495.7315310334,Single,29.25322377915671,Female
12,85.89319066644617,128821.53989647605,Married,81.37986909081367,Female
7,80.09746282184575,42444.64815713982,Divorced,72.2171627424412,Male
8,77.93253232616053,140488.6858907701,Divorced,88.3250264745403,Female
13,79.59965530952701,122598.56168680372,Married,71.23263678566416,Female
6,73.58187630360153,43348.84937804933,Divorced,77.5878579747334,Male
10,91.62739512696162,54674.62124448466,Single,91.77498124208051,Female
10,19.315947420531145,176909.4845479632,Married,12.179869542573599,Female
9,9.483348635572327,192033.87688812806,Married,7.371438915192265,Female
6,73.36034567538019,58102.07441193585,Married,75.39467823512378,Male
9,75.03032788943624,135636.3817129782,Single,89.66792460996649,Female
9,76.17761625797901,140261.5566607728,Single,87.46171745801655,Female
9,87.1903350434103,62250.2654391729,Divorced,80.29115027453335,Male
10,95.79043706834496,53949.87872781061,Divorced,89.73602851309522,Female
12,66.29420616457335,118698.98284440482,Divorced,79.1682031371204,Female
8,6.088719655110994,180259.85264331126,Single,10.557249819030183,Female
11,86.32472085129716,52242.279045147436,Single,81.34402266212544,Female
13,22.01773451676703,128605.32838541883,Divorced,35.47387187203806,Female
6,97.74253794634217,46023.46173932201,Single,77.99552952050833,Female
9,15.485935705927526,180314.7189931834,Divorced,8.802256474197087,Female
9,87.4698201758132,136951.51924487276,Married,90.80668760834857,Female
12,63.654297308743416,128709.47531504082,Divorced,73.22709233175115,Male
12,76.70840808548685,130149.13651165925,Divorced,79.73541589125458,Female
9,-5.606989020854336,182184.77353555398,Married,10.751991466739199,Female
11,93.50368764270831,59009.71134251374,Divorced,94.72506854745941,Female
10,82.94417059280516,61356.34950590293,Married,91.47122028403983,Female
10,97.25594458378507,51473.96005984555,Married,90.08255072707877,Male
8,-28.429500004071087,183549.12834316777,Single,0.5923996288731956,Male
9,3.6667849601796823,169585.97544436727,Married,9.43033450909585,Male
7,87.08402819290103,139942.8988691893,Divorced,84.10066966587858,Female
14,39.676548157887225,130404.36666164068,Single,39.3198265020099,Female
12,87.28910258429599,114850.7392373834,Single,70.45295883639508,Male
8,78.43341776894772,130591.43039652555,Married,84.07579417941798,Female
8,91.84407717158845,142791.88880616598,Divorced,86.58083251755403,Female
6,79.58300643747152,46564.666455345345,Divorced,80.91692041560997,Female
12,75.25602939721313,136983.70054442456,Married,75.98241686416452,Male
6,72.94187683675783,54886.19366755621,Divorced,70.36910875721506,Male
14,39.04086303523923,124773.41011484855,Married,34.36619356242397,Female
13,34.718190082905224,128351.00923370729,Married,23.864094998085662,Male
11,82.89423029207124,56053.4454031049,Divorced,89.5280922708269,Female
13,25.13685455483409,113962.80229275384,Single,25.40575737976706,Male
10,60.24408611397364,61354.846613537455,Single,84.12332662215701,Female
5,74.23570339018053,50782.610319934705,Married,73.583603299054,Female
9,11.810048637565021,176078.9998771611,Single,6.013479546777759,Female
13,81.76284806426678,123072.41022450442,Married,78.12786752586425,Female
6,73.76089606162553,63634.05682012195,Married,74.78517333425305,Male
13,75.09063576331674,121753.17320896432,Divorced,77.0025350305558,Male
6,71.91050903186684,45641.35831728474,Single,76.48810618494164,Female
13,73.86375205591051,123282.34127707737,Divorced,76.6206199422294,Male
9,18.59728955179235,176098.63188317118,Married,13.238920395114938,Male
11,89.46341176540757,57746.99892269941,Divorced,86.74241825120964,Male
9,15.34847438419014,184063.85808362067,Married,15.166130496606606,Male
6,70.6277808288285,41348.55775688849,Divorced,71.01902478193894,Female
6,68.18995227501989,44074.585603421336,Single,65.87650238085648,Female
9,69.52209267597806,123204.50790148009,Single,85.08894535360119,Male
13,36.48014645436204,120060.298073687,Married,32.300220060897715,Female
13,36.227433891074476,121948.63743941231,Married,26.175300412960564,Female
9,11.085255110385267,179386.44296329268,Single,10.730226799693199,Male
9,91.21344310474394,135731.59101278515,Single,82.60046253024936,Female
9,-8.765888002586895,183327.8335163914,Single,8.166832342362106,Female
11,59.34481927403785,45900.662383052695,Married,82.6696615886796,Female
8,14.912695301059525,179740.21336411408,Married,12.57853824625795,Male
6,71.34562863705447,62133.70950951609,Divorced,72.47093769859886,Female
9,93.97871162025689,125178.58611441085,Single,86.2442515019645,Female
11,78.97420443157333,57674.11334668257,Single,81.49690869007502,Male
9,2.4582002368765767,182134.57808255678,Divorced,9.997277576342924,Male
13,25.30398338173383,127739.45706828141,Divorced,25.3256543271463,Female
9,87.85171158570505,128636.76097994937,Married,80.07990237120606,Male
9,9.657933097750947,184167.03939299405,Married,11.384761906483405,Female
9,80.28508050521006,135009.76515066987,Married,83.99929666872326,Female
12,67.55209924834945,123302.41865960964,Married,75.14937595251267,Male
5,72.8241727037329,64175.00310263847,Single,77.58018909940262,Female
13,42.69089070636033,125209.94845904392,Married,30.361314839476826,Male
13,75.71389119182574,130574.44081336033,Married,73.97089727800436,Male
6,58.9629026162173,40096.101961238266,Single,72.12829193654602,Male
13,40.35782459574531,122172.5133288095,Married,27.602099704157585,Female
6,74.31213771130307,48836.33979202161,Single,73.78438419568812,Female
6,60.00884954893454,65256.896925399386,Divorced,74.14125008413063,Female
12,72.2791750821703,122706.76125537648,Single,81.38002196249083,Female
6,66.85190661390179,46220.3936609956,Single,69.7590868166497,Female
13,40.381626377111445,102527.17974868778,Single,24.325404636077156,Male
7,68.68784557577634,48684.291066189515,Single,71.512187827459,Female
9,96.98807753677599,132352.40658854024,Single,87.91295715473981,Male
9,102.62019433107342,143485.08528976853,Married,82.60097247148023,Female
10,86.26776241588739,44217.062003126965,Divorced,93.04587877827498,Male
13,34.140139828578434,99602.33683312022,Married,27.79566121543449,Female
9,99.83820100365652,125611.57382122336,Married,86.15776721436349,Female
6,60.980202961468535,54086.47614986695,Married,70.48949274797589,Male
9,18.32688000792209,171274.71582870424,Married,21.34820393229605,Male
14,41.21636452011074,122485.90115413058,Married,41.70492090927441,Female
6,57.62360920582601,48943.9542663757,Married,68.67518464467456,Male
10,69.65553985477962,57502.05598759561,Divorced,85.9065994379988,Female
8,82.46741167156007,133535.51608284272,Divorced,89.89562259105011,Female
9,95.28563777330541,129511.48579158157,Single,89.772647382488,Female
8,90.60887016066275,126814.24437411573,Divorced,85.71254586049363,Male
12,89.99425073828634,128719.55915424858,Single,77.51928764507377,Female
9,15.205190711291792,164948.93759207573,Married,14.67994180679802,Male
12,80.89409504806679,137278.93494235905,Married,76.68168891020747,Female
9,82.88325840603099,130663.07879549418,Divorced,93.41621549361037,Female
12,92.39868222016023,128370.14021017643,Married,80.79410327860342,Male
12,101.55514271531084,126088.65229279986,Divorced,78.9454830789885,Female
9,4.906422183066483,170211.5822940777,Divorced,9.128995710361913,Male
12,80.2057648899558,120226.35585252615,Divorced,77.76173478492022,Male
8,82.15051460588732,139896.93029912925,Single,79.41955281392696,Female
13,62.399589625415295,132333.74646096572,Divorced,75.27611313491198,Male
9,2.7810591713065484,183871.83218985435,Single,11.140468759360466,Female
13,21.46721326401248,119423.79324577318,Married,32.620719587036476,Female
12,32.07127767863939,126243.75896481093,Married,28.427467412696288,Male
6,78.65543793725769,46394.824093535964,Single,77.1331586834426,Female
12,82.0039764219265,123476.90402269782,Single,80.41420447150077,Male
10,81.48034085177541,62989.450331618944,Divorced,83.12662724680916,Female
10,71.432304639922,42402.83679386976,Single,90.2298996941201,Female
9,31.93147675216477,184669.08692623957,Single,15.549346412771968,Female
