advertising_spend,Season,pricing_strategy,product_awareness,Sales,distribution_channel,economic_conditions,promotion_effectiveness,consumer_confidence,customer_satisfaction,demographic_factors
2652.6896256085706,Spring,53414.991671709024,-1.0568662499455028,2671.887869177991,Retailer,0.531750639440438,1.7386819071098099,-1.721949497370154,5.412469104635559,0
3508.0464466783906,Summer,56414.90348057308,-1.691113902592294,4162.197941861285,Distributor,0.5200071473711095,-0.44387096251933106,-0.2098694382958285,4.896566225885744,1
3953.876977226607,Autumn,54172.814905982654,0.5957057648256163,3117.935535792135,Retailer,-0.031642997649938005,-0.2502217205570842,-1.1895995923141722,4.744528164513155,2
4816.787238060623,Summer,62419.71994807418,-1.001521065449786,5645.251001154357,Retailer,-0.08865601098308239,-1.9103100305182967,1.0185261933329137,5.339992498548593,1
2509.152816679949,Winter,45452.68397708532,-1.563341644172242,3789.5675884720445,Retailer,1.245650815635496,-1.150621967213456,2.391630430740921,1.4725286934783153,0
6322.320301174794,Autumn,58022.33741632597,-0.1472010988764654,5935.97730329554,Retailer,1.1287868112245572,0.6487289930630697,-0.2060333554393288,4.689151410428543,0
5477.52044676394,Autumn,74646.50208748855,0.02796023539083107,3357.588820550998,Internet,-1.5237365887892698,-0.2533266116636986,-0.9263146068868309,3.340381736396103,2
6010.4710091578845,Autumn,53646.53738650534,0.419607910545953,2832.5496689248885,Internet,-0.1795609019323824,1.1402991516738492,-1.1948892430100932,4.363164176084325,0
,Summer,70424.70565877439,,4777.69924165389,Retailer,0.933727306366491,1.2485539125080798,1.2242087473253136,2.01469401723531,0
,Winter,61365.30077790095,,5483.327146962981,Retailer,-0.7895586355291047,0.35189807023539016,0.6105243914697326,3.5007440476175335,2
3993.0867309986415,Summer,70006.53626262429,1.0788582045770732,6072.877531053919,Retailer,-0.6092066573815016,0.38822223379810006,0.7358878824268291,6.228366969178362,1
6745.589027952762,Autumn,63385.099449348694,-0.10963592806320059,2807.076678670288,Retailer,0.8200117516644996,0.7708372520921765,-2.2273039162400994,2.3585023548204314,0
6209.600100072104,Autumn,65836.95626051433,0.9970501597792685,6226.56372955857,Retailer,-0.2511780800233589,0.14523681107263137,0.13751898992381223,3.8650482610707906,1
4398.435536006607,Summer,82332.86628643356,-0.44140725163426464,4308.799637398299,Distributor,-1.1718563360745498,-0.7965663664842155,-0.5266177907555606,4.099063044268195,0
5567.244758353144,Spring,62734.361176727165,-0.45304272241120225,1188.9460177203118,Retailer,-0.403260350459904,-0.34468891906638716,-1.6594336902102413,2.9350895167131545,0
3720.3412249479597,Spring,30917.177017189035,0.33322859005200806,4643.947637974711,Retailer,1.3039446637372285,1.5355697802418646,-0.23879555770761293,5.743481518288236,1
5312.647849820285,Spring,67773.03962432726,-0.24187430638978857,4824.435645521456,Distributor,1.6439450108677665,-0.22164598424894064,0.15079994594665175,4.04915781850457,2
4522.467115468804,Spring,56510.70086748659,1.1468879515777426,3495.551624534156,Retailer,-1.8564886061946355,-0.30484912838468814,0.1852815448870214,3.9087764479126514,1
7938.17068327328,Autumn,61947.30703512364,-0.700895169348955,6761.412825777681,Retailer,-0.30059081969534895,0.35967394007684517,0.9623974130575677,5.8181167839323695,2
4464.310902901279,Winter,42995.49047146707,-0.3502935507254785,4097.384162501264,Retailer,0.4277080716303181,-0.5803060223751204,0.22154767311403842,5.734823717402092,1
8224.31702059486,Winter,67731.64826785622,-0.6583683293101689,5302.54300319112,Retailer,-0.6782498856264947,-1.118066307758084,0.5548933303254703,3.775785669000112,1
3949.051983166294,Winter,65035.99466527193,-0.6513706745892571,3777.2003178078958,Retailer,0.013051322673181763,0.6749357400405303,-1.6746167157930467,5.596530103906555,2
,Autumn,73504.81299845042,,4265.060508964397,Retailer,-0.0005745631980932553,-1.5546475843780414,1.411439602390245,2.083252086126479,1
5171.190932564794,Spring,54931.97689740511,-2.717343699149702,6464.860366970133,Retailer,0.7718046210640701,-0.7197136807969033,0.9523123591073365,6.622841493793713,0
3994.146711365249,Winter,60332.84927692246,0.0160154802675646,3363.9630750625684,Retailer,-1.1055638630664593,-0.6989196704943947,-1.2936671123257968,6.904711291518013,1
,Summer,60710.1192739615,,1934.7474280836968,Retailer,0.4283117350343036,-1.7337733038740213,-1.1263193817651231,1.598458281938068,1
2981.7142464735084,Autumn,59626.028510130425,-0.38575033040374174,6240.717779863024,Distributor,-0.08121838093312447,-0.9947907979712836,0.8216978997270028,8.561840297192564,0
3909.6143620848707,Spring,75406.32444820917,-0.012121824139228032,5108.459082845786,Distributor,0.7321775396753011,1.0263587581102935,-0.5606486071209952,5.990330456083734,2
6271.96503795969,Spring,68835.48086433028,0.2667142911302157,3854.5714222456722,Retailer,-0.7632491310995406,0.12987278374348452,-0.33937667468721067,4.209567062063635,1
5268.64211323299,Winter,64393.75432593069,1.3495260616839593,5958.178145628635,Retailer,-0.3067531906628247,1.627838798194051,-1.6332199890167587,5.5754424216007,0
7188.086588986913,Summer,62036.29649568877,1.3501155632598232,6553.428185045597,Distributor,-0.1065346911578006,1.7073176907422987,1.4556264463978856,3.5427839809112904,0
4267.637737347485,Summer,43927.455164738414,-0.5163603124918803,3734.826137864143,Retailer,-0.607360821825482,-0.2726348662874901,0.8008807895561716,5.651998123927557,0
4116.9502826183125,Spring,66010.29644878987,-1.8289059501863933,4890.332783734204,Retailer,0.5351247617843156,-1.0502580738253917,1.2798232425046698,5.013015336527708,2
3620.4092278093094,Summer,77823.42636913848,-1.3730026267548179,6956.818438528078,Retailer,-0.5730487240834083,-0.11094261945166517,0.9601107805815838,7.3451269473954035,1
4338.913541742149,Autumn,59882.8189428941,-1.9267012496286835,4338.726478650344,Distributor,-0.7316212119674832,0.5171210994457113,-0.2309431701262996,5.819973349269123,0
3713.235648678982,Spring,55790.54295515342,-0.29167679290056275,3757.4437117393536,Internet,-0.8494631843142436,-0.6299694801391513,-0.0641811029612074,4.370798997862808,1
5669.456279325944,Spring,48997.0245421392,-1.008140633381661,2293.578570754293,Retailer,-0.36135667179074354,-0.030935407480107036,-2.010435302469809,4.859077384353918,1
5439.774360213128,Winter,52121.39102362108,0.8265147709318473,6291.517496721731,Internet,-0.6350558493247902,1.2839243063056736,0.23082908592151719,5.925167554075103,2
5530.490379822889,Spring,45430.696048302474,-0.4697605961698348,4217.42965166733,Retailer,-0.37134273586505673,-1.6738568464941546,-0.9774188687180787,6.290419813588886,2
3689.425016773607,Spring,52874.5062724517,0.1051839341377766,5843.227481237189,Distributor,-0.5236660895784239,-0.4685678149201753,0.9476633789041674,4.532051808302027,1
7006.291404027792,Summer,60595.99682599692,0.417840393878758,8198.634386041016,Retailer,-1.3294192274599956,-0.000705663814356809,1.961003740792235,6.4535652596975845,0
5854.149436330999,Spring,43126.62193356808,-1.5948291212595456,5720.148134719606,Internet,0.49921148718950614,0.690856204642953,-0.28096541517519075,6.032664505954526,0
7900.976238689399,Autumn,57037.47182809931,-2.193499918947944,5873.792797968893,Distributor,-1.2288939517055841,2.40651134979346,0.3133733298335529,4.611719422763684,2
2709.7032290297075,Autumn,73500.87121716121,0.29349505130414083,2384.9602581286636,Retailer,-1.8726239767741444,-2.0196406723174696,-0.6487141334200142,4.58394456212619,2
6340.80294507195,Summer,78846.35281504158,-0.3541105155387161,4946.793557454133,Retailer,0.09380855878251908,-0.3417636001300409,-0.19315702163160817,3.9910542330561536,2
3350.0268717388426,Autumn,72355.90808537773,-2.669488316813289,4253.912351573968,Retailer,1.337033780240256,-0.6191946270290672,0.2029691346699766,3.9701042274570297,1
4093.266757571824,Summer,74580.60598070006,0.447200638307484,5163.757920741898,Internet,0.794763202877864,0.9516174665997218,-0.4251014980100379,3.906219630312233,2
7716.324542105261,Winter,53919.65640928873,1.5021314904553427,7519.524153971759,Distributor,0.8928135647625236,1.0784268535980084,1.927604024589996,5.306672063841266,0
3760.1593258729736,Spring,54763.73523366316,1.423099666288495,2922.275798309761,Retailer,-0.7327329913681273,0.29953066208337253,-0.5346489573791713,4.087386534090584,0
6193.519938432229,Winter,62464.32516908338,1.5853302398855786,5604.897786421295,Retailer,0.8775657942235083,-0.02250553837748547,1.644877858163984,4.121160392867203,2
2776.95242045191,Autumn,44752.59443122492,1.4273901481686002,2896.7030929671737,Retailer,-0.7051893420649771,-1.1585457630517288,-0.6123013864990078,6.5331403908630055,2
7578.213535450851,Summer,42249.894507582096,-0.455021991306979,3924.073217607695,Internet,-0.6981951117298842,-0.09582955389704505,0.7824947865985614,4.47746536278339,0
5217.661740737959,Spring,95321.8827059496,-0.09125084223830553,6887.111030828995,Retailer,-1.084516377637049,1.0890317634125397,-0.7307695092102886,4.955205424655285,1
6553.118666552022,Summer,49685.934233823005,1.0569805304495876,2699.8488731202456,Retailer,-0.28121828286869976,-2.1563682776170467,0.3165109742527131,3.6627484434932396,1
7105.739322155836,Spring,61821.763982457094,-1.153630889701769,4630.11537744635,Retailer,0.2919202462903276,-0.493958701629263,-0.7412470462193083,4.137114258833497,2
4225.55067613182,Spring,62443.50981457398,-0.2945676567175348,5079.974381384812,Retailer,0.8292523912453008,0.6874808534515305,-0.1354503200342503,4.659966154279841,0
6350.09645133214,Summer,73328.44379507867,0.1168237291686361,5578.6780910925145,Retailer,-0.2736547825010973,-0.022323734084661127,-0.4253279395968687,6.256882022959836,1
7037.368094484995,Spring,72465.22023039032,0.8368484268881909,6383.061925103081,Retailer,-0.17232164361576993,1.0393771005149304,-0.49336432175985667,5.572246371196217,1
2489.7294777208563,Autumn,59579.88588547727,-0.5938073277277985,6540.162804878544,Internet,1.1681067691911904,-0.07183141331351311,1.8569041742448853,4.4689554807171685,0
