Marital Status,Time spending score,Children age,Money spending score,Gender,Annual Income
Married,54.33956951071518,13,56.343572021904606,Male,91974.19572010855
Married,19.32586488083333,6,19.79639179647263,Female,35679.522479553954
Divorced,72.77114801022431,6,83.51907570362312,Female,24924.037604910773
Married,71.02888969025221,14,66.36604621695452,Female,40055.52774924238
Married,-0.9697014867199201,5,17.151695167936026,Female,37604.0747883928
Divorced,4.764320408625076,6,7.997773722719231,Female,39070.67449461724
Divorced,19.563710790548214,6,12.562211878215233,Male,33376.57920656214
Single,12.922705543790755,5,14.198074962393562,Female,40351.143183463464
Single,62.899687226235585,14,70.62073665896787,Female,45624.40444366005
Married,51.455874031157016,13,59.2566269373871,Male,91017.41253168925
Single,81.02678717532002,6,87.36132871377791,Male,32446.831196609644
Single,71.0240469636485,14,68.13286883167295,Male,48097.095846789016
Married,74.96309122754445,14,69.12406432568432,Female,48245.4971700385
Married,54.82045978682809,13,67.93615569748673,Female,43388.633611010366
Divorced,82.50891122629731,7,86.40447945596634,Male,23422.047099386575
Married,-7.413909237125678,6,6.781092561897559,Male,34664.722529602004
Single,8.49342960966015,6,8.213009949607972,Female,34054.14190566768
Divorced,6.448360960186036,6,11.794143934740145,Female,37571.305934895834
Divorced,84.3695992395391,6,89.27009662398558,Female,28385.505417838445
Divorced,90.22049264334044,6,96.24804621303214,Female,19362.458899759906
Single,47.50649865157771,13,57.74442520630504,Male,92117.02777531215
Married,68.90011356477372,14,65.68741458451254,Female,48131.996573849916
Married,86.985328373384,6,87.68744778441317,Male,25301.15464396752
Single,17.010100868996417,6,10.49494233161409,Female,33396.3284085257
Single,77.42512290177888,6,87.24661647864167,Male,24206.76225472315
Married,68.43473660480399,14,59.541342770559666,Male,45123.63959896553
Married,66.8704256877709,11,75.84812767544305,Female,71369.16073133999
Married,78.88763268855931,11,79.25745777013023,Female,73169.14762177711
Married,79.7333277963549,12,76.44678882532097,Male,78087.57636762722
Divorced,70.58164283719388,13,72.06192094383107,Male,40076.68824677338
Single,85.04193052859566,6,84.5479187576473,Male,28306.94242706676
Divorced,41.04280994588503,13,56.856322168676364,Male,92818.46218579344
Divorced,67.75351902519992,13,57.2744837612676,Male,97242.80548728592
Married,46.574816613345156,13,49.98504996246188,Male,91140.25029649281
Married,70.94748006248655,11,69.55779106341821,Female,71221.99708829641
Divorced,59.801143786823594,13,61.391817001787416,Male,91068.02708445693
Married,47.18252152837836,12,64.71723241717922,Male,38735.84457295061
Single,50.673607456957065,12,50.43007596734275,Male,87435.40694351945
Married,69.90899764194208,11,75.50861809514755,Female,78462.95460490769
Married,59.29697688957692,11,73.23943058473381,Female,69171.59221896825
Married,58.54825735439687,11,71.83202136179284,Male,77748.09971188444
Divorced,79.052851702081,11,72.64939126767091,Male,78343.23995756118
Married,68.69333336829436,13,61.50228991433438,Male,91769.27836438059
Divorced,45.00953894103874,13,57.10852708475201,Male,38874.830375044265
Divorced,74.34417862435149,14,61.33384916326805,Female,41823.395084087744
Married,6.421289860750635,6,22.228714861957716,Female,36997.58827140099
Divorced,70.38130035175587,13,58.43625208635862,Male,89954.93638117476
Married,85.92187966858417,6,86.736276212777,Female,19207.0443992125
Single,57.95704037066297,13,58.3624257714624,Male,95738.68809889603
Single,11.316484936836359,6,4.651310062294947,Male,33962.358894726574
Divorced,75.3086151470199,13,66.53189709819223,Male,38354.990140345006
Single,63.10673452086981,13,63.92360209277946,Female,90645.2697999666
Married,5.494117696011708,5,5.33333668826328,Male,37156.763643708895
Single,92.72500582502396,5,92.563671851072,Female,27968.730597830898
Divorced,68.854471969266,6,87.58273616077818,Female,34371.81305260204
Single,13.953633781265662,6,9.21079416841691,Female,42186.94138821871
Divorced,70.08744038614235,11,68.14247842079315,Male,69402.53221746058
Single,46.780911580380135,12,69.98718879363871,Female,73047.15844669244
Single,3.39709138807922,6,9.098738529583628,Male,42119.716750599815
Divorced,60.65394287967469,13,52.20452486210834,Male,90566.51397922897
Single,17.263952389583096,6,19.325437358366,Female,37244.06402141169
Divorced,74.17148358718532,7,88.34476517602525,Male,35562.18243346922
Divorced,50.74747618560719,13,58.39186959736756,Male,90155.03756765819
Divorced,9.511355332104,5,4.672020178627214,Male,36335.23428438154
Divorced,57.940196460789636,13,63.55633181683887,Male,40254.98632433172
Single,44.8316920507219,13,55.13937343924639,Female,90956.00390845661
Divorced,30.81616091864562,6,14.95752711704268,Female,34996.01366785317
Married,73.01053149379509,13,61.88541347115691,Male,42666.37861535349
Single,53.106673442057854,12,53.22546088321796,Male,89951.05460985427
Married,76.81074248250866,14,73.19141963736742,Female,35703.59089222233
Married,3.2871902354793514,5,4.983827534003261,Male,38593.22241895904
Single,11.763504331319977,6,15.38354522967213,Female,31885.733424164144
Single,77.73911286343196,5,78.64789872403576,Female,29230.26063733918
Married,68.12529709047162,13,58.88359016698061,Male,89396.55010361141
Single,69.09994465828113,11,75.3616489026897,Male,75548.54108462986
Married,47.104994690381304,13,65.03561562079378,Male,45064.85101197429
Divorced,61.6984918069688,14,73.10179035370317,Male,40731.76730323792
Single,45.190452432086545,13,55.705280102998735,Male,89140.81302629694
Single,87.02002399040356,11,89.18717558871889,Female,67595.61743770535
Single,65.88870370952534,14,59.70486227457525,Male,95647.89398918704
Divorced,61.1581301070015,12,75.59090454232604,Female,74636.36428530299
Married,89.65149723734243,6,84.31275641875607,Female,24474.474605689058
Married,62.711464557439946,13,62.3351311129836,Male,42308.3237827432
Single,61.73356565904705,13,59.29504036292552,Male,90349.208817474
Single,2.3650442481634943,6,10.445222220040968,Male,31496.173029552952
Single,73.74250839481043,11,74.27366434294277,Female,77683.13788140955
Divorced,76.5901975627823,12,81.93983498426738,Female,78388.60837365233
Divorced,1.7027496788772256,6,3.66044086707808,Male,43178.1728738856
Married,117.33379588483197,6,97.02365498513066,Male,22670.487610713135
Married,73.96853410549306,13,71.04344741403408,Male,43709.08938119177
Married,73.72250024957145,14,66.57167650348302,Female,41909.20591716162
Single,54.89541538377176,13,58.81740430280887,Male,90080.51483027647
Divorced,105.94277642694306,6,97.36514628164628,Female,21373.448375450396
Single,79.988155089861,6,83.03976524722424,Male,28064.197841163008
Married,78.8141475695816,14,67.57139841262467,Male,46839.447609978895
Single,75.4068421967574,6,85.65458149123775,Female,30318.402448517547
Single,8.482044776586012,5,17.80671114685535,Female,40229.96759048669
Divorced,95.45051434200191,14,71.02346993790202,Female,45445.48537770876
Married,79.37669220342472,6,84.37027506744049,Male,25442.472810789783
Married,78.87938174007435,6,87.06948343684101,Male,24533.56083943935
Married,77.85263059306584,12,77.03475065863816,Male,68929.21081729932
Single,87.78412093885277,5,94.94817960605278,Female,27603.119661186727
Single,12.052952931379076,6,12.079371313393114,Female,36100.710969591826
Married,56.7259735014338,13,60.79567159572876,Female,88491.6000468551
Single,76.33835860068257,7,88.02995450447666,Female,27774.92258935529
Single,85.90800433013982,13,76.78388511591267,Male,42677.87318326956
Divorced,17.6800420267199,6,11.455172417527116,Male,34306.13738099011
Single,51.177340242342126,13,47.747952961230446,Female,96407.27161397523
Married,87.7302787430824,6,80.73089520185019,Female,25886.903056585288
Divorced,88.94669095580534,12,80.11725983465797,Female,80745.0772337707
Single,4.238508380794228,5,8.258290803463801,Female,35226.37266918647
Single,76.69475395488531,11,76.25008395602364,Male,65412.75396516497
Single,74.85901848048722,6,88.57856807935298,Female,26839.006202879424
Married,61.466922102011104,13,60.71750260045185,Female,94235.76013205503
Single,93.21050813693877,6,86.39046349587028,Female,29206.454211727843
Married,61.0222155478188,13,53.67632713372491,Female,91492.19381230461
Single,63.564828817287626,13,71.13507324050518,Female,42767.26129980962
Single,56.38808882939837,14,57.91750591720662,Female,89355.70764242008
Married,22.410276180039048,7,13.658049362610516,Female,34960.421724523534
Divorced,49.877913157931715,13,51.25344073398458,Male,90851.98693439824
Married,81.5703609253188,14,72.44863235742727,Female,39880.5799885185
Divorced,104.19944582370825,5,93.43694077657926,Male,25057.30827773205
Married,61.673661835302454,5,85.69150859365124,Male,22778.890540593864
Divorced,99.2793564032318,6,95.97130192801605,Female,20810.09903225879
Divorced,-0.6331116217949528,5,18.109384793277652,Male,33189.956003822794
Married,65.88133580097173,14,68.6435138654073,Female,46058.9885875933
Married,80.78756724366882,12,72.51048932205889,Female,76019.31851122776
Single,-9.310555132376955,6,8.21545613768604,Male,38329.312196640785
Married,56.92787740407417,13,66.22172091317185,Female,93372.49314509149
Married,14.802581575863098,6,7.1425019080732355,Female,42091.816149456354
Divorced,95.66047783342677,6,87.31071210792186,Female,29947.55561939785
Single,48.95269878532809,13,65.0250364623518,Male,38131.00610014253
Divorced,85.61578387748297,12,76.52538412978285,Male,77840.60607814342
Divorced,50.28096447035241,13,50.72675412252205,Male,86396.91612708151
Single,48.535878705207594,13,52.33614378779348,Female,94081.11884488017
Single,18.26305709275748,5,5.429230857585665,Female,38164.726795338975
Married,52.35668652407578,13,59.98802291453894,Female,88925.4112785685
Single,68.87580832023907,11,68.1851717023194,Female,75126.34020247207
Married,67.72903505317414,11,66.7615657573458,Male,75589.49343995839
Divorced,22.174268829583372,6,18.763733489292473,Female,36518.29550926043
Married,59.39263940167224,14,66.56498046389498,Male,43864.21076056902
Single,79.18286404221253,6,86.5621791790854,Male,30198.38246525677
Single,89.84403899861067,11,78.44701064817042,Male,69949.84244407891
Single,67.29498207949831,12,78.00693533405553,Female,70057.0255872125
Married,65.00839060397689,14,61.37442544288142,Male,42171.05026708312
Divorced,17.30935246271898,6,13.109064730898258,Female,33915.96893571339
Single,12.899966997154927,6,11.585221337226514,Female,31715.875008768002
Divorced,9.055192416419283,6,15.29322591262505,Male,36921.65163327043
Married,89.82128038521263,6,85.03334909475186,Female,26921.76644676266
Married,46.257575671947556,13,50.58492976839705,Female,93617.37315079998
Single,41.436645399134726,13,62.24368871316104,Female,35868.46418178909
Divorced,86.73333509091258,6,89.82067170077005,Male,24915.36483620879
Divorced,62.79555330692416,6,81.18640396958453,Female,29340.215799715123
Married,77.39944987923721,14,72.708220499597,Male,42413.3247990799
Divorced,89.3440055134232,12,83.32781385037943,Male,73355.11938393823
Married,66.01503658068151,11,70.86717407454536,Female,73277.92991851142
Divorced,103.13860928057085,6,94.88241830023283,Male,23271.44240842692
Single,80.15966697749299,13,68.03417785593382,Female,42426.41133028967
Married,9.83462228432007,6,8.310879139936425,Female,39663.099348939904
Single,-2.5537284361072707,6,7.358635101013142,Female,32910.48628635518
Married,99.16146792196501,6,93.9785573239277,Female,28070.767414819835
Divorced,101.85311383446677,12,82.22218852322527,Male,72316.15583844621
Married,67.31745640578416,13,66.97610271825934,Male,41764.39383477615
Divorced,12.482389722788039,5,14.965076701466096,Female,32648.119067397096
Married,16.14063182038945,5,12.748067594766425,Male,41453.0129227074
Single,55.84991190654889,13,50.106638318956186,Female,98689.74542650986
Single,84.87394321303157,5,84.81151955247091,Female,33505.47767689203
Married,106.22231562260015,11,83.07778795499857,Female,78374.83299918644
Married,52.777404285152855,13,47.70068067984486,Female,94841.81305231195
Single,89.3449359030988,5,94.64108042015141,Male,26988.528235252597
Married,69.6523153809127,11,64.96347648279779,Male,64210.53494108257
Single,76.62308700230119,13,63.3464588596779,Female,88480.20145938109
Single,76.13040475887703,14,60.73793249186268,Female,88170.31865337692
Single,16.893001268705866,6,14.239781085878036,Male,38931.18236263555
Divorced,0.06669640587000547,6,6.332307734735878,Female,36030.0531600038
Divorced,3.657428231732868,7,5.248903002257315,Female,37077.96513300543
Single,56.63236248316922,14,62.68643360683362,Female,44278.69847723124
Divorced,86.85231117311007,5,91.08933561475135,Female,25814.91173935779
Married,82.84309114429817,6,83.58621196712747,Male,31476.836984162805
Married,74.12947034484267,11,72.50272086315857,Male,68471.80141324729
Married,7.903416666789658,6,8.525166683758798,Female,39725.80594027703
Divorced,80.40560076307713,6,85.03202501368398,Female,30250.44434506528
Married,51.79992552743154,14,57.56145929402944,Male,42109.37631443641
Married,89.39446914936302,5,88.32335869841378,Female,30971.77785105467
Divorced,27.70173059514972,6,10.188607727802037,Female,40918.4725765591
Single,69.8501948526211,13,59.743738706745376,Male,89362.04607550858
Single,8.110854420511682,6,11.875763045883012,Male,29991.198598301948
Single,74.081489356862,6,88.01418485147704,Male,29479.98107477779
Single,69.41495893949458,13,62.9398147957335,Female,49525.935034726
Divorced,81.42732373534464,13,68.07941172322899,Female,44487.10341402377
Single,73.37406300257847,13,71.73855662926847,Female,41873.88068435317
Divorced,41.05341767281611,13,50.43921498460195,Female,88604.34127823931
Divorced,79.11673553188871,12,74.32036797819651,Male,74691.41966613491
Married,18.974055719772267,5,11.741668990405927,Male,31533.93786081668
Divorced,69.98911337979423,11,73.9936787928522,Male,75202.49772807091
Single,68.54615977790226,13,58.31590273161139,Male,41224.14204688317
Married,58.12189174722753,13,59.95116806394722,Male,44374.93229222591
Divorced,70.4239215413975,11,78.81805851877371,Male,72244.95324812521
Divorced,76.34113571955527,11,76.21979418909203,Female,78809.21914456443
Single,27.19300631405097,6,20.06537445452167,Male,34097.47735717772
Single,71.69122551346142,5,72.01689609765145,Male,29041.3132751866
Single,86.5726726392548,6,89.63881037043186,Male,20190.582272252883
Married,74.13318860598481,11,79.64864150624496,Male,71229.06851121556
Divorced,80.83522412053074,12,73.76964376598568,Female,78951.0208116618
Divorced,1.9260309785311254,5,10.530444455622987,Male,35582.11994436385
Married,45.154008205632216,13,60.03670033364774,Male,91600.01690147763
Married,10.934990342664971,6,15.361392334979616,Female,30865.590892389486
Married,62.40363971135508,11,64.65039881704263,Female,73558.43019355435
Married,2.3584531984464867,6,13.053042926353402,Female,31183.223264736276
Single,85.37626062398732,12,80.1918578954482,Female,73490.00869664225
Divorced,48.99873822576357,13,63.75267491463381,Male,42550.69463852826
Married,93.22858316718995,6,93.0174834488952,Male,27127.57497299967
Divorced,71.20692213810295,14,65.51007042063391,Male,46482.612110296715
Divorced,42.81409048495371,13,49.33387549001988,Female,90175.005854436
Married,57.468636953911655,11,70.74081199107758,Female,70647.545915477
Single,82.3614563200459,6,84.82947728879991,Female,25533.149703049552
Married,89.997669930711,6,91.52977177883972,Male,19938.391882378404
Married,72.43003013331762,13,72.01363396210307,Female,38949.655096838156
Divorced,8.514081287074948,6,12.888710625989226,Male,38522.65187515884
Married,72.22638912143299,7,81.23642599285482,Female,28735.678371277954
Married,56.580272784298316,14,67.53159713105777,Female,45540.308123803625
Married,87.22906072611418,11,77.59149734150833,Female,76763.57579315265
Divorced,-12.63269611136807,5,10.45872146403092,Male,34048.57558844049
Married,57.15749062897062,11,73.67207252950334,Female,75184.43013765613
Single,61.10420781275146,14,71.64951755610039,Male,41453.86061194706
Married,86.25241511953293,11,77.65566890332674,Female,75958.1140707325
Married,52.1639737886721,13,46.69648763504529,Male,88021.76744969649
Married,61.9350877783434,13,64.0164863064581,Male,49616.97570430487
Divorced,56.36564582705377,14,58.54390182006381,Female,90966.695985328
Married,98.02813003460432,6,93.05349132870225,Female,23418.472938154788
Married,50.02528683061735,13,59.77859848375515,Female,93989.7371852654
Married,46.152808888218374,13,60.01004325994995,Female,45568.40020937611
Divorced,24.775304337547574,6,16.525519345841886,Male,43161.98738590072
Divorced,72.02627456386986,6,89.61794266876807,Male,29030.277993733755
Divorced,78.52517829967574,14,71.27908612890396,Male,46924.65414880388
Single,19.71802783748791,6,9.793397928362872,Male,33665.826223460346
Divorced,54.76918027663531,13,53.13764450365639,Female,95749.85571732753
Divorced,59.15001166104399,13,62.35955156714857,Female,36613.91653155109
Divorced,11.376459528263421,6,13.056676567044892,Male,35625.952264316235
Married,54.989249546556344,13,65.04597404231819,Male,92249.10387731748
Divorced,72.12532959241442,6,79.84633963005834,Male,25278.594564361945
Married,61.30173726517479,13,55.557969156515405,Female,90219.46430735484
Single,68.60071766452413,13,65.82327874482216,Male,91072.76896925655
Single,56.18397477660696,13,62.2052315238039,Female,41577.86325684037
Married,61.946670835628275,13,67.59513202931583,Male,43951.023846184195
Single,104.89200798944609,6,99.99999999999999,Female,31207.79599107469
Divorced,64.94314843536709,13,63.45093433593287,Male,87909.2734694199
Married,35.47553850435979,13,47.18440232785762,Female,96749.274283095
Married,-5.019797046681738,6,14.815051042354241,Female,41263.3709077598
Divorced,9.487019176531193,5,16.51792345714315,Male,40121.846860873025
Married,55.393538575478075,13,54.99627019892961,Female,91225.74905362746
Divorced,61.019912489671405,13,58.75055679539109,Male,51680.531071508405
Single,67.53423933123216,11,72.01698541918725,Male,73768.84331086717
Married,60.722504976390695,13,60.88759824928989,Female,92024.48353480606
Married,71.22111053397792,14,65.32230748532058,Male,48891.62044224019
Married,-1.2065083808607557,6,7.048626849722574,Male,31577.1354982326
Married,55.299918431698636,13,58.65406936561912,Female,90530.40820031246
Single,57.70628219025772,6,74.12770278338107,Female,15000.0
Divorced,87.95930853001913,11,69.65033358102369,Male,76276.58294542806
Divorced,84.08012151009574,11,80.02221461624295,Male,70544.26293517908
Married,68.14007107361749,13,58.84738172653262,Female,96524.50069622337
Married,3.640559999394,6,13.212263182533476,Male,40623.91283398539
Divorced,57.3767294433194,13,59.55360003537566,Female,91649.08751694846
Married,25.89873001450859,6,26.89663379483801,Female,36062.103671977704
Single,74.3260524480136,12,71.66436921205624,Female,69654.76426488152
Divorced,78.11541723881317,6,90.14638560733007,Female,27215.381549675225
Single,101.51190989239078,6,93.92486283842672,Female,25957.22591601419
Single,60.50628141074071,11,72.14305456162737,Female,73306.26123020302
Single,47.083830798796676,13,50.75493568430301,Female,94842.15325725466
Divorced,71.22301031571111,13,75.37015183320527,Male,37793.36534624598
Single,84.0834139096054,12,74.43034883693977,Male,74248.44322873619
Divorced,24.384238093073762,5,25.09646288587223,Female,32833.04780534638
Married,73.52444923841021,11,72.18140577286158,Male,67867.99216250305
Single,61.983733135749624,6,81.50712269834938,Female,25348.038657778703
Married,19.58285243113118,6,14.523378389402552,Male,35320.19815923042
Married,68.72463242934275,14,67.16879306645461,Female,43856.765659473065
Divorced,6.658634957448567,5,1.6050357234197392,Female,35718.26998463621
Married,67.004298543159,11,63.63099113633176,Male,68019.97541982157
Married,86.4333670158915,6,81.15035766677329,Female,25532.030977732597
Single,107.42264457151441,5,93.4132732004507,Female,31042.15072926657
Divorced,62.90115472459554,11,64.26029630968353,Male,74283.4373668986
Divorced,73.16094540046961,10,74.60867885307135,Female,69098.90332538402
Divorced,65.28198195607379,11,68.51627625796596,Male,74821.4563276899
Single,73.08275765031054,13,61.78566238517207,Male,91676.88449731274
Divorced,85.91683316693911,6,82.73196272692482,Male,31148.07302034709
Married,92.8473253901603,7,76.24163678930785,Male,26745.75521529811
Single,81.74333200124045,5,89.96046261473242,Male,33630.8557970098
Divorced,9.543254249467882,5,6.389083727702669,Male,41533.978394475474
Married,76.10339357581918,11,70.02661223539798,Female,79130.56506877017
Single,69.66087659683613,13,60.49064971291544,Female,88091.95204072326
Divorced,12.804858489240202,5,16.69926275702291,Male,38479.76836816742
Divorced,5.050602712697978,6,6.830248231869916,Male,36862.855456168196
Married,12.167942773339705,6,2.535501756476229,Female,37431.29824161365
Single,80.03069711748692,5,83.52108628987258,Male,34390.26502484741
Single,13.802605204955242,6,9.590568289557915,Female,39870.07230633728
Married,90.96607522145084,6,86.87993526133857,Female,25327.869008330683
Single,77.04093597469658,12,72.74536053646042,Female,81987.76828358651
Divorced,63.90371503556081,13,64.00799999626865,Male,41364.66001467598
Divorced,85.63815976053165,12,74.91387577973225,Female,71755.1796552159
Divorced,97.94034536377336,6,93.23299112729595,Male,18323.237059181054
Single,69.42958336168864,13,68.18386396124978,Female,39817.90346460955
Divorced,65.10629011022812,13,67.24565003113793,Female,40402.24841957703
Single,50.14763665097175,13,55.44753935210811,Female,41688.46146163472
Divorced,88.79738967306142,11,77.51444658587485,Female,70807.89192655949
Single,91.68634441441738,6,84.00407716074602,Female,28539.228205479143
Single,71.25328146476994,7,82.75617115190212,Male,24792.225418181566
Divorced,94.31106732483694,6,83.53714770201415,Female,30220.473035395153
Divorced,4.221069946676982,5,14.148044974480232,Male,37545.933962987016
Divorced,63.44473548489504,13,62.031459167444126,Female,85945.69029342645
Single,90.18396135952803,6,86.42990474981536,Female,30639.220226876998
