Hours Online,Months with Company,City,Years after high school graduation,Brand Loyalty,Annual Income,Gender,Location Code,Education Level,Marital Status,Renew
7.173472345371945,58.0,Mahasarakam,23.0,0.0882105095968802,65440.96968492458,M,Suburban,College,Married,No
7.443496730759827,31.0,Khon Kaen,27.0,-0.4069490381469747,51028.281809799606,F,Urban,Graduate School,Single,Yes
6.042287686579252,63.0,Udon,41.0,-0.16332518339909755,68946.95260909389,M,Urban,Graduate School,Single,Yes
7.9700132920385744,54.0,Mahasarakam,17.0,0.02747063392415028,69279.48387556174,F,Urban,College,Divorced,Yes
8.059761577403647,78.0,Udon,32.0,-0.13273418380657098,68990.6323703227,M,Rural,Graduate School,Divorced,Yes
7.5366318234538126,81.0,Mahasarakam,38.0,-0.009865996647858588,53636.66357641345,M,Rural,High School,Single,No
8.25601089696138,75.0,Udon,34.0,-0.07105029557250037,75356.8902507255,F,Rural,College,Divorced,Yes
5.524383768646657,,Khon Kaen,39.0,,75968.64190915332,F,Urban,Graduate School,Divorced,Yes
5.126177665987308,63.0,,42.0,-0.38600833699106973,63315.82356237152,M,Urban,College,Divorced,Yes
3.949252235256245,47.0,Udon,41.0,-0.17996917615535934,59538.80263864189,M,Rural,Graduate School,Single,Yes
6.793870566427008,56.0,Udon,43.0,0.1230875425619033,71013.44662769939,M,Suburban,Graduate School,Single,Yes
5.970835226784804,56.0,Mahasarakam,20.0,-0.553956476585904,63080.644031999975,F,Rural,High School,Divorced,No
5.400868873065506,57.0,Mahasarakam,22.0,0.04761100648547428,63571.65782307811,M,Rural,High School,Married,No
4.462534300482215,80.0,Mahasarakam,37.0,0.2368641378830898,71207.82765260871,F,Urban,Graduate School,Single,Yes
3.147902782898674,66.0,Udon,26.0,0.21998344749914933,81152.00745575991,M,Urban,College,Married,Yes
6.33170200467607,24.0,Udon,31.0,-0.7089371209613133,51831.51956252363,M,Rural,Graduate School,Married,No
4.808536331175251,49.0,Udon,,0.3320041633326931,58289.451112810326,F,Urban,High School,Single,Yes
3.8591083026227726,65.0,Khon Kaen,40.0,-0.27339030973703554,66110.11962648894,M,Suburban,Graduate School,Divorced,Yes
,58.0,Udon,28.0,-0.09465187245828094,75782.8266351114,M,Suburban,High School,Single,Yes
6.7902676734606695,44.0,Khon Kaen,38.0,-0.2140764386342353,62880.099360974236,M,Urban,College,Divorced,Yes
7.765053400333948,25.0,Udon,33.0,0.2617869086368779,40851.35844822803,M,,Graduate School,Single,No
6.137800015055421,71.0,Khon Kaen,35.0,-0.684327558885091,60012.343741667144,F,Urban,Graduate School,Divorced,Yes
5.036784359336972,39.0,,41.0,0.48605811496118256,46897.31302976794,M,Rural,College,Single,No
7.389130422415106,59.0,Khon Kaen,33.0,0.29358815569920205,78734.50266194757,M,Urban,High School,Single,Yes
6.5303737609396775,65.0,Khon Kaen,25.0,0.48909231313061585,67751.3807955453,F,Suburban,College,Married,Yes
6.996213385995453,44.0,Khon Kaen,32.0,-0.5641665791011861,55268.175314892505,F,Suburban,College,Single,Yes
7.072411390147746,18.0,Khon Kaen,28.0,-0.21467085303336086,50784.21578610284,M,Suburban,High School,Divorced,No
6.369508706938278,55.0,Khon Kaen,37.0,0.5473568783762724,67106.17205474488,M,Rural,Graduate School,Divorced,No
7.863631040651517,20.0,,35.0,0.019775672240524955,,M,Suburban,High School,Married,No
7.395377541202528,69.0,Khon Kaen,28.0,-0.025241348062144953,69654.85770619771,M,Urban,High School,Divorced,Yes
5.600029935077072,53.0,Udon,29.0,-1.0289496317209097,51796.16586591152,F,Suburban,College,Divorced,Yes
3.850328028681214,9.0,Khon Kaen,32.0,-0.19476986550631237,43505.73496265143,F,Rural,High School,Single,No
5.764129741341843,79.0,Mahasarakam,28.0,-0.219715855687729,72267.28248710575,M,,College,Single,Yes
,,Udon,28.0,-0.23001515668801245,55675.69762348599,,Rural,Graduate School,Single,No
7.355816328426765,43.0,Mahasarakam,32.0,-0.012612013481186735,70598.65999811653,F,Urban,High School,Divorced,Yes
6.44881076002379,35.0,Udon,26.0,-0.29347840535649267,57038.581339921686,F,Suburban,High School,Divorced,Yes
5.9700725966014145,21.0,Mahasarakam,32.0,-0.4142877069309876,52576.4027447904,M,Urban,Graduate School,Divorced,Yes
7.576445073874777,14.0,Mahasarakam,27.0,0.4548593325567626,47263.13937376337,M,Rural,Graduate School,Married,No
6.960379344459826,42.0,Udon,30.0,-0.053268408459605066,68975.23846693002,F,Suburban,High School,Divorced,No
7.2368576415996975,40.0,Mahasarakam,32.0,-0.5937734534010553,55272.785147496696,M,Urban,High School,Single,Yes
7.051766626870907,75.0,Udon,31.0,,61900.02117571172,F,Urban,Graduate School,Divorced,Yes
6.677570410141817,34.0,Khon Kaen,33.0,-0.22016641376464471,60770.069261706485,M,Suburban,College,,No
5.990858884345626,68.0,Mahasarakam,38.0,0.3494685139971353,74657.97078871867,M,Suburban,Graduate School,Divorced,Yes
5.808197073699865,53.0,Khon Kaen,16.0,-0.0354217788317005,67369.6468246951,F,Suburban,College,Divorced,Yes
5.1814459042692995,40.0,Khon Kaen,37.0,-0.12148396163653696,61807.79350935687,M,Rural,High School,Married,Yes
6.84863109943364,46.0,Khon Kaen,37.0,-0.26853003262274805,40868.269035813944,F,,,Married,No
7.055581725728313,69.0,,42.0,-0.34099919926399863,65296.10523973313,,Urban,Graduate School,Single,Yes
7.46792708174109,66.0,Mahasarakam,34.0,-1.0877178506494118,41121.20506523271,F,Rural,High School,Single,No
8.409446386821712,56.0,Udon,28.0,0.26938264109212195,76182.76685116575,M,Rural,College,Married,Yes
5.826461069743816,46.0,Khon Kaen,41.0,-0.023849815242289463,65720.7930688797,F,Suburban,High School,Married,No
,11.0,Mahasarakam,31.0,0.12431411647972895,50281.01228318482,F,Rural,Graduate School,Single,No
7.099947065120924,39.0,Khon Kaen,37.0,-0.683453224380487,62002.42545568025,F,Rural,High School,Married,No
5.583221038821517,66.0,Khon Kaen,26.0,-0.0010220699849138315,75927.32389538459,M,Urban,High School,Divorced,Yes
5.506436783293355,23.0,Udon,31.0,0.11381837641288411,42688.12414338543,M,Rural,High School,Divorced,No
5.01432807426257,65.0,Udon,36.0,0.2042939356073451,77624.17818146988,M,Rural,High School,Divorced,Yes
4.221753566976386,37.0,Udon,26.0,-0.49600003393408976,47946.85516510349,M,Rural,High School,Married,No
6.768918402542454,44.0,Mahasarakam,23.0,-0.41040682555741653,78775.80778140172,M,Rural,Graduate School,Married,No
9.101036406771723,27.0,Mahasarakam,33.0,-0.17265765383180717,37681.081810756805,F,Urban,Graduate School,Divorced,Yes
5.858488245267958,,Udon,34.0,-0.42410326262119497,70954.66668060503,F,Suburban,College,Single,Yes
5.550063462296124,44.0,Mahasarakam,42.0,-0.3193111253082629,65562.90773829377,M,Rural,College,Married,No
5.206746115290419,60.0,Udon,22.0,-0.43469635479834967,64717.383172962895,F,Urban,Graduate School,Single,Yes
6.097925220617769,43.0,Khon Kaen,22.0,0.700909578587116,62131.48153516246,F,Suburban,High School,Married,No
,64.0,Mahasarakam,32.0,-0.0815104423471529,65002.11535941458,F,Urban,Graduate School,Single,Yes
4.894018656804442,54.0,Mahasarakam,34.0,0.2977657142824848,65475.08971690555,F,Rural,Graduate School,Single,No
7.555559076533154,99.0,Khon Kaen,30.0,0.20902474811127636,86051.61526958915,M,Suburban,Graduate School,Single,Yes
7.483033299430793,23.0,Khon Kaen,28.0,0.2561979008449691,40525.05022030992,M,Urban,High School,Married,No
6.07019049083094,60.0,Khon Kaen,26.0,0.15800975208827145,86799.65909710643,M,Suburban,High School,Married,No
5.655686345453321,17.0,Mahasarakam,33.0,1.5000000000000002,81757.3369870613,F,Rural,Graduate School,Married,No
5.816609033569771,72.0,Udon,38.0,-0.4416995533377064,74732.46029181585,,Urban,College,Divorced,Yes
4.695484018230958,65.0,Udon,35.0,-0.2755333920791699,64335.92985181382,F,Suburban,High School,Divorced,Yes
6.719974233115952,60.0,Mahasarakam,38.0,-0.05439238321205686,69046.33123121614,F,Urban,High School,Single,
5.034291796215775,46.0,Udon,52.0,-0.3557768092214484,61361.62203077824,F,Rural,Graduate School,Single,No
6.87624210616343,39.0,Mahasarakam,34.0,0.5014437781558073,75286.18281169882,M,Rural,High School,Married,No
4.287460329356071,37.0,Khon Kaen,35.0,-0.45121429170236543,43879.51182424465,F,Rural,High School,Divorced,No
6.325698671978701,32.0,Udon,35.0,0.39736857272626924,50681.52821647024,F,Suburban,College,Married,No
6.964131279595816,33.0,Khon Kaen,16.0,-0.580838325012525,46554.98962930097,M,Rural,Graduate School,Married,No
8.443920246207655,42.0,Mahasarakam,42.0,0.21563133126296252,71877.77494981873,F,Suburban,Graduate School,Married,Yes
5.204436107992927,70.0,Mahasarakam,32.0,-0.4200134691510762,59827.19843700628,M,Suburban,Graduate School,Divorced,Yes
4.667458804507373,57.0,Mahasarakam,28.0,0.2828456931274591,69838.29195745425,M,Urban,College,Single,Yes
5.1458509776124295,65.0,Khon Kaen,21.0,-0.23512510529292846,64852.84515366728,F,Urban,Graduate School,Divorced,Yes
7.907290926886765,73.0,Udon,24.0,0.03195797676602247,74571.9632957252,M,Suburban,High School,Single,Yes
3.3878892403849545,34.0,Mahasarakam,31.0,0.2973066529624675,47188.94509264863,M,Rural,High School,Married,No
5.996512067790602,59.0,Khon Kaen,36.0,-0.2043007108042349,54273.94486599638,M,Rural,High School,Single,No
5.246623952714516,58.0,Khon Kaen,30.0,-0.9482735363337623,56458.94180310516,F,Urban,High School,Single,Yes
6.8842899310373395,64.0,Mahasarakam,37.0,-0.18669921840145937,70243.56441170863,M,Urban,College,Married,Yes
6.108895256286172,49.0,Khon Kaen,18.0,-0.032049945274668534,69185.46636642888,M,Rural,College,Single,Yes
5.269869016235021,22.0,Khon Kaen,28.0,-0.4218144313771103,56312.485821989576,F,Urban,High School,Single,No
7.180723956178944,30.0,Khon Kaen,24.0,-0.151436271260145,55293.870769928435,F,Rural,High School,Married,No
6.8537390249929695,62.0,Udon,26.0,0.5565467517201805,65820.66087002782,F,Rural,High School,Married,Yes
5.3490693402115115,19.0,Udon,34.0,-0.5104142323723426,45247.94930132084,,Rural,College,Married,No
6.1485058653120594,91.0,Udon,12.0,-0.15091942037791845,75960.13142999483,F,Urban,Graduate School,Single,Yes
6.780893428316846,64.0,Mahasarakam,26.0,-0.27673528240063994,63106.29337115296,M,Suburban,Graduate School,Divorced,Yes
7.867301432492859,49.0,Mahasarakam,41.0,0.2020867019000947,42013.27964092046,M,Suburban,Graduate School,Married,No
4.894701203373299,45.0,Udon,32.0,1.1734838647711143,64102.273003147624,M,Suburban,Graduate School,Divorced,No
6.049560617371929,76.0,Udon,33.0,0.34385635147639937,74790.84724393825,M,Urban,Graduate School,Single,Yes
5.995091588016695,31.0,Udon,32.0,-0.5304048711544129,52993.51207673682,M,Urban,College,Divorced,Yes
5.563458997851682,45.0,Mahasarakam,20.0,-0.14747906160621352,51570.193514518614,M,Suburban,High School,Married,Yes
7.488858737048809,88.0,Khon Kaen,37.0,0.05888082629708408,75423.67764954091,F,Urban,Graduate School,Divorced,Yes
4.512193394526276,,Mahasarakam,31.0,0.3609024220129722,79516.22047587954,F,Rural,College,Married,Yes
6.515523284204111,97.0,Khon Kaen,30.0,0.03680608199674312,72135.38431796702,M,Urban,High School,Single,Yes
6.432768114346307,30.0,Udon,20.0,0.21872345144714433,54741.243686926086,F,Rural,Graduate School,Married,No
4.908649710899579,35.0,Udon,37.0,-0.07138633964737756,56507.03855720595,F,Urban,College,Single,Yes
7.637262370120107,47.0,Udon,26.0,-0.07599559248072435,61961.60725948077,F,Urban,High School,Married,Yes
7.126095713091136,46.0,Khon Kaen,45.0,-0.34697248682462006,57964.83191848737,F,Rural,Graduate School,Single,No
7.822981218187518,22.0,Mahasarakam,20.0,-0.5714102129787821,48839.347369426905,M,Rural,Graduate School,Divorced,No
6.999251986565074,,Udon,45.0,-0.8145441106642791,58944.77819488069,,Urban,Graduate School,Divorced,Yes
5.629207050056441,47.0,Udon,25.0,0.802866894620724,64920.48202768128,M,Rural,College,Single,No
4.958649608066079,33.0,Udon,28.0,-1.0156005064404974,46660.37141296007,M,Rural,Graduate School,Married,No
5.660642476473682,34.0,Udon,34.0,-0.2434073789913514,42935.64258255973,M,Urban,High School,Married,No
6.336773349291867,44.0,Udon,23.0,-0.2652137669435069,60278.382957703274,,Rural,High School,Single,No
6.5417966148540385,71.0,Mahasarakam,35.0,-0.1049332551366195,63830.824179780095,,Urban,High School,Single,Yes
4.785760201450685,65.0,Mahasarakam,11.0,-0.15262595073467375,55939.94495572959,M,Rural,College,Married,No
7.232826167091695,89.0,Khon Kaen,39.0,-0.06282098273256717,78205.92462604158,M,Urban,Graduate School,,Yes
5.305503618553065,75.0,Khon Kaen,35.0,0.3038438961135569,82991.36895107289,M,Rural,College,Divorced,Yes
,65.0,Khon Kaen,26.0,-0.035679233957757295,72862.43165486633,M,Urban,High School,Divorced,Yes
4.241520820560959,46.0,Udon,36.0,-0.47473214749498643,57650.78870455898,F,Suburban,High School,Divorced,Yes
8.133046411732572,76.0,Khon Kaen,28.0,0.3383712912010143,69032.03865479879,M,Rural,College,Married,No
5.076017976159019,80.0,Khon Kaen,26.0,-0.05251085685324186,71816.72385217644,M,Suburban,High School,Married,Yes
6.490160868189044,,Khon Kaen,33.0,-0.272063848398682,74586.13739104515,M,Urban,High School,,Yes
7.758668167172068,43.0,,30.0,0.05515037413426077,64352.982243627936,M,,High School,Single,Yes
8.341244032972,51.0,Udon,22.0,-0.49711994786587627,54258.11026103889,F,Urban,Graduate School,Divorced,Yes
6.296487527158351,46.0,,31.0,0.3720304385553094,72655.08674025876,F,Suburban,High School,Single,Yes
6.193907841023938,84.0,Udon,32.0,0.2827919867216875,75510.74630935989,,Rural,,Married,Yes
6.103014671478681,19.0,Khon Kaen,24.0,0.8352420346161757,69534.70963518541,,Urban,High School,Single,Yes
8.688127126982314,52.0,Khon Kaen,38.0,-0.9382546330505315,51944.01666909765,M,Urban,College,Single,Yes
5.472430315500347,55.0,Mahasarakam,34.0,0.03628837505941679,59657.14008802758,M,Rural,High School,Divorced,No
6.852846790433835,47.0,Mahasarakam,37.0,-0.30994218881436697,63323.323043261116,M,,High School,Divorced,Yes
5.802360866708363,67.0,Mahasarakam,34.0,-0.10608568243301503,81034.63180154026,M,Rural,Graduate School,Married,No
7.3143346290350095,49.0,Khon Kaen,44.0,-0.12189530372090876,64939.296969454714,M,Urban,Graduate School,Divorced,Yes
6.044124110124451,39.0,Khon Kaen,40.0,-0.4149581722818567,57655.94102073463,M,Suburban,High School,Single,Yes
4.954615051478867,83.0,Udon,20.0,0.1975124581882215,75940.38168316137,F,Suburban,,Single,Yes
7.143580028447447,63.0,Mahasarakam,41.0,-0.23640342924882018,62563.64433802941,F,Urban,College,Married,Yes
5.28546247374668,78.0,Khon Kaen,42.0,0.13698147247574416,81928.06973292248,M,Suburban,High School,Divorced,Yes
5.438262677214457,82.0,Udon,35.0,0.35397808690438226,78048.2459646272,M,Urban,Graduate School,Single,Yes
7.766247157530952,50.0,Mahasarakam,36.0,-0.05175838921072068,60379.2444885697,M,Rural,College,Divorced,Yes
6.784010748948159,85.0,Khon Kaen,19.0,0.21075610681918,75996.95869974876,F,Urban,Graduate School,Divorced,Yes
5.445619622356308,59.0,Khon Kaen,31.0,-0.4608608572197419,56381.65924619176,M,Urban,Graduate School,Divorced,Yes
6.5660561356385045,11.0,Udon,32.0,0.4699509505440461,51382.89072962838,F,Rural,College,Divorced,No
5.089237861952377,59.0,Mahasarakam,40.0,,61851.74788900693,M,Urban,Graduate School,Divorced,
4.827493030004149,16.0,Khon Kaen,20.0,0.5964924236081156,57996.7868715494,M,Rural,High School,Married,No
3.3907549392296614,,Udon,33.0,0.06944335620139847,67323.21786516576,F,Rural,Graduate School,Married,No
6.667242355086033,49.0,Khon Kaen,35.0,-0.16183616521543867,63750.808550487614,F,Rural,High School,Single,Yes
7.5213176587273365,81.0,Mahasarakam,41.0,,78428.60289558079,F,Urban,High School,Married,Yes
7.145781666212195,60.0,Udon,37.0,-0.39787603230247537,61270.19019219497,F,Urban,Graduate School,Divorced,No
5.974575991009894,56.0,Mahasarakam,28.0,-0.43918021647101196,68555.44949862534,M,Suburban,College,Divorced,Yes
6.824465744669491,42.0,Udon,21.0,-0.3608365666507936,53654.10655737556,F,Rural,High School,Single,No
6.459126907622378,55.0,Khon Kaen,35.0,-1.0403647538343037,52276.206884788815,F,Rural,Graduate School,Married,No
4.909727783611895,38.0,,35.0,0.5612939347419187,57117.398454671085,M,Rural,High School,Single,No
4.9695837307747395,53.0,Udon,32.0,-0.5428552191974919,51165.11707497768,F,Rural,College,Single,Yes
6.137157973081792,47.0,Khon Kaen,32.0,-0.5586925667107079,49969.193474373584,M,Urban,,Married,No
5.927888647049301,65.0,Udon,25.0,0.04136741482221851,64669.38800655649,M,Suburban,College,Divorced,Yes
5.179000264852498,48.0,Khon Kaen,34.0,-0.8460890328666564,67957.26348774157,F,Rural,College,Single,No
4.854328355718598,85.0,Mahasarakam,23.0,-0.27998087746991773,71829.73187897283,F,Urban,Graduate School,Single,Yes
6.093646389250761,36.0,Mahasarakam,28.0,0.8636467519914963,67980.70907631282,M,Rural,College,Married,No
5.808058722990331,28.0,Mahasarakam,27.0,0.7181893574013343,49252.80329879841,F,Suburban,Graduate School,Married,No
5.010361468792171,41.0,Mahasarakam,28.0,0.13963093441165964,54555.755692439096,F,Rural,Graduate School,Married,No
6.945673123056284,45.0,Udon,20.0,0.0033345348658510576,62784.82409233393,F,Rural,High School,Married,No
4.626933515746139,45.0,Mahasarakam,40.0,-0.6404398345115943,57985.36786322255,M,Urban,College,,Yes
,80.0,Udon,30.0,-0.558054579947753,63541.915285981704,M,Suburban,Graduate School,Divorced,Yes
7.86937582878643,43.0,Mahasarakam,46.0,-0.12025586284812337,57907.142753695975,F,Rural,High School,Married,No
7.240441723494242,83.0,Khon Kaen,32.0,0.1691315296486141,75718.23657190162,M,Suburban,High School,Single,Yes
7.827159843096469,29.0,Khon Kaen,22.0,-0.25067240806370483,35375.61140746252,M,Rural,College,Married,No
7.163084323146027,66.0,Khon Kaen,32.0,-0.0343009620860229,66958.4831165528,F,Urban,High School,Single,Yes
7.949170406612451,64.0,Udon,30.0,-0.4518689241111856,63712.21765111172,M,Urban,College,Divorced,Yes
6.219161749035057,67.0,Udon,26.0,0.17609172301532666,69008.42675572867,F,Suburban,Graduate School,Single,Yes
6.8362943816501645,17.0,Mahasarakam,26.0,-0.434907141538217,47595.29913547384,M,Suburban,Graduate School,Married,No
4.972222534432807,,Mahasarakam,41.0,-0.23830699350020276,71177.9966951136,M,Rural,High School,Single,
6.512254404895184,63.0,Mahasarakam,41.0,-0.5723149124027238,63572.714529004574,F,Rural,College,Married,No
4.901150681840008,30.0,Mahasarakam,27.0,-0.847290735078639,53799.70820139071,M,Rural,Graduate School,Single,No
7.209713925336679,65.0,Khon Kaen,26.0,0.23669963691855878,82831.0727416148,F,Urban,Graduate School,Married,Yes
4.269416555984832,63.0,Mahasarakam,42.0,-0.22510898663181733,60413.130408144614,F,Rural,College,Single,No
5.358803612295695,39.0,Mahasarakam,28.0,0.15075629039198518,66853.99691376698,F,Rural,College,Single,Yes
5.836438788690781,73.0,Udon,27.0,0.5590835361062025,82750.24934638743,M,Suburban,Graduate School,Married,Yes
6.718769701748389,48.0,Mahasarakam,25.0,0.028759133663757763,64529.10099081948,F,Rural,College,Married,No
4.947889705511472,48.0,Udon,34.0,-0.0685318300387466,63004.080301619804,F,Suburban,College,Divorced,Yes
6.323964025722115,75.0,Mahasarakam,38.0,-1.0289270739519494,51048.053306994465,F,Suburban,Graduate School,Married,No
4.997584619981957,50.0,Udon,26.0,-0.1346680403247503,66810.00235021567,F,Suburban,College,Single,Yes
5.498022534577687,27.0,Udon,29.0,-0.4229728854760123,42820.35891557427,M,Suburban,High School,,No
3.4104210359941156,54.0,Mahasarakam,44.0,0.004022451774980784,64127.16496545306,F,Suburban,High School,Single,No
6.274582584817474,42.0,Mahasarakam,38.0,-0.3691255572050562,62527.432056156395,M,Suburban,College,Single,Yes
5.352938947316198,48.0,Udon,26.0,-0.6169562898942632,55813.823734474136,F,Rural,High School,Married,Yes
6.557911977808132,55.0,Udon,40.0,-0.19429223256779363,60118.41506730043,M,Urban,College,Single,Yes
5.778534785691635,56.0,Udon,37.0,-0.818950556509676,40451.27206341432,M,Urban,College,Divorced,No
5.595869363551147,73.0,Udon,31.0,-0.4047519289632006,70560.31961384809,M,Suburban,Graduate School,Single,Yes
