Brand Loyalty,Annual Income,Renew,Years with Company,Location Code,Education Level,Online Activity,Age,Sex,Marital Status,City
0.2110817940886768,65471.572414952316,No,,Rural,High School,7.4519734371205155,43.0,M,Married,Kyoto
0.15300731152839397,88912.49952336957,No,6.0,Rural,Graduate School,5.827857212880456,43.0,F,Married,Tokyo
0.5352450581413949,60330.37696072013,No,7.0,Rural,High School,1.8216968294407385,43.0,F,Single,Tokyo
-0.23019114054860984,75514.36369716865,Yes,6.0,Suburban,High School,5.18014167599413,56.0,M,Divorced,Tokyo
-0.39936620210810203,57238.07579668281,Yes,4.0,Rural,,3.4314872415288957,41.0,F,Divorced,Tokyo
0.19234620368220992,57457.47460388943,No,7.0,Rural,College,6.123521345787621,32.0,F,Married,Tokyo
0.7124930728765124,61229.37678564172,No,5.0,Suburban,Graduate School,7.3312486591444985,61.0,M,Married,Kyoto
0.09487430744371986,40286.979884714725,Yes,3.0,Urban,College,4.69802729113962,52.0,F,Married,Tokyo
0.3369051552998748,52051.49955604752,No,6.0,Urban,High School,5.742654471331818,41.0,F,Married,Kyoto
-1.2159060360541731,66940.3821145933,Yes,5.0,Urban,Graduate School,6.815143428712842,50.0,M,Single,Kyoto
0.2445878359321038,51622.8478321223,No,6.0,Urban,College,7.314544443392884,60.0,M,Single,Osaka
0.5140410864683935,46231.975402033815,Yes,4.0,Rural,Graduate School,3.777673680967004,48.0,M,Divorced,Osaka
0.19296764506045894,52520.89772529651,No,7.0,Rural,College,5.2626815343595235,49.0,F,Married,Kyoto
-0.3423294154250726,64443.88199278734,Yes,6.0,Urban,Graduate School,5.129357547045791,41.0,F,Single,Osaka
0.5367487502500748,60300.16995513517,No,6.0,Rural,Graduate School,3.30770601420013,46.0,F,Married,Kyoto
0.6378523919133642,73280.86594295898,No,7.0,Rural,College,5.096050736670055,49.0,F,Married,Tokyo
0.4966797303727705,69230.73056382991,No,7.0,Rural,College,4.738936186640855,63.0,F,Divorced,Osaka
-0.6834959853483348,46646.27538517383,Yes,3.0,Urban,High School,2.5246719732922043,,F,Divorced,Kyoto
1.0865678821548563,83683.43709707688,No,3.0,Suburban,College,7.730483921557681,57.0,M,Divorced,Kyoto
-0.2245662906701326,36441.45442456991,Yes,5.0,Urban,College,4.4585392172273135,50.0,F,Single,Kyoto
0.34387220776384214,56494.88837100517,,6.0,Rural,Graduate School,6.5951200831847485,58.0,M,Single,Kyoto
-0.7673007786246758,49793.279649557575,No,8.0,Suburban,High School,5.86340271517936,38.0,F,Married,Tokyo
-0.5725361468963427,45907.632636139715,Yes,6.0,Rural,High School,6.406081140889139,49.0,M,Single,Osaka
0.47237142008022137,57557.2510935243,No,7.0,Urban,Graduate School,3.600476312530277,61.0,M,Married,Kyoto
-0.07856331331864713,77397.60618564658,No,7.0,Suburban,Graduate School,5.560760286291477,29.0,M,Married,Tokyo
0.26177880146583027,64932.6196599247,No,7.0,Rural,Graduate School,4.5342767759533995,47.0,M,Married,Kyoto
-0.07902173382559934,51986.658218511715,Yes,5.0,Urban,Graduate School,4.306868367044474,51.0,M,Divorced,Osaka
0.31329295185255407,79983.68880689092,No,7.0,Rural,High School,5.780110524165072,53.0,F,Divorced,Kyoto
-0.07524705302338601,48719.106895548415,Yes,3.0,Urban,Graduate School,3.0375396239995145,22.0,M,Single,Tokyo
-0.23758471628480776,62161.80877170905,Yes,4.0,Suburban,College,4.929565046774395,55.0,F,Divorced,Osaka
-1.24806948392923,55984.732168052826,Yes,5.0,Urban,,5.635061263700179,45.0,M,Divorced,Tokyo
-0.13779336735137618,65474.492917605865,Yes,7.0,Urban,Graduate School,4.511687067810777,59.0,F,Divorced,Osaka
0.20536806191731516,64713.47778681415,No,6.0,Suburban,College,7.440042377694345,53.0,F,Single,Osaka
-0.5001071301653434,58014.51027134979,Yes,4.0,Urban,Graduate School,4.653115059495004,50.0,F,Divorced,Osaka
-0.3344176235173222,55371.018097552376,,6.0,Urban,High School,6.879169073886599,50.0,F,Divorced,Kyoto
0.7245716222234108,52265.150958926664,No,6.0,Rural,,3.4144191456033077,55.0,F,Single,Kyoto
0.19154977336639964,43159.4986240266,Yes,6.0,Rural,High School,6.193333599248604,45.0,F,Divorced,Osaka
-0.1808793273903141,45403.248518988796,No,8.0,Rural,College,3.6298620994375863,38.0,F,Married,Osaka
0.024519139635344956,60019.370068291,Yes,1.0,Rural,Graduate School,3.5975651545155376,48.0,F,Divorced,Kyoto
-0.24274678740799183,53912.84350317707,Yes,4.0,Suburban,High School,,50.0,F,Divorced,Tokyo
-0.030512076269298624,65889.88756805548,No,6.0,Suburban,High School,7.956554301032496,49.0,,Married,Kyoto
0.6935386796458965,60294.595190540844,Yes,1.0,Rural,High School,2.2795763604483756,52.0,F,Divorced,Tokyo
-0.11239542721322437,38272.08991927927,Yes,7.0,Rural,Graduate School,5.503325450652499,42.0,M,Married,Tokyo
-0.21154864810131294,60322.48786082209,No,7.0,Suburban,College,7.76131461179803,31.0,M,Married,Kyoto
-0.11739524019652847,57242.513806166506,Yes,5.0,Suburban,High School,6.931916431083476,34.0,F,Divorced,Kyoto
-0.4864083845586772,54325.42005692985,No,7.0,Suburban,Graduate School,7.460316840913709,34.0,F,Divorced,Osaka
0.5512839989810104,75533.53509619892,No,5.0,Suburban,Graduate School,8.472812665819198,54.0,M,Married,Osaka
-0.17191892805161033,44341.75407534833,No,5.0,Suburban,College,7.917226894338626,54.0,F,Married,Kyoto
0.45700485798709967,63371.99531468249,No,5.0,Suburban,High School,6.624117257993936,59.0,F,Married,Tokyo
0.2610230087936659,63609.899973617095,No,5.0,Rural,College,7.018027879621227,49.0,,Single,Osaka
0.4024276703272063,43249.47409418618,Yes,4.0,Urban,College,3.429447837444843,36.0,F,Married,Tokyo
0.07031712353790993,58889.46251372725,Yes,6.0,,Graduate School,5.4262468763262826,39.0,M,Divorced,Osaka
-0.32389649538655657,58798.66582409989,Yes,6.0,Suburban,College,5.308881880481077,56.0,M,Single,Kyoto
-0.3787562775857187,42056.13586390128,Yes,5.0,Urban,High School,4.376203032751147,41.0,F,Divorced,Osaka
-0.3765544215325335,46301.638399477626,Yes,5.0,Urban,High School,4.384020997767072,32.0,M,Single,Tokyo
0.2596521667575433,43881.77449625105,Yes,2.0,Urban,Graduate School,2.8572358369387363,54.0,F,Divorced,Tokyo
0.2555494363344614,52589.71263355289,Yes,3.0,Urban,Graduate School,3.809882977347348,47.0,M,Divorced,Tokyo
-0.39281630914876814,32748.433518214817,Yes,7.0,Urban,College,5.05562070824315,44.0,M,Divorced,Tokyo
,44731.670306062,Yes,4.0,Urban,Graduate School,5.009576666467632,57.0,M,Divorced,Osaka
0.23949085215969895,67542.21433664413,No,6.0,Urban,Graduate School,5.675888780052402,51.0,F,Single,Tokyo
0.29880720261109955,70215.33041811823,No,,Suburban,High School,7.3701329848481585,55.0,F,Single,Osaka
-0.2719909411955865,55145.97837480824,Yes,5.0,Urban,College,4.478752535167033,44.0,M,Divorced,Kyoto
0.7671500105970305,70374.36012068069,No,5.0,Suburban,High School,5.961222343269587,51.0,F,Married,Tokyo
-0.032115654444402265,56482.07175857597,No,6.0,Suburban,College,6.704626732362708,49.0,,Married,Osaka
-0.8406209280736594,49604.31763735239,Yes,3.0,Rural,College,4.79499493896878,44.0,F,Married,Tokyo
-0.3275355217582652,48855.86177889313,Yes,3.0,Urban,College,4.933853281981087,53.0,F,Single,Osaka
0.28815877218054503,70536.52880670587,No,7.0,Rural,College,3.910640914202566,39.0,F,Married,Kyoto
0.44644127762310887,67545.33222249192,No,4.0,Rural,College,6.244339396297114,54.0,F,Single,Osaka
0.3418719160203673,45748.72157607815,Yes,4.0,Urban,High School,3.750234102560568,53.0,F,Divorced,Kyoto
-0.8433342508234235,41343.687035610026,Yes,5.0,Urban,College,4.241009495333821,52.0,M,Married,Osaka
-0.7595646641741166,66750.67540005676,Yes,4.0,Urban,College,4.890868086687321,45.0,F,Divorced,Kyoto
-0.6224544076611513,47028.55102199759,Yes,4.0,Urban,Graduate School,4.104127452483505,58.0,M,Divorced,Kyoto
0.25581515515653264,64113.26951106451,No,6.0,Rural,College,5.3725967467234765,,F,Divorced,Osaka
-0.3014073453922213,37108.74453073412,Yes,4.0,Suburban,High School,3.5408893837858857,40.0,F,Single,Kyoto
-0.311674797611757,43745.818449744715,Yes,4.0,Suburban,Graduate School,4.311779632503734,60.0,F,Divorced,Osaka
0.232542747918946,64931.18157474049,Yes,4.0,Suburban,High School,3.3516572890096303,51.0,M,Divorced,Kyoto
0.6391057140524022,54179.37311491456,Yes,4.0,Rural,High School,4.006256930192208,38.0,M,Divorced,Tokyo
0.04832462378293574,28595.511556469974,Yes,5.0,Urban,Graduate School,3.318581204594391,51.0,M,Divorced,Kyoto
-0.16939442954110437,69884.02974113637,Yes,2.0,Urban,Graduate School,3.685635788385521,41.0,F,Divorced,Osaka
0.42765454592176416,55663.181971708625,No,5.0,Urban,Graduate School,6.568926419145588,52.0,M,Married,Tokyo
-0.07442512691373475,44613.37111025242,Yes,7.0,Urban,High School,5.712420852502291,45.0,M,Single,
0.14971435230055424,61785.424008426635,Yes,3.0,Suburban,High School,3.681311960000644,54.0,F,Single,Tokyo
-0.5206401228774936,60959.52779089318,Yes,5.0,Suburban,Graduate School,4.066296110684915,43.0,F,Divorced,Tokyo
-0.3865859703019282,47281.495631199214,Yes,1.0,Urban,College,3.1170070526647864,41.0,M,Divorced,Kyoto
-0.1464125488306743,43806.31197904101,Yes,5.0,Suburban,High School,3.9340445646045983,43.0,M,Divorced,Osaka
-0.1626318830351371,58950.5577218963,Yes,5.0,Suburban,College,3.6114060087156377,37.0,M,Single,Tokyo
0.113926574804392,54757.311396570425,No,6.0,Urban,Graduate School,5.7727879445780035,32.0,M,Divorced,Osaka
-0.28728402883262566,50256.03128034754,Yes,3.0,Urban,Graduate School,4.107131622527487,44.0,F,Divorced,Kyoto
0.004419816575217582,43333.18266753683,Yes,6.0,Suburban,High School,,53.0,M,Divorced,Tokyo
0.8266255793043286,100000.0,No,6.0,Rural,College,5.792895692175974,52.0,F,Divorced,Kyoto
-0.9328509159217745,60879.062742054055,Yes,4.0,Suburban,College,6.218817694580231,39.0,F,Divorced,Tokyo
0.07163924200132055,65613.56870693434,Yes,6.0,Urban,High School,5.654636605134844,39.0,F,Married,Kyoto
-0.07708825025362878,48429.487458864496,No,7.0,Rural,High School,4.804247285445672,42.0,F,Divorced,Osaka
0.43529754037894025,49971.71448127232,No,7.0,Rural,High School,3.684051580232513,51.0,M,Married,Kyoto
0.27098687510293606,63121.82638178318,No,6.0,Rural,Graduate School,6.183601338724555,48.0,F,Married,Tokyo
0.7672841221944199,66407.14029894891,No,5.0,Rural,College,4.327693971534512,56.0,F,Married,Osaka
0.1488728130619274,,No,,Rural,College,4.406556261696042,52.0,M,Married,Osaka
0.4971381459043544,60252.24106782684,No,7.0,Urban,College,3.970531831179009,53.0,F,Married,Tokyo
,47618.60236472725,Yes,5.0,Urban,College,3.817407892314025,49.0,M,Single,Tokyo
-0.6398601196034075,50041.92103467102,Yes,4.0,Urban,College,4.846017381732619,46.0,F,Divorced,Kyoto
-0.021992161520268123,41252.82580183937,Yes,6.0,Suburban,College,4.861186530625041,47.0,F,Divorced,Kyoto
-0.09037891442121156,43120.239930363874,No,6.0,,College,7.136159523977893,42.0,M,Married,Osaka
-0.41000927721179353,46840.25793136787,Yes,8.0,Suburban,High School,7.44408075778407,52.0,F,Divorced,Kyoto
-0.4037309645445687,54693.20830668658,No,6.0,Urban,College,7.0988762816231255,55.0,M,Single,Tokyo
0.0025314180080710097,69331.60113869498,Yes,4.0,Urban,Graduate School,3.605901968051897,44.0,M,Divorced,Kyoto
0.5704806787823563,62779.82197513662,No,6.0,Suburban,College,6.872794587564333,44.0,F,Divorced,Osaka
0.4495366976820956,56420.01563817144,No,7.0,Rural,High School,3.861403455893486,47.0,M,Married,Kyoto
-0.4346982344465542,42401.17457864454,Yes,5.0,Urban,Graduate School,6.8350351024806235,56.0,F,Single,Tokyo
-0.17043802030122573,44118.79045438453,No,7.0,Rural,College,6.628658116943757,57.0,M,Divorced,
-0.23201143745425146,43583.336434272824,Yes,4.0,Urban,Graduate School,5.130489906556765,65.0,M,Single,Kyoto
0.15187464031936224,47257.077962007985,Yes,4.0,Urban,College,2.773519475237568,42.0,F,Divorced,Osaka
-0.03781375123939803,49100.613102954885,Yes,6.0,Urban,Graduate School,5.882266795559381,48.0,F,Single,Kyoto
0.40737547916975214,57301.58429699889,No,6.0,Suburban,College,5.07634586711838,56.0,M,Single,Osaka
-0.45076946216911873,40572.26954035789,Yes,4.0,Suburban,Graduate School,5.4908425814640465,57.0,M,Divorced,Kyoto
-0.8283916144499155,43894.72580264897,Yes,4.0,Urban,College,5.1289172304833155,55.0,F,Single,Kyoto
-0.38477953915462326,63511.95440573754,Yes,4.0,Urban,College,4.194940361036802,78.0,F,Single,Kyoto
0.1684924269938779,66733.11834979111,No,7.0,Urban,High School,6.178971363243175,57.0,F,Married,Osaka
-0.4429293650493946,52260.264912995255,,5.0,Urban,College,5.669146417804205,,M,Single,Tokyo
0.6310307183383372,66559.16272741627,No,6.0,Urban,High School,4.403817679914866,55.0,M,Married,Kyoto
-0.6110014131078448,50081.21426222992,No,8.0,Urban,Graduate School,5.642342289097142,33.0,F,Divorced,Osaka
0.01419816545567989,51777.856734624744,Yes,6.0,Suburban,,3.930937370938495,42.0,F,Married,Kyoto
0.18830092456901495,55298.08218539418,No,6.0,Rural,Graduate School,6.20757626725211,45.0,M,Single,Tokyo
0.026987891614408843,58090.276588083056,Yes,2.0,Rural,College,5.024800927552243,58.0,M,Divorced,Tokyo
-0.4698618460054463,56686.6538541369,Yes,5.0,Suburban,Graduate School,4.815587885995525,36.0,M,Married,Osaka
0.5533539210203625,39401.023777448085,Yes,2.0,Urban,Graduate School,3.430214020679175,49.0,M,Divorced,Kyoto
-0.5707562281002968,59082.074385729626,Yes,5.0,Suburban,High School,3.555495023531414,59.0,M,Divorced,Kyoto
-0.37783092488190984,53102.84362948237,Yes,2.0,Suburban,Graduate School,3.6815226919738437,29.0,F,Divorced,Kyoto
-0.18035875546693567,64538.73163473666,Yes,4.0,Suburban,High School,5.932320248645523,64.0,F,Single,Kyoto
0.7061641117682936,74429.64955222317,No,5.0,Suburban,High School,7.260471960983548,49.0,F,Married,Tokyo
-0.5285565699914422,55692.06737878369,Yes,,Urban,College,5.302512890574372,46.0,M,Divorced,Tokyo
0.46066247229444696,50938.16093664662,Yes,0.0,Suburban,College,1.1609611410107812,43.0,F,Single,Tokyo
-0.5932590891185753,74816.94688516112,,8.0,Urban,High School,8.052182774954714,36.0,F,Married,Kyoto
0.13387601709442407,59750.108240984264,No,6.0,Rural,College,5.973517084969579,,F,Married,Osaka
-0.22488655306963304,51326.4263698498,No,7.0,Rural,Graduate School,5.793266770973484,37.0,M,Married,Tokyo
-0.46076844911119075,41050.96710437609,Yes,4.0,Urban,High School,3.69557350493392,58.0,F,Divorced,Tokyo
-0.1301941514819628,36129.52917979629,Yes,5.0,Urban,College,3.163883616530205,45.0,M,Divorced,Osaka
-0.41850116001984194,44925.49911078555,Yes,3.0,Urban,High School,4.6541340640410045,53.0,M,Divorced,Osaka
0.10218686539564581,50628.37101056052,Yes,5.0,Suburban,Graduate School,4.494218705095631,37.0,M,Single,Tokyo
0.06216380220531249,55233.73949466028,No,8.0,Suburban,Graduate School,5.451807537997361,54.0,M,Married,Tokyo
0.2825389759034237,53428.87399099625,Yes,3.0,Urban,High School,2.4275962289986155,51.0,M,Married,Osaka
0.3060872374936825,64900.456328243425,No,7.0,Rural,High School,3.7270387458178194,36.0,M,Married,Osaka
0.1805550381137239,69934.79071720829,No,5.0,Urban,High School,8.000871414203173,39.0,F,Married,Osaka
0.18722294834886163,58633.294113781994,No,6.0,,High School,4.788376872955041,62.0,F,Divorced,Osaka
0.20201701444823808,54357.081233932586,No,5.0,Rural,College,6.271595657369793,40.0,F,Married,Tokyo
-1.2438938945820779,66606.62810394523,Yes,,Suburban,Graduate School,5.0735974092279434,39.0,M,Single,Tokyo
-0.9842948542563934,61113.38004155798,Yes,4.0,Suburban,High School,4.382460227522293,55.0,F,Single,Tokyo
0.22710898985654707,46785.57963817837,Yes,5.0,Urban,High School,3.6192177583934546,37.0,F,Single,Kyoto
0.36355974439012917,53169.907436151974,No,,Urban,College,5.812810437947724,58.0,M,Married,Tokyo
-0.15327259278538888,44872.635018231565,Yes,4.0,Rural,Graduate School,4.001630592526235,40.0,M,Single,Kyoto
-0.682318582143423,49432.64416118222,Yes,8.0,Urban,High School,6.571847333438498,54.0,M,Divorced,Osaka
-0.3820473709606512,61568.66051721336,No,6.0,Suburban,High School,6.784874482669715,38.0,F,Divorced,Tokyo
-0.282468564926695,42101.55365928073,Yes,6.0,Urban,College,3.8760466806203477,63.0,M,Divorced,Tokyo
-0.24096296113981208,54647.51814412813,Yes,3.0,Suburban,College,5.029511970278557,55.0,F,Divorced,Kyoto
0.5012204403371279,46299.64186168005,No,6.0,Suburban,High School,,45.0,F,Single,Osaka
0.699153620529144,55423.92611312896,No,6.0,Rural,College,3.9017797428492944,56.0,M,Married,Kyoto
-0.2076120102223383,44906.89194643362,No,8.0,Suburban,College,2.6206018787023306,49.0,M,Married,Tokyo
-0.7711500411065815,,Yes,6.0,Urban,Graduate School,6.023362256227435,54.0,F,Divorced,Kyoto
-0.45320306890703815,53662.13804320058,Yes,6.0,Urban,Graduate School,,72.0,M,Divorced,
1.5,85114.93326669531,No,5.0,Suburban,Graduate School,5.10154015046137,47.0,F,Single,Tokyo
0.07626194055483182,63261.26311208252,Yes,5.0,Suburban,Graduate School,6.381167874821603,44.0,M,Single,Kyoto
0.2291991389256763,61087.11023218579,No,6.0,Rural,College,5.322752283664897,40.0,F,Single,Tokyo
,47509.74035361811,Yes,7.0,Urban,Graduate School,7.018031383733213,38.0,M,Single,Kyoto
-0.1280707700454175,55010.209474728246,No,7.0,Rural,College,3.857671433878311,53.0,F,Married,Tokyo
0.10750538517579279,46747.31617119763,Yes,5.0,Urban,High School,6.20197697004811,49.0,M,Divorced,Kyoto
0.1813777639138392,64873.83615304001,Yes,2.0,Urban,Graduate School,3.4332721782337874,40.0,M,Single,Tokyo
-0.4428308537563459,52072.84935953702,Yes,4.0,Urban,High School,4.291235916509038,25.0,F,Divorced,Kyoto
-0.05441729318636031,51342.59815052121,Yes,4.0,Urban,High School,4.577184517928017,61.0,F,,Tokyo
0.16935890232425707,44491.87858629386,No,7.0,Suburban,College,4.493467750531476,34.0,F,Divorced,Tokyo
-0.41753195439190016,49410.6558265673,Yes,6.0,,High School,6.997536211295132,44.0,M,Single,Kyoto
-0.4732939927717238,46304.332674951016,Yes,4.0,Urban,Graduate School,4.491741476683364,37.0,M,Divorced,Tokyo
-0.0036330370451721945,45640.01918155449,Yes,4.0,Urban,High School,4.379151187292253,36.0,M,Single,Kyoto
-0.16326099696558555,57415.25938143987,No,7.0,Rural,College,6.653108911681913,62.0,M,Divorced,Kyoto
0.022676614309489977,52523.03911522724,Yes,4.0,Suburban,College,1.8957394374469003,52.0,M,Single,Osaka
0.04751211246968835,42817.943254520156,Yes,5.0,Urban,High School,3.344252151055472,65.0,F,Divorced,
-0.15201925566659183,59250.87422659524,Yes,4.0,Suburban,Graduate School,3.7711065519228013,44.0,F,Single,Kyoto
-0.3201949457105158,41907.49233151566,Yes,4.0,Suburban,College,3.9566744163358347,52.0,F,Married,Tokyo
-0.6671800323296283,54690.94474777107,Yes,2.0,Suburban,High School,3.5076989245895662,52.0,F,Married,Osaka
-0.6718067477266562,60268.395546185355,Yes,8.0,Urban,High School,6.596914677265946,65.0,M,Divorced,Tokyo
0.6115281537449357,49738.883585040836,Yes,4.0,Rural,High School,4.470012106559736,58.0,M,Divorced,Kyoto
-0.474807159047745,67860.11006967678,Yes,6.0,Urban,Graduate School,6.339354428296176,49.0,F,Divorced,Tokyo
0.8024898151254899,62293.162499063146,No,6.0,Suburban,High School,3.7064541817559133,38.0,M,Single,Kyoto
-0.17115697895734788,52389.422508533265,No,6.0,Rural,College,7.251119898305006,44.0,F,Married,Kyoto
0.7495881244773568,70111.64884183073,No,5.0,Urban,College,6.4494133224753245,39.0,M,Single,Tokyo
0.5937820168624861,82196.66336042518,No,,Suburban,College,6.617242631203481,51.0,M,Divorced,Tokyo
-0.9180325685969064,62520.192609173995,Yes,5.0,Urban,College,6.084231660151364,37.0,F,Single,Tokyo
-0.4559380264851685,70462.4614178345,,4.0,Urban,Graduate School,4.917734667624353,72.0,M,Single,Tokyo
-0.48740515711019794,42291.38590884715,Yes,7.0,Urban,Graduate School,5.229537967477494,49.0,M,Married,Osaka
-0.8879233921642856,63812.0901313499,Yes,3.0,Urban,High School,4.193693242524325,46.0,F,Single,Tokyo
0.13471345440188365,43048.99979154489,Yes,4.0,Suburban,High School,3.7045399358823916,27.0,M,Single,Kyoto
0.6420043177156581,65306.99493524502,No,6.0,Rural,High School,2.8300981891798767,45.0,,Single,Osaka
-0.4149799323224688,32285.47371660144,Yes,5.0,Urban,College,5.2054038058944645,49.0,F,Single,Tokyo
-0.21247541094368635,36752.383451137284,Yes,5.0,Rural,High School,4.667598166304777,46.0,M,Divorced,Kyoto
-0.6599446316269248,54353.840872729765,Yes,8.0,Suburban,College,6.0096794370431015,53.0,M,Divorced,Kyoto
-0.8601320686034906,45132.39426374101,Yes,3.0,Suburban,Graduate School,5.12374239948249,48.0,F,Single,Osaka
0.20636949653977865,41440.59327427634,Yes,4.0,Suburban,High School,2.3935719212646145,57.0,F,Divorced,Osaka
-0.33781583519585195,51148.33300765328,No,7.0,Rural,High School,6.662257230290997,53.0,F,Single,Kyoto
-0.5800747522988329,51562.58715225,Yes,8.0,Suburban,Graduate School,7.2379075727112605,54.0,M,Divorced,Tokyo
0.6283952805596927,86147.028159223,No,4.0,Rural,Graduate School,5.966712497402144,44.0,F,Married,Kyoto
0.001447449911644253,59062.51659664944,Yes,5.0,Rural,High School,3.694728552428736,57.0,M,Single,Kyoto
-0.04747791579212993,58521.42980472444,No,6.0,Rural,College,8.745606212063716,41.0,F,Married,Osaka
0.4344809484163838,55664.66971919536,No,6.0,Suburban,College,5.460431403629497,48.0,F,Married,Osaka
-0.8298076720515921,50702.623456207,Yes,4.0,Rural,High School,5.7689905726318775,37.0,M,Divorced,Osaka
-0.48161595720081385,55489.98182283663,Yes,5.0,Urban,High School,5.932546094339982,58.0,M,Divorced,Osaka
-0.9325490115186181,48676.64169127595,Yes,3.0,Suburban,College,4.775938991472937,41.0,F,Divorced,Osaka
0.25865165006003954,39758.20430900311,,6.0,Rural,Graduate School,5.6904602945371625,33.0,F,Married,Tokyo
-0.538319710160465,40993.859283612815,No,8.0,Rural,High School,4.447218557465321,44.0,F,Divorced,Osaka
-0.19357704750347562,52191.73151202509,Yes,2.0,Urban,College,3.612655170014917,50.0,M,Divorced,Kyoto
0.24318949881618604,52871.71561705745,Yes,3.0,Urban,Graduate School,5.086599941031004,49.0,F,Divorced,Osaka
-0.13863607325206276,50132.43773760093,Yes,4.0,Rural,Graduate School,3.1203921390615452,38.0,F,Single,Kyoto
-0.056580363431536565,46150.6111377654,Yes,3.0,Suburban,Graduate School,4.281679424832628,52.0,F,Married,Tokyo
-0.34520555141134857,56985.1120365512,Yes,5.0,Urban,Graduate School,5.17176502091392,54.0,M,Divorced,Tokyo
0.153549721019602,70170.55818043265,No,6.0,Rural,High School,6.03279394032693,53.0,M,Married,Osaka
0.1103754747460615,62705.65837433604,No,5.0,Rural,Graduate School,6.7524103939237,52.0,M,Divorced,Osaka
-0.2863142401649597,57673.62388580028,Yes,5.0,Suburban,Graduate School,4.879962676918476,47.0,M,Divorced,Osaka
-0.11643331966912415,42033.29113490856,Yes,7.0,Urban,High School,6.46583927842826,50.0,M,Divorced,Kyoto
