pricing_strategy,financial_circumstances,Season,population_variables,sales_channel,consumer_confidence,Sales,brand_image,promotion_effectiveness,advertising_spend,product_quality
59107.39326142921,1.8559777391898327,Summer,1,Call center,-0.6511291868297453,5640.338966422452,1.2601710177907754,-0.9601892149837091,3878.891882832609,4.314190105576072
58575.753961225266,-0.40960314197389924,Summer,0,Call center,-0.4160809034406782,5712.122509715427,0.9224576859000224,-0.7726136900051429,8345.372722502796,5.462577933007785
65119.186466080464,-1.1068223211213182,Summer,0,Call center,1.4752377836298518,6769.6057841692145,-0.31930519267658003,0.5282442774344728,3940.270548605591,4.814749405578969
65574.66543695636,-1.6848824759508467,Summer,2,Call center,-0.12890745172383614,5283.617537723113,-0.7656788099636739,-0.0971396309151253,7321.969658614528,6.552252994278089
50375.57321757569,0.6548843784234207,Rainy,1,Call center,-0.7976343027290114,4952.6441870936005,0.11996377710800406,0.4095133226473715,5162.647876577727,2.765225592007748
70779.86615610034,0.7606797917568348,Summer,1,Call center,-0.5500441927334413,6593.847198485954,0.2809541949898875,0.6277115113387719,6003.867448908178,7.316365153863649
50919.93121164588,0.034860935508052006,Summer,1,Web,-1.405008746400423,3505.2996640538204,-0.017025835807154287,-1.6508994296616442,8058.568998328063,7.590054985332884
58763.300267598446,-1.272009260715036,Rainy,2,Call center,0.036150358827303636,6649.869660154147,0.5277843570699489,0.9184237369351089,6527.34543780571,5.181674185683586
46321.93379907364,-0.7330005360877484,Rainy,1,Call center,0.0006781938226816511,4706.4393769187855,-1.0143999390527823,1.293818915463224,5066.069119008133,3.740374764875101
60582.247071245794,1.0553939250345268,Rainy,1,,0.5715990141940508,6158.912471874082,0.7624950462013783,,4125.849014604771,4.874964053723011
51222.8688337159,-0.24424669916510336,Rainy,0,,0.7642206391529883,5561.634477472382,-0.19623237886811284,,6516.379510684235,4.333395454371891
61499.436826896854,-0.45781925727431183,Summer,2,Call center,-0.45501412373028727,4657.381468659903,-1.770993785610243,1.1647607804841302,6466.370840683289,7.192633168384004
48257.472881953625,-0.6891670377641305,Rainy,2,Call center,-0.45837590065353245,5013.846473314338,-0.3768607163127277,1.1596866958804994,5227.311377142958,5.425448933625287
71962.01643163884,1.0025765429238895,Summer,2,Web,0.20918613034005107,6743.84883884547,0.37902970266992037,0.013458432820703926,6771.822516622664,5.177343188895637
61269.981051133494,-0.1821497808536987,Summer,2,Call center,-0.46031118902338125,4958.591227397262,-0.33056151802512806,-0.2612979839322979,7202.60239697264,3.740504465935226
61828.75767667679,-1.1993610989606773,Summer,1,,-0.24787881968016537,6872.041188824009,0.908009815472926,,4488.373544507861,4.314200701883116
56866.488468743395,-0.16325249412389345,Summer,1,Web,-0.5309075263564533,3348.163264717815,-0.5558848354752138,-2.4332500344325543,8120.024914406347,6.032096842454084
61175.80784191436,-0.8708521192666033,Rainy,1,Agent,-0.9634869928603556,6840.016605621766,1.5951481610397347,0.5365820331718136,6047.691002769595,3.8059602756981796
55921.47870390308,-0.31393663439919156,Rainy,0,Call center,0.28164484806190665,5508.001329304097,-0.16417893320454172,-0.21515830254669155,8243.716491198275,6.410335754416959
66678.54708219599,2.0851198668906568,Summer,1,Call center,0.6792669003075223,6632.5397674788865,0.5611056478949753,-0.8140449350225483,5741.7113790775975,7.027858824797194
36880.99653160401,-0.5267769265330912,Summer,0,Web,0.23833045640641431,4396.362035911714,0.27726211192524536,-0.45166822292790715,5324.599818849698,2.8204137840373957
30056.88136791957,0.8288762828656326,Rainy,1,Agent,-1.1487531091130214,4508.987271721292,1.9953761039911608,-1.3308299066549203,6690.9680741329175,3.9096311006902704
59413.6342227939,-0.019191404245797856,Summer,1,Call center,0.6887982254051823,4850.535871299076,-0.5822960273909545,-0.9579525507341681,4298.09289331955,2.945968666653568
60142.2044588938,0.9500867239578831,Summer,2,Call center,-2.2641955025647884,3200.798430010502,-2.1477855818756004,1.164258989598619,7402.975913620223,4.251912353434805
64753.79515478856,0.2857759021023637,Rainy,1,,-1.1670346654683745,5779.7449919593155,0.7007121366489375,,6276.379204981911,6.142076462887808
68737.92512884377,-0.017081709492367935,Rainy,0,Call center,-0.5905149194850671,6071.856232357147,0.18829766209758123,0.06791104606168025,6043.390962887888,8.458735048858843
51527.461006533544,-1.0315543121347364,Rainy,0,Call center,0.26856687081342345,5196.639911851112,0.6301095324948187,-1.485340006477233,4881.573211415486,6.578598154768454
43943.06795885139,-0.32861506954437425,Rainy,2,Call center,0.05227049194775245,5346.189108852256,0.05489304526167236,0.7811388554180647,6302.348483354027,5.350473524513739
65065.797709512386,-0.5934508508871769,Summer,0,Call center,0.6037996561177803,7885.167289129269,1.1383708176246499,1.078788254373431,5630.382495904541,6.080290897824837
59849.517809065794,1.9763374386720445,Summer,2,Call center,0.6205456282377225,9244.945585582767,2.6567701776567487,1.9432892558885444,6598.67455391788,3.5687089096850877
73504.49301696055,0.4219775303064295,Rainy,1,Call center,-0.09267688364684644,5533.557230490605,-0.6103170532775326,-0.38215612117853404,7151.731229498011,6.906240495290643
46284.16242770851,0.43260918242738317,Rainy,0,Call center,-1.9679112521345712,2062.6230505849753,-0.852440390773189,-1.8808958273157539,4492.322075092336,5.8457840071524405
49932.331373652974,1.116400966301785,Rainy,1,Call center,-2.5210578085687714,4986.237017612277,2.146555791469491,-0.853501591085012,5088.428510630457,5.3698856769791945
46365.22342628118,-0.010316912602614492,Summer,0,Web,-1.470093794655535,4159.137989248964,0.9531201456960208,-1.2069204950326555,5943.204963807154,3.375780548000044
83591.78729558048,1.234235256214842,Summer,1,Call center,0.35875625631201774,6535.784513748197,-0.4127357181176347,-0.2830732754018513,8696.20477371486,5.827621737567107
45713.08126305612,1.452143447794892,Summer,2,Agent,0.8785197612812898,5003.565193284264,-0.404044598808817,-0.2608993860863794,8720.052731748356,5.3102966786709835
56415.916686587414,-1.065362971248113,Summer,2,Call center,-0.042949193649438014,5488.637318538998,0.9417303729552866,-1.3641795896710938,6117.396816375329,5.972486586299659
54993.55071454974,-1.5416141688337133,Rainy,0,Web,-0.22198209254541437,4253.365701538418,-0.33580056607048403,-0.8908495893907514,6641.88521713416,1.787512052108477
52994.79628989279,0.901504399235855,Summer,2,Call center,-1.2453522620378252,4801.274087132904,0.45211274392894113,-0.24083216376875496,5739.4135755744755,5.94646852865173
68303.62970935181,0.6401773992294266,Summer,2,,-0.3221261076755485,7336.254312932704,1.0822974283362317,,6626.054750749947,6.1137142701727765
62364.71005135043,0.012664649265888546,Rainy,1,Call center,-1.2990476587839184,4106.746082136272,-0.5814111798538454,-0.6913489753743632,5208.5399639125,4.589805498258744
53314.77940426807,0.5042875420843403,Rainy,0,Call center,-1.4444896835632892,5332.513268338287,0.9043682255589666,0.09559966943673383,6827.447081506667,5.2964684085411635
62681.197794182066,0.7025691641386622,Summer,0,Call center,-1.4270365295960747,3735.725445588898,-0.8131321473104859,-0.9018768622424632,5375.499560933144,4.634669970535807
60443.62511762808,0.7572929682347285,Rainy,0,Call center,0.2906842415536848,6428.528610029245,0.6732971161331172,-0.050614995291823076,5157.478305643256,5.075825840024859
45116.75119903013,0.4903994044230522,Rainy,0,Call center,0.7808936345973289,4656.753167935627,-0.9203854082114484,-0.20452791832636597,6897.791216791655,8.326366027621612
64593.383642968314,0.05380463166873788,Rainy,2,Call center,0.030564889587321106,4611.748189947006,-0.7337696486893185,-1.137022777801112,7073.978942825319,6.405354456151047
79340.02254674023,-0.9428929315830592,Rainy,0,Call center,-0.967091957050436,6710.657335037202,0.714320327233803,0.059434662262644225,8377.015957888805,5.824826067642717
69942.53222145118,-1.0956299954512594,Summer,0,Call center,0.5627816655156107,7022.825696426513,0.1491874168044827,0.17793565430433203,6057.227932429452,8.719264950087265
60246.11258960584,0.030509904964527476,Rainy,2,Web,0.44408487387068396,6896.718327207776,0.536418319475122,0.7097249593291372,7040.3484232069295,6.53515322608021
52178.45052124533,0.2014428176181871,Rainy,1,,0.3100633019592581,5377.693857068696,-0.20469699490363893,,5821.915768368716,6.791732105722991
54937.076302403584,-0.4962355469205222,Rainy,2,Call center,-0.10698497785110839,5465.839532280005,0.8353064069189537,-1.0169993904041132,4314.91464181174,4.589694482542631
69268.95962672187,-0.7707790040253187,Summer,0,Call center,0.3576848713756782,6214.704392611996,-0.10377524753553333,-0.1988325036812207,7711.239970928508,6.640219022666172
63215.42826520516,0.25638118512432234,Rainy,1,Call center,-0.6297111064402194,5856.397269223928,0.6532355245679421,-0.2985865483948312,4717.916790345461,5.610479918410298
58587.458093963985,-1.2476545308524916,Summer,2,Call center,-1.6129807441752282,5856.710638850061,1.4844642486896464,-0.026057879998015437,6164.197443837231,4.265549384956265
48895.51144778379,1.2076633237112566,Summer,1,Web,1.1383397258045471,5209.917115396993,-1.2561272372529655,0.8031524339954095,7267.600455885383,5.712341659930518
51026.84455718704,-0.8092225719521409,Summer,0,Web,-2.067402809491467,4854.896357365732,1.041476335747856,0.20325620278549017,5748.76656512292,4.206930829823096
41030.04182361204,-1.6852460691721938,Summer,1,Call center,-0.2122322196640574,2957.524113237141,-0.6244052595831696,-1.5228525111372109,4811.414798146635,3.2612022326028374
26840.693907481585,2.0327823295978673,Summer,0,Call center,0.9565424666641256,5326.977373543133,1.0046456100503383,-0.5549437499355344,5194.405898626439,6.787504228384773
82120.38210784907,-0.20923221248787374,Rainy,1,,-0.007296835024410712,6898.051248282782,-1.153651765481585,,4140.547767650661,8.07035579918568
70471.25288961097,2.0677899729511275,Rainy,0,,1.5985935301300582,7354.521950770928,0.041120824103780276,,7331.303073814585,5.1168290268213665
29819.82570878939,0.42122606592800016,Summer,0,Call center,0.35158441147050146,6765.928057262791,2.419673409360572,0.44542550349333987,7569.5162179389135,4.107786948906675
48714.922359680895,-0.01954150376133725,Rainy,0,Call center,-0.007404471504446258,3482.5362491594533,-2.534790591161563,0.7134056493743202,6295.776373646628,6.803210146311752
59247.93452895389,0.2014888086538369,Summer,0,Call center,1.0369290834262885,5552.086641039223,-0.8265439599626013,-0.054031322495123754,4255.342905582787,6.389236786655714
69851.14881177038,0.5680491167138326,Rainy,1,Call center,-1.5603474778827915,6719.073880441919,1.9782149576867767,-0.5005473441948033,6646.33879956637,5.779672377989661
50458.58375500117,1.1269686383883515,Rainy,0,Call center,-0.8437085958743248,4005.6986227605757,0.80409622818937,-2.217316922301586,6636.169414371347,4.857136025749754
60910.587597015154,-0.15307021273356483,Summer,2,Call center,-0.5893121745286283,4043.914031943712,-0.13529955040364933,-2.1322044439395533,5809.895542810139,5.378089471266869
65917.1393526372,-0.9567554245504671,Rainy,0,Agent,-1.635709668434313,6159.88402771374,2.024838435194894,-1.0400335844265576,6168.666843406229,4.611727590142419
68660.90240439071,-0.7109486375647149,Rainy,2,Call center,2.5622343045252114,8887.777598787337,0.6872360555595076,1.1812470299291855,5811.318299643751,3.9117995482639483
52890.12036570539,0.013314338542220075,Summer,2,,-1.5261817488866058,6536.825528189283,1.9896027668240166,,5286.849936831237,8.52296909836492
61624.285604803175,1.1251713292720071,Rainy,2,Agent,1.034586264933497,5923.65579596942,-0.9680471224721231,0.34394176632657425,2154.9774889794985,7.813216157585439
55132.6016104613,-0.2277786475454477,Rainy,1,Call center,-0.20195361868411915,5425.845096070671,-0.2329402496519905,0.40867155199100214,6401.735780681697,4.845853808243644
40867.19590554391,-1.3651082381432755,Summer,0,Call center,1.1524148022459564,5809.202490216793,0.04498946706220231,0.728137147624582,8754.501096113336,3.607820498837661
51512.438746767955,0.4923480942560929,Rainy,0,Web,-2.2416206910879564,1774.9221982321037,-1.095785434338783,-1.687957379853341,7126.945836558211,3.1405256033817213
36639.55898664551,1.136561526129301,Summer,1,Call center,0.5846750475688496,5354.054132544515,0.7018139425080961,-0.20712229485697842,6092.662533431818,6.134728973877201
50785.5872832092,-0.16447134179960277,Summer,1,Agent,-0.2795536979498673,3460.610882924906,-0.8725954171186542,-1.412630188309556,7112.377317132598,2.9233087060107037
72729.6978003787,-2.228966832420288,Rainy,2,Call center,0.6112538453269764,6532.349887740757,-0.7485567344560221,1.0541835692425396,6585.862290926924,4.83206874841987
53782.07173758485,-1.2808338183481536,Rainy,0,Agent,0.7176508973725617,7489.633645811637,1.0379150511208604,1.2634375720880895,5567.522385656996,5.439734807237753
65117.72630065805,1.1762562515451902,Rainy,0,Call center,0.6858958154478072,6008.557196879322,0.8897564000976026,-1.6807600585694438,6534.37993776292,2.409642246518142
59808.61766010659,-0.9306094732360525,Rainy,0,Web,0.000666054634726339,4793.704346837004,-0.9960948696280629,0.1590940559839719,5848.947376796381,5.268298963278798
38856.91827184292,-1.5733331991647828,Summer,0,,-0.17921173096283127,3040.2250125063674,-1.8404376543492267,,4232.380732218532,7.842716340523288
62875.09148951734,0.6897452356647632,Summer,0,Call center,0.12066853379452802,6496.248139197093,0.8097352269715031,-0.1901757118979888,5540.914864912999,6.412004112933956
67155.90264191906,0.821722780901328,Summer,0,Call center,1.324977561682159,8240.343192323866,0.8488953116125316,1.1104268617300213,6168.900654117339,5.601563123934579
65442.34713797456,1.3828404723978818,Summer,0,Call center,0.29332539331786606,6848.113989916765,0.08782167777014237,1.237800503631712,6894.19122415282,3.8460153370431005
70042.01787789915,-0.27732221491564046,Summer,2,Call center,1.1274848799788562,6853.595844161362,-0.7644576118345644,0.8689716989583544,4842.722450903339,8.081643736927493
77348.76123511096,1.5337673192541286,Summer,1,Call center,-0.7287995587054057,6781.840507962519,-0.1348597211137039,1.5333350582631775,4508.001924715783,4.268824265195335
63477.966113697476,0.21519620284772972,Rainy,1,Agent,0.9842980061213078,6804.764243870154,-0.09612351251059734,0.7165191496435903,4298.777895766349,6.378458798363095
58725.31825758519,0.9956112500501818,Summer,0,Call center,0.6816919548761878,6350.392794786019,-0.02090637209759811,0.6057356403286405,5697.447705185864,3.597704256431065
55089.19681358241,0.9008599762700971,Summer,1,Call center,-0.6521646937423833,5252.761607796008,0.17228136810700836,0.17544492571664158,6352.115017133445,4.559335355310748
52190.91204909011,-0.7232532500798925,Summer,0,Call center,-0.38868489859495137,5324.455582121455,0.0350866758711274,0.20133170822586177,8084.181669641292,7.228947577190132
63289.53879367468,0.529635532905941,Rainy,2,Call center,-0.21360144925723118,3898.504176875673,-1.8045460189529212,-0.2474320171208084,4905.816552079837,3.2024472737302117
69736.23105596,0.7547964436639475,Summer,2,Call center,-0.9055260988656187,7441.138606494583,1.8604485183817416,0.34274370604702276,4223.182726498677,3.1846287906420403
49036.23765776174,1.8373220969857713,Summer,1,Call center,0.3106737724562907,6644.8492180848625,0.1496650492888023,1.8157181590750633,4719.40104683111,7.995272266738704
63959.25928721341,1.2564203797822922,Rainy,2,Call center,-1.14936131201595,5445.486661762461,0.39853152480447535,-0.2845002708514963,6608.778221448094,6.227995663460993
53204.22575366223,1.0188728689049318,Rainy,2,,0.18012582822922577,5186.065627022368,-0.9095903335738025,,6053.4998936288,5.0607980719794226
53470.105419801366,-0.7571212849908693,Summer,0,Call center,0.4408463024925805,5472.759251043147,0.290179150725807,-0.9904299915894617,4630.555721899355,7.695951636130158
60731.93539817756,-1.307764593601493,Rainy,2,Call center,-1.1303751162734124,3946.131267501194,-1.6972776287020206,0.5694037436160714,6571.46360491773,8.411743995034211
42460.53907855253,-0.3945314185929626,Summer,1,Agent,0.1749766352898698,5186.017149993383,-0.2805521643100107,1.005397508008855,7550.836568129565,3.2622180539738017
62509.91921080296,-1.4756558264123674,Rainy,0,Agent,-0.17227128795626248,4806.4293890073695,-1.7641725079530979,0.8544829464273935,7974.839371040929,9.177396693522532
53340.32846287626,-0.4057189520026094,Rainy,2,Call center,2.243876193022186,7764.17343149372,0.6404971169695813,0.8189991577670761,5496.784599904829,4.921441339740225
57777.887179365316,0.8300535696753834,Rainy,0,Agent,0.8258385908800706,5994.277921043603,0.6108673148102636,-1.0698945724893332,4537.3864473393005,4.321463808503044
64713.58389457585,-1.2852158821571944,Rainy,0,Call center,1.467610576309703,6172.638541372589,0.4035630249039957,-1.9611635193914865,6082.430995773094,6.9409606652915325
64645.85307785589,0.9340955875564999,Rainy,0,Call center,-0.40886075174803976,5090.252619211212,-1.3996209131169859,1.1354028528806077,6936.380222747757,3.6233030684349323
70271.66962690097,-0.04812457678895007,Rainy,1,Call center,1.3764861719751667,7763.018080489854,1.5956921877756678,-1.2252026236941422,5901.71898798518,6.21385849155098
59124.93807887691,1.226339306579395,Rainy,0,Agent,1.0377531344657323,7177.076452672629,0.30740876734347955,1.2040710202264453,4092.2391529818983,3.635772560332024
33529.756296211664,-0.7153249976050978,Rainy,1,,2.111120013858159,5321.469366812663,-0.7070206005673881,,4764.296181472445,1.750004724784639
73521.66055530701,-0.92357732415718,Summer,2,Call center,0.5885881388925472,6950.084618168914,-0.136540302679446,0.30096403926747844,6633.199581317871,7.773173797479975
38753.062034581555,-0.15459604863968285,Rainy,1,Agent,1.379629375277827,5616.399491739089,-0.13584134786256682,0.479666093037965,5938.961735447086,4.26903484210076
68136.13460575111,1.893415429613242,Rainy,0,Call center,1.2623771551579746,8241.280233053509,1.90677815838904,-0.6714552203405775,6443.405013244585,6.756771296124431
74508.50432044659,-0.8961026103711035,Rainy,0,Call center,0.09616873806729298,6035.94816596968,0.1360744506778676,-0.6173452364665638,7072.427960064233,2.9790509567407337
64961.19220037835,-0.560888356622328,Rainy,1,Call center,1.4038031223520526,6036.491076168119,-0.687191802014641,-0.3997028043981055,7523.905576427346,6.032362137198355
61880.983281961686,-0.17149574067665627,Summer,1,Call center,-0.8063651892852952,4077.764694424568,-1.7882024311745681,0.36016140911656114,5401.248206203605,8.680739807628205
59879.00895485247,0.6522356035799396,Summer,2,Call center,-0.7623697385918008,6169.958858890923,1.3256250607423186,-0.7439164709658043,5119.925503595143,8.764860978347958
65931.95208996712,0.3956699759291853,Rainy,2,Call center,-0.07892687171031916,4283.578968745945,-1.1803994004298,-0.7564316333942736,6640.793869712949,2.7552355514563898
64838.14478637121,-0.541776162068359,Summer,2,Call center,1.249570411309015,6385.608910779114,-0.5062277904840641,0.38279094173976413,6235.402336847853,3.9935200919877607
49770.13654070509,-1.1494987549409255,Rainy,2,Call center,1.2788367480570593,5943.384340977111,-0.5906003028756207,0.5928562263723909,4424.064678662664,7.321171935622494
53813.820486387616,0.7505280228647548,Rainy,1,Call center,0.5575615768202663,7138.095489738991,0.14999228104513213,2.025252306912818,6655.202075279489,8.348579605015761
66571.87857395077,1.48575844200499,Rainy,0,Call center,0.953559236478241,8058.584339784216,0.43671783974155576,1.6311937925492008,5367.132121759465,7.033365912396959
43855.59958381677,-0.16158348236503658,Rainy,0,Call center,-3.119430807379514,3877.1465165833797,0.38070549672463616,1.1106740599331932,5892.777269077342,4.73707633976278
46736.232218689525,0.3426214477801493,Rainy,2,Web,0.5287771560494404,4148.233720047461,-1.2274986203402278,-0.2267144901828663,7357.964509523076,6.6680959366554085
48494.08738496367,1.0680712966789674,Rainy,0,Call center,-1.8941548892096156,3066.32007089369,0.3252550041379697,-2.1139186279966578,7130.7194352169645,7.076077576990413
55658.035942231334,-1.677856303669857,Rainy,1,Agent,1.0683100374017667,6355.971914074584,0.8706995693927236,-0.9085285729353219,5469.367876288498,5.760587123309391
62324.8456117213,2.4100102414099647,Rainy,0,Call center,-0.7934788896876898,7051.64084644529,1.3908571955267859,1.0304882213801683,3650.507237932941,4.67031824494233
45124.97279551167,1.7041590002805205,Summer,2,Call center,-0.22381473704640711,2990.209333539106,-2.180242689484633,0.1755521761434291,6437.657573886918,4.705178077697508
71723.93967165181,-0.15708803938688826,Rainy,2,Call center,-0.9205048566224786,4299.818504841441,-0.09998888164572033,-2.0374867322862076,6114.930457526825,5.081897995447343
52534.60696514219,-0.8227993520743927,Rainy,1,Web,-1.8565933281146558,2995.786588902081,-1.2541652897877782,0.015182657853155923,8122.966451329745,5.037364704884581
69108.95047609587,0.8164528600007802,Summer,0,Call center,-0.2010776919343372,3813.4972850940994,-0.7796490459774508,-2.300472563282956,8588.088888941853,3.5648182011499308
44343.38278379562,-1.5290187519700096,Summer,2,,1.822259991178251,4226.461570643573,-1.1848823147090786,,3529.2359434661016,3.9344021102836555
57494.26916727681,0.3553024577094089,Summer,2,Call center,1.0195236660910438,7557.59048386982,1.4756540748206262,0.2790339389342495,4844.3790275139545,4.902822871652817
55503.43165488161,0.7434991276500769,Rainy,1,Agent,1.333629468366758,6742.429051884446,0.7606134014336343,-0.2436397598897883,5970.0560424366095,4.64776447595759
44671.43510609444,-1.1023296550228225,Summer,1,Call center,0.11331135531557676,6322.154190478831,2.3477598969122195,-0.7172543784276486,4326.431427223077,1.3982058705169753
58644.14761210885,-0.8386027635456782,Rainy,0,Web,0.8884755719240078,5654.259815329967,-1.716792744150193,1.8229641573585693,3800.0875399175097,4.885601620769654
59986.19130421351,0.6051992880156029,Summer,0,Call center,1.1512289654310375,6494.247726001293,-0.5389773562100209,0.7661587178053717,5827.834595510191,6.054665425175753
60751.92687025617,-0.3372385126303293,Rainy,0,Call center,-1.4430617143951587,5830.264279621699,0.6690616832310025,0.9933411963283144,6085.050163203197,4.664645389409028
71090.65262462987,-1.233343006492883,Rainy,0,Agent,1.301036891593042,8046.897402501965,2.087474223170785,-1.3579746343926984,7602.962162806055,5.278062727453564
79204.41731008298,-0.15386777307023003,Rainy,1,Call center,0.23046357946711632,5459.439433704274,-1.786732235441519,0.08178815519148472,7176.663956065493,8.46750571572135
46374.01644417671,-0.17287816233178646,Summer,1,,0.21724999279234358,5195.652582156861,-0.33247958092969654,,7019.8897122910475,6.487084834708796
41715.707418335434,1.0362072938802382,Summer,0,Web,-0.43212812732061445,3638.6589025417247,-0.2830325487791394,-0.7321170880279726,5825.189225077956,3.6459997885643594
43083.93316169461,-0.8740859882738538,Summer,0,Call center,0.47091277114275276,5457.522775763752,0.877237994410705,-0.7587847106062403,5993.133075038343,5.813037905122593
67164.20178887862,-0.9154569741863868,Rainy,1,Call center,-0.6234387240706875,4995.943074442285,-0.19093902949967081,-0.7932920991684556,6752.111412085502,4.315538408564061
66355.35597792699,1.5536974150631249,Summer,1,Call center,-2.8827735779574475,3736.558864991948,-0.31745861399091957,-0.36495412237674446,4282.91340422354,5.825723635105688
41638.606356398115,-1.0957232110544153,Summer,1,Call center,0.05115569980040677,4106.79802301684,-0.10257781317795549,-1.0452127387471262,5135.930578315644,4.682838518699043
43714.397616089336,1.281368450804273,Summer,0,Agent,0.7174215423721243,5483.33280824599,-0.04182602208808406,0.3332449438746587,4210.789448117344,5.014622711802946
75923.9630953325,-0.39254434147430783,Rainy,2,Call center,0.5406288395262455,8512.998715038058,1.383817517560244,0.6979017610125293,4554.305775750411,5.6270191066665864
32919.91427589984,0.2255221483906269,Summer,0,Call center,1.5099594071503675,5992.972271005489,0.18377883885454474,1.088694241543554,3534.4281375503647,4.469453908863126
47311.77163941431,-1.1587923103247524,Rainy,1,Call center,1.3530937336313067,6502.258895695222,1.067863787878039,-0.32524823989550905,4985.448051677808,3.993890000385606
65798.80252639369,-0.5697767384640119,Rainy,1,Call center,1.4328986766467615,6763.423188967222,0.27550071484138516,-0.5017960474164688,5011.962074520893,7.069918694114425
62361.7506744908,-0.02221959792418343,Summer,0,Call center,0.9004578440489366,5177.405931436395,-1.2220955720225937,-0.1725876101190264,5793.330594928397,5.83211980593263
48774.40297456853,0.5712202087837601,Summer,0,Web,0.27253242584295906,5552.163940199787,-0.008130376687413583,0.05641028125240906,4620.81090774133,7.409833887650545
57583.950572865804,-0.15120858081199542,Rainy,2,Web,-0.2315973567147726,5907.020117856402,1.2171677226489375,-0.921854479547081,5393.762286881744,6.241034522428115
