advertising_spend,distribution_channel,economic_conditions,brand_image,Season,pricing_strategy,consumer_confidence,Sales,product_quality,population_variables,promotion_effectiveness
4896.256210263466,Internet,0.2713708580895201,,,45579.4475551695,0.9015891818809396,3830.5810110807433,4.69254979998073,1,-3.0008798770873915
4662.330057145698,Distributor,-0.06699838544615103,1.60609555013999,Autumn,62387.26117925713,0.29541884265695395,7928.258834389599,5.495906181507866,0,-0.1435973320226693
6549.523064266783,Retailer,0.7180199131966082,0.37297701758416235,Summer,52002.12276753484,0.4956693232042482,5956.108613550387,5.136172976022426,0,1.4140529931270005
5595.477106841004,Distributor,-1.1462580728629281,-0.47777470021449836,Winter,58849.296232944085,-1.128420734042907,5211.431124202447,4.6812854839642934,2,0.5417432494012564
4878.414500611393,Retailer,-0.16705714047320577,-1.213057288275301,Spring,33697.99639114219,-0.5539998292726516,1843.344517563858,3.322221738933379,1,-0.015431922419488832
6842.909736890671,Retailer,-0.7726735412473772,0.16059262916050238,Winter,50083.16157733569,-0.4448055220459073,4083.9773234413246,5.930724831785727,2,-1.5572200827938243
3434.783135760978,Retailer,1.784296401362016,-1.5582866736034968,Autumn,46566.105125342285,-1.3515228398943584,2832.223448217811,5.987150707706018,1,-1.913773206926348
2791.5084648410075,Retailer,-1.3672010586647556,-1.0944106356649175,Autumn,67544.02839867612,-0.9420931394725186,4474.594691545354,4.549639707541186,2,-0.22903438448643582
6567.804625990542,Retailer,0.3543510947356522,0.9302039419578445,Summer,45085.08391842428,0.025789212780750425,5756.8625597835035,5.088414416905085,0,-0.7961356771102769
3233.9176532423294,Retailer,-0.2658662403084846,-1.2240871985828203,Winter,52898.97771293771,-0.6142328510059795,5141.376847458525,5.876926854665348,1,1.260236460556782
6818.66453351143,Retailer,-0.6413789383251512,-1.612369211561342,Spring,56129.02712103161,0.1777725035877972,4850.291869140368,5.668870641708858,1,0.9266622149760443
5767.155750657498,Retailer,0.8081808850037604,-0.329286614538382,Autumn,61424.02025994087,-0.1237203139946673,5186.160408724529,3.606499157214663,0,2.4007074592040794
5347.475516019487,Internet,-1.2853580634226849,-0.30375830359346495,Spring,54448.68965441665,-1.0904648448117442,2615.68309957705,2.882732440830896,0,0.4074782175492535
5370.960273370207,Retailer,0.3519877595401663,0.8895342972420491,Spring,41014.12402272799,-1.288144765953088,5158.218919451635,6.249502422829797,2,-0.4739919985347964
4528.03288608953,Retailer,0.36143246738601154,0.26313755901990626,Spring,53762.347013443046,0.7216634557718989,7197.424076204245,7.797971660287557,2,0.6843859331903537
3234.7423678109412,Retailer,0.43396965272363436,0.24501288331270193,Winter,53895.188758171775,-0.6421474029200971,4760.476495929759,4.436685696312028,0,-1.0638689360611815
4016.676522738988,Retailer,-0.05345217196837195,-1.7717479331669936,Autumn,62881.4406033241,-0.9683397651577264,3694.3097118177784,5.698062344743797,1,0.06769805127842699
6296.239728876142,Retailer,0.5035767716576002,,,63876.602005352644,-1.2786668755287398,6381.255324443245,6.930796978721062,0,0.2522311746559114
3659.7775455861056,Retailer,-0.4629010510010144,-0.11978048252642047,Autumn,43879.062531499614,1.4215041972475422,5025.90047346061,4.740131460910549,1,0.34427257921516596
5429.459689025193,Retailer,-0.07914648146799069,-0.061510952243862084,Winter,49966.70873010606,-1.3832360242664734,3222.5649206390403,4.01969812830521,2,-2.3833553276200377
3863.434277267025,Retailer,0.4507178120382524,-0.6958696964156068,Autumn,43840.78364725756,-1.3545732306112352,2883.291707978044,2.2833009093615777,0,0.3531256105515142
5060.821347119693,Distributor,-0.2871453303850871,-0.6727114326952846,Autumn,51950.030651191366,0.9681490885265738,7318.139935177558,7.363614575698546,0,-0.800520928820325
3556.985998862894,Retailer,1.3059388348579202,-1.2726695074161039,Summer,51589.3606428948,0.07617604245386725,3694.9183976573495,5.2623104734902775,0,-0.3637339837726118
4578.526889738426,Distributor,2.045142123955755,0.10197935243795607,Winter,54538.7870034693,-0.40173500093711917,6641.052065809651,6.73024790834263,2,-0.5796751153826754
6295.38047160538,Retailer,-0.31773176964361605,1.6370533962355034,Spring,45904.39587841309,-1.141174768426494,5856.552906046269,6.06488702776169,2,-0.6977492605352784
3205.5756464649658,Retailer,-0.6113650979160702,-0.570193682495617,Summer,47252.35307849016,-0.579927233670395,3173.589758036879,4.167724249646754,0,-0.7505967447382837
3588.8083699959975,Retailer,0.740144365921343,,,81730.50902884433,0.7629084908270487,8272.357075882042,4.822176898040412,2,1.3172645099263167
4617.663990858341,Internet,-0.5558440363345769,-0.23536334049203644,Winter,65135.36591110339,0.280385043279117,5470.853760856648,6.039757698053375,1,0.8181240739453116
2749.7660405519127,Retailer,-1.7088184351431244,0.04012533144675523,Autumn,32542.384440392136,0.12516015631599584,4417.784086676516,3.7522788916485643,1,-0.7390377013545386
7385.977498309136,Retailer,0.27549794241592485,-0.7163687863060061,Summer,31529.927884555047,-0.7103131621683939,2649.490490120486,5.376524558638616,1,-0.3516899191640465
6509.984899360646,Retailer,-1.296237913286035,-0.02335907890436033,Winter,40101.5812992317,2.539614621015555,6134.40819673824,3.078498086848481,0,0.7712251263115797
8661.083235839873,Distributor,-0.1204379296650362,-2.2268812442839847,Spring,58839.955685977046,-0.8025657365844803,3919.8385242713402,4.7058613121906125,0,-1.6619299775408076
2770.0650209604446,Retailer,1.4555857316444905,-0.318921553429531,Summer,46024.60091395175,0.7307930513537139,3814.7568572339196,2.1163657343539652,0,-1.1682828515334693
5538.152049360085,Retailer,-1.6050742843102532,0.039785949097337736,Spring,81745.13481470816,2.337128619466947,7243.967604610707,4.11450242045056,0,-0.2621088763744054
5787.189079153704,Internet,0.861463887606837,2.775871732888746,Winter,28242.716725720176,1.9879000542357783,6014.780722970295,4.784353233701064,2,-0.4122254749060471
3346.9774296283117,Retailer,-0.2298868022108195,0.8781022744966654,Spring,40929.46490941323,-0.9718788577866052,4668.199106460903,5.205447342297342,1,-1.0598241133648136
6444.628333806614,Retailer,-0.7002237185338334,0.4827466481380669,Winter,55604.929267990454,0.04690474633244763,4613.41513691589,4.437262549429459,1,-2.132035756663231
6514.808469279015,Internet,0.7312123732996386,0.47563643550271145,Autumn,71583.7743379662,0.4223252495388384,5742.049690723244,5.463557765419112,2,0.30727621375134206
3045.2588167208187,Retailer,1.6781140304104087,,,78020.09159769618,-0.6040328303336115,5214.771488892987,4.496713090400715,2,-0.007953983834610783
6440.68081938917,Retailer,-0.10143459974409293,-0.6144043703209392,Autumn,66599.7040382739,0.7590557643730854,6258.480123456706,6.05242673469099,1,-0.18517427828244623
5539.327825380471,Retailer,-1.7417237743829774,-1.0728682968113936,Summer,71335.90134136137,-0.2703886189798671,4618.227701458865,5.2940630448313195,2,-0.1374952512804595
1453.324425241452,Retailer,0.9218946851766797,-0.6716653460254786,Winter,55110.46399907536,-1.3186789929486058,5123.982090312415,7.109963684868402,1,0.8316329672770812
3861.061367416357,Retailer,0.37258511234306674,1.2150926012587564,Summer,52492.21619729908,-1.1607292507190006,4786.962427828709,5.408352739911237,0,-0.9814156923631028
3282.723081401253,Internet,-1.6528045714648893,-0.022236104828796822,Autumn,41815.979483022544,0.13664694987792295,3034.011806350092,4.658452730313908,0,-0.0993085412324372
6094.8193823939855,Retailer,2.199616983708747,-1.1942933035366476,Summer,63050.72380626756,-0.004991438121324387,5438.436545923475,5.644265544126042,2,-0.2672730547620843
7288.332782060788,Retailer,-0.7943809053344518,-0.5715152041290044,Autumn,61293.36096799501,0.9857334757003516,6044.183057625264,6.186689503917392,0,-0.49063426734337046
4121.070225485657,Retailer,-0.6289155590657804,0.0360328129908063,Winter,61894.49354355141,0.7560399905318314,5932.063976625577,4.159864581901172,0,-0.8326614259428678
4874.234182250964,Retailer,0.927875226750041,0.6122311536721737,Spring,76746.40904410993,-0.18963241790583082,6918.382331905423,4.789945043903038,1,1.1909650784513242
6955.705159970239,Internet,0.4198506713584089,-1.207390825579002,Winter,69051.06848905224,2.074426295440801,4538.968239077718,5.812972984621996,0,-1.6869933789953289
3931.0911836295813,Retailer,-0.3673586666176862,,,58965.297556588055,-2.1214372467960723,3955.1009702161873,2.8916996212762287,1,0.3282728553188186
5764.092966316503,Internet,-1.484771644192921,-1.0779950641303424,Spring,55252.421325657386,1.0851967845401473,3874.7734005039897,3.6589938498236787,0,1.0001796435117825
4786.215592977504,Retailer,0.8898502173770412,0.0032597526419722057,Autumn,59055.36809143549,-0.7282620856404242,5478.884444431717,5.313176366988237,0,-0.27317915892930045
5056.8155597482655,Retailer,0.9619894915174043,-2.414043266439587,Summer,54154.24641369143,-2.0455300164431787,2199.401177492556,4.901676573148095,2,-1.6959166792618063
5049.317702557876,Retailer,-0.8806152096459031,-1.1417814647628142,Spring,49597.902038526736,0.02559934912185961,3568.97940701863,3.74690923104012,1,-0.3771891207311481
5590.093268686183,Retailer,1.2282777270101237,0.38318472696429184,Spring,54016.17025678065,-0.4011908376898057,4790.49376466191,4.325945945281278,2,-0.33440841833140433
4258.071545861298,Distributor,-0.03290802163802811,-0.46349596651971237,Spring,77091.46784109576,-0.5728031937543575,8007.6923902752205,8.9200859867965,0,-0.4563541933531041
4924.260374557746,Retailer,0.8790449269820437,0.731947471737037,Autumn,45296.16495189843,1.1817049824606507,5722.25657186636,4.968259438596299,1,-2.3172854597096095
5472.901955093643,Retailer,-0.31096876063634077,-0.4523273353476246,Autumn,55006.83983331841,1.2345464956301635,5562.694829070872,5.405162865631062,1,-1.3186219769075311
3798.1010223042626,Retailer,0.024052035635373604,-1.7167105848558704,Summer,49555.46610272367,1.8993170738221747,4685.685999550522,3.7292617683277043,1,-1.4256663616178937
4640.521531857206,Distributor,0.5798048798958668,-0.18367832719920293,Winter,46741.823092816376,0.11985556856225625,5245.223334710471,3.7336927933418886,0,0.6211217849655196
4093.5195763954416,Internet,1.1296785223271497,-0.2414597595867787,Spring,68328.9327149821,1.099286396391725,4810.933839237948,3.8509070345815184,1,-0.5580255545838647
5457.923967918044,Retailer,-0.34211023971273163,-1.0089538974079364,Summer,75013.9651188141,-0.5441874648745069,4472.0397887595245,2.6057380299497543,1,-0.47982591373695466
5060.366319312888,Retailer,0.051968060460636775,0.2202415072303237,Spring,52477.56692522389,0.582128741672555,6412.677694619232,5.8805002976601095,0,0.30494768676022527
3952.5565920954277,Retailer,0.14602830438198797,-0.19379070879844087,Winter,45408.67555211176,0.43801304416121556,3875.1355480364155,3.991647063777604,1,-1.7414879435603379
3420.612653999131,Retailer,1.9676289076645535,-1.833036120859601,Spring,39435.85221333105,-0.35554717731585994,3840.493764461252,7.020456310812374,2,1.929224709953441
3761.1049411471154,Retailer,1.0567965724376545,0.7430044078461097,Winter,40704.45783272241,-2.2982813046763515,2666.2535867145575,4.049215939010957,1,0.5920137021800577
2721.6207376857155,Retailer,-1.2564761349660207,0.10066785399808191,Spring,75516.77120719483,0.01003850864145884,5131.495816450881,2.4187726472730393,1,-1.0459178615759366
2407.30920033556,Internet,-0.9296270191217312,0.3668670556296235,Autumn,60194.48221899652,-0.1431023525081481,4409.349543836701,4.831115281238306,0,0.1424293850014329
4995.469285777618,Retailer,-0.04931644678890883,0.4129511736087929,Winter,59014.11277138739,0.5864661646947388,5312.270233574661,4.581878705141906,0,0.2551358851591849
6327.428974041156,Distributor,-2.465585616994815,0.8208410617832368,Spring,49271.52615689336,0.05347574735358165,6251.84170419287,5.241919316710193,0,-1.2618650893446521
5007.318064470098,Distributor,-0.6537353700192617,-1.8999369232508005,Spring,55383.20574305363,-1.482334307666668,3564.4809587652708,5.128109460069389,0,-0.8734428933586545
6051.278341973796,Retailer,-0.4666077940702806,-1.015343635876197,Spring,61890.66152053369,-0.5367563546410126,3509.1995135557772,3.558922501726241,0,-0.3300372493478897
3631.3292148658647,Retailer,1.4949820620261902,-0.8473369862696795,Autumn,48637.65361790961,-0.6558869329216565,3817.711987353262,4.943868897437392,0,1.1847210935318222
6307.370867213868,Retailer,1.7789951138541116,,,53774.278105303,-0.7096405952480696,3539.266245288439,4.370014971906734,1,-0.05925469155236913
4056.848804441516,Retailer,-1.3044499956326925,0.05678570761370066,Summer,47959.43372402576,-0.4778682063582445,4630.406017292937,3.749468572314454,1,1.5242764793877364
4457.711162318817,Distributor,0.6180613496771041,0.4844764115834978,Winter,88574.36192137236,1.2560396070002622,7673.723300066007,1.6857542269586832,2,0.7206988074876494
5999.30029243926,Distributor,1.1102489282423835,-0.5750939956082856,Winter,53983.45926275998,0.4110551209279292,5730.18838531748,4.235943557704246,2,-0.49371744300953374
4289.156534253028,Retailer,-0.48617513016702407,1.425429488410344,Spring,55937.076733815025,0.5264256324981488,5208.696549025831,2.8130973286569043,2,-0.13695112869100431
4916.3053644517095,Retailer,1.6380612870910618,,,34770.28444386338,2.7245007687462257,6611.987866811521,4.805417008594772,0,-0.1291334974520995
6346.492171840803,Retailer,1.0802142998666293,-0.4991533927009348,Spring,56104.33123316227,-0.4860726518412962,6919.584845570885,7.633240847283707,0,2.0565855408531184
5048.518737312208,Retailer,-0.08384110253891719,0.8434673956284152,Autumn,62312.92843875293,0.7749858227079666,6559.1267227860635,5.754350828683058,0,-2.274597311444936
3170.014415933674,Internet,0.3532861982343404,1.475300714336462,Autumn,32644.2598882066,-2.0031417363928927,3216.1515814588192,5.1965295546777766,2,0.42451038058179813
5685.166516444052,Internet,0.18241480445457725,1.0971470855576435,Winter,64356.54388105664,0.25166454889411943,3680.2171821433813,3.3608425451577353,0,-1.2211033856180484
5375.776126057122,Distributor,0.5598505474429982,1.2627690398080276,Spring,44851.905227691816,1.4164262182420515,6688.393657350831,3.8888451506243653,2,-1.2230946953785706
3914.4757577034625,Retailer,0.48049501092769203,0.49899988148928165,Summer,20790.671214368893,-0.0948318560841177,3545.791893615396,4.989373137169021,2,-0.23700779017369547
1873.7508862555378,Retailer,-0.017602084320349713,0.40307776174347526,Spring,53228.20457354957,-1.770479121331965,2256.9815387536028,2.3717499744417077,2,-1.271584172768936
4385.112321620238,Retailer,-0.6130018825237206,0.9719602531563029,Summer,73370.83118599259,1.232813105919802,8167.432710758421,8.556870082312434,0,-1.0329811868866607
7300.427625064054,Retailer,-0.6240165478617989,-0.9033312704766147,Autumn,35745.84016202249,-0.16969748426944478,4325.846065184664,5.621312834208858,0,0.13679300461700758
4841.250837613878,Retailer,-1.2840093220544038,-0.20262795132908043,Spring,41100.10505950827,0.006749645326495587,3643.48382690623,3.949335942586689,1,-0.26552559734860953
3298.955873868327,Retailer,0.9529209173501901,-1.712471599843099,Summer,52342.33027688634,1.1785190365812888,3942.189208149318,2.9923862646942823,1,-1.0893598625556884
3432.9574828092827,Retailer,-1.3688768620745997,-0.6216599448807024,Spring,61367.86001885156,0.6948601482422689,5116.217743547985,3.60308573114417,0,-1.147256107594435
4196.0068701127075,Retailer,0.34802708566975105,-2.159582590336408,Summer,56021.681713108635,2.0198426383836123,5141.821108772138,4.709451316863983,1,-1.037738388685862
4620.483351066274,Retailer,-2.1171289908519926,-1.4083413714333486,Winter,53916.446870436055,-0.29862418772807137,3893.807003806037,3.823902854678318,2,0.2937927537466007
4557.607316184773,Retailer,-0.3595879729174215,1.174414754583986,Spring,51902.80712535297,-0.5877854161646252,4771.317113687339,3.350480484655536,0,-0.9473207682134802
4710.3970849784955,Internet,-1.0619831124306467,0.43562964133425497,Summer,38627.55169922311,0.4145696853297221,4836.963187635344,6.5345470777263674,1,1.4826149671791267
6099.927019865824,Distributor,-1.1225854604423313,-0.0949986315219956,Autumn,55402.77295026028,0.3855400566310554,7140.978114935767,5.160106689999963,1,1.9562116442343505
5074.635351004442,Retailer,-1.9321072877594265,-2.8277762948574243,Winter,62755.179410506826,1.2875402540126961,5193.154869688261,5.5061005504041205,1,0.9602300428208478
5069.244100052684,Distributor,0.037365766692869194,1.3797056283643285,Summer,68699.05775544263,-1.8846560443341227,7312.987294716252,5.179308427015354,1,0.8439858824046832
4876.615940163526,Retailer,-1.0458705645692827,0.10464894046663249,Summer,58833.024594849056,0.2696069759576237,5856.494224391766,5.294209475680775,2,0.6672945041974391
5875.375490351858,Retailer,-1.6073731542063183,-0.821711723142944,Autumn,52704.80375243231,0.5308497941282212,3787.4310226460725,4.049330167573519,0,-1.537232971043444
4275.770956368147,Retailer,0.9089996457718911,-0.5485896457712433,Spring,71783.686847228,-0.5255153383722847,3916.1083321649667,3.6798833463916547,2,-1.4353356006947997
5323.576865991712,Retailer,0.3251177564180746,-1.1456632352101999,Autumn,81257.05086458754,-0.37797051496563216,4583.170339875181,5.49358725730697,1,-1.1589935027991936
5042.686023651275,Retailer,-0.018464648676486773,0.9209720202201566,Winter,43477.565518801886,-1.7858804495280949,4745.054851485745,5.854302115643122,1,0.22081653979018537
5946.644737842379,Retailer,1.7926325233517364,0.9731501336518913,Spring,63495.31573308757,0.35931787366612544,5899.1925946032,3.6597260097465685,2,-1.1133359652592874
3613.5540468084187,Retailer,0.5885567627083389,0.7927489759638132,Winter,55067.62623022645,-0.6977516966845181,4670.766989935607,5.21969810246019,2,-0.26358419946603306
3294.130633986179,Retailer,0.15244296787149586,-0.7557489424450864,Summer,45341.9537553666,-1.258181926731796,2623.7355767500417,4.7575187959283936,1,-0.8354722016484815
3437.125954273798,Retailer,0.9418696377165231,1.0330750228723005,Autumn,56125.79982118761,0.7429401288803104,6909.2209208939075,4.829108244463832,1,-0.054263228460501196
4961.307167396888,Retailer,-1.7141123873378847,-1.6227722442146806,Winter,52941.22647300178,2.5440736603136695,5924.571380598382,4.444601389634636,0,0.23650206046915323
7141.959894505583,Retailer,0.22970375750057892,-0.043018872924943496,Summer,55860.5330561533,0.13597402377106552,5306.2264884169845,5.634638868666447,2,1.325004529834539
3117.260325597855,Distributor,2.195866535165662,-0.21975800835560272,Summer,38397.63242088408,0.8643880693850687,4843.062083532416,3.565805134026937,0,-1.5753440132235939
4756.852797792459,Retailer,-0.559396002071912,-2.224980857850682,Spring,49614.63181052878,-1.0753617748997957,1628.299031305808,3.7980354520875825,1,-1.0652277044185772
2969.751321632142,Distributor,0.5034525447082633,-0.1401614961223063,Autumn,46497.48341157795,-0.9956655124639023,4731.032842300654,4.290391714018835,0,0.5010440233012853
4940.428324538644,Internet,-0.3539467082377188,2.2897033429511366,Autumn,72736.91291747795,1.9114861728781687,8197.341079672018,5.482903579678685,1,-0.01436271756017194
3815.159015078385,Distributor,-0.9192541381403817,0.8031637990501068,Spring,55977.632792622186,0.006931516106856959,4677.92374639534,1.4582635007288447,2,-1.8800677547815863
2155.3281355095482,Retailer,-1.769976938050108,-0.8202805664727266,Summer,51101.06170990613,-0.7847882090342992,3611.653717023024,4.580243897740013,1,-1.5873551789587368
6731.776041402237,Retailer,-0.45711313055228886,,,54071.202715844636,0.29980100491026956,5109.996201134897,3.9796972052198734,1,-0.2908578214394084
5995.028977397278,Retailer,1.5274707363965598,0.7977744172324762,Autumn,66816.65192609637,0.8845320920978866,7216.358225640764,5.450430994414059,2,0.8741164677523123
3485.453518453556,Retailer,0.9227352778741219,-0.015570482230423994,Spring,38888.58571745475,-0.07641616244521582,5084.393763701697,6.442016421666811,1,0.5815750207139373
4201.653066335062,Retailer,-2.4107746835829595,-0.5345598332596415,Summer,76351.72189502782,-0.756938591401085,5103.665003878705,5.509093291668116,2,-0.7282105165044641
4482.098042823104,Retailer,-1.0713159912745047,,,45543.173525546415,0.3663649473703147,5463.947457940961,6.503680696258805,1,0.49351138513196474
5006.529427712998,Retailer,-0.7415957221265465,0.0816139183436686,Autumn,58550.03485108995,-0.29849309171840266,4054.919677938136,2.9367831905282866,0,-0.9810432648016277
4818.314375400997,Distributor,-2.0934487744253825,0.02113992766992743,Summer,40865.9638657155,1.4248794048744713,8047.1616294928435,6.463755602040483,0,0.44144886824322177
4571.572348761272,Retailer,-1.8968766941271895,,,85723.91848664134,-1.0423874307465752,5764.8835425728,5.291142316922523,0,0.6173087960796144
4142.300670328821,Retailer,0.43498679427982995,1.5724064261666062,Summer,64036.22571434316,-0.5099387711339952,7402.077934114179,7.723564563699321,0,-0.5577461289213617
4954.01501915029,Distributor,-0.2691573185432627,0.33279500352263414,Spring,61599.63322948642,1.6361692229301883,8669.006618736636,5.772858085684817,1,0.020321765782965566
5498.853482929516,Distributor,0.7573668201902098,-1.0840290170158056,Winter,56333.40443633979,0.35508201851755167,5065.288099634361,3.151928873218523,1,-1.205300946948772
3963.221453737304,Retailer,-1.9357055568135773,0.06492418018425757,Autumn,56184.737735627445,-1.1076659292851485,3878.8432888877865,4.275779315638696,0,-0.1851012308997915
3993.790494548769,Internet,-0.7744381948664092,,,40393.00774133757,1.0414386448178719,3830.83306315949,3.6512067665306054,2,-1.32298933923688
3347.202562233754,Retailer,-0.17922004927568067,0.4724572203111425,Autumn,59505.690726107205,1.5004583011200874,6914.802133887953,4.860580415600869,2,0.47293059505723806
3933.6117212414833,Retailer,-1.0811282893186611,-1.7744836089185654,Summer,45272.3199472359,0.1553210772570369,2947.78782574659,3.5606010485563453,1,1.6044774433351847
5772.403103248431,Distributor,-2.376522595781267,-0.7893077911848829,Winter,51937.14856903165,-0.8200018217463482,5196.452000431667,5.660930551203559,0,-0.5184444352590981
5857.886195155129,Retailer,0.721326354031254,-0.6828448547806705,Autumn,44277.0116397167,0.45829157501912626,4002.378674696657,4.142815836254903,2,0.7903767314309623
2799.5695395141256,Retailer,1.8462547789802604,0.5014220981245504,Spring,63414.91516543439,0.12578658358382483,6252.34586856195,4.629293058210472,1,-0.41298731134361827
5940.713138168612,Retailer,-1.183796639995361,-0.8515807240021815,Autumn,51776.23512335258,0.06316913290522637,3673.5670957545044,4.571502649117082,2,-0.20073375928915968
5246.727693182058,Retailer,-0.3885021768700166,-0.0915332437383525,Autumn,48603.39985712697,0.3778037941830223,5652.409305959172,6.375760600130196,2,0.07987942142145231
4186.582763341123,Internet,-0.12811244595373644,1.4112830197556596,Autumn,42946.17324019127,-1.9979480789876223,2231.1251039436806,3.799613974233239,1,0.08457378617668061
6269.143259267324,Retailer,-1.0517022238465559,0.13105361392413295,Winter,56641.90106734726,1.0499320571916442,4446.062973200429,2.3830195047085603,1,-0.21946231118481402
3037.295470662234,Retailer,0.9198069004842568,1.062692997625877,Autumn,33041.02119315723,1.0629287340346782,4250.081380241791,2.6971571843719815,1,-0.8366915289195633
5694.071963482817,Internet,0.795433480897375,-0.999874781549623,Autumn,63023.04716631605,0.5261439194654483,4500.925095452954,6.030673157396582,0,0.29915133181145204
2376.523944999771,Internet,1.1288165731365616,-0.38363203604678875,Winter,67505.14272185772,-0.25214248969224995,5166.030715561054,7.540202024858093,2,-1.0233556118355163
4800.0129906544125,Retailer,0.39944781363923837,0.8632662558125661,Winter,48879.96437541014,-0.740267051334875,5488.351525779026,6.334204337257315,1,1.350206082834857
5459.675828800414,Distributor,0.3244555374044523,1.819710993811252,Winter,69618.66459953811,0.17441396376253562,8561.561815616195,3.7653862332918075,1,0.1679103087976156
6592.737386787056,Internet,0.9496781978182768,0.554631966071611,Spring,48526.99515762856,-0.9110267477666367,2594.8489103171623,4.182081876599344,1,-1.373759731601159
4603.067434447746,Internet,0.9311267775930318,0.19886804250575058,Winter,39647.20397770878,0.09076941729263045,3271.5409306464694,5.175708103615698,1,-0.6449854332954184
3553.0044233580443,Internet,0.631423225251192,0.7798103515363424,Summer,79631.83295133183,1.5994053796970762,7156.869554440688,5.0638439567406985,1,1.0750940804574234
3003.510046623809,Internet,2.197907132148463,,,65636.375281849,1.6640074377076874,6402.854433436315,5.2744107624464,1,0.3203739956678241
5110.496586834876,Retailer,-0.3658716740038374,0.02122264713493394,Spring,48386.423815353424,-1.7459933836788584,2739.5760699224843,4.326325145465287,2,-0.19056563517771116
5286.214040705013,Internet,1.645700660653841,-0.7551985930885458,Summer,15000.0,-0.2045990115860275,2094.105514488112,6.059731060745239,0,0.5248120648029636
3501.587392590727,Retailer,-0.1165971117098571,-1.0187831541648753,Autumn,52159.808689262296,-0.1358362826063552,2381.683190917121,2.8806728387152734,1,-1.1437586791169625
4360.374301661597,Retailer,-0.34360770941094,-1.562199875824877,Spring,62738.99952181654,-1.1007240549180466,3858.6253535173364,5.7362076233966715,2,-1.304838078222193
5642.9757552346055,Retailer,0.01048378118306518,1.9242766632164625,Winter,37381.640121011624,1.2947288657493874,7539.82518111515,5.47603439423633,2,1.0906274224584651
5878.63482024982,Retailer,-1.2892330622156403,-0.3135405077476099,Autumn,39276.94954717478,-0.1760299039972086,4553.1844341067,4.373929136100593,2,2.620580507939264
3708.915000937725,Retailer,-1.0502425308256216,-1.0587350411248369,Spring,50533.54955849165,-0.9674521542013623,2524.0356117741076,1.269689754791317,0,1.5498087688795805
4794.953560430394,Retailer,0.988848173968472,-1.4994238474243857,Autumn,51789.97770646519,0.19461171936188065,5331.066314594484,6.812054597120193,0,0.281470825121417
5584.331225734427,Distributor,0.10782627262845353,-0.53968847580111,Summer,55567.38127969625,1.6390771393440138,5443.091735362121,3.1445145491044504,0,-1.6812476336535622
4947.967850842032,Retailer,-1.4446914547412337,-1.0990019627528034,Autumn,68349.83178652229,0.5699521762743693,5115.994698894273,5.884148437438173,1,-1.6098287640672835
4773.792488992165,Retailer,0.3901556058015803,1.4243523776448257,Winter,89382.45834619508,0.581311044119369,8059.571995876171,5.131412608177546,0,0.3849242380591336
4054.178838195166,Distributor,-0.42766726895809015,-2.4900064055209534,Winter,33842.21278876971,-1.0336804976827318,3353.1479836601884,5.902674271551765,1,-0.5258841155195312
4015.838350532871,Internet,0.9118368703179381,1.2789137594088655,Summer,56357.49425498685,-0.6251189459040745,4485.212876237636,3.361145440326939,1,0.7328506148212423
