Household Income,Money spending score,Gender,Marital Status,Children age,Time spending score
137369.624520294,22.086754972196054,Female,Single,9,6.15799331923416
166629.26129994256,58.1382998807854,Male,Divorced,11,67.41423712402373
159392.86915113867,45.08932756987236,Male,Divorced,12,40.485279954869156
87626.22764897152,33.19732464284126,Female,Married,13,36.959727676365134
142058.92785251891,75.87869705068552,Male,Married,6,70.42570749391525
178464.0430141362,43.77945028054213,Female,Married,11,46.2275670052797
168666.53486654756,62.143804624879856,Male,Divorced,7,69.49029380300625
153432.14608193783,24.438786730218133,Male,Married,9,22.602921423030985
145665.51020970911,58.45497401543807,Male,Divorced,6,69.34141004975518
153496.93825858642,58.086345676715794,Female,Divorced,6,61.38968059211
175649.77663936408,58.734669654886865,Female,Single,11,68.81219448758968
129309.97616731504,29.240389089455245,Female,Single,8,43.42909329969989
69536.45396984986,30.58489113809352,Female,Married,13,36.51489016529811
165195.53254151656,14.074901619477945,Female,Divorced,9,32.810562877004685
164525.21055029222,52.3805550639081,Female,Single,12,50.646843631873395
156861.86407384786,22.95790226263809,Male,Married,9,33.54547734588331
80381.83232351442,22.644887661825464,Female,Divorced,13,26.566866590654584
146975.38409977237,75.8400269174443,Male,Married,6,81.82235714019819
147245.08565364804,19.33457075545219,Female,Divorced,9,15.338526867625045
62438.50396501887,22.313145994616615,Female,Single,13,34.06035546878713
154169.48886315746,41.85627476927809,Male,Divorced,9,42.29584989366131
70624.8406994554,10.682693396057871,Male,Married,13,14.511308466176914
164137.45838696737,22.867613292461375,Male,Divorced,9,23.613842183065472
131639.59674566516,30.070832883861744,Male,Divorced,9,38.663874939105504
188570.83492475527,35.76660407662847,Male,Married,9,42.67162704209764
128396.12692871764,28.97120596319032,Female,Single,9,19.60311773898127
132277.1755763573,67.47452311228672,Male,Divorced,7,45.718801426448024
47847.04656806486,34.276944501276944,Male,Married,13,36.25841744308427
139766.36952279913,65.73667696665828,Female,Single,7,72.51922927677245
131303.1830355854,12.880110216924813,Male,Divorced,9,16.985219105534743
167947.23529512767,54.77515829563256,Male,Married,11,63.70623573497011
119074.49792820998,28.508741791040226,Female,Single,9,33.923349333951776
180291.73686956833,71.61998463586261,Female,Divorced,6,77.54140466370826
72317.43046682436,20.35728264108216,Male,Married,13,22.98602647203222
152299.91578466026,80.3616348755339,Female,Divorced,7,80.80791913514973
149147.9644047462,61.16678410369536,Male,Single,12,61.45944942383659
54512.66773377216,27.576078807131953,Female,Married,13,29.940678479511565
184401.47890343028,61.12766445599654,Female,Married,12,64.09296738517013
149299.99674154984,35.21983795035309,Female,Married,8,31.062243534923873
167625.94651107327,55.93393525310923,Female,Single,12,51.58056152839458
137339.57325983298,46.465141875696204,Female,Divorced,9,44.34643651054277
162300.15495274664,88.53654554769783,Female,Single,7,87.24940806140117
153899.1626135657,71.98336097361464,Female,Divorced,6,83.00647054369256
143658.59972371574,71.71206166517175,Female,Married,6,85.60184417135933
159404.78679609383,91.48087631097809,Male,Single,5,93.69429153075811
137193.9486666531,83.24690314329885,Female,Single,7,88.45382165400962
154087.8634804571,63.979974637615356,Male,Married,6,56.143332698947866
182272.1896477304,57.566960483830506,Female,Divorced,12,56.28813908303845
126553.87777951511,79.04333348020303,Male,Divorced,7,63.53719454201779
163264.56301151754,62.734153771015485,Female,Single,11,67.37566179013459
72819.4760650731,31.147045176104875,Female,Married,12,31.252290890332755
141523.83139305186,36.806741288200826,Male,Divorced,9,35.770661334977724
137750.9677987869,28.44700078097574,Male,Divorced,7,32.75046076834437
174976.83234603127,56.206289358072,Male,Divorced,11,56.77660042984472
147829.5126863898,36.782992830962336,Female,Married,9,36.84683539655621
134696.87925216282,27.075329566442477,Male,Single,9,44.13637605038307
176399.33998176886,61.12032263122451,Male,Divorced,11,57.28505103493146
141888.80555824636,25.376922365511593,Female,Single,10,11.15579562269004
153343.81848892855,62.37855244802978,Female,Divorced,7,57.279063330923805
172104.57823890867,58.418609142483234,Female,Married,11,68.74605070234071
84297.11559246932,29.316650181093717,Female,Divorced,13,29.219978608429635
141409.80420629715,13.439223289452105,Male,Married,10,15.814455856866138
74764.1384388769,34.38391805533742,Female,Single,13,30.599925444215657
158124.0508318703,71.47585118215547,Female,Single,6,66.53746147756716
169163.77543354107,51.71436726391705,Female,Single,12,50.07653446161229
169649.4622513555,60.62358506332821,Male,Married,12,60.2965457503904
150635.9368832848,37.65975331221647,Male,Divorced,11,33.436287281289566
161889.63296090456,76.97544203688723,Male,Divorced,7,69.9546136897342
176753.2266902923,64.18826033806016,Female,Single,12,54.51151671586458
179900.46269960012,58.64175738324635,Female,Divorced,12,64.72670605289827
149172.38403390077,82.33591161550657,Male,Married,7,81.19772103788067
158841.34657699981,58.220073848656,Male,Married,11,64.68723407717138
140379.2836323094,41.30679151747794,Male,Single,9,33.44850893747966
157473.28652059764,44.44421749781787,Male,Divorced,12,47.8609803727022
191905.0893191177,58.15548161551651,Female,Single,12,55.2311272458207
167655.4084269835,59.30151590188579,Male,Divorced,6,57.70712019318329
123733.17370394035,14.885198749803596,Male,Single,10,1.7219522569386143
164172.64129227566,57.74453321063051,Male,Single,11,55.51202704715104
55110.69220178899,44.47090744626163,Female,Married,13,41.66695177824481
64418.57187673905,45.56969116464675,Male,Married,13,30.10483666896343
56994.32297016501,17.572991527380484,Male,Divorced,13,20.197123641860898
198796.35129314312,62.297662876766026,Male,Divorced,11,59.060718532804614
172241.84900074848,45.16691708647049,Male,Single,12,46.72188829340664
66965.39348593005,30.836627120220257,Female,Single,13,22.12046647922002
143521.11025928456,72.34701354850552,Male,Divorced,6,73.21545649896713
72414.31023569283,42.437111512939225,Male,Single,12,48.331611186855405
58283.587506158394,20.162327657536938,Female,Married,13,21.627627486697694
154814.5474567283,53.90947195506027,Female,Single,13,47.54962337302452
163021.27286468618,34.85097489405599,Male,Married,8,36.28139720214712
142260.68679313682,89.74965448057061,Female,Divorced,6,83.16948955613469
138473.97890059493,58.292944201182166,Male,Divorced,13,61.620524897925684
125939.71460190626,31.4579703091605,Female,Married,9,29.83137329735427
175615.82234481635,47.40796392999037,Female,Divorced,10,45.1303717083472
62536.818163264965,37.890467618658086,Male,Married,13,35.15110862743007
139137.8080974976,64.48054043253939,Female,Divorced,7,63.59878410243367
80336.61198250853,26.413354355634503,Male,Single,13,23.46487520780009
135178.70942963444,14.123702365289052,Male,Married,10,10.146004065765613
174632.03455468337,66.23189542158929,Female,Divorced,6,60.813282671552926
57186.47744928302,44.68370626652862,Male,Divorced,13,45.3762499012835
92813.11926731312,38.594771778572856,Male,Married,13,31.530152262736255
144665.34616117273,74.62009186435623,Male,Divorced,6,72.9179223066099
147210.21757723307,26.836930479150094,Male,Single,9,22.154219997079515
55570.34969844081,28.01988614636516,Female,Single,12,41.18046290613167
154604.6547357124,52.829059983170914,Male,Divorced,11,52.872362102991666
54494.50146087863,12.059173413046928,Male,Divorced,12,10.527566741393343
125274.73054055158,76.22096537925317,Female,Married,6,80.94350152475323
66211.23044237554,27.325654486445863,Male,Married,13,18.565239696309114
114098.89505783297,26.25848538610896,Female,Single,9,11.564483731065012
138037.03550684813,28.80559487375455,Male,Single,10,29.462184609214756
51950.02460809586,29.60510228265275,Female,Divorced,13,28.952228396918493
158217.9932556579,70.6560172227627,Female,Divorced,11,68.03890840685887
118068.96665914866,19.491785018749912,Male,Single,9,26.780744314656246
172153.25995494498,52.94803792755858,Male,Divorced,12,61.09118354393942
73091.70038233884,15.20379748339979,Female,Married,13,11.470952535977878
148243.6033124694,72.34425717034323,Female,Divorced,6,78.88484274267888
131676.42139042486,25.125415589013702,Female,Divorced,9,19.688443605984524
181559.83925226127,43.21570891630283,Female,Single,11,32.016700719511405
141043.04675789538,35.807857148853486,Male,Divorced,9,25.41413790566549
67205.28396178399,29.542891985240573,Male,Divorced,13,32.86352398291786
169433.9008134239,75.86834536944507,Female,Divorced,6,71.31771730592865
190704.53622702076,48.45421285723536,Male,Single,11,44.045418492689215
146977.22247679927,38.39083916444669,Female,Divorced,11,34.375877882146916
93100.46866265341,40.887198353442216,Male,Single,13,40.317384482958055
76234.47761212828,27.408722478851356,Male,Married,13,15.431511924821901
150591.52232591368,83.28873690392177,Female,Married,6,85.70007786075178
159302.63806789488,28.131704886747794,Female,Divorced,8,22.310814260088
165125.12015817128,81.56104853781028,Male,Divorced,6,76.38332241010545
154998.4679058494,71.75513919495418,Male,Divorced,6,78.69183875375606
135748.08913583183,34.09508725161684,Male,Divorced,9,31.53533700666025
141351.77326617288,71.15713173021737,Female,Single,7,72.46641798425192
140958.76272423932,21.978921975531474,Female,Single,8,30.40124155342916
157713.15372409835,21.556366761560763,Male,Married,9,15.753365680193237
148180.3905038064,31.61450475088167,Male,Divorced,8,45.05945710234455
44278.05398020524,15.854693090099513,Male,Single,13,13.528521974888646
152599.87986445738,53.65979281682366,Male,Single,12,54.19204486975154
154795.31554899496,62.89998191463971,Female,Married,11,63.76735025567927
60847.598775976396,23.76336622889171,Female,Divorced,12,13.593110970191981
147728.4034243828,33.69244645505103,Female,Single,10,36.16259288035491
156228.21175749958,68.52107086680154,Female,Single,7,76.99398050076347
173507.04753836239,54.9524701388147,Female,Single,12,58.68882354163876
136396.4348763112,35.69561596465285,Male,Married,9,46.39981446225666
152194.491853992,63.00192745125304,Female,Single,7,67.72054301056602
152725.3884627461,76.30800202350665,Male,Married,6,85.10588144760398
175710.77258985446,47.88502999863473,Female,Divorced,12,61.25187549493539
173444.2473905569,50.57653988273939,Male,Divorced,12,49.0217596981705
160554.466935476,51.79763753647163,Female,Divorced,12,46.094527845762926
146107.70317868248,37.582572689526216,Female,Married,8,50.147311459142
161007.44156255413,61.39562798080594,Male,Divorced,12,53.109260818155775
151909.46540019955,19.493547592376434,Male,Married,9,15.67406859064543
138092.4055226403,37.85705745695949,Female,Married,8,40.945269483595645
164271.552428373,72.88618625790569,Male,Divorced,6,74.02706361749472
69726.48383106876,22.35686132737158,Male,Married,14,19.715518573064607
143570.057087464,62.039652431488776,Female,Single,6,67.18712822045862
107791.92952775778,26.433363023724475,Male,Married,9,13.645226951519632
162023.1115092341,58.82227880213351,Male,Divorced,7,54.4750149204215
148629.60192458323,65.7527667127757,Male,Single,7,62.01054547945123
178944.6810371884,49.93702862167696,Male,Married,11,42.338312374755766
147431.2729926657,60.523639569307875,Male,Divorced,6,60.858533122366744
157085.81857157437,58.13817779125034,Female,Divorced,11,63.81463292339365
152679.39417771366,73.62240440825641,Female,Single,7,71.05024126777154
138916.45709269732,22.49170350357106,Female,Married,9,21.034977533422342
72117.09302640535,27.841857176322186,Female,Single,13,17.382514954270448
64315.40607871621,34.273720380011284,Female,Single,13,43.674159106347346
175727.2505679967,58.55076237076914,Female,Married,12,70.05862411560142
72955.03799781355,35.64077130422773,Female,Married,13,49.869300718726585
167788.30372975234,77.88016665214946,Female,Divorced,5,81.69545084847165
67999.32690906977,45.93100007879878,Female,Married,13,49.39485020776791
199563.87554153858,68.77047820986839,Male,Divorced,12,58.64841040210206
85598.69883485674,36.77257001098184,Female,Married,13,33.7159786875694
165005.90266139113,55.739459698125664,Female,Single,6,54.2142609414504
134562.10719850534,26.531020804174375,Female,Single,9,21.52466734337289
141187.51402701627,58.98621318656605,Female,Single,5,55.57202390277058
164518.35928166582,64.51258992797341,Male,Married,5,67.64505181083574
155292.68090261347,53.11912140180656,Male,Divorced,11,54.41067435250156
158166.29074349825,58.19362101787836,Male,Married,10,69.73887675861558
71523.60378340736,15.718367977045212,Female,Divorced,12,21.824181922136596
79947.87799264016,41.309445858566825,Female,Divorced,13,41.57391567043536
149863.22312720784,33.372653485312654,Female,Married,10,23.720140960568205
141354.40928693645,14.133824587376097,Male,Divorced,9,3.791010137482722
141401.07118734528,36.5942417952164,Male,Divorced,9,40.22998558333235
166591.1745204878,78.91238199292495,Female,Married,6,59.121463981640304
56115.97416038024,24.964276436072787,Female,Single,13,18.156881191932076
67731.76971161066,21.72441097394721,Female,Divorced,13,23.1046094957868
145283.89583994582,33.95710407740704,Female,Married,9,33.452213720937046
151890.24174043906,37.113489925131354,Male,Divorced,8,38.614625688439055
137269.8481450459,76.03644368606126,Male,Divorced,6,80.67180951333046
171308.69150247908,52.11010034222171,Male,Single,12,58.28650366373581
180376.51808206516,58.147677490617525,Female,Single,12,59.292003621364536
133639.94245150627,27.558813367168586,Female,Single,9,30.186625711988654
163487.97818542318,48.92636564161445,Male,Single,6,33.83274378763691
37740.880232444935,34.582392905439306,Female,Single,13,35.52049727263687
147643.85061121863,58.45804982492272,Male,Single,6,58.89177208820052
142539.98607381238,50.78705325732216,Male,Divorced,12,48.015186312921806
79872.90313080647,11.627949822736042,Female,Married,13,19.600551494103712
162736.3901380921,40.65425153839237,Female,Married,12,37.05899244814889
157561.05111698524,56.98607306427127,Female,Married,12,44.06799541596145
139665.5883617438,21.7630501770615,Male,Divorced,10,27.200809132437698
77659.73394971846,20.663423875808014,Male,Divorced,13,6.236364007270389
145823.479817585,67.84373580017514,Female,Married,7,47.60171643637468
169546.44115628386,41.40849734849017,Male,Single,11,43.76305265804613
151383.59676607256,80.05864754832433,Female,Single,6,79.5667960396508
182772.88959413057,50.19953171132716,Female,Married,12,57.1727911730533
65920.50093776465,22.961973779748224,Male,Divorced,13,20.694362356253716
191097.37010971457,46.76569384796994,Male,Single,12,51.22776194346753
61157.85572026632,12.319749497022869,Female,Married,14,15.496247296037922
65924.3937642399,26.250503770157753,Female,Divorced,13,22.440544254984705
122065.19115006614,38.18981680535706,Male,Divorced,9,50.9580160241606
151343.18768090423,70.90323382751292,Male,Divorced,11,78.29088843360134
149621.46543706063,31.712408002997222,Female,Divorced,8,38.25283333104352
161257.66914813026,51.95187692800174,Female,Single,12,55.55451569237315
177173.50476841338,51.155119663545804,Female,Divorced,12,44.638766098554086
151100.83995078332,82.40263470499093,Male,Married,6,76.5449758697832
165298.65303572037,71.9423008018469,Female,Married,7,70.24112240889708
165078.72113981924,54.10811500030485,Female,Married,11,46.952149670056045
146324.06215517686,30.14193333766911,Male,Single,8,17.928091336942664
53216.23429241657,25.8085766593745,Female,Divorced,12,25.007782616447646
174302.7336299054,44.860552122744714,Male,Single,11,36.12319938982102
161409.3136937116,45.27768214152774,Female,Divorced,11,53.403845976805684
61454.58238003697,39.90136137625713,Female,Single,13,33.55846959127928
176436.68711910807,61.73199847702689,Female,Divorced,10,69.12429718891386
128496.64395173953,39.10972938765078,Female,Married,8,26.205155441843736
70091.57770707167,27.965375859994282,Female,Single,13,22.28267140523512
143358.14117343113,17.84849328942191,Male,Married,8,13.141046937179116
146658.36123337704,23.33697262817081,Female,Divorced,9,35.045844233726825
141282.08946214605,60.87946098504794,Male,Single,6,67.9178887972885
135739.98019948282,18.770262781449095,Female,Married,9,21.864620468030225
158342.7003316764,73.49788763718982,Male,Single,6,75.62693227825683
158379.81969295433,61.125674083461476,Female,Single,12,60.13719835228412
163734.59644459427,63.887920831435835,Female,Married,11,72.2527344371835
83150.07115059564,22.75536599450468,Male,Divorced,13,21.15131234197618
128886.0840515889,27.79655597637861,Female,Married,8,24.484820578335437
162614.31695659016,30.059396473978165,Male,Single,9,27.64056633678545
143933.8172097697,35.467922246391666,Female,Divorced,8,42.398488282280134
59928.51269103731,29.436167647800964,Female,Divorced,12,16.16300431734645
136924.1398419855,29.380335845838978,Female,Divorced,9,22.389793279149348
145914.7597429179,28.035020960732094,Female,Single,9,32.67531742171169
133565.75774515877,19.25099023776909,Male,Married,9,35.64354151550762
44120.099291083345,18.897221445224048,Male,Divorced,13,21.81062132847965
140627.37483926307,17.59320778096494,Male,Single,9,21.09449480001817
144671.0490462371,77.24097666623274,Male,Married,6,70.4686786429833
67383.35827919675,21.333323890350673,Male,Single,13,4.886617672554429
75658.5341475551,25.885441560183246,Female,Divorced,13,33.54282871131496
88283.83826326797,27.115215797109354,Male,Married,13,26.66325409343436
142820.88281025275,66.78046452980252,Male,Single,7,66.79916258883098
152660.22868470897,56.64341492189648,Female,Married,7,56.145996977585405
162995.17017335718,17.764892578967995,Male,Divorced,9,15.012359135665704
62164.61405422386,32.528489655929434,Male,Divorced,13,34.23684159378631
162133.49108448203,81.89993444195741,Female,Single,6,82.08666548514157
160686.57155687222,69.8825892532931,Female,Divorced,6,70.64701701701122
144955.21005640368,61.065043336729595,Female,Divorced,13,55.85154917844729
66273.52648341993,20.559308433108082,Female,Married,13,10.992085324364226
67404.8775190408,45.312415608679565,Male,Divorced,13,35.321124083893594
131175.44027920064,10.74932164655781,Female,Divorced,9,10.453286660980941
120487.11233138572,16.554674458832373,Male,Single,9,13.291117585213271
161522.68821470658,61.08070406678383,Female,Divorced,6,55.084717162806776
136898.36524002877,35.352881242814874,Female,Divorced,8,41.29883459307499
67090.9201065427,16.246149533082516,Female,Divorced,13,28.641053963399624
154535.3162012582,17.198266178656695,Male,Married,8,9.204676015989634
127009.12200312063,65.28836203173758,Male,Divorced,6,60.245402729864196
168820.9510811291,58.66712673085238,Male,Divorced,11,58.1069354124608
126773.847879594,23.53955992701855,Male,Divorced,9,25.372794921940596
180812.82646309264,62.621246840197806,Male,Single,12,63.69235205881468
126159.36238385012,33.176401791762956,Male,Married,9,35.90245915905451
142935.49351227484,49.661215538289355,Male,Divorced,11,50.33541016225777
143909.3960893443,19.71248626785385,Male,Divorced,9,28.86544527396704
160422.60644989234,48.60329653987884,Male,Married,11,48.70012476257419
139767.8774644504,18.636215508734843,Female,Divorced,8,19.02359123346881
64361.23154800288,18.899974275955355,Male,Divorced,12,11.798056275099377
158829.1525431432,27.68104035441599,Female,Divorced,9,26.324835390653355
78381.65091824383,23.438779189675483,Male,Divorced,14,21.20660368678609
83242.2524333113,23.641941383420512,Female,Married,13,27.62739014581314
140020.2549471361,18.695933510384872,Female,Divorced,9,31.89258976292663
192826.3514389497,50.99915405880495,Male,Divorced,12,42.10980329209498
153468.59898130118,79.22440396581591,Male,Divorced,7,75.91534522920419
117624.31669616987,13.361004083967678,Male,Married,9,8.295247997364548
150759.73636821844,64.99489274451291,Male,Single,6,67.41989153685222
67177.01486199205,19.545485235263534,Male,Divorced,13,12.233785067260115
163289.309739778,58.43437597143294,Male,Married,11,67.8747767477032
62597.78410944222,39.176098424767524,Female,Single,14,22.179405689866947
55349.03523220116,52.1111299243594,Male,Single,13,57.712808274582244
169234.7543537534,53.31445226294681,Female,Divorced,12,49.417645783383314
80470.18180072989,35.86845499586052,Male,Divorced,13,29.540658050195262
159110.02165849903,73.19280549383204,Male,Single,5,76.32079228844574
174349.16431822904,72.68147397060733,Female,Divorced,6,69.12347525621097
52839.24086137167,3.6977275627414485,Male,Single,14,3.073385539717004
61827.47997608746,15.522956012157259,Male,Married,12,1.365024520770218
172060.24987652182,50.611299784116454,Male,Married,11,54.31768453082251
49305.55129068166,26.163069496546107,Male,Divorced,12,27.06189581176226
191176.04646961586,36.364776425215176,Female,Divorced,12,52.45105385909262
133675.28831064186,12.42656788004858,Male,Single,9,18.535432971475302
144718.87405586016,0.0,Female,Married,9,0.26565491195243635
90118.57662602101,38.908679610567184,Male,Married,13,41.391550866402866
185073.47250836334,52.317534944381926,Male,Married,12,61.185999710893014
48334.33020604857,48.72755237502844,Female,Married,13,56.065131045865584
61255.4221279513,31.834108390438615,Male,Married,12,18.993670696158873
63725.669153717274,46.047461780044834,Male,Single,13,35.572489785809346
159270.20831054356,50.28110741366118,Male,Married,12,52.99038696145012
150520.6503203347,35.03107927731309,Female,Divorced,9,46.412411013746926
169272.25354240887,76.0027323038166,Female,Married,7,74.75686004978142
159191.4473307828,21.25007568808324,Female,Married,8,23.64301311166157
84281.19924168519,20.777793051613394,Female,Married,13,24.661066660523364
169739.00522315735,46.487407629135454,Male,Married,12,54.99059765242907
55663.68668201122,26.354445745626585,Male,Married,13,35.39473817864696
177739.32794580073,52.38052035541989,Male,Divorced,11,42.382964134444414
143354.96368823887,63.53688312326096,Male,Single,7,70.8702930982077
122656.01698789255,22.904738743357672,Female,Married,8,22.87738559393694
75319.03881650887,32.681200220657644,Female,Single,13,33.266922213623864
159947.77547854005,46.364446566767036,Male,Single,10,49.04099814618318
158020.74542494983,55.14586329487147,Female,Divorced,12,49.83059629376464
166741.1187003383,61.09293043234749,Female,Married,6,44.85617615193282
75532.44743506314,22.47244810443435,Female,Single,13,30.228286641949442
153844.64811554778,61.15117963279371,Male,Married,12,49.44729884741866
160682.57475582932,58.65188087528615,Male,Divorced,7,67.48741533312084
63836.696025819256,33.11751886429842,Male,Divorced,13,31.251930037015203
127370.45798025814,19.379742326821408,Male,Married,9,7.459222463769391
174252.54264957618,52.39906821370705,Female,Married,10,41.98046791667248
169145.3140206568,55.29132422269855,Male,Married,11,69.99408514176702
158936.95358341973,16.64322558933164,Female,Single,8,26.04141108810136
157479.22121554016,45.085026231967674,Male,Single,12,38.791631699357545
129856.39685594644,30.160901215439935,Female,Single,10,38.699832341536826
75604.12189165526,36.1080881324324,Female,Married,14,43.12167312116465
74810.6896314054,25.488279906532068,Female,Divorced,13,25.977318009934805
46214.64261760448,33.464015679861284,Female,Divorced,13,51.16194103097423
163342.67134920027,74.20720120673425,Female,Divorced,7,80.11852324399598
136804.81406497193,40.63530180114695,Male,Single,9,33.662675354773086
151682.57624126476,64.15626733115585,Male,Single,6,76.31649123682966
164347.843070445,62.46072955282622,Female,Single,7,65.6787510267268
43158.957405158464,30.679800941683574,Female,Divorced,13,27.34422661734739
59846.89261030726,45.534507483433416,Female,Married,14,48.637514293756325
162210.30544189038,53.01410044639432,Female,Married,12,52.46408436932275
169612.8615682009,61.56810707836793,Female,Single,11,55.4007831583147
80341.74531170525,24.615169836748365,Female,Married,12,30.967527990165188
76544.52946067652,24.48536567902198,Female,Married,14,33.87814348065969
72549.10511236067,25.495363927317065,Male,Married,12,28.763435713418396
162389.75806191628,43.580536765241405,Male,Single,11,46.582692367995996
168799.63818076527,63.11464251821884,Male,Married,12,53.529182047479985
