Annual Income,Renew,Brand Loyalty,Sex,Location Code,Years with Company,Education Level,Online Activity,City,Marital Status,Years after high school graduation
50235.610845750816,Yes,-0.08602471122870137,M,Urban,3.0,Graduate School,3.9219228811196074,Kyoto,Single,37.0
48639.25469112476,No,0.7495682385180181,M,Suburban,4.0,High School,5.263718463808661,Tokyo,Married,
59224.57985691658,No,0.7361961279681886,F,,4.0,High School,5.124656009104331,Kyoto,Married,33.0
54157.41167318279,Yes,0.617009655353665,M,Urban,6.0,College,5.805671869658635,Osaka,Married,34.0
56314.953495177964,No,-0.5030483203237085,M,Urban,4.0,High School,5.421849704015079,Tokyo,Married,31.0
66988.63709983301,Yes,0.4860593190224388,M,Suburban,4.0,Graduate School,3.44157067869727,Tokyo,Single,26.0
63153.68003310743,Yes,0.5256912912307155,M,Suburban,5.0,,6.483140814122065,Osaka,Divorced,42.0
42655.7046846066,No,0.4150616824934293,M,Rural,3.0,High School,6.37628160861095,Osaka,Married,38.0
60830.441150985396,Yes,0.24133225340236641,F,Suburban,7.0,High School,,Tokyo,Single,37.0
44410.226291156796,No,0.12779276391485705,M,Urban,4.0,Graduate School,4.517293446579752,Tokyo,Married,40.0
70035.73006168296,Yes,-0.06180272535401543,M,Urban,6.0,College,3.8267682992577834,Tokyo,Married,30.0
66895.91854838023,No,0.1669918833210039,M,Suburban,6.0,High School,3.6145908858836613,Kyoto,Single,28.0
43957.057207217906,Yes,-0.011425561731671363,M,Suburban,4.0,High School,3.3377481223413517,Osaka,Divorced,19.0
53221.93863115247,Yes,-0.22566816046497762,M,Urban,4.0,College,4.4581826671668985,Osaka,Single,19.0
55887.06280279577,No,0.271532230982933,,Rural,4.0,High School,6.15037171106083,Tokyo,Married,45.0
59731.53549458468,No,-0.336629770243278,F,Suburban,3.0,Graduate School,6.953037973312645,Kyoto,Single,42.0
60259.60323365148,No,-0.7603460846303589,F,Rural,3.0,Graduate School,5.441886678114939,Tokyo,Married,27.0
51363.731403674305,Yes,0.8034349711018068,F,Suburban,2.0,College,2.680123278113748,Kyoto,Divorced,25.0
50859.001917947826,Yes,0.7045721237852292,M,Suburban,5.0,High School,5.5973557698469305,Tokyo,Single,32.0
62247.55578108087,Yes,0.22959416399103755,F,Suburban,4.0,College,4.403914846359313,Kyoto,Divorced,31.0
48358.00494258318,No,0.2003069884753967,F,Rural,5.0,College,4.988424963319878,Kyoto,Divorced,25.0
60806.766559773954,Yes,0.6369263507516129,M,,3.0,College,3.5576534820737913,Tokyo,Divorced,48.0
80399.88791682807,No,0.07023654942263624,M,Rural,,Graduate School,3.6052269019047314,Tokyo,Married,45.0
38747.13172339567,No,0.2389636137660399,M,Suburban,4.0,High School,4.366578941524982,Kyoto,,21.0
40217.436484398924,No,0.13721893464959406,F,Rural,6.0,High School,4.187790354411023,Kyoto,Divorced,37.0
77167.90736750767,No,0.6462593042639431,F,Rural,5.0,College,4.888233458731536,Tokyo,Married,17.0
23222.63629430425,No,-0.2966109261772476,M,Rural,5.0,Graduate School,5.31383952977669,Tokyo,Single,42.0
65132.44592191707,No,-0.33790284649203073,M,Rural,4.0,Graduate School,5.271264243596377,Osaka,Married,27.0
47431.251890914005,Yes,0.11903339477593396,F,Suburban,6.0,College,5.054377122836915,Tokyo,Single,37.0
33913.54490453114,No,0.14762106764214206,F,Suburban,5.0,College,6.272347690026212,,Divorced,36.0
55957.06310644735,No,0.40941763382650975,M,Rural,4.0,Graduate School,5.852771468150159,,Married,24.0
37315.24454538765,Yes,-0.2867503739856582,F,Suburban,5.0,High School,4.581743308617075,Tokyo,Married,31.0
58350.73264298252,No,-0.015040867578538786,M,Urban,5.0,College,3.0808816245931157,Kyoto,Married,18.0
64929.620082456124,Yes,0.2683843519914061,F,Urban,7.0,High School,5.151149019049435,Kyoto,Single,46.0
57892.55834431413,Yes,0.06113547178469375,M,Urban,2.0,Graduate School,4.661105748303954,Tokyo,,
50072.280632364134,Yes,0.45812150112005073,F,Rural,3.0,Graduate School,5.6108428453528125,Osaka,Divorced,42.0
33855.08935905938,Yes,0.2635604801096919,F,Urban,4.0,High School,5.903968722159572,Tokyo,Single,31.0
53729.120694547644,No,0.47380261870369245,F,Suburban,4.0,Graduate School,7.4981315407802,Tokyo,Married,46.0
54445.44129894319,Yes,1.093304406649108,M,Urban,5.0,High School,5.499927947224611,Tokyo,Married,
56465.626115553394,No,0.2667449466167842,F,Suburban,3.0,Graduate School,5.15760864521544,Osaka,Married,21.0
55277.227146050995,Yes,0.3481633534203393,F,Urban,4.0,College,4.622003037077391,Osaka,Married,44.0
60722.683407531316,Yes,0.3766929081553417,M,Rural,4.0,High School,3.1759307404411508,Tokyo,Divorced,41.0
42184.65315607264,Yes,0.5074674627217912,M,Urban,3.0,College,5.1270166338475995,Osaka,Married,28.0
56320.69043256556,Yes,-0.24921829198720213,F,Suburban,4.0,College,4.9991379959049915,Osaka,Divorced,48.0
59710.03722980508,Yes,1.1114489495980093,M,Rural,3.0,Graduate School,4.7696390047698936,Tokyo,Divorced,55.0
44626.73219700792,Yes,-0.3611174403973253,F,Urban,6.0,College,6.4135789981736115,Tokyo,Single,24.0
59605.86736809915,Yes,0.19170911344469246,F,Suburban,5.0,College,6.510754762147516,Tokyo,Divorced,37.0
46065.123470897306,No,0.25498083142912914,F,Rural,3.0,College,6.424467474786878,Kyoto,Divorced,40.0
50433.11765348486,No,-0.4691634488684687,F,Suburban,4.0,College,4.847619505164696,Kyoto,Divorced,32.0
51116.57092353013,No,0.22793563516001897,M,Rural,5.0,College,5.066106727932177,Tokyo,Divorced,24.0
58613.13394696225,Yes,0.15979539993852113,F,Urban,5.0,High School,6.708137558604993,Kyoto,Single,39.0
56489.11226806629,Yes,0.5181413412157829,F,Urban,4.0,Graduate School,3.9036620897362733,Osaka,Married,26.0
53639.68224621174,No,0.41042694652402045,M,Rural,5.0,College,6.049298255669852,Tokyo,Married,42.0
74383.86032282765,Yes,-0.022394167826160133,F,Urban,4.0,High School,3.25231529468956,Kyoto,Married,45.0
23746.072938800633,No,-0.2631951898310562,,Rural,6.0,College,2.499967670595882,Osaka,Divorced,38.0
51593.98079790354,Yes,-0.5159115295342099,F,Urban,4.0,Graduate School,5.174607471795944,Kyoto,Divorced,28.0
66154.51332404614,Yes,0.5161859095114398,F,Suburban,4.0,High School,4.538170501897147,Tokyo,Divorced,36.0
59188.80659037019,No,0.176181696165724,M,Suburban,3.0,Graduate School,6.790260749144386,Tokyo,Married,31.0
43702.403448150915,No,0.5419133301953774,F,Rural,3.0,Graduate School,6.250317434911066,Tokyo,Married,30.0
63985.28440317192,No,-0.06394852481595681,F,Rural,5.0,College,6.577080251204732,Osaka,Divorced,21.0
69028.1302331571,Yes,0.014671017099341849,M,Suburban,6.0,High School,7.215916622956875,Kyoto,Single,37.0
65447.08012573275,No,0.4134751920514814,F,Rural,3.0,Graduate School,5.2195674848989615,Kyoto,Married,40.0
48519.37120308343,No,-0.06313598819977398,M,Rural,6.0,Graduate School,4.300038392434222,Osaka,Married,17.0
56460.462305757086,Yes,0.528838986697051,F,Urban,5.0,College,3.655821181718764,Tokyo,Divorced,40.0
69716.98068510089,Yes,-0.11667429434140925,M,Urban,4.0,College,5.4105141476156176,Osaka,Single,44.0
47333.66065509538,No,-0.062224025391295706,M,Rural,3.0,Graduate School,8.4674103175021,Tokyo,Divorced,39.0
80281.6605612344,No,0.6655043171309958,M,Urban,5.0,Graduate School,6.093968414176533,Kyoto,Divorced,35.0
57221.13393343613,Yes,-0.05503109918838561,M,Urban,6.0,Graduate School,7.457609839417625,Tokyo,Married,30.0
34090.267579747044,Yes,0.6533426092371954,M,Urban,4.0,High School,4.28546151094218,Kyoto,Single,37.0
33074.8155134525,Yes,0.013497788295391805,F,Urban,6.0,Graduate School,6.767062224318339,Osaka,Single,28.0
40051.06357848263,Yes,0.4186305043807678,F,Rural,5.0,,4.956146088499881,Osaka,Married,31.0
43198.128041340264,Yes,0.42949386828570735,M,Urban,7.0,High School,7.7700994094203235,Tokyo,Divorced,16.0
32744.22823458958,Yes,0.27510477690989815,F,Rural,5.0,Graduate School,4.320284213813597,Kyoto,Divorced,44.0
53222.23479855789,No,0.4103241027671061,M,Suburban,4.0,Graduate School,2.274162432667695,Tokyo,Single,31.0
55489.70163946771,No,0.12053912092509772,M,Urban,3.0,High School,7.230643943680115,Tokyo,Married,27.0
15281.24832288159,No,0.010849200115870289,F,Rural,5.0,High School,4.13190941105591,Kyoto,Married,28.0
36931.66165816964,No,-0.1381016926086729,F,Rural,4.0,High School,6.360743688003518,Osaka,Single,18.0
49944.30199127022,Yes,0.12734139993446997,M,Suburban,,Graduate School,6.388510581525958,Kyoto,Divorced,23.0
39360.43364013111,Yes,-0.1911667292369988,F,Urban,3.0,College,3.7715405259851487,Osaka,Divorced,31.0
45189.87380046611,No,0.9442915389098075,M,Suburban,4.0,High School,7.02103117880754,Kyoto,Married,41.0
73753.03728178379,Yes,-0.01637560328880802,F,Urban,4.0,Graduate School,4.084234600511457,Osaka,Single,43.0
47888.62617834515,Yes,0.7322754670976697,F,Rural,3.0,Graduate School,5.164042557815979,Kyoto,Divorced,43.0
62077.387694958525,Yes,0.24219810877932313,M,Suburban,5.0,High School,5.320473233205796,Tokyo,Single,48.0
39261.18398532298,No,0.45015768112934806,M,Suburban,5.0,Graduate School,5.812787364209149,Tokyo,Married,37.0
61259.362466522776,No,0.32856508127353345,F,Suburban,3.0,Graduate School,6.063978333567341,Tokyo,Married,31.0
78859.61602177663,Yes,0.43731581385656765,M,,5.0,Graduate School,5.259254638418522,Tokyo,Divorced,36.0
34683.09201673569,Yes,-0.04627441686407571,F,Rural,4.0,Graduate School,4.768109893534458,Tokyo,Single,36.0
48472.23394400621,No,0.3958163505354898,F,Rural,6.0,College,4.778465383732218,Kyoto,Single,34.0
34681.622416967046,Yes,0.6336854637746203,F,Urban,5.0,Graduate School,6.367217112835125,Tokyo,Married,43.0
62412.998534248545,No,1.1020431133235316,M,Suburban,4.0,Graduate School,5.115828390054661,Tokyo,Divorced,39.0
59505.664217615995,Yes,0.08677473108136441,M,Urban,4.0,College,3.778097454547922,Kyoto,Single,28.0
36751.22033019324,No,0.16871541436814713,M,Rural,5.0,Graduate School,4.936268182929699,Tokyo,Married,24.0
68373.09556488082,Yes,-0.22923128143442262,F,Urban,2.0,Graduate School,3.689772156224225,Tokyo,Divorced,35.0
50087.87079408078,Yes,-0.005526790114870117,F,Urban,5.0,College,,Tokyo,Divorced,17.0
70613.99755516757,No,0.590780764158739,F,Rural,4.0,College,,Kyoto,Divorced,31.0
75125.40883405923,No,0.4052488319436443,M,Suburban,3.0,Graduate School,3.703215518314101,Osaka,Divorced,39.0
48312.638585230845,No,-0.013523839626452372,F,Suburban,5.0,High School,3.0377005716866647,Tokyo,Married,37.0
34942.88213936152,No,-0.3929033882618175,M,Rural,5.0,High School,4.931263918540739,Kyoto,Married,30.0
71277.46128937881,Yes,-0.035655197212204476,M,Urban,6.0,College,5.631253988576713,Osaka,Single,27.0
50345.77970127542,Yes,0.06582605874535605,F,,6.0,High School,7.369142880219615,Kyoto,Divorced,30.0
52142.50842207429,No,0.5251462595120657,M,Suburban,5.0,Graduate School,4.415677270417647,Tokyo,Married,43.0
45819.563188892724,Yes,-0.38491200124029745,M,Urban,4.0,High School,5.794407571490732,Osaka,Single,24.0
36350.799755208136,Yes,0.8380642383437062,M,Urban,7.0,College,5.939413781855231,Osaka,Divorced,11.0
57829.510128707014,Yes,0.2728949166750462,M,Urban,3.0,Graduate School,3.8422764081012644,Tokyo,Divorced,26.0
,Yes,-0.007908120938008967,F,Suburban,4.0,College,4.2684580106944585,Osaka,Married,33.0
,No,0.11486544151972786,F,Rural,5.0,High School,7.025811445244009,Kyoto,Single,39.0
52019.71483214039,Yes,-0.12257072667183949,F,Suburban,2.0,High School,3.694007254762759,Tokyo,Divorced,43.0
51278.279250701176,No,0.6357625059847783,F,Suburban,5.0,Graduate School,5.737855809784738,Kyoto,Married,36.0
23141.66480599741,Yes,0.7448145763216685,F,Urban,1.0,College,1.0,Tokyo,Single,38.0
57878.5137127644,Yes,-0.1194662328331696,F,Urban,6.0,Graduate School,5.5503963023623974,Osaka,Divorced,
57356.31278563702,No,-0.09927066787278127,M,Rural,4.0,College,6.440473226732749,Osaka,Married,40.0
71992.36918741134,Yes,-0.49753337819429677,F,Suburban,4.0,College,4.1220637403440925,Osaka,Single,31.0
49983.67678933751,Yes,0.20167559282261388,M,Suburban,6.0,Graduate School,5.575671582970791,Kyoto,Divorced,37.0
58835.36884998054,Yes,0.5152282201566105,M,Suburban,4.0,Graduate School,5.587945446521023,Tokyo,Single,49.0
75007.94211267433,Yes,0.27969298302352835,M,,4.0,High School,5.40519300873015,Tokyo,Divorced,51.0
37709.83306430062,Yes,-0.04406622490648174,M,Rural,4.0,Graduate School,5.644968966442687,Osaka,Divorced,35.0
74549.16719692748,Yes,0.40258487469424253,F,Urban,7.0,College,5.114850789016838,Kyoto,Single,18.0
59107.074133429174,No,-0.13173565137392657,F,Suburban,4.0,High School,5.048535633675257,Kyoto,Divorced,27.0
50135.52024446562,No,-0.03614418108270101,M,Rural,4.0,High School,6.413471203170441,Tokyo,Married,45.0
51128.847380510095,No,0.6504571114004293,M,Suburban,4.0,College,5.280643663772198,Kyoto,,25.0
62282.77227604321,Yes,0.13665910168936923,M,Urban,3.0,High School,4.420392321334325,Osaka,Divorced,31.0
41348.164110269456,Yes,0.18125171933771364,M,Urban,4.0,College,4.443210627141723,Tokyo,Divorced,20.0
65136.696816843476,Yes,0.2142353129248415,F,Urban,5.0,,4.680556544060318,Tokyo,Divorced,30.0
39011.61246517403,Yes,0.6165164519918278,M,Suburban,8.0,High School,6.028262235140362,Kyoto,Divorced,29.0
59861.39766627811,Yes,0.7906732860989257,,Suburban,2.0,College,3.985875335056207,Tokyo,Single,23.0
56595.794831024396,No,0.3286057610816965,F,Suburban,5.0,College,7.606138757102303,Tokyo,Married,18.0
31969.44235590783,Yes,,F,Suburban,3.0,Graduate School,3.100051712724961,Tokyo,Divorced,29.0
33160.29153577573,No,0.3518480623346034,M,Rural,4.0,High School,5.838397403647171,Osaka,Married,31.0
37593.69393569519,No,0.42029697926850385,F,Rural,5.0,College,4.130412063784229,Kyoto,Married,36.0
43703.08663396597,Yes,-0.14480495178293085,M,Urban,3.0,High School,3.3684449055903416,Tokyo,Divorced,31.0
61772.432505537305,Yes,0.05294955537847372,M,Suburban,5.0,High School,5.037528481751617,Kyoto,Divorced,39.0
41115.26033969324,Yes,0.03452571107590871,F,Suburban,5.0,High School,7.294461879121147,Osaka,Divorced,29.0
53100.58586796191,Yes,0.19510934965140514,M,Urban,6.0,High School,5.711517646862588,Tokyo,Divorced,33.0
74187.63389550883,Yes,0.38427823487907553,F,Urban,3.0,High School,5.299119931628808,Osaka,Divorced,37.0
50495.27109390554,Yes,0.4194900929137056,F,Suburban,6.0,High School,7.244774271007955,Kyoto,Single,23.0
38525.09241786658,No,0.29268552826788563,F,Suburban,4.0,Graduate School,4.6154632373929285,Kyoto,Married,29.0
35466.83528902888,No,0.03529642772364858,M,Urban,5.0,Graduate School,4.8246914548382565,Tokyo,Married,19.0
19181.62125716066,No,0.18307944734007692,M,Rural,4.0,High School,6.010054290760364,Tokyo,Divorced,34.0
33595.94866173871,No,-0.35512485090655865,M,Suburban,2.0,Graduate School,5.792432870781445,Tokyo,Married,38.0
55148.9285140889,No,0.005364818204699501,M,Rural,4.0,High School,4.1913044903920955,Osaka,Single,35.0
35437.3404720878,Yes,0.4886841915009676,M,Urban,4.0,Graduate School,4.683151470499612,Tokyo,Married,43.0
43491.178866254326,Yes,0.09678753095101755,F,Suburban,5.0,High School,4.3479233019943,Kyoto,Single,31.0
40222.26632702142,Yes,0.6549374810037496,M,Urban,6.0,College,5.862135352656057,Kyoto,Single,32.0
67326.75815457781,Yes,0.4630699806281014,M,Urban,3.0,High School,3.2972343631256065,Kyoto,Divorced,32.0
51534.35338090163,Yes,0.6153888496127616,M,Rural,4.0,Graduate School,6.059986564234177,Kyoto,Married,29.0
48473.108136729126,Yes,0.7019988397226421,F,Urban,4.0,College,6.203514271892068,Tokyo,Single,38.0
41466.921843735676,Yes,0.8896473464700064,F,Suburban,5.0,Graduate School,5.40469120620717,Osaka,Divorced,15.0
54110.38226117348,No,0.0951348525688136,F,Rural,5.0,Graduate School,4.664401802295551,Tokyo,Divorced,25.0
51355.705421245584,Yes,0.3642229040496907,F,Urban,9.0,College,7.929628004884265,Tokyo,Divorced,40.0
55669.238087292266,Yes,0.006063005383522224,M,Urban,6.0,Graduate School,6.707268652671138,Osaka,Single,28.0
38809.62659660659,Yes,0.3709426409944856,F,Urban,4.0,Graduate School,4.516264052429641,Kyoto,Single,21.0
66422.50736461725,Yes,0.4159589758041053,F,Urban,5.0,High School,5.726598048988244,Tokyo,Divorced,27.0
59793.91419466796,Yes,0.6657246096568343,M,Rural,6.0,Graduate School,7.722939529437088,Osaka,Divorced,41.0
70549.68327095246,Yes,-0.05761522641489614,M,Urban,,College,5.268755935313174,Kyoto,Divorced,23.0
37414.60576958732,Yes,0.31748704981061426,M,Urban,4.0,College,5.766058624142006,Kyoto,Single,39.0
60051.5027176211,Yes,0.8581719431032094,M,Urban,5.0,High School,6.291204820107764,Kyoto,Single,34.0
61703.31840017329,Yes,0.17211945126866005,F,Urban,3.0,College,3.8986931654855237,Osaka,Divorced,47.0
,Yes,1.0317560971177553,F,Urban,2.0,Graduate School,3.886441198345093,Kyoto,Single,34.0
60686.84618326879,Yes,0.1345099734514553,F,Urban,3.0,High School,5.981064979737491,Kyoto,Divorced,28.0
57172.44229763069,Yes,0.49785863947234477,F,Urban,5.0,High School,4.622623581269027,Osaka,Single,23.0
37232.95750513225,No,-0.025863847268901813,F,Rural,6.0,College,4.497311028360619,Kyoto,Married,31.0
69253.84765774335,,0.3445817515706089,M,Suburban,4.0,Graduate School,5.262740558693795,Kyoto,Divorced,27.0
21638.686771696186,Yes,-0.36110260945618977,M,Rural,3.0,College,3.9608100049749324,Kyoto,Single,28.0
51368.594272490365,Yes,0.5089617205792386,F,Urban,4.0,Graduate School,5.25872328887489,Tokyo,Divorced,25.0
73736.71631609334,Yes,-0.18336190590445922,F,Urban,5.0,Graduate School,5.6543303880226405,Kyoto,Married,37.0
61507.637166667366,Yes,0.604874113057152,F,Urban,4.0,College,5.157399124717795,Osaka,Divorced,40.0
73027.30294438443,Yes,0.1165407148090723,M,Urban,6.0,Graduate School,5.653734734962645,Osaka,Divorced,25.0
50804.10518119657,No,-0.05180899172475997,M,Urban,3.0,High School,,Kyoto,Single,28.0
37516.02878002373,Yes,0.10375531670392873,M,Urban,,College,4.800145129571466,Tokyo,Divorced,21.0
54966.3893622941,Yes,-0.7334411696241356,F,Urban,3.0,High School,5.799208656857692,Tokyo,Single,32.0
68627.13543014397,Yes,0.5672651686445083,F,,4.0,College,5.773098295387605,Osaka,Divorced,40.0
63554.01614049361,No,-0.30553094373512846,F,Suburban,4.0,Graduate School,4.759301437511039,Osaka,Married,28.0
56003.627580051354,No,0.4391526019321086,M,Rural,5.0,High School,4.958153832403775,Osaka,Single,22.0
44859.34669821265,Yes,-0.18900292594054513,F,Urban,5.0,College,4.822870838531743,Kyoto,Divorced,40.0
51110.655130401494,Yes,,F,Urban,6.0,College,8.299812680519132,Osaka,Single,22.0
72194.53046064719,No,0.34700429991980974,M,Suburban,4.0,High School,5.90361396922464,Tokyo,Divorced,43.0
49080.36902220235,Yes,0.07151719436095257,F,Suburban,4.0,High School,6.449253907791846,Osaka,Single,16.0
36905.928168513405,No,,M,Rural,4.0,College,3.9646148949150826,Kyoto,Married,28.0
49479.86168379132,Yes,-0.1949277613719756,F,Urban,5.0,High School,3.7486345131850802,Kyoto,Married,39.0
51594.952182819616,Yes,0.021966258309407405,F,Urban,2.0,College,3.349679767729926,Osaka,Divorced,45.0
63617.688513004265,Yes,-0.346536912435497,F,Urban,2.0,Graduate School,3.1209125115322944,Kyoto,Married,42.0
39062.06182798536,Yes,0.6068084157086293,F,Rural,4.0,Graduate School,3.723672731634733,Tokyo,Divorced,45.0
63930.29394148228,No,-0.077666351941964,M,Urban,4.0,Graduate School,5.209364084378485,Kyoto,Married,32.0
63489.71295189154,Yes,0.2700747167066649,F,Suburban,4.0,High School,5.097202113956134,Kyoto,Single,40.0
47497.00700207698,Yes,0.1271018691795427,F,Rural,4.0,High School,5.990554962174641,Kyoto,Single,49.0
43516.272558146244,No,-0.21464373458361125,F,Rural,3.0,Graduate School,6.273308862646325,Tokyo,Married,38.0
50942.551386790765,Yes,-0.1383872540732013,M,Suburban,6.0,Graduate School,6.660978581297859,Kyoto,Divorced,32.0
49351.990366277,No,0.5079147499418006,F,Rural,,High School,4.491737799510326,Tokyo,Divorced,25.0
59541.169700278624,Yes,0.24048269607096429,M,Urban,6.0,High School,5.27072877903247,Tokyo,Single,23.0
43617.284030687726,Yes,0.09829407056102704,M,Urban,5.0,High School,7.066788266935818,Osaka,Single,32.0
61736.94450106668,Yes,-0.1512657606292065,F,Suburban,5.0,College,4.344714674235499,Kyoto,Divorced,37.0
38098.79649755544,Yes,0.3319530769063793,M,Suburban,6.0,College,6.638016306250111,Tokyo,Married,25.0
65313.65328916459,Yes,0.3384387883582005,F,Suburban,6.0,High School,5.9333760021545086,Osaka,Single,26.0
73318.44744141381,Yes,-0.28673119890841664,M,Urban,4.0,College,5.71496348266517,Kyoto,Single,36.0
41236.243860387585,No,-0.11517707586462428,F,Rural,3.0,Graduate School,4.867451640383527,Kyoto,Married,31.0
69345.60878823127,Yes,0.5932601343632317,F,Urban,4.0,Graduate School,4.8163747954842115,Osaka,Divorced,21.0
62913.46236232666,No,0.4377012081185745,M,Rural,4.0,Graduate School,5.734371407898132,Osaka,Married,33.0
50702.02262635297,No,0.7082941788599546,,Rural,6.0,High School,4.310974461680638,Kyoto,Married,25.0
55642.87024879415,No,0.5914277446904784,M,Suburban,5.0,Graduate School,5.760049503010376,Osaka,Divorced,30.0
36234.42254648953,No,-0.13740629480966926,F,Suburban,5.0,Graduate School,4.550105424790655,Osaka,Married,33.0
55305.44404058513,No,0.7694728078408235,M,Rural,5.0,College,3.626499897694882,Osaka,Married,26.0
20122.562022258222,Yes,0.25272830736786095,M,Urban,,Graduate School,6.0260252463241795,Tokyo,Single,33.0
39327.258452026406,No,0.5108332345722828,M,Rural,5.0,,5.297144709076679,Kyoto,Single,23.0
41527.9161174733,No,0.32046791689769305,F,Suburban,5.0,College,6.412963397905205,Osaka,Divorced,26.0
64353.64041222243,Yes,,M,Suburban,,Graduate School,6.877871042894615,Kyoto,Single,28.0
50199.82795021209,Yes,-0.19009073608046312,M,Suburban,4.0,College,3.95581943185745,Tokyo,Single,26.0
59373.81660248308,No,0.11823909636746646,F,Rural,,Graduate School,5.563563881498831,Tokyo,Married,31.0
61839.76641203677,Yes,0.04553018426595898,M,Urban,3.0,High School,3.1712733062995664,Tokyo,Divorced,36.0
46797.61077596049,No,0.12881579292500128,M,Rural,2.0,Graduate School,7.151421722457727,Osaka,Divorced,27.0
53718.33656319641,Yes,-0.32257757982476526,F,Suburban,8.0,High School,8.024050218733352,Tokyo,Divorced,33.0
45651.876330635,Yes,0.5076049511285083,M,Urban,4.0,High School,3.8193772525500354,Tokyo,Divorced,34.0
64493.62745224112,Yes,0.8849625760133546,F,Suburban,2.0,Graduate School,3.1047636326805508,Osaka,Divorced,25.0
57406.909184430886,No,,M,Rural,3.0,College,6.356552021899137,Osaka,Married,32.0
66186.42418325084,Yes,0.16977591600952022,M,Suburban,3.0,Graduate School,4.444043592583197,Osaka,Divorced,9.0
35601.759527748356,Yes,0.07203185720866584,F,Urban,3.0,High School,3.471660198250544,Osaka,Divorced,31.0
51607.06248550682,Yes,-0.4087687837474976,F,Suburban,4.0,Graduate School,4.876122721089539,Tokyo,Single,32.0
29004.822406626805,Yes,0.5599366995394095,M,Suburban,4.0,College,3.9434351303458,Tokyo,Divorced,19.0
35034.27385321715,Yes,-0.7033619370271581,F,Suburban,6.0,High School,5.134533711364401,Kyoto,Married,30.0
54480.733415055096,Yes,-0.14248789288729513,M,Rural,6.0,Graduate School,6.615706524518351,Kyoto,Single,44.0
61545.322685131134,Yes,-0.19379886316801537,F,Suburban,7.0,High School,6.488820336081179,Kyoto,Married,37.0
41267.83276583092,Yes,-0.8851982156564691,F,Urban,6.0,Graduate School,6.91829395321051,Kyoto,Single,22.0
21376.06272950892,Yes,-0.015382796121966552,F,Suburban,3.0,High School,3.5614661799289777,Kyoto,Divorced,46.0
64772.429339977825,No,0.6130792324900913,F,Rural,5.0,High School,4.055712796916033,Kyoto,Single,36.0
49778.09658561126,No,0.7292322672759785,F,Rural,5.0,High School,,Osaka,Divorced,29.0
37352.13683100532,Yes,-0.21755045578409554,M,Urban,4.0,High School,4.3049025573932385,Osaka,Divorced,39.0
47982.86345521454,No,0.512531721370159,M,Suburban,6.0,College,3.056442294532417,Kyoto,,26.0
34069.487119172714,Yes,-0.5583874269176627,M,Urban,3.0,High School,5.066966213773352,Kyoto,Single,35.0
51019.46374910892,No,0.1728639724150872,M,Rural,4.0,College,4.4871921100774825,Kyoto,Married,45.0
32925.12690902206,Yes,0.6201995781447732,M,Suburban,6.0,High School,7.1754766780978745,Kyoto,Single,39.0
37579.60188482231,Yes,0.06620110207694992,M,Urban,4.0,High School,3.6783651751848274,Tokyo,Divorced,52.0
40381.01097881628,No,0.2960458536865392,M,Rural,3.0,Graduate School,6.42183444768152,Osaka,Single,
