Season,product_quality,competitor_pricing,brand_image,Sales,promotion_effectiveness,financial_circumstances,demographic_factors,consumer_confidence,sales_channel,advertising_spend
Summer,7.024635134152045,39860.39558669765,0.4755451464395278,3763.3116323073637,-1.7796678433332611,2.2949117186814045,1,-0.12220106498810121,Call center,5544.885034146829
Autumn,4.282714701151841,64389.11614973485,0.8604857244232526,4764.5022697390295,0.5663563155086229,-0.7241206339015002,0,-0.8038387273679055,Web,5779.62513527537
Spring,3.654157060086744,47752.52883350814,1.0546077253244264,5545.721180089902,-0.6566676519348905,0.8162790515862997,1,0.8848042922291192,Call center,2031.0307417331956
Spring,7.661678854064218,73954.67098041538,-0.26204865189490784,6482.309398503934,-0.965299467372275,0.06287676504212429,0,0.9956536925325387,Call center,4060.828543273491
Spring,5.965061480922614,53942.53781822741,2.2314296929286552,7402.576789791399,-0.6664283590900679,0.6881862040632015,1,0.7032023064675008,Call center,7297.041580190582
Winter,4.013657247731518,58565.21941127534,-1.0546247265910875,6046.329205799848,-0.5961593553631456,0.08920502870657095,0,0.6671553164676018,Call center,4648.451795603006
Spring,2.492980226877266,36423.11982978538,-0.036881647572518966,4398.615327879967,-0.7507568689000245,-1.2133261784856655,1,-0.7251368745230804,Call center,6445.8563479022105
Summer,2.2708647192707265,87816.4243677049,-0.7918837057033418,6143.960972857573,0.4195502448710312,-0.4949962844264718,2,-0.9580663749773922,Call center,5005.278414473908
Spring,5.425869651098901,50498.3590798904,-0.24787389083384412,5734.969959654312,1.3486972062220461,-1.4620066438428336,0,1.6280071017923987,Web,3699.2785021156506
Spring,7.10203320987409,46140.04178494874,1.1483099575576787,6607.210667781495,1.132261030885261,-0.4361391275977804,2,-0.6441345403018817,Agent,5260.789244407464
Summer,5.356825329039065,57046.80636505412,1.351797012008237,6733.153398490266,1.4756226822496,-0.7471525945996292,2,0.22697834657565738,Call center,4467.469770145238
,5.080893547882681,49427.31787567689,-0.480057354925062,4981.413731621795,,-0.4313992502092067,0,0.15976567067562555,Call center,7120.082857149835
Summer,5.026112769776557,54397.24290091586,0.2782094596391228,5886.5767010878635,0.8523586323012751,-0.8210222961690754,1,2.1275516350296333,Web,8679.250304235433
Autumn,2.570252739200707,66050.03032430845,0.6779300586251723,5136.86348846629,0.6598118663830144,-0.046949752014175394,0,-0.7476463447328928,Web,4340.497705079071
Summer,6.562440553545911,59710.90902091013,-0.14930722549038478,6411.264743906353,-0.3072199683287302,-0.4744607511347261,2,0.4755540351450599,Call center,7535.924987210217
Autumn,5.6273659418983835,60233.54562164254,0.24577869075150402,5652.246753375169,-0.8089779093639107,0.5579035469836635,2,-0.3130802336457905,Web,5027.5360381573955
Autumn,4.388549596080305,43917.64310577926,-0.7935261864894367,4831.635388243657,-0.008827465358249218,0.3906298569125975,2,0.6141932874019855,Agent,10000.0
Spring,4.35323446726757,62429.90548116306,0.3537726532923242,6608.490250265466,-0.252242621201739,0.2400283043370326,2,-1.0924916219161753,Call center,3630.518346651649
Summer,4.889710058436333,66073.48305324883,1.3967763150610635,6628.102268919189,-1.5298481353068603,-0.372284208712826,1,-0.24841842476165954,Call center,4422.373944550099
Autumn,7.022862107988552,84697.0355484438,-0.20075679763573673,4640.000895642485,-1.498993269496833,0.21328014170997192,0,0.8602371842423032,Web,4306.729309752916
Spring,5.516847993867745,75407.71700959951,0.49082196618169216,5774.457565199693,-0.3806565740491351,0.892100478576461,1,1.2895586433858957,Call center,6214.219762959481
Summer,4.449791390073533,41178.191925497915,0.10183442978625178,5124.687530029127,-0.12909158543504298,-0.3341976022864118,2,-0.1947979121473585,Agent,7028.973481522606
Summer,5.638806138048929,58394.93682796162,-0.009699668145049323,5630.670774187478,0.40711649151758117,0.2560459042379277,1,-0.5090341332487707,Call center,3976.2271595808224
,5.451928336245733,59271.58919864217,0.31112619664026625,4908.800162394016,,0.8793167612197281,2,0.39725843936140126,Web,4592.0468758481675
Spring,2.5393053624975397,49487.160096448715,-0.7293597780450879,5495.72555670511,1.1789137045247,1.4821615981598135,2,-0.4647025160969287,Agent,6983.3553246845795
Spring,3.9970013946673735,69308.44145131212,-0.49925286290792203,4326.8177612767495,-1.3119166486317633,0.3895277447396856,2,1.9726457427461044,Call center,3419.7238549270396
Winter,5.821393334890546,63786.738679519076,-0.7806134384203808,6212.367661569793,0.6943072815533443,-2.0118838014546614,2,0.48844801410233224,Agent,5074.269073292914
Winter,6.483314163436465,63807.725481347195,0.10672075459259317,6060.320051342653,-0.7948386282481883,0.015177679605414825,2,0.5243504886476215,Agent,6060.3290737023735
Summer,6.5502512522486,36382.11266281275,-0.4933943512153827,4015.868482145971,-1.0189913207064245,1.5843817393254762,2,0.14240304484318062,Web,5620.973778064952
,6.3716116943366945,46052.883867463286,-0.21585364749933048,5934.028780477958,,-0.24268189457813882,2,-0.43036676220403164,Call center,5986.256697302389
,4.392536230317125,85259.31756505914,1.184742980338908,3701.8707616444053,,1.4326400976990767,2,-0.9658162915566193,Call center,5839.44795101526
Spring,5.6100066917495415,73554.76541167729,1.9948164073922683,7602.500351440205,0.8177100780029697,0.5932382225351652,1,0.3879868176859497,Web,2274.6640787411816
Autumn,3.4464534409441407,49452.81394053496,-0.46922494119285885,3382.2991153260054,-1.1067811457594168,-0.9170115050862043,2,-0.11829917233635079,Call center,4545.125602732297
,6.734831342707975,46118.6170449136,0.623858436012566,5802.5602572980215,,0.299225204336627,1,1.0976380884782955,Agent,5212.14394558191
Summer,2.2961238878394488,61012.15538825405,2.0127635166487656,6514.460489748639,-0.7704572445345206,0.622311425349703,0,1.1781039403168483,Agent,5191.619010239765
Autumn,5.366765497581142,63877.09688683834,-0.5260457016732113,4407.622976688943,-1.1034370752795928,-0.8063395547270858,2,0.8915773169479944,Call center,6338.927147669763
Autumn,3.9655663489186335,33875.65608383345,0.11002283205758975,3126.5967421883383,-0.10571986523054655,-1.0772129643604218,2,-0.32382827254700836,Call center,4844.219550354367
Winter,4.364909800154221,41580.41305888181,-0.6941038616438994,3954.569897299467,0.31439277229635215,-1.1015655193553746,1,-1.8226351625868915,Web,3980.9203637209494
Winter,4.103386132407494,76932.66121049355,0.5274712934261816,5282.805661864244,0.9456591161494488,-0.14096897111878828,0,0.31723506610706814,Call center,7691.835966603341
Winter,6.2360002685639335,73393.29140192698,-1.2147894458816222,5530.613876339773,-0.08095892035707283,1.2808792274219722,0,-0.41412818220802655,Call center,5716.432220440467
Summer,4.307671828120199,68467.35778949401,0.13504074131530946,5527.415533025387,-0.43130182821968316,-0.30256948442584597,0,-0.06983138872176016,Call center,4256.989714319497
Summer,3.0906984615579254,49690.39855441754,0.15519159253427986,4845.758594865813,0.03871655406201178,0.5438463060118477,2,0.24165012152425736,Web,4463.74694204514
Summer,6.062684065332905,57400.77490613423,-0.11046034346189258,5509.219363958738,0.2918260193969137,-0.28910900719230853,2,0.6823396489508552,Call center,4934.301552389443
Summer,5.101791629210172,69564.59994602906,-0.5828660921098993,5516.215100120898,-0.6961741070275743,-0.04766109844602941,0,0.7829748053344926,Call center,5624.700395354734
Spring,3.763964263679245,65146.06781695248,0.0738441326677761,5645.2396848616445,-1.5978274451801835,-2.2180125252587604,1,0.2951706909789784,Agent,4651.907546649766
Autumn,4.514505111104638,41612.42973399022,0.1360647393246945,3444.023684860872,-1.9409318627348402,1.2387728823938868,0,-0.9557151537240632,Call center,2887.0002797611887
Summer,6.064955396530493,43071.19322213048,-0.6994127573568637,4781.318185218459,0.693711865348936,-0.29087538474895547,1,-0.42776069664884864,Call center,4816.8104490504375
Autumn,6.451717625415057,53892.07744177269,-1.3268398878849181,3420.6208177803933,-0.18474906231563434,1.6868606893165987,0,-0.7479553409751772,Call center,7139.60267976931
Summer,4.023443243876233,56268.959164610176,1.3473016790346983,7747.009209320204,-0.6487730780894092,-0.850973304544623,1,0.9643660420979395,Web,3880.1367278831967
Winter,5.517503717015613,47386.690034335006,0.4186497783831357,6226.607111145177,-0.3479708993157779,-1.708078811349033,0,0.3907948256620154,Call center,4344.84479050218
Summer,7.309671940113343,46724.0117576714,-0.13082208712187599,4288.956818879104,-0.4139877774009608,-0.26997747926984733,0,-0.46328979656444863,Call center,2023.9820835058485
Winter,5.643260643620794,58642.14127447802,-0.9885752377266612,3253.4324211972453,-0.2634400609639876,0.10588696877969445,0,0.027899934976531076,Call center,6295.818710635491
Summer,2.646641651029344,70474.72641805529,1.1443941708679057,5905.332650246349,-1.7976177900193093,-0.00237941874685226,0,0.11275615902411926,Call center,6566.028301243895
,2.844033585582916,30901.1944408752,-0.5447755861726142,6177.933397432699,,-0.9832916385955532,0,2.164616657552262,Web,6421.771070521592
Winter,5.9608309857506745,50047.72138863008,-1.705010199515291,4480.754482884346,-0.9508623546769441,-0.12975248298573167,1,-0.5208071282608701,Call center,3116.1158075866606
Spring,3.809623112897106,71560.31105039518,1.0064108150569868,4792.777830920518,-0.16227259173441885,0.3409925962181693,0,-1.732651607707221,Call center,3577.473023260066
Spring,4.11209054317158,50463.182123403436,-0.03974209221798557,4491.481225904092,-0.3825229092406657,1.2953852711961122,1,-0.7230290329191077,Call center,7509.114437034244
Summer,4.866662637950515,55930.27139287347,1.1143851921871433,5383.932520241708,0.34878251593010007,-0.1338831200578368,2,-0.838158139874763,Agent,5000.128963099527
Autumn,2.5480064286678252,51779.08933401741,0.5042746259426514,4927.954297350337,-0.6864120314743519,-0.28848384102555547,0,0.027479401178320085,Agent,5396.459475323844
Summer,5.118609301519159,68868.04156104632,0.700842576454661,8259.294563241412,-0.07950103130563087,0.20658104390334253,0,1.3246387334174416,Call center,4979.578297118516
Autumn,6.387362151788861,57181.847227851045,-1.333067301209019,6824.794466434425,0.696109785596426,-0.3461715608707781,0,1.141304460622547,Call center,5254.570396608981
Autumn,3.727709968823357,55536.85085138017,1.6987675378995462,6267.600506050402,-0.33785398354628066,1.4401444806334238,1,-0.4440604223769549,Call center,1923.6765248268944
Winter,5.002382745565493,53540.8852006965,1.6107203500737666,5879.9535948694,-0.7336408882344394,0.5576332540393986,2,-1.6696018637886993,Call center,3692.4062513816307
Summer,5.785091030680245,55990.993242412755,-0.1905499961713152,6339.408867662788,1.3898667890455025,-1.4618248473319884,2,0.10411153146783333,Call center,4536.230214419402
Spring,3.661629251556458,59609.01006158028,0.3834687894719658,5231.428421424375,-0.36752904713922363,0.5195808844910647,0,0.0807322579351181,Web,3875.924659702357
Summer,3.0391531680548436,87115.31379138133,0.008429503799988549,4917.61770979304,-0.05135698932433801,0.28028831320080405,2,0.2878187792214188,Call center,2649.218688309534
Spring,5.974295537419692,50536.41575883414,0.16012172720447723,4188.156102060527,0.10665001835469663,-0.627089696770135,2,-1.1132889522107452,Call center,5037.033726089377
,5.589735719687919,58474.21893582887,-0.40956412057532526,4391.810179061755,,0.4048647782229618,0,-0.2760977619370504,Call center,3564.1796906935847
Autumn,5.961841398887285,50638.15690002574,-0.24610423873248732,6748.874228732242,-0.2257481292758826,-1.3293954020276153,0,2.8700664789328303,Call center,3498.8211369926175
Winter,4.150604339219699,59650.67263997223,-0.06529681368353132,6449.838188943029,1.623533332832892,0.5819972435556181,2,1.6980857565492404,Call center,3402.1927561532034
Summer,6.00054757637688,57701.468495170586,0.582256658077131,3165.6848751739444,-1.2431666445544145,0.008150924337458983,1,-0.8744950473859213,Agent,5547.863159047111
Spring,3.6414711533074584,35969.29672733073,0.8694479823340684,6296.858503160187,-0.024859955345986267,2.5559574243052205,2,-1.707766307531415,Call center,2069.7628273275914
Winter,4.747192623460719,70401.32002078701,-0.15855310517597973,6846.257887008984,2.5444050170311487,0.5601137810963895,0,0.3149106607989428,Call center,832.1912230275666
Winter,4.657051460463361,42620.23286142734,1.457207707563597,6698.366363546249,0.9013591522985596,0.30143537656687797,1,1.5986282986223304,Call center,2724.19243774189
Spring,6.3041485645580915,53144.429470943054,-0.8683549791940268,5950.794307296671,-0.8915162666734786,-0.4866711550298426,2,0.7615142907573996,Call center,4647.589154696157
Winter,3.5981084766849234,71646.79013131105,-1.3448265370969643,5908.567388618411,2.264236849232618,-0.5614754277395402,0,-0.8232450956314076,Agent,6046.577840255483
,4.150541558629378,39377.56844354344,0.21390565438927425,5626.42266894642,,0.011489009316200506,0,-0.14719601944191302,Call center,5104.570531086045
Autumn,4.7648023347481185,57874.296339157096,-0.45631288169933626,5129.06790531197,-0.7425550180801849,-0.6053633229931318,0,1.9001770079161366,Call center,5908.701602512376
Winter,5.412686521117876,77079.61903567756,0.4235011901013336,4841.699936199678,-0.2307082257431659,-0.17715345254478648,0,-0.042787931518618254,Call center,6235.987608427714
,5.623296844815947,52672.402917040294,1.9817754608586,5788.323745399761,,-1.7371438368749563,2,-0.35701886066202165,Call center,5209.332734918072
Summer,5.885204167842824,42340.7962089094,-0.9959433219811187,5530.102263504897,2.057053979581286,-0.6584276034384966,1,-0.12007076090052353,Call center,5098.428423522856
Spring,3.2096352917530937,56600.045464904935,0.3557206400533265,3318.96903604826,-0.6329673830556163,-1.656614445189731,1,-1.9030759877215664,Call center,5131.424482847237
Winter,4.580487522471762,47942.11354843202,-0.1682652342078819,2651.530878308219,-0.39656187542758725,-0.8336860119840962,2,-1.484584752498254,Call center,7114.49378826603
Spring,4.947002464545574,51103.93114487713,0.8518026976441653,5274.895417860467,-0.14929171143112804,-0.12106080156787609,1,-0.8062739340449931,Call center,4057.1356582405224
Summer,4.380175815315014,59865.59472969252,0.7254892430751502,4682.984621495092,-0.8194385573757993,-0.29707137580285453,1,-0.32922354914611635,Web,7086.7000033243075
Autumn,6.564569397494999,61653.7054692894,-1.0382003187607458,5030.90603593078,1.2366424831350038,-0.7091169881552187,0,-1.6571181537551256,Call center,3803.85795651443
Autumn,5.368299980390212,56796.72667142263,0.9210700579869325,6463.297391499707,1.8168947211907498,0.11426346322858222,2,0.021229194205836903,Web,4862.016046711958
Spring,5.081216794053756,21246.67510110316,0.6772814956643713,5361.4024971077215,-1.3496327671324233,0.5748705935570687,1,-0.7854928056442849,Call center,4566.978614042372
Summer,4.1580726874692715,73857.51374183471,-0.20513971566708333,4810.510728776236,0.04887685233727795,-0.08512660107251237,2,-3.0345540904576143,Call center,6382.026561508978
,2.8253024466453427,69963.75180364914,1.1910175969571066,3726.515522585458,,1.9641727735790566,1,0.5542640296908287,Call center,5394.111543700562
Winter,3.087398751938615,46605.33516592286,1.0217913120102564,5378.558918216754,-0.2959582033794581,0.584746465339744,1,0.936028227403252,Web,5025.8765613103515
Spring,3.6162528959104367,61029.034122617115,0.6322452802632477,5684.0791152281845,-0.5771877614474902,-0.12667997845287005,0,0.15839178202817897,Call center,6674.028239054798
Summer,2.983602418331067,39252.557282122376,-2.52015594484891,3698.866112482985,-0.22367050680146822,0.6168015566241902,1,0.9327610847244836,Call center,5968.051800667662
Winter,4.064810228916843,57048.23417366308,2.1134365175410053,5995.423890861047,0.8205641121112862,-2.1958773841812147,1,-0.009264228802179798,Agent,3063.868379509833
Autumn,6.195921539440398,38290.9753592628,0.9601383619596324,4878.428510901932,0.30572736882897356,-0.6525101340610163,2,-0.22613593411432933,Web,3708.4002618948753
Winter,6.283805854111592,73363.53637739435,-1.4401768929835146,2064.3073854939544,-0.6765163848212313,-2.107178953434902,0,-3.124584978084811,Call center,5706.879733547565
Spring,5.857530517862687,76177.7415421378,-0.2876386419166011,6415.696453912808,0.7037154819400089,-0.12987283511809783,2,2.3906182279582713,Call center,5119.447834077477
Summer,7.753411289772631,64635.15178792801,1.9660704327785645,6854.757449329141,0.38524135619411953,-0.6270387637195108,1,0.6864564337952611,Call center,3704.2068278935976
Summer,5.757116401625094,54159.648424310515,-0.5004300804594768,3772.623437898396,-1.6558999105071395,-0.8820229555672086,1,-0.3623088753287754,Call center,4044.5695506953703
Summer,6.949609954484852,52098.29728040715,1.383899254726925,4777.938324928537,-1.1807765311939495,0.5946195204271111,2,0.7578216997864203,Call center,6121.94790616483
Spring,4.451548992749711,80745.25417438694,-0.25233332868049324,6830.364681482719,-1.3416711652606892,-1.7764906617620633,2,0.33022359892470654,Call center,7409.741296801767
Summer,5.843724746047565,58527.14764958997,0.23873454468335562,4265.035345583112,0.3046952154987873,-0.41879070208180436,2,-0.28941013529331794,Call center,5688.136702048757
Summer,2.3020101645717,64515.31249590169,1.375146907951041,6698.694852614423,-0.1925148956868062,1.115408998749744,2,1.7862190821294084,Agent,5762.037547750209
Autumn,3.9731548709027162,56807.20044492239,-0.20966485807188975,5428.991909192952,0.6295479986574787,-0.08058139017885389,1,0.7474122736926022,Call center,100.0
Autumn,3.718458333227499,50892.788442331235,-0.004664469856944174,4765.887271156967,-0.6203372118965436,0.8824994162723727,1,0.8312464973330623,Call center,2942.082924509078
Spring,6.301401081105999,39091.18164267008,0.9157878271843414,7141.732475877697,1.2314318880911277,-2.339111287005609,0,0.8407539771794448,Agent,4827.17329617048
Winter,7.352247630754373,41935.851074675156,-2.191197712790129,3072.538859638138,-1.22592708229008,0.672515055077381,2,-0.21349794764179794,Call center,6050.256780553636
Spring,8.118842394448327,48765.84507297384,-0.0494280459336798,5837.087327245194,-1.3252941765630062,-0.3960712782427024,1,0.2169089309482831,Web,4679.2554761193605
Autumn,4.138263322405678,63524.57466126518,0.7313259569902942,5489.434701843512,-0.029735792922468977,-1.5258311513296434,1,1.9654664605071894,Call center,6368.004380197452
Autumn,6.915615374598794,59038.761742123046,0.6696411697492697,3080.6816930544182,-0.5096723461274975,-0.6473351206135436,2,-2.1086932675920944,Call center,5088.705838127031
Autumn,4.97486286775937,42757.54291370563,1.2675150398682788,6983.286008283139,-1.1585854150891357,2.4551984824508786,0,1.084592841895263,Call center,5662.711902520668
Summer,5.319497597732953,50462.752847819815,-0.7539963045095476,4370.480998948515,-1.2596311853327662,0.06288490214035664,0,0.3271077644174877,Call center,4254.827690195615
Summer,4.071892872351363,64459.51498968394,-0.3112525535372483,6720.36624195186,0.6940260007986994,0.7041807375039082,1,0.9465930466688562,Web,6534.727993598026
Autumn,5.72496499722741,68032.31767432226,-1.9523511860463172,4576.001844209569,-0.08404380264860697,1.047648383606487,0,-0.6724891226950876,Call center,6908.191826198743
Winter,3.6667696520346267,48453.376603363286,-0.5252395478608384,6385.051686556718,0.8337779572561486,-0.45877424368626923,2,-0.3006241905724248,Call center,4566.5257821156
Summer,7.525339716924563,42787.07714392377,0.814836432300616,6399.496618773,0.9532800738441941,-1.4879629948931385,0,-0.1832601824222305,Call center,4084.3348166199044
,3.196547546075357,54715.80895098006,0.14038815354091166,5563.723535204072,,-0.832451110601662,0,0.31896393757100344,Call center,5838.216017862566
Winter,5.2223577422693905,52344.37313866736,0.31400055846859487,5692.963557422492,0.049988132452673986,0.47305403806201307,2,-0.029115281708149893,Call center,5125.311914532038
Summer,4.603201753813004,56874.7728735877,-0.48048804818235225,6053.448089863522,-0.9626829830501957,-1.097108366911997,2,0.35163166225836506,Call center,7322.2776693132255
Summer,2.638093414669793,70985.2271695772,0.8125514018327893,4385.976075117478,-0.2727420961729626,1.017154536414562,2,1.3076220099717772,Call center,2674.1122808786927
Summer,4.230483228451516,40970.067359320565,-0.2047303158749839,5966.383000917586,2.809635654548682,0.19774139693131154,1,0.4932969180835425,Call center,4507.969582644619
Spring,3.697688847322885,64101.43326085167,0.5630945672488481,3743.977646057813,-0.722383259964676,-0.10018459894713488,1,-0.9264057817333043,Call center,8464.410952594468
Summer,4.230534184490737,62191.03679460421,-0.8391047360642474,3415.9000732643726,-1.1103526321173312,-1.8544593582063613,1,-0.23877847140973643,Web,4437.779268121099
Spring,7.365883858073111,67768.23983398141,1.031218393617165,6319.301761483737,-0.08281691303858674,-0.0037310450113646116,2,0.10011489370371786,Call center,6630.88099540154
Spring,5.868437332704193,45981.11404951399,0.13279623433932589,5312.035792064548,0.5541385466499827,0.1857225580114714,2,0.8474627234413934,Agent,3860.6523583940298
Winter,3.1374494488674247,41488.54526735079,0.1470778099891351,5150.440051852026,0.9927054212505848,-0.6741102004600572,1,-0.7435621730586995,Call center,6097.065879906787
Winter,3.0345404421638555,73502.52437383101,2.0694968088594354,4550.815573181699,-0.9075919235796447,-0.7150673804878539,1,-0.39163021742204895,Call center,2884.0305657801814
Summer,5.415495568962745,64598.789364459226,-0.7561472251291094,5996.12418375845,1.1291366199761417,0.10233033968878597,0,0.6494271314248377,Call center,5777.52000744354
Summer,2.815623167113213,69374.24588794146,0.7012669159761592,7866.368272758292,0.8481834266828868,-0.29803511938894267,1,0.6282561873043585,Call center,5384.945756070865
Winter,6.784122828843009,58162.11418255663,1.9997183632737277,7898.283736805877,-0.5308734048461453,2.2221079947422835,0,-0.4173636386819284,Call center,3020.4157810253037
Summer,5.437916362510945,62769.411195477536,-1.727938037403382,7896.763395974567,-1.0748944099164741,-2.062487780351314,1,1.3462955922049298,Agent,4465.5579542574
Summer,6.287307945291206,64332.791907895175,2.2843850449079426,4853.196979696203,-0.4199130763597891,1.128342760015185,0,1.0822529488277173,Web,4802.121550247288
Spring,4.637729857192514,59042.150405131644,-0.40529957946655565,4257.4783231262845,-1.279814961857864,0.8966333476596525,0,-1.2229099254270674,Call center,3771.6927190704664
Autumn,3.5664019702013814,56565.05586003474,-1.0187918824632833,3635.9279871551826,0.019019980013619608,-0.6355173552382235,0,-0.18366397991666975,Call center,8866.706702612786
Spring,5.514275358214091,65718.62344397813,0.3168969043708034,5661.062385552167,1.4138013650959633,-0.30088261021116003,2,0.3688036496226098,Call center,6791.502319447598
Autumn,3.2987172488935084,33843.77253392444,1.2975133647479984,5368.6417736813,-0.5022357856277223,0.48317853414042905,2,-0.16458967259819712,Call center,4078.5245230659384
Summer,4.695622814912954,50601.906830405074,-0.6157972827798239,4697.089029447853,-0.47610890021846536,0.18727530050228205,1,0.7007476505399185,Web,6843.242534858823
Autumn,6.044915919458677,61041.216331157586,-0.7300252056652038,4646.055950023206,0.7343001654281678,-0.9529087866743541,1,-1.0175431965482264,Web,5844.26981644277
,5.836084171054273,50636.744778377375,0.39848649046405854,6325.348387727051,,-1.6384767492850534,2,1.4100039049307358,Call center,5216.969774172286
Autumn,2.7731853678983107,63184.51284318028,0.0886013359971299,4242.113617271312,0.9500087533242433,0.8341146947295631,0,-0.859159517206463,Web,3783.7558434062767
