Monthly Income,Gender,Money spending score,Marital Status,Children age,Time spending score
4270.809771155801,Male,24.489110670690387,Single,6,32.80143335712071
4654.224366386326,Female,31.941144417157705,Divorced,10,22.25810197150218
4021.313843399844,Female,26.299425582061275,Single,12,20.571882452651007
4653.242162893204,Male,39.852334454352786,Divorced,13,35.574296029453436
3085.253895355044,Male,16.31340963405121,Divorced,7,22.533293553624315
3929.7352831745497,Male,27.53455427360283,Married,13,20.923833602786907
7967.119405768211,Female,92.03109852664421,Married,11,84.20380002709622
5039.886079628602,Male,85.10833846731677,Married,7,71.50715427917599
5214.634981435349,Female,76.51036267102734,Single,8,67.18347892136475
2482.2150756772926,Male,31.1469299542541,Married,6,28.645114796444894
6569.32643216297,Male,14.830117501188553,Married,12,21.072416125474394
6692.376235644347,Female,16.207323102125592,Single,13,-10.031966846053876
7450.638505715694,Male,16.86499841999113,Married,14,24.199191092716784
5655.788153589337,Male,27.746575213240096,Divorced,13,30.196594443022807
7283.572259540333,Female,82.08580281095499,Divorced,11,83.70552927480728
6106.3614972908545,Female,19.958869819963112,Divorced,13,17.333800414102484
5245.143228485532,Male,88.29782737402654,Single,6,88.06958599411338
7268.389822401805,Male,18.144076401626968,Single,12,-2.8697759111598025
7065.0995017590985,Male,76.01899969303804,Married,12,59.74623072871546
4935.040933424382,Male,85.97607599692233,Divorced,8,94.47154601239421
3887.4148076432994,Male,36.14964118054353,Single,12,41.81831885917008
2139.3797303463507,Female,21.18336960609235,Divorced,5,15.56845422312087
6936.265058526303,Female,16.622049162806583,Married,12,37.398424783316784
7876.429512831712,Female,82.26301280775562,Single,11,81.68762922145083
7359.297344921715,Female,10.876749203986925,Divorced,12,7.331983692295903
6238.408090403794,Male,88.1558122866798,Divorced,11,95.6137922052887
6753.054518546151,Female,19.85075561283125,Divorced,13,27.259556320143766
5348.411824677105,Female,82.76935900924725,Divorced,8,68.78426282466651
3468.9177202847536,Female,28.01306662654256,Divorced,5,28.813158467178273
4279.2679333874885,Male,29.851156454479312,Married,13,42.45405913445588
5401.019911234574,Female,84.35203081040163,Divorced,8,73.95368590983367
7075.761716167649,Male,11.916342856498716,Single,12,16.469393432316572
6650.636078304531,Female,1.0313515177285595,Single,13,-8.77570725419219
6113.813621645834,Female,87.54898578037408,Divorced,10,94.7193681445362
2964.878303526389,Female,23.273795548130863,Divorced,6,8.960552869256771
6814.51275496571,Male,88.73069828619124,Married,11,75.30909088517666
6247.561171395742,Female,21.345903749202137,Married,13,19.046223216380955
7108.38361404791,Female,80.33432176230477,Divorced,12,85.49880685728881
2470.608150281125,Male,18.61304277728749,Married,5,34.944036022873654
4603.309614102016,Male,85.69245851269214,Divorced,8,93.96227062139747
6250.095927290222,Female,13.06318942999367,Divorced,13,6.699875825696596
6323.424030785881,Female,87.41598602152095,Married,8,92.29046388263365
7346.501915730528,Female,11.668437416423991,Married,12,16.448326552217644
5835.56749669141,Male,80.89197074703605,Single,8,81.58471305635038
6088.233281026785,Male,79.91804411530337,Married,10,63.48256949826934
2606.0064895005726,Male,25.52697463018687,Divorced,6,28.317926735470163
7179.082895906999,Female,80.49536289085535,Married,9,91.976408342968
4876.051072641709,Female,25.461803147032832,Single,12,19.056070409233357
2740.2451192934855,Female,32.394667925040366,Single,6,47.675551849725835
7044.966053586985,Female,18.63761397970547,Married,12,27.857273778655617
2016.9060799343251,Female,28.335833948942486,Divorced,6,25.896762226165144
6200.5623124109525,Male,77.41888471950224,Divorced,11,64.604991404751
4948.837893237565,Female,35.84040805796818,Married,12,35.239612332421906
4664.61194194247,Female,86.03334974118434,Single,8,88.87529534261573
4386.001363300425,Male,33.623101871805034,Single,13,43.22221019252201
6951.269898579022,Male,21.023081484011122,Divorced,12,13.143647594795095
5251.33400619818,Male,90.15012334333161,Married,8,114.54607548797352
7221.925538320205,Male,11.495236571999563,Married,12,11.679513997386561
3442.956589417291,Female,20.949172025020367,Married,7,28.14850509225763
5620.5003509716125,Female,79.07829780057736,Married,6,90.8090977542214
4935.507941003345,Female,83.3258053549628,Married,7,85.34618418413051
6552.686034180789,Male,18.52560280261644,Divorced,13,25.26440588425399
7178.296774404881,Female,13.684137127619316,Single,12,17.22705398247471
6017.924611836709,Male,79.09132585110683,Single,7,70.61632959328959
6839.6257439965,Male,85.46930026147808,Divorced,12,80.80511255652056
6268.292222055276,Male,86.05663064740929,Divorced,11,104.77491684649773
5992.512118688485,Male,10.068915987529692,Divorced,12,6.330023345206157
3976.912336760531,Female,25.94777788119108,Divorced,6,15.087579588259764
2466.5424749937933,Female,23.13412422153339,Married,6,17.903522285598882
5314.96049578558,Male,81.98579198539406,Single,7,90.10612064197117
3377.372761662523,Female,21.879696868026855,Divorced,6,19.103199833268526
6515.085886419124,Male,13.821261853777266,Divorced,13,11.83467267769044
7066.279754518443,Male,78.97149896041381,Single,12,83.78734445719428
5025.043065922511,Male,31.570551249569327,Single,12,10.067929883382043
4379.464338431168,Female,74.16714574019207,Married,8,63.51430745000673
6850.923638747557,Male,19.08080229452844,Married,12,26.049920148990513
4280.02351490541,Male,31.317645165333715,Married,11,28.079364208607707
4288.762986424396,Male,26.400321729217552,Divorced,6,33.462339114114705
3765.1896488496086,Male,22.36362043764848,Single,5,18.88462221726838
4366.056533894552,Male,34.65086534128969,Single,13,57.13634271346166
4884.667982163157,Female,80.91281777865929,Single,7,80.05704683086239
6030.42232814955,Male,19.615768025626437,Divorced,12,20.58685517527965
6733.054795034277,Male,6.201180147934409,Married,12,20.36781444191807
5136.016838973592,Male,75.25020691035067,Divorced,8,97.99925680179041
6423.702980206971,Male,11.434247028318147,Divorced,12,9.6449901446798
4356.387476490523,Female,37.89961811061654,Married,12,28.832517814163847
4840.719475147291,Male,82.46467788478671,Married,7,66.11574846655466
6669.915560338351,Male,88.94802812460418,Single,11,77.16452376207654
5834.777168622846,Female,73.32163603374048,Divorced,7,66.26348211627446
6667.640028769132,Female,16.40851102287869,Married,13,20.216207892226556
7513.930075111078,Female,16.87535667827114,Divorced,12,11.72855423814974
7465.977628450251,Female,14.731678420047807,Married,12,13.58831905856212
5051.704661939225,Female,83.59499279117051,Single,7,79.62297452916445
5279.612222569225,Female,88.37555566915466,Single,9,79.93024157246823
6917.244414306532,Female,95.50525729299983,Divorced,11,109.9355517448841
7238.538946058475,Male,12.385051956537879,Married,12,12.72902549111498
4358.92125254048,Female,75.85589564122293,Single,7,71.60102788453523
5382.69192211168,Male,86.77378195106623,Divorced,11,58.43357525212315
4227.729541064917,Male,27.076602114723446,Married,12,36.83458111408645
7271.136689510302,Female,89.76596886036727,Married,12,93.03151392202948
6626.265502847443,Female,14.96261123926719,Married,12,6.189994109621427
7286.433850500399,Male,88.4123430704964,Single,11,79.8426667798888
5665.863534629671,Female,86.54377362174709,Divorced,7,82.70680426751164
4415.965430527928,Male,84.71494158853642,Married,6,94.51178483710628
6880.001425540358,Male,24.271770275849768,Divorced,13,32.24774079154171
4715.8180456222235,Male,35.08224207386006,Single,11,40.66213493916345
3113.1010337329562,Male,29.37145157626425,Divorced,7,50.64902041535965
4627.098753764794,Female,34.86450023507965,Divorced,12,28.276956194563198
2257.0143409313305,Female,26.697254668165336,Married,5,25.882024660892604
5713.84051537676,Female,85.65101326189163,Single,6,81.58997420450248
5682.771983601626,Female,85.28109667925771,Divorced,12,94.7048815035109
7839.068252399109,Male,16.684840448503934,Single,12,6.337244915076255
3176.691767633032,Male,18.26193475284466,Married,6,6.430403349448653
6565.389970445625,Female,12.636990244867846,Single,12,7.015033550045614
4545.52032911266,Female,93.00959615480761,Single,8,105.10323033044052
4602.314317032073,Male,27.123157124201033,Divorced,12,17.986075317361
7057.450271174945,Male,79.30052619237095,Single,11,78.96813782146026
1978.8465260769344,Male,17.80411290844833,Married,6,27.447795564361005
4879.686760105288,Male,27.154035729644544,Married,13,22.955614058446216
6924.948265406724,Female,83.96671478610035,Divorced,11,93.81789725654612
2692.2102548586695,Male,18.268785459190696,Married,7,9.214320778016841
4528.921667025098,Female,92.36544652058372,Single,8,96.0118012018638
5013.72836524072,Male,94.59658896828908,Single,7,92.69086726026069
4319.33914372797,Male,34.4934609709504,Married,12,31.53937163645339
6482.477641614945,Female,82.6080294694688,Divorced,11,88.74091284459385
4255.56541629668,Female,35.13135086664195,Single,12,50.165398817514976
6945.438303299521,Male,86.1483021716825,Single,10,96.29877748387658
7542.86813379146,Female,14.933495835155341,Single,11,12.834032019291973
5187.781729258765,Male,35.67839275197021,Married,12,32.432769795568504
2464.76476134452,Female,30.49806377821786,Married,6,33.423212496154584
6372.153287641881,Male,85.30172842767195,Single,11,81.16008633559935
5089.039533177522,Male,93.3460904245878,Single,7,98.70060443426216
5341.369045133344,Female,89.42760266633509,Divorced,8,92.04784611324922
6307.324430129226,Male,83.73861724686594,Divorced,11,82.41742971365669
4177.805465103165,Male,86.60967059168146,Married,7,82.58835445899227
7185.823790025384,Female,12.679998315819013,Married,13,5.319098107075256
7314.551201989138,Female,17.177617604942498,Single,11,26.09822398980383
5346.682785020568,Female,75.529513406018,Divorced,7,68.48302713082616
5493.325163241318,Female,30.094328971009762,Married,12,21.863394486705747
5805.806815921247,Female,80.72595370301352,Single,8,69.65079838870561
6519.698923456365,Male,83.6500322860244,Divorced,11,80.47090907231556
6880.5437610425915,Male,82.61832308690688,Single,11,64.9197089156646
6509.459768351373,Male,77.00879731518691,Married,11,58.42382176524569
1690.3313375270845,Female,26.360254071013536,Divorced,6,32.32935176062939
3022.1294276760696,Male,19.167632884041822,Married,7,7.216709913278947
7198.737229245582,Male,11.791350848589481,Divorced,12,-0.16639807803350948
7678.97361443465,Female,7.697754104097044,Divorced,13,8.823870521440172
6132.86220269135,Male,9.732497144807205,Divorced,12,-0.31461965112644386
5162.041718674753,Male,79.05130587178357,Single,8,80.1379491808765
5162.561644137721,Female,87.48742675443299,Married,8,75.34797080790369
6664.934447382688,Female,12.605478678830004,Married,13,12.136853119143787
4118.3361353832415,Female,76.82401514527385,Single,8,96.78856509640804
5471.473521554847,Male,35.05942510062531,Divorced,12,37.791318980659085
6801.687401444876,Male,9.69598297047525,Married,13,15.336088163377596
6959.838695423109,Female,9.2539798625264,Married,13,18.10538310727081
5294.013685052907,Male,28.61785980739691,Married,12,17.69766550922361
3574.965055920723,Female,19.022511084639206,Married,5,4.071942434349912
5207.282111283083,Female,73.42594373264608,Divorced,6,68.3595636864172
4373.567841763743,Female,75.76995291544058,Divorced,8,74.81785536644283
4313.2026755603865,Female,27.87896489495537,Single,13,40.61649659986712
4278.304824067405,Male,80.02580390701881,Divorced,7,98.43378559170839
4246.987674102505,Male,36.12899607267798,Divorced,12,40.792893678383756
2363.9080540117643,Male,24.152325090635053,Single,6,25.29828399531503
3312.115027260684,Female,28.3964851509907,Single,7,32.09138640054904
6851.0884431987215,Female,84.58095284127441,Divorced,11,87.10392343491911
2238.5466287529566,Female,22.7801583099397,Married,6,21.56124580324078
7448.794120452789,Male,89.96167940358755,Single,10,93.31577827892755
4626.187991982737,Male,86.59033542521007,Divorced,6,91.26770555610473
3796.1765088756174,Female,19.769091502754293,Single,5,6.682586274404011
7353.076487077453,Male,11.9492142323912,Single,12,12.696295546117705
2590.7110949156117,Female,17.62097744743044,Divorced,6,39.74762816547019
4685.414674576859,Male,23.419920446181244,Married,12,9.202879005486196
4990.673326948462,Female,83.88268155489703,Single,8,77.06058403143331
4921.719154502649,Male,85.73007637651872,Single,7,91.92914461291846
4803.422929509403,Male,33.63349326643608,Divorced,12,36.726854644834326
4774.95205689356,Female,79.52644162677443,Single,7,80.97542034813995
5117.656192917284,Female,90.39299717174147,Single,8,93.76134634349476
6650.245636176197,Female,85.75977760561824,Married,12,82.97668522366187
4615.541938872866,Female,24.366475472465368,Divorced,6,36.04966623594753
5742.573596984288,Male,78.20801993464256,Married,8,81.04210108942637
6568.786617257152,Male,84.62992343657878,Single,10,59.999455121070106
4679.281757089455,Male,30.846983948463876,Married,12,34.68280076630799
2879.289379243873,Male,22.370398418550757,Divorced,6,10.939155815146979
6543.262782640918,Female,12.479478956653878,Single,13,13.776449227955835
4256.3537257367,Male,37.64372645172344,Divorced,13,43.28516568500804
7515.012114410861,Male,11.247704235362576,Married,12,21.84019700953526
6094.164594622223,Male,17.18735396114718,Single,12,29.025524003476484
6098.139930437264,Male,86.33519682858949,Married,11,76.32526094874166
2076.177304294235,Male,29.107099654928245,Divorced,6,15.179090056010118
6437.589545722064,Male,89.6850724614839,Married,10,93.84800999785183
6852.632136878839,Male,21.017171645107382,Divorced,13,24.545133565348355
6851.493968428195,Male,22.76177989034222,Married,12,36.582720761155294
3566.1330852233527,Female,20.116465743299486,Married,7,12.236646502188403
5645.686594890121,Female,78.54360938283038,Married,11,78.31988816453591
4788.422036789964,Male,81.51498466165631,Married,7,62.73272628813406
4821.945649937943,Female,76.67585623922538,Married,7,75.95711132614913
4457.209298361549,Male,83.31724886242571,Divorced,7,87.25199392818935
6158.859024148375,Male,16.274214777374894,Divorced,12,24.605573538556314
7242.438225393464,Female,85.70387850742458,Divorced,10,96.0596381724901
2463.1302421828686,Male,18.238375180074833,Married,5,17.89457259915861
4086.9068044975475,Male,35.437198387005864,Single,12,36.189747656339
5387.405855210781,Male,30.956365004171047,Divorced,12,40.39867596537007
3907.2792067917567,Female,16.010096463220243,Divorced,6,28.351363017514075
7508.272307386909,Female,0.35507772290284834,Divorced,13,6.995792389291744
4599.541717735759,Female,29.74393120174907,Single,11,21.495395647429028
4808.861834700834,Male,32.15986092624554,Divorced,11,34.24576130490409
7147.237941571837,Female,84.6656069732098,Divorced,11,81.0025559515169
3911.502024824057,Male,34.52385744830536,Married,12,41.87480463412674
4861.349744326546,Female,32.26321273474966,Divorced,13,28.21754305696554
7108.930156925621,Female,85.63008995655358,Divorced,10,77.21628577975
7452.675928590686,Female,16.447613440716317,Married,13,26.561928559216064
7464.946578181226,Female,15.39901582455795,Married,13,30.210427616953424
4329.666269977478,Male,83.95498694501272,Divorced,8,87.05551570898362
4588.210695510712,Male,35.0461670196576,Divorced,12,40.30667484416097
7823.699764552046,Female,75.40647112412333,Divorced,12,55.273602096297644
4641.483064471002,Male,38.517141054431136,Divorced,11,53.29297007208266
4776.846461450773,Male,86.34909158677851,Single,7,67.83168041262411
2709.7090833299376,Female,15.870550204805959,Single,6,10.572497606134586
5632.473007262701,Male,88.98648990228412,Married,10,94.1376013821406
7396.773697090602,Female,4.949693367758698,Married,12,9.650791191760177
4747.556688680541,Male,34.25054207178816,Single,11,37.83813551298057
2424.8958625500222,Male,26.432033856439,Married,7,29.691189769246478
5184.657527454416,Male,30.937443647790833,Single,12,31.83392722445638
4243.771503800832,Male,30.778839901689835,Divorced,12,45.94221758593184
6383.788356892691,Female,87.223885717229,Single,10,78.66863834468347
7409.9272523936015,Male,82.35518238297301,Single,11,99.79888010661186
3825.1853010691534,Male,35.86927137472949,Married,12,24.754861765298006
6690.323213845692,Male,83.8952770842568,Married,11,91.1854425083957
6978.001029792327,Female,22.094593480504557,Single,13,27.158281638158385
3722.3837970564564,Female,26.411299231274945,Single,6,22.780778992632936
3510.850114751847,Male,16.4889006552678,Married,6,17.293479740682816
3317.95696862132,Male,24.408673727247937,Married,7,32.52000711256568
2812.9149935212977,Male,23.92361350419028,Married,7,34.23797803469883
2734.4484543968792,Male,15.82132596272767,Married,6,1.9679892816686841
4876.2033770865055,Female,30.297254576509225,Single,12,25.56570834274374
4734.224825204094,Male,75.08220685822822,Single,8,91.3850339599628
6856.084765053423,Male,11.90944987188221,Married,13,-0.0014790155614061717
4668.203241555482,Female,33.562629871890934,Single,13,30.740720282511045
5060.6999036356265,Male,81.3284857185579,Single,8,73.97384720596784
6561.288984158378,Male,17.224328350349033,Single,12,21.020283162111838
7412.1913694576015,Male,11.03474948688919,Divorced,13,-2.7134426347564045
7112.426901964223,Female,21.87627302570288,Single,13,21.93092848224298
4706.524370017224,Male,31.774014653645693,Married,12,21.122699648629336
5222.234122961938,Male,36.29472815388636,Divorced,11,41.2069235444844
6014.007238319378,Male,79.3697659080371,Divorced,11,78.58595298976597
3589.3887993174035,Male,25.510267768915995,Divorced,12,33.92806998934091
7254.579166475106,Male,19.829984105673574,Married,13,18.27255102970422
7223.602460974016,Female,11.431550217287558,Single,13,43.25475216043256
6474.09291579901,Female,21.007860461207272,Married,13,22.202727768506808
6875.010770494727,Male,81.27184247896793,Single,11,74.13776458948155
6590.330503788173,Female,10.440563832852746,Married,13,3.2224104134078138
3922.332534406979,Male,34.295403797499716,Single,11,33.190578553765285
5924.654689720713,Male,78.19861908665166,Divorced,7,78.97513754825845
6922.862827195567,Male,14.091587251358817,Divorced,12,29.337208837225063
5606.383545707295,Male,81.4476139903549,Single,8,71.49172862833355
6838.407765757704,Male,83.50598544980188,Married,11,99.05615416325861
4054.8973590355135,Male,30.847009024916638,Divorced,11,38.192721671541726
3233.3508362187663,Male,25.89199769484096,Divorced,6,12.826440823897
4283.6461675467835,Male,28.308880961145523,Divorced,12,47.92313415939471
2212.1902210094695,Female,22.60758605967709,Married,6,11.379502523929848
2493.1515446345434,Female,11.14427845512055,Single,6,11.159197103858574
5206.673340040587,Female,78.67286410473827,Divorced,7,61.792242359275704
5225.635399028968,Female,83.77097784251355,Single,8,65.95208069289228
4765.33880032588,Female,36.26391614147681,Divorced,11,28.252356496222212
5542.73710732982,Female,14.818613569584834,Divorced,12,15.267040074478933
4884.055014453259,Male,31.065851207640375,Divorced,14,22.585644559786495
2462.1768510988722,Female,23.27036874108221,Divorced,6,35.50499287890145
5086.177337936121,Female,85.60272989835548,Single,8,69.28155041481413
6851.336927284043,Female,81.62709305617761,Single,11,91.8666780567134
3646.233095410947,Male,37.91967676065572,Divorced,12,49.558760767459354
2132.026550856085,Female,23.91037878211801,Divorced,7,23.258734952105378
5117.467293180109,Female,95.83509891354802,Single,8,106.29388534099071
5779.640461720737,Male,85.3068581542411,Married,8,89.65106628827021
3400.391155605007,Female,30.40863473916116,Divorced,6,30.315610664054272
5309.635417022963,Female,32.1932794342468,Single,12,23.522411646370266
6309.8127186139,Male,24.498265658436864,Married,13,45.8857679255417
4624.7075572641115,Male,26.294554635657406,Married,12,12.081542200149748
5470.149102103502,Male,79.87593160590285,Divorced,7,72.58370063925095
4977.788893665582,Female,86.20985727751392,Married,8,90.614760593589
6708.433543642726,Male,81.60702251752411,Married,12,65.68545129831013
7043.964597023003,Female,77.05536920820157,Married,11,80.32451993443867
7056.3349925378,Female,17.46109189187282,Single,13,29.813316398091686
6088.712462025987,Male,17.899132933971536,Married,13,27.74765306773179
2713.096411533433,Female,17.02032340383866,Married,6,16.47372156638732
3799.2228524114416,Female,34.811709739510206,Divorced,12,53.7776913494106
6576.995739524696,Female,91.0947256594286,Divorced,11,100.17060004311216
3985.06426636808,Female,85.46869961148872,Divorced,7,73.93341596432624
3310.1151979930073,Male,18.953927968090646,Divorced,6,19.073415633500836
3587.806657909282,Male,18.20910535621004,Single,8,30.73548311028003
7018.603593582525,Male,8.10465743393911,Married,12,10.422673458017258
2831.8837610301093,Female,22.144894563375857,Divorced,6,20.849332340865885
7100.874870660607,Male,8.364593847022377,Single,12,17.56946532472032
4989.546554532171,Female,86.35424106518168,Divorced,8,100.21111754329354
3595.5596980337805,Female,37.14983562357072,Single,12,35.93898553879239
2337.312025870099,Female,13.6928670332074,Single,6,5.994607447649772
5332.01912133846,Male,26.656881776133815,Divorced,12,30.370311465180368
5384.962160145672,Male,85.62076843374996,Divorced,6,88.39131419304552
4139.16433928613,Female,32.853953729827694,Single,12,28.22393849888958
3562.7832030596596,Female,14.527054961988838,Divorced,6,2.5043676311554215
3433.79953661196,Male,20.763596529612904,Divorced,6,24.893053520685015
1899.682457221933,Female,19.590666666454155,Married,7,25.961112987416904
5949.221277201256,Female,85.31560230081936,Married,11,82.09584472652718
7565.909264876472,Male,85.6445309467131,Married,11,87.74006004749053
4419.673754233224,Male,30.21630375725858,Married,13,46.701899562374386
6689.764963273724,Male,18.309202022228504,Married,13,14.747705493347121
4879.073662300725,Female,81.9907653247996,Divorced,7,87.70664740345988
6113.350336875069,Male,83.83015048849825,Married,11,86.83123076219047
4834.194344734715,Male,34.42202723621256,Married,13,22.46411467600799
6040.937421677878,Male,82.59737142179122,Single,7,89.42178894660375
8204.665681162875,Female,89.9707026540732,Married,11,76.28280217535557
6937.046859962918,Male,80.80812526531744,Divorced,10,55.069659295184394
6558.495220208828,Female,88.7643674519755,Single,11,80.77486859584627
7347.907032009804,Male,19.516333851135194,Married,14,21.62379781770816
5238.745900281391,Female,35.37728133025871,Divorced,12,28.98864231258682
6205.308963045406,Male,78.41803093581163,Married,7,94.59537063369709
7065.858389535444,Male,7.510516726971176,Divorced,13,17.36064156351064
4937.689482850358,Male,84.30811124263568,Single,7,72.74052658521012
2760.7459997177643,Female,26.328301296147472,Divorced,5,16.854935191939084
2513.2529468659163,Male,17.456601884303687,Married,6,9.406661505473327
3454.6016933872506,Female,35.278017632576024,Single,12,42.27207165398277
5946.869146716997,Female,82.63828571973221,Divorced,12,74.43138522858364
3992.663167861163,Male,27.413774515184283,Married,12,31.938849625104865
5651.601376736795,Female,67.48639938592845,Single,7,58.50886447976545
2365.922193539875,Male,33.76459987056257,Single,5,39.96884642067038
7153.59503118742,Male,81.90069053691485,Single,11,91.32757366650375
6087.815509534134,Female,86.43211446712387,Married,12,88.51701098151877
6298.230570367731,Male,84.46786314715331,Divorced,11,71.77172521743483
2854.8667553446408,Male,13.85536100421124,Married,7,11.560772429333884
5932.599498089257,Male,30.13214154348813,Single,12,16.733094778704995
3493.3611930059346,Male,22.416328054351283,Married,6,26.9282970761616
3226.9315407104923,Female,18.705483428373704,Single,5,34.42669073787749
6696.191689942186,Female,83.4824776480331,Married,11,97.75254024568167
6977.455780975541,Male,83.13163685394927,Single,11,78.50110788027405
6613.044642813637,Male,78.31358096000147,Married,11,79.67135425409738
5282.203933655375,Female,26.49711149271009,Married,12,18.917885932520747
6385.366868845686,Male,88.46481680843685,Married,11,92.13432101882057
4877.172468565042,Female,84.79721315976312,Single,7,80.06593293718495
5145.338349306703,Female,74.68934737597753,Single,7,69.59095160681514
5065.542181392859,Male,86.76894274962767,Married,6,93.39047461099788
6492.974314632998,Female,20.468650260023146,Single,12,10.451246509803049
5669.389150357377,Male,3.703418560970505,Single,12,5.329198452733129
6560.08026407121,Male,83.19625612286482,Divorced,12,87.10321557489455
7029.897256539516,Female,87.54800187553779,Married,11,96.10749865576342
5090.043715662826,Female,26.42997215652035,Single,12,21.227504484557873
5752.056779555858,Male,23.26561791835495,Married,12,4.319272315900847
4224.011102278399,Female,34.458567716793354,Married,12,53.660580243225404
4682.172357963734,Male,36.27407156472225,Divorced,13,31.76634056352888
7675.648614696728,Male,26.873843275991497,Single,12,17.387751760658723
4433.687554062859,Male,31.504135280676103,Single,12,26.376923291065218
4458.420814154954,Male,28.595647349335618,Married,13,37.862360359785484
5421.651563571801,Female,35.68226501554235,Single,12,39.080536917610196
4636.272895539158,Female,89.43570329389598,Married,8,100.8728940440829
6330.577445895856,Male,83.89835104053536,Married,11,90.17599225189834
6894.776948887524,Female,85.84460735735595,Single,10,99.1763493932465
6376.113194608827,Female,86.79851130417818,Divorced,10,93.1779908150662
5129.1365454056095,Male,26.632460875738595,Married,12,30.383864209942455
3219.398290850633,Female,36.02670998991006,Divorced,12,45.32818409422048
4438.943678160018,Female,78.2122360269014,Married,7,92.15846563291518
4725.19258876077,Male,32.991632773395914,Married,13,28.18340081598493
4597.80588062839,Female,74.96472119562738,Single,8,76.27386914460065
2921.134456984065,Male,15.526081193516518,Single,6,12.798879458500805
6570.227234289069,Female,91.74741939695521,Married,11,92.52486607307826
4367.340731927325,Female,31.129244634733723,Married,12,25.85991316232437
5157.506315366043,Male,81.25418884614095,Married,8,85.0962332417644
2699.020771523483,Female,25.988206756278927,Single,7,34.26799709067583
5773.522351711118,Male,83.499081044853,Single,8,84.94149344861829
3758.5016548846042,Male,20.661660753760586,Divorced,6,3.0422403480634905
5155.56435116465,Male,81.32691037923954,Divorced,7,99.31693687020832
