Gender,Age,Monthly Income,Subscription score,Marital Status,Brand Royalty
Male,30,5248.939547282387,91.23305537188503,Single,87.09122831185744
Male,72,3449.237225522918,66.89799671432684,Single,63.748693385926714
Female,66,3211.609813271708,75.82939605427279,Married,65.45342827155906
Female,71,3998.7813364229105,75.96316149958469,Single,64.31495207140586
Male,49,2589.5495776248117,73.92857998251866,Single,82.97956622657482
Male,58,7043.190423026973,30.082871213892698,Single,20.54443758202828
Female,42,3273.217796776321,71.45573527220093,Single,71.62258874944266
Female,61,2083.9004196630012,2.731245526308773,Divorced,8.454656812945181
Female,68,3871.53925213044,78.93164805098476,Divorced,66.05063323825293
Female,59,2697.2155548552887,-4.661569666115579,Divorced,20.974878982417085
Female,61,7508.18855949811,19.86664289379905,Married,18.116540626675196
Female,33,5014.416347682753,12.59974571685559,Divorced,16.881804479803336
Male,56,2865.5161727708137,19.25871641285226,Single,19.067971531681607
Female,49,2941.593219686786,25.537118758669695,Single,20.903866600348795
Female,35,4629.718313377105,97.03131150955872,Single,93.640559195869
Male,51,2211.120041563757,26.35184028901201,Single,19.14146566488109
Female,53,2755.3472029051027,30.755847678458956,Single,21.830492416973165
Male,47,2951.2982318757295,95.62061058499243,Married,85.65553052277565
Male,24,5201.958495783172,24.97483824772614,Married,26.306812390999312
Male,73,3572.742574853805,51.21265696803086,Divorced,63.838448273500966
Female,29,6475.666784330775,33.019163707018166,Divorced,26.97542913873883
Female,68,3619.801646859256,62.22108554442912,Married,68.58674578439951
Female,38,4294.070407964544,83.63982181631386,Divorced,89.77483056976538
Female,56,2168.245784011734,28.38957409354125,Single,20.88034598734931
Female,31,6406.999213241837,24.038102155533338,Single,23.879250993808988
Female,32,6226.623905300373,29.159291499105297,Married,28.595389843343337
Female,57,1795.6319901208617,14.589393785990907,Married,21.447801895618586
Female,31,4562.4139422977905,75.64660818729523,Single,76.72903411661639
Female,31,6094.832935768702,18.76861003436545,Divorced,24.309776751603366
Female,36,6051.1857397956,17.515432624683836,Married,18.968830068721587
Female,65,3820.087455334444,75.74955041877388,Divorced,69.75684827830484
Male,35,4779.358219106229,101.36665963808314,Divorced,91.32444363272602
Male,28,6078.691329842944,21.344451850873536,Divorced,25.679122886934838
Male,59,7137.928333851174,10.639159446549964,Divorced,22.59751705472775
Female,30,5711.422053268354,17.832978846857536,Married,21.587871635261187
Female,46,2803.973672494523,99.04669063715357,Divorced,82.8169876144767
Male,53,3231.0155409965523,29.24684415422535,Divorced,23.933815821941874
Male,29,6104.722536291806,19.841639756165254,Married,23.280694452300203
Female,66,6777.038733457177,28.627127084372137,Single,33.55976096500769
Male,32,5522.518125708632,40.966656459756635,Single,30.463592085069017
Female,32,6037.5203893673015,28.52440326915359,Married,22.234620967410265
Male,63,1972.506738089287,40.73629153358867,Divorced,21.53009573166103
Male,61,7228.369464273554,12.95689129629994,Married,23.668960914703153
Male,47,1897.2733057227215,81.33211500305391,Single,89.64223475816901
Female,71,3554.4624797464226,73.74180232018881,Married,70.69258949993397
Male,52,2639.498273674016,63.75133218508844,Divorced,74.46954584237344
Male,60,7109.982859445262,22.134418106828925,Divorced,25.36060496129498
Female,38,4531.063170760803,103.84678114425692,Divorced,92.81963161679539
Male,66,3422.3678191001036,80.03284778461436,Married,69.91604762249526
Female,65,3958.0333648755127,60.681526906025134,Divorced,58.43662787377908
Female,31,5552.623880831437,37.76452730579921,Divorced,23.74117076082461
Female,55,6906.2788546020365,26.405144224909098,Divorced,29.8142806889184
Female,29,5247.210021373842,21.57750642709512,Single,28.087626815444654
Male,33,4229.297237726923,77.67951757517831,Divorced,88.5502263875508
Male,46,2037.8518202353598,73.49059356384461,Divorced,84.67275601598058
Male,74,3414.6671723327304,52.44251005059287,Married,57.89772375001607
Female,56,2427.8033866108412,25.765430911402262,Divorced,20.2742131659158
Female,67,7102.853517369976,4.05664800925361,Divorced,20.204038748901105
Female,35,4468.013683196102,99.08607794246976,Divorced,93.60385773347352
Male,25,6110.147433068663,22.02256778230133,Single,16.17389049855131
Male,32,4323.535602323399,89.16276587560665,Divorced,88.0689735600877
Male,36,4437.848840379439,103.09651763646514,Single,86.45336979569771
Female,51,2778.807043276009,22.318499368426345,Married,33.253373649181285
Female,29,5869.6674764450245,34.91977253753895,Single,24.91458883335989
Female,56,2455.2872907714736,1.740046026085814,Married,14.17813528137561
Female,29,3929.2203433788354,88.89883674384149,Married,91.37677707654092
Male,68,3665.5138797124287,71.70960689793428,Divorced,59.93994211302669
Male,70,2840.673049903933,49.76413995434383,Divorced,62.655828302587885
Male,75,3752.912425653471,65.04352293294862,Married,60.36359551190999
Male,74,3209.366413999419,78.72264749815369,Single,65.71284512888117
Male,58,2255.941755329078,4.6101752346676665,Divorced,16.67782696994915
Male,62,7788.292271360724,18.93516619450876,Married,33.659353166862246
Male,71,3253.610357463502,81.85480324548831,Married,75.2001881689705
Male,65,4025.8787785058303,64.25396983368826,Divorced,67.65056286155786
Female,63,7173.315992879732,17.41002639288864,Married,22.877298832847718
Female,53,3101.4939748008874,32.63283772551622,Single,24.39945680752335
Female,63,6822.716490916904,26.045145825180455,Single,18.019032480752507
Female,38,4447.070094526638,69.8053608447883,Divorced,81.6036108507321
Male,67,7219.706384245122,31.365974728999753,Married,29.930774214596
Female,54,2482.067706690685,15.256299922032431,Divorced,13.198164097914834
Female,44,2370.5539748578212,87.96088286876396,Divorced,81.64377499378078
Male,71,3811.013305717653,76.26391228463156,Married,76.87987747972333
Female,61,7889.257140394029,18.297564671311793,Single,24.535018986375214
Male,70,3544.7841395440423,58.182831057913965,Divorced,60.3714862042455
Female,29,4098.381698445151,75.14696038600364,Divorced,94.54392281700564
Female,43,1846.5298096608667,84.89689889003417,Divorced,85.23501178528446
Female,34,4266.277760414993,90.6720447464543,Married,81.71360044089597
Male,29,6268.9083702286125,28.964482346952863,Married,19.866418544474
Male,67,6867.638404763495,32.19313927540097,Married,29.23084390674038
Female,50,2201.807518512636,67.52441108812535,Single,78.14587608405564
Male,28,5535.596929835645,5.334818470220475,Divorced,12.843777654282512
Female,66,6978.689300856405,22.062027501966725,Divorced,28.103606545262835
Female,37,2404.4268391953187,98.37673616907439,Single,96.50218511067925
Male,64,7805.0474467041895,13.150814358517417,Divorced,22.472017167500276
Male,68,7377.29975939879,43.7751379495095,Divorced,32.030784272085164
Male,31,4436.300731658193,74.68132630625868,Married,94.97642932436922
Male,59,2583.6375806913584,17.052890712298147,Married,17.82810850605886
Female,72,3593.8227558050753,48.12644472624323,Married,67.71745977559615
Male,74,3155.1237139429504,61.3262258167596,Single,68.86076229208115
Female,57,2584.499332375626,30.14616513681483,Divorced,20.623659016441337
Male,73,2755.2346566778415,82.79663290286724,Divorced,70.4196654390412
Female,26,4619.549390500868,80.93596840893882,Divorced,85.57598718967668
Male,55,1801.0744731966488,34.88501339171767,Single,18.022664376710537
Female,58,2855.7388722929763,11.370337557585433,Divorced,16.2098519193108
Female,54,2381.7868026185447,67.03193810415647,Single,78.53197571957404
Female,63,7485.121212997908,23.76809909951098,Single,24.022336785389015
Male,43,2161.895099587325,68.27871338140099,Married,89.38510236011136
Male,34,4021.9399364927654,85.21547992954054,Single,84.50305807238341
Male,27,5083.974172197327,95.01660256628871,Divorced,79.91390140752696
Male,61,7206.921514659316,20.212444727055875,Divorced,19.596953106944028
Female,65,7496.633833773764,14.033457638221828,Single,26.85013028343384
Female,32,5309.020744441215,32.16563819422948,Divorced,23.924309382869595
Male,49,2458.823063968687,25.373984959102998,Divorced,16.809008166692685
Female,32,4969.378832593891,110.16890360667203,Married,96.80041834023874
Female,61,6938.709269547591,26.588507667095133,Divorced,23.92059184757579
Male,61,7402.8894631740095,25.332031547452246,Single,18.13458828155099
Female,56,7220.945003170974,53.59205641457481,Divorced,29.750620282393932
Male,34,5677.457997453196,17.68754491446053,Married,12.379149204537988
Female,28,4403.716434561633,79.4301584820728,Single,83.99560652474568
Female,27,5941.172521789275,24.92413475363098,Married,34.912168144969485
Male,71,3489.7565326048616,70.26281808801228,Married,66.97847637643935
Male,31,4008.6013233712015,82.713153833072,Divorced,91.07385623541225
Male,32,4516.906007987678,97.24505770389857,Divorced,90.21833855540112
Female,43,2647.531239310287,84.06449669580354,Divorced,81.72557215507467
Male,49,2335.1776629667097,77.43163514026509,Single,87.3317796772306
Female,57,3557.9362975853687,5.446211216060032,Single,18.057117207646165
Male,64,3053.15502390517,19.131020079373705,Single,22.54092757821768
Female,30,6175.389297848814,28.314744405193387,Single,29.222986869613518
Male,71,7640.08805001644,30.409110254974475,Single,32.01689542962286
Female,58,2520.542957074343,25.90001265653028,Single,22.21080576131036
Male,58,7343.7436277304605,28.627460795798594,Married,23.182175373659106
Female,59,1788.0529253819632,30.723265305437753,Married,24.174602195874385
Male,63,7267.011663518849,29.109403153867383,Single,26.58651108460725
Female,43,3032.352910464699,101.21493394672456,Married,85.88191539955525
Male,41,2916.720810465621,75.64379363484117,Single,77.86742825061256
Male,33,4685.120746947429,87.4408856195393,Divorced,92.0063347747689
Male,28,6387.876028147985,19.697576486691364,Single,32.012140011347725
Male,33,5005.389551759938,97.92675026241191,Divorced,89.39194043559945
Male,51,2087.7363181916326,98.75439333116002,Single,75.31998960203136
Female,25,5925.375384198528,10.874312761568936,Married,25.57118753849872
Male,51,2811.5086980367787,13.93505409258328,Married,12.372111859611806
Female,30,4801.910319897981,87.0913978697195,Married,87.55627525726185
Female,43,2387.9739693972615,73.3739399701727,Divorced,85.38917365521094
Female,66,3751.1658884186777,67.21706588678391,Single,68.20626199259893
Male,59,2848.462690847327,20.333659216246367,Divorced,17.78178238973915
Male,30,6136.807543142199,18.807342758861314,Divorced,24.66491257511969
Female,55,2203.1282775572067,10.647198740338021,Divorced,16.229600106300488
Male,31,5881.7223866093045,20.31136235339759,Single,25.63946342585133
Female,26,4824.800919029072,80.83365449381897,Single,76.36460389916478
Female,63,7406.196493585645,32.33482464121794,Married,28.80354995153791
Male,51,3018.025535491406,21.4434124906727,Single,18.198948697074805
Male,72,3078.743896215651,79.06676478824286,Single,64.61401009844533
Male,66,3426.069552372882,50.716468989420406,Divorced,69.52171930366427
Female,29,5898.743091810115,4.242360072973602,Single,19.948444449682775
Male,73,4025.4076067514316,76.89460612317438,Single,72.99933066330544
Female,28,5937.920525575329,33.18431209844695,Divorced,24.109706798459904
Female,61,6632.8670688648635,23.995862875691916,Divorced,17.309189545243846
Male,52,6807.79213922636,14.068431372820845,Single,18.345482337320355
Male,45,2206.2920022789444,69.85067692932085,Single,70.01388194715398
Male,71,3754.8768038985813,73.76930066575245,Single,69.73835909495851
Female,60,7044.508732909956,56.83180248130711,Single,38.133918053849364
Male,52,1719.4216589416155,21.788889411283,Divorced,17.58690158608416
Female,31,5920.979183732328,15.303983597962958,Single,21.79637209678049
Female,58,3374.0022858496277,21.456481622294437,Single,21.57561534612989
Female,62,2792.214987465834,25.2757120774304,Married,20.474112129341766
Male,62,7530.745289321161,30.438161681789904,Divorced,24.791927241388596
Female,29,4486.928918304912,69.77460502495353,Divorced,79.05436115896522
Female,62,7730.762568444862,11.472155499506611,Single,20.956008325910283
Male,69,3248.9547746919698,82.69315374783329,Divorced,77.96083835645054
Female,35,5768.974516648646,14.674279702159808,Divorced,20.918067948594942
Male,46,2136.6398326700146,74.70660925364774,Divorced,91.31665402093367
Male,49,2349.88008931341,73.40460691194765,Married,66.37729279907782
Male,29,6274.65760071783,13.49488132348693,Married,24.485825891407792
Male,25,5461.940152901657,5.463128736446997,Married,11.042637974305016
Female,58,3111.611989156143,37.301578496817285,Single,21.413051019660955
Female,44,3069.926581232336,83.8732161428024,Divorced,84.45982596880393
Male,31,5099.285332166315,42.84376806525408,Divorced,23.16902957833436
Female,48,1922.6612471957396,69.69339163295645,Single,77.91977044724884
Female,35,5025.696771202298,92.41352771999598,Divorced,94.28770835301992
Male,53,2331.1678494320677,21.213958066009212,Married,16.54681717735282
Female,27,4160.987289892004,84.65483014726057,Married,77.43413472966348
Male,46,1917.1510752258382,107.6784838605821,Married,81.42950881152835
Female,76,3890.1606509362823,79.05788927185289,Divorced,72.51908570033282
Male,28,5444.351129364411,83.48776259502606,Single,83.73346501907496
Female,32,4035.549948629353,95.7527588369139,Married,88.98527513064133
Male,52,3258.536072627259,70.36607722934836,Single,75.50747361433153
Female,28,4934.119452809293,25.895636140860336,Married,24.091872037652983
Male,48,2257.3136868688366,25.14121614228407,Married,23.03741338053906
Female,60,6957.691698806011,12.359194480433166,Single,16.394585025155564
Male,55,3114.7318848528316,7.612760747714797,Divorced,7.91573308803892
Female,28,3972.410472132219,108.4090220690819,Single,96.06144853487811
Male,47,2724.559624253189,97.41991261340576,Married,89.99113881152476
Female,70,3288.6400977647454,90.15118019824763,Single,77.84000624829443
Female,73,3530.7707925671225,83.77491285438452,Married,80.10153826059829
Male,69,3427.7179633382098,74.37573203797861,Married,68.67099126480421
Male,75,4277.590415983338,53.13945300465217,Divorced,59.68629105119976
Female,47,2786.8310871943886,74.98729207363108,Divorced,72.10666720516693
Female,35,4684.170879628598,96.19210782574939,Divorced,94.10289372547169
Male,32,4577.644655032132,100.4856840304621,Divorced,88.75332609862649
Male,34,5935.650249625424,34.42426061990197,Divorced,31.25491137862733
Male,63,7722.214216620321,22.14610674340952,Divorced,28.37554561985275
Male,45,2851.40913619679,74.54977675855096,Divorced,78.01823316489362
Female,68,8163.916602114047,22.719668226323574,Married,27.446282838104768
Female,55,2485.907774873859,14.53197101483181,Married,19.820766354435968
Male,32,4891.636196757382,94.54629475698397,Single,88.52205880746638
Male,52,3087.581172187381,26.359073215114073,Single,12.043753365314565
Male,62,6676.083968523454,35.92726037464605,Single,31.04382171035853
Male,48,2252.6452808314552,71.67780404992457,Married,72.89205975123109
Male,33,3914.554751521334,90.23620161507151,Divorced,85.63083151907821
Female,59,2158.8559442326487,0.9402023478072152,Married,13.568202046353917
Male,58,8333.333333333334,24.948255725156688,Single,28.183128155989504
Male,43,2612.272631459016,81.44465610698869,Divorced,87.30171616947797
Female,68,4151.47993018628,65.86836432354758,Single,71.69517356999471
Male,46,2417.6866656144857,69.73965667596678,Single,85.4583507471011
Male,62,7191.0196230330275,25.440519455862482,Divorced,23.8699937456237
Male,56,2484.8098009380283,17.080277342887705,Divorced,11.205028738058445
Female,70,3216.4806821643215,67.62042556147917,Single,66.96429370358912
Male,72,3437.011526237875,63.60912055418447,Married,67.39092261640909
Male,36,5778.153937043726,8.762500996469157,Divorced,28.246115690849233
Female,29,5188.420370694845,76.66584810162443,Married,86.72000717344537
Male,75,3967.134838046673,48.59788905848433,Divorced,65.42743403638603
Female,30,4391.704533409415,93.51730862591918,Single,93.3231982506397
Male,62,7297.312675938367,22.99524104348202,Married,32.2365079913341
Male,59,3583.6003041584167,11.482282582761904,Divorced,18.86969780402874
Female,59,1813.2636188332526,24.433130956744428,Divorced,14.092561516938012
Female,58,6776.915142982369,19.887567713251382,Divorced,24.885294310408653
Male,58,6913.732409639784,27.78309365185799,Married,28.86782334665888
Female,48,2322.466314368095,81.1699591511552,Divorced,84.60646156631677
Male,75,3539.5750617689364,60.74170713565236,Single,68.67180845862471
Male,40,2531.910002493293,100.12129009041276,Single,93.23887028108142
Female,33,6305.4426313361355,44.51844488017946,Married,29.547021350055793
Female,24,4342.672286892975,82.83721135316844,Divorced,87.12531424906568
Female,52,2277.140667752237,72.9718433695157,Single,84.01865609952279
Male,43,3330.2700892865014,89.56804790848008,Married,83.70450577110876
Male,67,3428.597818265222,83.36400175648436,Divorced,76.62424119057235
Male,60,7364.019325015063,41.65479872322774,Single,37.25371876452565
Female,64,7078.447214827277,38.40040563547878,Single,32.2357827937476
Female,31,4602.655389135404,96.77425604167505,Divorced,91.64029115345598
Male,62,7026.009093504832,19.012530486961502,Married,15.87260784284139
Female,28,4685.141770956174,89.80139796650869,Divorced,90.72263724825328
Female,58,7497.857191388361,22.722604317449246,Married,26.94352384912774
Male,43,2768.6541109213144,73.01419885659831,Divorced,84.10160269478791
Male,29,5613.7451643842,18.11402863105382,Single,21.493236150062657
Male,70,3404.085089896879,56.84920118159083,Married,73.01994592968596
Male,25,4963.806379356203,92.28826188340611,Divorced,82.16292126622632
Male,67,3231.9304608702023,56.23167727250433,Divorced,59.983224781017086
Male,35,4387.730874203347,93.39588058775111,Married,95.23797216668187
Male,29,6297.820883285689,22.53896053300033,Single,27.6500721911817
Female,28,4896.264734858412,107.30869571415761,Married,91.26484787983736
Male,50,2245.1692298430285,23.058815090956948,Married,18.40172304051913
Male,31,5042.148987932963,68.59722605782984,Married,86.12657764504385
Male,53,2247.3575371761704,-1.048393954104199,Single,16.042168001413643
Male,33,5594.373010473557,20.0833153498178,Divorced,36.13013794385704
Female,68,6996.067264426364,55.641736053002255,Divorced,39.493080386603005
Female,32,5780.378063933751,34.68752391195064,Married,34.05840050230884
Female,29,6236.671025497246,26.068319924417974,Single,18.19686490688978
Male,61,2761.606932642136,2.940490144873637,Divorced,13.262110441532634
Male,69,3024.6367510538785,79.63260268958221,Single,71.4343952713261
Male,67,3069.770493633402,68.57369033762052,Divorced,55.74310980187848
Female,34,6316.631133812153,31.03648871538587,Divorced,32.176158546194856
Female,30,4489.375400008291,91.283600050118,Single,92.37918396362495
Female,31,4508.992238563316,83.11414272509144,Married,83.37596600883275
Female,59,3313.9607893760553,21.641118090413645,Divorced,17.37395696340201
Female,56,3154.8761472246256,12.513020941460859,Single,14.551078142123039
Female,55,2214.1492588512306,29.23773580129656,Married,26.551047257320345
Male,27,5793.520784343198,17.408125166795422,Divorced,25.706336409539798
Female,57,7144.434382387206,40.11225995354069,Single,35.29458415279565
Male,62,6699.792037502857,27.24643170128464,Divorced,26.018076149346214
Female,62,7242.747170832831,37.71938406132358,Divorced,21.50260768147203
Male,45,2283.2380693908754,77.9248524565097,Single,81.55138992903653
Female,53,3224.2257774753416,13.287455300234994,Divorced,15.649448805358958
Female,43,2639.413641180684,94.3262513906185,Married,83.91747224555264
Female,53,2491.0484786851775,6.619033820832392,Single,15.92709766726582
Female,51,2880.0137785929255,9.610049911276121,Single,17.556181191648477
Male,27,3861.9872211619017,93.44169045777981,Single,92.76678518861303
Female,56,6666.458998662654,12.562207236221663,Divorced,25.7347850671085
Female,46,2117.5102810964872,88.23142591774342,Divorced,88.96029738673067
Male,71,2724.1185697210863,47.18366571531487,Divorced,63.7264102282108
Female,32,5362.892178475058,20.368304617576467,Divorced,28.35276433787778
Female,71,3636.474306744218,52.823868381214815,Divorced,54.09888596089709
Male,34,5380.030886148476,34.90067594777554,Divorced,27.375529601917034
Female,52,2437.346905784403,83.60624764391588,Divorced,95.23241671857195
Female,59,2620.642300880803,28.518610232817913,Married,22.69273053494386
Female,71,2699.4417335415515,51.7809884224737,Single,66.78871717360046
Male,68,3548.821544133573,65.74149093365484,Single,72.75907833556734
Male,41,2806.755443893121,77.17593335734291,Married,83.01069137815021
Female,34,4407.076868795854,67.80178343071611,Divorced,88.64678450393004
Male,72,3724.529128720792,52.16568684780902,Single,63.88108115169289
Female,35,5174.254553623148,74.49924087948526,Divorced,76.59818914166695
Female,48,2640.2055878047786,99.01062447048017,Married,84.1554403009035
Female,30,6454.212438696576,42.394115072423276,Divorced,27.599505120653806
Female,66,3521.2065105322713,50.41157373875908,Married,63.79772649048425
Female,62,6856.848879431824,13.580702158201358,Divorced,17.16910911726272
Female,26,4553.312102811964,79.48894397021043,Divorced,82.21579972506032
Female,56,2382.5809215479367,2.890886477387647,Divorced,10.003551815575427
Male,53,2519.9652734664087,89.52427277965006,Married,86.46343278200655
Female,68,3563.48502417655,49.571626938161764,Divorced,67.43950685167383
Male,27,6061.409139937808,14.094057635921477,Married,26.066591197773487
Female,53,2943.9017296728725,17.07853685660303,Single,26.36568206946007
Male,47,2077.613004200875,72.48699545180314,Divorced,77.32797027100781
Female,50,1719.0833422460628,101.89927044051191,Divorced,92.031398595022
Female,68,3613.795224190836,54.334628452532364,Divorced,66.30212290164881
Male,70,3802.383715739941,66.23149131981187,Divorced,69.82547268674588
Female,52,1873.925899662846,22.433167900621648,Divorced,22.58354202011071
Male,73,2932.4361743546324,51.89920028889381,Married,66.84169130264462
Male,27,4387.936077946714,91.84539209914605,Divorced,90.79288212297052
Male,71,3174.5340466630105,65.11886617808574,Single,76.79988770718609
Male,44,2723.9566186277425,70.46347739595247,Divorced,87.3017361427932
Female,52,2738.4452592967937,76.24799203569849,Divorced,84.04758407815187
Male,46,1789.2779927978045,77.83394802692078,Married,90.10560708772867
Male,52,3558.9694838777104,37.816487332113496,Single,19.30471365349802
Male,28,6251.838986105309,31.349879516576685,Married,30.97758276185694
Male,61,7625.546577757828,12.135106846311679,Married,16.509541982613378
Female,25,4224.962596210686,82.87453205557355,Single,78.33378303680578
Female,69,4290.540403536609,64.56823738072826,Single,72.46061783589533
Male,54,2907.81696164486,-8.372584882649488,Single,6.999484444272866
Female,46,1569.2195329790084,84.20610016701899,Married,91.015478885703
Female,30,3885.5941679567195,87.6402386128922,Divorced,85.91394479358559
Male,65,7616.819354478586,32.14122774432171,Single,34.45399277355989
Male,28,5222.349852746426,25.469106647137927,Married,19.626668101945484
Male,29,5786.720383279547,17.732925713316575,Divorced,19.39272339190841
Female,64,7441.474349969089,32.30619627203514,Single,29.622333755953534
Male,45,2007.4855690813383,84.05461822818627,Divorced,85.37844091660816
Female,73,3229.7819871500105,66.79471672413382,Divorced,65.40019827644444
Female,59,7553.633515661025,21.472316883235045,Divorced,32.035496799635
Female,56,2896.3490257249355,13.097011826978077,Single,13.754571632266035
Male,65,7337.740180457259,21.81365371187747,Single,36.22377213159345
Female,43,2400.1478853092544,74.85477011813545,Single,64.4397411049048
Female,27,6089.240878104746,15.49631715261625,Single,29.533728507393615
Male,31,6126.546790885606,11.39301306859484,Single,16.89216302530491
Female,29,5544.65115386153,26.556566558626052,Single,20.0452410896604
Female,74,3832.944924752903,84.15244902561444,Divorced,70.76817076596873
Female,28,6219.461128673285,4.525107642130163,Single,15.851146348464745
Male,31,6017.367191894771,7.932202983201334,Married,20.740006218616116
Female,32,4802.367709429288,88.79562376474802,Single,90.03957253271288
Female,54,3159.3354562428053,102.40090729195936,Divorced,84.6680991745615
Female,69,2449.2264751730836,59.908646506520554,Married,50.96850423029485
Male,31,6300.77094576585,24.184031145046646,Married,27.59650990821349
Female,73,4104.559110612777,59.58004825463977,Married,59.838185701527195
Male,64,7638.030133048374,12.025724297741792,Married,16.128517183407318
Female,49,2390.0020703531795,69.29612326023177,Divorced,82.61063885428334
Male,27,4729.087543221449,49.90547298455444,Married,75.95268975732128
Male,27,5550.825534159943,18.119352259947146,Married,21.900093985200186
Female,27,4245.642508920505,78.06476641308356,Married,85.85727176551424
Male,74,3887.0551187037377,51.97691007878511,Divorced,68.34796947543906
Male,55,6527.558140043797,22.540351811962815,Divorced,30.435022600839293
Male,29,5942.388884941121,24.290220299040584,Single,34.57830258032864
Male,66,7746.342371732175,19.784882005796806,Single,9.56407769174799
Male,35,6093.096920876799,20.66135415230461,Single,26.278340754081604
Male,56,2626.7827173237097,-2.9634340982546785,Married,8.918254722313435
Female,36,5689.32041844476,33.84970211895794,Single,31.123486704894955
Female,27,6190.1786005870335,38.02546942530447,Divorced,41.587864434781665
Female,70,2922.253311916598,66.76181959728068,Divorced,62.97895082217719
Male,61,7400.858598175888,30.550142759719208,Divorced,33.83454162613698
Female,36,4157.395833424627,82.45683272027537,Married,78.06924830191385
Female,59,7443.000364272335,26.550700122097574,Married,18.811933420630254
Male,50,1881.9244524072583,74.45280879417534,Married,81.31746109078026
Female,59,7037.54206646882,25.964529094660133,Divorced,25.179525779131666
Male,69,3206.252303686981,75.81830729121032,Single,82.97945837831618
Female,29,5011.553737979433,90.89890953887735,Married,88.63582071469843
Male,34,4058.7199564245493,97.46993927742761,Single,91.23680147967656
Male,29,4408.3898093800035,73.56712140441009,Single,90.27699929655647
Male,56,7101.033530374289,46.852500164555735,Married,27.197806967350175
Male,30,5794.131791531335,12.77599871559567,Single,29.509849963090513
Female,48,2068.4745372407565,81.96842502816976,Single,81.70845155187737
Male,52,2767.2973230183975,26.29182273332274,Single,12.574364893235291
Female,67,3805.7738435837077,77.5457754990681,Divorced,58.5855393016961
Female,49,3671.0424937840035,93.26310146548519,Divorced,83.06351553356953
Female,73,3941.3757025398536,78.01388004335375,Married,72.10921954734636
Female,62,6901.733930098877,37.99067553586394,Single,29.166135522691604
Male,30,3549.084707635773,91.90366245022126,Married,96.67353710411061
Male,31,4505.980685356586,94.50789144839729,Single,90.12779345877078
Female,62,7247.997997793009,23.8859470194005,Single,31.217301558490473
Male,55,2812.714997554437,37.12367379883359,Divorced,22.97938145312198
Female,27,3738.8707523969097,93.99149461759733,Single,88.1846133009107
Female,29,5572.313962237156,27.939946944310783,Married,24.69142604378995
Male,50,3009.754016936144,79.49444582756998,Single,86.34239161640261
Female,77,3323.086381364906,91.14010878808261,Single,75.99858823120141
Female,69,3954.9309872144217,60.66839253820591,Married,75.07185525950109
Female,30,5616.983903176807,27.137609522011395,Single,34.81795111975346
