Annual Income,Money spending score,Marital Status,Time spending score,Gender,Age
50484.88850462359,29.820913463730207,Divorced,41.069686186838524,Female,27
60010.271775431676,26.511915690003757,Divorced,28.53149899337042,Male,27
21979.20610922786,79.62695511305385,Divorced,86.13565375892452,Male,74
29412.185565797125,71.80778848311655,Married,74.63744148094098,Female,46
53582.16460724813,25.650692455709056,Married,34.965665712527716,Male,29
22731.662859570686,84.6555008536348,Divorced,84.45891123416398,Male,69
29683.767593619705,85.51738311717872,Divorced,82.48558012579696,Male,73
78810.39172340065,41.24995265782455,Single,36.11990033996099,Female,57
41782.41332298817,19.402953664432204,Single,40.819202992672984,Male,64
31160.218447955718,78.1019237277101,Married,83.87674268404915,Male,40
86348.78551884044,37.641119500304924,Single,45.64528574788093,Male,61
40472.83550721902,8.885981878446188,Married,12.790991121736699,Male,68
47743.29731130747,17.994989512538403,Married,29.788840650143225,Female,72
45238.767279500535,24.8857314609695,Single,25.375918252464896,Female,71
85120.93593396098,45.343084501794536,Divorced,41.58055911502976,Male,57
32274.032710675943,70.45166227702767,Single,72.46367490856478,Female,45
88836.35083299337,37.202052326420706,Married,51.145927414385554,Female,63
34097.98960151242,21.290120742767574,Single,30.246550053104073,Female,69
50755.80855825885,23.99658039701943,Divorced,17.722909562139733,Male,74
42108.83954338705,11.870177128302572,Divorced,20.632086414968953,Male,71
36126.359862714125,68.52466581710128,Divorced,79.74783796901335,Male,45
34077.820760793664,79.62775722033737,Married,90.26718322935179,Male,48
54901.06700448858,27.219652314409092,Divorced,12.602481392166068,Male,29
90685.65575940046,86.09844135416708,Married,95.87427378215284,Female,34
45805.768709894415,17.103152046978597,Divorced,0.7454353094015573,Male,71
28469.8961245577,75.81527105837834,Divorced,68.43799277209774,Male,68
38919.9968656244,19.388273193402718,Single,14.856866136075897,Female,67
31781.02504924519,16.289357018309026,Married,13.950066408633996,Male,67
92332.72983306771,49.49596629834596,Married,47.409474711683664,Male,60
53865.913813027,18.561946431065703,Married,37.056753755096636,Male,29
48195.11578456156,27.32892080893523,Single,27.848373587192036,Female,25
26965.95013400183,79.7991229542008,Married,74.40916877963512,Female,72
19796.313433597854,80.15080792084879,Divorced,69.7006430794861,Female,70
93015.01046792076,47.669966604433554,Single,65.1143025479235,Male,59
49414.3626230825,15.307781452040107,Married,7.963255111885557,Male,73
86195.3751219653,82.74542106444287,Single,94.25972552404966,Male,32
41451.63301521379,75.77353069280227,Single,68.91030990571863,Female,44
49349.43378325319,12.503344899120236,Divorced,11.220435659968613,Female,67
46864.864642478504,24.003713664066396,Divorced,4.244454741242233,Male,67
35306.648735367664,71.57967626486756,Divorced,75.00841662542042,Male,44
25125.45135427399,79.02936172670866,Single,85.86865430464393,Male,70
27363.7419347173,74.37267500488826,Divorced,64.83250816261533,Female,68
88079.8203476225,91.338086112165,Divorced,68.08978566620718,Male,36
93442.7986400121,88.1140076824507,Married,92.40530291758033,Female,39
40549.96183381178,18.65871193145581,Single,25.04831319957499,Male,69
29357.182206023856,77.5934297929159,Married,76.15181799571906,Female,45
81250.53418735931,82.43043269364719,Married,76.06685846647468,Female,34
80890.0037079865,40.684348599733,Divorced,31.950579328487933,Male,65
53677.6472209823,15.58065794545379,Married,12.813212221531998,Female,26
24174.557591199828,73.49070792062777,Single,71.93939577744334,Male,68
25399.775510471627,81.21532894196169,Married,83.6146480532752,Male,73
37571.17966051405,87.6917405894269,Single,94.89632135557883,Male,48
91510.7329477189,45.3562536897519,Divorced,64.4895237797589,Female,58
41816.8284419345,81.6073169542513,Single,76.4198975753137,Male,47
82395.49971096608,40.63618388590006,Single,47.82921881690836,Female,57
53999.35875369325,31.387862877159325,Divorced,29.82898673778268,Male,23
31331.64714838411,79.59845618636089,Single,91.39796502782134,Male,50
26723.842011246314,78.65422328854712,Divorced,82.9312913669727,Male,72
88246.31596899658,82.10728116767592,Single,64.28779220501818,Female,32
87911.15292277477,43.274475930528475,Divorced,41.36914733919779,Male,59
33923.153055364455,78.13451768804259,Married,73.25058617750585,Female,49
30925.205409918344,78.87047600485757,Single,75.13875536876,Male,49
87140.26590566253,45.43497368652052,Single,37.75983568377196,Female,55
88520.37100123783,86.50667262242033,Single,78.03141715462483,Male,32
36876.73828569768,18.195323808242062,Single,13.551752635118607,Male,69
38932.18998871206,80.45459497685425,Single,77.52907888905645,Male,50
46482.44170599932,21.141308565193068,Single,23.92372801834094,Female,64
45015.99919930538,23.019523694257586,Single,17.847593296408178,Male,71
21820.88885247884,78.5717389250338,Single,67.17714859047832,Female,72
85154.20731132713,43.600863809058716,Single,45.57103689627545,Male,58
51918.93106754878,26.956585028744644,Single,27.26140229731622,Male,28
41512.44203609176,19.99966986697292,Divorced,27.0738115455004,Female,69
50794.680734989655,23.514349772426414,Married,37.44307880399047,Male,65
25328.772727975676,78.55498019430811,Married,77.08083559513608,Male,66
89145.53676814609,82.63351801636782,Single,80.04187970955972,Male,32
86634.81851990175,87.68440615220574,Divorced,91.77017561278979,Male,39
91524.64619097087,88.46877518637808,Divorced,91.708064048948,Female,35
79795.64830750949,42.80779343265211,Divorced,44.53204792987879,Female,63
31160.131753966874,85.62225862028404,Divorced,89.93704179658808,Male,73
55361.58456854443,28.587116234123123,Married,25.030516449340542,Male,27
42053.4194957321,13.281829438767797,Married,20.707655405774098,Male,67
88350.37181537019,84.92771041557245,Divorced,76.48877018650029,Male,38
57153.04348947414,25.51064145153635,Divorced,31.627474796414816,Female,30
41585.46060608115,8.988873113429687,Single,9.703291028876484,Male,71
50068.48641497236,22.030554006546105,Divorced,15.508357143470011,Male,33
44278.00851117826,24.724794313839325,Divorced,1.9672037017998676,Male,68
83903.535778744,83.27512741937699,Divorced,74.06161913142193,Male,33
89557.46983943158,86.04465535319287,Single,91.22191706622371,Female,36
80503.65192781806,47.03813120761529,Single,48.41357141830265,Male,59
36354.57776247962,84.21787123658012,Divorced,98.04655467547929,Male,45
55096.28583499445,22.64669809914706,Single,17.013354230754743,Male,26
89446.17600456235,46.549101508002636,Single,72.017806618008,Male,56
42872.907577725586,17.5503978701412,Divorced,19.28864998342372,Male,70
88145.7308780174,42.68112070989116,Single,51.696980839344654,Male,67
94771.4733838118,48.48857154635736,Divorced,35.916345745724364,Male,59
37480.94629720626,75.91074500370355,Divorced,81.44496601514992,Male,51
97197.35538630965,81.85951574320356,Divorced,74.20172705630881,Male,35
26539.402508966563,80.58440565162454,Divorced,86.5622450143539,Male,80
89989.44595659582,79.35593379120098,Divorced,82.36668939195808,Female,31
43884.18219421396,22.538301623309486,Single,26.610536215088544,Male,71
41974.46057353654,72.69184515974794,Married,71.43470244020156,Female,50
22897.092163070814,85.43023588104393,Single,88.98303421745874,Female,75
35966.379561007954,79.99992956556096,Married,92.98557162286654,Female,47
88636.73595251236,40.94195390859614,Married,43.49036567569652,Male,62
24405.04161830463,80.3436991806744,Divorced,86.1431090748391,Male,71
30628.893799681526,86.84261044818122,Divorced,91.7077210370608,Female,68
85839.3443896349,84.55142223971635,Divorced,78.5517183004766,Male,33
38439.682385502805,82.46603812116358,Married,78.3905459010387,Male,43
92806.04901766332,38.38520311450082,Single,23.777970569769092,Female,63
28554.16142871763,81.10657940501699,Married,84.68965287488231,Female,73
91424.6519036241,77.75171147805327,Married,78.02093401953482,Female,28
89631.33001738858,83.36403368853092,Single,87.16930943598888,Male,30
90335.11270412043,43.852222683899996,Married,28.80888815109695,Male,61
91524.83393695488,91.75158299993679,Divorced,102.01357699914684,Male,34
39016.45254638798,75.73627587256408,Married,87.15326516178709,Male,47
28677.47359057742,66.9603749479261,Married,68.18331303216567,Male,50
54892.49871536886,19.749859687784422,Divorced,15.123383292847407,Male,28
92179.58711279099,42.51460718266249,Married,44.630316647533796,Female,59
37255.719371842824,68.87159495495555,Single,54.62594426637966,Female,44
56156.15124871844,24.29655585236619,Married,37.41512732584909,Male,30
22663.31365249856,80.22418573540513,Married,89.87317693532177,Male,68
42795.722365955444,21.248434156450855,Divorced,19.99339234192116,Male,66
84864.86092644153,82.6843257577684,Divorced,93.57559758867669,Male,38
88774.1542538589,35.00127994987911,Single,26.6037060049066,Female,67
61625.62866608825,22.70393909794295,Single,28.537764334523004,Female,27
24781.71586051398,77.89080755289669,Divorced,76.39445706236059,Male,66
39278.95942829755,15.031354789174213,Single,12.803943633263984,Female,65
39151.33127488292,78.79855142487607,Married,68.97415449132919,Male,46
25643.54559632232,78.61610309264749,Divorced,69.48762966806521,Female,66
49897.235712735834,12.146577388065836,Divorced,6.629129593064557,Male,66
85396.88710715769,55.79544033653562,Married,52.741526597571045,Male,58
85565.23801566921,38.698984218710294,Single,16.658673544511256,Male,62
85951.76128913631,80.37698081249309,Married,78.93373525439877,Female,32
30398.2424983465,21.854295747660593,Married,45.75992641174605,Female,64
91576.0560038843,78.18984113789864,Married,69.59715978085707,Male,33
59150.882691860446,30.68405421326674,Single,29.205664566198703,Male,28
42140.45383201675,18.88765830583071,Married,29.073220260496125,Male,74
44074.38117237213,31.85259325090707,Divorced,39.43273513570129,Female,30
83659.91221308033,86.56369666833638,Divorced,96.7047036731212,Female,36
92713.94935756671,83.39813736515498,Single,84.64911414481084,Male,31
91493.12201080089,47.554728511275606,Married,43.11065334245207,Female,59
85498.77668686575,46.22035054879862,Married,45.94032818465565,Male,59
80546.87243390454,38.8541433473057,Divorced,43.529422395482726,Female,65
36272.3297322231,79.8919350990578,Divorced,91.04443639552517,Female,47
42357.91954372029,19.750896915216977,Married,7.114993893852539,Male,69
56558.776030486784,29.679556461269794,Married,35.293972959265524,Male,30
38648.84484131306,72.06386309952632,Divorced,80.10692166773167,Female,48
30782.69590095059,75.9932842758403,Single,80.56890024317642,Male,73
21921.079341630764,76.4990106223326,Married,66.91802824136224,Male,72
32473.82517312917,89.41458194637755,Single,92.66614682223444,Female,48
93471.81114623338,89.96142724841934,Single,85.23653978150482,Male,34
55763.87618631759,20.599695433799486,Divorced,18.01779641268152,Male,29
90260.23081266944,82.17078577251873,Divorced,89.07902674619365,Female,34
90757.30316804163,92.53997681385641,Single,97.77109142955364,Female,40
35675.0899125772,23.539951705557556,Married,24.448166107779358,Male,68
27173.759159720066,74.47058939575422,Single,74.73628279555047,Male,47
21341.7843700863,79.74404154201596,Divorced,70.51331541863443,Female,70
91791.40697836148,37.06825060883236,Single,35.438724580834645,Male,55
22135.20360501721,85.2720588465407,Single,77.81661031776673,Female,67
83375.58432541782,85.92262475548776,Divorced,101.62804508546164,Female,33
55931.07708573461,29.738137567415066,Divorced,40.76319773820213,Male,27
46947.46521569588,26.81134897172161,Divorced,30.73329125264328,Female,28
50492.23863111407,24.023069791309634,Married,19.27637702320827,Male,29
87104.15805447212,78.84239986380615,Single,87.17514663544664,Female,33
41160.2151519342,80.28488604178409,Married,72.22219333116412,Male,48
96029.55259642037,80.01738602185975,Married,73.44172235749859,Male,32
59281.86973136395,24.604515037805594,Single,14.230274711117909,Male,26
84666.82594681387,45.24568071024395,Married,49.75305875171389,Female,62
32459.775449277764,82.57851945956965,Married,87.44620691976158,Male,76
80275.05359041924,84.11655581127059,Divorced,84.70170423206318,Female,37
88971.14874223204,85.60956106268841,Married,84.95857654781376,Male,39
86448.63081491526,82.11197029632555,Single,83.62942819286815,Female,36
93557.69294586097,79.52897164853724,Divorced,69.8749919784639,Female,35
38168.29759451022,77.48351589355772,Married,73.50706225068325,Female,73
33149.95018251204,75.91346014856182,Single,78.48151010273641,Female,47
26333.72352449521,80.83229861583169,Single,91.09302659571793,Female,72
40456.59276531743,11.099712112953743,Single,18.932265722761784,Female,69
17530.793045742823,89.49428027421416,Single,78.2622586171431,Male,74
86296.5625186938,80.65631402762699,Divorced,109.16259778299737,Female,31
28242.58985771004,83.20586474686544,Married,63.7620788197362,Female,73
25291.99201487766,80.3766591233597,Married,63.696818392502834,Female,68
29151.113383955457,79.58831135510539,Single,71.79140368600525,Female,49
86311.42744867002,42.21919013096743,Married,33.40257505820307,Male,58
43275.901236254926,18.63489150629026,Married,20.388457602445882,Male,71
58182.73294961117,31.175379407344057,Married,47.69302743296092,Female,29
89240.71190543368,100.0,Single,110.69965847155333,Female,33
85641.45784676821,89.4337224534106,Single,81.54512716736298,Female,30
89105.9560536549,42.908406044204696,Married,47.76302791891392,Female,55
33185.727683025834,76.90732175969974,Divorced,74.04866910725528,Female,46
40988.38266411237,77.26433875984952,Divorced,93.0129718707867,Male,45
90926.0729895242,80.46269725112711,Divorced,75.99634017593297,Female,33
89671.72588363482,50.424703693972866,Married,29.949396768197744,Female,64
62105.087580688254,27.59965620375624,Married,27.887312765488712,Male,24
53716.800152997246,31.922267657550975,Married,43.344079316402926,Male,28
53704.842699394554,24.233041998451156,Single,25.283364992451048,Female,23
50335.096239080405,15.226739043645761,Married,9.776795534446634,Female,67
30527.960052911734,73.10033498984757,Married,63.951050658609134,Male,42
91783.66884617548,90.04732653992266,Divorced,80.31290207983491,Female,34
63767.27397317671,23.600411806470753,Divorced,9.640399152757299,Female,25
19864.661243779497,79.95364106480761,Divorced,81.1023202508909,Female,71
33845.582766791245,9.343114894204476,Married,2.6636942049246386,Male,65
61046.82585438311,20.318502428307898,Married,0.7561371798932441,Female,26
61166.1017218162,25.380336630331165,Divorced,38.12953513266656,Male,26
27911.59906386886,76.82164010885192,Divorced,79.84880640553595,Female,46
28029.437841211326,74.84723810442138,Single,69.07553739452838,Male,74
45094.948318566785,17.8736344059575,Married,31.8248515030321,Male,69
44039.784207103774,16.595059765828182,Single,25.454431821346066,Male,68
33031.24907554647,76.84058220724035,Single,72.84582423838151,Female,47
55031.006423736915,23.47913030683689,Divorced,11.771370729450872,Male,30
28236.47153709474,81.47558800859036,Divorced,81.11697932928445,Male,70
96089.46285586333,84.14620181279717,Divorced,77.18368141557124,Female,38
53800.39715279496,28.136900903327028,Single,19.618231103808956,Male,29
79404.1922951492,41.690007272474794,Divorced,48.87615757252251,Female,58
41105.00925237425,12.780211311686266,Single,36.776630481867606,Male,67
23783.573484417637,79.78865345878779,Single,88.98967509858801,Female,72
42487.06738263987,12.583154986979327,Married,1.8370125527845929,Male,74
45655.74495788639,22.907731272822378,Divorced,24.66837229732415,Male,71
61231.607777915204,16.40650173328897,Married,6.742771986106357,Female,34
29833.972634731123,81.1542122127043,Married,90.35983651794092,Female,67
50758.95964710864,24.459309079866514,Single,34.70329035613997,Male,33
83809.48742800069,43.80575223330202,Married,40.50083519939557,Female,57
22372.816565299,77.07567189957919,Divorced,70.90850213099995,Male,72
56366.0923712191,29.401829107144373,Single,42.106686855638124,Male,27
33527.37272833484,85.0541175065866,Married,86.74888559807073,Male,45
41740.70607095455,9.376529432336728,Single,11.569921775878147,Male,65
62996.08802733052,30.52093758851475,Single,30.161678590553247,Male,28
59148.12517231408,36.37771294185617,Divorced,20.940090221947052,Male,25
58871.22547035674,22.865852418595114,Divorced,13.48640238257363,Male,31
52144.904008683836,22.649910211921487,Married,22.255992480941867,Male,24
86263.19584552637,81.92867949845335,Married,77.80544478993738,Male,36
94010.03420787204,94.56317526945047,Married,101.97817721880132,Male,38
58554.07862810366,20.20509873692123,Married,29.813819671865616,Female,26
27491.056284796905,66.35244460569703,Divorced,57.4349106998107,Male,42
52050.518297294635,27.600090750669395,Single,19.791411950292023,Male,20
31640.55150670081,73.6697024751441,Divorced,65.38917068116727,Male,47
95106.24413423784,91.92986387635635,Divorced,100.38954943557097,Male,35
91535.91323469463,84.63292422364788,Married,100.72543814725594,Male,37
90808.99306388362,78.88470503546162,Single,67.17275156486383,Female,32
92488.56251564558,78.92841281588733,Single,76.30111835927731,Female,38
57044.395619190465,19.138739514416642,Divorced,17.547158643744385,Male,28
42765.77282591214,25.09174221092143,Married,4.677603206431851,Female,72
59128.22065265727,27.445399200477212,Married,36.84402016238006,Female,29
30269.912664548723,74.08129303119684,Divorced,66.4042857908929,Female,47
30720.178729370655,73.49396726666063,Married,79.88863629111593,Female,45
56931.1767062409,33.50830799465865,Married,35.607403842757336,Male,23
30981.602145170644,69.74541655320238,Married,58.615420886164365,Male,44
24141.741864550902,72.21530446544342,Divorced,70.31109319238661,Female,71
86251.27643409125,47.86316930265135,Married,38.56464758454948,Female,62
78346.65411315103,45.8971353875436,Divorced,40.693045832833974,Male,58
44186.38358607353,9.120238718247979,Married,-3.594535407533094,Male,67
88687.23539650688,82.74234559610701,Single,84.87500101035,Male,36
24227.941766230226,81.15242547150089,Divorced,78.06017810152356,Female,72
43133.34837669517,77.57671773330387,Single,66.40765199874053,Female,46
40751.700795811106,74.71969988297448,Married,74.95756865175369,Male,40
86296.57994976063,81.63637657843475,Single,94.94467684542644,Female,38
96523.71928805645,92.99405792060415,Married,89.72808607624583,Female,35
52398.16475253815,17.995739744603522,Married,11.60509636009732,Male,24
28290.747106776565,79.650468139881,Single,98.84571294894242,Female,76
85551.00519885345,32.33015080752381,Divorced,31.40482509371906,Female,56
52791.040165786995,26.63049345906933,Married,26.079138295364675,Female,29
41849.31342303329,17.98115597039724,Divorced,31.376773353806986,Male,68
56002.19366926589,19.292263458892545,Divorced,20.559722437217,Male,27
37538.74175406383,14.189300859980225,Divorced,9.45761079030942,Female,71
40320.830928389536,19.91311268975417,Divorced,29.587819921347275,Male,72
31514.079672214848,19.807848368899716,Divorced,8.458014566194198,Female,67
89862.57272496278,83.10132630049353,Divorced,86.83814019169323,Female,39
32252.935583039973,71.40447782077122,Married,65.48397692229037,Female,43
86736.58204676934,81.93774226909525,Single,93.8460397843503,Female,33
32885.12679294796,76.98686925644894,Single,70.70949560120752,Male,46
27328.033635218155,68.9865182476875,Divorced,68.93865369217161,Male,46
81845.62021952223,36.04999364886278,Divorced,26.109431329242284,Female,62
51681.66127573492,18.527910576364306,Married,16.471139358702562,Male,30
20521.185769339856,79.0924936780725,Divorced,91.85072274411696,Female,72
50119.32388470653,25.507383585297994,Divorced,17.39879136804931,Male,20
27636.791435372867,77.14076043147409,Married,80.69937120770997,Male,45
