distribution_channel,demographic_factors,pricing_strategy,Season,brand_image,promotion_effectiveness,consumer_confidence,economic_conditions,advertising_spend,Sales,customer_satisfaction
Retailer,1,64617.1570581999,Rainy,-0.052635347992698,0.16482982309666352,-1.1916173715250575,1.1267255966120515,4532.956623369602,6274.085276347916,5.593148540991542
Retailer,0,72221.9676435285,Summer,1.0146719742548311,-0.04431751645275578,-0.5649461819990633,0.3875623626580251,4475.399042433001,6098.158109678472,3.3331078752030656
Retailer,2,61267.84017001736,Rainy,-1.7264038240080724,-1.2847054580482082,0.20948542208009477,-1.3119943994668923,4974.3633407619145,2670.1107630032525,4.992024056832184
Retailer,2,69459.39198344,Rainy,-0.034221964515357174,0.9555448858809565,1.1661460390165639,1.484113737412514,3081.3943420148144,5264.067971915017,3.825926814710907
Retailer,0,40952.99612538426,Summer,-0.35435170486396445,-0.251938114628105,-0.3685542871008142,0.9178780265698254,3716.0500516845987,4880.029056146927,0.915893158468883
Retailer,2,83081.45403702324,Summer,0.1970220125841907,-1.9307123740769856,-2.061577710593204,-0.6262675303837886,5557.717266067979,3451.936453277912,9.206915745303974
Retailer,0,55869.33218482755,Summer,1.086318046064464,-1.89838576661869,-0.35097742806336263,-1.3195775648758639,5525.959484254586,2825.6965250557855,7.022954968298489
Retailer,2,61664.56508750846,Rainy,0.4267526665643548,-0.04871837719327683,1.429718633256614,-1.0312257158998546,5649.970220891694,4233.6187366437825,2.9734816462188087
Distributor,1,51708.640436903326,Rainy,0.7380233990301889,-0.023990181722229185,0.37637334372346787,0.0867770622805155,4587.921369610402,4713.621755839832,5.112570698946838
Internet,0,46487.74773424514,Rainy,1.7156377892295545,0.9566967023147468,-0.0806781477355699,-0.5393726649679214,5126.979324354345,3934.2820562490742,5.6963353649584665
Retailer,1,52551.52186519453,Summer,0.5583149262417406,-0.5266792219594163,-0.45245074038316097,1.1474571995291973,5961.054894635998,6579.846402602563,4.728873008066356
Retailer,2,61634.18481075196,Rainy,0.27636552285204347,0.6941228260022629,0.16794055657936302,-0.8567279379138355,4482.7080311699565,3660.190421845292,6.147296966778965
Internet,1,57207.66092479111,Rainy,2.066688277932838,0.39142746947073387,-1.069231155537296,-0.16513219753298627,4870.646660674743,5233.883881824628,2.507886803141765
Internet,0,43164.15350098334,Rainy,-0.34131380412477935,-1.7032054779756105,-0.273741356959044,-0.7162908669290428,5360.390291659039,3108.0088476850333,3.958351091168817
Retailer,1,68743.52198486589,Summer,0.7829097907740209,-1.3387939817642427,1.01475914934882,0.9765683336238363,5481.048492827396,6157.992631580521,5.567572518408194
Distributor,1,50324.18612580129,Rainy,0.8387106108335899,-0.8501786056718993,-0.7607181373565608,-0.5796889645150839,2885.3341549147353,3338.636161094243,5.582301171423573
Internet,1,44053.38165153658,Rainy,1.5039095022853963,-0.1531409113480218,0.37022331189932023,-0.6612791842643935,5737.910273554689,4664.072897626473,3.685727419692344
Distributor,0,58414.80436944125,Rainy,-0.15526506248367242,0.7539464550974346,-0.38157040657348545,0.1429792625767386,3861.2600735829305,3196.26853275054,5.430289314578241
Retailer,0,65736.11876046604,Rainy,1.486372577958307,0.2979013960388965,-1.7700169132127663,0.050680783996021515,4189.563085717665,5204.714413322426,7.366396702635478
Retailer,0,60159.891892089465,Summer,-1.0601943817311321,0.23497227387396075,-0.7973606097100006,-1.8351599159078966,3590.3127659688016,1431.2696506986072,6.958695037333776
Retailer,1,66446.2783095254,Rainy,-0.8786843171647569,1.123280566714266,-0.9806231465035237,-0.17096405283614985,4332.33685931441,2418.626613854183,2.71933584026166
Retailer,2,51137.14151748372,Rainy,0.47101928332041604,-0.3921712811592649,-1.2585425016662928,1.1352296948486944,5499.184595610852,4818.994293243589,6.819832059249999
Internet,1,62823.92409474989,Rainy,-0.9510268597588345,0.31422149653194925,-1.0917541872096297,-0.5264595872705701,5274.134861762685,3969.1064716174806,3.376815677405096
Retailer,0,80879.0005765981,Rainy,-0.1387799612147378,-1.5856009098495052,0.7323392977117504,-1.0012192244507796,6503.555548165092,4526.647382710397,5.275142070263946
Retailer,2,,Summer,-0.8414763373826316,-0.07360380851415062,-1.8079411543053208,,7142.506364400816,2658.501562823706,2.5532307583175946
Distributor,0,40757.207971242075,Rainy,0.7748598844075032,0.1765576778017806,-0.9666827764724363,0.5134721094583679,5220.601016992162,4736.187832471753,6.559722223428394
Internet,1,71613.81666688462,Rainy,0.36352583216850154,-0.035198412198042574,-0.5009447926574755,0.038954182751496064,5094.728626115926,5578.399783323082,1.754463666400226
Retailer,1,49454.93901212876,Summer,0.8992601281989082,-0.6167917919350401,1.976569525396909,-0.3818360274858359,7616.60688221457,6357.143953127252,3.3058529717447023
Internet,1,35709.88548892736,Rainy,-1.2730849778927122,1.3483830447449157,0.4499489033301043,-0.3172786958918138,4774.141735750684,3763.6869863811335,4.539579508749489
Retailer,2,53885.592793320284,Rainy,0.1592887793178645,-0.9403133604286434,0.42751655998519106,-0.6829160870767699,4575.298294128478,3836.163525438572,6.44619679421769
Distributor,2,69626.13265013894,Rainy,-0.056186254678712036,-1.1398119428682587,-0.26921818624687144,-0.006230877345962659,3767.5811609724456,4649.6774425193735,3.9093155944458338
Distributor,1,83948.98090373648,Rainy,1.2404769802191966,0.014744331888102888,0.8992719391414572,0.02690433557857947,5326.041742195219,4248.982718187337,2.595628591650315
Retailer,2,43477.46566907881,Rainy,0.9210619656499198,-0.378183273923558,-0.6378773397283166,-1.885913059282337,4119.32136155653,2025.1122453529879,4.585165381596635
Internet,2,58372.413531506514,Summer,0.5999907551959938,-1.1546600750668432,-0.48381523010173216,-0.22859175462340334,5425.382692696715,4894.271254521772,4.772856785082065
Retailer,0,41173.01926066084,Rainy,0.02331425643098135,0.12049008024207515,0.36841486701834275,-0.3359760922811798,4824.109506747396,4493.145489085885,6.071706189509665
Internet,2,42415.368677066595,Summer,0.560908171930048,-0.8975979776507338,-1.618804972808994,1.112513088692648,5609.80212871152,5623.714387923468,3.363409628915457
Retailer,0,46643.025225653415,Summer,-0.05918380563534996,-0.025461228778935335,0.06877233449012876,-0.7575353410036578,2677.8257664061584,3902.1536746475167,8.111087006817604
Retailer,2,47377.466924233304,Rainy,-1.1582151114823893,0.7236085750389052,-0.5258839311374541,0.6940363370422111,3868.728003123054,4296.458984394367,2.7797686526033143
Internet,0,68321.45916523943,Summer,0.8192987799672277,0.79509576373648,0.6147110635140094,1.4961095833585207,6174.0562598846345,5913.832521909933,5.500400577681891
Retailer,0,45621.33203750354,Rainy,-0.3356853316132458,-0.17711560392375397,-0.3572495451577283,0.27780163407438035,5560.747432978774,4184.065740200417,3.3867048328986096
Internet,1,,Summer,-1.4544255678558522,-1.3297928556769902,-0.32309394861995355,,5491.628873674544,5004.636606661201,4.742070061230547
Retailer,0,53811.72902127019,Summer,-0.5629723763405338,0.7332443586675296,-1.5227749980275136,1.8035504727107914,3372.1102937278592,6184.224056497173,7.207061605633125
Retailer,0,,Rainy,1.012067150082754,-1.762018831188831,1.142314965367428,,4414.163697536518,5279.127107983355,6.684067695282794
Retailer,1,56356.72626702484,Rainy,0.04834439573663263,-0.1337191377079373,0.6556163049375057,0.17076559662879068,4573.70899741113,5386.7641549197015,5.319966697127256
Retailer,1,52957.1528370516,Rainy,-1.3167046763225565,0.33355077448322396,1.1638776270733893,-0.3744867645666529,5862.149099837321,4186.378514437774,5.096345696137611
Retailer,0,66008.09346820498,Summer,0.8993318941653945,1.5883067125892278,0.2991200904680007,-0.10229658590154386,5859.071007123851,4679.234191913043,3.9008599271848126
Retailer,2,55299.09491183991,Summer,-0.2770218158635478,-0.058316981220864546,0.6801707219233406,-1.5592432845774757,6806.270752760836,4569.865027880881,5.170298575077362
Retailer,2,42331.341285025206,Rainy,-1.7714192254551797,1.4459209995296185,0.5126778418622766,1.4659392557704038,2422.1021609135796,5317.197674767152,4.6422813644853855
Retailer,0,52199.24894862569,Summer,-0.3078109607377045,1.0033548955823253,0.6310668675814584,-0.7747403668285822,4356.203098058456,3528.621263322264,3.9404424922963726
Distributor,1,48106.134626528496,Rainy,0.4022611341252355,0.7104748207515212,1.0405709358191868,-1.1750923730184608,3593.4387765791,2884.0292000701056,5.438314047234373
Retailer,1,54807.40589663957,Rainy,0.2127053688822661,-0.3151377495357868,-0.4730012206278785,-0.2635349753367864,5269.487202258272,5497.692022683005,4.632567297989593
Retailer,0,78105.48303735488,Summer,-0.3278885665619274,1.2842152460493141,0.27517274482461007,0.562112181977985,4779.482184049608,5643.0171075596245,7.434004970254556
Internet,1,39313.85676364183,Summer,-0.3270027854489119,-1.4655727260039324,0.010136779135060812,-0.5686897154213892,5608.016945534988,3009.806629580366,5.240915637015241
Retailer,1,53572.93965681515,Rainy,-0.30420855266905267,-0.14965245161483545,1.2103232877697438,-1.1022037602246124,4304.968488091434,3019.592228502306,4.491368867254447
Retailer,0,55229.133188966836,Rainy,0.1365185626975683,1.2612281402796761,-0.23490089726168673,3.018880304360019,3354.8025543867307,7099.484373367145,4.764806922917296
Retailer,0,81659.0005478664,Summer,-1.4754169004906112,0.6650154032478979,-1.4298935316948682,0.37700750525679405,6171.461111950475,5635.666144308396,5.699539546133501
Retailer,0,22880.338720939602,Summer,-0.25785112283625683,-1.5887684624509733,-0.25228498736903404,0.7917863428789819,4884.645671672207,4560.830310276457,4.348136152314585
Internet,1,56774.00478394148,Summer,1.0930545525901838,-0.7896163515520123,-0.04327130759483672,0.13372601457886257,3408.627421263509,5800.021115666878,2.1346043660833067
Distributor,2,,Rainy,1.454389795655796,0.9801949059208852,0.6200692590056681,,4390.308813585097,6040.7519886325645,6.156396672428672
Retailer,0,35249.82006720337,Rainy,-1.289217810639836,1.0496157504526589,0.05492843987292159,-0.9073884197083814,3982.9329602204466,2799.617801945286,2.568695467528915
Retailer,0,40052.33160104996,Rainy,0.6735724674948989,0.4141644194626716,0.6555363238838594,1.2457933037306765,6096.853550130118,6002.560109666587,1.7983573917774014
Retailer,1,50794.47038182924,Rainy,0.6493082822044979,0.6860242103780116,-0.41941063730712846,-0.8759498015433543,4819.335134269026,2922.180270410924,4.344542521702545
Retailer,0,70613.15154521023,Rainy,2.8402708249193283,-0.1772431709437688,-0.016987778763596428,1.1881165310896526,4978.215464757254,7566.6658064913845,6.07380667115048
Distributor,2,41773.52535517232,Rainy,1.0592985856085833,-1.093760049837889,1.1265699387021477,0.6225933248787175,3944.2280543014567,6234.19270011207,5.8464277826780116
Retailer,0,43558.315635986386,Summer,-1.0903175308321482,0.3206376347826945,-0.06997764235015641,0.7180893329822576,3460.406098155332,3922.181494701709,3.6831367205194177
Retailer,0,53104.97603401223,Rainy,-0.1851482231621635,-0.17556992037468205,-0.5500201617317676,-0.09629218325119769,5081.322666200064,3942.180370775741,5.777071641646753
Retailer,1,63392.98794741095,Rainy,-2.1158040321167326,-0.04980460495243893,-0.49941545801540116,-1.1016049907836096,5873.23724594365,2765.2569886445854,2.1303139595581513
Distributor,2,55612.3412710703,Summer,0.011803943259924718,-0.07679866339421738,1.1330087884099163,2.1858396460986262,4751.745385116853,7328.166652272439,2.773220737858805
Internet,1,63672.88350848056,Summer,-1.5556061656898617,0.4467762498811046,-0.5448972742161472,-0.9591622839080102,3676.6715041677717,2408.787402624377,6.980801321217429
Retailer,2,75584.97228736809,Summer,-2.2973649805903507,-0.038531658012289215,-0.4123711741497236,-0.06118700627942885,5096.045334092644,3300.8698922924514,5.0406835332138575
Retailer,0,61931.44902735097,Summer,-0.9355357229025977,-0.3203680678954012,-0.319298919990732,-0.8746455323751992,6116.226431224223,4193.001512451343,5.869160570929993
Internet,2,,Summer,-1.4627411936827899,-1.8786394621833984,-0.5319471359618968,,3843.87985798512,4218.961022444538,4.772057241254187
Retailer,0,33849.80170450326,Summer,-1.4485899814482674,-0.999160804372321,-1.777421709661718,-0.32944223865391215,6692.521087289624,2300.046639821667,7.790834430111328
Retailer,0,77479.39446275661,Summer,-0.024937368449608924,-0.7526130703269256,0.22115067361078686,-1.840487497945043,3953.1153964510154,3083.241195535619,5.046035645777197
Retailer,0,35010.11276707552,Rainy,0.4779023449138149,-1.5011852116131754,-0.007793675280009132,-0.19335401975941777,3573.2887318647563,3725.618415934312,2.703543244997896
Retailer,1,58750.31966788424,Rainy,0.6799729239126844,-1.2002967261246587,-0.7066396804793642,0.5072820434978275,5840.451552912174,5161.447699266821,5.3527457943405246
Retailer,1,56312.48877011466,Rainy,-0.4969745215474706,-0.04176010153268607,1.475539483775678,0.8257241161087188,6261.79439597285,4255.828463012784,5.347276418460952
Retailer,0,31133.26469004816,Rainy,-1.1587177622678702,-2.030248566314731,-0.9405914482563705,0.4235118759252106,6646.086105817718,3206.5943843937994,9.195691556133317
Retailer,1,59777.41999244403,Summer,0.8839094523890784,-1.0494065927261371,1.3938402052702765,-0.5163632595379377,1826.4599093881056,4618.570725245018,4.418505143161682
Internet,0,49221.953140217156,Rainy,0.4921619270807877,-0.2758115100478932,-0.3776355065973231,0.5555464355083003,5165.883714791621,4062.155081929497,4.010230245646609
Distributor,1,51210.23772430273,Rainy,1.4817919505039205,2.21012842274438,-0.5906040905714567,0.5412168659526727,5658.742945491802,5296.221330438034,5.69292235514485
Distributor,0,48824.784131685876,Summer,-0.30822831562239833,-0.292614430454012,-2.215199735084236,0.42748460652550657,3645.5117934883347,3582.148420570404,5.214787787921874
Retailer,2,47367.255528350426,Summer,-0.5933840608609666,0.7203197462626653,-1.1434670367465751,-0.5171515436406651,5761.886899997459,4003.595880712081,6.22603852656387
Retailer,0,88046.73046692033,Summer,0.4928650571912614,-0.2520298418134696,0.864493748432059,-0.8071256739428198,7243.72473968975,5478.782280337992,2.2455470809461815
Retailer,0,60413.1605101312,Rainy,-0.39500440739090853,0.5150801252757345,0.40686841212738095,0.2622778091750935,4561.421598870644,5133.169190803971,5.065874331451767
Retailer,1,54133.01441729698,Rainy,-0.44161392511578984,1.0635259324698987,0.6349515300565625,0.15022908005116226,1391.9438985671718,2546.3214949996022,5.765981757663723
Retailer,1,52275.166443511625,Rainy,-1.4870052384815327,0.6848574011055145,-0.46037938995346256,-0.22472249292738208,5333.215795501434,3348.498388876482,1.5855793409116088
Retailer,2,51877.799549651085,Summer,0.843909526682864,-0.09644327690246948,0.12150351583771826,-0.8696823330864368,3509.0028824448523,4398.964065378661,3.670615483907496
Retailer,2,42507.688195678704,Rainy,-1.0499154545966225,0.3591566248532917,1.310903228683242,0.813054647698584,6182.358701211188,5028.525355720446,5.564251052240397
Retailer,2,52876.00805894039,Summer,1.0904252445584943,0.2581632433609569,-0.7477825134710927,-1.809500806182553,3550.632364035916,2081.4124760636328,4.644810697815683
Distributor,0,40704.89816388241,Rainy,-0.24757070808430756,-0.6034052838412244,-0.7684982271941068,0.9826396818117629,5152.178878893538,4935.880172989188,6.314704647524797
Distributor,1,56917.60221550729,Rainy,1.605085111426413,-2.258408668227183,0.5506517849762653,-2.291745981564387,6418.200788713097,4253.414605174197,5.476079027891166
Retailer,1,61688.57895839166,Rainy,1.2878231117489873,0.5353014252408246,-0.4268816525310044,-1.375527436988199,4841.887551289393,3654.3394816207856,2.087971472322456
Retailer,1,36169.67916436927,Summer,1.5467241822129159,-0.2780133316173071,1.0481084913373566,0.031506391206420285,3952.650175610768,4850.670321969538,6.65162488197858
Retailer,2,,Rainy,-1.3044128273502547,0.9014650246384058,-0.39242177684329493,,2994.6479554577854,4110.866787108942,3.8883739746178367
Internet,0,59111.29219912486,Summer,0.9485391144695281,-0.19801578441390794,-0.29627683874559774,-1.5415436113337975,3441.6551270805544,3594.168307827633,4.496966370768457
Retailer,1,76545.46017387761,Summer,0.011371964268364074,-0.7117632668787174,-1.3251948257996453,-0.865290438920593,2633.393043278805,2962.1052982442816,2.688608490163896
Retailer,0,73444.05835721019,Summer,0.34185578556837365,-0.7685828146891381,0.6852480771803798,-0.9664432318968617,5726.307837480497,4575.717479736499,6.265286603694771
Distributor,0,27514.643506199394,Summer,1.6221946153926428,-1.804581032656276,0.3581682941759263,0.2462101178966151,7451.415367294456,4675.715343496398,5.676385337796958
Retailer,0,42785.263886327404,Summer,-1.1763723092822773,0.4656174020144548,-0.4849960623583275,-1.2909499213141093,5600.644422767293,1950.5628073713938,8.24308404957112
Retailer,0,59363.01796190065,Rainy,0.19720517910469898,0.059923570026976965,2.6275484805295015,0.32594214820628403,4235.365710848038,5611.192596386607,5.241812317488785
Internet,2,33518.93211977472,Summer,-2.262338921409905,-2.410062182368848,1.1823883318080752,0.6530544899060133,3898.604656390884,4906.293502575416,4.895627670260225
Retailer,2,40294.50975353618,Summer,0.013920136981532915,-2.4124684142766544,-0.39170472550651303,-1.5650749223521745,2607.064923760083,1857.5961467385719,7.966742908780255
Retailer,1,39403.49500856454,Rainy,-0.456455996866188,-0.002981905972598705,-1.0731141311243813,-0.5188872421348428,5121.375068963087,2393.234105705256,7.9078319413747735
Retailer,1,67505.70705497779,Rainy,1.3564518693744172,-0.20269379778618404,0.14571078438418905,-0.7687294692145655,2622.8221069160204,4100.658090858888,6.160108055830465
Internet,1,44525.298241952856,Summer,0.8333966721351951,0.14112877203255797,-1.172415187499436,-0.3491928498585035,4772.042537219922,3829.5674995877653,4.388505840546588
Distributor,0,71722.19324088987,Rainy,-2.2759703839187386,0.23132111335123703,-2.358511077465278,0.04546876043482046,2935.4248325816625,2397.782206859689,3.6436809465190505
Internet,1,62305.014570329266,Rainy,0.4134886888155437,0.007543981204184294,0.5623036421748108,0.9846925142958071,5163.255825271444,6643.787522326314,2.247648930468608
Internet,0,43284.41422472615,Summer,0.2928316288815561,1.057433544996881,-0.41994548274921634,0.39004434530510856,3418.288190157978,3360.701948589418,5.006370413832449
Internet,2,59445.731516941545,Summer,-1.3951273664854587,0.08477081611779673,0.06006392474259148,-0.7908532503901362,6133.437378423197,2260.1854923292117,5.014836345538771
Retailer,1,63743.73859962983,Rainy,1.4384077240367072,0.49391986210946354,0.7032581139419398,0.18608296244251493,2841.059808615164,5651.066841583395,5.8810581577769385
Distributor,1,39794.62076862218,Rainy,-0.05201744335595042,-1.5962628997916302,-0.32534614287334856,1.221469611964592,5642.224354187253,5695.337517854321,8.525896702553666
Retailer,0,15000.0,Summer,-0.4167015929734764,-0.24197777688667138,1.1480939849965621,-1.2231296907907792,5773.649816586644,1579.9218221383971,3.1667391160253855
Retailer,2,46580.463086371856,Summer,-0.5624215495657706,0.35094632496807837,-0.06529145681346739,-1.0378725958010568,4532.271662029262,2717.5642030245135,4.647242820870768
Retailer,2,84079.41629511319,Rainy,1.1322902781254411,-0.5954728451545108,1.2080888853454177,0.06532461516660952,5574.10477478985,6218.797917568023,2.2695855389879562
Internet,2,59909.09402854235,Summer,0.4262045166880928,-0.03871599957756102,-0.40541396660061696,0.8809883859735979,5288.847956301554,5940.791108530312,1.5436652272040878
Internet,2,98298.04935446713,Summer,-0.4807801298372399,-1.6832455753251128,0.22152191880336516,0.11225014086643514,4805.643054523029,5346.2886078974525,4.764206104457302
Retailer,2,46121.88707458656,Summer,-1.8950539556774364,-0.01426016261199138,2.9730844077293686,-0.144848201977387,3116.144380483669,3587.1592722294654,3.6717453720214497
Retailer,0,57195.1323832683,Rainy,-0.13681896600035723,0.5714215983698854,-0.5976392319047965,-1.3869784751905598,5637.7540667638295,3175.346544814204,6.666508317646601
Retailer,2,,Rainy,-0.5617967737587103,-1.7483781702349348,-0.9288787413893482,,5133.756634421307,5899.97502619354,5.209786779909113
Retailer,0,,Rainy,0.8867296456183169,-1.4904933899473045,0.9010215926085069,,3509.154390931928,5078.698020737198,6.741876492712731
Retailer,2,74056.09971542115,Rainy,-0.06186434753119355,-1.2839221311731317,-0.07188758036248252,1.2734291652372032,5610.005996563694,7254.927293877972,4.671392633215503
Distributor,1,47832.575132817714,Summer,0.266609541782685,0.4183616792505417,-1.4387357226320325,-0.06332395902484288,4939.731934933851,4362.816759179689,4.871215271432331
Internet,0,73489.04740622737,Summer,-0.18303580184071802,-2.019668646115623,-0.2792830632727498,-0.6886176313581304,5027.080150834268,3265.7978160065136,4.302126897833254
Distributor,0,71516.01773183607,Rainy,-1.3162535837947353,0.841872110463554,-0.669645728064055,0.3162045394612409,3364.548343831566,4441.082291540879,6.074948101953256
Internet,2,62092.99845936711,Summer,0.5608233464558424,0.026950839611520394,-0.033177176980999215,-0.4885359797001753,8297.762052285565,4767.839715801245,1.5812103425142765
Internet,1,65355.04914117557,Rainy,-0.10413201625299776,1.438425274871042,-0.12711484841178486,-0.5267991161598415,5853.604398280619,3842.6302667376603,6.412621028791971
Retailer,0,34527.00744879188,Rainy,-1.9093054722367786,-0.0911805227383992,-1.3990852054072633,1.1503940510928519,4876.324732530869,4852.670213662891,3.28101593831024
Retailer,2,52279.43058705999,Summer,-0.4788375494111149,0.8059727268443803,-0.4421814317455449,1.135774996443354,2182.8519234302707,5791.29414403547,3.8485810752124303
Distributor,0,31862.2115886265,Rainy,-1.0503423492397284,2.00717167627858,0.7333170553746903,1.197869665010913,5618.096176314223,5081.092652609915,5.967111213410984
Retailer,1,42903.927570521875,Summer,-1.1985865053709506,-1.3509631333406442,1.5475811857570552,-0.9941425158985564,4549.960813734702,3615.243782639412,4.564530877760991
Retailer,1,45245.57332836187,Rainy,-1.9204718286997553,-0.973214695397364,0.39623961218187637,0.670486575046778,3628.4703451458736,4659.476185791072,4.434288301064502
Retailer,2,51034.09053043224,Summer,-0.09133221059869344,0.2661366295591258,0.2744551390417197,1.3999250077298733,5972.840287533013,6597.635150032233,4.823919816093443
Retailer,0,50123.19077340674,Summer,0.8663215553720207,0.27428497448060624,0.7979057102067539,0.4264576465386504,4112.5005044734135,5186.836316771305,6.272785390449528
Retailer,2,66537.51496136984,Summer,-1.2774799005519306,1.5657538419737804,0.024384136374796375,0.726198744791299,6586.597287720571,5354.6563790664695,3.039046249218072
Retailer,1,,Summer,-0.3178525628079242,0.24134806177633217,0.4941503261988189,,5204.812210350444,3738.26503288544,2.80378090077016
Retailer,1,37571.006918845145,Summer,0.33735716249878855,0.2731098609976413,-0.2530446149145165,-0.7004963427382527,3759.0676158463984,3254.778056720768,2.492533671829492
Internet,2,55595.39614305899,Rainy,-0.39110571962544866,-0.4533084235103715,0.22057983951668245,-2.069513740231979,5019.288046058869,2036.7472000942694,5.656044444772092
Distributor,0,41539.31107547528,Rainy,-0.8393195381968271,0.3666970798719935,0.8460228187959863,1.3959107498588579,2817.6634229380106,5641.235004165288,3.9295002903653975
Distributor,0,54652.16094998913,Rainy,1.4366869163271752,1.3973820381536652,0.059828403430079516,-1.7071415531834644,4053.3589840540585,2409.680089315069,8.987300179215278
Retailer,1,55955.22317092019,Summer,-0.46759545683372694,0.6969948166525326,-1.3434404900045689,0.7917694194528573,6801.206714785879,4431.052886330153,6.133933638251332
