Monthly Income,Marital Status,Gender,Money spending score,Time spending score,Age
5958.693407379622,Married,Male,60.98042074128832,52.50791529463151,32
6936.44222602565,Divorced,Male,13.689334364841283,6.77472470610834,35
7262.036986949107,Single,Male,69.61889450967567,82.89109359432851,23
2707.2219600331346,Divorced,Female,72.82628482658609,66.60325584772605,69
7258.665129760777,Single,Male,80.91131612108501,77.24824603865989,28
5270.271279628895,Married,Female,77.75209858580936,87.21999089251433,32
6661.635662171868,Single,Female,18.57877459862204,34.440542626649076,33
6176.539170921603,Divorced,Male,71.4514092577499,76.94401489692778,28
6536.856124909871,Divorced,Female,15.414366229350021,5.161394505192012,31
5743.475533796831,Married,Female,67.39105714096867,61.56984473534823,34
5768.079388230797,Divorced,Female,71.69012122628592,82.62773104905186,28
7166.431001896884,Divorced,Female,86.85071885506565,91.50582837018057,29
2983.9549692218116,Single,Male,84.33032307324895,84.70781278931342,65
6769.388607345198,Divorced,Female,88.96478536272413,83.04293171500841,29
4505.144128394228,Married,Female,69.67556413812702,70.43894663366115,30
5155.43711656685,Divorced,Male,68.77084852925812,63.7666220378587,33
1642.6878365385319,Single,Female,69.49572103996815,77.93401957054418,71
5922.024577468709,Divorced,Female,55.52958615829386,35.24901638436421,32
7525.392665731513,Married,Female,25.113619420572554,46.6550103839918,33
6494.321780386356,Married,Male,29.695541534631566,39.7731044570224,30
2379.870747595098,Married,Male,76.20385259748932,76.61913621544976,68
7537.084107074992,Married,Male,24.255248201600608,18.458576005097402,33
3090.090518113,Single,Female,77.91126321987434,88.54730361602769,75
2322.757564642735,Single,Female,64.82016468248045,69.04082140837941,76
6954.575144496561,Divorced,Male,78.81896379872751,78.5403222016391,25
2295.9571299386594,Single,Male,72.45229703159805,80.60035096448439,70
6058.255139216494,Single,Male,68.76973604140665,60.510285151229326,25
5020.5536606910955,Divorced,Female,60.07982415996142,64.6029254793005,25
2807.764586065002,Divorced,Male,71.01983301709765,71.82669761560396,69
5356.8943726793195,Single,Female,61.62512630975926,62.84156837413716,30
4120.422452853973,Married,Female,71.64101458445475,78.20771213175236,33
6206.115263464791,Single,Male,57.747695584799715,46.487331104522866,33
5204.714040192805,Married,Male,51.414785869335695,43.34415362528838,30
6007.2751208006885,Single,Female,60.87226350272998,57.44514203980127,24
4617.491546790104,Divorced,Female,57.38397763822702,59.77688744866988,34
7543.046141967523,Divorced,Female,1.7474908059679546,-8.825255303701182,31
6625.175007912828,Married,Male,21.65303864901535,20.228206070925093,36
5819.078353478566,Single,Male,75.59360027475574,74.2821837844534,30
7217.735214608946,Single,Male,22.049529584811026,37.34583635788469,39
6635.729781656059,Single,Male,74.09780259667028,70.3507184898549,24
7256.520503529086,Divorced,Female,29.658243830531973,49.52987833966531,31
5771.257768117378,Single,Female,74.38807240864026,74.769141971058,32
7856.83889278161,Married,Male,23.62829152493924,11.023055032008914,33
3218.6387256592984,Single,Female,82.89571030124534,85.51870363107112,67
2366.528092868755,Single,Female,77.97029576886283,74.36126963428626,70
5293.131025859431,Single,Female,71.53765392645411,50.80516616756482,32
6868.451159216269,Single,Male,33.36844379918885,36.91858814101822,37
6891.307228510899,Married,Female,74.90786912341136,72.47931342485298,23
2448.6074759189696,Divorced,Male,74.83074109152524,64.66710852116654,72
6992.227592181087,Single,Male,9.397773450736159,16.68620451552775,41
3251.1119709869595,Married,Female,85.6533032358421,84.93693960965308,67
7487.81537340973,Single,Male,22.016474768631255,21.520676727100717,33
6122.577469673172,Married,Female,78.90767089136186,66.17048426716964,27
7416.051068421428,Married,Female,22.491099033269414,2.1821878245516118,31
6467.583711641013,Single,Male,71.59225139359171,55.94842473920625,30
5048.524749364013,Single,Male,65.32072848538195,50.32757687666672,32
5200.4428172045145,Divorced,Male,80.04801328895562,98.88308090321078,32
2359.336145977806,Single,Female,86.02524661756503,96.80670218887097,75
3141.8644979796622,Married,Male,72.12605410985458,86.43470611217991,70
6626.500188347146,Married,Female,70.23810176431613,69.75668142174746,34
7325.710855853261,Divorced,Male,31.08465898421809,24.599583534345957,32
7443.085108524072,Divorced,Male,25.01227518949188,31.013805372085823,29
6095.703666064884,Married,Male,76.55294197013258,65.44084764981933,27
6373.561796524397,Single,Male,22.08541865301857,22.38761472482198,29
6393.377213565099,Married,Male,72.50720572906695,78.86695633611784,29
5056.512747085321,Single,Female,66.20996709535498,70.23068894731624,32
5584.510512122965,Divorced,Male,55.37479285245796,56.292927823670524,29
4340.6523794865425,Divorced,Male,56.44975586398872,59.507784593525955,28
7627.555026947154,Married,Female,16.597893919105186,27.256525131377032,37
3557.2651641389334,Married,Female,76.63597673035918,68.28862601244376,71
5422.461407468775,Divorced,Female,65.78965677609455,58.0207215317698,31
6895.79956562147,Married,Female,14.923091158232154,2.1653727195290173,34
7224.132805336011,Single,Female,68.88452300924874,75.38431142952285,26
6827.90872020807,Divorced,Male,67.34027493745073,67.88354689737892,29
7805.814377790183,Divorced,Female,11.45661028278414,12.88073618507915,31
5807.053832703612,Divorced,Male,68.73269915770052,60.61677173704926,35
2634.3164172343027,Single,Male,79.0212858184078,74.59884550560363,71
5229.337076947773,Divorced,Male,75.588943346522,77.94831744667913,31
2289.8735201214818,Divorced,Female,80.59146238436755,86.48541340434483,69
3530.6560933125525,Single,Male,82.70135577186618,86.73357781638747,71
6152.69988257196,Divorced,Female,71.52706918378232,74.03550130987598,33
6697.941206797979,Divorced,Female,70.85177518009942,58.204346626223,29
5863.944547437482,Single,Female,55.802990284704016,48.05044905746405,30
6240.989769877559,Single,Female,79.26420454502161,86.45213758812748,25
2895.765308146455,Married,Male,74.49477770295815,81.94471750532495,66
7054.485252598087,Married,Female,79.41936405916104,67.87759631238936,20
7749.59639395456,Divorced,Female,17.53437578200662,27.877761145717027,31
6641.099694524564,Single,Male,76.36532895105188,61.52088112463735,27
6698.206220643075,Married,Female,69.53014964694363,75.34263818460676,28
4770.347154644004,Divorced,Female,62.552211408112306,53.376737262393064,34
6004.689205183506,Divorced,Male,82.79474138482895,75.21256397418081,25
2727.4585257609747,Married,Female,80.90285066480257,94.6184128915507,64
5732.181533159499,Divorced,Female,88.67660978018876,94.88616805517711,30
2064.3088739833092,Divorced,Male,86.47753149904281,87.88118848609169,69
7367.167279363878,Divorced,Male,73.34078180076676,74.50890273299734,29
2388.0699834724664,Single,Male,78.90788226362695,88.90699037120496,73
7539.841158302897,Married,Male,12.317937132584802,10.797009692524572,38
5520.8892056175155,Single,Female,75.87059420330132,83.15308788009867,35
2917.1570428168434,Single,Female,86.66766375518806,86.53085456720046,72
6295.174409911347,Married,Female,81.1786971042579,78.00495101410266,26
6699.7621288420405,Divorced,Female,63.217143291963886,58.280403554108965,32
6704.791815126267,Divorced,Male,99.99999999999999,110.08750366215243,25
6339.569123480817,Divorced,Female,66.09187511684445,56.16238532762731,27
7401.5438699420465,Married,Male,26.62571922163997,26.290268404898402,34
6080.098879239284,Married,Female,69.31037146541149,73.094323160643,32
5556.557325838663,Divorced,Female,63.97084192603839,59.97114199780272,27
5896.112595969028,Divorced,Male,68.46454807875368,61.228598232767176,30
3351.5959844037097,Divorced,Male,81.71674511245821,81.41958444872922,71
5733.1086322832725,Divorced,Male,65.35650329867832,60.849412307932226,29
6715.186151011931,Married,Male,82.81669699069685,80.70050677473661,28
2498.639771305648,Married,Male,73.08217792928801,80.57217945431803,69
7478.435213989861,Single,Male,16.045866667076417,8.577869474873173,37
5153.33404830507,Divorced,Female,70.52898998952037,81.10815295990935,33
5361.923474944917,Married,Male,70.95377624321009,65.53563538681294,30
4855.214952523252,Single,Female,60.34657685348182,60.24038413007186,31
1652.943517357855,Single,Male,74.57195220973638,70.27446257038368,67
5457.924900599836,Married,Female,72.26496704436241,70.7757764768814,29
7179.581346317862,Single,Male,17.88679375735711,15.689023336659085,31
5154.326288741274,Married,Female,63.931133330308356,61.702998419423,32
8129.197881389768,Married,Male,13.592925086266693,14.043824256620617,36
3066.0319287198345,Married,Female,89.06134981323581,78.55024791993999,80
7419.213543743083,Single,Male,10.977965348106245,7.95055172930951,34
5344.335391224032,Divorced,Female,67.43697908705384,72.87119726545983,37
2830.1715750586095,Single,Female,74.87277720196215,85.4952330182633,68
3068.568461544088,Single,Female,80.34049976915068,65.6313427761278,68
6643.692902502758,Married,Male,73.92751001991452,71.72680949960329,26
8233.237777332059,Married,Female,16.024201696516407,15.97131491741926,33
6367.096455862579,Married,Male,77.53184607383214,85.7694420675628,27
5653.649743625757,Divorced,Male,64.53295530764251,55.73748052377293,28
6295.308631440624,Single,Male,67.69506856545601,77.72236833432586,25
5809.619743681094,Single,Male,58.039134314538074,66.97224207706074,33
7275.955633042082,Married,Female,1.550934851152256,10.313570810708525,35
2556.374574791955,Divorced,Male,84.9039006655751,80.38015146825325,71
3848.402428323194,Married,Female,84.64503891193756,76.99936464416756,72
4347.968214112558,Divorced,Male,60.138118334370425,51.03107871823542,31
6822.020605695844,Single,Male,27.01091582980372,30.853446727838296,37
6934.958702142559,Single,Male,13.81394152805536,11.318973192529835,37
7745.06402452946,Divorced,Female,10.553278939411225,5.602990172459953,34
5908.81720738984,Divorced,Male,74.98437232304232,84.87091962919203,21
7179.093410907727,Married,Male,89.22007140654567,89.35669867436052,27
5094.508311936191,Married,Male,63.25239632705399,61.245207219204424,33
3573.3484390099047,Divorced,Male,81.40888306034367,86.32910837941161,76
4750.56662873829,Divorced,Female,69.6588089020785,61.10937199898769,29
5289.248009291565,Single,Female,63.47171063538487,59.741435322919045,33
4812.049205295929,Single,Female,55.595840445952774,71.9618644960828,29
2381.5293527141043,Divorced,Female,84.59861717823172,87.79516689280973,68
6351.447906965984,Divorced,Male,70.48755865559656,69.94696985284558,27
2547.106204454262,Married,Male,85.09264497976353,90.16111441268164,72
6429.261306861009,Single,Female,71.09738029300162,68.73367914945263,27
5279.816094448312,Married,Male,69.00328885476131,69.76089196426516,32
6112.129368941608,Married,Male,74.63418176444736,68.36698086254898,26
7102.20688388217,Single,Female,27.191521954297777,21.615011544349105,32
5433.264049031401,Married,Female,66.8339142055834,61.98925542471096,32
2340.1839936024135,Married,Female,83.08487937762881,80.21406077368255,71
2638.619013245596,Divorced,Female,74.51586947543936,58.49655967280999,72
5457.145445458368,Single,Female,63.67696255861856,63.68545057467015,30
6646.5391205512,Married,Male,9.000702816588134,-3.638256894044382,33
2676.3656049998526,Single,Female,78.26543577288501,68.82396728721008,69
7113.732129197844,Single,Male,16.620172439108135,8.349103656750284,32
7117.582378102355,Divorced,Female,16.562829514768016,22.88259935885497,31
7834.268630478663,Married,Female,10.027610247630317,10.900964477258587,32
5659.294763834268,Single,Male,64.0106660326115,57.40139643760577,32
5775.412532789368,Divorced,Female,64.88411390718497,71.99067334221074,31
7831.675747226712,Single,Male,20.423464556335826,39.014168820258675,37
5878.4519733349525,Married,Male,69.22281095745663,66.60023177302894,28
2983.9892578236636,Single,Female,58.33094994074182,56.61238440692767,68
7958.263183815978,Divorced,Male,3.8598833027279795,2.465869027259232,32
7292.288141720386,Single,Female,71.71252506863125,76.13189975400073,33
6605.410577108236,Divorced,Female,62.64869194571977,51.18581637419192,31
7075.731282044403,Divorced,Male,77.4889081972747,84.93646867128527,21
5618.567264180257,Single,Female,76.11974818946462,58.60479401008438,30
6444.770193841224,Married,Female,52.36530452136213,53.79294685899946,34
2910.0595444335368,Married,Male,74.2552605232421,83.01181386512359,66
7757.769654689712,Married,Female,6.901405394182127,-2.9509223287184767,36
5004.260498583139,Married,Male,67.12148166297509,60.40326242514121,33
7176.208492927208,Single,Male,87.6947699256734,93.54173451541921,24
7400.22129890087,Divorced,Male,19.96081911541006,23.725179968895024,32
7124.834332467445,Married,Female,7.809783484143274,-2.4648381545836155,28
5390.3801151870975,Married,Male,54.419739154805235,35.28301489539937,33
6005.7033740759825,Single,Male,74.27998065729824,65.90637139027825,28
7409.751295325262,Single,Male,35.195413537526136,38.81516954821393,33
2789.781210567302,Single,Female,82.96213286577215,75.26459097190228,70
5264.781661398799,Married,Male,57.84885741123607,55.88406133498966,31
6127.691499764274,Married,Female,63.55864841515279,65.88452557675674,30
7376.913172906185,Single,Male,17.336619154814166,-2.5681513958770985,33
7203.184601023824,Married,Female,85.87210794629327,79.38949483228095,30
2726.4316863893237,Single,Male,71.50812959550589,82.12888843256407,69
4710.056273875491,Divorced,Male,68.23875767195605,51.09531578437122,30
5416.289285208433,Married,Male,72.03208887792502,89.97704391158287,34
1567.0449205819223,Divorced,Male,70.60016214593031,59.15034110652672,75
5656.387234388737,Divorced,Male,70.59509696034043,71.60021414131633,34
5561.785817289536,Married,Female,54.17992563860902,67.54729485068125,30
5993.649140217076,Divorced,Female,55.41198504604063,59.458377435672595,32
2201.1141022281936,Divorced,Female,95.23388037358669,87.15867364243068,69
2368.850386035544,Single,Female,87.07889775146585,85.00314735721913,71
2325.568058609025,Married,Female,75.34618018457877,85.42677847166522,70
7209.327556787804,Single,Male,8.374481026858724,6.6404431371321015,31
2884.7244499635126,Married,Male,84.74388887944687,77.79164875850194,66
5066.453572789338,Single,Male,55.8037245320706,55.3297919982775,33
2384.627161272804,Married,Female,83.72238579643158,82.95176968278301,70
7109.368868165103,Divorced,Female,17.686743923019495,6.774420025836649,31
5897.761908298486,Married,Male,64.56106326927485,69.17081756607392,22
7179.640599400211,Single,Male,15.85740297826449,13.904212705438567,36
7318.681169379931,Divorced,Female,75.53804649892905,68.3003879729878,27
6399.078362346869,Single,Female,26.686454757036692,11.192376460806857,33
6456.219841091961,Married,Male,28.378738029417505,16.905231749281064,33
6135.716303179367,Married,Male,69.53792342178423,88.98073927589097,22
2114.4597666069535,Single,Male,72.37243733119979,72.77992785644435,70
5198.532315711804,Married,Female,67.83225302205688,65.70276836946732,29
5574.9972779268055,Single,Male,68.96117798609663,60.07261406095992,33
8183.390176075172,Divorced,Male,19.580003678837535,31.333053537142213,33
6596.161379525431,Single,Male,61.840504196309716,43.462278353508644,25
6194.802741093764,Married,Female,67.89745736301745,62.511637676921055,31
6831.938677781291,Single,Male,73.98430695231269,76.71838550989531,25
7608.556582983763,Married,Male,24.161761728177567,30.165551360420032,34
5965.270161724633,Single,Female,66.64021173114021,65.13263506927187,31
7587.689508098125,Single,Male,21.647497298663044,17.772355290997627,31
6003.785650541753,Single,Female,25.146403439857213,34.527616808591816,33
5408.357412382809,Married,Male,64.94684069308113,72.19196685049545,31
7347.253733956515,Married,Female,15.839015812750375,8.344811725473313,40
5517.75880587674,Married,Male,53.446257638408156,72.78047326277937,32
5392.260309025141,Single,Male,78.76305684704349,77.37163857340302,30
6438.2397640288855,Divorced,Female,72.12686613956257,66.97731920470522,26
4843.9931146458675,Married,Female,62.48807124900868,51.48900294560204,33
6597.77061819073,Divorced,Female,76.37620037325811,74.78195271940652,29
7353.544454920214,Single,Female,10.575334318698328,3.219173939669883,33
2229.8773546228185,Single,Female,80.3459976922226,90.49895904173216,65
7097.925637026299,Divorced,Female,26.402329716216613,19.123825215697078,32
6700.637502057692,Divorced,Female,0.0,-4.2182559543261995,37
3290.9959355232622,Married,Male,81.91991351261821,83.29910854429487,68
5632.876412676301,Single,Female,79.43862336768723,79.78060789061507,28
7193.048117943147,Married,Male,68.363316590681,58.08202289426634,25
5067.409823024971,Married,Female,75.05771808695093,85.90526635442774,30
2443.3407277061187,Divorced,Female,69.914076430213,70.20628948698514,69
5090.018604404054,Married,Female,56.10500941042297,61.033031239050814,32
6301.411695395931,Married,Male,83.38255576002224,95.40757296319859,27
1816.6217814402735,Married,Female,83.68274085107555,90.98229483120926,71
2345.037129310733,Single,Female,87.2404267138043,90.57468284440142,71
6694.619631968265,Divorced,Female,84.39617744971058,86.40284799900556,30
7347.012074722462,Married,Male,19.178817491134232,38.460817636873834,33
3007.152652267964,Single,Male,89.27587062093107,92.20439155677994,65
2982.448815939195,Divorced,Female,73.9881495742695,71.03660337370422,70
6225.035048707871,Married,Female,68.01862897197161,60.138091516623014,29
6915.6682913339,Married,Male,85.40457363699167,80.92813697477672,28
5185.385472875604,Divorced,Female,67.45984902347227,69.59549539324856,33
5086.615829697451,Single,Female,54.816163707105716,55.307557950210125,29
