customer_satisfaction,consumer_confidence,product_awareness,advertising_spend,competitor_pricing,promotion_effectiveness,population_variables,Sales,financial_circumstances,Season,distribution_channel
5.005775309337207,-0.8854588367880664,0.7331176558045585,2798.305494352252,56055.37174197986,-2.399833356297999,0,1749.903471292601,-2.0142232052275157,Summer,Retailer
4.786111008201506,-0.8273940785487223,-1.8463059749953354,4136.111853987392,66952.27680969055,1.2261287674945744,0,3103.2134338886226,0.455258651333794,Rainy,Retailer
4.422701622865842,-0.1589599634062469,2.0580566184595277,4792.657519045853,57657.63812307959,-0.23738801448415506,2,4230.029590308296,1.0660161852255536,Summer,Retailer
6.210305174368694,0.12765477816827123,0.543984954873873,4171.420758962153,56259.90163495198,-1.1752773907389336,1,3495.835020687856,-0.5945997413537576,Summer,Retailer
7.381727184263664,0.5563527932253785,-0.19216172776892218,3464.0768301988,51583.07403419646,-0.7958969611105369,0,5531.608032944216,-0.5883039553637294,Summer,Distributor
7.999465564782961,-0.871048129621004,-0.08019404180309989,4596.320936830702,59455.660711593395,-1.6177073604077508,2,4025.8229827481964,-0.8057748448918646,Summer,Retailer
3.0893500678374632,-0.3033460228455462,-0.16115237722105652,6677.9566765151385,50138.99441040939,2.0197794946862158,2,4903.183477444164,-0.21246252147896216,Rainy,Retailer
4.332137348058335,-0.31653404588753986,-1.5874678628693222,7946.527266961677,59393.47221816864,0.42375309566668706,2,6839.434177864057,-1.6471683277406732,Summer,Distributor
5.296225839062425,0.5431218093925949,-0.4336558914339219,4551.596456843114,62979.53513618065,-1.0010344307313808,2,2666.242317330483,-0.29295410814349176,Rainy,Distributor
4.43935916120458,1.4943193183541426,-0.9766620886063764,5589.942882581706,35377.40943614037,-0.9885001813775629,2,4792.186281207507,0.7344233125496284,Rainy,Distributor
4.577269636401677,-0.05923678991933212,0.27996286802438214,7265.094755923914,66548.39150881249,-0.5881953747869032,1,6267.109918174334,0.8588984196900376,Rainy,Retailer
5.079383348001682,0.9577700589512811,-1.1872002532176043,3426.409259927956,68636.87978773369,0.8921719234919339,1,3099.172393247686,0.3211901674717243,Summer,Retailer
6.144569489625775,0.8738510819624263,0.8699332035222159,7574.9142499703,29025.620922422648,0.26808319654129487,2,5260.143851840009,-0.9461417000300192,Summer,Retailer
4.383450570210018,0.668444632423628,-1.5481046119182122,5060.564027553675,53549.06689889676,0.3685008013835174,2,2230.202894682519,-0.6197037951899432,Summer,Retailer
6.660202357184608,-1.6797253186297592,0.5715978205652501,4742.747912291364,65301.463306942045,-0.8802464635273191,1,2823.0409465538423,-2.4404601795513265,Rainy,Retailer
3.317900001646847,0.5696937966231765,-0.9143253998546418,5135.108015959599,60900.543066864775,0.18672467695091316,2,3968.6529959918075,0.7326654576620825,Rainy,Retailer
5.169467927760212,0.5082362785055349,0.9336456645615312,7215.477519580691,71541.41111116714,0.15254623678841112,0,5496.2725246973,-1.8401455967828102,Rainy,Retailer
3.4948247067433464,-0.2476030125972218,0.9806258915398111,2968.507074705433,62571.60366574195,1.4432696075527616,0,3860.6297015725686,-0.4578907073543031,Summer,Retailer
6.500610329096467,-0.1278367459522312,-0.02496409495482438,7146.341649299168,57853.75038741684,-1.2626694248097643,1,6948.037652440357,0.485958333762263,Summer,Distributor
4.444083599250413,0.15379484553381267,0.8104722972901649,4924.600711937395,55414.89690063462,0.30514729849850636,0,5717.326569505767,0.23217343031389603,Rainy,Retailer
,1.0139019121161348,0.9497891700520092,,66771.83396801885,0.6612431062888314,2,5994.466671313831,-0.896264155450222,Rainy,Retailer
8.370855973166995,0.5978202101838841,1.3678698502589999,4994.93335735818,30330.683631059936,0.6948141030108087,0,7139.35115996302,1.0274000971657327,Rainy,Internet
5.8145225453668665,0.4853382643531369,-1.6661812643241576,6493.228270847467,62561.42983110299,-1.534171764410108,2,5271.5069227491085,-2.3199063000883475,Rainy,Retailer
6.493778442625182,-0.44488093792326644,-1.9213068072555908,6336.437803780807,72121.65195718138,0.5430913211582425,2,6550.254881654859,0.7325753540325649,Rainy,Retailer
3.2045618555725977,-0.8728449549676177,-0.6277234024343666,6450.126225091442,36729.10903871278,-1.5556249497151047,0,5644.3639663672875,-0.3200905136438567,Rainy,Retailer
4.466467446733596,-0.3134484420402867,0.4494036038584372,5708.146441024644,78837.70123850755,-0.5754297895964183,0,4880.91414052461,1.215117024821,Rainy,Retailer
3.13499933004013,0.23711865089310363,1.1365935839630217,5660.001411783004,63417.67849039991,0.9530911170799579,0,5900.455158791647,-0.10471633705058322,Rainy,Internet
4.981224574264827,-0.6938602803323883,0.9866076362559155,5497.875562419331,66518.39608463125,2.137409465516762,1,4640.9552584946,-0.81599443721755,Summer,Retailer
4.521223120390544,0.40818285137628285,-1.2268338346899337,6511.33976440447,81962.0240236978,1.2702767049690291,1,6164.013550217011,0.5867129836346415,Rainy,Internet
6.658106591924383,-0.5996174591232901,0.5941082062439224,6570.134008181459,61179.7468217306,0.6346198260211469,1,6813.047421682522,-1.7890096824907218,Rainy,Retailer
2.486381534065383,0.08752032479571398,-0.7300870142303345,4144.080597623501,30489.899764368598,-2.1445623529096824,0,2753.394390841585,-0.37604080922376854,Rainy,Retailer
4.956483252298386,0.15082013543039055,0.31738296761289164,3797.0907678230124,49883.913807346034,0.9251971529039729,0,4876.210454996755,-0.3954274009914611,Summer,Retailer
5.807641312266525,2.1513153572306494,-0.2382538994303132,6329.41188105109,34739.849939722626,-1.942659033565124,2,5757.777792132364,-0.26790868686774244,Rainy,Distributor
6.874448317092958,0.33502541962160937,-2.973314093226646,6444.878239786098,76040.24483940967,1.4522996354420166,1,6842.581605028097,-1.230090415044693,Rainy,Retailer
4.39006149339186,0.7580880185408001,-1.5507860961420032,5792.666241796971,68041.58747161445,-3.1124717085681666,0,1810.374580160155,0.4394474854832718,Rainy,Distributor
4.448839955047616,-1.2199014666351637,0.2828899769535253,5629.772914188172,60294.76442128932,-1.395294111611292,0,2572.4650707214237,-1.3461958002541428,Summer,Retailer
5.130539373116035,0.4586720132562748,3.0251171289324166,6411.238653025948,69728.01623792658,0.19574848404911516,2,6774.612663148304,0.893994605995237,Rainy,Retailer
5.920397005407731,-0.5311879663735896,0.20350352211852424,5556.091434802314,39479.457662259185,-0.6986411692875983,2,3120.3113975362626,-0.7533272656843368,Summer,Distributor
4.905710898547731,-0.26029168025359234,0.9815308821309942,5461.605169319289,65523.01001200569,-0.010358355339575845,0,6592.06235384375,-0.8818696127788193,Rainy,Retailer
2.569172799353605,1.4427538081792612,-0.6887765402313895,5467.68359291884,42350.12123132146,0.18472007359462198,1,4854.064288341597,-0.4028635983895842,Rainy,Retailer
,1.7097289596384693,0.02163798553040612,,70964.12569415734,1.0960943494221853,2,7083.114669255314,0.517499518238321,Rainy,Distributor
8.296131540182978,0.6559388608471866,0.3571550099156495,6237.490101217112,69612.4623618148,-0.20952839517076283,0,7622.2795304837955,0.32429171076636765,Rainy,Distributor
,0.9157859371512648,0.24473079808020465,,67678.36792785743,-0.22589680644956125,2,4561.180928972931,2.357240557926093,Rainy,Retailer
8.041375955277232,-1.7856360927026522,0.7057384201237704,4700.990566691316,61651.08783061661,-0.28524549075053723,1,4679.417706991023,-0.19052007063499257,Rainy,Retailer
3.7996566239491694,-0.18033139028522566,-0.7734453305643395,7522.09195132128,52434.94812016516,0.27993818872195736,0,5678.055231314375,1.5779719777326966,Summer,Retailer
3.6324039351091804,0.7749594706579075,-0.6345180139399058,7150.131937415045,44315.685915012,-0.19311639943246892,2,3974.4936421507155,0.0455110026074357,Summer,Retailer
,0.41596293130169565,-0.291971943035292,,57982.44804160346,-1.3289876529369706,2,4312.654205113165,-1.2459717578642449,Rainy,Retailer
3.463532253497833,0.15067043081620127,0.42176947739583465,6742.411560929251,60351.87406495233,-1.1759963355602683,1,4588.0760565974015,-2.0788996857139734,Rainy,Retailer
3.4498040690741014,-0.9920523754736315,-0.4741965096048494,5812.163413891906,82235.52969672556,0.6814110022430565,2,5371.491240659779,0.7209888044121516,Summer,Internet
4.746881421836421,-0.26405851648638096,-0.6081057921229486,4550.41781491994,45826.12636331097,0.23379125798437966,2,5930.846944055667,-0.8926481224278848,Rainy,Internet
4.099769580200963,0.5875550569993487,-1.150141956572106,5807.248918694965,44787.808626094884,0.29966910542166963,2,3784.889640145826,0.9978562065389115,Summer,Retailer
5.737017081650238,-0.248506166899334,0.026817177684902018,5090.853796979746,45700.364507752616,-0.07990541279470992,1,4997.465401248372,1.6151138035140586,Summer,Distributor
5.703603805492771,1.571856762693541,-0.8315256957417946,5681.210413256742,51806.12945107467,1.0801589071875806,1,7469.250425305054,-0.043536151846110704,Summer,Retailer
6.21793409353293,0.9748012752705744,0.6397943194456935,5210.446962030583,70614.45660855115,-0.5147345661026923,2,6156.82863933337,-0.3109390657114857,Summer,Retailer
1.4315025351317394,0.6489400429494914,1.1176107657370002,5989.3154625204115,49880.20268490579,2.5110136351237675,2,5387.824016615048,-2.386599712831018,Rainy,Retailer
5.888583600799395,0.26657166227506635,0.10693802443341559,5213.6792235780795,63185.723158280765,-0.6505402760122497,1,4225.113778660525,1.0916122368853656,Summer,Internet
4.344549756433133,-0.4703557278196891,-1.583102451583887,5589.445397012354,73527.98660229184,-1.5153833337182157,2,5263.22321758714,0.2749182235739099,Rainy,Internet
3.6085224056385288,0.898949730344059,-0.03686644630645568,3283.3786471530852,59995.64164888485,0.02210949359035229,1,4187.8310013949485,1.0160159326209388,Summer,Retailer
2.8449526198758766,0.9912025679807165,1.1052699192105624,6232.29813118602,56968.09276158728,1.3379921712702971,0,6617.833761415708,-2.3943037259373807,Summer,Retailer
6.39493035005798,0.9378064999152588,-0.9099072824055214,3206.7312285614903,49506.863515730874,0.6328937933959478,2,5089.7733299334395,-0.0696350106903411,Rainy,Internet
3.7232017711946264,0.8723022488531131,-0.6301023940384292,6694.349966490756,75822.64691827982,-1.6443916282960278,0,4374.435744164383,1.6140106042049083,Summer,Retailer
3.787367361603189,2.2912512428847807,0.10160249501758534,5125.778486476325,60911.209201117475,-0.008134677967117875,1,4833.594998435591,0.616766915574554,Summer,Distributor
5.403705999820569,0.5251652405001276,-0.04392317833151439,5169.488472862238,67328.51605457756,0.4893543663503572,2,4884.228883864339,-0.27401218441985215,Rainy,Retailer
6.572925667580335,-1.080281250408323,0.34405092370941126,5464.84815080197,53296.26656148169,-0.7876447386188246,1,3974.386225376368,-1.8160233012472782,Summer,Retailer
4.36356303674049,-1.6097039326631446,-0.42365037266183003,6336.7465750953015,46976.79810931251,0.5122473415505359,2,2382.2666761960895,0.6259637497598161,Summer,Retailer
4.7325012352977875,-0.7047714661491276,0.7180682142060144,5413.32645373045,42163.666217643404,-0.44924300503580916,1,3710.939096608785,-1.575593230523013,Summer,Retailer
6.488455076858765,0.5104413024961179,-0.8847215086433546,6650.229288571204,59535.50469488231,1.871209714416719,1,7472.057143409342,0.006502598164984322,Summer,Retailer
5.82988422527819,0.8318332774142128,0.23797614645846496,6782.170409402173,62815.76241187655,0.33425539338395666,1,8482.380878301568,0.34343622206161234,Rainy,Retailer
5.10387559334939,-1.9883679743995417,-0.07076200335385872,6849.312265363545,65405.903147455814,-0.7030876107248243,2,4355.941012931877,-0.39795140780711763,Summer,Retailer
3.523588267938668,-0.5063270492558347,-0.3681441127708303,5715.11639388349,48448.7222019327,0.41746177630691705,1,5494.167361721234,-2.024181397051962,Summer,Retailer
3.8514396818788823,-2.1667494573929904,-0.4736615893784037,4962.241362435134,54750.090139400476,1.1652784428166107,1,4173.372540758341,-1.8474436085289725,Summer,Retailer
4.192694567116735,-0.796533720684238,0.03388835733289088,5113.894101725212,55782.19324415602,-0.28112568964783785,0,2716.217151158356,-0.3769098129337484,Rainy,Distributor
3.2425493959808454,-0.5111797126272247,-1.1011488763825192,7857.689491040276,49919.915292450205,1.442295350228831,1,6738.970026140253,0.36282858241122196,Summer,Retailer
,-0.6085638698041026,-0.02541902585216973,,40139.60492131658,1.9256917603604555,2,7579.575789651387,-1.9866247073472956,Summer,Retailer
6.2610917629881975,0.16404136491201313,0.40268909306168704,5824.193788038227,76749.73934467447,-1.7873319807489492,0,5093.288409663711,1.8627989294212826,Summer,Retailer
7.563958305323043,-0.6776568139810147,-1.391171744800604,3542.237521408706,64607.816094163,1.8255649352124288,1,6399.899726530521,-1.1837597324376585,Rainy,Retailer
5.193613299018052,-1.19405042534723,-1.5469081385269607,5827.763368280885,32338.67947335977,-0.1066223325786941,1,3258.429240076658,-1.535624647967688,Summer,Retailer
7.202894433535201,1.3986912059247094,1.5550974649265839,6496.596520506606,49744.433127191594,-0.5446496392242687,2,7470.846053939516,-0.5712318619569932,Summer,Distributor
5.76391602035352,-0.05142485462491774,0.9178076743931959,5904.197868505066,67737.44878942816,0.5317848405148312,2,6464.874598105647,-0.5220535691365015,Summer,Distributor
5.174351094796222,-1.540612558863888,0.7009147529202278,5689.3142165082145,57706.99877620946,-0.6579102521961604,2,3639.444204023015,-0.1757108707935987,Summer,Retailer
3.184462729034137,-0.2907608690401999,0.21550219485751781,7743.931377698216,62341.75273351444,-0.7953256220519406,1,4121.425190569864,-0.683329813975031,Summer,Retailer
3.8704472519297566,0.9873377423047096,-1.0068572012316896,6094.039694291855,66729.10016481466,0.6844967497298493,2,4805.7069032512245,1.0497555444337885,Rainy,Retailer
7.039306949801745,1.7644468618812443,-0.1185087985492565,6945.225910295569,49323.416414182866,-0.06772438906466198,2,6607.199113685012,0.2865287765404963,Rainy,Retailer
6.168577115020649,0.2789930952312371,1.181970504907977,4713.216985101159,39158.62065775803,-0.08251643317620998,2,6293.693508434763,-0.8454213214152602,Summer,Internet
5.0288821800141275,0.8292796352595548,0.3793238744490234,4892.432905556699,65970.19906088195,0.5584876295485042,2,4377.222775749687,0.22890675295430682,Summer,Distributor
2.877601125927536,1.5331807551023495,-0.029526724837117223,3364.1836677272127,53771.839743258526,1.5597933439006348,0,5327.289012132929,0.919152865227496,Rainy,Retailer
3.6456056679091895,0.4241522100855776,0.7470163396031588,6925.958085261585,47637.13229136415,-1.354811632672106,0,3515.4230209937095,1.1611335625550414,Summer,Retailer
4.3072730739072975,0.08835027883257479,0.7285499216414016,6474.845030499632,68941.1303425848,-0.3437946945095803,1,4946.468029293182,-0.661694213131512,Rainy,Internet
6.003483710936489,-0.7017659568192183,0.14482052062613363,5297.792897428989,67338.27932535419,-0.5882355737237026,1,4137.929797533699,1.0610812286241926,Summer,Retailer
5.335344118441294,-1.7051437593335048,-0.9878869905732509,5320.589741471636,59640.72656056012,0.282556374080575,2,2466.5191768878176,0.8566374081223042,Rainy,Retailer
3.1608549901918046,0.9470361803288498,0.07903347092885442,3979.573045828997,41852.868429634254,-0.6235154525704972,2,2590.142741186845,-0.711313404384633,Summer,Distributor
5.194468454307634,0.619835630296458,0.8341734406681542,4906.873025467023,51822.2280655768,0.9706742255669275,0,5040.494225795666,-0.9443410077526974,Summer,Internet
3.31850224846474,0.46736591847910686,-0.8115491273969895,6303.401167763046,72653.09326500546,-0.4274351427526141,1,5569.214856367703,-2.1195223467494313,Summer,Retailer
6.569771780176525,-1.146512235374074,-0.1875144620467123,4960.739933720694,51800.48899775629,0.6389102450961424,2,5235.453418552931,-1.3992430871420518,Rainy,Retailer
4.1034339535161,0.49626704924440473,1.0942973935510507,7171.434791011816,65755.48361091621,-0.7298216977071493,0,4992.918364432287,0.5492361136899931,Summer,Retailer
6.021234023010552,0.8464913622473491,-0.44117447121082576,6684.837684381107,51199.68506995261,-0.8078464421162315,1,6959.931119778254,-0.44612480338213556,Rainy,Retailer
5.320534544166499,-0.6515521459941658,-0.6193334482177525,3163.356334730257,66187.39060923974,0.5402645889569981,1,3302.9048556007247,0.688021248931822,Summer,Retailer
5.037792423655728,1.56460673419892,1.2039227829987038,3468.9064765159233,60878.65693139093,-0.8767535412539826,0,5138.1749926298035,-1.1792184672193111,Rainy,Distributor
8.348473393929428,-1.8444039331699433,-0.751992546567237,5447.414649755468,42869.31296688127,-1.1765709212074131,2,3779.0690084821663,0.4843642416294468,Rainy,Distributor
5.385366301930834,0.5995912283580248,0.9533118014196702,5619.284414898438,60815.28732846251,-0.2186113644639748,1,4646.594756688069,0.2669221846925008,Summer,Retailer
8.693178545548129,1.5247201897840514,1.069752659145607,7574.807817199768,66204.71701719957,0.23609279512266307,0,8487.562321863177,0.5676212939581072,Rainy,Retailer
8.458172653283626,-0.7615438132098077,0.4313385237286658,5965.493144731718,52135.38873125419,-1.0992544417829995,0,4361.187111837502,-0.3594992349093669,Rainy,Retailer
5.083179627220774,-0.6255479082384409,0.12043501504222964,5062.943677314342,66163.50440189207,-1.66823705223046,1,1825.6130605885764,0.739606442662097,Summer,Retailer
2.2331646932041,0.2982577440664321,-0.856815064387566,1775.0981028596661,66339.46303759608,0.5705579465439024,2,1233.6702499299718,-1.6498824772925416,Rainy,Retailer
7.291026757706508,-1.2425473108030691,-0.7111160705412145,5261.3970742955835,85277.85759809625,-0.03461003353352067,1,6172.754745964781,0.8884689331415778,Summer,Distributor
3.6926678131140966,-0.8555306783579407,-0.5127466718309225,5795.597974029292,37552.196567446576,-0.03431431277287304,1,5657.303069785614,0.519150412086405,Summer,Retailer
,-0.18292802306531605,0.15519505731426897,,30437.552274040947,-0.27897467671971193,0,5109.437578016791,1.323945527673403,Rainy,Retailer
5.081002013915902,-1.1061416179406651,-1.5371854177165676,4639.028963557627,54992.82719317648,-0.9295404601599877,1,2310.4509437952024,-2.2143095270234476,Rainy,Distributor
2.0309830123398336,0.5308337592271563,-0.8505513847855879,4976.904578859206,64358.31679704201,0.8266317735015128,2,4365.243109525787,-0.8271338329211844,Rainy,Retailer
2.9903300634970065,1.682691341581268,0.5001654766332817,5802.6726744343605,87423.85099445503,1.0998910833057014,1,5815.9383175696985,1.8455046487135383,Summer,Retailer
4.6180127116023115,-0.47108448672247,-0.3154455759235757,6266.764988810528,56469.95004593601,-0.38983302775612416,1,3048.191809190108,0.6505975884519047,Rainy,Internet
4.8363073931464475,-0.4879400010712636,-0.26574856392866003,5422.157691356971,48089.930775215995,0.8528973396431349,2,6012.33809316057,0.9877641646518077,Rainy,Retailer
4.353630524610266,0.3207225065660971,0.6836613211280995,5150.3704012185,73415.35976175944,0.27781164910597805,0,4034.1896353744105,-0.5239576267486622,Rainy,Retailer
4.84343554867929,-1.4855752052539095,0.7553283891336913,5744.787034677007,74052.51809306689,0.9543923001364948,2,4427.687739343548,-0.19673857172817039,Rainy,Retailer
4.963112035441305,1.4441530036785604,0.3351215722110181,4085.8816128874355,57564.539345261925,-0.9387531156037198,1,3552.8253356193927,-1.1902613937306639,Rainy,Retailer
5.612695655202056,-0.10305113981506606,-0.2896266076786543,5248.884978893395,45362.65347362359,-0.4541468980569068,1,3605.92675789124,-1.6509545028959947,Summer,Internet
7.554946596504035,-0.10073021759255053,1.2353998601037084,5856.606893147936,80187.50822719779,-1.0013590121866203,1,6503.448163905244,-0.3576487693664097,Rainy,Retailer
3.247411603916039,2.142640232196793,-1.0157900857726474,5623.99554047394,50305.13186536062,0.8964268424735055,0,5305.950100568573,0.44057578441877887,Rainy,Retailer
4.985714970598778,-2.6246430218713894,1.200833591975277,7342.08537114845,54837.74605743297,0.9292234757381171,1,5375.395081408817,-1.6120671656128267,Rainy,Distributor
4.987440238641634,1.0828099820397337,-0.9412634458171071,5480.827553566524,58845.184175527575,2.1100958352218613,0,7227.254581099985,-1.2797586462981967,Rainy,Internet
6.35222854236579,-0.606551350066787,0.8614676142884633,7525.813245842062,64641.107999796324,-0.051389003398665686,0,6909.898410468722,0.18682418375979057,Summer,Retailer
,-1.662453307838197,0.8684772997330911,,59499.46967285705,1.42680252514261,1,5006.332401944172,0.7196602194621751,Summer,Internet
5.056343876091616,-0.10945563993382364,0.040422865253812584,7928.644967768872,37444.998385247105,0.9030644492779573,1,7400.075158503026,0.3891473410043505,Summer,Retailer
2.2387095584624292,-0.16206463309440147,-0.2743605326724136,5307.870550729759,68304.61393860489,0.7430437781870024,2,3381.3369407154523,0.1578023260432797,Rainy,Retailer
5.8896180096161155,-1.9059845570774459,0.6106725830433472,5219.044855210956,43951.33281011614,-0.07386207769566343,2,4352.190801732886,-0.4117708013220719,Rainy,Retailer
4.9907095888009385,1.2074704242066485,-0.47096672561254244,7247.059186195225,63110.7446039496,0.10344936499422018,2,6085.65155539857,-0.754724691923638,Rainy,Retailer
