Marital Status,Age,Time spending score,Money spending score,Gender,Annual Income
Divorced,77,83.51868823377966,84.19965939674947,Male,15000.0
Married,39,72.42475462862082,74.82494654188287,Female,65161.67306680689
Single,59,26.85350331987687,13.666852120513461,Male,83003.18883102536
Divorced,66,87.86528275950162,83.91295627443338,Female,21091.125817661465
Single,27,23.535308520267666,36.25108537235133,Female,80089.99062402167
Married,71,70.77942727240254,76.05269231473864,Male,26377.91948326173
Married,20,28.614304181039554,29.978608456323535,Male,69658.19418748331
Married,41,78.43474524183313,70.49356784535472,Male,61994.30512199976
Single,46,56.710770447045185,67.84314893422561,Male,63984.97304581021
Married,65,85.58179908199308,86.55871517190096,Female,40442.14442206947
Divorced,26,14.196273899227997,31.208953430884737,Male,75256.14183156347
Married,57,34.112833887589574,42.04364336998111,Male,76688.31629431293
Single,58,42.9700312325741,33.29790041355879,Male,80797.43498980724
Single,43,53.10329593792658,71.6448808940004,Male,69534.39665579174
Divorced,33,24.265594309414062,18.113838147482316,Female,69447.03970154857
Single,57,27.81976254998243,21.84492111680957,Female,73338.76653224409
Single,32,30.717884468462717,32.74386514429457,Female,67138.22267677214
Single,73,69.65559291228317,79.10921476411343,Male,36022.816119492454
Divorced,60,16.625674904013152,17.868416225150344,Male,83662.65413885257
Single,55,28.303627631336358,24.166755090371012,Male,79002.58735600764
Single,43,60.88353648280543,60.97158600529029,Female,75439.11128805816
Divorced,76,77.27966347231767,81.76986081042676,Female,22915.59215101844
Married,72,76.30764020998365,79.47248959168803,Male,41587.50940932451
Single,29,25.710413980951053,24.31434914492001,Male,82921.03287381181
Single,46,60.346747920510175,69.14250355416641,Male,74458.56111064424
Divorced,52,10.837449341195224,19.275388785308344,Male,78161.79742699527
Divorced,29,39.512015017837996,37.65722436783463,Female,86283.01942305466
Single,66,84.7599031299823,79.43012263433786,Male,30855.2245179764
Married,71,64.73717901043902,73.32627176675503,Male,25725.688711685623
Divorced,65,85.9264683558207,78.49962786047851,Female,26774.738418765766
Divorced,39,76.12392453017607,79.78214995239716,Female,67830.01978270088
Married,74,81.75402607094004,74.10051193235181,Female,29680.694848949723
Married,41,58.32870493683791,50.77306838763323,Female,83829.36782116443
Single,49,35.06335343231886,52.99661206634949,Male,70512.76619978939
Divorced,31,27.534750357680803,25.15447201654925,Female,81101.33651011014
Married,43,66.2995923784007,69.9642019026387,Female,72688.19787709457
Divorced,50,40.85630155865612,27.134175266760874,Female,89515.27720574496
Divorced,49,54.38597053919543,54.833057979146865,Male,70831.79494489059
Single,46,60.128130087035686,52.34889419500706,Female,73566.64778793855
Divorced,74,82.61349560891668,82.15046604415662,Female,33291.2893419978
Married,68,81.2942260591659,73.42910378728573,Male,41979.5388293632
Divorced,79,74.64222204545902,80.3219008130666,Male,30114.300785809326
Divorced,48,45.41762028816691,52.01451397848853,Male,75536.28957104031
Divorced,45,85.98345047646485,85.4497861440581,Male,69872.44932746243
Divorced,40,67.89736557844311,87.40348107208592,Male,67193.03481435758
Single,28,32.123343524156645,28.38303128428366,Male,77928.54841661181
Single,39,88.20942350571995,74.96070716576278,Male,68595.05762302595
Divorced,45,59.24957820944043,56.079105053023454,Female,75089.74324609255
Single,42,63.803875123408076,70.23394584010451,Female,62718.032184728974
Married,71,71.0912425589015,76.94511944682196,Female,26714.202516770718
Divorced,25,38.661332564049054,35.89855473560512,Male,70524.22097735202
Single,28,37.3213721420984,29.031908731383847,Female,75808.10786583861
Single,62,39.82768676243818,27.398269169630698,Female,85256.82712125703
Single,72,79.61829506781008,75.02272354059501,Male,22873.35158761895
Single,72,74.37602946518669,83.16306590815324,Male,26769.40100897655
Divorced,70,86.74013309614641,94.2534986378653,Male,24416.36781590352
Divorced,78,79.04344318376704,79.5092098771083,Male,24222.924954123366
Single,47,59.11970154026149,69.10618457447093,Male,70310.20940134076
Divorced,45,70.8148118010813,81.65150947409553,Female,63885.737055184545
Married,74,91.55913301802643,79.37787984719839,Male,36239.92445588798
Single,34,85.46455559188787,79.46862936569298,Female,67917.3825023059
Divorced,56,17.486420357116764,19.776202406708084,Female,83553.64019701106
Divorced,44,52.8226236808081,53.76951628445917,Male,84905.37847039208
Married,70,88.66160473356705,85.7716258831332,Female,33462.49574605164
Divorced,53,17.606857661582666,19.00172830703702,Female,87250.78831093296
Divorced,42,60.91252611715648,64.00325156497667,Female,62514.79283809114
Single,61,14.954239865922002,10.625002167266764,Male,80364.94165706923
Single,28,36.855634838774826,21.77691436109295,Female,78160.31794121208
Single,54,9.608163927773013,16.413168743108038,Female,77963.72356811404
Married,53,16.51903832219213,17.09152978206037,Female,80841.21692625833
Married,73,79.76691613257796,85.45085881454574,Female,23309.157255059632
Married,38,70.56713423079772,83.66802017063762,Male,67565.20033751476
Single,69,75.3629121485059,85.93470438271802,Female,28353.421061823872
Married,48,50.683487489096485,51.20166131911937,Female,77824.00056457758
Divorced,38,34.3792946829199,39.01363028953836,Female,70416.10171993976
Single,41,85.19859165393424,81.89113814779515,Male,61651.16436172888
Married,38,82.10975732058417,81.54742979807037,Male,61742.20196818719
Divorced,25,57.54808591865311,35.78448531391844,Male,81425.09169923158
Married,59,21.486940657788672,26.10490246194937,Male,77497.12903189239
Married,56,12.996940365453893,14.221244946317288,Female,92305.87144345195
Married,51,7.8267825367238295,23.055003129770924,Male,80283.78001224776
Divorced,72,75.37341055551218,86.89542096593071,Female,30634.459394210688
Married,40,65.06247076624527,68.05850740538177,Male,71589.48212583817
Single,48,63.26797958161485,56.46141348119483,Female,79173.67754565203
Married,21,32.384877618939974,37.123563256356306,Female,76237.65006004208
Single,72,85.84293982151081,76.43810923112778,Male,35346.19376269922
Single,38,73.45432416873707,70.23719291616237,Female,62849.916580789235
Single,49,39.949518619527396,55.333168161402824,Male,74661.17099209662
Single,58,37.6047947418781,27.1752788531855,Male,78569.77695314963
Divorced,35,26.391050234934376,28.83411507906161,Female,69013.45890630335
Divorced,71,79.50139188053231,81.89570784095447,Female,28544.55428472683
Married,26,22.025899176849467,30.578200124860615,Male,84482.0600272824
Married,44,50.82480215129688,67.77641255316807,Male,63885.92688712347
Married,26,32.269163193739764,31.39911920880192,Male,72624.45489360571
Married,45,64.35985262639467,57.21347057706182,Male,79429.07561858286
Married,40,79.5988646036661,74.79835235433131,Female,67681.54019290868
Divorced,62,16.785528047194532,19.85305927197561,Male,77529.60969505389
Single,30,34.064057368779814,38.115884023772324,Female,69806.19963862318
Married,72,88.39079646583386,92.75945978946837,Female,24888.94406859942
Divorced,36,80.94619806202348,71.94258209219952,Male,53235.346472437224
Married,61,78.21776966710902,85.19010164920441,Female,35810.893225688036
Divorced,71,81.78007491231352,93.77849464514641,Male,42200.70000368076
Divorced,50,61.694400561339556,62.91031507791576,Male,77307.3031772642
Single,50,69.30795462162098,55.56199205809898,Male,66145.29167708203
Married,54,6.921569570478701,16.073104615239323,Female,79770.12750535952
Single,25,27.99515934136766,31.775069175817123,Female,68451.295305555
Divorced,55,24.168053113773368,23.381431302657823,Male,83221.74427424253
Single,43,72.36603174535355,68.65716395013514,Female,66595.74026923915
Divorced,62,21.009583100201425,19.726926512873035,Female,88975.63164379954
Married,42,96.802773854071,76.52913300140791,Female,64240.02644278771
Married,43,75.9991272676864,81.34107770665317,Female,65516.2126183504
Divorced,50,52.21319197974291,56.199328660862854,Male,70442.3366359841
Married,61,21.020074339486023,15.371860283642928,Female,84652.99029594923
Divorced,27,39.112824691907825,32.501138179256465,Female,82569.68453945048
Single,53,21.457016077481498,29.627889798110893,Female,78129.67069633187
Married,45,33.357200407127536,44.019812259729555,Female,79909.827641983
Married,62,1.1830477494945644,5.0113035833927455,Female,83257.24110127416
Married,70,79.54520139305981,89.57271626907783,Male,37036.193601716295
Divorced,48,73.71929247165448,66.6142893145242,Male,80850.65658278314
Single,34,33.09718718409907,43.30316010075913,Male,78357.86313653195
Married,34,6.214470779004074,21.025668729473644,Male,67840.98760303273
Single,50,65.37077023875389,69.59067805338931,Female,75359.08207895995
Divorced,65,87.1885959058478,84.54834839279039,Female,22586.373155143192
Divorced,28,21.81269485244692,32.23476588608171,Female,75368.04304671154
Single,35,57.83689443042519,66.2821812916878,Male,65657.15877076979
Married,47,63.59791123141432,61.784492679590535,Male,77030.45459792577
Single,45,63.300575018949026,64.44186048165507,Male,75781.5139941713
Single,43,21.04461242181633,38.15964366326798,Female,76242.50262265131
Divorced,29,17.366230107904535,27.668287680690547,Male,77860.16054288777
Married,69,66.75704288202525,76.96412032154873,Male,34494.04261456757
Single,58,6.583627482600198,20.010769554921993,Female,80037.51989823155
Married,46,67.14584848822967,66.66064583235465,Female,69561.94989458853
Divorced,22,36.668030522610785,32.01101805679633,Female,71359.33736423188
Married,58,21.74710364889203,21.132255966657272,Female,72085.75553188095
Divorced,59,29.579399167357472,29.253748023547743,Female,78351.00235642659
Divorced,42,31.689097586043683,45.825966429587545,Male,77696.57316536797
Divorced,62,12.871659163305921,18.786122344538576,Female,81101.24344434023
Married,41,33.54263876814363,44.69999195649863,Male,69123.59437303623
Married,71,66.83197737016508,76.47167492480929,Male,23254.545301213366
Divorced,47,68.57037662938369,55.91884277980758,Male,75360.19335588418
Single,42,77.04707530241555,78.18513558471449,Female,60057.35703455329
Single,29,30.584809906184304,24.38839113400745,Male,77816.77567980709
Married,46,54.86641146157227,49.34792347822739,Male,78431.20312566424
Single,36,33.7365257533934,33.949682967774486,Female,72857.64291094034
Single,37,16.551325446109278,21.69023372682786,Male,75531.38948219699
Divorced,67,75.56387325880374,75.88728675084924,Male,22774.59357091001
Divorced,40,78.15185972050537,81.89427383005703,Female,65379.426776982305
Divorced,76,92.83083888111749,79.02228975812596,Female,34000.53001109677
Single,68,71.09123194193185,72.87931262445508,Male,28270.84566175127
Single,73,50.78828374577069,72.75863193452949,Female,42137.26952568448
Single,55,30.14354470419927,28.428060174907863,Male,82210.3059429943
Single,29,47.21662180981072,42.48530462705817,Male,67255.22414901921
Single,35,24.444968683595032,25.148042889977226,Female,61760.97590630307
Married,23,35.17746452097838,37.34819069548505,Male,70848.97213205085
Divorced,40,75.85686960852584,74.44443132234164,Female,67620.97780902304
Divorced,43,75.00029534160032,73.85971457050731,Male,61319.78916113929
Divorced,25,21.615917371677778,38.62059511227188,Female,72460.03362353348
Single,44,58.83622097399942,50.28950704571581,Female,74859.89480750384
Divorced,27,29.048339375780962,25.99517040640414,Male,73246.12045327883
Divorced,55,16.365028958457476,19.672951756172388,Female,79783.16521000766
Married,60,30.094083144713082,28.390570627344246,Female,79616.7879267241
Divorced,31,43.25834509488688,38.73930965298367,Female,71770.22917686426
Single,41,73.6055693501558,67.3088540907957,Male,59464.428512669314
Divorced,42,64.61129009538848,55.857443635648295,Male,71424.27176002318
Married,35,24.48582259235308,28.696471281589474,Male,76082.66096337896
Married,32,25.777898772976506,17.324742070522817,Female,76212.37736318403
Married,24,43.859173959125094,33.82828277726207,Male,69413.71868211507
Married,28,30.687612840389523,25.71101814158381,Male,73875.25894504965
Married,44,96.3462665749883,86.52217562017697,Male,72028.17994333693
Married,67,77.64003218955719,76.04155808598205,Male,32601.162166917413
Divorced,73,110.3571831312595,91.35310406509058,Male,29619.915917575832
Single,33,31.33332544406045,29.144462010079245,Female,82196.98504397277
Single,50,47.121263538219836,55.121608615741174,Male,82647.39097712241
Single,51,73.0915951099282,57.81978899725621,Female,66589.08213038996
Single,29,33.55341407437935,32.851954934606,Male,64296.88315454509
Married,35,34.56649541939843,30.806027266544433,Female,72402.71633090041
Divorced,27,45.318374991779955,29.968138329965804,Male,62667.15738763606
Single,58,17.08653986840619,22.524757810835418,Male,71792.1814004934
Single,73,95.20221969553617,97.38831954783069,Female,29059.867423250507
Married,35,29.004345072675644,29.677313171714967,Female,74390.88233698728
Married,46,66.38693387116143,75.69796832836553,Female,70561.80488802033
Married,61,24.882012155340767,23.346679879192816,Male,76181.44075444627
Married,41,74.16776843734743,60.6531800906791,Female,78689.03716785561
Married,43,79.96185726393219,66.37511241153686,Male,77509.53420476805
Married,36,84.9546491128661,78.59837666551729,Male,68634.6925459604
Single,71,71.71717537483407,78.00724132610902,Female,32056.887416817146
Single,49,87.53016667161062,73.67463851043819,Male,72262.16720690165
Divorced,56,20.875186846031376,20.019224778327814,Male,83718.24589566143
Divorced,45,58.27371813809662,51.35286852191895,Female,71843.87224591913
Single,28,48.953842354137926,36.433277642569344,Male,72824.43481125539
Divorced,30,37.9969346614229,34.246257017405156,Female,74952.51810658276
Married,23,22.163936983649695,26.15089362109627,Female,69537.14982729495
Single,27,47.3112370701463,31.966933776073066,Female,63764.251120658395
Single,65,13.485106916511848,20.223130404939585,Female,84927.13492249323
Married,71,79.94155081960923,78.29832344146263,Male,23314.324490039362
Divorced,25,30.499892176389828,34.14489596300115,Male,76121.51802556562
Divorced,71,75.93713549826015,76.96812812844554,Male,31536.759858712467
Divorced,26,22.67828257211722,23.754822994958822,Female,72821.68491367086
Single,31,26.469018786492335,19.54181111643782,Male,76273.95856539317
Married,31,5.313488109341224,13.88229973310591,Female,74340.10234763107
Married,75,80.91140887964467,73.32103479193863,Male,24588.477782861308
Married,46,39.78984831851848,46.79640814785356,Male,76237.14355016573
Single,46,54.26377781679502,56.77260757305747,Male,73165.21327209903
Single,31,73.43441130882142,70.40363494173084,Male,62158.99717070982
Single,63,78.89729459770776,81.79190941429763,Female,28565.791745230563
Divorced,61,32.65638065087505,30.63161561022491,Female,83193.00383157696
Single,58,34.619469711125426,33.78148404086526,Male,87540.48808326092
Single,54,44.28053188047306,34.99775965288988,Female,82386.44018596085
Divorced,73,83.13334507780469,87.92790500019021,Male,32197.96563335401
Married,39,83.96417359848934,66.82922421165908,Female,57789.25714876131
Married,28,35.69382436364629,28.85906434401898,Female,75117.29815327996
Single,54,73.01162435569003,66.70128019821362,Male,71808.85468948909
Single,58,23.15421878734677,21.408459761077783,Female,82212.77392256312
Divorced,52,15.663013841677605,23.669815119155114,Female,82022.87533976066
Divorced,43,67.52330852919819,56.23694953009895,Female,76544.16215916522
Divorced,38,77.46918102520388,61.36339416942223,Male,70221.22239436735
Married,31,24.021453019241598,19.333131236006707,Female,75548.6920407356
Divorced,45,68.52956138512356,73.82246519235575,Male,58474.62238483696
Single,61,16.2696886415873,16.525666411861625,Male,81347.21628154864
Married,54,25.73432903750674,18.728277767892713,Male,86743.58601331571
Divorced,55,41.624277208989,25.17502587664625,Female,81938.31434340854
Single,71,96.97141666307064,82.96432512431356,Female,24782.19125454822
Single,56,37.298890353751155,33.509558265509455,Male,84934.04291129523
Single,48,54.53731428201439,47.91985301602896,Female,68623.0615434964
Divorced,60,28.276139811658627,26.651159493770436,Male,81879.17805051606
Single,38,31.574955885498703,36.632973148237696,Male,73817.54281165104
Married,37,70.9519733343461,76.62276963524207,Female,60062.71021328195
Married,58,22.396603711235556,21.883099209760335,Female,79516.90656494447
Single,27,35.16766371764841,37.70457088704753,Female,77356.63019940407
Married,54,8.155617452328768,18.536875093730885,Male,88442.10610119053
Married,44,79.92918556904901,78.01621608065982,Male,68763.41963885514
Married,45,38.68619264607278,54.27808062068591,Female,66186.59872481626
Single,40,49.869322090587076,57.70302633298103,Female,64508.29270821768
Married,24,13.269724221226634,28.404457750813503,Female,69423.08334433135
Married,54,44.54549215947376,52.4827984626219,Male,79421.66477064679
Single,61,29.473375360823184,20.180086889406983,Male,70644.09605062126
Single,69,78.68166349689938,75.25430471370663,Female,39638.97478991895
Divorced,29,15.963440559813755,27.27759829124654,Female,71467.03925351541
Single,80,67.10386520358544,75.39858776495475,Male,36635.07163541806
Single,41,76.3995320539132,75.23003487129256,Male,68807.50863773495
Married,43,52.500628893583894,46.44927309296,Male,79742.51189046385
Single,43,50.4705124676698,53.67535570300319,Female,70568.37659069024
Married,47,86.85614183171494,79.44696109630934,Male,66986.15173410227
Married,46,52.88414349703024,78.7406114872279,Male,74258.19437777283
Single,60,18.997022697284873,24.172378000727544,Female,83995.27506288253
Single,39,68.72374431592937,75.32253224357471,Female,61468.029153877775
Divorced,65,25.74929210157356,29.837693029700347,Male,84201.86134045318
Married,59,14.770670844018815,24.15112909249884,Male,85038.27450845481
Divorced,58,0.39689616052174514,19.162614818570077,Female,91728.24196276152
Married,27,36.72542809855592,37.070373271052915,Female,73476.74626242233
Single,43,88.01990159752233,83.45937718575506,Female,68480.56130502227
Married,45,69.89934047538495,70.5065514559023,Male,76100.23661092781
Married,40,75.67178317959724,88.00888289301176,Female,64969.365871135444
Divorced,48,52.89685575761092,48.58287388097089,Female,70790.0137671239
Single,66,74.69815361672855,81.4165253125291,Female,30056.27667552464
Single,45,61.5468468099388,67.81887008648629,Male,64625.70607733941
Single,44,85.92241233566224,82.92299321919009,Male,71046.72973931218
Married,31,57.59020084016824,50.557580595816695,Male,76859.34571815208
Married,53,25.36148404561793,20.06451407291406,Female,80073.17237337258
Single,44,81.17474774981105,76.66501266924666,Female,72002.04341223488
Divorced,68,70.39539723437684,79.0344229554755,Male,15639.59806210499
Divorced,38,87.4590528854094,88.64288108700194,Female,60594.180428158856
Single,44,42.77859029870983,46.612275321583354,Female,71960.88557596454
Divorced,47,41.04504367349986,53.106849459451496,Female,75308.24703066944
Divorced,27,39.18270978302351,37.124866792824854,Male,79910.94740379053
Single,41,74.25467063886177,73.59613817190906,Female,62075.324263560644
Single,45,54.71845654653055,56.405089102980554,Male,72892.954523191
Married,42,59.934234592461365,56.888267364868184,Male,77031.44217511808
Divorced,55,18.67023235167489,19.92070833754356,Female,82963.50848036504
Divorced,45,44.31469092700947,52.28164507375829,Female,78775.92301781553
Single,25,27.31790779547701,25.766082812623438,Male,76322.55697355318
Single,33,20.14734963385162,35.77924007173556,Female,73286.39554411841
Single,61,19.490493240688384,23.71074942305639,Female,96394.88478485786
Divorced,30,38.022377929681156,26.894394889905577,Male,61927.59984803151
Married,49,50.168758483712054,54.34668214634967,Male,72758.90677735201
Single,41,71.6663418064228,69.98280622046536,Male,67607.9600048413
Divorced,53,55.78255254877191,50.392063054530716,Female,68638.35637590462
Divorced,40,68.0573317235007,77.3100771805434,Male,60043.83000104324
Single,74,89.25263701660649,87.46282914091316,Female,22232.380482845598
Single,47,51.465838680431176,51.113065055135564,Male,78424.29998181327
Single,43,51.18900256421775,49.2419366759102,Male,70866.1545458502
Divorced,49,75.03401204994182,69.43676372531394,Male,78498.24491707567
Divorced,46,57.306020888366824,59.1835473760262,Female,70754.56010799219
Single,47,60.619761186816916,51.216195841125526,Male,80391.27344818917
