Satisfaction,Gender,Happiness level,Age,Household Income,Marital Status
43.50264564258374,Male,46.74355246414738,61,115784.79604052164,Single
58.82228302791492,Female,49.63054522775322,71,161566.8890801858,Divorced
82.61572461260147,Male,78.20364673587929,30,127063.47289342323,Single
29.6105476334015,Male,30.29575714242548,37,167902.75842848112,Divorced
84.1124718301759,Female,72.44264659728853,29,118412.13624054834,Divorced
51.66312752847963,Female,43.68497123852546,66,169749.06516026746,Single
33.5439013086697,Male,30.94174767282305,65,127612.41330140056,Divorced
81.34233143311366,Male,106.2761584452883,30,118965.58151965163,Married
60.066947683511444,Female,64.1186865715702,67,171285.2340054338,Divorced
84.09295350746757,Male,83.0446372671245,29,118381.80596694263,Single
42.13360572160502,Female,43.418418644517764,60,141950.08652383697,Divorced
15.746925658528028,Female,28.012018707924128,45,54123.87340477205,Divorced
7.096562036990925,Male,11.457049707406288,41,52097.82826837053,Divorced
65.89328610696529,Male,64.18334614319261,64,165858.86449108357,Divorced
43.6796497873218,Female,49.908426431272254,62,128263.68357261688,Divorced
71.16632073389513,Female,66.3742971882973,65,156174.5149446773,Single
33.01195859057167,Female,36.029565989469404,30,186897.81747299613,Single
7.129010566159295,Female,-0.22129497674253518,36,62330.82351971725,Divorced
43.937892258009406,Male,36.694288086576464,65,122293.77234300289,Married
61.66065795786241,Male,69.14000441422193,63,151977.0654694223,Married
10.728296655256955,Male,4.270079181465697,40,69053.32178558045,Divorced
91.79389246318536,Male,89.97413720589977,36,126447.78562100013,Divorced
0.0,Female,6.683922720026697,38,65753.50846613872,Divorced
82.37324373436303,Male,80.95781665795712,21,108819.33953186439,Single
93.10355787498152,Female,102.94452047125154,32,126277.2541693536,Divorced
11.713580960149919,Female,24.40979207554131,43,59123.90938270069,Divorced
15.363143343029165,Female,15.914407731251979,40,63574.67525402598,Single
83.09624546635776,Male,83.08256177413189,40,102287.9034692531,Married
41.77780654431251,Male,44.10458996459274,29,187661.47621525658,Single
12.573907637411736,Male,9.617703198365344,44,50949.86812815996,Divorced
5.902046790666475,Male,0.6668993146144446,39,54504.70587087369,Divorced
34.04800331786619,Male,46.54676700702598,64,128765.91950194498,Married
60.6145090724629,Female,65.62788678828412,66,153167.10179489557,Married
62.4419689245734,Male,58.42146380343243,70,166470.5596538523,Divorced
90.50736048984801,Male,97.09534760991258,36,91132.00028256208,Married
57.60844346739996,Male,52.50852220460551,68,164478.46769950286,Married
57.49800284628015,Male,52.803249854386024,72,160549.22708569083,Divorced
92.26350384182956,Female,94.87692770264931,28,110204.41342396529,Single
77.7648410313794,Male,79.57903809189875,35,102007.61866738231,Married
80.76869212707535,Female,88.01582731422221,36,115894.78580187412,Married
69.01027176711735,Female,64.18136208080371,65,176670.29621099704,Single
86.34405664095499,Male,87.56818390277552,29,104844.2821782764,Married
66.27150186745268,Male,59.788002916938396,76,156049.99619374122,Divorced
45.10734456463152,Male,54.82642747078593,32,151473.5688134582,Married
43.973046161827554,Female,38.730097178130514,34,160202.49474167425,Single
6.643518998162165,Male,3.238706502837932,39,55713.68306899113,Married
40.18184804418426,Female,44.997755204591925,61,132150.5115245518,Divorced
82.31114795648264,Female,80.6159260303454,32,106065.64610697523,Divorced
17.973430199953434,Female,27.737287171366553,37,60679.38573728275,Single
38.277304097514204,Male,51.093419928087336,34,191444.63757339603,Divorced
90.69478201260765,Female,81.37589431566343,33,128988.71750507089,Single
89.3555398067773,Male,78.00375913261702,28,116110.47194788873,Married
57.85912920450558,Female,57.56194381627811,65,168855.31749011966,Single
34.270599654752985,Female,40.86566194449063,28,181544.5309655624,Divorced
32.02234986254091,Male,46.427704197791556,25,147904.71487003955,Divorced
12.775103391583798,Female,21.575887205568613,33,62469.179271224304,Divorced
59.59640764529867,Male,61.73625736187024,67,174285.22441605263,Married
5.456886329925155,Female,2.98180440128227,36,53441.198872026784,Divorced
7.643393157632332,Male,6.268985111096695,38,59288.27548707591,Married
38.11257598655681,Female,33.38752536961795,34,157461.42220893002,Divorced
12.46463321070037,Male,5.356920554559046,46,63137.30437635475,Single
64.23462780950096,Male,59.691670272367595,67,174592.29150537075,Single
39.17268386979433,Male,33.404185638766236,30,165844.8067013602,Divorced
11.298280140589512,Female,-14.861209537421164,38,50036.28175905578,Divorced
14.884800132651407,Female,2.8925809958922777,40,61333.312220172505,Married
83.76804625369026,Male,78.97554652508963,39,116487.96067497082,Married
31.874157248040248,Male,24.940483558708955,36,170792.6686578531,Divorced
81.21367252911656,Male,75.98746195361625,35,106886.09730997006,Divorced
61.95673940231235,Female,64.29222117433746,69,171258.89526000564,Single
60.884623807544216,Female,60.587767461138554,73,174516.5238482562,Married
84.1328946311879,Female,85.01505518632105,33,113800.19892592488,Single
49.66915317503137,Male,55.44071629496236,63,118310.82558059826,Single
37.54576208998239,Female,38.480281479013975,36,164051.85277301716,Divorced
90.88489566272828,Female,64.70613048498029,34,123071.46496927124,Single
32.59308517579019,Male,25.587801283805284,32,175604.31144637024,Divorced
38.293305081653195,Female,32.87960480231021,30,177460.39765769962,Single
37.77701752486982,Female,42.72714505427315,66,125545.17741848876,Divorced
8.565980078847986,Female,7.219604673259628,41,71527.90948314017,Married
83.7516976582015,Male,92.46781148455176,31,127994.11730722881,Single
10.071392269729891,Male,15.85816892901612,37,62218.5842249236,Married
83.201941179138,Female,67.0527334768424,27,107610.35420660679,Single
43.21503360862482,Female,37.045229782722295,29,157790.07162198203,Single
82.81840292109847,Male,92.87827774154944,36,101322.32175213535,Married
29.555814382333875,Male,22.226129824164076,28,162720.5168915347,Single
13.897559971760124,Male,12.56467644531221,33,54134.25450796311,Divorced
9.368951125952073,Male,9.839384011165551,40,55390.69190761814,Divorced
29.249708515659826,Female,25.040668224814162,54,123630.33372234575,Single
55.68594845512641,Male,63.96388579197179,73,159604.16659675498,Married
45.13873122381667,Female,38.52294832097263,34,186451.28231027848,Divorced
100.0,Female,111.65164838386642,36,103964.24770988259,Divorced
39.65711626171783,Female,45.26063172635556,60,141099.57821067044,Married
78.10379420447345,Female,76.43403025716363,30,122870.05015037797,Divorced
33.89993494652737,Female,31.36911348326523,58,134161.70313065432,Divorced
38.44385630968413,Female,31.42602258010842,64,117310.42711855253,Divorced
77.95627355518351,Female,69.38797872699165,29,121852.24406234534,Single
81.18298736861023,Male,76.55482870628788,33,106543.40065779409,Single
13.462758157048981,Male,19.43828992410728,35,61921.27464751,Single
44.401745709133664,Female,52.4201241516701,57,102882.37560304893,Divorced
63.11054206214642,Female,51.253758727315,67,176121.38549820887,Married
70.09860356654085,Female,62.3245667959912,35,115203.4356377139,Single
10.346340889923866,Female,2.6276831040300666,38,70698.49283673827,Married
47.807499929649204,Male,48.15727901193189,54,113223.87844289144,Single
89.31383402320202,Female,94.45988064810365,29,104172.6681217085,Married
44.01880635473633,Male,45.54640531657564,62,109207.07874067508,Married
33.61704720348345,Female,34.06494788351151,30,177069.1369209835,Divorced
53.313398215420385,Female,57.48024375558643,62,163647.22894901337,Divorced
50.83322098777873,Female,40.92528091876679,68,178891.36554619952,Single
11.510892920113577,Female,14.71020724473961,37,65425.66265595396,Married
37.42724968632155,Female,40.71696784629545,24,164977.08478763554,Married
6.5694750719871635,Male,-1.163468558852947,39,68273.18621754517,Single
55.32085294455151,Male,55.79704902417046,66,167993.18864323836,Married
86.92481352372195,Female,91.33369625218164,30,111275.59474632534,Divorced
14.740287341881704,Female,6.54420716518108,40,85282.5502051849,Single
87.6435614262279,Female,92.62298624493593,33,137644.59148321077,Married
43.25586324042881,Male,33.890582268816374,57,137715.24322824762,Single
37.07586196386739,Female,26.45225395245786,29,162311.70954836285,Divorced
16.32263263197467,Female,21.265140833036657,38,53615.753338818904,Divorced
61.27992607861452,Female,51.26177154121353,66,167010.33394002734,Divorced
38.42060792093455,Male,37.49800294435161,65,126597.56187332481,Married
25.182588516255326,Female,16.943970734489312,30,171211.0990386671,Married
39.51078239415917,Female,41.422415552569966,67,114466.79319295642,Married
31.25933071709875,Male,23.047273298583853,40,174754.8361139416,Single
26.99702648081072,Female,37.368983104458096,40,177598.2067721463,Divorced
31.59151820356224,Male,32.350698509576745,27,164383.03072004806,Married
86.89892816649743,Female,77.15186639807092,34,104209.62642994484,Divorced
66.16990358079654,Male,52.9339677125641,68,144242.83081854647,Single
66.86131596580518,Female,72.81336155446672,71,160928.12350275193,Single
8.155949167322348,Male,11.39587343378324,42,56648.29504912636,Single
37.948419913624306,Female,24.320451785573923,40,174620.3995863267,Divorced
38.75946867291081,Female,34.314981457279025,31,168604.93451511656,Single
93.6744820510612,Male,88.12039371709882,37,119283.34264047435,Single
16.610102014887566,Male,-7.994166385865466,35,54708.631130862996,Divorced
35.70467362875067,Male,36.99407014212835,60,137970.67497003186,Married
64.79075468037217,Male,77.53222468954591,74,155114.29441619536,Single
33.57092826936609,Male,39.20622392498916,28,164073.0859941253,Single
40.88589661814186,Female,38.11392317101737,64,119227.47602598999,Single
25.839250602599797,Female,15.16794232936015,34,173520.55615516513,Single
39.252375482074996,Male,40.20812517402082,26,165027.68035890925,Divorced
4.708806493438821,Female,6.346348841686045,41,54734.43946769423,Divorced
10.048549873370995,Female,11.475373941714816,39,52286.13745388383,Divorced
42.968316903479185,Male,38.244240818074566,59,127968.5640635138,Married
32.387364388026825,Female,37.47400013654364,38,183706.19612110595,Divorced
36.03898216700869,Male,37.626166863306366,29,161059.8757748834,Single
56.792145226723804,Male,47.791005617807116,65,167311.3981447779,Married
85.10202579213063,Female,78.7967571636693,36,118669.51329046898,Single
60.89081155614167,Male,76.22438526265515,70,151655.2382484171,Single
51.93685215703642,Female,51.53204800246109,62,179851.1410206185,Single
33.66137949065204,Male,30.631191904885608,34,172861.06733596753,Married
87.88611880645422,Female,84.19158067634173,32,133372.5299878992,Divorced
62.40332690817917,Male,60.4873141972171,70,151432.9046883713,Married
37.756768795650174,Male,33.607737018273866,34,175490.74971929676,Married
8.373415313873892,Female,16.42492275184279,35,52318.82050264938,Single
9.883756398970753,Female,0.08005540610837869,44,54737.03275218574,Single
38.04809684958505,Male,44.08501955305761,58,121908.46283142072,Married
36.70037484973565,Female,36.06186482045946,31,171098.4287749628,Single
45.689928824845985,Female,41.62249159526077,65,143192.28304866893,Married
28.981390129172926,Female,24.020448822679466,27,164736.66473435942,Divorced
30.118775245452692,Male,15.712338784154875,38,164155.53070935715,Single
16.038620419971743,Female,14.459949675544472,42,53285.67365323911,Married
88.69009499450414,Male,72.570538826176,46,110657.42976977775,Married
72.9679558420486,Female,81.8999838376224,23,111152.53953882471,Married
41.02526646550728,Female,27.939882971943113,57,138578.67563509857,Single
38.73911349022399,Female,34.972062502370775,60,127094.44225549861,Single
79.85853495105808,Female,76.14507154908874,37,89714.46321555227,Married
37.34077937612736,Male,46.531526515366224,24,169200.9885569027,Single
34.8889953322831,Male,27.7806267548668,30,165453.4941620906,Married
35.1970406623741,Female,41.81616535458524,65,115685.83442851,Divorced
4.9609322514149525,Female,8.608487881073568,39,52554.57539028363,Divorced
29.93833442872112,Female,37.60313627524882,35,164091.381102438,Divorced
10.148682014426306,Female,8.357858538568506,45,63425.54018141482,Divorced
60.60750895949711,Female,77.12186765674228,71,174225.9264394184,Divorced
60.910274860921646,Female,70.71869881651045,65,159147.7791177081,Married
65.69289257620126,Male,58.84955502990701,72,180458.28439943827,Single
59.16155000364469,Male,60.7902261376058,71,182808.28817393887,Married
81.81120496537184,Male,70.80013854020575,36,108230.34422514083,Divorced
3.8425169105616277,Female,-13.971921751182876,42,74524.61580637755,Single
90.17194733953556,Female,98.7302247029315,33,104412.79720562023,Single
77.47668680806177,Male,62.67696711807188,37,113765.81532564253,Married
25.745457482848902,Male,43.15070914537772,33,166038.60783189142,Single
68.66908902387225,Male,59.93478041486206,71,151884.76340884806,Single
41.618453052996855,Female,48.82392281873594,32,171900.67436089186,Married
40.95238714823439,Male,49.690757260336106,65,139989.7903808942,Divorced
43.9588715907778,Male,51.79880355025741,39,170296.31992278673,Divorced
55.180410663714795,Female,57.12379543264608,75,167662.0602390189,Divorced
83.98312006140219,Female,70.17828407902293,30,91842.45997827104,Single
64.20537775631914,Female,52.020474623191774,61,159600.9270665434,Divorced
92.7848420935047,Male,100.94875181059504,32,111975.71793442601,Married
31.22907309641665,Male,42.1342881451301,35,165953.9192916742,Married
64.13330987568747,Male,76.16339049358903,64,172189.54738960054,Divorced
87.63544888592463,Female,93.30233765910698,35,109372.50784376661,Divorced
36.36168319000506,Female,44.677985231877585,31,177312.41872010208,Married
6.148972256200949,Male,0.8180506287938538,40,60667.15594816893,Married
7.2889270201940874,Male,7.247245393149991,43,58574.41220591255,Married
59.3015836032942,Male,74.7229685483743,64,162015.60023842787,Single
88.52336682320913,Male,79.2874377672442,33,97741.55201940873,Married
84.5643427518682,Male,83.2438505763536,35,122393.04998985831,Single
13.189853991561591,Male,8.025371114001357,38,70650.19733030863,Married
41.64904692298861,Female,29.903522837929742,64,131039.38659577447,Single
79.17014023089237,Male,68.50772911243043,36,105388.70275375503,Married
6.970811158144542,Male,8.900548869769606,41,69612.63859134352,Single
10.121431237575983,Male,3.5416761257649867,40,68193.13270752727,Married
47.36797832400011,Male,46.717899520159975,63,132422.25020787618,Single
50.655266498336864,Female,48.93152289329751,54,127630.12298105095,Single
33.307169373484825,Male,32.29591845580038,65,122507.80425739741,Single
31.6357643515091,Female,34.34246990323146,31,173167.2843833475,Divorced
18.08759651616748,Female,18.632138914283075,37,68439.04759990498,Married
43.12738515468117,Female,36.69872757808707,60,119748.97655542032,Married
26.757693216324913,Male,18.88265499560914,33,165835.418706401,Single
44.457297038069825,Male,44.12440412266299,55,107260.82285033909,Married
87.72446498150899,Male,82.93577967483594,33,93659.3905652213,Divorced
36.44631611955298,Female,42.10490825234643,36,164340.34924559543,Divorced
42.90387324073575,Female,50.2625563903624,60,122793.33283687354,Married
34.62644233918052,Male,33.25784375999014,30,163248.3205032573,Divorced
57.851002154688814,Male,61.261231598044795,67,154022.18418563585,Single
83.89134479352313,Female,67.79884770761144,33,105384.21193986373,Single
14.236178369176528,Male,22.15027240123112,41,60834.32737513207,Single
37.367545388437016,Female,41.436068532876966,63,134663.07777002399,Married
41.88999821723627,Female,34.061450901350895,51,122873.03440302532,Divorced
34.17027809338464,Female,28.974783998221024,59,115533.46045877851,Divorced
12.639362365765656,Male,18.791929796626803,35,57989.6313774391,Divorced
83.63651083860591,Female,87.43212886371656,34,111435.17063659115,Single
41.62037033539913,Male,48.432510057496295,62,125945.8265244692,Married
35.766219086487595,Male,33.897499260749555,56,144243.80548120508,Married
84.09983831393313,Female,85.6124247932035,29,116271.63764454407,Single
43.754313074354954,Female,51.61224982998203,63,120588.61485827851,Single
63.688145981008944,Male,56.90657131154764,67,165340.98096819798,Single
36.61897947797607,Male,47.199603427861376,27,168550.83109058972,Divorced
62.864074215320144,Male,65.78755031881845,77,159479.43833927883,Single
93.0991435147133,Male,96.32078985403624,28,106223.60279670697,Divorced
30.56318879453738,Male,24.41506049494951,38,178821.863881909,Single
77.46059367648384,Male,75.29809272224298,34,116549.05411937398,Divorced
45.63104083611539,Male,63.74843658555086,59,121756.40540810364,Divorced
68.1143205168858,Male,72.0710742849695,66,159794.5899665764,Single
44.72683110157119,Male,45.25106905339543,63,142944.8345303603,Divorced
40.54693029221265,Male,48.646584614536295,20,169626.97460881813,Married
90.7174745476388,Female,101.06934933589599,28,117841.592844174,Divorced
36.83668291023932,Male,36.551925391243834,30,166411.75581651385,Single
38.30343775940193,Female,41.94101545075246,58,124405.95988753399,Single
31.088659496652106,Male,10.909773182928266,29,180007.75265135916,Divorced
45.78823884702894,Female,46.240665775722306,61,124188.432677559,Divorced
55.343039665121864,Male,57.63838509242415,70,151522.79967559892,Married
13.789640994638042,Male,12.757249581649003,39,49416.764823359335,Single
10.611505449749018,Female,10.413611895052217,37,50718.0442826066,Divorced
50.49923273432549,Male,45.65198169361261,64,120688.63890735467,Single
34.06262663351485,Female,36.10994827017137,40,181399.658014927,Divorced
16.671833060929913,Female,3.871108013439807,40,60733.22871706881,Single
43.74677880709079,Female,41.01285718053307,35,161590.93177977146,Married
60.54653240305646,Female,57.011283556672964,70,168519.10627004338,Divorced
60.12456988000331,Female,60.199008163587116,72,171542.22847774322,Married
97.53461936054478,Female,91.43993580049575,31,108984.84734901728,Divorced
36.38984150440319,Male,22.489764181570262,32,179349.57509021286,Single
37.139828172875774,Female,36.04176343652863,31,169918.98287596655,Divorced
36.79168091196195,Female,45.88361452513695,59,116879.89328025836,Divorced
37.70723405451989,Male,22.929803370883455,34,150054.70032748987,Divorced
44.73048226834812,Female,49.00467128701169,69,127200.19267975254,Divorced
85.09284738993412,Male,95.39736090175958,35,108286.90468767655,Married
56.51454137303739,Male,66.25869391133706,70,165866.6959077264,Divorced
42.32983224950105,Male,52.713582352964096,34,161484.78996922285,Single
81.8449735595739,Male,80.22575812171046,33,102746.5021436823,Divorced
17.46920762575016,Male,28.295402378624715,39,70459.48031383533,Married
5.882636146288142,Male,4.03111273396811,39,41419.656365921735,Divorced
37.09200964773128,Male,39.27468017620644,28,158270.7650528929,Divorced
66.17896954196954,Male,53.05406932619764,76,152844.5785506112,Single
