Gender,Satisfaction,Annual Income,Marital Status,Age,Happiness level
Male,19.777973472964412,62265.89887879698,Single,71,29.721283954352117
Female,79.0515117996263,77493.73844341091,Divorced,28,74.6369630109603
Male,14.041685034241317,60468.48028329113,Single,70,19.234106447661397
Male,18.35816191389753,51397.20817438609,Divorced,76,20.43415841277029
Male,10.288297988636305,57598.99248000507,Married,72,8.208755273041916
Male,70.95015257678324,89952.08167842081,Single,72,70.16450099450196
Male,48.164990309725965,71879.37026787238,Divorced,67,54.02490827271432
Female,18.01241386541085,19907.873570038282,Married,32,28.15248699292561
Male,20.947659867118315,24399.25247187933,Divorced,32,20.112820264388763
Male,22.315539966325254,28268.477177835404,Married,32,31.30886497382889
Male,27.80608228245281,27620.63561889043,Married,27,21.61572010878174
Female,71.6185001870005,70009.95432681858,Divorced,28,70.54833015650951
Male,68.82715539717485,87350.0081202167,Married,71,58.865170763513916
Male,35.36181220841979,73480.73507885226,Divorced,70,49.97646310410742
Female,35.550780037951945,62932.59165565248,Single,66,42.30110404267527
Male,72.33587319984574,74099.75479099236,Divorced,26,72.93991488073219
Male,70.76181951127407,73307.83551852917,Divorced,30,69.5746016933575
Female,21.2809509933156,57034.83151417961,Married,71,11.88694507851199
Female,7.01879024453185,63919.252637632024,Married,67,25.90495787763738
Female,28.140924996289527,59614.68502479842,Divorced,68,31.837740915134184
Female,69.8079089058118,70375.62952002892,Single,28,80.608617642112
Male,13.085529894336325,57474.85289898333,Married,74,11.192317839653093
Male,38.17876216760813,80678.07470766647,Divorced,71,30.343099044962997
Female,73.94635569128788,77630.71502534435,Married,31,71.87261786035593
Male,41.41093280324803,69581.76353931609,Single,68,48.1353292797625
Male,50.964407433442574,74363.11058572822,Divorced,70,43.5762642795098
Male,66.32407080543476,88441.63172651932,Married,69,61.758035833156235
Male,79.31770842014812,73336.54674018497,Single,30,84.79929368010792
Female,73.28393551054639,85338.0760426422,Single,67,84.08434429811267
Female,86.1906212222556,82127.33743850075,Married,71,87.9345724765438
Female,19.551576564144963,59883.89382830373,Married,68,17.99577280946334
Female,73.28290053742143,86122.16990514094,Single,73,62.970030098379425
Male,74.67856080355814,71850.00576920698,Single,20,78.41946229204333
Female,13.194112111855004,26210.17364369385,Single,30,4.267123153613571
Female,78.73540320282896,85516.43708195962,Single,78,78.71532894657243
Male,21.16720929372223,31815.112536397526,Single,26,14.954142807946212
Male,76.02670917719037,75435.47289852129,Married,31,73.7367152210743
Female,77.41238704851445,73095.40243294844,Divorced,35,70.99081838043493
Male,31.802139387865708,29347.0866480583,Single,36,29.269172500336936
Male,40.63199606403879,84084.01557493553,Married,75,52.34361011432959
Female,4.152351893095599,18915.951331963515,Divorced,30,-0.9396223939775963
Male,75.65399978995933,68919.10594989792,Single,32,71.14976612535519
Female,31.197143892278824,80812.41851341646,Single,68,26.606864858451768
Male,77.25936829476547,70371.71104464568,Married,31,90.3453108399666
Female,86.16430595253306,78593.23494607102,Divorced,23,88.52384704456588
Female,24.720269978738774,58753.77089614728,Divorced,67,18.7195024106831
Male,17.809923213160253,57137.77664961558,Married,69,14.912648150171858
Male,17.814874186504777,34886.16831853235,Divorced,31,6.8076694618213605
Female,68.56539538949093,77907.02183888506,Single,28,74.42892562039144
Male,73.97182595895667,73187.43837458809,Married,28,64.34274813456999
Male,48.39066029987795,69898.52229705936,Married,70,51.973993896064286
Female,54.217282548943636,80626.31598491225,Married,67,62.05547706394365
Female,83.1401814558594,79724.65321285663,Single,75,87.60518779394708
Female,23.23815765180079,29934.627566578216,Single,31,36.03576332306798
Female,29.48907928682506,59248.86094869313,Divorced,71,35.51184159964332
Male,37.07860947246073,66070.98904343841,Single,66,48.75438468926545
Male,2.5498658607788585,29317.83026379944,Divorced,34,-0.7451540552063567
Female,73.4081289630133,89268.59466134472,Single,67,80.43378841797512
Female,34.285804847443146,15881.542229963481,Single,33,42.63991983545098
Male,75.207338854296,89092.3309327088,Single,76,75.67276193073636
Female,65.57033050880514,83835.40858342344,Married,71,65.67384765005515
Male,65.79697790476214,87737.1621001206,Single,75,71.94994059223835
Male,42.97250573386491,64797.93222119112,Married,73,59.1677447419363
Male,22.240300820891335,63169.65956871741,Divorced,70,29.213958596191016
Male,74.92860411679496,65493.07436672434,Married,27,78.70256209371641
Female,38.05223791408563,76086.59647945818,Divorced,71,56.66567420391894
Male,46.43772407058269,83366.47509098556,Divorced,71,56.45959277654502
Male,57.760264752828355,88413.51842095386,Single,73,64.182419667337
Male,33.701478894706256,29764.332475818956,Married,32,30.74000975100526
Male,83.63026564914125,74273.01954363927,Single,26,73.49578727013035
Male,83.90778787882752,72988.98201740177,Single,30,72.55734911848415
Female,75.51197447681358,89121.54876495746,Single,28,56.82180983191013
Female,45.9962069233759,74785.03781146131,Divorced,73,45.36556923192871
Female,14.252660104850815,24734.102111279237,Divorced,32,10.904938444683381
Male,62.753561396278855,90782.15787837295,Single,74,63.75019247430368
Female,37.34921885808067,61542.05553353084,Married,65,39.48157300689451
Female,67.92466746595275,72018.5352997154,Married,25,69.92148748221926
Female,49.79417715136873,83263.212070368,Single,67,45.708590573248706
Male,29.170272618457112,60599.39544857351,Single,70,13.111457495877676
Male,77.41121603510054,69077.20046752408,Divorced,28,75.18034190541474
Male,33.55072415941722,59745.36625326319,Married,71,18.547367682078296
Female,42.66658373745094,85378.89042045693,Married,72,34.864568204164605
Male,37.8049470737392,80415.01236310607,Divorced,65,36.60669414088791
Male,36.1671817324319,74585.81812994798,Single,70,44.863855677726214
Male,35.99893525425632,79475.20220811036,Divorced,66,38.889464388791296
Male,69.49528043387897,71957.14881676373,Married,23,86.55750885564673
Male,58.04642011377475,84766.39170320511,Married,74,54.998495744968665
Male,81.93461403939247,73134.28731218804,Married,30,74.00412264156564
Female,50.10796311434856,72746.16234917735,Single,68,45.96962625523063
Female,73.56925336297274,69526.1447425346,Single,32,79.99660352209443
Female,28.821074493337484,28529.12772395839,Married,35,36.321453815093044
Male,96.0311788121719,72198.39488836078,Married,28,91.38350852256441
Male,67.0533846281194,93214.16097472768,Married,75,67.04137144577645
Female,22.344363755889624,25026.752789673184,Divorced,30,35.28265220399053
Male,77.08019251616793,76759.97850060542,Divorced,26,69.17113438694862
Female,16.23319044765936,26403.873677875108,Divorced,29,23.987205010072813
Male,45.239461902925555,69026.1205787773,Married,71,34.98935816797615
Male,22.320292767743247,67503.16933878549,Single,64,17.84085698902049
Female,76.50910049648351,76009.11540332611,Married,20,77.61322506287269
Female,39.66549010886417,76915.22395020885,Married,74,31.12958526617921
Female,60.414524107131136,87895.21706549643,Divorced,75,45.43049528275486
Female,51.79675023692713,78230.85290919237,Married,69,46.656896164605485
Male,61.595292004007256,87961.22149129339,Single,76,53.140948456969255
Male,75.54059430765228,83196.57243358443,Divorced,73,84.09494669447106
Female,9.031288599345114,26196.24642505255,Married,32,4.157766897637784
Male,37.292772743393726,76648.95642401208,Single,73,29.89479334579848
Male,23.85288006565406,30732.851074573377,Divorced,29,21.10337373461196
Female,13.234253869300392,25250.40924986975,Married,29,27.533251131320537
Male,20.749348398771694,21438.19834915756,Single,33,12.354160077337497
Male,50.30268652994001,78130.36508481766,Single,69,60.89621320613627
Male,71.56277039779346,80871.8185462064,Married,25,70.31339583902006
Female,67.30385614138551,93745.21048256225,Single,73,59.473650962585
Female,42.952264865157474,75747.34818424894,Divorced,71,39.10302434595794
Female,75.56059511890857,96859.35680562207,Married,74,85.76521520485294
Female,75.52454793140991,85991.01776620498,Divorced,75,76.90415296277747
Female,14.180287444016214,29145.499265057748,Divorced,29,5.443856681414106
Male,42.1821268696539,81621.9824945133,Single,68,30.20172416896756
Female,38.89449764327626,25245.64779993242,Divorced,30,28.25005879332123
Female,75.10620541443296,71254.3032790435,Single,32,80.79700812150645
Female,66.991094176987,88177.88253375512,Married,70,84.79648329992897
Female,68.35243497732898,67424.89665930804,Divorced,29,64.1592222627671
Male,42.35098917297898,72357.6865682695,Married,72,50.11399676184294
Female,33.30232268763972,67877.92807225835,Married,68,35.29295672634432
Female,42.65683873375637,77390.83774633614,Married,69,52.62643452050705
Male,71.69389218335775,75738.25887106339,Married,74,66.25489590114928
Female,32.10659611244636,75151.76851440154,Divorced,70,32.87602498649556
Male,35.00755645770756,54825.097954318735,Single,72,28.21641228908547
Female,75.84136477424366,76529.4609252656,Married,36,83.49659090960768
Male,50.31857314102714,69333.8366312799,Divorced,71,43.485400606156965
Male,16.544309340505947,64729.22586237904,Married,67,18.004346248695875
Female,11.211555958234365,28031.247159531096,Married,35,17.85075694179242
Male,68.40927365772458,87170.96570425658,Single,74,80.0980135692453
Female,20.460546039556817,35569.008817803944,Single,30,22.93576578624464
Male,62.6985043414164,96133.31516687258,Divorced,65,56.35552618662469
Female,52.70226320387912,78918.19109024983,Divorced,66,63.113210270208754
Female,22.369476765591383,61651.26748576306,Married,71,32.5165331409156
Female,50.62475072791426,81337.1950883706,Divorced,64,51.64377817242872
Male,81.43379369620433,76576.90090091822,Divorced,75,84.35585194130468
Female,47.68971396707737,80413.06001538967,Single,68,35.87227367890591
Female,73.89821610830006,68690.93534886595,Divorced,27,78.91751952570561
Male,80.14163640766179,91484.83563628487,Single,73,97.6106922929199
Female,71.03317927058963,88042.07756541445,Single,77,62.69308391966203
Male,46.48018836954333,81504.5563590014,Married,71,43.95937854643455
Male,12.03343217858162,28369.46565072553,Married,33,19.765960582785645
Male,75.05352820759164,73561.20217732944,Married,24,75.59453443591036
Male,30.96927937637435,61509.20497970084,Divorced,72,25.761446105179424
Male,21.754452805554084,31365.300679505668,Divorced,35,35.53484868619543
Male,83.86743379614569,90970.07871898852,Married,71,86.72103777920151
Male,70.42228788460184,71616.95121338933,Married,25,69.82407935360216
Male,35.11190052669215,54398.49190176102,Single,69,33.61287340727776
Male,76.17790199882944,65879.88593707702,Single,23,81.40978146005678
Male,81.44700876813585,68148.94107426134,Married,28,80.52839448470073
Female,77.21203924711587,85831.20444600901,Single,25,82.31421495520685
Male,76.14200139901783,89840.5316516233,Married,74,72.63001067644304
Male,65.27590546843074,82551.2450246588,Single,75,67.08586742131459
Female,37.77691152531491,67277.36508035193,Divorced,70,30.53692054574126
Male,40.893390970823404,81259.91104904714,Married,67,53.47623224200665
Male,12.57906786433692,22951.98547763846,Divorced,29,27.030074270549054
Male,21.04145703316209,57430.356931639086,Divorced,71,10.944188103606972
Male,61.741081284951754,77984.47744193475,Married,66,66.5999368195497
Female,82.21646533549229,75736.95594373308,Divorced,28,70.94347543292767
Female,87.53617683540168,92244.51297724868,Divorced,78,92.07760613438441
Male,85.59374550762271,68917.32224044978,Single,29,92.74739712875106
Male,65.9103925884911,93189.9512101583,Divorced,73,61.05671256445975
Female,26.140862859473692,21960.826912971672,Divorced,34,24.73112508473165
Male,77.54556136671476,74737.54150311308,Married,28,76.30943934220235
Female,80.17274865500067,74610.4036907011,Single,24,86.62635166085545
Female,59.39290556762508,88544.56994881974,Married,68,73.54069891903626
Female,38.30630516970677,24647.348171926133,Married,35,37.99103376739359
Male,71.06493857796085,84061.90349486159,Divorced,68,54.485812957537576
Male,25.53351059730209,66243.77734151138,Divorced,67,26.928679545547734
Female,66.79147048632726,80296.30131184187,Married,71,70.44585123280788
Male,20.575964275423388,62010.866206475104,Divorced,65,15.7908459672351
Male,72.96009409132691,90163.44869830874,Divorced,75,66.0519440755784
Female,16.451408628834443,60125.12177488925,Single,70,4.9855348822965535
Female,15.092598381607566,49974.85015685683,Divorced,74,35.692622297702684
Female,26.898947471829427,28524.887369678854,Single,24,28.513035873942453
Male,54.065794132642814,79558.10562273141,Single,67,61.06077501027835
Female,21.600497965542356,56456.85803645124,Married,73,32.527800574925536
Female,24.024762652169663,64241.971082398115,Single,71,37.074872734059966
Male,81.67748390660925,88899.11097031637,Single,75,78.26566276042173
Female,73.97824008496843,84624.7615129761,Married,73,61.34591589346925
Female,29.991491185463474,58433.34485408239,Married,73,38.8767076595328
Female,76.50201175337895,84706.75012605017,Married,77,78.69135275089175
Female,67.49007539682482,86813.46468970258,Divorced,78,76.58869608830851
Female,58.08911179815951,77344.36784350661,Married,74,63.667021678920506
Female,25.02847290526914,64117.29396214634,Single,68,35.08430646120189
Male,20.099518532585336,27734.10163068712,Married,30,15.59119351247459
Female,72.5866505367683,85687.57535306898,Divorced,70,70.05191897191541
Female,26.06170525642955,23352.545478349435,Divorced,31,25.582246118752682
Male,29.260917780836518,64283.03950616275,Single,70,31.536486737917137
Male,43.54469668254154,79658.21451235567,Single,70,49.551974463633364
Female,13.520391402058326,58709.70398383244,Single,68,19.59412623797326
Male,72.54135229791419,88027.43809487634,Divorced,70,66.44642247550843
Female,30.42217436101103,61681.85264014425,Divorced,71,28.977333850253668
Male,69.26476562542959,93809.63551369522,Divorced,78,62.80076003232973
Male,52.88282004868518,81242.27153228654,Married,73,29.457130288337403
Female,29.235954363152377,31702.88669716089,Single,30,32.60990045418545
Male,19.41312821913785,18129.145353180378,Single,32,21.176540169903596
Female,87.71295228157027,86432.93763182288,Single,76,93.00726536120318
Female,16.918704819894653,59333.856300325104,Married,73,18.684627803964432
Female,85.55008670473566,69391.94424881923,Divorced,29,85.41044338896626
Male,69.06413329153301,88413.84396055911,Divorced,71,70.4292405947973
Female,36.04959408939977,58905.3637036533,Divorced,67,34.72376103461318
Female,15.432106652710726,26572.49506106863,Single,37,0.28008699559424777
Female,76.57250009267672,70111.8503118979,Single,32,79.53685601976682
Female,23.40149767608466,54866.17123842189,Married,69,9.493267176044013
Male,45.68020708347975,80943.35728785452,Single,73,43.84393685013073
Male,70.3547560332105,88941.54976123084,Divorced,68,90.14521392683923
Female,84.25474117628369,70677.11032083465,Married,27,82.44123648888777
Male,78.31282099754239,70792.29869329353,Divorced,25,71.28078652589431
Male,61.00351763910053,90109.17476942806,Single,74,65.34255447345113
Male,40.2051231819667,77039.61919000029,Single,68,38.79071151265243
Male,35.958005392932264,59117.57533808349,Divorced,69,34.777655500173836
Female,78.94259502852526,85126.68448661662,Single,74,83.86021258447235
Male,23.257522542057643,50622.29927317842,Divorced,69,34.15075603820195
Male,76.57753713492681,70121.50384132475,Married,27,74.68380318608233
Male,75.51195547821939,76361.2277036698,Single,35,65.21455813784661
Female,43.06560798802437,73756.42174664323,Single,68,45.49102499850438
Male,39.34054465752847,71875.46793271624,Single,63,44.52078802570539
Female,19.03805671308481,54965.55898240504,Single,70,12.673020157506635
Female,70.5569713055537,97564.99484892105,Married,74,75.38356976712939
Female,83.77357675524868,77444.73864388265,Divorced,29,89.30773589128883
Male,70.57445330237377,93543.39241319007,Single,74,83.82310489116033
Female,77.22246803889452,80757.86802842093,Married,27,72.74300714283233
Male,56.4369632129289,70299.34752635757,Single,70,59.7789032417918
Female,36.15062864405961,52376.18961063534,Single,71,34.26936623863277
Female,23.417604243658722,54794.63143821139,Single,69,7.669187525935344
Female,73.40771981441654,63081.97280764859,Single,29,67.2502832354067
Male,24.68000612295562,26575.096448559547,Divorced,30,24.9421934486552
Female,63.7202025796663,88433.65863593628,Married,74,55.45687109188282
Male,10.437485156868078,58290.595816957015,Married,67,15.31580297308506
Female,85.41283307470948,75158.69009174197,Divorced,25,87.40002564877835
Male,71.72276344277458,88403.21810942289,Divorced,71,72.05792880020034
Male,32.18966675897812,58458.27431152254,Single,68,22.10146967455332
Female,74.16308723185716,81233.01244611794,Single,76,70.05221804375986
Male,77.08383412199285,74027.24593689383,Single,29,55.71701688226594
Male,75.43374831488148,82596.96024593459,Divorced,71,86.66849209767355
Male,22.022108877981967,57364.93485171868,Single,67,37.02054638361978
Male,20.14030512550983,58148.8528523899,Divorced,69,15.719938797859873
Male,38.937427277066604,86261.32503223006,Married,67,33.479405834287896
Male,21.788153388917046,30410.569672362413,Divorced,29,30.652738754748725
Female,9.62149726985644,28416.727097790383,Married,30,12.261227730384226
Female,79.4119053925987,69656.52353693737,Divorced,22,74.55518322607617
Male,11.171530943390755,22910.667763457277,Single,29,18.53684866558877
Male,34.288831473767836,71652.64866496008,Divorced,75,30.60361493829988
Female,53.96131067531421,76006.85054483198,Single,28,47.87721387483815
Male,29.898158434888174,54135.91812312843,Single,70,35.630292036750824
Female,29.41428560855133,60911.79777956931,Divorced,68,36.83038773864344
Female,48.229225372010646,80015.25359790564,Married,67,55.88678593516705
Male,60.878571457503156,88505.43587762637,Single,73,56.06437591553234
Male,16.19723049445988,25385.252032393786,Married,29,0.5963389404441681
Male,40.62057730401824,74844.99370814845,Single,67,37.94763287337582
Female,61.87746221199496,70647.06635195299,Married,74,70.64082811315458
Female,71.14117856813323,74396.519415358,Single,24,69.51326274969414
Male,76.84563550993737,91343.82628377604,Single,72,68.69260510503369
Female,69.80220847479112,72502.41206859257,Single,24,61.57861977524475
Female,80.98941023902927,80028.33543789896,Single,31,91.10408685602467
Male,65.49185417616765,86680.48253787444,Married,77,60.3460962965386
Female,27.3963655777484,59283.6808502173,Married,67,5.724119906671348
Female,77.39993896447218,67121.27775051536,Single,25,86.23192870047144
Male,65.65284286053384,82475.87583791927,Married,72,64.46939519509701
Female,26.70673866973173,61767.4855371288,Single,68,29.5842374715729
Male,81.78763208519123,77648.97543866339,Married,30,84.88171887123565
Female,20.226879876605352,61524.96145373565,Divorced,71,23.778283054267845
Male,20.713566335719477,31392.845951634037,Single,31,22.327743340879582
Female,77.94636327730669,75182.41887284136,Divorced,29,89.0598124234712
Male,71.27927372896227,72039.18172201746,Divorced,22,62.582733808331874
Female,63.944558034946816,67580.15156696836,Married,27,78.31284641611653
Male,51.49737308347001,80972.78788599756,Single,66,53.66925522564216
Female,83.43047522526138,69997.55294946548,Married,26,79.1441450963827
Female,79.97785038900258,70331.19919762445,Married,22,79.81351718465825
Female,24.785529709920826,62308.936729890105,Divorced,72,23.815378991476557
Female,24.90919575585007,63880.39766016013,Married,72,37.926687606476136
Female,78.21418900437769,74518.35765298772,Married,27,85.3938176805135
Female,26.871440207023987,26120.02588522734,Married,37,45.52214937170503
Female,41.93745402379025,77889.14195225146,Single,75,62.12769846898597
Male,67.77490174159115,78423.85579337581,Divorced,30,70.56586713591432
Male,21.76918516890157,60018.67006184803,Married,62,15.698560628829204
Female,11.691513696977225,61667.844717910455,Married,67,7.061389628744986
Male,57.10235391297199,84306.53390241772,Married,69,51.680396068927585
Female,25.64101446473768,34193.71696758614,Divorced,35,30.118969618027982
Female,26.503332659439867,20589.85231862204,Married,26,26.066108054254414
Male,68.76770718520677,73322.09738227485,Married,28,70.82652266830596
Male,64.69241692395985,78578.60078874762,Divorced,75,69.28788810516282
Female,43.01456224833385,83639.01610453837,Divorced,76,27.88825817126665
Male,77.84313400168871,76928.18774967235,Single,25,76.99926171490662
Male,16.574115035072865,25561.93075850657,Married,28,35.49861943789433
Female,74.33298998728387,82815.74214984954,Single,74,81.05304087399777
Male,25.69659279970986,28779.568419918352,Divorced,29,27.13457881918553
Male,35.38795295285529,49415.0429307066,Single,66,31.753736151236804
Female,27.564849508319522,28379.728745459415,Married,37,40.53903881172571
Male,14.865617399729656,33041.558911911925,Married,34,14.521500898801893
Male,25.405117794390495,61655.17836895806,Married,70,29.31984022611586
Female,74.22454579463191,93009.01993296549,Divorced,75,66.55768409615382
Male,70.21121532206274,82490.23477834622,Divorced,74,68.07808440023088
Male,78.7240618163294,71818.43823191455,Divorced,23,77.74844608912929
Male,38.617959125206234,61987.65092947162,Divorced,68,38.231215367387016
Male,15.39284857711501,25049.253416224834,Divorced,36,17.42766085783707
Male,24.478135914090547,23246.016480559338,Divorced,35,17.111851673636156
Male,25.67792726608011,64535.11933052562,Married,71,43.0013092922939
Female,50.31563448254022,79114.3818207754,Divorced,74,49.93797145069635
Male,42.154543792762084,69051.05070588172,Married,70,45.927060953597866
Female,77.49971799246663,74965.36623236054,Single,28,76.95767166081015
Female,23.06435042448264,57117.806623411656,Divorced,66,35.26264612646315
Female,55.48685918127892,75162.39503166382,Divorced,70,57.865207645534966
Male,72.00431951226196,70958.70045378881,Single,27,62.744067928531976
Male,87.21277980564645,77656.2051650519,Single,27,87.85466513466106
Female,36.08739456746093,72991.44020068622,Divorced,67,39.088615751812696
Male,63.43404798845509,75002.7514303875,Divorced,27,54.510870423805315
Female,84.4179400726955,71118.4711470939,Divorced,20,86.06400215406582
Female,70.39829599981147,88485.17971883694,Single,72,68.35540840846983
Male,61.16007146537278,85023.03641337797,Divorced,67,67.96034970887668
Female,20.308248182547665,55903.763252232486,Single,66,17.05850192264052
Female,17.717928486930994,23329.606610873067,Divorced,31,16.803957033153758
Female,45.15021965100198,80213.50806367082,Single,73,29.860836111461214
Female,21.69032186012329,54440.77596850137,Divorced,73,17.342699551730707
Male,11.941429046685434,27195.385510400592,Divorced,27,10.00473620174839
Male,45.61572304344456,77640.87634074749,Divorced,73,37.224764082920935
Female,61.44227347122329,90570.05122589463,Divorced,72,71.77785615585645
Female,79.74117127939273,74886.66961579521,Single,25,84.03079566235195
Female,54.383627578299006,78150.67628628822,Divorced,70,61.546632952120746
Male,12.584509436448867,35265.52838057055,Divorced,36,10.926283568893453
Male,13.941314107861206,15000.0,Single,34,-0.5501272918635269
Male,50.02745247684739,83673.41357447831,Married,66,55.240811614915344
Male,22.035039329675666,58738.0001192219,Divorced,74,9.973976513703866
Female,72.25269923960633,88021.17889196024,Married,76,82.39478920721614
Male,63.79809529766411,77879.72092975257,Married,63,54.45255997085218
Male,28.898983641608627,25434.53316974963,Divorced,29,48.019928099292635
Male,68.00741884812075,92539.01397047684,Divorced,75,78.92972924772303
Female,66.65080682291898,82735.52142478146,Married,77,63.6740005343717
Female,75.308555213304,73879.40306345842,Married,28,74.50658354815121
Male,49.60547100910202,74876.66224586462,Single,67,51.397611025903345
Male,20.30260574062948,58387.96325807472,Single,69,37.62109728226041
Female,40.47903486177332,62325.32282511469,Divorced,69,32.74114676301281
Female,26.198313732420182,55962.36717560176,Married,69,28.341920587732222
Male,27.609748737903335,61544.070344017826,Single,71,28.119121764346627
Male,54.32826616191888,92273.760475841,Divorced,76,49.58471143520698
Female,35.08492681068886,69706.92053431936,Divorced,70,17.468680878503893
Male,31.250502196881317,62428.8107040817,Single,77,22.09958558917935
Male,14.389228735547025,24208.61275746779,Single,39,30.23235124643581
Male,18.753687536969558,18542.98972495417,Married,29,18.198001456299117
Female,23.113388289994486,28672.280280688545,Divorced,30,17.585827234766693
Male,11.211865760416513,61174.265837500454,Married,74,13.491340235616434
Male,46.769785266478095,86352.66843106714,Married,67,27.384974392274156
Male,67.83918886317284,96664.7934722259,Married,72,63.557406964232584
Male,82.14438473299845,63196.20921686418,Single,28,96.41935994312891
Female,17.10894226918365,57299.63488073935,Divorced,77,11.124408838719386
Male,16.55505209121646,58104.802268744716,Divorced,73,9.409191732604494
Male,13.779432743206105,26167.226000823837,Single,29,10.054735856323866
Male,72.26580583948538,82883.3269053941,Married,75,92.54195981117684
Male,47.95350448138118,78378.55696315048,Divorced,75,45.47699180242744
Male,49.88768245730847,69155.27388201831,Single,74,51.637707380272836
Female,33.76112646990627,67377.91127950209,Divorced,74,33.110813267284826
Female,32.12052934388502,62021.08413349106,Single,64,33.637310027328226
Female,21.69209363343885,21281.002988512628,Divorced,30,16.69716761853014
Male,17.199287745976797,54885.8844549457,Married,71,8.259942796201546
Female,22.558176129367553,67412.88876308574,Single,66,38.33699822611537
Male,24.683786064804515,66406.20177004866,Single,73,24.827246764566947
Female,37.04403152921646,77299.98632954294,Divorced,73,32.810781244878555
Female,34.99694037264205,68769.02306011559,Divorced,78,44.816506447023215
Male,43.07270068008124,71913.90246967155,Divorced,64,37.47711596541808
Female,26.446051739686826,58023.472580575595,Divorced,68,7.5474031725951605
Male,11.80186470519222,23422.83068767254,Divorced,27,4.656872176137135
Female,29.79918537638574,32033.51216326409,Divorced,28,30.74038878808406
Female,32.19000247057453,77689.97848919973,Married,70,15.8030715859733
Male,23.352179322065204,65942.25835594322,Divorced,70,19.651029362206984
Female,51.19046441402236,80018.90548877124,Married,69,52.03379437874715
Male,25.56811648264635,24950.152014683743,Single,36,25.283235057106186
Female,76.74454621148944,88447.5644694274,Divorced,73,85.36369171104482
Female,83.53780959810913,72599.79045956527,Married,29,75.70886266764897
Female,76.11130430698805,75007.23888236411,Married,29,74.63480159102666
Female,66.41481325203122,89290.35409763701,Divorced,75,59.16593628982215
Male,36.63816863215358,21819.58476396645,Married,33,47.53300528334073
Female,77.4131697823196,67984.72378509639,Single,31,67.06738237752637
Male,75.4935451296846,77893.09483685793,Single,21,81.14221937113005
