Annual Income,Sex,Renew,Years after high school graduation,Education Level,Hours Online,Brand Loyalty,Years subscribed,Marital Status,Location Code,City
50110.948187200214,F,No,33.0,Graduate School,6.335217645812773,-0.28198459195957154,1.0,Divorced,Rural,Manchester
48731.93183605532,M,Yes,33.0,Graduate School,4.604736204210651,-0.1345644898977453,5.0,Divorced,Urban,New Castle
60236.805973782975,F,Yes,44.0,College,5.237908270111047,-0.4331823229887423,4.0,Divorced,Urban,New Castle
71411.28244978479,M,No,43.0,High School,5.490926409965478,0.2424280451750451,4.0,Single,Rural,London
34235.64667575921,F,,41.0,College,6.492435322336886,0.3329511227429267,3.0,Single,Rural,New Castle
54941.22931372177,M,No,32.0,High School,8.199677680570455,-0.6044911647567667,4.0,Married,Rural,Manchester
,M,Yes,32.0,High School,3.5337577233295736,0.3952100146471111,6.0,Single,Urban,Manchester
58230.992659154435,M,Yes,34.0,High School,2.7825016387486134,0.11465567447632857,,Single,Urban,Manchester
82779.35923984542,F,Yes,38.0,Graduate School,5.216057097057862,-0.36546983813613504,3.0,Divorced,,Manchester
46727.19413614599,M,No,33.0,High School,5.344092006151869,-0.04288351269538268,3.0,Single,Rural,New Castle
74095.93707266382,M,No,44.0,Graduate School,4.843749146103456,-0.1878995487581886,2.0,,Rural,London
74165.24494327148,F,Yes,34.0,College,4.186913263921042,0.8182204399368425,7.0,Married,Urban,London
46446.50013594563,F,,36.0,,4.1025634016271875,0.7789458404204085,3.0,Divorced,Suburban,London
47308.5546886795,M,Yes,37.0,College,5.733437229962602,,4.0,Divorced,Urban,Manchester
81532.28382550545,F,No,28.0,College,6.35194965609069,-0.1166305185558267,4.0,Married,Urban,London
45411.93880031584,M,Yes,22.0,Graduate School,5.079935903632356,-0.1820167641261205,6.0,Single,Rural,Manchester
51422.68527635187,F,Yes,40.0,College,3.3896764766847425,0.8476778247312033,4.0,Divorced,Urban,Manchester
55412.768808791225,M,No,35.0,Graduate School,8.528878432893622,-1.2225534299275722,,Divorced,Rural,
32098.626856479426,M,No,,Graduate School,7.390103804606891,-0.6129504161601973,2.0,Divorced,Urban,Manchester
63767.29592617055,M,No,48.0,High School,5.326666517364135,0.6457981193140544,5.0,Married,Rural,Manchester
53789.93167051827,M,No,44.0,High School,,0.33531136969351766,2.0,Single,Rural,Manchester
47734.1020863389,M,No,,High School,6.72695121696369,-0.03434237311846419,3.0,Married,Rural,Manchester
52266.84322220221,M,Yes,36.0,College,4.392574215034686,0.7382061613033486,4.0,Divorced,Rural,New Castle
49768.71289112698,M,No,28.0,College,8.109018572424807,-0.08703024446293645,4.0,Married,Rural,New Castle
73054.0749197006,M,No,43.0,Graduate School,5.314328421810388,0.7388172979228871,6.0,Married,Rural,London
24957.211467446472,F,No,41.0,Graduate School,5.939063676330576,0.14940088999572357,5.0,Married,,London
75540.15302878714,F,No,35.0,Graduate School,6.312813285270338,-0.4558359399757942,1.0,Divorced,Rural,London
50900.258461426114,F,Yes,42.0,High School,2.6075365709062432,1.1178063999806964,5.0,Single,Rural,London
,M,Yes,30.0,High School,1.4125158622331044,0.8457647589162451,,Divorced,Urban,London
47768.59864309504,F,Yes,35.0,Graduate School,5.731272462599491,0.16987423446163202,5.0,Divorced,,London
30634.906987224495,M,No,49.0,Graduate School,6.493727069163137,-0.20424611066583542,4.0,Married,Urban,London
73508.41683660435,M,Yes,37.0,High School,4.6014975381414835,0.2420748494203742,3.0,Single,Urban,Manchester
72146.78111472457,F,Yes,31.0,College,3.674282257376838,0.869048663228285,5.0,Divorced,Suburban,London
42361.17659255975,F,Yes,36.0,College,4.581424015700627,0.2201256958249652,2.0,Divorced,Urban,New Castle
51951.56055835456,F,No,42.0,College,4.616059896779172,-0.05607672159114785,4.0,Married,Suburban,London
64928.30073678127,M,Yes,35.0,Graduate School,3.7173297585599157,0.26667618078347943,6.0,Single,Urban,New Castle
56227.13040681656,F,No,41.0,College,8.22281716886453,-0.6245825040262918,5.0,Divorced,Rural,New Castle
59929.724031323676,M,No,45.0,College,6.600918994547073,-0.4757973467235117,3.0,Divorced,Suburban,London
46151.38420666614,F,Yes,23.0,High School,7.395680350428666,0.05720283309051298,2.0,Divorced,Suburban,Manchester
53972.01592633797,M,No,28.0,High School,5.767177856917584,-0.28240076332793473,2.0,Single,Rural,London
65759.82289680079,M,Yes,40.0,Graduate School,3.322013656209255,0.2152732387294066,5.0,Single,Urban,New Castle
58468.91869466865,F,No,43.0,Graduate School,6.6016085467532015,-0.5500730056443299,4.0,Married,Rural,London
51384.91091078042,M,Yes,41.0,College,4.798415900639112,0.6012060452162155,4.0,Divorced,Urban,New Castle
62928.14093371549,F,Yes,27.0,College,4.4283996008129325,0.24276752948998287,5.0,Divorced,Urban,New Castle
59598.80089676462,F,No,41.0,High School,7.933428897580887,-0.6614443264443364,4.0,Divorced,Suburban,Manchester
38431.05165393374,F,No,40.0,Graduate School,5.313454603733439,-0.14496754662368277,4.0,Single,Rural,London
52503.88252745808,F,No,40.0,College,5.37311639021705,-0.6074541398596128,3.0,Married,Suburban,Manchester
51123.732374313826,M,Yes,45.0,College,3.9754077842385103,0.44749728318507126,5.0,Divorced,Urban,London
35458.177736718666,M,No,52.0,High School,7.352352216867848,0.19197066160736176,3.0,Married,Suburban,London
41066.45627758505,M,Yes,30.0,High School,4.660805017712706,0.4573525108315907,5.0,Single,Urban,London
,F,Yes,47.0,College,3.688862817455369,0.3458772499292159,5.0,Married,Rural,London
62508.09308329225,M,Yes,29.0,High School,4.487085037591594,0.8145463634010511,4.0,Divorced,Suburban,New Castle
50257.39318380495,F,No,43.0,High School,5.60584435079419,0.04093530106493315,3.0,Married,Rural,Manchester
59131.4767452538,F,Yes,39.0,College,5.966992600745382,-0.26085665618806236,4.0,,Rural,Manchester
62065.1530449079,F,No,46.0,High School,3.3267734103757123,0.4750710202884378,4.0,Married,Rural,Manchester
45596.18752675039,F,No,26.0,Graduate School,6.772512188103263,0.30364717217718007,5.0,Married,Rural,Manchester
47132.29425058117,F,No,43.0,Graduate School,4.918339805607563,-0.30237192071012425,3.0,Married,Suburban,Manchester
53850.26714477077,F,,37.0,College,4.331152336526046,0.3605377826680062,4.0,Married,Rural,New Castle
54430.59297476722,F,Yes,28.0,Graduate School,5.898531845117826,0.13945017662371856,3.0,Divorced,Suburban,London
47016.52384098389,M,No,42.0,High School,4.062136461399909,-0.7090265792811331,4.0,Divorced,Rural,Manchester
70706.75615760611,M,No,31.0,Graduate School,4.230407150074802,-0.06470443499307799,3.0,Divorced,Rural,New Castle
52852.49672804212,F,No,31.0,High School,4.354742503471155,0.4164222937744968,,Married,Rural,New Castle
50127.75550923786,,Yes,46.0,College,5.803225372814541,0.19070973214386636,4.0,Single,Urban,Manchester
46272.1987891851,M,Yes,42.0,Graduate School,7.09268663101175,-0.519434759424111,3.0,Divorced,Suburban,Manchester
52710.01458579644,M,No,42.0,High School,7.125634484597665,0.6976303990498208,4.0,Married,Suburban,London
44778.62337693994,M,Yes,,Graduate School,6.616258175030054,0.024619484502800153,,Single,Urban,New Castle
51096.92396918596,M,Yes,28.0,College,5.561157700614745,0.21354782672646533,5.0,Single,Urban,London
71575.47675827879,M,No,35.0,College,7.770112192099562,-0.3191672347367217,4.0,Married,Rural,New Castle
53712.28283381473,M,Yes,31.0,College,3.3972136873784713,0.26593956516511463,7.0,Married,Urban,New Castle
43833.93386820448,F,No,45.0,Graduate School,4.111780807261859,-0.10723957891377997,2.0,Married,Rural,New Castle
61631.15356182515,M,No,38.0,High School,6.531837139391453,-0.40375187345393815,2.0,Single,Suburban,New Castle
48683.31381730857,F,Yes,26.0,College,3.7291582262708016,0.4876033574247146,8.0,Single,Urban,New Castle
56663.129308900905,F,No,36.0,College,7.493021943198361,0.10447351979250333,3.0,Married,Suburban,Manchester
75911.5074762732,F,Yes,39.0,High School,4.895560208793791,-0.3636691250287279,4.0,Divorced,Urban,New Castle
70660.34035829008,M,Yes,32.0,College,,0.8591230246566767,4.0,Single,Urban,
52107.133382844804,F,No,30.0,High School,6.695456586236338,0.09597902830444387,4.0,Married,Rural,London
60418.13069481487,M,Yes,,High School,5.910190580406526,,4.0,Divorced,Urban,New Castle
63166.281387510426,M,No,33.0,Graduate School,5.9765336100672375,-0.7724175470843554,4.0,Married,Rural,New Castle
42659.41183841948,F,,40.0,High School,5.158998100988221,0.38308712764403885,5.0,Single,Urban,New Castle
63301.674169969374,F,Yes,34.0,Graduate School,3.8682562040493065,0.5360310554904602,6.0,Divorced,Urban,London
59611.22365388804,F,No,20.0,College,8.149990913129525,-0.3930403887419975,4.0,Divorced,Suburban,London
53112.31966165322,F,Yes,47.0,High School,6.725477570255404,0.23953425308287213,2.0,Married,Urban,London
64484.57774119756,M,Yes,38.0,Graduate School,4.572067973272817,0.7379435508023197,5.0,Divorced,Suburban,Manchester
51385.403531058335,M,No,29.0,High School,5.782674123411137,0.02553009451228802,2.0,Married,Rural,Manchester
54929.8627436456,M,Yes,26.0,Graduate School,5.5545273572206835,0.10195604507464612,5.0,Married,Suburban,London
60143.41352517584,M,Yes,44.0,Graduate School,5.615123418857263,0.4412463557956036,4.0,Single,Suburban,New Castle
52616.54053774034,M,Yes,28.0,High School,5.396488270599566,-0.6273621140817487,3.0,Divorced,Urban,London
62402.60140305883,F,No,41.0,High School,,0.2924151800136843,3.0,Married,Rural,New Castle
35368.05650015111,F,Yes,35.0,High School,2.0754168686205112,0.4927983300843868,5.0,,Suburban,London
51297.12255247746,M,Yes,30.0,College,4.234896250648045,0.07826758677502418,8.0,Married,Urban,London
30712.877062048523,F,No,25.0,College,6.75898218329392,-0.4994564407765808,2.0,Single,Rural,London
52977.76310711387,M,Yes,33.0,College,6.565712574240091,0.12073110795137353,4.0,Single,Urban,Manchester
69061.2659569452,M,Yes,39.0,Graduate School,1.0,0.6605950939389201,7.0,Divorced,Urban,Manchester
63332.72358474585,M,Yes,30.0,Graduate School,3.3864094430218277,0.49079801809836193,5.0,Single,Urban,Manchester
61890.725688435115,M,Yes,49.0,High School,3.99324022924643,1.05495812288392,7.0,Divorced,Urban,New Castle
54286.501993504164,F,Yes,36.0,High School,2.625744307655447,0.30883524313154065,5.0,Single,Urban,London
54930.98384294263,M,Yes,42.0,Graduate School,3.0296248118648434,0.13076215546053854,6.0,Married,Urban,New Castle
31659.730267176892,F,Yes,40.0,College,5.547387799293915,0.09830419113611467,3.0,Married,Urban,London
39619.753590788285,M,No,,High School,4.459989626882262,0.14188284436371001,3.0,Married,Rural,London
79676.6984118075,F,No,30.0,College,5.164821881552272,,2.0,Married,Suburban,Manchester
57808.76379020602,F,No,41.0,College,5.976238813538969,0.1544696170367244,4.0,Married,Rural,New Castle
49576.22940270155,F,No,41.0,High School,6.825588450264029,,2.0,Married,Suburban,London
78977.48415246085,F,Yes,26.0,High School,4.172741807019117,0.2609217944734296,4.0,Single,Suburban,New Castle
47195.30604217489,M,Yes,30.0,High School,4.7523873343477465,-0.9410092136036243,5.0,Single,Suburban,Manchester
61632.0044586511,F,Yes,32.0,College,3.088040104500394,0.18366901470972252,5.0,Divorced,Urban,New Castle
58942.14926586592,F,Yes,31.0,Graduate School,5.41962937478305,-0.5822503148380038,7.0,Divorced,Suburban,Manchester
51494.00124420396,M,No,25.0,Graduate School,5.230675358301985,0.7071157433247836,3.0,Married,Urban,London
76569.0311800064,M,Yes,45.0,High School,7.43330157006044,0.09727953578011242,3.0,Divorced,Suburban,Manchester
58138.540377494304,M,No,32.0,Graduate School,7.090948126262473,-0.5072480999946208,4.0,Single,Rural,Manchester
59121.33801289679,M,Yes,33.0,College,4.710563751318818,1.2597823424330077,3.0,Single,Urban,New Castle
49243.74033208019,M,No,40.0,Graduate School,5.623223568595551,0.1493766540026644,4.0,Divorced,Rural,New Castle
48954.96565469364,F,Yes,33.0,College,4.808328353445657,-0.18146510920743425,4.0,Divorced,Urban,New Castle
53661.0952288898,F,,34.0,College,3.4946194228446776,0.41206331864604967,5.0,Divorced,Suburban,London
72425.64837299849,M,Yes,39.0,Graduate School,5.1395520889030575,0.5316961568788177,4.0,Single,Urban,London
66011.59553381948,M,No,25.0,College,4.993881007364731,0.531064028598258,3.0,Married,Suburban,New Castle
61471.13410124943,M,Yes,42.0,High School,4.141309071529381,0.33376287741090016,4.0,Divorced,Urban,Manchester
63407.290853579645,F,No,47.0,Graduate School,6.01976961858243,-0.9852893139191916,3.0,Divorced,Suburban,Manchester
,M,No,37.0,Graduate School,5.099656748157263,-0.630899002896932,2.0,Single,Rural,Manchester
71434.48333881726,F,No,43.0,College,5.665909393686016,0.23404480239949013,3.0,Married,Rural,New Castle
61024.75434715451,F,Yes,37.0,High School,4.544754543904322,-0.3777116227680926,5.0,Divorced,Urban,New Castle
54767.23900397671,M,No,40.0,High School,6.322192375614986,0.13797956672982842,4.0,Married,Suburban,Manchester
,F,No,38.0,College,4.014964690915578,0.27392265386272263,2.0,Single,,Manchester
64195.31191372056,F,Yes,44.0,,4.9940758528544205,-0.044989013310446635,4.0,Single,Urban,Manchester
53915.888975413,M,No,34.0,High School,8.933298234750517,-1.2221279804321639,4.0,Divorced,Rural,New Castle
43008.61986891485,F,Yes,31.0,College,5.397972521456388,0.18593796587498512,3.0,Single,Urban,New Castle
52885.66323515287,M,No,,College,4.2851400084512274,-0.47839544099232534,1.0,Married,Rural,London
46386.05312172239,M,Yes,21.0,High School,3.4855450612860626,0.5891453455633116,5.0,Divorced,Urban,London
59919.711133709236,M,Yes,38.0,High School,4.383430426182127,-0.023275219724653448,5.0,Divorced,Urban,London
72956.67655519299,F,No,46.0,College,,-0.5318881433721578,1.0,Married,Rural,New Castle
50365.37117927395,F,Yes,31.0,High School,3.6608447688928205,0.3380241304989315,4.0,Married,Urban,London
68147.2007609524,F,,30.0,High School,3.1283608406498193,-0.0077980299314386325,5.0,Divorced,Urban,London
57112.774157938045,M,Yes,32.0,Graduate School,5.378718276162526,-0.40177760599787843,6.0,Divorced,Rural,London
,F,Yes,,College,5.253140929379818,0.22818648993385035,4.0,Single,Urban,London
69700.86427119313,M,No,36.0,College,7.808727589047101,-0.8940538890232772,5.0,Married,Rural,London
69739.57625512352,F,No,26.0,High School,6.352728040094012,0.4921002313047595,4.0,Married,Rural,London
72645.68657031578,M,Yes,41.0,High School,3.333409537671707,1.2335864176606421,6.0,Married,Urban,New Castle
75587.13091638626,F,Yes,42.0,College,5.696625492577055,-0.11934264282853871,3.0,Divorced,Suburban,New Castle
63631.261723270596,M,Yes,38.0,Graduate School,2.5851204405363375,0.206578971487639,7.0,Single,Urban,Manchester
40807.138066258754,M,Yes,33.0,College,6.903214030603448,-0.23234075821522754,2.0,Single,Suburban,Manchester
33920.45675715168,F,Yes,36.0,High School,6.733256637365917,-0.5572634137921947,1.0,Divorced,Urban,New Castle
51338.23663480815,F,Yes,38.0,High School,3.1048867543718863,0.161132494971307,5.0,Divorced,Suburban,Manchester
51082.62275867154,F,Yes,36.0,Graduate School,4.207679874340968,,5.0,Divorced,Suburban,New Castle
53690.85614729405,M,No,32.0,Graduate School,4.627122400191893,0.11283044852631888,4.0,Divorced,Urban,New Castle
55495.556238661826,F,Yes,39.0,College,4.2959660338716565,0.31864409410011113,3.0,Divorced,Urban,Manchester
50949.32450471364,F,Yes,47.0,High School,7.8952635833942555,-0.5851588835657537,3.0,Single,Urban,Manchester
62121.1985812846,F,Yes,30.0,Graduate School,4.594671317319792,0.5259321058593032,7.0,Divorced,Urban,Manchester
38783.59241969771,F,Yes,41.0,College,5.550434073914468,0.7128812375252157,4.0,Divorced,Urban,Manchester
46952.8648888983,M,Yes,43.0,High School,5.086813306903853,0.32996514687299455,6.0,Divorced,Rural,Manchester
51705.90192548547,M,No,46.0,Graduate School,8.066247294227813,-0.7092847632451539,4.0,Divorced,Rural,London
24728.510551262185,F,Yes,37.0,High School,3.376323624010252,0.443542247974652,6.0,Divorced,Suburban,New Castle
58074.35177727559,M,Yes,43.0,College,4.8515581547099575,0.5978651284384848,6.0,Divorced,Urban,New Castle
42039.294148599314,F,Yes,39.0,College,4.447069708599245,0.8164370563023166,5.0,Divorced,Rural,Manchester
64289.165348970986,F,Yes,39.0,Graduate School,4.392464828580639,-0.2918897194114663,5.0,Single,Urban,
36904.72584522261,F,No,41.0,High School,4.985691605965661,-0.3654092677709234,3.0,Married,Rural,London
41356.69907069084,M,No,26.0,College,6.315130518075178,-0.12109307892638221,4.0,Married,Rural,London
53211.632690893726,F,Yes,36.0,College,6.4531684611390325,-0.10214122854979185,3.0,Divorced,Urban,Manchester
67997.72086271844,F,No,30.0,Graduate School,5.656788036233139,-0.29555131151926906,4.0,Divorced,Rural,Manchester
