City,Online Activity,Marital Status,Renew,Education Level,Months with Company,Location Code,Age,Monthly Income,Brand Loyalty,Gender
Mahasarakam,4.18499234759703,Single,No,Graduate School,91.0,Rural,53.0,6364.252691849072,-0.2175518849192178,Female
Udon,5.94251638122516,Married,No,College,59.0,Rural,51.0,5542.376801198895,0.4293990964226319,Female
Udon,7.456909674735156,Married,Yes,Graduate School,64.0,,48.0,3774.9078971416075,-0.06293936071162531,Male
Udon,4.867555453907869,Single,No,Graduate School,49.0,Rural,51.0,3883.260066671428,0.41070980990161093,Male
Khon Kaen,4.500548090933054,Single,Yes,High School,52.0,Urban,34.0,7362.537967560815,0.39438109672156724,Male
Mahasarakam,5.630727527471255,Single,Yes,High School,72.0,Suburban,57.0,6176.278563997877,0.1547024473459869,Female
Udon,3.860762330420213,Married,No,High School,77.0,Rural,36.0,3581.6734523368023,-0.04183902285840663,Male
Mahasarakam,6.097582689928018,Divorced,Yes,High School,86.0,Urban,37.0,5598.875902470149,-0.6129889484609989,Male
Udon,,Divorced,No,College,77.0,Rural,43.0,5086.619842638416,0.8972044220642804,Female
Udon,4.294595336044003,Married,No,College,69.0,Suburban,62.0,5974.131799774426,-0.8644198394276706,Female
Mahasarakam,3.5254814200145166,Married,No,Graduate School,59.0,Suburban,51.0,4139.758306884904,-0.10372331618786668,Male
Khon Kaen,5.338560731403675,Divorced,Yes,High School,92.0,Rural,47.0,6046.292407320694,0.04121293524659768,Female
Khon Kaen,5.089784354598225,Married,Yes,Graduate School,46.0,Rural,39.0,6214.282808419464,0.177307304117656,Male
Udon,7.165239394308079,Single,No,High School,81.0,Suburban,43.0,5764.2892464978695,-0.18256081588596756,Female
Khon Kaen,4.346558902170559,Married,No,Graduate School,58.0,Suburban,27.0,5272.66613056318,0.30150234382183416,Female
Udon,5.185750797843548,Married,Yes,High School,35.0,Urban,54.0,5944.228402977631,0.6198800851753125,Female
Udon,5.187004639385407,Single,Yes,Graduate School,39.0,Rural,44.0,5880.518015652399,-0.7734496236721157,Female
Khon Kaen,3.625912819869667,Single,Yes,High School,62.0,Urban,60.0,4599.973882231852,-0.5496817325367623,Female
Udon,5.878795593319229,Divorced,Yes,,84.0,Suburban,54.0,6608.887189252956,-0.36880334130202763,Female
Khon Kaen,4.394098660067972,Single,Yes,High School,80.0,Urban,50.0,4209.918710331906,-0.030300025089964128,Male
Mahasarakam,5.204946083377629,Married,Yes,College,85.0,Suburban,49.0,4880.6613699100335,-0.05266933613924246,Male
Khon Kaen,3.1092340400474763,Divorced,,Graduate School,36.0,Rural,53.0,3840.1637902332072,-0.012156907867417549,Female
Udon,7.165172327981393,Divorced,Yes,High School,,Urban,46.0,3409.448249731081,-0.19792504060579114,Female
Udon,6.393152586102026,Divorced,No,Graduate School,67.0,Rural,32.0,4427.739108706931,-0.5134563230768928,Male
Mahasarakam,5.0327872154251825,Divorced,Yes,Graduate School,46.0,Urban,53.0,2532.542389404652,0.2975455882773166,Female
Khon Kaen,5.0290498682837335,Married,No,,81.0,Rural,45.0,5921.196820189873,0.1175685487798977,Male
Udon,5.259230710275774,Married,Yes,College,75.0,Urban,57.0,4728.499821442109,0.3570931545800542,Male
Udon,5.005275254786253,Divorced,No,Graduate School,11.0,Rural,49.0,4845.2445692658175,-0.5763076374136599,Male
Udon,5.877191106328247,Single,No,High School,98.0,Rural,57.0,4333.601565535855,0.007137955142205915,Male
Khon Kaen,5.5060768393057655,Single,Yes,Graduate School,76.0,Urban,51.0,5888.261189163268,-0.5603333093618726,Male
Mahasarakam,4.339209512733171,Divorced,No,College,44.0,Suburban,32.0,6751.977027825812,-0.38311634974751896,Male
Udon,2.681720647095845,Married,No,High School,78.0,Suburban,29.0,5906.74373451236,0.26043591213499384,Female
Mahasarakam,3.728735590197946,Married,No,College,66.0,Suburban,36.0,5042.212008125207,0.16832430559833117,Female
Khon Kaen,6.030769751180377,Single,Yes,Graduate School,71.0,Urban,51.0,4049.0805308708514,0.4794313426779888,Female
Mahasarakam,5.744705334180971,Single,Yes,College,39.0,Urban,52.0,6336.6326824028265,0.28331974605828913,Male
Udon,3.47392406283927,Married,No,Graduate School,56.0,Suburban,44.0,,-0.11012912385488957,Male
Mahasarakam,3.217757396399823,Married,No,College,80.0,Rural,35.0,4372.193328272787,0.7522093831402824,Male
Mahasarakam,4.361699702505179,Married,No,College,80.0,Rural,52.0,4474.179215982373,-0.4897455721113314,Female
Khon Kaen,3.3045150766510165,Single,No,Graduate School,55.0,Rural,61.0,4979.81189288315,-0.7675439219482055,Female
Khon Kaen,4.079937143853894,Single,No,Graduate School,99.0,Rural,60.0,6831.232168370473,-0.58553244210152,Female
Udon,5.550559129179292,Single,Yes,College,50.0,Urban,38.0,4714.910380131135,0.39822744722458053,Female
,6.188646659926354,Single,Yes,High School,80.0,Urban,45.0,5209.604405116756,0.49419563559252955,Male
Udon,4.512618280532708,,,College,68.0,Suburban,59.0,6206.263313593181,-0.8200337608557693,Male
Khon Kaen,7.1464533261984755,Single,Yes,High School,61.0,Urban,45.0,4503.939435831114,0.017548284301957137,Female
Udon,4.781690024065545,Divorced,Yes,Graduate School,74.0,Suburban,51.0,5556.920824252525,-0.5799052738948555,Female
Mahasarakam,5.107005313914233,Married,Yes,High School,44.0,Suburban,47.0,5616.916688994788,0.3824954242755866,Female
Udon,4.592204475837218,Single,No,High School,88.0,Rural,53.0,4277.730008986365,0.15629281111675405,Female
Udon,4.161725326212707,Single,Yes,College,40.0,Urban,61.0,5339.63494760491,0.14537898519591538,Male
,5.570853020018115,Divorced,Yes,College,65.0,Urban,43.0,5349.5841565525225,-0.23609347287465576,Male
Khon Kaen,6.216656277884635,Married,No,Graduate School,88.0,Suburban,56.0,4941.109779129158,0.45514685578594555,Female
Udon,3.865364279003933,Married,No,College,62.0,Rural,63.0,5558.632149000495,-0.7253494894249911,Male
Khon Kaen,5.029102684319386,Single,Yes,Graduate School,64.0,Urban,38.0,4049.772992219846,-0.1336838069405747,Male
Udon,5.582647410591669,Divorced,Yes,College,39.0,Rural,58.0,4311.429805059476,0.048815964452975785,Male
Khon Kaen,,Single,Yes,College,31.0,Urban,58.0,5938.8353314729775,-0.014142002720476693,Male
Mahasarakam,3.145552641098272,Married,No,High School,53.0,Suburban,34.0,5725.737284212861,0.07144922755100427,Male
Mahasarakam,4.364377468649104,Married,No,College,2.0,Urban,41.0,5488.375689363959,-0.11524842126537102,Female
Udon,4.659207280310613,Single,Yes,High School,60.0,Urban,42.0,6622.928195549801,-0.2110009297733358,Female
Mahasarakam,3.660997463067502,Single,No,High School,54.0,Rural,46.0,5319.49409666471,-0.1045494634255483,Female
Udon,6.049717068746384,Single,Yes,College,77.0,,44.0,5537.496412489353,0.2646026663162162,Male
Khon Kaen,2.643563097837787,Single,No,College,85.0,Rural,42.0,3324.5181695428555,-0.9458044529579468,Male
Udon,5.595085505880777,Married,Yes,College,89.0,Urban,35.0,4881.73386517003,0.28506642619190087,Female
Mahasarakam,5.6948378460117,Divorced,Yes,High School,62.0,Urban,43.0,5169.804492142298,-0.5228568420824715,Male
Khon Kaen,6.400328024566813,Divorced,Yes,College,77.0,Urban,49.0,6624.918732213656,0.1997582542519678,Male
Mahasarakam,4.715402949099876,Single,Yes,College,61.0,Suburban,55.0,6439.4928355929,0.12392454618297816,Male
Khon Kaen,5.14448146729155,Single,Yes,College,85.0,Urban,34.0,5123.341052874789,-0.4237511182427208,Female
Udon,,Divorced,Yes,College,65.0,Urban,41.0,5284.071568631304,0.5146770592365653,Male
Khon Kaen,3.313391153578068,Single,No,College,53.0,Rural,53.0,4556.748391198435,0.4938279343513765,Female
Udon,5.2657743515601085,Married,Yes,Graduate School,43.0,Urban,54.0,5157.87623612297,-0.35691887736207695,Male
Khon Kaen,5.768788137168098,Divorced,Yes,College,92.0,Rural,37.0,6161.655208414717,-0.25483257637960965,Male
Udon,6.38258315639747,Single,Yes,High School,49.0,Urban,36.0,,-0.030732461236494257,Male
Khon Kaen,7.253608605048962,Married,No,Graduate School,64.0,Rural,47.0,4984.919291499956,-0.31102820723620667,Male
Udon,6.492705540121348,Single,Yes,High School,56.0,Urban,41.0,6002.239680557652,0.9793926277719656,Male
Khon Kaen,5.246366059303026,Divorced,Yes,Graduate School,67.0,Urban,38.0,4965.118889940361,0.1581534840684013,Male
Udon,4.6178379272532695,Divorced,Yes,College,58.0,Urban,35.0,4748.7187993871175,0.6816945222001072,Female
Udon,4.146228376440484,Single,Yes,Graduate School,45.0,Suburban,,6439.8112938968825,-0.7910510472919552,Female
Udon,4.789573340451695,Married,No,College,75.0,Rural,36.0,6399.672167205092,-0.2956558522758369,Male
Udon,5.804178068755471,Divorced,Yes,College,85.0,Urban,39.0,3985.105414543589,0.2664311923734717,Female
Udon,4.757874698321852,Divorced,No,High School,83.0,Rural,46.0,5300.785510631578,0.15608378123033456,Female
Mahasarakam,2.9822378088282955,Married,No,College,,Rural,39.0,6809.014891973628,0.18360642387325388,Male
Udon,5.900278314373927,,No,Graduate School,52.0,Rural,61.0,4959.083811278274,0.07548707608369648,Male
Khon Kaen,5.45092725595875,Married,No,College,75.0,Rural,56.0,5169.492870078157,-0.059115548900691095,Female
Mahasarakam,7.197094566579903,Married,Yes,High School,23.0,Suburban,37.0,5671.814742833431,0.12307670491103809,Male
Khon Kaen,5.714174044153005,Married,Yes,Graduate School,20.0,Suburban,49.0,6777.5340911570665,0.17042308807529372,Female
Khon Kaen,6.6125852982928315,,Yes,Graduate School,44.0,Urban,48.0,3613.668033496196,-0.0641527242244771,Female
Khon Kaen,3.915626620799637,Divorced,Yes,High School,50.0,Suburban,53.0,5354.8378182407605,-0.14376572208300148,Male
Khon Kaen,5.423104673350378,Married,No,High School,43.0,Urban,56.0,5036.924556152572,0.16110042658498178,Female
Mahasarakam,2.886445473561282,Divorced,No,High School,84.0,Suburban,59.0,4530.0639441307285,-1.1283668159938227,
Khon Kaen,5.4491689528864775,Married,Yes,Graduate School,98.0,Urban,43.0,5532.909669799785,-0.11403050101826431,Female
Khon Kaen,5.532347168973133,Single,Yes,High School,37.0,Urban,61.0,5907.046499531798,-0.1870537714087449,Female
Khon Kaen,5.5530032212495195,Single,Yes,High School,42.0,Urban,50.0,4312.90215650251,0.14101933801832334,Male
Mahasarakam,,Single,No,High School,90.0,Rural,55.0,5528.087571659607,0.5654166317737508,Female
Udon,4.829689088508816,Married,No,College,66.0,Rural,38.0,5147.180756440691,0.7752700282869565,Female
Khon Kaen,4.414403747710545,Divorced,Yes,College,62.0,Suburban,37.0,3882.0264046612383,-0.18350085346103107,Female
Khon Kaen,5.654264218088086,Married,No,College,57.0,Urban,55.0,5248.045994280685,1.3837703816306381,Female
Khon Kaen,5.189764875836106,Divorced,No,High School,63.0,Rural,52.0,3791.3560605182433,0.20260600969375953,Female
Mahasarakam,4.012769966472031,Single,No,College,52.0,Rural,55.0,3919.404848577734,0.13028469620048014,Female
Khon Kaen,4.887649237099491,Single,No,College,68.0,Suburban,34.0,4584.485275316099,0.21804459839180174,Male
Udon,5.58596644620479,Divorced,No,College,67.0,Urban,50.0,6428.962976188639,0.8737641988385283,Female
Udon,4.463994503354194,Single,Yes,College,62.0,Suburban,40.0,5650.949402360463,-0.11181075961500789,Female
Udon,5.090799890852408,Divorced,Yes,Graduate School,97.0,Urban,61.0,4957.369234004734,0.2880400460566064,Male
Udon,5.107843810658092,Divorced,Yes,High School,66.0,Urban,51.0,7197.017235281924,-0.04439014694695664,Female
Mahasarakam,6.115429147255018,Single,Yes,Graduate School,77.0,Suburban,42.0,3451.583851782686,0.09056280837561867,Female
Mahasarakam,2.9270161349779173,Divorced,No,Graduate School,79.0,Rural,46.0,6394.990099274043,-0.8631056247459016,Male
Mahasarakam,4.01141034519228,,No,College,44.0,Suburban,61.0,3003.4206283946323,0.09191598628080447,Male
Khon Kaen,3.9289984116732213,Single,Yes,College,52.0,Suburban,48.0,4879.518085967355,-0.5946662628353251,Female
Khon Kaen,3.3415065040769925,Single,No,College,74.0,Rural,39.0,7403.193717488589,-0.8646965681641612,Female
Khon Kaen,5.306018286878827,Single,Yes,Graduate School,79.0,Urban,45.0,5991.701487539431,-0.06966454037162081,Male
Khon Kaen,4.29529321269379,Single,No,College,43.0,Rural,55.0,4643.933157953289,-0.07504219581735919,Female
Mahasarakam,4.763257645938696,Single,Yes,High School,63.0,Suburban,45.0,5884.989324503906,-0.14846321817105146,Male
Khon Kaen,6.483458493394751,Divorced,Yes,High School,28.0,Rural,47.0,2565.9116644170367,0.5839833592532294,Male
Khon Kaen,4.9854383413629755,Married,Yes,High School,64.0,Urban,55.0,4657.926068382053,-0.25499654841546293,Male
Mahasarakam,6.508236913833823,Married,Yes,College,88.0,Suburban,44.0,2925.352733590902,-0.13602526813176935,Male
Khon Kaen,5.629055450839241,Married,No,Graduate School,75.0,Rural,37.0,4743.833736467077,-0.3373359794090164,Female
,6.1037902235134975,Married,Yes,College,73.0,Suburban,32.0,4982.673165554459,0.1499130854522971,Male
Khon Kaen,4.220699322958873,Divorced,Yes,High School,47.0,Suburban,55.0,5866.96394191684,-0.37110785525906853,Male
Khon Kaen,7.082480527221528,Divorced,Yes,Graduate School,55.0,Urban,36.0,3140.2031766426026,0.30990006077048005,Female
Mahasarakam,6.432874953189421,Married,No,Graduate School,45.0,Rural,44.0,5443.48089174651,0.2842300360941752,Female
Udon,3.707677753487933,Single,No,High School,58.0,Rural,54.0,3856.4338888964157,-0.16623105788490355,Female
Mahasarakam,6.073305969653333,Single,Yes,College,47.0,Urban,40.0,4523.138074549375,0.02845267391071042,Female
Mahasarakam,3.777575898362691,Divorced,No,High School,58.0,Suburban,33.0,5907.93118861515,0.14481669333519043,Male
Khon Kaen,4.30419999234812,Single,Yes,High School,70.0,Urban,31.0,5372.092700440738,0.2251170282795088,Male
Khon Kaen,5.757242055910725,Divorced,Yes,College,69.0,Urban,58.0,5255.4116113187765,0.49895971892710433,Female
Mahasarakam,3.777811246847523,Married,No,Graduate School,71.0,Rural,47.0,6636.8195063737,-0.1024194696993056,Female
Mahasarakam,8.141478552076608,Divorced,Yes,Graduate School,40.0,Urban,60.0,5003.374303707602,0.3418075728723221,Male
Mahasarakam,2.768702690139342,Single,Yes,College,92.0,Urban,52.0,5500.778334221532,0.05152335130541831,Male
Khon Kaen,5.680813295027029,Single,Yes,High School,48.0,Urban,65.0,4707.662727541351,0.007142886266463713,Female
Udon,4.259122727000054,Single,Yes,High School,54.0,Urban,60.0,3779.7372983902337,-0.09544469226121599,Female
Mahasarakam,4.549475768071161,Single,No,High School,53.0,Urban,33.0,5541.710747775258,0.20556469246484255,Female
Mahasarakam,,Single,Yes,Graduate School,61.0,Urban,56.0,2570.955146665016,-0.442897216122878,Male
Mahasarakam,4.021738848846127,Divorced,No,College,47.0,,51.0,4326.45309582698,-0.18027771255388447,Female
Mahasarakam,5.575969271010419,Divorced,No,Graduate School,85.0,Rural,41.0,4468.098464543598,-0.7915263501546146,Female
Udon,6.876684865579667,Single,Yes,High School,57.0,Suburban,48.0,5405.915392415933,0.47056137043619484,Female
Mahasarakam,1.7086497347387715,Married,No,Graduate School,55.0,Rural,52.0,5976.4911006885095,-0.5657541618940063,Male
Khon Kaen,5.82893822799903,Single,Yes,High School,69.0,Suburban,52.0,3349.9432077151723,-0.340441417196943,Female
Udon,3.5222044679649924,Married,No,High School,22.0,Rural,54.0,4661.148574201383,0.4420580953561912,Female
Mahasarakam,4.721775582186668,Single,Yes,Graduate School,85.0,Suburban,44.0,4963.411255783559,-0.33775115484434237,Male
Udon,4.052594839971733,Married,No,High School,76.0,Rural,64.0,5285.47996205676,-0.4730010897491873,Male
Khon Kaen,5.446140545089926,Divorced,Yes,High School,53.0,Suburban,58.0,5452.822669786635,-0.42309903727785547,Female
Udon,3.8531510493809145,Married,No,High School,86.0,Rural,51.0,4352.4160758381095,-0.7183226090283283,Male
Udon,5.264116798308483,Single,Yes,Graduate School,85.0,Suburban,46.0,4252.202593356303,-0.6652104092646932,Male
Udon,5.213759451085988,Single,Yes,Graduate School,,Suburban,80.0,5564.676771525098,-0.2779457327719959,Male
