Marital Status,Monthly Income,Brand Royalty,Children age,Subscription score,Gender
Single,4227.807306947404,50.48239323442213,6,46.42855545171543,Female
Divorced,5605.940276796052,59.372089858352346,8,55.12830070186324,Male
Single,8333.333333333334,10.931515203242576,6,7.206886323409879,Male
Divorced,2582.86100211371,58.894767655914684,10,54.45660639200145,Female
Divorced,4316.430137352845,51.8850124018929,7,54.651177249513786,Male
Single,4524.9785142073415,63.492548154773175,8,58.91317284291176,Male
Single,3880.549506453442,46.617967855060314,13,49.982712203143436,Male
Single,2860.202430035957,57.70938303505547,10,45.81438910343852,Male
Divorced,3759.8722071414795,40.371332196467506,13,44.62184692418972,Female
Single,5527.377562693474,62.927809347413245,8,61.987631646631755,Male
Divorced,4127.870805841752,42.29424064986604,14,41.1399752035654,Female
Divorced,5764.74774646906,62.09677508703092,8,49.213770207666315,Female
Married,6153.388169251973,71.21488525134097,8,60.49980416189559,Male
Single,4864.546814063314,49.05051924221504,13,58.01763489354687,Male
Single,3708.8162522702714,50.77884456204165,13,61.18017924261722,Female
Married,4683.331624519828,54.350476369454505,6,64.90626892154134,Female
Divorced,3937.429294004869,49.70361327938097,14,44.62805042433385,Female
Divorced,7069.749598012282,10.352298132373079,6,10.41759282885321,Male
Married,6460.52947057919,12.792227727169205,5,3.2949211551390363,Female
Single,6128.410686102852,12.160263747159362,6,13.392409570665844,Male
Single,5522.024866485437,55.71558245640132,6,49.590883065602895,Female
Single,3024.786839954747,83.71969702186895,13,89.32773514580465,Male
Single,3414.9441937620745,51.981066436343724,10,59.1291593873173,Female
Married,3459.97436446981,52.23124752166168,11,46.65186773571988,Female
Divorced,2475.581017601189,91.33082694272753,14,92.75187720452223,Male
Single,5479.982809753022,66.27346927836952,8,56.37435540610235,Female
Divorced,4545.774257692956,64.65330258629348,8,51.59469715730024,Male
Single,5542.887655037352,62.05375713297979,7,54.45143727993336,Male
Divorced,2949.0953325470136,52.517127068095206,10,47.46599674310899,Male
Divorced,5241.003899756257,55.74381475801165,7,44.325157529912445,Female
Married,6678.964086941455,12.562841024037262,5,8.140899924393977,Male
Married,5933.894560625145,66.41806338277311,7,69.21521596668978,Male
Married,5363.837702732956,61.43829779218875,8,68.25400049934409,Female
Divorced,4934.397854046742,53.68443608090773,6,55.76196951376052,Female
Single,6699.922130645995,11.346133499722256,6,-0.2784901325507487,Female
Single,4789.202731551915,46.00507940617657,14,39.436002205038704,Female
Single,6957.885957665974,16.64429615317809,6,4.102190480123962,Female
Divorced,2745.7916514481335,48.287401873567575,10,44.946071180982656,Female
Married,5206.198777108504,57.12578524106305,6,72.50878239835207,Male
Married,4987.327185156114,45.2974723627345,6,41.654290167865405,Female
Divorced,2350.2180479016006,54.77394122101441,10,58.02320347617022,Female
Divorced,4367.788578759873,51.10041419878122,5,62.08812614127209,Male
Single,5533.705221576127,66.00872388529086,8,59.319205751277494,Male
Single,6918.895893321699,13.349972975628205,6,19.73108570915776,Female
Divorced,4668.934161953929,63.37977242529938,8,69.32023242256147,Female
Divorced,7551.5930202819145,8.395720398543034,5,-1.9316176575819668,Female
Single,6325.659372454513,67.96228337524877,8,58.830541098841636,Male
Married,4572.611014540134,49.124204290331825,7,58.40135872953614,Male
Single,6029.696544090135,65.99757531722878,8,70.16573902014441,Male
Married,5181.520955382753,57.9896704661183,7,56.29598963908423,Male
Divorced,7746.767126004049,10.0442288899566,5,2.7942137616059384,Female
Divorced,6108.175912190741,63.97816673216957,8,58.85113073202321,Female
Divorced,5599.950076410865,56.036420889205765,7,53.312842970726734,Male
Single,3929.746770938425,51.89864293650898,14,36.97354381091267,Male
Divorced,2897.838943767427,50.3620483875614,10,50.07323881517339,Male
Single,3998.560925755251,41.79178149198819,13,46.12269058222394,Male
Divorced,5018.8829166116,55.68659481457758,6,47.62684670638591,Female
Divorced,6496.535967566237,14.50915000377887,5,15.530122641333515,Male
Married,6335.482020631415,9.319682235005367,5,8.681817963937004,Male
Single,5635.2333417300315,61.26617786303638,7,63.36620261328358,Female
Married,2712.1556472895295,55.88152994630263,10,66.53130414795021,Female
Divorced,7418.996578863236,12.248710612061103,5,-1.554092499082616,Male
Single,4478.358897013518,53.06099925450308,6,53.39775358972534,Female
Married,6891.540327615216,18.304024158131497,6,22.388104926812073,Male
Divorced,2591.524068753316,92.79094268005134,13,94.46370037726845,Male
Divorced,7575.5160966385765,15.479276548135985,5,13.648145908223938,Female
Single,2409.3539350538595,43.361354756623456,10,37.36415518799229,Female
Single,7191.818992560636,13.790477902954358,6,15.213111304188095,Male
Single,7504.512916574485,18.913472056542915,5,1.4518358045994937,Male
Divorced,8015.791736035217,13.36884858678814,6,24.174225447008435,Male
Single,2718.858874695893,60.25342785579007,10,47.265131536684244,Female
Divorced,3467.8654341126453,44.96881270257062,10,54.35658579563784,Male
Divorced,7449.224967838118,14.995102909648516,5,19.001649448446827,Female
Single,7305.474939559614,10.10507972886436,5,9.381696635070067,Male
Single,3062.1297984039193,87.64617016178316,13,82.8356684971731,Female
Single,4389.805885267859,57.521147927653566,6,60.68314067725524,Female
Divorced,3487.1074997824826,57.28491978934467,9,58.64919548776947,Male
Divorced,2695.5812295303326,52.65607051154521,11,48.310821898784525,Male
Single,2746.2767108383437,84.17360237685205,13,84.26306529414825,Female
Single,2202.657231703756,87.3511399003493,13,90.75705974339101,Female
Married,4967.416288459941,53.64894848254189,6,69.2560466115174,Male
Divorced,6956.496021919805,4.4653391568709395,5,-4.5064260483592715,Female
Single,3667.9674024270753,35.409530384671385,12,40.02723881515489,Female
Divorced,4348.197107750569,51.177663339662175,6,53.2155983328651,Male
Divorced,3106.4472946144588,53.64689021256973,10,55.76347854420626,Female
Divorced,4313.796155622362,47.29389983562805,14,38.25120373316976,Female
Single,7347.674366079391,13.462774904385462,6,23.81719980397446,Female
Married,3203.3213318746452,52.53623948311456,10,48.986900711917265,Female
Married,6618.900099250961,63.73584573278,7,66.91017878219056,Female
Divorced,4341.691964586343,53.94433460257435,6,51.64737510843501,Female
Single,7000.112367581198,14.580848824849625,5,18.08128032886642,Male
Divorced,3910.6299222349294,37.20274940981993,14,37.25332860776418,Male
Single,6866.1751954862275,6.465186158368027,5,7.958720132092335,Male
Single,5192.8690438992,62.44314089436321,8,66.22617673227249,Female
Divorced,2857.933901255428,53.20135618694611,10,71.24517144089671,Female
Divorced,7522.058326857799,7.973985987906957,6,9.689097840178876,Male
Divorced,7680.922496849235,13.216683356021534,5,19.78107379193955,Female
Married,1781.1260996048331,92.60915590754693,13,103.22927912004928,Female
Single,2759.6098825542026,55.88822094729626,10,53.40018246234561,Male
Single,4972.671078438187,52.13798972600493,6,37.56504951056923,Male
Divorced,7409.812122040477,15.42574123458946,5,1.9959773144329063,Female
Single,4474.413014023461,42.17818194866064,13,34.437184797701946,Female
Divorced,5583.585200645539,63.670846087017736,8,63.46317636976497,Male
Divorced,2832.581606485384,85.14337110243977,13,88.06432386122623,Male
Single,2999.078009911417,52.856803513465394,11,50.86916754470366,Male
Divorced,3575.454060642532,47.511950934525096,6,43.570773288595234,Female
Single,5105.908631982321,67.9181784831493,7,65.85900777796138,Male
Divorced,4984.331803295401,59.902773934852966,7,53.170729046947656,Male
Divorced,2221.078880018131,93.08742382774908,13,81.43964141135434,Female
Divorced,3166.4135429462285,86.12123368818177,13,82.90754794234313,Male
Single,7337.2806596356495,4.094693448963461,5,0.4822584850042402,Female
Married,7701.926054381551,15.424316427712924,5,1.0358660082639748,Female
Single,4201.303325790819,43.4386352497271,13,46.35221313952287,Female
Divorced,4721.489224363066,48.16249120170913,7,62.01579117201819,Female
