Gender,Money spending score,Time spending score,Monthly Income,Children age,Marital Status
Male,3.8997159554536083,14.423730579673787,7648.019948359055,7,Married
Male,85.40487883946102,83.31963763886964,6605.8354951033325,11,Single
Male,78.96459657162542,85.34074407032763,6879.2538298476165,12,Single
Male,93.29496026928379,104.95814581866706,2666.2082454098545,11,Divorced
Female,9.73734889832243,28.168036362234716,7105.157847381457,8,Divorced
Female,88.03584232179722,81.3126790197727,2575.503287395264,12,Single
Male,86.51760913792833,70.86224651547377,2304.500278023298,12,Single
Female,73.19523557922834,82.89149789786048,6717.105715679199,11,Divorced
Male,13.302678922801945,7.891090199011654,7951.241695962852,6,Divorced
Male,69.30781642412907,48.56201966020709,6026.502398393076,13,Married
Male,81.87404488846204,78.8598340928721,7124.717411223483,9,Divorced
Male,72.436987664569,81.92937630329831,6235.717327480014,12,Single
Male,88.59328851524876,79.39189121548358,2446.177229064442,11,Divorced
Male,62.895916244902764,68.12823959542256,6827.62350158721,11,Married
Female,80.96016519187819,89.04894764560785,2114.598414242111,11,Married
Female,70.51465239431914,58.100360974294766,5333.045290065866,13,Divorced
Female,69.39803777431932,89.27995549823726,5371.583381748976,12,Married
Male,78.06456069718158,77.75284771895323,5976.022138967441,10,Single
Male,84.61366944554435,86.86110485353704,2717.6538147860724,12,Single
Male,73.84725127200731,67.1190519917032,5070.868548603104,14,Single
Male,98.46663754825175,103.729675858714,2051.1331908696666,11,Single
Male,9.443397978047486,12.24587580840188,7779.041556637771,7,Single
Male,78.61030477718026,76.5380032887378,6465.598026388181,11,Divorced
Male,14.673878280238775,20.156429528814424,7189.014523930688,5,Divorced
Male,66.40444247638183,75.94681961378934,5712.409451468535,13,Single
Male,13.359415608838397,15.248671924047999,6862.90542625363,7,Divorced
Male,96.1191997226172,87.44661611490697,2155.851826885629,12,Married
Female,69.51111971602302,80.99542282814089,5792.182294947459,13,Divorced
Female,94.01141643911402,129.72656087965402,2279.0953274834037,11,Single
Female,90.04353784851102,89.49666894009857,2751.892061593219,12,Divorced
Male,88.49931386628218,88.75697832852401,2904.878372191648,11,Married
Male,64.84301065889892,60.48336770778858,5721.032705386098,13,Single
Male,78.4445372290686,78.12390492472389,7092.057443627027,11,Married
Male,73.42508205330181,79.81868794154163,6781.96344932926,12,Single
Male,71.14091071653996,55.9968889374544,5849.80304009761,12,Divorced
Male,72.93006989919922,74.07063386089587,6126.035321638659,12,Single
Male,17.109110155448796,-6.752300137480162,7946.1906189900765,7,Married
Female,76.80707205108598,75.9230292438189,5892.667749812912,11,Single
Male,85.41998533975126,100.09577439667366,2582.949163978762,12,Single
Male,73.40670613635946,62.66648746393692,5536.5675535879955,12,Divorced
Male,91.62271625188349,76.32819217323618,3055.7757206263877,12,Divorced
Male,13.550312664838117,15.77615906487577,7268.214587305759,7,Married
Male,6.159221464041124,-3.2197838613398844,7472.989001565066,6,Divorced
Female,85.47314973800007,96.00870559174595,2793.1837081452736,13,Single
Male,68.04489874521603,77.46491687049352,6853.098139255981,11,Married
Female,74.9178536133729,97.63137685941248,6942.638470764479,11,Married
Male,74.78598394978013,63.731510747462636,5890.356657764584,13,Single
Male,12.642176708595237,23.43257672990392,7878.477568601956,5,Married
Male,81.2866177157434,93.72347331312852,6501.803453007495,11,Married
Male,74.65723036732369,64.9843800055962,6768.444905738866,12,Divorced
Male,92.05102766577724,69.09870137422965,2120.6916133405844,12,Single
Female,73.49025359120742,78.12345676970503,5596.989404151261,13,Married
Female,93.65123708006334,111.58931527329057,2700.260869494089,11,Divorced
Female,72.24044151307663,53.95980889343687,5613.826220478954,13,Married
Male,98.64019976406763,112.18604357962082,2063.2173142293677,11,Divorced
Female,8.570264018241652,9.43741615517988,7469.400287330803,7,Divorced
Female,78.67886552305309,87.67561618016474,6878.485362995825,12,Single
Female,71.97283868154149,74.99967695953896,5164.308221338845,13,Single
Female,97.9367906441145,106.30697340524121,2739.6325860609422,11,Divorced
Male,13.757066866474517,23.627080074794502,7111.945923335732,6,Single
Male,94.6953126706427,98.41384161042345,1995.8894515447168,10,Married
Female,89.26971150760514,72.13567139665855,2368.7513788140377,12,Single
Male,92.37987632928736,81.29888708208625,3092.899380531222,11,Single
Female,96.48957035296492,116.73881909539782,2464.607631613619,12,Divorced
Male,76.61297002764124,81.12185283629819,5599.611840919967,13,Divorced
Female,13.360349416115234,-7.2871902699580495,7504.849474532402,6,Single
Female,11.498969299460391,9.131163949265726,7065.606295627333,5,Married
Male,93.69152539191418,119.24582219168599,1681.9455273517465,12,Divorced
Female,66.4970128491044,49.313015687979046,5001.916407134877,13,Married
Female,81.10349184033616,78.05671995901913,6709.745435071309,10,Married
Female,72.11277075647989,68.49348771134073,6342.018902026985,11,Single
Male,65.80524854041683,56.51594706369244,5699.866297190115,13,Single
Female,69.4022916899366,74.16816832371595,6712.85156296447,11,Divorced
Female,78.68261029224814,64.814813651881,6623.758880894965,12,Single
Male,84.91790713202204,80.39082691791144,2704.2227101216567,11,Married
Female,70.95234963554554,69.08522988523004,5462.792783775371,12,Single
Male,77.0803948813533,68.35807979321159,5685.848515683412,13,Divorced
Female,11.895953670456052,9.782445923146199,7219.333511152889,6,Divorced
Female,75.8920951488408,68.56250335292191,6437.621111324372,11,Married
Female,91.61695369412107,83.27232428035133,2556.2082472544835,11,Single
Female,85.11946861952379,82.86982629452356,3029.7882780208374,12,Single
Female,7.873681769378223,7.056029175632141,7422.220708479212,7,Single
Female,69.96107049102274,66.42111945752599,5569.859450453467,12,Single
Female,8.847547049132196,0.4525445394195362,7377.599730448475,6,Divorced
Female,69.75336613855109,70.0962755171581,5440.756591416218,13,Single
Female,87.22786127071225,75.76187783584791,2200.2118027569163,10,Single
Male,1.4428313728232567,7.260081253647533,7808.901994365421,7,Divorced
Female,70.47764255262841,73.97031316731047,6397.768589716879,9,Divorced
Male,13.975910501139388,16.12318911586244,7027.7643755446425,6,Married
Male,6.605600614827473,10.315407620901745,7546.666361341517,6,Married
Female,71.8461929842323,63.43156118050721,6166.862524001809,12,Divorced
Female,73.14251337653783,77.15216420431761,5936.560615150907,11,Married
Female,68.20149569256705,69.70571265003214,5679.428944479702,13,Married
Male,69.66707990936332,54.676077642553295,6935.110275852021,11,Divorced
Female,78.03669762120431,60.511547641944986,6378.318449315275,12,Divorced
Female,11.940451795908366,20.95643368673128,7496.958638388207,5,Married
Male,71.94433147574472,66.54360846105025,7061.2374264811715,11,Married
Male,73.62634494506773,79.78989144702763,6556.239550338007,11,Single
Female,12.67184266474348,9.865730064247607,7551.907992941025,6,Single
Female,89.56698008485803,95.69073445865841,2159.091527250812,11,Single
Female,67.45283734809021,78.39919157585763,5404.093118629856,12,Single
Female,4.343328532223246,-8.26991906393801,7335.242809799292,6,Single
Male,64.55402660310963,66.9975460018148,5958.719745633041,13,Divorced
Female,72.28567939403975,83.59534308356824,5085.731046813886,14,Divorced
Male,7.639951960263367,17.093764585438556,7726.844744029035,5,Single
Female,5.625286992336058,4.372243169310565,7944.768174634312,6,Divorced
Female,13.152936535263912,10.395575054899588,7693.509408741656,7,Single
Male,6.1557939184952915,4.17541423395044,7360.473145331394,6,Divorced
Female,4.355492739218093,4.569184619980306,8029.075499688257,6,Divorced
Male,76.24301575552383,77.6216927349976,7132.766503192415,11,Divorced
Female,14.523317049766206,5.489068789747673,7682.0115567745825,6,Married
Male,70.26152331432613,65.1545472953042,5862.1640974806805,11,Divorced
Female,96.90386250230569,99.47651924327467,1250.0,12,Single
Male,66.2478109439379,62.53341983671923,6025.20034439869,15,Married
Male,66.49727607287257,72.96512913976612,5487.24127742619,13,Divorced
Female,64.56666011137565,51.82245802045357,5741.0907911664135,12,Married
Female,73.5265956616864,74.33720251797696,6186.749837063895,11,Single
Male,83.27335883013934,93.02217603328094,2491.101815225853,11,Single
Male,63.74732268066989,67.18062907741705,5611.568078631697,13,Single
Male,12.377937848541812,5.115776471318572,7704.183871995765,7,Married
Female,6.957966005697898,25.794005594715237,7535.686407425921,7,Divorced
Male,7.762050925431858,4.151623396106938,7903.4333338596425,6,Single
Male,84.36809950607238,93.38821186411586,6774.498670841114,11,Single
Female,15.464415794876842,35.128146981508834,7404.876460851963,6,Divorced
Male,12.861583571204598,9.96175502938905,6943.845474904996,6,Single
Female,62.9530321153227,68.51028018001466,5062.206635795496,13,Divorced
Female,70.6677426041343,80.22144220867526,5368.525394018949,13,Married
Female,74.0167909322916,54.31514395750126,7066.813287583067,11,Divorced
Female,78.48307633237738,85.78542291387117,6800.286151577449,11,Divorced
Female,88.54695294895583,82.53648883244429,2740.6228554909803,12,Single
Male,95.2581876868058,80.87513988502168,2314.1818747507537,11,Divorced
Female,16.78106432744775,15.987687645329252,6984.035462362517,6,Divorced
Male,72.24448566020092,64.57207558814484,5715.61781139252,13,Single
Male,18.3521261262672,28.2642158664899,7507.233939404412,6,Divorced
Male,9.891722726121678,-6.5658530543325355,7747.922262692704,7,Single
Male,71.90647975275785,72.1661870657012,5730.923422743129,14,Married
Female,3.618851114208695,-3.6363391636013,7187.515039287689,6,Divorced
Female,75.86807450567692,85.80424169041603,6533.319742347477,11,Married
Male,74.85812383852758,73.23117397190461,5362.729362204198,13,Divorced
Male,10.95027067714323,23.883942252964445,7963.870286605145,6,Single
Female,74.74094124461357,58.5824565646996,6625.902145108837,11,Divorced
Female,13.04886746588106,14.581988837025245,7309.867182017662,6,Single
Male,71.23151942969284,63.41069938845839,6531.082176481581,11,Divorced
Female,11.211973485909375,1.2996476680727795,7349.117213998103,6,Married
Female,81.13629283805082,101.1568675997055,6769.793774132942,11,Married
Female,72.00188130236268,76.76198715453944,6460.638689419743,12,Divorced
Male,11.032834490769012,9.582625976605623,7378.489022038881,6,Married
Female,74.1577108009098,76.97192194588253,6730.613074742201,12,Single
Female,68.77129458312282,66.73094682637343,5696.061357959572,13,Divorced
Male,71.69987852668294,66.85152840845178,6724.6901883733135,11,Married
Female,7.793009266520926,-6.326322864606469,7613.461879443548,6,Single
Female,94.6040824039585,99.28389963856732,2859.6369645739715,11,Divorced
Female,93.3252971435505,91.1995257230715,2610.7906250118112,11,Divorced
Male,11.868867543202597,11.005667384214247,7486.673788138939,5,Single
Male,17.18727073965417,13.117941749991989,7957.90827219805,5,Married
Male,90.08694884344303,99.79942745468307,2345.4518373961773,11,Single
Male,70.43571751808673,79.87579194637848,6780.511261527159,10,Single
Male,69.73943453006015,72.87768518609667,6843.019275602868,12,Single
Female,68.2271301333088,58.36204908996419,6530.643424065882,11,Divorced
Male,66.03710729174108,65.77789684427971,5612.85227391723,13,Single
Male,70.39327722445393,47.905023965817605,5725.700977246735,13,Divorced
Male,6.367466063129093,-10.56966597463644,7769.8441459784235,6,Divorced
Male,91.61405837615,95.90825188296638,1693.2482253540052,12,Married
Male,76.5382077909585,68.67317585147413,6537.167413457672,12,Married
Female,80.83511135097282,82.83895422944124,7130.339346017639,12,Divorced
Male,76.92656176108804,80.46100054661966,7151.714838359563,12,Married
Male,21.037384589027944,18.15902589184814,6900.844273672998,6,Divorced
Male,12.716664640709297,-8.370248436565607,7459.120262586364,6,Single
Female,86.7360933426028,90.63047947959599,2266.144634162781,11,Single
Male,74.68386621437892,76.16840856980677,5558.666583032601,13,Divorced
Male,75.21688317112282,68.94368224373547,5858.316403949332,12,Single
Female,74.05592118942975,58.402629062733034,6190.303418530315,11,Divorced
Female,91.14088213956612,94.28483652666546,2919.4858074768736,11,Single
Male,87.04188780664431,103.12782266612528,2149.9160097433237,11,Single
Female,76.13089879962433,70.15516447888135,6498.714333094422,11,Single
Female,91.65956497029217,87.49837747131681,2416.4169612064784,11,Single
Male,85.56461643864588,96.87362680478417,2875.15020434933,12,Single
Male,10.046562808918281,9.686187638760346,7693.192446854959,6,Single
Male,2.695328533848347,6.906667400809216,7947.263567181817,6,Single
Male,10.434320414925764,8.470111471430634,7857.697702628497,6,Single
Male,90.73842592249002,91.97837398432331,2167.7132778666505,13,Divorced
Female,7.95547757291726,4.980574529135435,7902.977988938961,7,Divorced
Male,84.95137643598937,111.14223662365656,2255.427580895725,11,Divorced
Female,73.71910127740061,89.06643131464408,4965.783840048155,12,Divorced
Male,88.1076058622157,81.30781267030872,1857.061531664845,12,Divorced
Female,73.53686138210863,80.18538427746846,6879.549144144727,10,Married
Female,69.92520543402762,74.54924542068107,6896.09713718551,10,Married
Male,69.91189487560233,72.81089927300555,7449.808275989884,11,Divorced
Male,10.575215192858515,-4.13518301789056,7167.775819183804,6,Divorced
Male,78.26854899616993,68.11442415496195,6904.971294984341,11,Single
Female,3.755059625851871,1.0039612325348664,7723.044560441037,6,Married
Female,2.856825133318061,0.053755338476717984,7515.3187383508575,5,Divorced
Female,6.27563562445215,4.062417683444552,7483.574909872665,6,Divorced
Female,13.43014018883948,4.471918985965049,7641.888789677002,6,Divorced
Male,91.63516502822125,101.66596104190977,3062.733826732713,11,Married
Male,89.79234568336975,84.5508311209507,2672.6081825895044,11,Single
Female,78.19879843449311,108.87810043501189,6738.501205158446,12,Single
Male,74.91276350978055,71.5003129222536,6723.9903669362975,10,Single
Female,63.53599170157037,64.89995287779502,5765.302019390034,12,Divorced
Female,86.7588940599766,91.06099909991714,2997.908141272017,12,Single
Female,6.0893448096741665,-6.906394578771433,7380.45190025989,7,Divorced
Male,15.176322076970973,18.826554371427683,7262.0209805576615,6,Single
Female,8.203314225607976,-3.667280799072774,7614.561139024216,7,Married
Male,17.301802034185783,12.481058222962057,7511.23572111465,5,Single
Male,22.149378055907544,31.53927844821611,7911.766737274693,6,Married
Female,66.26147896165139,69.9384118219056,5587.345792230386,13,Married
Female,64.89694129034618,71.93620677264789,5505.198635900718,13,Divorced
Male,10.971968113848874,-1.2330194742485556,7573.838835666827,7,Married
Female,72.9300542474533,62.04762466531331,5049.478980753274,13,Single
Male,72.19494082649847,98.11354191003852,6105.590384052476,13,Married
Female,71.68847523285346,59.951517483043844,5357.3188318824,13,Divorced
Female,71.37242221179451,52.92396882178241,5012.732931878264,13,Married
Female,69.33040302573337,67.35998460567488,5784.006293608843,13,Single
Female,70.10510947268484,71.22115143887368,6535.988750610286,10,Divorced
Male,88.41386107737489,95.97128315656296,2647.098726317154,12,Single
Female,89.02516061386038,87.50655256886675,2530.235043776858,12,Married
Female,77.66358171792825,84.39991247051502,6987.302602068798,10,Married
Male,69.33635192162681,72.20698783309375,6385.811276004871,13,Married
Male,98.90644662404321,97.76651264446419,2512.3482890772957,11,Single
Female,70.61841333298997,69.25291744807052,6749.013496202046,11,Divorced
Male,75.66249206858282,73.58828506362427,5962.562389228138,14,Married
Male,78.94384644699801,56.81881130687541,5815.248394807497,13,Divorced
Female,81.88482130854209,68.79636716149199,6819.175815267006,11,Married
Male,19.246293791058086,21.63807550933435,7258.4330579894195,6,Divorced
Female,95.34159062877868,92.25727882411411,2589.284514209311,11,Single
Female,5.887093862110262,25.943939867119294,7637.262045465648,5,Divorced
Male,4.469621121637779,8.585300514895774,8089.105759754628,6,Single
Female,65.42097080574324,75.41359637622126,5954.048237415109,13,Married
Female,80.78097392026362,99.67804710961485,6646.738751859136,11,Single
Female,14.81259510859082,12.000284763569752,7580.785037499847,6,Divorced
Female,83.56796294147375,72.92520045260835,2270.946671207814,11,Single
Female,94.60111947974454,92.87605848801203,2683.5089159006584,12,Married
Female,16.522172856140315,25.638319156344977,7277.248862995148,5,Married
Female,87.79003202463603,92.80578446914552,2257.436081307279,12,Divorced
Male,72.67217792703947,71.86294808844582,5408.803669560212,13,Married
Female,88.21559453639782,84.47836345861052,2109.621971793277,11,Divorced
Female,7.644267231865612,19.97263633958844,7913.964908612201,7,Divorced
Male,77.30023762563263,85.05266344851668,6155.693951616931,14,Married
Male,73.01863351282498,85.92827820530412,5691.49465225188,13,Single
Male,89.96225558177889,97.71091668695912,2084.1381661054006,11,Single
Male,76.90680064687884,84.67760596533225,6733.979627329957,11,Single
Male,16.75721099587041,-4.159331585033019,7390.096963951028,7,Married
Male,68.59985970732154,63.1090715338365,6149.505522150847,12,Single
Male,5.797609195624837,10.497224759602329,7925.338301651775,5,Divorced
Male,69.00462729056454,68.57469444043983,5296.990992293622,13,Divorced
Male,86.2851023710973,79.4401004285743,2436.888904459443,11,Single
Female,85.47099323434486,90.22787835375946,2521.1842029767668,13,Divorced
Female,75.8253798659537,75.81566194103029,5797.355795924197,14,Divorced
Male,78.69214897611485,67.00806937042614,6500.529074793139,11,Divorced
Female,65.51521893777986,61.316918730127355,6458.310066295972,10,Divorced
Male,78.38827752070885,93.83752371452132,6921.065919245684,11,Divorced
Female,70.27819090701726,68.93793899998624,6686.4673975165315,11,Married
Female,70.14517727663804,69.66895265467625,7118.011623563361,11,Single
Female,75.34990673994406,71.98491195943731,7152.952266081658,11,Divorced
Male,7.674755864878932,-6.950804960268179,7568.352526754448,6,Single
Female,69.25106732244592,74.4981602887582,5683.445472006899,13,Single
Female,93.28663981563547,105.09541252642536,2811.8994686032147,12,Divorced
Female,71.68871064723184,71.63308588448318,5750.750323006283,13,Single
Female,93.07489090574327,111.18515097843634,2128.267476897328,11,Married
Male,67.79610547170432,72.9555790180191,5507.798001610802,12,Married
Male,76.00243902481071,64.86758756632878,7374.693833547704,13,Single
Male,91.78640453336618,101.487897398173,2497.078445601804,10,Married
Female,71.80483635635127,70.08812254508489,6071.247795992222,14,Divorced
Male,86.59845775225124,88.32796988910715,2083.5464509381245,11,Single
Female,77.36199628709595,92.18787446737282,6903.751404152681,12,Divorced
Female,76.00341066573185,69.14154560534675,6033.6822381429765,12,Divorced
Female,12.711316732056673,-2.2960749593736764,7590.97940039883,5,Divorced
Male,82.4881659541666,74.59806679543159,2728.7601704824033,11,Single
Female,79.08616661167196,93.05831869056205,6699.534448114694,11,Divorced
Male,78.93068940513037,59.358617922255526,5981.332597227543,14,Single
Male,74.20703543284228,75.29510273302685,7088.835515622806,12,Divorced
Male,18.5165613180308,20.65318460709099,7892.891441046941,6,Single
Male,74.04473599686294,75.29404659868452,5753.588925435625,12,Single
Male,88.06870590304075,97.78997032504923,2508.649356541073,11,Married
Male,13.115745734361525,15.020840991598417,7282.348244142757,6,Single
Female,93.93037120471939,112.66710416027492,2861.0235990147667,12,Married
Female,74.47066658016054,71.38486109003964,7368.955488542331,12,Married
Male,69.44005934283558,81.40052415491083,6960.739378988421,11,Single
Male,72.15080431373246,60.95242294751493,6339.657509037074,13,Married
Female,89.95863635710822,90.11523457549103,2343.537926485681,11,Married
Female,73.79837066252746,94.35337859192971,6366.201522319146,11,Single
Male,63.118758557906105,79.14191636511399,5851.696319566932,13,Divorced
Male,9.000220393786385,15.160373410506422,8055.161975085137,6,Divorced
Female,74.18998529454504,75.83186088777924,5421.10066802868,13,Married
Male,73.89694202879245,66.9678301934603,5528.946445333411,13,Single
Female,75.77436895077693,95.15792886706343,5748.0088208915495,13,Divorced
Male,78.52341455863737,57.36697722812133,7050.642001650582,11,Married
Female,8.162230319538978,22.253235947332964,7438.539766197322,6,Divorced
Male,87.21275755148872,91.07431769762616,2110.209870109372,12,Married
Male,78.31816222708622,82.49316832283698,5285.4614416484765,13,Married
Male,77.67202277448509,79.97423950713286,5629.36441732965,13,Divorced
Male,68.62914284781758,75.40118288873313,6069.95638541683,12,Divorced
Male,88.08554617073708,91.39202562958329,2073.803082938536,11,Divorced
Male,6.794404866382521,7.378695069826981,7404.288778280046,6,Single
Male,14.28695657406194,26.942837257401408,7505.326641669841,6,Single
Female,73.61772727928616,72.07813331361675,6213.507218021613,11,Married
Female,75.46754762156496,74.28242663733816,7261.915212425532,11,Divorced
Male,86.4245980192706,97.64615283031503,2311.479798089961,12,Married
Male,74.83667577112367,84.0545556750624,5017.995668063502,12,Married
Male,77.4789814541942,86.53464722605014,6419.252721171849,11,Married
Male,6.035360292652015,-1.9198830718793989,6913.447595261242,5,Single
Female,75.73952778275557,78.05319849003408,6649.547084552809,11,Single
Female,75.22326066219561,82.52817145961794,5439.993551182579,14,Single
Male,6.110414044589923,-1.5298112748439214,7828.041688290726,6,Divorced
Male,81.03442175905369,69.7384925759858,6730.181469407948,11,Single
Male,76.80615365518842,69.37364894378274,6176.253012467028,11,Married
Female,69.08025466121573,52.31183843820136,6815.803429782805,11,Married
Male,14.088039983731257,5.39380143513937,7731.756566085718,6,Single
Male,82.36286672548485,93.69094151474754,2637.3522665231926,11,Divorced
Male,14.794215403696711,19.483923915928365,7987.51575960866,7,Single
Female,68.95284519864134,60.43286376777534,5794.886153716054,12,Divorced
Female,9.28353009961647,15.375169288781578,7589.2391334154,6,Married
Male,80.49018007403015,72.35308264240297,6819.051429784367,12,Divorced
Female,69.78186562581732,68.0108836201612,5288.571499231416,13,Divorced
Male,3.6446380557092013,22.153565155610302,7866.762164746454,6,Married
Female,66.65680154898946,67.71224959652135,5571.52214255112,12,Married
Male,7.317072160008848,10.08623971859439,6540.962701872547,6,Single
Female,10.715241907481854,24.723040336586543,7471.205451344473,5,Single
Male,79.23619991245675,62.34133644572312,6713.438387541648,11,Single
Female,81.29174042885765,80.48297649691939,6379.498217661171,10,Single
Male,10.08941414884859,10.914756855385319,7449.007402725358,7,Divorced
Male,90.77647311687197,102.48415219138708,2790.342905533924,11,Single
Female,92.04237479102784,91.89511728284911,2485.904222276906,11,Single
Female,68.89101166921986,70.33927566799072,5789.103924041921,13,Married
Male,86.72757784257442,83.33570459754718,2458.079257285752,11,Single
Female,72.59069423635646,50.889311606977216,6754.856231843001,10,Divorced
Female,7.447606657330375,14.126363305834733,7713.181679908512,6,Divorced
Male,75.91144700187685,62.07335362990155,7156.745764712279,13,Single
Female,71.98745672879224,74.57555759605023,6083.6841387444365,14,Married
Female,16.587201174811046,4.683337717140121,7934.154193453521,7,Single
Male,94.78331015446403,62.78262708971809,2687.0072230360574,10,Married
Male,15.733048116700278,22.92390094068991,7736.653611603133,6,Divorced
Female,10.603054056087728,9.07437075252315,7336.472183032716,7,Single
Female,74.42106372444233,79.12089329525115,5061.175840572782,13,Married
Female,67.84927347597994,57.83842487915166,6230.134680376253,10,Divorced
Male,79.63475001278343,74.38161440106842,7001.4304205343215,13,Single
Male,73.00477817315907,71.71231417886115,6607.690492842446,11,Single
Female,63.870233766712445,68.80180419607774,5865.440182491489,13,Married
Male,76.2948764019663,75.65706221320788,6710.83946177383,11,Married
Female,77.36314949404276,78.53728515925437,6577.070606607633,11,Single
Male,91.40441911354114,82.17940458297382,3324.9727365146773,11,Married
Male,86.81992163731702,100.36042027069432,2145.928285089993,12,Divorced
Male,67.01304149259498,58.029202398211254,5462.904760095823,14,Divorced
Male,11.647868773417663,10.788166181433349,7747.117624374517,7,Divorced
Male,91.84945739991704,88.61830045937772,2641.4751596831966,11,Single
Male,67.69472811093851,85.80408808979708,5118.685072985037,13,Single
Female,0.0,10.227609977633428,7261.666479987591,5,Single
Male,75.66048455026305,61.810195722539056,6899.84312433706,11,Divorced
Male,63.83588908317883,68.11363245970992,5697.1000596216745,13,Divorced
Male,94.5845959338346,86.61436127547942,1806.8676220867678,12,Single
Male,92.10121324732975,76.23957459117315,1862.7914675580569,13,Single
Female,77.36202451616535,86.66173181556668,6505.002641355104,12,Single
Male,75.133069999269,66.79293764147238,7331.04445986642,11,Divorced
Male,15.84581317079023,19.53529944699494,7300.454564020714,6,Single
Male,15.105721055722476,10.28649317394867,7568.958748949737,6,Married
Female,79.81538167311123,65.90986142538844,2381.3179976941337,11,Single
Male,78.18429476642976,77.93960165936801,6529.999437359836,12,Married
Female,68.34061574302817,65.41605520258112,4891.321035037623,13,Divorced
Female,83.71693961003959,76.6717995305559,2001.3465907049035,11,Married
Male,13.734372021508896,26.37737941770925,7566.973328236429,6,Divorced
Male,86.66990342585058,79.28690937330413,2395.9859457001253,11,Married
Female,18.428735932147802,23.11633647253396,7663.508115864851,6,Married
Male,64.67786424859293,66.87312896003252,5895.7440503236585,14,Single
Female,64.2114868217719,63.88385366544384,6060.183241258693,12,Single
Male,65.24400696585758,57.41590325811215,5161.317033659371,13,Married
