Season,distribution_channel,Sales,consumer_confidence,demographic_factors,advertising_spend,brand_image,promotion_effectiveness,pricing_strategy,product_quality,economic_conditions
Summer,Retailer,5922.888459308044,1.3329386220873012,2,4387.4728971947725,0.5858472277073046,0.8845550994962229,72967.34002325624,5.862686966145897,0.9094746941313446
Rainy,Retailer,3105.700741082636,-0.9554597094965216,2,2587.054648486748,-1.0613889413621531,-0.7148038187550657,49404.275169858825,5.91285272079149,0.29651247778470396
Rainy,Internet,4248.503669071008,1.0263770120067282,0,5184.172118710409,0.8893484899907109,-0.14578971122705792,45127.70754895966,3.104909537731141,0.9211851310630907
Rainy,Retailer,4155.304673441827,-0.1931646213934133,2,5431.639120532665,0.3337512860352303,-0.49651973075398814,45894.810920022894,5.893455843841515,-0.9158884112381224
Summer,Distributor,5044.930034084054,-1.7934460246221573,1,4717.615855870847,-0.5670022883341893,-0.8064669274545343,60031.860106864915,4.40110969883154,0.9236737722620446
Rainy,Retailer,7479.4283172532,0.8346965213344928,0,8530.996928937031,-0.6259271138728124,-0.22397019764711107,60997.72268043316,5.546879870098675,0.3658050570585105
Summer,Retailer,5651.391538995843,-0.6294508281076812,1,6274.94813603783,0.7790300665761373,-1.095468128013134,68810.25461602378,4.753010862572604,-1.283943231989462
Summer,Internet,5495.37085954334,-0.4190002658302271,0,3960.2276404823106,-1.4042924531637309,0.5901896168171124,66620.17201050799,5.957399123670564,0.6588423198687993
Summer,Distributor,4685.510747352166,1.167795411043884,2,6518.265672216492,1.1967383162829106,-1.1934634381946592,46101.332397085454,4.931675088480302,-1.4082391070309745
Rainy,Retailer,0.0,0.3608427026042772,0,100.0,-1.5903643123417164,0.03716503910938552,55574.385132107614,5.040933327520504,-2.3763471557145412
Summer,Retailer,6037.271556009353,-0.741038880691332,1,5240.713891917894,1.9580997844275139,0.23887841314497626,58710.84064832767,8.833733350397575,-1.027764223073564
Summer,Internet,3760.4582882239642,0.027693256037233056,0,2642.724816698585,0.7106975203545969,1.7523633411432986,71794.78573485438,3.8630975182563354,1.105344454610701
Rainy,Retailer,4497.042346507675,-0.06804536268822667,1,4542.5302609484015,-0.3393849443793824,0.4817454221556504,49735.62323608885,5.631026581619896,0.574703661003608
Rainy,Retailer,6832.295347830213,0.4586345831079483,1,7135.570667101516,-0.041978616813446695,0.5587691519980096,55404.235297747146,5.449798538160533,0.5403270584396934
Rainy,Distributor,6406.541014040015,0.8290054550494472,0,5717.722060464702,1.5896420391745505,1.2252780119523774,65673.91421010428,6.955160653243291,0.4514890506640127
Summer,Distributor,4112.331965928195,-0.4718542578289788,1,4735.886106970709,-1.904106803413595,2.5780004670551318,57334.316951193294,6.341475268627828,-1.7015200774214572
Rainy,Retailer,4044.0991316079317,2.333329142471799,1,5666.371929938883,-1.0896009801898694,0.44662264199613355,38071.43250000186,2.626481744323885,1.2897455755966294
Summer,Distributor,4387.795149320349,0.45046571660682794,0,3951.6609085886907,,-0.01876912876777981,58155.567142809945,5.86279371455275,
Summer,Distributor,5673.008641148763,0.8320853548489909,2,4051.465455057616,-0.54779512309463,-1.5434353559920908,65682.54630965731,6.850675233478338,1.5465265621184847
Summer,Retailer,4725.437182181193,-1.0251475136289403,1,4985.20923495758,-1.031977002106837,-0.5592353403478721,71367.61261466438,2.3024911177561576,0.824020131889673
Rainy,Retailer,5266.333710588564,1.0485676204940249,0,4039.1113846108556,-0.5970087131906001,-0.5730308502742473,75712.34284177232,5.801573922144394,-0.33568122644742776
Rainy,Retailer,6114.0204632933255,2.0504759195205606,2,5571.60407030362,-0.9935816975283446,1.4686967371279953,52350.843726462874,7.827593343956842,0.755348215329088
Summer,Retailer,6545.811254237622,-1.843331408620708,0,6250.532213780817,0.05926925100960979,1.5562668675469724,81968.97797167461,4.085074320516271,0.8281577672526832
Rainy,Retailer,3185.9299988828598,0.202392821497887,2,2349.2315873587168,-0.3035221682672481,-2.517221742902374,68526.22534236679,1.6474537668454743,1.6900068959956556
Summer,Retailer,4668.891798288272,0.19303201143270368,2,6263.725528344542,-0.7089642505517518,0.7112759573088255,63459.88242572696,5.672680930444324,-2.832974748800748
Summer,Retailer,3921.969849375525,-0.01442583900757296,2,3568.6543392331664,-1.0022375459590078,-0.9810373582848372,45582.81778092768,6.988955832135736,-0.17318803892900664
Rainy,Distributor,4512.626742970227,-0.672182062033443,2,5508.3280837559505,-0.7434447413736344,1.253190513707444,56614.438136154706,4.227739935502165,-0.5500934345939842
Rainy,Distributor,2724.513716627964,-0.8312047210132798,2,4721.088051464827,,0.13537004662669977,40715.33704488235,3.2367077915396774,
Summer,Distributor,8109.106461630044,0.837073314698008,2,7876.671871971473,0.6009035979086003,-0.6749079049701374,48533.47860424641,6.209557916059238,2.8461804838191904
Summer,Distributor,4394.747033213497,0.0723741386412481,2,4817.704836671254,-1.8374603657782944,-0.7147817810305511,61350.50636204842,4.614818680517148,-0.9445414731199652
Rainy,Retailer,2983.5689476995585,1.8960737164025336,2,3759.046615067787,-0.3588856764706195,-0.7348503494101765,48877.63170090442,3.147098744242423,0.46023432614893295
Summer,Retailer,4243.397860020721,-0.037217324548159396,2,4783.142900697713,0.4486165932115926,-0.19713335992236258,51506.89055452995,5.594646724519419,-0.8659741463052356
Rainy,Internet,5613.856953390956,1.5699347591668777,0,5476.640824769078,-0.034050312983137654,-0.1959783485343308,59364.81582030174,5.963775514668637,0.36184575966348054
Rainy,Retailer,2940.145440602354,-0.06119594044484879,0,4718.955592144132,-0.6322365403413368,0.24993262630903312,60273.51170450912,1.8335733978475068,-1.0060945125447711
Summer,Retailer,4118.820223276593,-0.4872426461401437,2,4492.522022169671,0.5136262582669069,-0.6045898849044473,61229.597550711194,3.507807589523755,0.6351619366177395
Summer,Internet,2837.356074414036,-0.8107031285729938,1,3744.180661245232,-1.463768758644677,0.1970589505972498,44895.76415068387,6.370461214712196,-2.296212200054839
Summer,Retailer,4292.0874197586345,-1.064506840417563,1,5789.929588502936,-0.46362243097599287,0.700692235809823,63808.06202054465,2.209444226747119,-0.5432531427737358
Rainy,Retailer,5407.793229482394,-1.054392300030908,0,5069.056675718229,-0.1666937116265289,0.32004821374316256,59155.85177048852,3.6091489334741462,2.096665361075209
Rainy,Retailer,2470.4352454659793,-2.0848769856637412,0,3585.5407136784015,0.6386949691743258,-3.2128439694591413,47329.06066096935,4.875876831801161,-1.1881783318765284
Rainy,Retailer,5491.954307998131,-1.5357163372588674,0,6293.037218533735,1.4059265817757556,-0.43548532030082643,69922.67001091474,5.277472613448096,-1.8154642623132615
Summer,Retailer,5729.210236688523,1.1938053270417592,2,7323.594496846046,-1.6791891223007274,0.9515877705995517,49194.39290895342,7.255208911290083,-1.094419006864454
Summer,Retailer,4820.31770616654,1.3029516124305913,2,4819.546827624131,-0.972368173727149,0.14911890670319639,41037.755226497626,7.084982534205869,0.2178652346731999
Rainy,Retailer,3727.6574334049687,0.18210592560959066,0,4912.272191104131,0.6927041847167661,-0.6220754352747636,53535.67471171329,3.7077455017943404,-0.18806199944386698
Rainy,Retailer,8239.597881489222,-0.8075025706139564,1,7834.2456956978685,-0.3025851362126392,2.3590141100177067,72343.9534977975,3.6527044129530823,2.8049109564222006
Summer,Internet,5807.754967209042,-0.006447913685160759,1,6364.521729443535,0.11999728271880222,0.23627117883409005,67859.38775373096,4.716765567396334,-1.0485049995671718
Rainy,Retailer,7194.703895579156,1.124521025385005,0,7575.885272535532,2.335483753619571,1.3775176292361175,64562.54888537283,5.6814897312718085,0.6233449957673299
Summer,Internet,5776.140169827498,0.6574809005299636,2,3829.523729581996,0.8543263699796984,0.795095047582169,68164.93403085328,8.707220951812129,0.44377883834408377
Rainy,Internet,5827.296497726697,-1.4560153557151703,0,6651.853472013952,,2.0765548763446295,70076.45222134885,3.1278249644791667,
Rainy,Retailer,7142.250882622463,-0.1699540599496956,2,6788.850627596114,,-0.30574726450229367,72163.4522248556,7.96333427598373,
Rainy,Internet,3584.647980757175,-1.5091886938877501,0,5283.474324538368,0.623610585177543,0.9282094892352579,42342.90318422747,3.6424588743990705,-0.2651446299621922
Summer,Distributor,3207.225084337867,-1.5175947020507372,0,2311.2531854551125,-0.21600501100886635,1.5439146671275912,81623.5342402544,5.048011959887747,-1.7818244504834622
Summer,Retailer,5276.766549873849,0.5439795406788507,2,7323.544858883952,-0.020614170659216793,-1.499128619926684,53327.733271909485,5.550686900157171,-1.993188293986606
Summer,Internet,4844.984632489397,1.917496496365188,2,6204.841005426259,0.31911829684642845,1.1716262630083376,45749.70430907331,4.449597135715045,0.07316756727089348
Rainy,Internet,4778.894689458538,-0.9490211264092238,2,4788.8490917257905,1.6651952228500715,0.11732576803291343,50783.84187190837,8.018565118133086,-1.2872979235192679
Summer,Retailer,2753.7338462433386,-1.3585848381383598,1,4445.431439900077,,0.4594245911126547,38926.16173336534,4.3606004985318245,
Summer,Internet,5174.523028102635,-1.0160165730480801,2,6213.1679419999155,,-2.685967750688161,54163.78878372336,3.6832254163591687,
Summer,Distributor,2712.127226618347,-0.7934418541080248,1,3812.9298963483884,-0.4847313011905753,-0.9405818019061318,67607.37424181822,4.250151222104601,-2.9602712153404096
Summer,Retailer,3487.7860404211588,-0.38164133403269723,0,2032.177163217611,,-0.41720900833183583,65690.37466730646,6.375392237321699,
Rainy,Retailer,4837.568212319747,0.3552782382851222,1,4602.272220670095,-2.124771220694398,1.1163528250254633,58153.015256767765,6.952420201433596,-0.8898787020908632
Rainy,Distributor,3133.717707965956,-1.0079955725277576,0,4705.598441528002,-1.7405904163907262,0.48728167439749326,50437.91442169793,3.999529234171561,-0.7964632259185614
Summer,Retailer,6262.998634356435,-1.2517671899975495,1,6663.424261165254,-0.6966990275298875,-0.46534916746503713,68782.58073057012,3.1527979036886573,1.7696400971768784
Summer,Retailer,3001.48146381228,-0.5739693224062145,2,2380.795035724065,0.41034889526364376,-0.6111214395015458,54936.835300789484,4.960929127019861,0.5102286193376918
Summer,Retailer,5404.438600755938,-0.9623328308618911,1,5309.225695540938,0.816398334509335,0.49773284757401676,64080.06035647823,6.129066412278544,-0.3541624112177799
Rainy,Internet,6444.033303936605,0.3708749480078822,2,8181.175513034717,-1.6535007545602685,-1.174078542778003,47709.43831557207,6.143842534968451,-1.5412106894327948
Rainy,Retailer,4993.837367451714,0.49953142814797313,1,5940.583801028323,-2.54131976493135,0.28602424707920393,64326.449483565244,4.541130152922485,-0.917570188794287
Rainy,Internet,4994.054344625667,-0.6025234882887993,0,5436.687920011948,-0.2626196316140899,0.27843753775391156,60525.94957083362,2.699260189201197,1.0052352331292758
Summer,Retailer,2090.1754951091925,1.5306088018904058,1,2711.0990274326855,,-2.526241021760156,41582.71845928952,6.496005229298476,
Rainy,Internet,4404.752913231878,-0.7666210176559498,0,4637.703226802516,1.9231092911909862,-1.0158516069128725,51871.69164463877,7.066493765403816,-1.3545476350729757
Summer,Internet,3157.4534165956757,1.4173430768859898,0,2917.9760139059986,0.6076229736805226,-1.4142809648735466,71075.37967465058,5.7132674222904285,-1.8869720631849818
Summer,Retailer,6329.605567683387,0.09330629683668322,0,5010.601597420732,-0.928964293164443,1.0938506787525928,72222.9087086637,7.501468165096784,-0.07972056007688882
Rainy,Retailer,6047.97113278671,-0.6174882569941719,0,5250.334710367089,0.009038123240422151,0.8624649945786578,61844.468502883,5.474249870687857,2.034722581286747
Rainy,Retailer,6009.819712869009,0.6249276824368416,2,6038.004006259399,,2.0820908667370017,62664.10199288644,5.7423504675683334,
Summer,Retailer,6119.823214090993,0.2575860784864443,0,5908.586090339646,0.866663299659543,0.6023789254598273,78342.2109740348,3.4213138413947637,0.38882094396410966
Rainy,Distributor,5351.125973024993,-0.4928633683319417,2,5498.170790506747,-0.6278920944154981,0.7473737718900608,65352.93366535327,6.08520773586793,-1.1650822846168003
Summer,Retailer,5754.595523308155,1.6863221704371045,1,4845.129675755145,0.21230250961399985,-0.5757250939866548,61183.35276656851,5.712442264399937,1.5902332891063555
Rainy,Internet,3725.850178934472,0.9651362167192715,2,4895.802126973295,0.37284425947313055,1.9226106620286743,45761.5117366786,3.1184220933923497,0.4356165333659151
Summer,Retailer,6889.304151523855,-0.22600255374471642,0,6153.659113754132,-0.17767100194231383,0.25323675587631456,77476.81590667642,5.946204140571906,0.02050325693874106
Rainy,Retailer,4090.8995147947617,0.46913339464286696,1,6163.51860338938,,-1.030657310784995,48456.620065762574,3.0239851483117572,
Summer,Retailer,6436.349943475315,0.7619828788562019,1,7070.608967802961,2.1291362230225155,-0.4806631376760277,70203.37578318709,4.737619632586359,-0.8886852586930095
Rainy,Retailer,3680.866872381069,0.1011725943225464,0,4268.546051079696,,2.5152622750104743,53847.75637115274,2.974778509461309,
Summer,Retailer,2889.462891054272,-0.17689320799761032,2,3876.233434636357,-0.34601975624515413,-0.28343652427399335,33392.20179926747,5.9038524351565185,0.5041333387349195
Summer,Retailer,4702.457122471753,-0.28505356769305257,2,6509.919593469179,-0.48398687146634295,0.2529430202272335,44605.944716884704,5.20906628658788,-0.7033263859061496
Rainy,Internet,7717.14706937516,-1.538125552792771,0,7852.53752529413,0.9245253923388845,0.21285308762736446,71387.66423861959,6.090493313559531,0.21887830404653402
Summer,Internet,5406.712370939482,2.199836158650686,0,6600.50568316925,-1.7081797921674473,-0.926693839540815,43435.49844933866,4.951426431434795,0.7504350242931666
Summer,Retailer,3908.915419186231,0.45280546000683014,0,5089.028219746798,-1.1021695310151596,0.2440653872424464,55506.67322747464,4.652709979728289,-1.0640851034043628
Rainy,Retailer,5224.7874847256335,0.405816769649173,2,8624.260427215677,1.0626297954372892,0.3711771168967704,36392.95103010305,2.7035429814025758,-0.3417109915624921
Summer,Retailer,4781.058851894581,-0.21700116840374817,1,4678.555060300834,0.19080789427940792,-1.7487410084422848,42722.83088271553,6.0659228055313195,1.8787007414466994
Summer,Retailer,5673.0194601584,-1.2726056350304575,0,7210.42140377716,-0.1503264765458194,-0.31402030360742805,49227.27016997277,4.9097908816644065,0.6518073884084271
Rainy,Internet,6337.29757727047,1.7350210351015425,2,5819.1056615814905,-0.5167142357949372,0.7143182012699895,64137.13988382453,6.22492734711437,0.8474963431350643
Summer,Retailer,4555.271434324815,-0.6435300998708964,0,5716.898357214673,-0.5510012712270632,-1.7591664736164359,58830.83724129565,4.793482369712559,-0.6412006871668875
Summer,Internet,6515.5007490029775,-0.5966373219605156,1,6544.005957952171,0.24539871539925104,-1.6461382284980652,66584.59229708799,4.518700061686118,0.8920660630303617
Rainy,Retailer,6169.669028492488,1.4997685959981257,2,5812.017331868143,,0.6094919427070657,60671.866335637154,6.978077290104676,
Summer,Distributor,5235.959653823547,-0.15821241645730227,0,3771.7787666239847,-0.499451987868674,-0.38539591291619996,67894.63035232614,7.099103296149206,0.13249419248250724
Rainy,Distributor,2374.4552905682754,-2.4820958194981455,0,4342.095634837855,0.07045024640140728,-2.016128259700409,65743.8045969157,2.0575236653485436,-2.3207774220876325
Rainy,Retailer,7530.507755748049,0.5747003225255616,2,5851.72441547648,-0.5844485850146861,3.208451362009592,60720.298887113626,8.300915958286549,1.5183207785143265
Summer,Retailer,4858.744645298225,0.580512149557745,2,5674.820273028058,-1.5393043294788689,-0.36679167892905706,56880.93996494668,5.879338474579262,-0.9289334348202626
Summer,Retailer,5820.1574676216605,-0.08149714917236384,2,6542.796641930051,0.5827561390937033,-0.6067111339050368,53559.95699712534,5.646017945682736,0.47853775047358466
Rainy,Distributor,3152.5549876839123,-0.17170065759685438,0,3826.444506624005,2.026895154836887,0.7361155740059595,44858.0933147199,5.958040858113601,-0.748606280796603
Summer,Retailer,4517.4307088405585,-1.3263955149036832,1,4055.2159409431183,-1.0353028959257249,0.29651422550249046,54845.9551317298,5.802774434475288,1.2828315908441013
Summer,Distributor,2819.2345683106414,0.6682806478877346,1,3971.24384580877,0.3696539336891543,1.358783180929929,54305.604418322306,1.7154397430473063,0.6770547945006617
Summer,Internet,5899.495812460124,2.0029026149000715,2,5391.679826739682,1.8196065672426394,1.929692378592186,75186.53688062713,5.085635538626814,0.10089317227717731
Summer,Internet,5732.963888462713,-0.944923137417003,2,5764.8788298219715,1.1484926368996515,0.6825337945867648,69863.3096167359,4.943659824467912,-0.09091510841416878
Summer,Internet,7702.340310341939,1.4773498407855363,0,6207.93028071967,0.8001716892775619,1.486487654857738,89845.4040798133,6.43401445530578,0.3477712757024867
Rainy,Retailer,5786.1809976781105,0.11504499837450326,2,6478.61586392828,2.1332374486407724,1.1665463916208825,68886.1970482746,4.530118401198327,-0.24431115529470065
Summer,Internet,5817.63781895783,-0.007807251989471967,1,6716.615601907859,0.11960660848590608,0.3534882945536063,60504.959146905596,5.861756013778866,-1.4976379661591446
Rainy,Distributor,7229.061191925688,-0.31399573925677415,0,5596.123070707664,,0.3907628512084552,64343.87455118466,6.687042011039033,
Summer,Distributor,4332.407400414659,-2.1538205108972854,1,3780.545277626702,-0.3757818099416146,-0.04922563445928979,72647.39645970217,3.460927430844115,0.3292240205683134
Summer,Distributor,5692.580036997602,0.724556723581967,2,5411.2145632795555,-0.19024546739369969,2.1560988661065172,71211.9732050067,3.792389846601082,0.6816403358347406
Summer,Internet,3683.884992512242,0.5749002807538,0,5114.099257298813,0.15570627771424309,-0.11692995694329866,36806.327996995744,4.318313293298582,1.0374637585324618
Rainy,Retailer,4684.569485061471,-0.1396224054269491,2,4868.488019015104,1.4215804713656781,-0.5276176386807105,66363.1856939711,5.052377180978835,-0.06950360127839274
Rainy,Retailer,6203.053114299981,-0.3295642477422751,1,5700.156425046082,,-1.771038256411679,69781.79486614755,5.189142327528096,
Rainy,Distributor,3321.8967310726034,1.8521640558986765,0,3674.0392165231324,0.08573007278071844,-1.23735220687903,62794.54675090196,2.0291632137953535,0.5344066539121919
Summer,Retailer,3501.6211778501965,0.10978356048598895,2,3547.892984311473,-1.1493325806466903,-0.5711515077082652,40210.73259810597,6.203411964204304,0.6734039308421683
Rainy,Retailer,5658.4311401106415,0.7723359729044901,2,6069.815972468155,0.07313115844763766,1.138749886739547,65589.8561080102,5.100647622612934,-0.22501201350589187
Summer,Retailer,6172.413589068932,0.7250226073460703,1,6786.96959224065,0.6794009594911445,-0.6897806677101994,55096.11447900707,5.923257766385718,-0.4298459678347331
Rainy,Retailer,4055.2847094916415,0.6329145816933771,0,5590.345241608448,1.2380413523947118,0.6530845225312526,64059.22457799346,2.8442400484815273,-0.8069974180743412
Rainy,Retailer,5481.852975194511,1.216500985090924,0,5014.2001413056805,0.4310206783020565,0.37869727385640567,62482.79590772665,5.227642014047074,0.5429413650357283
Rainy,Retailer,4727.9007284129275,0.22359007511820878,0,5353.034478476142,,-0.38606447139474886,46617.85072727821,5.0647403691844755,
Summer,Retailer,4610.615436578294,-0.24485996691310272,0,4425.505474367635,-1.117912185248728,0.07221331166387834,53665.8040819464,6.562664023313249,0.10057875377952925
Summer,Retailer,4664.795992509311,0.053708760145178634,1,3845.497462357517,-2.14969082243434,0.7796137599323546,63430.23900647475,6.101442852345559,-0.16223082645235284
Rainy,Retailer,5867.974878926316,-0.4938935166929298,2,6036.720714722919,0.19787602241292196,-1.1570635981900144,70961.22912921135,4.341147753766165,-0.059408566549674975
Rainy,Retailer,3983.426614444994,1.0344696703297624,2,4400.274719736348,-1.2056636983012379,-0.20802471864416977,74905.4739169459,4.763883086092024,-1.9857250532643576
Summer,Retailer,7204.760930592196,0.5891462687569752,0,7491.822342947361,0.19739339157831307,1.6683356627423696,55377.882730387144,5.079674408372796,1.932114396705718
Summer,Retailer,5796.2499525517405,0.7811589455788724,2,6498.384915264025,1.633911373342531,-1.5840168727944974,53419.74931793005,5.695276307168539,-0.04091694544543327
Rainy,Internet,4572.437081145443,-0.8689122394872317,1,6451.610409383953,0.758299710645149,-1.19401041153566,50899.5318084294,2.762958894978515,0.4669611311760353
Rainy,Retailer,3692.1289092652924,-0.051211478101690605,0,3966.413850681808,0.6862316669858948,0.18248500808081425,46003.38140338665,5.679456854060561,-0.14193735022347953
Summer,Retailer,4631.6781123612745,2.1362889316636426,1,4035.731252839594,0.15428716724678676,-0.462931146646267,60036.21998790587,5.057771505441073,1.1559281939872696
Rainy,Retailer,7503.74983192748,0.08396182600571465,1,6920.555522148045,0.9591203177230617,0.06049032582235441,78377.38919894167,6.410674139576811,-0.18848011010323543
Summer,Retailer,4875.460355014823,0.07553024037117848,0,6088.523438255021,1.0844587290226209,1.105682581944301,48973.77746647464,6.2011515710710565,-1.240562582167035
Rainy,Retailer,2343.425873101176,-0.6704758883373569,2,2565.9885141285654,1.285003469466559,-0.04071497225247565,61975.714005240945,4.309258097506071,-0.8828467340983122
Rainy,Retailer,5288.576406446088,-0.34477413139178614,1,5807.302910458783,-0.27908871214418846,0.15643865393436912,31408.03756444509,7.571264633429665,0.7911742069883163
Rainy,Retailer,2610.303968892238,-1.6737256809348149,0,6966.306530358421,0.041398789492291234,0.29323395300032257,15000.0,2.581616419061948,-0.7169759979014917
Summer,Retailer,5055.712825501798,-1.2792218934975148,1,7189.977349037668,-0.20286813534827464,-0.22607169352361947,35789.36672335717,6.6647194349145025,-1.2350361192070285
Summer,Distributor,6031.570308734917,-0.2454089406856056,0,5418.470418717077,0.36625674406723413,-1.1075348150038038,51471.15552929795,9.200884090482596,-0.16894912381120553
Rainy,Internet,5882.049127774582,-0.7674284217823992,2,6686.5419257851645,,0.135873412859057,48437.703718237666,4.091438469440526,
Summer,Retailer,6537.2530825681915,0.14477519893660298,1,5319.560398849584,-0.7440143627239997,-0.5865413656327753,71022.3501564695,7.917582889838599,0.10313996740527333
Rainy,Retailer,5357.471109642106,0.25230979205753773,2,4579.101885899287,-2.0350322836405175,0.3708290628662221,87412.40450892725,4.054971348344981,0.05246279895014907
Rainy,Retailer,6636.8625471091755,-1.120359624683744,1,4391.743177853571,0.8982809571561216,-0.16913227721000507,83700.26845338565,7.180837442335091,0.3789342028306369
Rainy,Retailer,4391.64451701999,-0.42880283944957354,2,4676.931939612107,0.07779153244307536,-0.29801515180165866,52248.7603007205,5.4239915902571125,0.2141973140948804
Summer,Retailer,6738.468091305201,0.011123641067421594,0,7017.039697349672,2.3044169573692472,-0.9230562586503673,59127.91043469963,4.626587455779616,1.5909188243093766
Rainy,Internet,4488.499255593418,-0.6094408093947233,2,4431.20040755577,-0.5378742201201914,1.1207901928016764,54048.874995464,5.479651471692329,0.12568579381722245
Rainy,Distributor,4496.825445422194,1.519807181726058,0,6077.083734519441,-0.9721533331708231,0.9368173079114084,68416.71905447499,2.587175398430377,-1.0689500084931929
Summer,Retailer,2244.569033175895,-1.2186320533597408,1,4801.312810467476,-1.0044869263597824,0.9078607794078607,40379.5332150131,1.372766451546517,-0.2059160975680291
Rainy,Retailer,5516.866922578988,-1.30377758583792,0,7909.002311427838,,-1.2590595106575861,39977.08915957052,4.667984127031225,
Rainy,Retailer,4208.846901042545,-0.3704414214207438,0,6251.258654882346,-1.3184895048355072,-0.5799137295678429,54125.88621301059,4.599333861091811,-2.1582325797130433
Rainy,Retailer,2713.246937016875,-1.566663025182757,2,2842.6157207835395,-0.4410210059134653,-1.8891307521394738,70313.30455855146,3.8088790401232697,-1.8030897957189036
Rainy,Internet,8008.986731705994,0.6318731619554302,0,6326.487082202324,1.9093588874156202,-0.886065692989477,91550.17724052358,8.201274726617527,-0.6991885885699355
Summer,Retailer,3676.147703258629,0.7937277878351741,0,3695.544807381641,1.2428424895356847,-0.12175074099510706,67728.24597404948,3.6237235808454606,0.1474179789247206
Rainy,Distributor,3463.1707178089873,1.6479700508733903,0,3642.0878641108657,-0.5266100446925763,-0.44064287542783354,61636.662406224335,4.8881000071558915,-1.1204030798324263
Rainy,Retailer,5334.18977348182,-0.44510901127918984,1,5983.8541287459075,0.1242431500944947,0.6568745398508526,58336.70729027122,4.780160071203177,0.190944722972204
Summer,Retailer,5618.612604219096,-0.42159117599141915,1,4499.069602546009,-1.2606221274480143,1.0987053466979453,52145.432897162085,7.391284808156568,1.5595416742911972
Summer,Retailer,1867.21739894843,0.6701627939546796,1,3960.42408879493,-0.4186947968476669,0.06545063294422045,45651.49706421608,4.22282491888939,-2.1515888572531763
Summer,Retailer,4694.583517478883,0.8160109758738062,0,4985.045212226827,-0.9145477918962256,-0.8158284168510039,50308.63643087127,3.9893286531353147,1.4323792147665655
Summer,Distributor,2936.920426937285,-0.3131741892565883,1,2980.5885768168814,0.34876185908293456,0.6616644097296458,38603.674847014074,7.268772449689619,-0.8156564360338813
Rainy,Retailer,3603.914528263651,-0.6670003784125239,0,3640.8233337216925,-0.32233660679406706,-0.8960679144401684,56096.6388352761,5.360425546503852,-0.7813624679183665
