Time spending score,Gender,Children age,Money spending score,Household Income,Marital Status
81.80085785596903,Female,8,81.70579983959828,54213.39447227956,Divorced
12.640572799526188,Male,7,15.353887433125301,174508.80149169476,Married
27.365524211873826,Female,8,11.579222374952344,167875.83388837427,Single
78.01271716962263,Female,13,69.7705867249345,146672.31659576794,Single
19.173476380047084,Male,8,14.94167168968545,184563.69892841653,Single
79.85571609553594,Female,9,90.42362819028793,66240.82488424168,Married
0.32407517391335894,Male,7,14.015521504347127,167343.71654992935,Divorced
87.5944006522234,Female,9,86.69970458365745,50379.54097913066,Divorced
80.18055701761288,Male,8,80.14113022476617,44817.41021833192,Single
15.387247511884361,Female,7,13.31634169475798,163682.3053441533,Divorced
73.81973999515054,Female,14,77.55105621227393,159015.0438928363,Single
93.66699623897908,Male,8,92.4623912923015,45273.02365876461,Single
-1.8228630637341592,Female,7,11.785912711625159,182432.70208799068,Married
11.077555468637112,Female,8,14.829152655762051,180258.77485388357,Single
74.50911737389868,Male,13,77.10097595261924,161492.62056867813,Single
80.39839184316382,Female,8,82.66738287243376,65004.653264635584,Divorced
87.40942053392939,Male,13,75.21361974729157,161881.77309835464,Single
68.9824054855843,Male,13,77.1159123178338,148892.36136833162,Single
78.18264659641528,Male,11,79.2032393664926,168728.96384158192,Single
16.153477216790364,Female,8,6.702129055874529,181530.01655648468,Single
3.071942815155209,Male,7,12.63962250724989,171279.34333513962,Divorced
66.63181605956461,Female,13,67.99623124458577,162851.26560069958,Single
81.7216326959979,Female,12,72.09844703213886,145569.86289857014,Single
6.217417594374551,Female,8,12.99308140894464,180404.1232525197,Married
98.14504476222469,Female,8,84.40670071854966,66853.57430118651,Divorced
86.04115954715668,Female,11,86.36130284321128,158266.9097230476,Single
94.73321506223735,Female,10,84.68282030744054,158963.1311542549,Divorced
3.908126547555778,Male,7,16.10437708976057,183113.10469007737,Divorced
14.711416849638765,Female,8,15.583534212573795,182688.22167802742,Single
81.88583615798596,Female,9,84.38162003199685,147485.29510025523,Single
73.17212286406159,Female,13,76.67996503677088,150340.12989151632,Single
69.1242443033824,Male,10,76.37858647540769,146362.92944686906,Divorced
56.19950331011755,Male,12,69.90309734285854,149797.15328311015,Divorced
70.6658913709705,Female,9,74.82353579387062,159374.93037537704,Single
66.34353941245563,Male,13,73.63502866928256,157056.52352316814,Single
71.86216002410424,Female,13,76.48012100675672,155653.01830048842,Married
74.36455971434553,Male,8,84.84461388748552,59693.74468377642,Divorced
72.02610541646008,Male,13,75.26769457885649,141929.39318949514,Divorced
100.92414494285629,Female,9,88.05914419022325,43489.84122975939,Married
5.6135247221295685,Female,7,8.527148174053032,176845.8031287385,Divorced
88.29200736610738,Male,8,87.68877772686827,60397.698018888776,Single
94.08840316148418,Female,8,87.16580680112898,64177.1821467607,Divorced
80.24960636420157,Male,8,81.63869483837507,48864.0932826146,Divorced
3.444557803504571,Female,8,1.4402007810809607,178906.0698253728,Single
91.0920241701858,Male,9,80.83187749848699,43733.2380687558,Divorced
80.3549733034746,Female,9,86.09200933836522,171416.39534602044,Married
101.16458175346091,Male,8,85.91828593565356,50257.63955234275,Divorced
72.65689098263232,Male,13,65.11254301371574,163557.45834327806,Divorced
32.56844229940355,Male,8,25.63831123500556,173404.08504209277,Married
18.062299029607125,Female,8,14.052225473406239,179546.5465511978,Divorced
33.76888701559742,Male,7,20.095017781898797,190165.24012437806,Married
113.51534106375783,Female,10,94.5888285208204,155238.89300635134,Married
74.16040626286744,Female,11,78.68228393218409,124056.39715191614,Divorced
58.87255240251559,Female,13,63.009904016743626,151912.9874996354,Divorced
94.21290533706733,Male,9,87.38565817512404,163092.41805319453,Single
91.53152143513412,Male,10,84.7196367442101,164055.9873428623,Divorced
73.48318418986489,Male,13,72.6767378120075,141186.34936032427,Divorced
91.33582603615767,Female,11,80.40718902244193,168883.1593918295,Single
65.66262598498386,Male,13,73.70870867747708,146023.58352287192,Divorced
100.38005794695017,Female,8,92.99820089400959,41113.39928940321,Married
69.02650384411098,Female,12,76.87059768107758,147663.9282010948,Married
87.11078755121048,Female,8,82.58455019901761,55941.66507044906,Married
11.791657233844404,Female,7,14.255381551355242,181448.253365523,Divorced
82.3623119611028,Female,9,86.76224342162061,57790.95821370679,Divorced
73.24641621342913,Female,8,84.78083582001872,71309.77513924823,Divorced
65.92290113480156,Male,10,74.4158260485311,156536.7459797409,Divorced
82.8714692628112,Male,8,79.59442938854794,52102.686258719565,Divorced
88.54916036845802,Male,14,79.91009568934061,156986.1837362996,Divorced
10.007539393765091,Male,7,12.077587644349656,196821.1100564766,Married
8.12988050951093,Female,7,16.011701141890484,179897.3305366257,Divorced
26.746616083465984,Female,8,12.872009685434676,176739.40516212553,Married
83.99660697262594,Male,10,82.55871799355869,184977.64670756896,Married
90.03470381000636,Female,9,90.70734007165451,51448.37056226075,Married
80.37749024058448,Male,12,73.55597613267827,155973.11450840026,Divorced
73.97164148239608,Male,12,66.82169707966644,166223.91040636395,Divorced
-11.588509262899741,Male,7,15.986643635588933,180891.048232401,Married
64.39197914623726,Male,13,71.62064205050372,161048.11221729594,Divorced
110.66889125614205,Female,9,88.18810347024015,34967.31770719633,Single
27.64009727985477,Female,7,16.737176187834272,170034.89320812718,Single
20.523308631708694,Female,8,20.51814282054646,169593.9146457793,Single
82.48280053890288,Female,10,86.88385893100954,162384.4617208383,Single
75.73622959102872,Female,10,78.49179795537012,161452.2430243574,Divorced
68.94389448165761,Male,9,86.25984502598956,60100.44087006719,Divorced
81.39927232376,Female,10,83.52693965965967,167030.90058260073,Divorced
82.13384866758645,Female,11,85.11203479782753,152546.08048044602,Divorced
88.78357964182122,Female,8,87.70268824711714,54565.414707303236,Divorced
91.35418811958135,Male,11,87.31755246703463,150278.56988535877,Single
6.954448845543713,Male,7,9.7688388624576,171502.48780707025,Married
81.80701102074423,Female,12,74.43497186559453,150166.64896103548,Divorced
83.73287478130935,Male,12,81.70397231376144,169045.1993422104,Married
28.64736010515196,Male,7,15.037706928578771,177747.69416081993,Divorced
15.015858012666222,Male,8,8.412774297677416,181297.7079250768,Married
71.03492102377979,Male,10,87.44731479947806,161502.1416587684,Married
77.55569237959341,Female,10,79.1379060393305,163381.00355810302,Divorced
76.60169273523,Male,10,78.3554196642596,175314.8260348323,Divorced
91.26780250713679,Female,10,88.23953837170694,151909.9691176828,Divorced
104.33980463526537,Female,11,94.10423190647231,151193.22284460373,Divorced
14.39222800156626,Male,7,12.802680017510198,172817.76128956856,Single
73.88941955132005,Female,10,73.46221707979589,153883.09987885723,Married
79.18636270786128,Male,12,81.8314724549663,157996.5988693976,Divorced
73.2886679614696,Male,11,77.85573055314067,160548.4498478177,Divorced
88.90318859178326,Male,8,81.35887830320718,65849.91764965818,Divorced
96.44648347007386,Female,8,83.1214261925547,51861.26298439839,Single
7.276911275674236,Female,7,12.630952857528328,184473.84953009358,Single
47.94150067557955,Female,12,67.4668251517387,164238.131769613,Married
82.40498617188435,Female,12,79.77695297943332,148017.30361243797,Divorced
41.462186283212105,Female,13,63.28572840748541,159249.98514352745,Single
83.62193227556047,Female,10,85.43126598971386,157232.98320766812,Married
3.920082010122128,Female,8,14.645506820187713,172029.5998227669,Single
83.5297862142813,Female,12,81.40629487989709,141906.37706331245,Married
57.30361850671444,Male,12,69.12583311560597,148905.6418833458,Divorced
83.24329847861436,Female,13,73.649672659854,160337.1783069797,Divorced
62.625304319355834,Male,12,74.25746725143419,143379.82550645762,Single
57.72083586134846,Female,13,72.87104912827525,148156.49129228076,Divorced
78.7727379031688,Male,7,88.20508782485906,46695.17588982373,Married
106.41705347750765,Male,7,94.0509487588131,57392.75351400455,Single
97.21831467482512,Female,9,85.01549676550052,158436.53945472653,Married
99.70960297526105,Female,9,83.51817729847573,48434.50303394378,Divorced
93.01646884355712,Female,13,77.122052939202,148835.4665250861,Divorced
94.36174263787949,Female,9,93.55100280266997,68969.17644560065,Married
91.87881238024416,Female,8,86.39787612586011,47345.83296196957,Single
79.05804114567148,Male,8,82.09397551060069,56371.14658041434,Married
19.031290162716182,Male,7,18.771140243090947,195173.87360465305,Single
87.40217207381737,Female,10,78.789136464113,155766.92213983476,Married
95.95311030096693,Male,8,79.59706567884606,61905.50734657032,Single
58.35473863389998,Female,10,87.00225721360086,158351.8577750043,Divorced
62.9636502027399,Female,11,88.11682076002305,159492.8679629898,Single
77.62451192601941,Female,8,78.92224572459718,50160.57445898531,Divorced
56.184774918561764,Male,13,68.67808946643885,137557.73576419667,Married
76.26543224791298,Male,9,86.00432728427151,44023.08024494242,Married
78.43343955367529,Male,10,80.37360277595994,155209.96185777898,Single
14.368796189029634,Female,7,14.12963438235628,175400.01385026256,Married
90.84354510896928,Female,9,85.59487713385201,51971.55961763926,Married
17.95957581738538,Female,7,17.04518607216648,174301.3828836156,Divorced
65.24453175286008,Female,13,75.4152532889114,156240.18057464843,Divorced
90.69390647900387,Male,9,89.9895416944361,151662.4165525196,Married
74.7096528914281,Male,9,81.6404169118771,176469.1094470696,Divorced
71.53107020229352,Male,12,71.27778412784488,158099.7659208239,Divorced
86.93350537520838,Female,11,74.05925747058967,143973.55264328374,Divorced
74.08180230888036,Female,12,74.8796357824793,131762.2244967799,Single
61.06254731375642,Female,7,86.99617073154968,62737.578985195636,Married
22.258955588343355,Male,7,16.508643049958167,179250.42410176384,Single
14.87810584225379,Male,6,16.87609023194564,168786.30684084375,Married
65.55422549527721,Female,10,73.36969982970095,154477.76496521078,Single
80.27461577995977,Female,12,72.73781646474137,155180.65421687317,Married
75.34481794605324,Female,10,89.27225968562598,166673.05154975996,Divorced
12.028484312488448,Female,6,17.59971084911618,187547.6022276926,Married
25.560296407652203,Male,6,17.23982848833596,160209.2276688889,Divorced
-3.6182546413308003,Female,7,9.495398275156212,183220.1062223159,Divorced
17.561724048853055,Female,6,14.4693068661336,178820.28560660966,Divorced
25.763552980183288,Female,8,21.905870357840882,181380.17070090063,Divorced
18.010343935276374,Female,7,13.223857161400744,166642.72945026797,Married
94.64765668908078,Female,7,83.66651301570498,56730.96961880625,Single
32.89291221422915,Male,8,18.166477634158937,178061.11318087167,Single
49.58787739537731,Female,12,70.62514911553104,149282.43798761145,Single
73.03127248857278,Female,10,73.4248112280644,170574.45750175818,Married
110.26081087524793,Male,10,91.92119149150327,166155.36977343675,Divorced
94.15199803392426,Male,9,83.4356087469033,55738.619505281036,Single
15.464161143230918,Female,8,19.61046426259466,171564.10490322547,Single
63.64644276947739,Female,13,72.32516692543557,138878.9060546504,Married
90.20134404596097,Female,13,74.6319990389582,154405.7713687189,Divorced
73.47066680520261,Female,8,78.21478013307386,60395.926614355376,Divorced
74.55974475532119,Female,13,75.38672726047423,161479.77836241096,Divorced
89.09634790778995,Male,11,79.65172452835097,161727.57711478192,Single
60.9006673977711,Male,13,69.29484455844593,144452.40928037322,Single
90.61011221118238,Male,9,88.90802465964592,43200.47404240411,Single
27.264295621689854,Male,7,13.925677553335788,176378.8055701903,Single
7.063490850548764,Female,9,15.40255220943402,181301.28699844657,Single
95.14637983116609,Female,10,82.87339888197162,155218.9549890537,Divorced
81.60992786742506,Male,8,90.75857483165785,54813.883901454465,Divorced
1.91297926275017,Female,8,18.243455168075904,169500.4320719394,Married
11.93490869414574,Male,7,15.296115761612768,172974.10580407886,Divorced
73.23809210634208,Male,10,84.94711678790259,178217.0010801822,Divorced
78.43220933453904,Male,10,78.73366582392876,157713.60955087925,Divorced
82.5045012950904,Female,10,83.00228147302403,156246.91013102676,Divorced
76.9630305741159,Male,8,86.45249237724613,58392.323413280494,Single
20.35253748073614,Female,8,13.31874566766863,174515.8735360576,Divorced
91.78712638557838,Female,11,84.75934072003655,167485.7046792872,Married
81.50828410880777,Female,14,82.73805568668978,153635.1517628971,Single
73.24451716423633,Female,9,82.67928269959394,43560.775041922214,Married
58.92664532938454,Male,8,71.9530895197353,50220.04465186037,Divorced
22.202120860420848,Male,7,21.947805623913375,183816.9969942983,Married
75.15417580000455,Male,12,76.87477631190954,144062.0713256033,Married
3.972297002785449,Female,6,6.421171377364111,189003.1314756159,Single
71.12351080129645,Male,13,73.97083598478734,160329.05261552817,Single
-11.23252390069688,Male,6,8.839042101606076,180262.57131410937,Divorced
64.77301453709809,Female,13,70.04170549180074,160615.5545720102,Single
78.77167594646932,Female,10,85.18399401623068,173239.60537436276,Married
72.83097957459778,Female,10,80.58344140196142,154381.37514676995,Married
64.42966535294397,Female,12,77.98311419767887,142875.93946694877,Divorced
72.1162945467003,Male,10,82.84828728580143,142818.9505334419,Divorced
79.4891270122982,Male,10,79.08177891985291,160178.756985478,Single
71.85836142436438,Female,11,66.75691560897505,147049.9591770658,Divorced
81.15132468755131,Male,10,81.43682729774156,153986.1858418979,Married
88.33495591700253,Male,11,85.2454157756689,167836.35992817557,Divorced
82.39009024420496,Female,8,80.87659493754188,49496.132110021485,Married
14.231058323620765,Female,6,20.19947627535725,172502.15960280548,Married
2.643710071421312,Female,7,14.241047926367017,179443.51706509007,Married
100.58938948394201,Female,7,88.50740251145419,65143.83500739356,Married
97.72796818997107,Male,11,86.08646187953505,171030.06837601698,Divorced
7.637037179870877,Male,7,5.937723040841185,173603.12864113928,Single
84.51749119770413,Male,12,69.46551420306511,126243.28484404524,Single
66.80231181930816,Male,13,78.4750070748978,152371.58468535068,Married
77.47929754580076,Male,9,87.69206104421608,161880.02728732227,Married
70.97034524022703,Male,10,81.74014410003572,158696.85369927503,Divorced
72.03239531346306,Male,9,90.27269445590997,42385.910090157515,Married
-1.110427868963006,Male,7,11.863571786481927,183040.1695392904,Divorced
73.56390688399956,Male,10,86.11809127611056,173252.83203221878,Married
75.85866118049651,Male,13,74.55299102768997,146705.17538166867,Married
22.35715591949549,Female,8,19.531691555023784,181378.190004269,Single
77.96169582619358,Female,11,77.94589364310968,163361.0977980416,Divorced
84.06527224955946,Male,8,79.14760854720774,68278.51496735678,Married
77.75018693819243,Male,10,83.37071945294956,153571.49858360825,Divorced
78.94723652410237,Female,10,82.28174562727423,150995.68412618927,Married
64.22514725273572,Male,13,80.62626910694921,146079.62113813305,Divorced
90.95801158979944,Female,8,90.91414018349876,58333.669441560036,Single
85.23826898893074,Female,14,86.01228836159521,144770.91702604672,Married
73.4801983555289,Female,8,83.91026926903473,42563.102056162475,Single
94.96368053694452,Female,10,85.88191233448269,167987.63615361467,Married
14.694992527403565,Female,8,20.34037624556781,163308.42796544713,Divorced
69.50837923344952,Female,13,73.28436864945029,151276.1431856491,Single
83.55320351478244,Male,12,73.98072192950472,154306.39982806036,Single
106.29393005121898,Male,7,89.5817063801166,55684.68555491863,Divorced
37.299359919974854,Female,7,18.952239617200604,175622.87047096295,Divorced
67.10707578247458,Male,13,76.25594731128919,129308.37137505645,Divorced
74.09459641123716,Male,13,77.27696510202475,152154.99284573834,Single
85.17965416708303,Female,11,77.6617018904594,169047.05457304264,Married
90.92911909591503,Female,8,86.18912949598895,64066.61732514925,Married
80.92794224004855,Female,10,81.0447098085484,152273.27544094872,Single
23.633223884065295,Male,7,17.97637085538706,193716.78352877928,Single
91.01354104249774,Female,11,86.5199553510308,149664.38526356098,Divorced
17.935737715597124,Male,8,21.68785404280957,172375.69125403542,Divorced
88.22269331624524,Male,8,88.12493986560379,46642.06264496784,Divorced
87.98328573276555,Male,8,84.33875429107799,43127.77236307332,Divorced
23.39115635639201,Female,7,21.13185568835374,197983.099778898,Divorced
76.02922637721746,Female,10,88.66975432387753,157671.7295480828,Divorced
105.73562349626631,Female,11,92.43601094127465,171733.06336873653,Married
23.04926706854814,Male,7,19.520809461389483,179916.07386419387,Married
83.69703279976112,Male,8,88.25697461670529,50051.5190325062,Divorced
88.09254258601115,Female,9,86.92861868372178,158047.6470075545,Married
78.61187391670911,Female,10,86.62738038699123,167480.6109225311,Married
62.97197931094074,Male,8,85.99271657199789,43073.13068487987,Divorced
70.66117017117172,Male,12,70.20034769568711,151431.3944197835,Married
95.04606016600137,Female,11,78.12553992270523,173240.03948881105,Married
77.66957994348233,Male,13,74.30257281713213,153872.98644549193,Married
68.46394274122555,Male,13,73.28346377237412,151517.3389162143,Divorced
77.24402095475408,Female,10,78.94494954782205,159040.49422579457,Single
77.61614765866395,Female,9,86.91655490002833,58582.21592575438,Single
76.52833375321153,Female,12,73.54432829207157,167528.06515728534,Divorced
17.608924814105094,Female,8,16.791714699732708,177818.07691200316,Single
81.70752151267543,Female,13,79.24012604325918,160436.36509944987,Single
86.29300332403307,Female,9,76.61476727118705,57854.95624526641,Single
19.059407374457653,Female,8,4.754181251339851,166460.9099823041,Divorced
-1.7255799667820924,Female,8,7.258286868736853,176079.02368785397,Single
15.168277710473372,Male,7,12.821864894639447,168653.57798133173,Married
76.23728106630544,Male,13,78.14218824278582,150985.6649200744,Single
87.74350220378611,Female,10,91.2020927201039,154232.29154825944,Married
79.35931622903136,Female,9,80.6281322576084,49631.63658297082,Married
11.517723780132847,Female,7,6.629177811193095,164027.8988484641,Single
29.06567346789094,Female,7,13.534267428582226,158596.63766296415,Single
98.44431824951464,Female,9,87.7923002691002,162196.70269517732,Divorced
89.57916375423932,Female,13,78.88023215515787,154918.62271521887,Single
95.02586087137266,Female,10,77.08457463217404,166968.0988488488,Divorced
77.82376641675401,Female,10,76.95888573473684,150962.6658250672,Married
83.14183963508601,Female,8,80.19146956016154,60889.25601387221,Married
58.00856209313279,Female,10,77.5867988719692,171270.30242832974,Divorced
17.598021911997428,Female,8,14.388594097788115,172676.24116118337,Divorced
3.7180136534749515,Female,7,20.360077963093367,181098.9539269185,Single
78.80550005156488,Female,8,78.72891192071782,49827.11725565922,Single
74.9564385736182,Male,9,87.11884156331146,67219.23190903,Married
9.572757091124856,Female,7,3.5755885708540305,168856.2649933187,Married
82.31668879817651,Female,11,86.72253163753413,155077.63144556305,Divorced
21.654870326460166,Male,7,15.708836342749237,188062.94117561457,Divorced
41.59198918172786,Female,7,18.29361172664931,170029.14432170344,Single
76.02410910994755,Female,11,81.90333047095383,156796.30198837403,Divorced
83.5148489433316,Female,11,84.09581859417024,143069.73456132627,Divorced
70.5526444353405,Female,12,74.74696700064194,147197.42166750447,Divorced
81.98963043353739,Male,13,76.68342816932642,146738.15650287067,Married
87.9578101013791,Female,12,74.83151908232375,155142.1978341624,Divorced
77.84037065670023,Female,9,81.94040315075947,50841.34547812125,Single
19.318485968139562,Female,8,11.633864812827298,187722.70220968232,Single
70.34794114858592,Male,8,86.54223098533795,62988.160535205665,Married
85.37897264411787,Female,14,86.014969412619,156738.78570389806,Divorced
2.2516568159130603,Male,6,14.17042094214112,180116.99484516386,Single
6.700031706690993,Male,8,9.238681602838597,176087.93478927578,Divorced
84.8341965842881,Female,7,88.46015803958873,52422.69189813286,Married
10.497962432405625,Male,6,13.272397731778845,187586.97680180156,Divorced
80.33584307062128,Female,10,86.11333634316634,156791.5416557479,Single
4.017257881432151,Male,7,12.726853140743536,172985.87432382433,Single
84.42161441833083,Male,9,87.16064834442001,146316.41458567337,Divorced
94.75162898317699,Female,11,88.57428217915796,159811.64111467006,Married
26.088238983038188,Female,6,16.73449308643073,180006.30123950544,Married
67.57319156949468,Female,13,74.9662597500606,149776.51326085866,Single
77.83073223514438,Male,11,85.13718670129762,173256.1358773481,Single
65.9373504149737,Male,10,80.5596520548901,156875.84611805656,Divorced
13.88928762560615,Female,7,4.216270816776735,182696.63247458974,Single
76.91559341704311,Female,13,74.71408267210776,159750.43417857855,Married
70.03150210759266,Male,13,68.56627238992857,154259.68924919178,Married
96.21913475755512,Male,10,89.61012705839144,160736.30977173662,Divorced
67.80719641283457,Female,8,87.01000009592927,55373.46241405317,Divorced
64.8047472592496,Female,14,68.18191572228478,164952.3666676153,Divorced
64.64458671716821,Female,12,72.18839308001485,157311.23366054584,Single
15.64893919512165,Male,7,10.80598543632727,176119.75217036932,Divorced
77.28311427804108,Male,11,85.7977614320738,165143.08786490175,Single
83.09834212624828,Female,9,87.9050121530071,51280.19842465255,Married
33.99257586232168,Female,7,10.909770745387846,183801.04001307813,Divorced
27.80939685856459,Male,7,10.630476818100362,181354.8824110354,Married
67.45523490885179,Male,13,69.89303123249141,147418.97509780547,Single
90.6261402624481,Female,12,77.34590000450231,159094.78176983914,Divorced
62.00947491921431,Female,12,74.47690589626268,157532.90530735694,Married
73.64810747675034,Male,8,83.60252547838499,60484.86974545094,Single
61.18330514604082,Male,13,77.61731984706229,156129.86067585042,Married
97.15484508385089,Male,8,90.95270951159053,46445.047946031846,Single
17.005164707529424,Female,8,18.33027015117564,171787.39039933926,Married
75.87704151635978,Female,11,74.02846178777541,148941.9980220195,Single
18.74032910159184,Male,7,13.770082118242016,180752.1155208639,Single
28.278448470940987,Female,7,14.232497458857715,171210.65308194078,Divorced
97.221794828838,Female,8,83.06290189945494,69313.69134607652,Married
75.03229115980088,Female,10,80.631036806721,167843.0940778635,Married
81.78626860518206,Male,11,82.71116988626255,153837.33657647416,Divorced
76.29023695969603,Male,8,81.2487104057958,61037.53962283009,Single
58.78255039496954,Male,10,79.13297800267449,181432.49897957352,Divorced
58.40706902344919,Male,12,73.0073019766683,150661.99437015032,Married
88.23938759738117,Male,10,83.53434097500308,157911.4608100496,Divorced
26.055602562850005,Female,6,17.789927910670052,174858.3700647653,Divorced
84.95894743215499,Female,9,78.85936617773356,172609.60189733762,Divorced
84.83163962922339,Female,8,81.60774272589539,63165.37784083069,Married
87.67515928288431,Male,11,92.01105744813425,164692.25182505406,Single
97.90587683072192,Male,11,83.8226050215913,156226.53268624138,Divorced
24.699626549512736,Female,7,17.3260333139581,184958.29520114418,Married
88.46151537158147,Male,13,76.13774743089694,130692.5039664675,Married
87.8252805037817,Female,8,82.32649793092956,59896.15772281501,Divorced
75.95086166482807,Male,13,73.94592108714478,157894.18757685652,Single
104.53967756441108,Female,8,90.84143844525767,63279.03647108315,Single
-7.653116657017787,Female,7,9.73798758606113,179508.42596264946,Married
58.78819761932027,Female,12,62.701188799471005,155941.65354666862,Single
-4.507388858141086,Male,6,6.790999912406107,169355.78217653622,Divorced
62.86245340326306,Male,11,78.3644159601711,150137.50813260095,Divorced
88.57381836162799,Female,11,83.02476556173986,154553.80132235546,Married
62.78194420036848,Female,10,80.6309443534515,137831.2875672233,Married
87.69872106620292,Male,8,84.04760753139814,45598.031773272145,Married
73.38834321547698,Male,8,80.51286658345114,45169.94830251558,Married
75.96543085838466,Female,13,79.18688469843553,159609.09929767324,Married
74.70264060110784,Male,11,85.51720728618184,170842.57593639047,Divorced
75.85069733414943,Male,12,78.15151025907385,138806.42919716463,Divorced
10.115685563786165,Female,6,20.25472201428866,171202.39799984393,Single
1.5153561431956888,Female,8,15.318103344989503,169622.17373498823,Married
68.45790813528231,Male,12,74.29062596651596,145137.0681027973,Married
87.66198993844172,Male,13,76.7851845163923,153077.51650270156,Single
79.75688338590625,Female,12,79.54639784608659,142088.94767227754,Divorced
50.537593241243144,Male,13,67.62781116457158,134708.64799322054,Single
68.60268681407159,Male,13,71.26829773304432,150103.86047190527,Divorced
77.10656285561745,Female,11,79.5240528782999,152479.63237828843,Divorced
27.358060193380947,Male,8,11.350669500565864,178032.64457633274,Divorced
39.50028760529481,Female,7,17.327380094733115,182404.1452223331,Single
85.77404029838247,Female,12,74.15277811580289,154178.39401153824,Married
80.3434885331275,Male,6,81.79211228999962,61555.85285387424,Divorced
60.87230035597938,Female,8,78.7322408153749,61508.26439344961,Divorced
26.50574976426097,Female,8,11.17631545790541,183137.4194020006,Married
45.767016626010374,Female,8,23.122708417423084,176310.4258589273,Divorced
80.47480693523687,Female,11,87.63681380626764,170668.0151309019,Single
75.30997739034721,Male,13,75.20724335915376,143323.76737919176,Married
82.13563632782987,Female,11,82.34718412001,157121.24436467182,Single
34.359546418504785,Female,6,25.044227104026767,188346.6448518507,Married
4.7553511603941505,Female,7,8.992075932990112,165186.07670777172,Divorced
84.85488436472275,Female,13,73.58077318164558,157091.16717147548,Single
73.53648146409581,Female,8,76.52205968222863,68973.98006015588,Divorced
