Brand Loyalty,City,Renew,Hours Online,Years subscribed,Sex,Education Level,Marital Status,Location Code,Years after high school graduation,Monthly Income
0.08119838203656224,Udon,Yes,4.030735062070772,6.0,Male,College,Single,Urban,36.0,5188.095884449091
-0.42632693364085095,Mahasarakam,Yes,5.58376441345548,7.0,Male,High School,Divorced,Urban,36.0,6000.131129669749
0.33709653108565374,Khon Kaen,No,3.9990146359150973,3.0,Female,College,Single,Urban,36.0,4373.005197655839
-0.2129984615161947,Khon Kaen,Yes,5.797800464155771,6.0,Male,College,Divorced,Suburban,33.0,4558.995966028159
-0.41011125338906157,Mahasarakam,Yes,5.533865569356454,6.0,Male,High School,Divorced,Urban,38.0,6636.368011089413
-0.5235566900524158,Khon Kaen,Yes,5.270141821648557,4.0,Female,High School,Divorced,Urban,34.0,3814.7778708058795
0.03936726946014532,Udon,No,5.337127825431537,6.0,Male,College,Married,Rural,27.0,6247.970784156809
,Mahasarakam,Yes,3.836995873010761,4.0,Male,Graduate School,Divorced,Urban,28.0,6153.255558353727
-0.4318488438915587,Mahasarakam,Yes,4.524662519078103,1.0,Male,College,Divorced,Urban,33.0,3179.2429408456137
0.09111480436826702,Udon,No,6.739697336450156,6.0,Female,College,Married,Suburban,21.0,3623.7604210627755
0.2192764246810661,Udon,Yes,4.226213270090071,3.0,Male,High School,Single,Urban,35.0,3489.5165747044903
-0.43655523981311445,Udon,Yes,4.260087745339361,4.0,Male,College,Divorced,Suburban,13.0,3894.4357767624206
-0.7304143763327003,Mahasarakam,Yes,3.429817582384635,1.0,Female,College,Divorced,Suburban,30.0,4335.667339910855
-0.556150475246616,Mahasarakam,No,4.897235599955452,4.0,Male,Graduate School,Married,Rural,42.0,5018.155557857199
-0.3907254583024246,Mahasarakam,No,4.422141428619725,5.0,Female,College,Married,Rural,29.0,2725.896314922834
,Udon,Yes,3.8334113741916886,4.0,Female,High School,Married,Suburban,30.0,4110.137200412408
0.40364718250691317,Khon Kaen,Yes,4.745059662505277,6.0,Male,High School,Divorced,Suburban,27.0,5248.539409633919
-0.49235321962818035,Udon,No,5.045234258514422,7.0,Female,High School,Divorced,Suburban,28.0,5523.453135910087
0.6381896356735688,Khon Kaen,Yes,5.657199088312168,3.0,Male,Graduate School,Single,Urban,19.0,5677.381525733161
0.097125251596313,Mahasarakam,Yes,3.980105129284051,6.0,Female,High School,Single,Suburban,29.0,8076.9641480889895
0.13273442328430252,Mahasarakam,Yes,3.2006909977716433,5.0,Male,,Divorced,Urban,25.0,3838.3647872697393
-0.3890168311173489,Udon,Yes,4.709853293748029,5.0,Female,College,Divorced,Urban,,4166.518856237002
0.06516342262626096,Khon Kaen,Yes,3.4832345298392755,5.0,Female,High School,Divorced,Urban,26.0,5633.764667061986
-0.15470975777486823,Khon Kaen,Yes,6.537821685584923,6.0,Female,Graduate School,Married,Suburban,37.0,5262.527215244129
0.27851273633946344,Khon Kaen,Yes,4.634151612974217,4.0,Male,High School,Divorced,Urban,20.0,3238.1002220583837
0.63339375934005,Khon Kaen,Yes,5.866805499694086,4.0,Female,College,Divorced,Urban,34.0,
-0.8216230005416592,Khon Kaen,No,,5.0,Male,High School,Married,Suburban,39.0,4018.6605281515103
-0.07216363072826866,Udon,No,5.175200303249783,5.0,Female,College,Divorced,Rural,41.0,3166.80136725024
-0.42603512067290433,Khon Kaen,No,6.240422694025863,5.0,Male,High School,Married,Rural,25.0,3467.0644431570618
0.3396519748241421,Mahasarakam,Yes,7.543060441141,8.0,Male,College,Divorced,Urban,46.0,3376.6252382980097
1.1963098452925884,Udon,Yes,4.127177492437631,3.0,Male,High School,Married,Urban,32.0,3496.1386897610473
-0.09432104993513543,Khon Kaen,No,6.162333611467309,3.0,Male,Graduate School,Married,Urban,36.0,3075.206217726945
0.6376001521959272,Khon Kaen,No,3.805351174472159,4.0,Male,,Married,Urban,43.0,5917.802678618887
-0.36642577303942364,Udon,Yes,5.387813563905358,7.0,Male,College,Single,Urban,21.0,4626.860250098334
,Mahasarakam,No,4.74754622118476,8.0,Male,Graduate School,Married,Rural,27.0,1977.8527517019593
0.06488179096354835,Udon,No,6.717440780413427,1.0,Male,College,Married,Urban,44.0,8034.44697613604
-0.39477524113420653,Mahasarakam,No,5.746944535256653,5.0,Female,College,Married,Suburban,29.0,5056.852876154122
0.24848220935815643,Mahasarakam,No,4.863824619150192,4.0,Female,High School,Married,Rural,38.0,4808.650780213029
0.31784779828868326,Mahasarakam,Yes,7.7763247242592,5.0,Male,High School,Single,Urban,43.0,4616.302539026727
0.12110664529895583,Khon Kaen,Yes,4.615844819664604,4.0,Female,Graduate School,Single,Suburban,29.0,4125.227285993153
0.14161072681478087,Khon Kaen,Yes,5.403183371190543,5.0,Female,High School,Single,Urban,40.0,4190.782146214783
-0.10836241701252926,Mahasarakam,Yes,5.591299157166013,4.0,Male,High School,Married,Urban,44.0,5562.024930591378
-0.31990206055519915,Udon,No,3.227031693585951,5.0,Male,College,Married,Rural,41.0,5799.3302955237305
-0.3827867478439819,Khon Kaen,No,5.1085660271142945,6.0,Female,High School,Married,Rural,22.0,2959.343041515266
0.5006113182504855,Khon Kaen,Yes,4.962476928864555,5.0,Female,High School,Divorced,Suburban,23.0,5138.903444959288
-0.6291692931449354,Udon,Yes,4.473810169130141,3.0,Female,Graduate School,Married,Rural,25.0,3285.225394951357
,Mahasarakam,Yes,5.2084286036766905,4.0,Female,High School,Single,Rural,24.0,4972.074561181622
0.21041245252758425,Khon Kaen,Yes,5.076937415293973,6.0,Male,High School,Divorced,Suburban,31.0,5416.135679279671
-0.15147500223554028,Udon,Yes,7.157392870409219,6.0,Male,Graduate School,Divorced,Urban,47.0,5426.322977569338
-0.05941394766638808,,No,4.121762022758198,6.0,Female,High School,Married,Rural,40.0,1910.617252268812
0.2937635277507546,Udon,Yes,3.384925369821857,2.0,Male,High School,Single,Urban,16.0,6046.980563498897
-0.19228959752491953,Udon,Yes,5.822299781026971,6.0,Male,Graduate School,Married,Suburban,40.0,5379.365671246921
-0.24467811072650197,Mahasarakam,No,7.050121905264075,4.0,Female,Graduate School,Married,Suburban,32.0,4483.014564939126
-0.6071480741574286,Mahasarakam,Yes,3.475552795504396,,Female,Graduate School,Married,,44.0,2281.01611404892
0.049191497206862674,Mahasarakam,No,5.37771297188941,3.0,Female,Graduate School,Married,Suburban,44.0,6270.140217340546
