Marital Status,Satisfaction,Happiness level,Age,Household Income,Gender
Married,66.76309606348772,51.574075598679876,36,119365.50901824766,Male
Married,94.18592021180848,105.43490800943972,47,83074.69818951789,Female
Married,22.593791343014793,7.239853317298067,51,93374.49457391023,Male
Divorced,19.05969676266338,10.730112538444082,49,46552.31533521878,Male
Divorced,80.20738062608612,80.36061392103866,35,138596.8911297461,Male
Single,8.95274782239165,13.020908294601982,52,44093.73720815002,Female
Married,31.60175930526541,30.667124087038765,69,105199.74429660299,Female
Married,11.43349623164768,6.255566614353992,51,57386.82797344333,Female
Married,75.85477487791673,73.19400287056803,45,123591.41750615649,Male
Single,79.08039583502514,58.36640542531599,37,136328.85206014954,Male
Divorced,37.43633840681975,41.410693449369866,60,98377.25675180851,Female
Married,21.600725932197808,23.512146690765334,44,85313.89334189,Female
Married,14.368383977415874,23.138785469456103,49,58800.63932483127,Female
Married,89.42471334553915,82.2429836248674,46,77123.56452535422,Female
Divorced,8.690232750593367,13.327485702282429,46,98842.37047427968,Female
Divorced,9.108407960560058,3.145864075183427,49,44279.800003825614,Female
Divorced,38.25242036914375,53.925115437524155,69,95412.6499488341,Female
Single,8.764791588614962,13.680376766111156,51,49815.88015209722,Male
Single,15.609252137982129,19.889015459156287,49,96219.7735476214,Male
Married,47.49755121719443,47.61119765517852,30,173455.7757875185,Female
Married,83.17394245042773,89.14573661157014,50,86090.37660065212,Male
Single,33.416596698713775,35.978986196897836,65,100095.0532956346,Male
Divorced,36.00581964481711,46.83992477011224,67,114135.99306000616,Male
Married,3.6667016520710973,11.40087132901295,47,51341.348792461475,Female
Married,45.51976317050682,37.875508003655575,24,186901.420624703,Male
Married,42.378792983650456,36.52679705813014,34,186985.9060929651,Female
Single,50.330587997921434,32.989665812600016,24,185045.87371811943,Female
Single,12.84915485401887,-1.772299378196891,47,99457.24734463236,Female
Divorced,22.203628770335673,26.915043047458152,43,77268.7823577013,Male
Divorced,35.680255774456285,44.776409687300486,69,102976.83644860613,Male
Single,43.603048872224235,39.72805080679109,69,107281.35688739727,Female
Divorced,50.99377674410962,38.935764475853574,32,185330.12884866988,Male
Married,44.18727449398651,35.22823346726068,24,173413.12165061873,Male
Divorced,30.100915881446603,50.73127937587354,50,73983.66441065626,Female
Married,71.16418746053161,76.41430081144851,35,122091.01845041002,Male
Divorced,51.89287850605812,50.424340010935964,25,183489.39313118302,Female
Married,67.5210188885147,64.53193544939552,32,124982.58961979415,Female
Married,31.35442662308575,38.03802050450734,46,103154.86714265944,Female
Married,15.35552553747738,19.800719794863586,49,49073.534800097026,Male
Divorced,72.85488453082061,69.54164674705056,39,139725.29967168468,Male
Single,26.802500390594034,23.20828055375235,50,99139.7331437711,Female
Divorced,69.11088072280491,72.3245453561783,42,129307.25434005604,Female
Married,80.52052175196337,92.21886319334541,38,108307.12965072884,Male
Married,13.534269496471069,24.37236634603989,54,48442.375414274764,Female
Divorced,39.77581624076392,46.762925591882336,61,101821.05058177545,Male
Divorced,42.08167852320855,52.45212091825949,24,186933.38944190607,Female
Single,14.020829506842553,3.278618888458972,50,61819.225813777,Male
Divorced,16.327645977758056,28.148508267354835,50,94671.990749716,Male
Divorced,11.596386591097591,5.6087793032518105,49,99450.01172047661,Male
Divorced,15.348474339063944,40.175600373847814,49,44480.195792366765,Female
Single,18.18711953037497,22.130587104105793,52,45387.454516753394,Female
Married,89.07828075280509,97.2304145999107,51,68622.61458366213,Female
Single,18.87455651666471,11.68118312222127,54,73653.46793382811,Male
Married,32.604910157395764,32.24172532930775,67,107344.54811126442,Male
Single,45.47986299982277,40.44503386673797,30,175317.8357727315,Female
Divorced,17.07048147109572,17.770082659849148,48,97417.29176041295,Female
Married,40.47868442220585,27.220976654996825,62,107285.93345304909,Male
Married,39.77447907233226,26.030250740464933,66,104498.71674448144,Male
Divorced,6.004331361933346,2.522589927963196,45,52111.44427440573,Female
Married,13.34662787044153,12.100734242174225,49,53130.25688956036,Male
Married,92.60172350479066,92.50510659482326,45,75577.77646311195,Female
Divorced,76.74887375815231,80.04325867543447,33,127516.9179789891,Female
Divorced,52.429046096768694,42.506239559279535,33,169506.70652061427,Male
Married,72.72367806393511,72.34737273434327,37,120103.27727951824,Female
Divorced,40.78193030889746,41.88076674333439,72,100296.31053874327,Male
Divorced,23.709419092151332,23.279793243569642,39,92324.75175935926,Male
Married,46.126958189571305,52.82663746596969,31,185715.99842359574,Male
Divorced,22.425749796063993,26.76527381115492,46,85332.21097561883,Female
Single,12.440595451690157,7.982624318485497,47,64780.61643244694,Male
Single,34.49941505117731,34.702403184949,65,89902.11515677575,Female
Single,84.31632803142611,67.28946684744372,41,80668.64856293947,Male
Divorced,2.6960118764609575,9.63470041959933,43,54840.38307562965,Male
Divorced,25.763100263015527,29.000476073977797,41,97994.29237823968,Female
Divorced,48.20828694206522,43.62111031322338,32,185930.4136060671,Female
Married,7.338915657896699,21.623157942050945,49,55132.193820633984,Male
Married,84.8172181063097,79.9421169135444,47,97353.58286400145,Female
Married,19.676205832217068,31.593250563169004,46,91360.50458830336,Male
Single,57.67872850528682,70.61666445023148,28,173005.26363580546,Female
Divorced,12.598249549607445,-1.1380811864700284,48,57599.591696039206,Female
Single,12.251946107540398,1.489211708805982,42,48474.883327583055,Male
Divorced,74.69023386423541,65.40204856705701,34,107508.4262172987,Male
Single,27.808762572575862,32.189570387081886,44,98441.24590133538,Male
Single,34.8375204403875,33.74772266571967,70,86838.69285386313,Male
Divorced,20.14946060774856,11.600606647356303,52,41313.690535109985,Male
Single,21.889065654137685,21.634166707171808,45,93304.79123639246,Male
Divorced,34.82833068790755,6.58727081323871,61,87361.60048969812,Female
Divorced,46.33246454594047,48.20159669134615,24,172180.23920770915,Male
Divorced,15.267983019268769,11.604352415386163,48,46208.65210161473,Male
Married,17.23778785999771,16.6979695793955,47,99411.90548493611,Female
Married,35.2107213849586,31.65957887097042,64,92257.54059280388,Male
Single,20.82322086201401,43.598605464814014,43,84827.28381777645,Male
Single,41.48751613155591,42.624529582199315,66,107682.8519413961,Female
Married,51.36762798071666,56.21965400943049,28,167345.59959286987,Male
Married,79.81455621705791,84.30570770922094,36,117251.39916372452,Male
Married,72.35886127890798,70.3144544242802,33,130259.54841703067,Female
Single,90.4184344600566,93.27985371950165,52,86034.72970313516,Female
Married,91.82749917033146,108.45651856531998,52,90675.8015020433,Female
Single,9.370552090677279,-5.573839793734583,52,53169.695906925524,Female
Single,46.44884059478951,56.87097641556408,23,183056.7440105722,Female
Married,92.31728501917152,103.72112219603065,47,63105.48685304033,Female
Single,20.1030380345841,16.887607305710965,45,104150.29382234675,Female
Married,32.55833075358386,36.749862126759304,67,109000.31290308587,Male
Married,80.8910893462928,85.43024034155972,37,122414.45347020865,Male
Single,72.3541354278352,70.8393505275839,30,137244.43907648497,Female
Married,40.50509730845235,29.15010041664535,70,103366.48239348875,Male
Divorced,75.44419207788664,72.02288481160981,28,133173.24486037967,Female
Married,14.677066662902128,13.449310399020085,51,31032.88155107532,Female
Single,18.661070062868365,22.957539122057298,46,89997.01183254021,Male
Divorced,17.385916350577332,14.664489953292184,51,55869.32963562588,Male
Single,50.24812073297603,44.19774704437176,26,181928.78139701422,Male
Divorced,82.72280964595922,74.1968317580237,48,88472.5279940796,Male
Married,6.13336790874245,-4.707616545197121,47,49818.13356946022,Male
Married,52.389859799594426,47.147342154015064,33,182608.7352554746,Female
Single,84.52605105927572,75.96667515713304,42,130208.70407581564,Male
Married,81.60927907908604,78.35753124251212,39,112183.23029227447,Male
Married,38.15662103610324,36.003586498579025,66,97879.10855515001,Male
Single,77.2151441512623,76.43906789775502,32,134927.80820453828,Female
Divorced,39.48230604253797,32.44693478796816,73,111170.43400863932,Female
Married,90.8306700050747,84.12180218446095,56,75629.12756398262,Female
Divorced,49.12432070910288,50.54959008731226,28,169890.4372921709,Male
Single,7.828963304536622,12.012022740193707,58,56998.28656770769,Male
Married,50.53225499073318,75.35005570233483,31,180712.1242547599,Male
Single,76.07042710618327,72.02626661351199,38,139718.54161282402,Female
Divorced,73.82957103451457,85.36586552671169,36,128594.95540414115,Female
Divorced,37.85172337641798,31.621278755672137,71,90880.60967653022,Female
Married,71.4052912401836,70.67950555037025,35,113767.11923963635,Male
Divorced,13.621152513649982,2.4530100332903295,39,53118.652068636584,Male
Divorced,14.2902083717318,22.38803529896245,54,43064.69494356285,Male
Married,22.18213105083121,21.819080062584987,50,95284.43375389796,Male
Single,25.95309441306311,51.23562612763622,47,75520.18669271286,Male
Married,95.63380224320147,102.42374663364558,45,86098.59309022679,Female
Single,86.16375867526753,93.75440400508602,45,77021.62830587405,Female
Divorced,48.87304150185667,40.93688184417933,29,172349.06580924726,Male
Single,15.152360293201845,12.018368329542014,50,97088.42874314595,Male
Divorced,31.83314978601387,39.382833899094386,69,84194.7933320574,Female
Married,84.41670192333703,82.95869694351309,52,78213.40326346559,Male
Married,75.85168484790958,68.83133798871617,36,134501.6815797173,Female
Married,26.178911426490792,20.755190499073304,42,95800.84348729112,Male
Single,17.371260833127934,18.10043177238436,45,81413.66233460844,Male
Married,80.33983123087552,90.3441559180261,30,124899.34806674655,Male
Single,37.70025152609781,43.89621929170342,66,107580.64300458311,Male
Single,68.57975208415277,73.45741224618013,38,117459.00065653186,Female
Married,22.970978143944645,24.38483555981875,46,97495.6439822772,Female
Married,32.470071961992105,25.16631785278081,69,100750.36663657002,Female
Married,41.12996666702832,27.933041402395197,68,106155.57600185552,Female
Married,27.629833305274577,33.889660518410395,41,92943.08921309482,Male
Married,95.92265371878464,117.4091161175149,51,75181.5148700871,Female
Single,19.66685959883071,5.276291763789525,51,60715.719196266524,Male
Married,76.63629686995606,59.998319170666946,34,116484.59864284433,Female
Married,43.1473301162675,48.371559329368935,31,186401.83234298127,Female
Divorced,37.632403746126926,36.49159134503071,68,92978.36942981226,Female
Married,26.518524327362194,21.047946584887548,47,89403.19563960723,Male
Single,47.54689928506816,48.94800300932705,25,185803.54897172126,Male
Single,52.095610705233995,54.633851249016395,26,169860.48104733488,Female
Married,41.12394391402239,47.202353044183916,72,114556.00566852572,Male
Single,13.649619818878726,10.774836955939112,54,52227.640571111566,Male
Divorced,81.97824888632721,75.63279458175519,45,83869.31941118679,Female
Single,43.24739190079858,60.90302257092639,67,87816.80572226999,Male
Divorced,10.697483500175693,-5.582535365472221,50,52669.02260240652,Male
Married,42.58105896450388,40.250608867155066,30,192103.19563107667,Male
Divorced,26.854049406498454,31.1097736747879,52,82758.45837734325,Male
Married,89.29125094234502,101.47895793282927,52,78012.8253795522,Male
Single,86.55624137884246,88.10288412616472,47,82586.14381653102,Male
Married,24.75998263235805,26.882518290891426,44,108768.30816706852,Female
Married,34.60186408579594,23.691788997691717,64,103545.4018368937,Female
Divorced,19.332862519982612,20.969643257783567,43,85443.47254211633,Female
Divorced,85.26965465004548,77.59053072768317,48,75894.08840242962,Female
Divorced,40.61955747482985,34.60718008051507,62,107299.01664177519,Male
Married,75.97652747018302,87.58753345469627,38,121910.26798767416,Female
Married,11.506806824939233,2.384725324307663,49,43840.93014670971,Male
Divorced,36.160339709375506,19.981580843121492,62,96241.39693558408,Male
Married,32.96038007202078,24.493376924860947,64,105623.65357309145,Male
Divorced,74.48866698580164,66.42521485564143,39,124442.7214029276,Female
Divorced,76.17423125437523,78.98794733563781,35,119452.91706774468,Male
Divorced,87.82828044748875,81.79301162752408,41,80568.54950428946,Female
Divorced,11.77102035699302,24.263082899542148,48,47125.441525413116,Female
Married,23.887505071461128,25.81711857455258,41,94370.31238198414,Male
Single,13.523783698900154,9.787536722075664,43,49607.296427057605,Female
Divorced,24.359205774193065,9.779798742301491,45,94999.61450145982,Female
Divorced,9.941621445323598,24.349489776827358,48,62495.4445089145,Female
Single,48.10354982709464,34.621904371138534,30,182959.04169834103,Female
Divorced,36.09127638554409,40.25341077653061,68,99514.80524521484,Male
Single,47.224606171239536,41.81586198320241,26,187010.70188545802,Female
Single,43.07924531630015,42.78818045282476,34,167805.76281568306,Male
Divorced,12.48253213493824,18.106978135221468,44,40329.319541686986,Male
Married,25.41995628149472,22.78095064526171,44,80340.36606361473,Female
Single,13.816712401270024,11.429398746262962,47,81975.02439637744,Male
Single,79.68125982345953,72.25792695474856,35,140751.15616894525,Female
Divorced,36.977695717227796,34.88351085150356,67,100295.63968608927,Female
Married,73.71762036379987,75.57801477244239,37,122770.958239992,Male
Single,48.774707016120686,41.43093715786752,29,186349.31460158937,Male
Divorced,91.09636342369637,88.10622521842174,49,92993.16014060768,Male
Divorced,43.08107415872097,47.71868821382301,23,195007.8094813585,Male
Single,75.57626179459274,66.08614287126963,34,129773.06904879106,Male
Married,43.47649405992963,39.84124006349494,23,179412.714395819,Female
Single,21.52819060121284,17.81678263573439,45,78844.50841357559,Male
Single,74.2639015126363,66.96828733438724,44,128653.45396242518,Female
Single,18.75478862680389,-0.004903299025691865,49,77105.55711065736,Female
Single,28.60585289578418,37.89453135602412,62,100757.83187647637,Female
Single,91.26547372406105,91.40370677663303,54,76292.50523492257,Female
Married,10.368137306875944,3.7399302911642316,56,59407.94039199996,Female
Single,5.566478202103347,7.9655205294406635,42,59413.00124833369,Female
Divorced,88.06784781431719,88.11105550243198,59,92675.31650883268,Female
Single,23.601937260513683,14.484968965325766,46,92725.60327729874,Female
Single,44.13644752432,55.394830200221946,25,190544.62053663627,Female
Single,46.217982257413354,47.07277132896041,68,94541.54475015445,Female
Single,27.030418845397374,27.75671180046497,38,95608.14818283432,Female
Married,70.12396787495778,62.068570304108164,36,117883.92304892803,Male
Married,32.3169569864741,31.62321483981105,70,98807.6352144317,Male
Married,44.28427294855259,40.54163079547283,63,99486.7880694306,Female
Single,8.82824758723251,-0.6750705666080616,45,39569.69022591364,Female
Single,83.6116251291897,94.58357996570697,42,83587.82374452827,Male
Divorced,18.022530110025276,8.418878634891136,47,90051.7407213235,Female
Married,41.47052410802059,38.38381325919495,26,185762.7444076016,Male
Divorced,46.481687038315435,59.37027882474605,26,178177.85670171335,Female
Married,87.94272797272066,84.42783146904753,52,75659.23186725205,Male
Single,31.018031545457422,43.509526185914005,70,95286.28586025785,Male
Divorced,4.744928978981342,-6.526117324440145,51,51961.45099596483,Male
Married,40.46147185054601,43.98056293617864,68,109837.3554181115,Male
Married,69.61979129839938,64.13132586202407,34,108400.38866325728,Female
Married,20.32679330725303,19.404810966948094,50,51238.58756332472,Male
Single,12.551462835281548,24.273576007149607,49,65606.80434124239,Female
Single,39.69129306434978,28.22186353077086,58,94376.32404237258,Female
Divorced,9.648664450377517,12.486410238964693,50,65351.1986209475,Male
Single,45.61012329384883,56.68835501209308,28,198181.66028046195,Female
Divorced,92.27823955766632,98.2289387709705,47,85747.3749874179,Male
Divorced,27.43551704389373,2.8864530060655795,41,88427.89975331351,Female
Married,12.350760932050434,19.9983450027602,57,45949.662693019316,Female
Married,29.15666374624556,31.0604024751073,65,110473.71327888002,Female
Single,89.23293817831006,88.46997352514288,43,85657.97189134089,Male
Married,87.70862837636673,90.21015140752762,44,70729.54286148756,Male
Married,80.20748752378051,85.79490671435642,32,134034.87834530897,Male
Divorced,22.932424023814974,20.228312853236908,45,108995.40732025247,Female
Divorced,76.03345101263062,60.350216775599286,31,128777.49473725377,Male
Single,25.732451805906905,32.560485503324834,41,74968.7094444341,Female
Divorced,23.843719921564272,25.171735671194984,49,80107.56461070034,Male
Single,71.82636231684239,65.13464726662994,37,140194.15909945226,Male
Single,51.627283462001095,55.06470916890242,25,178434.8318806659,Female
Single,79.08550707823437,68.10670295780054,40,126146.48696554259,Male
Single,81.85987470393835,80.4932948024653,50,72436.4435973069,Male
Married,91.10832576422007,96.54507074085956,51,83860.30812617042,Female
Married,49.183189151725564,44.80655400297573,29,191668.06098806707,Male
Divorced,93.86171522145044,96.67267935703396,52,72656.9759570056,Male
Divorced,42.78505245205395,26.76560132409679,25,171114.64018723805,Male
Married,49.001470802426525,45.38452453911844,30,187100.14944966204,Female
Divorced,76.25350845342975,98.75004589659765,36,122858.43036855194,Male
Married,10.800837115914,4.289214823765874,53,66803.76870941497,Male
Divorced,52.32917143493742,58.66579809674774,29,167640.5096261283,Female
Divorced,45.437529574989775,49.97076252485145,30,189046.87929487525,Female
Single,9.746412716533484,10.345023988979731,54,48197.86496208339,Female
Married,70.16276931884873,85.08442554721684,33,131313.5050172486,Female
Married,89.13194197482584,82.86577096908347,44,81335.67815984605,Male
Divorced,75.37283524952822,78.94593454822345,30,130620.24788414128,Male
Divorced,14.711233959645135,19.591081268154973,53,57170.08537381841,Male
Single,94.90537727534175,102.15883800433802,42,74167.53155853736,Female
Single,38.83538754785367,42.698071846049,69,92481.74053381347,Female
Single,70.18469203177735,75.56065855099818,34,129771.2064432928,Male
Married,39.08846092372947,42.090753681594165,69,107049.20586333715,Female
Divorced,33.63174095598427,35.58532403626976,61,87297.37581195221,Male
Single,80.93313334299387,74.98766500862611,34,130805.60570727006,Male
Single,9.60348236450772,9.708594792549777,49,62386.20259239711,Female
Divorced,75.59170939001851,70.68547342890417,38,118277.36036495908,Male
Single,21.51338452106868,18.104931259220635,46,88978.17671933355,Female
Married,69.31507234263,65.82439303726122,38,133006.85131840067,Male
Divorced,89.43693243400881,99.84238208945835,46,78494.96356115783,Male
Divorced,97.60931490641948,109.5372493607569,52,66372.3192671294,Male
Single,94.8032656694162,102.80598344578709,46,68434.55296198199,Female
Married,27.80220384347792,22.74787588509367,68,93541.51203688432,Male
Married,94.31620611801262,86.63342790839329,48,81545.46184298984,Male
Single,19.500739718552317,12.582794784331732,53,60254.62010251013,Female
Single,12.099575032238633,27.264993143702675,47,50236.95829354612,Female
Married,14.098171797363236,16.673852869315652,52,57079.16664930558,Female
Divorced,16.18719317761269,2.648693674715984,45,92210.11765477908,Male
Married,17.965491616350107,21.041587880728557,42,46223.44144384829,Male
Married,15.384110330991636,38.98658403642355,48,78055.89568829926,Male
Divorced,51.52960643485513,48.98896741998367,32,172364.62286530863,Male
Married,83.35588132879661,76.70346138147912,47,66507.99973128557,Male
Married,78.6143001577669,64.44356299101446,36,124355.69234284318,Male
Divorced,20.417925428570683,25.85183641045599,41,92677.3052254087,Female
Married,36.651570797958286,38.23871360191387,65,94453.09053558379,Male
Single,15.005342388748986,3.8770439390308518,53,40442.96802497331,Female
Single,81.92811941671542,76.12569889381777,34,128799.55125483667,Male
Divorced,53.70103952370587,52.625436166115,25,176806.95141314482,Female
Divorced,9.32732801809027,-3.082779042496723,47,50558.12594145718,Male
Married,46.87644547678206,33.29797996650204,25,173967.7941733453,Female
Single,47.59581382190345,40.378390505081924,31,183812.59335501998,Male
Divorced,77.2204282831921,94.20371533376357,32,119700.6887073383,Male
Married,84.69122814051707,77.18052976600819,35,127143.9403324314,Male
Married,90.62234095741297,77.51927841307312,48,84694.53601640943,Female
Single,32.78636134853497,22.013480056253826,69,112692.86620492049,Male
Single,88.1111055194597,84.00473568086393,44,79650.25212495455,Female
Divorced,80.88912409371954,71.90023434251864,41,115942.78880621506,Female
Single,11.987461577447505,-5.539660896951915,49,63946.81746283609,Male
Single,49.28137365623995,48.38818812293758,37,189920.6133681623,Female
Single,53.40142929008313,57.377297972012464,30,182093.1031901125,Female
Married,84.44665997704544,75.31916457883067,50,74372.63636030217,Female
Single,8.627956551687234,-2.5239683218445457,48,57262.145612709835,Female
Married,57.87218263039882,40.98437623170405,30,169574.59735964352,Female
Single,12.380631349933665,9.001887465983756,45,61162.54890387833,Male
Single,98.35558894923207,78.83283413956826,47,89702.6838925468,Male
Divorced,79.6839140046129,66.93082803891879,38,129047.35658022654,Female
Single,19.6126534153415,24.049097089906986,46,99641.00594347942,Male
