Active online hours,Months after becoming member,Gender,Marital Status,Years after high school graduation,Education Level,Brand Loyalty,Monthly Income,Location Code,Renew,City
5.22148627172388,64.0,M,Divorced,13.0,High School,-0.790675637829921,4292.532502150896,Rural,Yes,Osaka
3.1987545013281107,57.0,M,Single,21.0,High School,-0.501008145743287,7027.726533094919,Urban,Yes,Osaka
4.171191876422815,46.0,M,Divorced,19.0,Graduate School,-0.1614530084382048,5234.20804432451,Urban,Yes,Kyoto
4.189434070803,64.0,,Divorced,14.0,High School,-0.98110149400195,6640.173438205354,Urban,,Osaka
5.885955029093122,45.0,F,Divorced,25.0,Graduate School,0.30548327315022655,5394.436617971243,Urban,Yes,Kyoto
7.2986002918990325,63.0,M,Married,14.0,High School,-0.07542219548290627,5120.03803300456,Suburban,Yes,Tokyo
5.6580071396784115,75.0,M,Married,23.0,College,-0.21359018262400425,5097.5723673359125,Urban,Yes,Tokyo
3.6098846843476298,54.0,M,Divorced,18.0,High School,-0.45868732717950456,5286.402511467826,Suburban,Yes,Kyoto
6.657722134091457,63.0,F,Single,40.0,High School,0.2883097840758645,5291.995884025669,Suburban,No,Osaka
3.599172287737518,44.0,F,Divorced,21.0,High School,-0.3098409923135032,6137.752119830047,Urban,Yes,Kyoto
5.616523384255738,100.0,M,Single,49.0,College,0.5609638285737901,5524.500468209669,Suburban,No,Tokyo
7.269044920915495,46.0,M,Married,14.0,College,-0.06671043809739433,3571.0058764902833,Rural,No,Osaka
8.102945405681538,55.0,M,Married,31.0,Graduate School,-0.2949530641861764,4035.4968670317903,Urban,No,Kyoto
8.615985723108727,47.0,M,Married,26.0,High School,-0.37588433279869415,5390.4293410620385,Rural,No,Osaka
2.9977728323337223,39.0,F,Single,23.0,High School,-0.5457544825309303,6654.430813852752,Urban,Yes,Tokyo
5.458343780200678,63.0,M,Divorced,16.0,Graduate School,-0.32924482688071194,5253.190233031357,Rural,Yes,Tokyo
7.502061557557681,,M,Married,21.0,Graduate School,0.3371096462757578,6145.793449137924,Rural,Yes,Tokyo
7.340670818444156,91.0,F,Married,26.0,High School,0.5720462269104809,4055.1099707962003,Rural,No,Tokyo
4.894032642350213,85.0,M,Married,23.0,College,-0.75230911621744,5897.502235369161,Urban,,Osaka
7.255043854704912,46.0,F,Married,31.0,College,-0.5453788848136409,3673.2532617287675,Rural,No,Osaka
6.0533995045754905,77.0,M,Divorced,36.0,College,0.42252342077749233,5603.579132499183,Urban,Yes,Kyoto
8.32694574910747,55.0,M,Divorced,19.0,Graduate School,-0.2563545563780016,3125.4213139876088,Rural,No,Kyoto
3.6823502364460636,22.0,F,Single,21.0,College,0.00793721534267259,6219.051935291104,Urban,Yes,Osaka
3.651220993044023,61.0,M,Divorced,30.0,High School,-0.005917910413537501,4665.8423029875175,Urban,Yes,Osaka
5.756976300670062,77.0,F,Married,24.0,College,0.6833258829307819,2626.750461970281,Rural,No,Kyoto
,65.0,M,Single,14.0,College,-0.47585779047853416,5373.236345624952,Urban,Yes,Tokyo
5.763463310768802,43.0,M,Single,30.0,High School,0.42665972706895594,6003.438477515987,Urban,Yes,Osaka
5.542829249086812,78.0,F,Single,27.0,Graduate School,-0.11514731635501241,5469.383210072794,Rural,Yes,Osaka
4.392417808957756,43.0,M,Married,33.0,Graduate School,0.4666766196139641,6393.096013119737,Urban,Yes,Tokyo
6.066136854321243,68.0,F,Married,26.0,College,0.1010970490390912,4768.2060586096495,Urban,Yes,Tokyo
6.970001706676145,33.0,M,Divorced,17.0,High School,0.11529453978322339,5670.114388135904,Urban,Yes,Tokyo
5.288592162304935,81.0,F,Divorced,42.0,College,0.6111995633768876,6169.294617416083,Urban,,Osaka
5.284234968895635,59.0,F,Single,27.0,Graduate School,-0.0005957119515929213,6051.572415962371,Urban,Yes,Osaka
4.56330493019258,48.0,F,Single,19.0,College,-0.4071795502596338,6656.476830285357,,Yes,
5.240804357151524,57.0,F,Married,25.0,Graduate School,0.03121006946539411,6061.508906263855,Urban,Yes,Tokyo
5.524031499869188,67.0,M,Married,22.0,Graduate School,0.34308808276776404,4554.442966801132,Rural,No,Tokyo
7.7000083574669445,45.0,M,Single,27.0,Graduate School,0.7560033766217399,5199.379651225884,Suburban,Yes,Osaka
6.03104949407783,63.0,M,Married,35.0,College,0.07414470145072247,4950.820693052907,Suburban,No,Tokyo
5.356736545307388,68.0,M,Married,21.0,Graduate School,-0.08254755481697237,5947.2987722414055,Urban,Yes,Osaka
4.819568707299178,54.0,M,Single,21.0,Graduate School,-0.3376937033984152,5493.122423725086,Rural,Yes,Osaka
6.080359778881387,81.0,F,Divorced,,Graduate School,0.026598764224190566,3554.1307457020657,Suburban,No,Tokyo
5.618251276041391,54.0,F,Married,40.0,Graduate School,0.016056618442905436,6196.75911469108,Suburban,No,Osaka
,46.0,M,Single,19.0,College,,5475.146020158393,Suburban,Yes,Osaka
,19.0,M,Single,37.0,High School,1.1075530633602724,6664.364337368377,Suburban,Yes,Kyoto
5.063378558557583,53.0,F,Married,21.0,Graduate School,-0.46381841305904536,5802.04069532447,Suburban,Yes,Kyoto
5.206879380670814,79.0,F,Divorced,45.0,College,0.134599335822367,4689.21184539688,Rural,No,Tokyo
7.298164187081439,,F,Married,18.0,Graduate School,-0.24753852807748483,6825.617717775043,Rural,Yes,Kyoto
6.164718405061383,78.0,F,Single,41.0,Graduate School,0.6498515243356056,5036.741792633592,Rural,No,Tokyo
5.012173195784485,44.0,M,Divorced,13.0,College,-0.9529659002583513,6153.67853997511,Rural,Yes,Tokyo
5.318125622629123,51.0,M,Divorced,18.0,Graduate School,-0.05723386637609583,6141.254938028447,Urban,Yes,Tokyo
4.1100544714203195,45.0,M,Divorced,27.0,Graduate School,0.3523165596691429,4467.9853557620245,Urban,Yes,Osaka
6.289306957680211,40.0,F,Married,19.0,Graduate School,0.17469165264783948,5500.577599756444,Urban,Yes,Osaka
6.623267284912448,45.0,F,Single,5.0,College,-0.37862495194019546,5248.522099803508,Suburban,Yes,Kyoto
6.822271342944454,53.0,F,Married,33.0,College,-0.20119391988024982,4239.888300170258,Rural,No,Tokyo
5.2754927457578935,50.0,M,Single,28.0,College,0.07509745693586022,4503.387384281302,Suburban,No,Osaka
7.447620879845043,37.0,M,Married,38.0,High School,0.12696516027944116,6036.800916847635,Rural,No,Kyoto
6.96546376093624,57.0,F,Married,29.0,Graduate School,0.18646985487287493,4623.806622571969,Urban,No,Osaka
,50.0,F,Single,21.0,High School,-0.5221184906253087,5941.705252887704,Urban,Yes,
,44.0,M,Divorced,22.0,Graduate School,-0.12316181163622747,5246.3816096272,Suburban,Yes,Osaka
5.93885298139614,78.0,M,Divorced,27.0,College,0.036896251686775426,4680.367042704574,Suburban,Yes,Osaka
4.657938441996779,43.0,M,Single,21.0,High School,-0.24948977796130206,7016.070179449505,Urban,Yes,Kyoto
7.1806227921326045,63.0,M,Married,37.0,High School,-0.11073594533295344,5399.687433336078,Suburban,No,Tokyo
5.38804712261648,90.0,F,Married,33.0,Graduate School,0.9012366211360379,4470.3315130738865,Suburban,No,Tokyo
6.7884785485576975,,,Married,27.0,High School,0.7912352630101643,3613.0098095790718,Suburban,No,Tokyo
6.44591143906895,93.0,M,Single,19.0,Graduate School,0.5707910299258758,4160.886673808613,Rural,No,Kyoto
5.97291545441063,96.0,,Married,30.0,High School,0.7456266594465412,3461.620253206814,Rural,No,Osaka
4.454534553631682,58.0,F,Single,21.0,Graduate School,-0.38078291754055565,4724.379796348853,Rural,Yes,Tokyo
7.033145697862737,49.0,F,Married,30.0,College,0.03393036775235403,4363.727264354483,Rural,No,Kyoto
1.4795283335965062,74.0,F,Married,55.0,Graduate School,1.1207687014749899,6074.8882533391725,Rural,No,Kyoto
7.539062484656519,36.0,F,Single,16.0,College,0.012786074696205324,6990.46533457396,Urban,Yes,Osaka
4.650426861428304,19.0,F,Divorced,21.0,College,0.45628757088180005,6670.713944593374,Urban,Yes,Tokyo
7.306575741179497,59.0,F,Divorced,27.0,College,-0.18213400375777503,3740.0645226537854,Suburban,No,Osaka
5.1202380118050765,43.0,F,Single,24.0,College,0.601515943260795,4495.427156721615,Suburban,Yes,Tokyo
5.833196216092359,64.0,M,Married,14.0,Graduate School,0.29166714283929057,2286.2456813830145,Suburban,No,Tokyo
6.991959951594902,55.0,F,Divorced,18.0,Graduate School,0.041928707713413255,3313.5136022358192,Rural,No,Kyoto
5.50137064892521,81.0,F,Divorced,35.0,College,-0.19737035673091077,,Suburban,Yes,Tokyo
6.399091575649569,58.0,F,Single,40.0,College,-0.4681520070675881,4235.208971570242,Suburban,No,Osaka
5.3075983014654975,62.0,F,Divorced,25.0,College,0.5527474975664236,6347.257149603504,Urban,No,Osaka
4.877763778369711,25.0,M,Single,17.0,High School,-0.026542799272884277,6837.27474403501,Suburban,Yes,Tokyo
6.331725720948882,72.0,F,Divorced,29.0,College,0.2831582562331921,3624.8894931110863,Suburban,No,Kyoto
,66.0,M,Married,32.0,High School,0.3356134686914868,3761.3483069512386,Rural,No,Tokyo
6.957670971608458,64.0,M,Single,21.0,High School,-0.23650877416129296,4095.3435374906435,Suburban,No,Kyoto
7.182015594807577,,M,Divorced,25.0,High School,0.3636419862772294,5868.018343634238,Suburban,Yes,Kyoto
6.784335961970429,62.0,F,Divorced,21.0,Graduate School,0.23246145995612616,5108.406415373628,Urban,Yes,Kyoto
6.338009586566921,73.0,F,Divorced,19.0,High School,-0.10686248236973908,4197.706032906333,,Yes,Kyoto
6.5275897542977495,28.0,M,Divorced,15.0,College,0.156493981637082,5876.8258196923325,Rural,Yes,Kyoto
5.886982004082004,41.0,M,Divorced,20.0,College,0.43735782781039084,5145.156079312246,Suburban,Yes,Kyoto
5.835860311042508,81.0,M,Divorced,27.0,High School,0.3373234673017744,2776.574836434824,Urban,No,Kyoto
6.197685634390643,43.0,M,Divorced,24.0,Graduate School,-0.21877143104788566,3445.049594615579,Rural,No,Osaka
4.1754936064383426,61.0,F,Single,30.0,Graduate School,-0.5479951702427487,7793.711505733048,Urban,Yes,Tokyo
6.111839717338147,53.0,F,Divorced,22.0,Graduate School,0.21700388886282654,5441.01767296607,Suburban,Yes,Tokyo
3.980272689327417,57.0,F,Divorced,20.0,High School,-0.4059577620138408,5639.402567873972,Suburban,Yes,Tokyo
3.623856685707434,62.0,M,Divorced,23.0,Graduate School,-0.30509836776449595,6509.899157893789,Suburban,Yes,Kyoto
7.302567670291084,82.0,F,Single,23.0,College,0.2521900912273373,3358.528868874327,Rural,No,Kyoto
4.453333410458239,83.0,M,Divorced,14.0,High School,-0.8561564437041178,5432.893757417131,Rural,Yes,Osaka
3.925500869106129,62.0,M,Married,38.0,Graduate School,0.19658384161671813,3901.7299811494245,Rural,No,Kyoto
6.4683563934829715,61.0,M,Divorced,25.0,College,0.27054992357308355,6082.441309349622,Rural,Yes,Kyoto
,54.0,F,Single,31.0,Graduate School,-0.18913123408584345,4504.673745655724,Rural,,Tokyo
6.219553587334237,76.0,M,Married,31.0,High School,0.21347955852526687,4584.150647536526,Suburban,No,Kyoto
6.595623799035357,55.0,F,Divorced,32.0,College,0.33021719586874637,5122.715379167994,Rural,No,Osaka
5.308771235282808,97.0,M,Married,51.0,Graduate School,0.9255565926365401,5370.15335874318,Rural,No,Kyoto
6.207273202085219,59.0,M,Married,26.0,College,-0.05913686210257024,7146.622648531946,Urban,Yes,Kyoto
5.637622831309777,78.0,M,Single,33.0,College,0.2767121514499839,4247.850161819847,Rural,No,Tokyo
5.42117239772761,52.0,F,Divorced,25.0,Graduate School,0.2036457464249915,5085.893287470081,Urban,Yes,Kyoto
6.09747937555536,64.0,F,Divorced,31.0,High School,0.14868485802081488,5699.509418727179,,Yes,Tokyo
4.664736257967791,54.0,F,Married,24.0,College,0.08487682886603523,4974.62118226356,Suburban,Yes,Kyoto
7.702529443874535,67.0,M,Married,31.0,High School,-0.02012780978523203,4512.162560452937,Suburban,No,Kyoto
4.623420466291804,96.0,F,Married,17.0,High School,-1.3387087855866644,5314.99235121184,Urban,Yes,Kyoto
7.871456137633916,91.0,F,Married,26.0,High School,0.18483831353108227,2910.4967196075595,Rural,No,Osaka
3.710202571595171,31.0,F,Divorced,20.0,Graduate School,0.329439808339903,6441.992852434567,Urban,Yes,Kyoto
3.257618859044338,56.0,F,Divorced,25.0,Graduate School,-0.6770775376621894,6606.957404532795,Suburban,Yes,Kyoto
7.423974485110259,49.0,M,Married,23.0,High School,-0.1989302440623365,3884.7539644166836,Rural,No,Tokyo
3.183209355973585,63.0,M,Divorced,9.0,College,-1.3324855790114192,6450.28256488335,Urban,Yes,Kyoto
6.263798832483595,55.0,F,Married,28.0,High School,0.413848565739331,6090.960855669979,Rural,No,Tokyo
7.928292476624222,26.0,F,Divorced,24.0,High School,0.8982189046383623,5059.728408636487,Urban,Yes,Kyoto
5.59079002774572,43.0,M,Divorced,19.0,College,-0.15879535185822602,5925.944235526995,Urban,Yes,Kyoto
6.371441326841763,56.0,M,Married,29.0,High School,-0.05946934860707727,4400.266409357194,Rural,No,Tokyo
5.943853816964809,38.0,M,Divorced,24.0,College,0.14371260183813916,6468.46785367255,Urban,Yes,Kyoto
,60.0,M,Single,33.0,Graduate School,,5976.460860269271,Urban,Yes,Kyoto
5.140722509404953,66.0,M,Divorced,26.0,High School,0.12167019335576319,4360.9387683931245,Suburban,Yes,Kyoto
5.318251062166076,44.0,F,Divorced,19.0,High School,-0.20747195159578125,5429.97532128542,Urban,,Kyoto
6.1323952788710026,53.0,M,Divorced,19.0,Graduate School,-0.1957763597341891,6878.726999339409,Urban,Yes,Tokyo
5.794301616342267,23.0,M,Single,16.0,High School,0.41958662876434294,5244.594487493272,Urban,Yes,Osaka
5.99112461127566,55.0,M,Single,11.0,High School,0.11547598724725613,2138.5308076133797,Rural,No,Tokyo
3.9938984823852888,64.0,F,Married,14.0,College,0.47349393008519675,2196.8250686359256,Urban,No,Tokyo
5.5510940150449475,,M,Single,28.0,College,-0.08609405727530087,5900.273118015699,Urban,Yes,Osaka
4.045411532865635,51.0,M,Married,13.0,High School,-0.270359163673863,4862.467528917512,Suburban,Yes,Kyoto
4.63331411025243,70.0,M,Divorced,22.0,High School,-0.4027157434495758,6143.629780825395,Suburban,Yes,Tokyo
8.475877660787905,61.0,F,Divorced,30.0,Graduate School,0.8872227676778922,5029.555225395904,Urban,Yes,Kyoto
5.243550514807709,37.0,F,Single,24.0,High School,0.5683186435159363,4963.689546635209,Urban,Yes,Osaka
5.197218690452379,81.0,M,Married,23.0,High School,-0.3467420070494097,4224.481222530818,Urban,Yes,Tokyo
5.570950284402839,53.0,M,Divorced,23.0,College,-0.3308536383289136,,Urban,Yes,Osaka
6.451201076731306,75.0,M,,18.0,Graduate School,-0.3343228073780404,5097.840620052344,Rural,Yes,Osaka
4.048652215197613,44.0,M,Divorced,37.0,High School,0.8300752597661074,5127.180892158573,Urban,Yes,Kyoto
7.341903504946604,93.0,F,Married,35.0,College,0.5687598809637378,4334.96628808002,Rural,No,Tokyo
5.809592252191265,46.0,M,Single,12.0,Graduate School,-0.5480397615771573,5710.553108221254,Suburban,Yes,Kyoto
7.7777981537911725,78.0,M,Married,40.0,High School,-0.16749457600703188,5110.806889495265,Rural,No,Osaka
6.752993661702348,87.0,F,Divorced,44.0,College,-0.13653491728378297,4521.640299825651,Urban,No,Tokyo
5.530481715986371,65.0,F,Divorced,22.0,Graduate School,-0.36929679594736436,6287.605551392504,Urban,Yes,Tokyo
8.327835137987899,66.0,F,Married,24.0,High School,-0.15847061215602473,3834.1954760925614,Rural,No,Osaka
6.485838547255839,64.0,M,Divorced,24.0,Graduate School,0.3222372062029998,4225.20236932328,Urban,Yes,Tokyo
6.706517127579502,54.0,M,Married,21.0,High School,-0.28580921921498437,6821.6635775031355,Urban,Yes,Kyoto
7.35238339435711,72.0,M,Married,34.0,Graduate School,-0.29181128439250925,4502.2351647285905,Suburban,No,Kyoto
5.357623171647936,42.0,F,Divorced,23.0,High School,0.03415490584867729,6050.945605505874,Suburban,Yes,Tokyo
8.072765494217064,94.0,M,Divorced,22.0,College,-0.22724218094196186,5924.363635926365,Urban,Yes,Kyoto
3.8520786199333665,25.0,M,Single,8.0,College,-0.61780974889148,5239.019529562094,Suburban,Yes,Kyoto
5.162054113815633,48.0,F,Married,25.0,Graduate School,0.36474226659972325,4962.126755183541,Suburban,No,Tokyo
,78.0,M,Married,44.0,College,0.43514974499095294,4857.740264088381,Suburban,No,Tokyo
6.2397661048324,30.0,M,Divorced,15.0,College,0.1759092373621094,6656.351494142911,Urban,Yes,Osaka
5.625782536364807,79.0,F,Married,34.0,High School,0.45368451203070853,6158.972095607982,Suburban,No,Osaka
4.893787684609471,48.0,F,Single,13.0,High School,-0.6736529866315105,,Urban,Yes,Osaka
7.471263780025549,40.0,M,Divorced,15.0,Graduate School,0.2826975330925436,5112.0912538504035,Suburban,Yes,Osaka
6.860415353270632,67.0,F,Single,24.0,High School,0.009329473815205436,5145.58922101934,Suburban,Yes,Kyoto
,32.0,F,Divorced,20.0,College,-0.04994952410570147,6138.852903788403,Urban,Yes,Tokyo
5.895391917904171,66.0,F,Divorced,21.0,College,-0.1948225859381631,5238.022549362564,Suburban,Yes,Kyoto
7.971467846561717,64.0,M,Married,20.0,High School,-0.35291277055583636,3360.096480587008,Suburban,No,Tokyo
4.695695526474526,56.0,F,Divorced,19.0,High School,-0.6395390708640017,5847.086483823483,Rural,Yes,Tokyo
8.672813985729054,61.0,F,Married,42.0,Graduate School,-0.5054236029286725,5943.36446945668,Rural,No,Tokyo
5.0726514376284655,43.0,F,Single,17.0,College,0.0734048505062426,5828.886007154419,Urban,Yes,Tokyo
6.2378282766966695,59.0,M,Single,21.0,High School,-0.08660169574312723,4952.1352607581275,Urban,Yes,Kyoto
7.071397476537841,107.0,,Married,41.0,High School,0.7622432178577387,3859.502774884885,Rural,No,Tokyo
7.631147996049831,80.0,M,Married,33.0,High School,-0.053630160573801905,4927.09325673368,Suburban,No,Kyoto
6.263806871468198,67.0,F,Divorced,25.0,Graduate School,0.4817211934868,5346.119693652174,Suburban,Yes,Tokyo
7.414835135388973,77.0,F,Single,39.0,Graduate School,0.028532308412347263,6610.891245333469,Suburban,,Kyoto
3.4391361866949546,55.0,M,Married,23.0,High School,-0.48926496348741333,5992.898825221259,Urban,Yes,Kyoto
6.2714073502133445,90.0,F,Married,17.0,High School,0.5943769031212437,2593.9865386145143,Suburban,No,Osaka
5.150431297448543,42.0,F,Married,18.0,College,-0.44120984493560844,6461.604211922328,Urban,Yes,Osaka
5.003610170603812,74.0,M,Divorced,18.0,College,-0.6820302721909207,5478.397699893674,Rural,Yes,Tokyo
5.254371653280094,59.0,M,Single,25.0,Graduate School,0.5559610688574507,4009.762689237497,Suburban,No,Kyoto
6.105915840584937,54.0,F,Divorced,30.0,Graduate School,0.472314042521611,6061.523898408046,Urban,Yes,Osaka
4.751894790835796,40.0,F,Divorced,22.0,,-0.09213543772291988,6581.782126158738,Suburban,Yes,Tokyo
5.119971950544745,46.0,F,Single,21.0,High School,-0.16033372022751485,5723.276639482428,Urban,Yes,Osaka
2.056059262370383,73.0,M,Single,26.0,College,-0.5508182054426662,5848.960914124532,Urban,Yes,Tokyo
5.907871190477364,61.0,F,Married,27.0,College,0.5960808811287731,5343.058152402329,Rural,No,Osaka
6.442043001025628,88.0,F,Single,27.0,Graduate School,0.4923273998342027,4609.59357165323,Suburban,No,Kyoto
5.9407174004283805,64.0,F,Single,23.0,High School,0.10786987844901504,5633.248941828154,Suburban,Yes,Kyoto
6.214129964464218,83.0,M,Married,45.0,College,0.1234005271599593,5235.988291569512,Suburban,No,Osaka
4.57400683535692,66.0,M,Single,19.0,College,-0.7020708866614689,5583.409542009577,Urban,Yes,Tokyo
4.94100125878755,53.0,M,Divorced,12.0,Graduate School,-0.5606019477910891,6508.653968582319,Urban,Yes,Kyoto
8.796278391648663,60.0,M,Married,25.0,College,-0.5225656331536573,3763.125675621419,Suburban,No,Tokyo
4.237095961267752,64.0,F,Divorced,16.0,High School,-0.1574664282154081,4319.014142670241,Urban,Yes,Tokyo
5.276397129475112,63.0,M,Divorced,16.0,Graduate School,-0.632135261364038,5876.436824362959,Urban,Yes,Kyoto
6.008566375013155,74.0,M,Married,31.0,Graduate School,0.48489084133300375,3670.206561695809,Rural,No,Osaka
7.631762956007567,69.0,M,Divorced,22.0,High School,0.3090039723705926,4922.418958768703,Urban,Yes,Osaka
4.899581668351425,67.0,M,Divorced,22.0,College,-0.3612928021507823,5301.525021627472,Urban,Yes,Osaka
3.4274946283433807,41.0,F,Married,20.0,College,-0.33301889136701807,5518.373631863789,Suburban,Yes,Osaka
3.4119698364453566,22.0,M,Divorced,,High School,-0.18964253599291114,6277.734507794423,Urban,Yes,Kyoto
7.221696804874734,65.0,M,Married,26.0,High School,0.6041428672824268,4910.3768618674585,Urban,Yes,Kyoto
7.748646869708127,67.0,F,Married,36.0,Graduate School,0.17394819696885133,5106.992152615208,Rural,No,Osaka
5.656300487307078,46.0,F,Married,23.0,Graduate School,0.5231681929012197,5289.83236496505,Urban,No,Kyoto
7.127122255542564,65.0,F,Married,35.0,Graduate School,0.11019665267918552,6507.940987518237,Urban,No,Tokyo
7.529789418276134,43.0,F,Divorced,7.0,College,-0.32692466682103016,6513.526383534043,Urban,Yes,Osaka
4.388069335306902,113.0,F,Married,47.0,College,1.1742993667587562,5034.709324925089,Urban,No,Kyoto
5.977713605514799,76.0,F,Single,25.0,High School,-0.3822968185824055,6102.454216370429,Suburban,Yes,Kyoto
5.908964278426042,,F,Divorced,18.0,High School,0.018210053840706182,5145.054048933749,Suburban,Yes,
,47.0,M,Single,20.0,High School,-0.023690002666919507,6368.401678527744,Urban,Yes,Kyoto
6.135422357837807,81.0,M,Single,28.0,College,0.0451023544237308,4874.711673239066,Urban,Yes,Kyoto
3.2776940027951667,41.0,M,Divorced,30.0,College,-0.1639688570915206,6480.656967911073,Urban,Yes,Kyoto
