Household Income,Marital Status,Gender,Brand Royalty,Children age,Subscription score
42732.12815347279,Married,Male,50.85673965281818,11,66.18200752731053
119064.12114750616,Single,Female,10.225672638739606,14,-4.088229890759878
151330.67302079737,Divorced,Female,21.44778524824349,11,26.221712943377703
152891.14122666285,Single,Male,16.959463478178613,11,8.650640371402586
171135.36609412526,Divorced,Male,77.51298056609622,7,78.07968371771209
51246.21158048982,Married,Female,71.62595265448664,11,60.03769178447273
161384.54802390104,Married,Female,16.7718371254479,9,24.58237839365242
136314.58348266757,Married,Male,61.21943020028604,6,62.20580545810229
133253.135656958,Married,Male,71.9624991317158,10,94.29704163454781
120007.86958377752,Married,Female,20.27550853929894,11,21.00383638804366
182177.3862166392,Single,Male,80.47319872024207,9,83.45769866145204
187601.49167562136,Single,Male,71.74206361167828,9,71.16017175355064
36895.96010033238,Single,Female,49.410379083863205,11,61.631352745823136
175739.80652368418,Divorced,Female,83.2647524272243,9,83.35815222948936
53745.768760410116,Divorced,Male,70.68407211170081,11,68.88548337078636
48613.5575576314,Divorced,Male,65.95119723269445,12,66.88886759170656
112422.38383495425,Single,Female,26.134787239310093,12,16.475639280385135
120890.15286099204,Single,Male,17.317319041073784,12,14.420817573115288
114254.45317385496,Single,Female,7.605797207594783,12,13.992858551854368
128111.60708900544,Divorced,Female,74.84507890725071,5,68.21929296972158
139168.42125232986,Divorced,Female,63.63225809847741,7,81.06170372337345
147198.4765959286,Married,Female,9.988360279818508,11,11.025960113683771
133163.35228157163,Married,Female,63.9802602111178,8,62.42275251414954
106382.190279169,Single,Male,11.141930560196819,12,11.34985685003133
153105.6431003224,Single,Female,0.0,10,9.13810809615068
120009.19930518669,Married,Female,3.1353528994108757,12,0.02896455200813053
140134.77470230625,Divorced,Male,71.7813261640455,7,53.72137573156065
159426.96833938072,Married,Male,16.5953960909478,14,28.418367725555655
119618.88181930025,Single,Male,13.13103811861496,14,9.554946177555777
138251.26439062168,Divorced,Female,10.497152238052323,13,26.689642484025082
140321.53098552188,Single,Male,60.87680542233613,8,61.36956936424605
137616.70665874475,Married,Male,79.47348351892259,7,77.61489079741993
149605.15156830903,Divorced,Male,24.77943235286716,9,10.016274476644975
103430.31620406802,Divorced,Female,20.7809130231585,11,34.855755180106044
129338.55301590743,Single,Male,77.73624101868944,7,63.822893156364024
141520.3726446279,Divorced,Male,22.490606964639824,13,39.43289617553785
140438.96225057467,Single,Female,13.636581094289202,11,13.294943417514363
105994.35980797937,Married,Male,15.065775583959507,12,23.60705022150269
137398.26403653543,Single,Male,21.19270422718239,12,15.700659236506088
149034.24358711744,Divorced,Female,74.49007595084362,6,71.5009693211161
184403.49348522298,Divorced,Female,77.4310114317607,8,75.79811466008577
32644.132084636556,Divorced,Female,63.44146581309063,10,68.76300901207821
139749.16990111378,Single,Female,25.695443550461103,7,28.721750544320113
133461.9634577254,Married,Male,65.39607397644451,7,57.135793053274035
147249.64434364715,Single,Female,22.511985146013263,13,35.39596292740663
147289.06162312327,Single,Female,18.018841411331145,12,24.156805436891425
103300.65646178028,Single,Female,10.222662062386885,12,27.377077137241006
141685.4624198792,Divorced,Female,2.0984227794746175,11,0.7394315096079389
178146.7010574318,Single,Female,71.53838804259874,7,71.47532689291292
174921.40944116958,Single,Female,87.90028454544678,9,86.42079274174864
63536.47574359897,Married,Male,61.0405627831139,12,75.84333120526078
40921.02586066173,Single,Female,57.07123912071208,12,70.87598559835315
182014.27063516265,Married,Male,75.2026283796447,8,67.51310409224274
156862.11920033785,Married,Male,7.51850435643982,12,-5.588362581290873
154962.7429753607,Married,Male,17.662193601174593,11,4.921351144361784
143919.1369743082,Single,Male,13.571044678391608,9,12.286621967292621
143864.20843963992,Divorced,Female,74.52213213833697,7,60.01336926253605
109979.24009326067,Single,Male,11.614980317504106,13,13.118915600186446
40636.324203329015,Married,Female,56.780227067335716,10,64.00059050535603
154130.26127474816,Married,Female,15.692901178446665,11,16.083424614572845
111936.4893864505,Single,Male,7.271872268178697,12,17.263634783712238
110336.00608457845,Divorced,Male,10.993690856807415,11,19.155383682793506
142280.65956221856,Divorced,Female,73.22025262687447,6,76.34657595319413
129692.23506274977,Single,Female,66.32971420213187,7,57.62742959768214
178624.02131937267,Divorced,Female,88.13814613847765,6,75.23053626862239
189279.6561361979,Married,Male,79.81911905745125,9,81.34343082012612
140077.821876453,Married,Female,62.98511552343513,9,68.93860895950532
149585.56745377896,Divorced,Male,8.108944413788514,10,27.01853532054914
145876.42381208795,Divorced,Male,5.542088744789353,12,4.32566266120047
110917.07453332435,Divorced,Male,14.756571115490786,11,8.664931292587948
179906.09560284493,Single,Male,86.72308113991349,10,79.11148469315525
181260.38020687498,Divorced,Male,77.67978062972026,10,88.44648137910536
181730.25659177877,Single,Male,87.46139061913253,7,91.96548594649353
50251.20272366267,Divorced,Male,60.307644160938196,10,61.46759655254416
36191.74250398575,Married,Male,53.63410709589671,10,63.08923276601997
112066.59677956911,Single,Female,10.552974133275175,11,8.583526641177595
180383.23267850638,Single,Male,99.58969975147896,8,118.7166044111615
114471.48831593037,Divorced,Female,2.997760542299062,13,-5.836509519082879
190681.78472469468,Married,Female,78.89630203020124,9,83.06955726757269
118927.8694870656,Married,Female,4.201566514633143,11,7.5689799061222045
105768.30544072956,Divorced,Female,9.07569966801698,11,-1.8208956307384252
138922.0961509187,Married,Female,70.39563096756291,9,73.39182365163424
111035.07831220845,Single,Female,9.901894478589746,13,7.280321702774892
153646.25316125609,Divorced,Male,33.039947079751904,10,39.257678046698246
144965.6313235871,Divorced,Male,65.53318151618018,9,79.07015889291971
103758.46839623101,Single,Male,11.807347091469538,13,5.24586134123864
149998.2125639574,Married,Male,2.122081797926704,11,14.274409826514015
185100.69224856797,Divorced,Male,73.5152447769341,9,67.1811884969564
137604.30130528077,Single,Male,58.67973478949435,9,58.77953165128388
131175.58041408556,Married,Male,58.297381559499634,7,46.65477196143016
44201.26853386455,Married,Female,59.58773252345149,10,68.57448923221608
137753.0221540543,Single,Female,76.64174953724354,8,92.06777023875037
165251.2732765848,Married,Male,28.81679547618115,10,28.30191798865236
47503.75243875943,Married,Female,47.76556796464772,9,47.41484734305785
180442.52554209292,Married,Female,93.5801942834627,7,84.35091233142379
130226.44804534086,Divorced,Male,63.16212730846889,9,57.53001359550507
44119.914184185574,Divorced,Female,55.31467172422653,13,56.55585143073481
175226.24368098815,Married,Female,75.36024372577008,9,76.0659308611017
47071.714611943826,Married,Male,61.68086402395717,11,70.48790664391807
153354.1989888018,Divorced,Male,27.480950658873205,9,35.79479568642855
144635.30265260919,Married,Female,6.511189784548591,11,-13.916314419673675
182081.43906176864,Married,Male,98.68134101038648,8,96.11279622514392
152038.2567225435,Single,Male,7.8410691999501765,13,14.018899583106384
122330.54643314994,Single,Male,15.261634931386986,14,-1.799292259332482
152735.6170644996,Divorced,Female,22.056109817493702,8,7.600947724624909
137413.06941293724,Divorced,Male,14.190581729515415,11,8.081886118890575
125559.05948690092,Married,Female,62.786450982538085,8,63.12531225428024
51763.106696129886,Divorced,Female,47.02345895098816,11,57.729981777576455
136709.37886038155,Single,Female,11.747430820524535,11,29.462080389055338
189277.93001610262,Single,Male,84.0061507393019,9,98.87473266864261
149419.61377651716,Married,Male,17.457985487259744,8,16.988367448773396
145705.0116020191,Single,Male,15.647914661366578,12,-1.822333129179306
115185.15371509973,Single,Male,26.923142079476314,11,22.624897341088595
159588.52970800095,Single,Female,17.063244711674802,10,-4.789899330080306
129001.22227628807,Single,Male,60.92805344925432,7,59.86908165803338
41649.66686684967,Married,Female,62.69749980543006,10,63.821507962661705
152126.5060263284,Married,Male,16.15352099395051,13,14.331957622948288
30028.15963017651,Divorced,Male,56.99466959042681,8,54.69439518174291
54857.893415062936,Single,Female,47.56863119202453,11,51.701981682023785
96132.97477953235,Married,Male,11.990277472741436,12,36.00114168490883
115116.73374845208,Single,Female,11.331749138670386,13,2.2660119711260513
143777.48780680515,Single,Male,28.48573124870234,8,21.757595918155573
146365.2489277962,Single,Female,12.936801959309317,9,19.677472764269137
176848.69300421362,Married,Female,73.32697621521757,8,61.45527496303732
38380.44006867851,Divorced,Male,57.658559107212554,13,50.07460171449505
137202.91406152624,Married,Female,69.21342910032689,9,75.02191105641732
179549.59914475682,Married,Male,80.9778353169591,7,78.09278624277937
52095.712042633764,Married,Female,54.035236895884445,7,65.56675635229112
143291.3499940817,Divorced,Male,8.755751440945652,13,12.164563018626573
123574.3170755748,Single,Female,56.70697931185641,8,51.858760183527984
98465.3801658569,Married,Male,14.728690107633092,11,2.064653303421533
47711.90930048411,Single,Female,63.37044652658021,13,50.93853714742736
143579.33277981277,Single,Female,18.01857286524336,10,16.701621140131298
143888.01390801847,Married,Male,69.09611468986529,7,69.36862736316009
135599.5156919831,Divorced,Male,65.51090269176679,8,72.94658697537008
36245.59049358031,Single,Female,75.73447058216107,10,86.56413087166936
129443.28407685747,Divorced,Female,63.03896144998461,8,68.9872924592764
176584.38183566846,Single,Male,77.04227535162339,11,80.23180614486698
52530.96113639018,Single,Male,62.09857854098209,10,66.04955140140781
185844.59537472267,Divorced,Female,85.52802467460268,7,82.7073366225602
161553.92710962624,Single,Male,25.91237337479703,8,22.191123605761064
136629.97993139405,Married,Female,68.8651406048056,8,75.84580946861135
114173.34643361381,Married,Female,1.174227900634044,13,-6.84711965037433
154987.03909790743,Divorced,Female,16.253642032264555,9,2.342188095499143
184322.5750381454,Married,Female,87.16864007901697,8,62.57917419485338
137661.8025104751,Single,Male,63.296636629711955,7,65.22580876206803
135279.82883512301,Divorced,Male,15.316968617566054,12,8.724057587150472
121796.01449720304,Married,Female,10.957372216498694,13,4.0087421976128566
47957.22702716426,Divorced,Female,60.089318523512745,10,62.41343650405482
182193.407327339,Single,Male,83.00393111176125,7,100.8153503326104
148358.85238425696,Married,Female,3.919747232084113,11,20.693574322664343
32234.206527093353,Married,Male,54.707533613915686,9,48.114538336217834
154096.37791390173,Married,Female,16.60330868497612,10,13.775717584375535
126040.77795330065,Married,Female,64.18606866830609,8,67.58911263533305
101436.9609759553,Divorced,Female,16.171641194899937,11,17.15893622661149
173538.15385113427,Married,Female,76.65348929048956,10,83.764166313279
183565.12753913994,Divorced,Female,84.65395419901483,9,88.33529625746898
49039.6517481482,Single,Female,72.84547351360762,12,65.25534023012968
124156.86014123044,Married,Female,10.815719073189488,9,14.285199866992418
47609.415344379144,Divorced,Female,59.98900837743305,9,44.35815529142157
37173.91603165817,Divorced,Male,48.40554910498046,13,45.387029113313915
50618.54813935446,Married,Male,56.87989634931494,10,81.99928474165378
186239.45646526729,Divorced,Male,80.2400139018938,8,70.64218093589318
134835.51553056852,Married,Male,26.52328136978964,12,22.247775027654328
181480.89588822352,Single,Female,84.65918956024785,10,85.33151591191968
50041.89448242007,Single,Male,61.19841903486749,12,61.68526525456844
98191.37013473304,Married,Male,3.6688560357329436,11,1.6210027142560155
152994.23974066094,Single,Female,19.37402063655946,8,25.796994378699544
53251.07654407488,Divorced,Male,49.83315178620563,11,38.69167473063506
155263.61841045873,Married,Male,77.27861407030855,8,57.146338788494646
47794.94929674166,Married,Female,62.94187161693401,10,63.312771178850056
162244.869924163,Married,Female,19.406150304165493,8,24.047492008101894
138820.72627764053,Single,Male,60.98391218565192,8,67.60860299077723
55187.79233470507,Single,Male,63.21116380365925,10,58.902514019717984
148286.79052822123,Married,Female,7.893426677110291,10,17.610539296771893
149465.3066489233,Divorced,Female,16.001911561627722,11,27.029412608066867
123969.88847326103,Single,Male,3.895599639497668,14,2.4369599567380207
47386.15883076737,Divorced,Male,55.3355526749511,11,66.56609615785045
144017.66023922813,Single,Male,70.65446683475611,10,80.52207134862837
160724.53540942675,Married,Male,27.155256369322846,8,30.14028631831755
31194.249000255848,Married,Female,66.20443937845769,11,68.71051753881297
140692.16151022594,Married,Male,56.953087937459344,7,76.87883604769127
177992.12416380737,Divorced,Female,82.61070198177859,8,85.16617471878882
136526.97014115355,Married,Female,70.23366400923085,9,64.94285704472469
152077.3332306542,Single,Male,61.9809025733615,7,42.87984997366834
139722.01000125808,Divorced,Male,20.446204344640176,11,24.01489129359521
137637.4163283732,Single,Female,69.03063900522504,6,83.64660816400007
153837.493696382,Divorced,Male,18.145980488236106,9,11.419428593525094
136308.3841835514,Single,Male,20.574348334823796,13,31.68412131045358
161276.641996519,Married,Female,30.856597096430885,10,29.99269667348595
150127.5471091185,Single,Male,2.1283939764064783,14,13.832098101470415
46344.98429211619,Single,Male,58.3887527624433,12,79.3355297954427
138169.36612997614,Married,Male,70.87424455399398,8,61.23180081713697
127487.91360909598,Single,Female,61.82570751380906,9,59.44054025342181
180368.48107942857,Single,Male,76.00148324381942,10,81.64823841546337
169680.60093908466,Single,Female,8.401461654763857,10,21.753031179405493
157706.26753268673,Divorced,Female,20.355495347093367,7,10.463635933381312
49454.03270889544,Divorced,Female,52.260028915228375,12,58.03949604236648
150943.64462408374,Married,Female,25.711138130776604,10,27.206174154737866
112141.09525258062,Single,Female,13.470479523364311,11,29.956396745443605
125933.32459976683,Single,Male,66.42064456569844,7,62.67189603568661
129275.14438546204,Divorced,Male,72.319198345607,7,82.88785381769665
137314.6245508183,Divorced,Female,7.280118127840048,13,13.433792695900035
41809.38851734315,Single,Male,57.529124880608904,9,51.19288190841831
188159.31812727684,Divorced,Female,98.16248528965772,9,88.68651598124096
152004.98003654138,Divorced,Male,65.34627592180965,6,69.99404122492398
153152.29926419928,Divorced,Male,22.676729072020585,10,12.062436036919227
158162.6703301372,Married,Female,24.73800056234747,9,31.768579819041026
41027.72743750681,Divorced,Female,50.111589823322504,10,62.73113896934681
181461.87834042346,Divorced,Female,83.59066019951199,9,73.54175616353496
181686.89323645586,Married,Male,81.64647206809032,9,82.63985130587052
100285.22259575501,Single,Male,20.209435890408304,12,35.633959476543794
163465.5840361592,Single,Female,12.146346830498942,9,13.238530232149122
139698.88923332238,Single,Male,19.455925961431852,12,-7.310056833348586
164434.62725744842,Married,Female,29.442656045923535,8,18.84122514128881
122884.0672780949,Single,Male,1.4489096096023175,12,-1.4840911733057314
184828.55340402597,Married,Female,80.12083327329209,11,91.80629633074109
99681.5131246162,Single,Female,4.514731740397863,11,-10.112218161226478
147205.0284883614,Single,Female,37.65404843762706,10,28.452853103574487
140858.21540980414,Married,Female,11.391387158553066,11,9.258868128666032
49788.27516704166,Married,Female,58.3167944090667,12,60.7353724939995
144798.89389852376,Single,Male,72.24665119908771,5,76.3354416576876
149961.7786702864,Married,Female,63.19229758044524,8,59.226570934469905
156496.5530974917,Divorced,Male,20.753103008934556,10,8.674225727366832
144089.32467754267,Married,Female,77.85974218724144,7,86.19083664039567
147798.23502278014,Divorced,Female,12.911165247718039,8,1.7182114184296555
181304.93149501615,Single,Female,83.3934952370621,7,72.90242743878245
175643.2461843964,Single,Female,86.36268752690019,8,100.33218664183894
156724.8024427439,Married,Male,26.100526008437996,10,64.10165624020931
149665.77710041322,Divorced,Male,23.728935299683283,11,26.888732875136565
147540.6939133614,Married,Male,21.484267365685607,11,12.53635554415451
112257.31518914229,Divorced,Female,2.0250620866574636,13,2.1068408823024027
45324.78171412823,Single,Female,70.62826913167626,10,57.909132687726974
160008.7505730847,Married,Male,21.739445242303265,7,27.64613317699253
43672.870624157105,Married,Female,59.85995604183199,10,78.89975305452576
140959.10280923464,Divorced,Male,20.602530037622483,8,26.439716934864762
155827.4553634113,Single,Male,18.878032637169166,10,25.08169536382705
144430.0750837163,Divorced,Female,20.373428370641715,8,19.854669781930177
148800.5386695225,Single,Male,13.922018731412255,10,24.589585188553855
128695.37643414637,Divorced,Male,75.14914964813741,9,64.45023167351295
134465.06564728002,Married,Female,57.66658674777427,7,39.15944896840023
42898.276757889325,Divorced,Male,56.04439240862053,13,49.33491070388952
44191.95658734426,Divorced,Male,62.48062499608665,10,63.96242410912345
183854.80799682316,Single,Female,90.69463471745834,9,95.04622963375027
150589.86356731877,Single,Male,12.475991616800382,8,10.721432278273024
111213.01479044669,Single,Female,11.508842401790869,11,25.344141494395217
143391.34760662628,Married,Male,67.41794237657503,8,74.44246568869909
132415.55718477897,Married,Male,57.90907637939936,11,57.66817877304604
156616.08837618283,Single,Female,20.471004550264258,8,10.708159538251564
140323.71711839168,Divorced,Male,59.51837786519434,7,62.36324692262535
145430.64570570886,Single,Male,15.1764528202978,13,5.4319506648431855
42497.88426774631,Single,Female,57.54344282298564,11,62.46219538920913
150493.37762948,Married,Male,11.69352165759155,11,21.457497959411075
145657.14107914982,Divorced,Male,10.58179849548105,11,10.926827351275076
163732.08243802242,Single,Male,14.522172450600873,9,28.126373875861564
154262.07825787185,Divorced,Male,23.691540182884555,9,20.601390323262816
39404.07705440422,Single,Female,62.1055240641529,10,49.32005727550326
181545.1786984316,Married,Male,88.0180689561266,10,105.0134632020652
133669.84113869135,Single,Male,72.31107147985509,9,69.40001240448983
123063.0200540318,Divorced,Female,65.40364337680631,8,38.695912565496116
100926.55040802923,Married,Male,15.766356978452698,12,21.600352065135368
134037.02939155058,Married,Female,56.878527666783,8,56.39161225580835
56506.03420657419,Single,Female,53.83965211855785,9,63.15564829822334
102157.88557687787,Divorced,Female,14.719399608209052,12,15.54126295180783
156898.73238997563,Divorced,Male,19.06867499679357,9,2.4939353397714363
145348.47561928723,Married,Female,20.16550283805273,8,8.36526299251031
152988.1534343706,Single,Female,18.274024564022355,10,21.06471961079491
157086.1689354375,Divorced,Male,12.533391417931437,8,34.93454483806657
150032.7971582095,Single,Male,26.694783776654546,10,2.9107765924877924
151005.067477105,Single,Female,14.90064308363257,10,37.73932110327482
101592.86173775251,Married,Male,12.559538498157249,11,1.4575038225027104
50000.124928645324,Divorced,Female,64.1587962472567,12,63.19234095999984
177656.86732915952,Single,Male,77.73389872826894,7,90.54646518237952
126163.53122924935,Single,Female,19.771222176796165,11,25.70709356080046
113660.88373296357,Divorced,Female,7.346993332673662,12,-0.11971136056038567
139137.0324045565,Single,Male,10.685342246742202,11,16.95576810571655
131675.96724820946,Married,Male,68.98176392414167,5,67.27310262320194
178728.11647500974,Divorced,Female,82.65131230479214,11,87.87727584378885
175715.57569400122,Divorced,Female,90.54368681549124,10,100.34003668961667
41252.5354247472,Single,Female,59.61188398397785,10,68.86442066889404
141078.7056006904,Single,Female,61.23525085547355,5,65.11134030473261
184656.2198035252,Single,Male,87.03356617389488,9,83.95372896468194
48818.790720295205,Single,Female,54.17464919812989,9,67.00046151172293
99966.24158758308,Single,Male,11.468596553197095,11,23.366160725917062
170374.9512430664,Single,Male,79.56929694538314,6,62.68589320543349
174476.26883924633,Divorced,Male,77.09729515557736,8,66.67846439369102
171954.4515778515,Divorced,Male,74.70488500527134,9,77.05799707553395
106026.35307610672,Divorced,Female,19.39179535830809,12,4.078213657107996
146350.97276069195,Married,Male,29.859342580566846,10,47.8603795455968
143741.4099241314,Married,Male,21.448611836801046,11,31.37840035556363
130575.76074830916,Married,Female,69.45934222735633,7,69.74816046918522
121040.06016148924,Single,Female,14.623385803357003,14,3.762334696716204
197416.70583646875,Divorced,Male,77.65700868789119,5,92.49761264603724
174625.72898002635,Married,Male,85.9376709207285,7,79.88166158806733
39520.95700251323,Single,Male,53.766605655890054,11,43.211934463614355
118790.80397307833,Married,Female,19.91200270644164,13,26.557955472570157
104672.59546243095,Single,Male,23.184840812923763,12,16.41882804884549
142462.40323295738,Single,Female,79.9417129877767,9,78.70678522378402
150291.3451525856,Divorced,Female,68.19530615738134,6,67.19067597975987
103175.28279556494,Married,Male,21.156037579601804,12,13.886829204622007
113290.79256164399,Divorced,Female,11.309975633930105,11,26.266498101394387
174098.20119992387,Married,Male,78.05711529397703,10,86.26563847645676
179375.25326449153,Single,Male,87.2447269215846,9,94.734749820818
138285.46206531514,Married,Male,34.38432946248339,10,43.17541180173082
182965.5900642274,Divorced,Male,80.69794591554007,8,77.44989070862444
165011.91565957118,Single,Female,28.797847798043627,8,31.551218976098077
186246.1407144833,Single,Female,89.48164303507758,7,104.08128541289003
140777.0118711729,Single,Male,23.30381756657253,10,20.644492967145563
133481.1329873271,Divorced,Male,71.00024621806793,9,52.85705195122284
42296.23831753996,Divorced,Female,58.95661731677045,10,61.60496688537998
120403.14995965075,Divorced,Female,2.952780827368528,11,12.210225862588075
193130.06302410236,Single,Male,93.04993412189768,8,105.57262848777951
112874.91247163161,Divorced,Female,10.746113742480055,12,11.115258919746068
148911.51933459655,Single,Male,12.274759228607657,13,12.148878213538964
97370.70788168209,Married,Male,6.171525519824492,11,-5.8675161945673295
156911.52846971614,Divorced,Male,23.532594732648516,9,26.10980091104932
108647.30051439571,Divorced,Male,12.70853353554278,13,28.60655135906954
117176.67912799069,Married,Female,20.44561533281983,10,24.506470552687873
125778.72542222716,Single,Female,70.2345930376432,8,67.00298817769742
108685.64798148062,Divorced,Female,7.5642560622455335,13,-5.62892254887457
192139.5253686232,Single,Female,84.99091783320574,10,82.32987396396344
179794.1076931687,Divorced,Female,82.16747337417642,6,88.28379739331953
171727.14845903922,Divorced,Male,74.6567215532329,8,81.00813150445283
170024.91081110787,Divorced,Female,94.97734757187342,10,96.99745476008891
133939.8595632626,Single,Male,64.85930237368717,9,71.0625658446508
46442.29585585867,Single,Female,55.284567632573015,11,55.4780630950116
43880.2448692426,Divorced,Female,60.744050370300094,11,62.408760013764756
150232.14222314837,Single,Male,22.452230315483053,9,6.963147094309594
133394.16427319497,Single,Female,9.420740342623105,12,3.8961126584162225
49347.707939317625,Single,Male,57.431306081745475,11,61.11202647272844
55025.08511963305,Married,Female,65.58765000387213,11,61.8019839640751
109651.81034057,Divorced,Female,13.172841894157045,11,15.023145721586868
118094.39890385268,Married,Male,6.431652199973733,13,10.781329005957115
153696.18483926984,Divorced,Male,35.68984027077822,9,41.24254129659732
167470.13508861806,Married,Male,27.19930550776408,10,48.9002423952317
179563.69516481383,Single,Male,82.0199427090744,10,78.41177854858924
139653.4684224688,Divorced,Female,57.687057383510286,9,53.89494830776518
149408.4479149729,Divorced,Female,35.55387354129928,9,40.7960878220524
130418.05348964609,Single,Female,12.54874652629201,12,18.243493266379488
113801.96886089617,Married,Female,24.96387760178601,10,31.620378946981656
106000.32386614938,Divorced,Female,5.213212244319905,11,3.452013378953958
150497.7131271541,Single,Female,30.62068877420296,10,43.18082092854587
52343.5338868688,Single,Male,70.07900475052675,10,69.67183780145251
143558.67068150867,Divorced,Male,77.0889867576293,8,76.33758319123828
131824.92108237703,Divorced,Male,10.646965772898238,11,16.19967045948914
144022.9370215382,Married,Male,19.038049214110412,10,25.481192447493964
143160.6908295635,Divorced,Female,20.075070713605744,12,15.029707781109668
133181.95712281647,Divorced,Female,64.84155705547172,9,66.75472619213835
144673.2300460727,Single,Male,13.741544217039248,12,-11.34100880792047
138720.50478548,Divorced,Male,3.880176512419517,13,3.0311756011930266
156654.72828083084,Married,Female,25.104884862389195,10,8.914104463583815
37595.05327541806,Single,Female,61.15296884714674,10,74.32238595479967
125226.04969728527,Married,Female,67.66386668447124,10,66.45311470903358
41511.58931714148,Single,Male,59.79387487417382,11,67.94896237436305
143489.9289048717,Divorced,Male,23.854825700925417,13,24.939015479124254
131656.79749843862,Divorced,Female,69.58376624904365,8,91.79164478581988
139408.74703155566,Married,Female,8.61892646854762,12,14.308901741127002
136948.3295777233,Married,Male,67.25481597322405,7,63.00811262244336
196645.00946971765,Divorced,Male,84.09421482092145,10,89.05112316438284
51742.159639666694,Single,Male,58.16987849866435,12,50.169156955014834
140656.92944431797,Married,Female,70.5328619193924,6,57.65139008586038
112189.1586317169,Single,Female,13.343726157102164,11,12.989289040134329
135819.1059367153,Single,Male,65.74273636104525,6,76.54834463770709
