Season,Sales,consumer_confidence,advertising_spend,promotion_effectiveness,distribution_channel,product_quality,pricing_strategy,economic_conditions,brand_image,demographic_factors
Rainy,7338.936788214105,0.3403969940509176,4485.588861360438,2.0053169205531063,Retailer,5.944840979600955,81799.60010381021,1.337460655830564,-0.3543849888743144,2
Summer,5718.942352626596,0.45011150214101114,5245.636470916543,2.5072740118431716,Distributor,5.1352726949385605,41589.54371296216,-1.465661449361227,0.763015111029308,2
Rainy,5293.260436651914,0.7580761206576707,5267.087831206856,1.0418082681784777,Retailer,6.029630983844233,25077.97261804348,1.0882287857008122,1.6760087586072294,0
Summer,8167.96499661136,1.2329702663044024,5487.740758763917,-0.9828017440531099,Retailer,4.663685850960569,75187.66361736077,1.8333381990947533,2.7610403218369752,1
Rainy,5836.759380127458,0.01972794693603292,5284.670327260958,0.6287414952849953,Retailer,4.984263865378281,59120.44310044946,-1.7821520558575659,0.65870384191475,2
,4144.421286643497,-0.47418292246231786,,-2.0731601961977737,Internet,3.3621386977911656,54177.333888960624,1.5784418166295702,0.6963298291489696,2
Summer,6403.095278949888,0.21668343641565593,919.6178406172098,0.1372178681349588,Retailer,5.34995887191601,36768.22050938562,-0.6613084455646557,3.0104191767126935,2
,4469.4151971307,-0.7764654016156434,,-0.2038243857993714,Distributor,2.453002968244468,57089.85496047361,0.3176040835587537,0.7534823340544489,0
Summer,4883.253343944302,1.8131102774273862,9047.099456088485,-0.3996169513255348,Retailer,4.939119488483076,63647.01630529532,1.4314966977333916,-1.771423468968703,2
,5018.622245906513,0.8202396034353909,,-1.3400809498774622,Retailer,5.875564098797969,62626.75478595606,-1.7294213906901903,-0.9658901701344039,1
Summer,5077.371297330151,-1.1530976233466321,3348.9959840503498,1.4398941549785165,Retailer,5.764670837851918,58551.489503357276,0.46017110380203735,-0.3222787978528032,0
Summer,3528.686585460886,-0.5363077286284761,3364.8530668233266,0.9287369187836668,Retailer,3.823680472183651,52735.25510258811,0.6882689918408771,-1.3494986354536986,0
Rainy,5810.794752706295,-0.1583172890039511,3286.078041663135,-0.25417807732180175,Retailer,8.458995281921876,56824.60999795647,-1.0305716026688092,-0.3958872516274456,2
Rainy,5923.265482659925,0.9274100979763884,4113.146216360272,-0.044011526055302175,Distributor,1.9382219219417651,70596.58016284276,-0.6883533714839989,0.823793520125407,2
Summer,4923.389752312511,0.7029733415512641,3573.133141695749,0.22824788629358048,Internet,4.048633513192856,50353.82069999981,0.4399753656896326,0.3735612992248258,1
Summer,5186.879261136462,-1.3199497103150895,6265.930823688906,0.2868318107828176,Retailer,3.0598717489778346,79033.03610280078,-0.5314449114011626,-0.26447597323098426,1
Rainy,7363.018632847598,-0.1296582732596853,3501.4115660582556,-1.114669903893018,Retailer,8.052461810170913,76477.27098873058,1.0208195220911653,0.6139102090270874,0
Summer,4817.952714286716,-0.2562437723566168,5739.242837134867,0.5456095322566175,Retailer,5.415611096834441,41707.947461975986,0.023406105478462183,0.6817101211695649,0
Summer,5632.475699202625,-0.6064941178601654,4572.69779879554,0.9593484633640722,Distributor,5.009983578741978,67537.46358672414,1.9127300379244079,-0.3031329578846158,1
Summer,4424.095320999246,-1.017220835798344,5124.182434065745,-1.483904031870109,Distributor,2.98841634372741,85513.36836851858,1.12128700927467,-1.4259875917441134,0
Summer,5679.724886908969,0.09970686443980607,4835.917531275935,-1.3310341944739839,Distributor,4.344900733293611,54691.90656982372,0.6150487204662818,1.640609135746359,0
Rainy,3181.996571193577,-0.16305827427449832,4695.19452822359,-0.2685096076252226,Retailer,4.18948299971524,54036.90908332239,0.38412792172384613,-1.8788795232080007,0
Summer,4342.712951393634,-2.37303303304232,2485.435284964044,-2.203513557316827,Distributor,4.5258810344620475,68621.44054151412,-0.7590786890713881,0.18559984042964137,2
Summer,4599.850052571267,-0.20527791011087093,3608.9184809739304,0.5129913947783679,Distributor,4.289633196446839,43972.565839048904,0.46086326455190685,0.3968246745562286,1
Rainy,6612.220503333039,-0.007755025958612213,3083.5089414930317,0.4806010431167029,Retailer,5.232974863421042,68029.3472617578,1.9194583568598949,0.9724955697944639,1
Summer,7098.1879590539975,-1.5215424223050265,3096.065534827211,-1.2982772076968678,Retailer,6.15034402808191,92556.53272933417,-1.2139030822461565,0.7338282169040475,0
Rainy,6584.386535365884,-1.6081865887352853,5027.581134150358,1.0511470968373964,Retailer,2.866972613059165,84007.05170923777,-0.27521849510203467,1.3285876402310761,0
Summer,6601.757051602703,1.5696040499992447,4038.9943486899583,0.5838438596439073,Retailer,6.327412978663216,45115.34616796221,-1.3617326657656914,1.2552416552009555,1
Rainy,5237.5061669650595,-0.8253944350942916,5497.019359476393,0.14888823066724705,Retailer,5.319363101171442,55076.95389057472,0.5310633291523934,0.5707702025628926,1
Rainy,4826.178116112434,0.10889313841123704,7682.923828888152,-0.08724928928618005,Retailer,5.88661036291894,53669.20419029143,-0.2047438270374875,-0.5539482577919491,1
Rainy,6536.7891347901295,0.16516765559451635,4281.208541262941,1.3144975226198379,Distributor,6.703215208268296,64797.09386698306,-0.7606542815926938,-0.12607707889280254,2
Summer,5052.392214494859,0.08700365031282893,2956.5481746624473,0.29056798396549843,Retailer,4.822845219662384,49126.11178851307,0.7039794527771559,0.5917078920785621,1
Summer,4440.743606589747,-2.3286179132581935,5140.203496289014,0.22131706240404492,Distributor,5.421550501973947,64747.540701868435,-1.593012622172241,-0.6076219753249864,0
Rainy,5329.77737869069,-1.5842119299088493,6911.442184894973,0.25628333239667067,Internet,7.940789350102815,60147.98160976902,-0.4180999420606604,-0.34938747938389675,2
Summer,8077.599098577884,0.4294013884725361,3582.0883678878417,-1.4289120035555392,Retailer,5.69499828596542,98849.78572159834,0.9972618553719642,0.703168465355054,0
Summer,4667.543162842209,0.17392054257612477,6157.225518265363,-0.509888591482556,Internet,5.690599133252749,54131.63456186837,0.7318339558071939,-0.4685195502269221,0
Summer,2452.3863645226597,1.5587814743729487,5469.790738160424,-1.2824891122426725,Distributor,2.262628361374516,52010.879026182854,0.6076710419658737,-2.691554720725504,2
Summer,4480.927418834467,-1.3569207642992969,5467.447772139612,-0.6576219241089867,Retailer,4.93087035516233,67845.46868901118,0.6250068681266675,-0.6512119366994141,2
Summer,6639.170623946575,0.7816845638656778,4612.053619917115,1.287138992012064,Retailer,4.148300878857494,74376.67399083562,0.11840636574100755,0.16431682848225834,2
Rainy,3497.3229342565173,-0.09637735400834267,4318.722296523768,-0.547431950291436,Distributor,3.1760194482444613,49082.628491282594,0.286924771220626,-0.6938909551784607,2
Summer,5124.288831828625,-0.2512114560777511,2576.277408880424,-0.46358058071591945,Distributor,5.704158866367683,79070.22515749843,-0.046563358750134946,-1.9129566174233603,0
,4140.440040344071,-0.9059796059645712,,0.3212109340230535,Internet,4.059132612601115,59951.48614836366,-0.9461145206876566,-0.5285467168752691,0
Summer,5461.292508608673,1.122428581048093,5184.421718266974,-0.2105048498213684,Retailer,5.032641475464782,54178.69617714188,0.7684085075103166,0.13334324915217147,1
Rainy,6098.944364597128,-0.6600240224997866,4113.954981260059,-0.0726115258243072,Retailer,5.710805608922924,72931.01653347346,-1.398681616423395,0.24578078213824905,1
Rainy,4159.536303514558,-1.1395834262016464,6710.801498556622,-0.23040386920055103,Retailer,4.546437108979421,56056.35660154686,-0.4636898765337706,-0.42332658970107423,1
Rainy,6364.010698074425,0.0822767773018584,4270.647351244519,-0.3358485962462991,Retailer,4.069978592173346,69263.1909508736,-0.21142476821107645,1.2039383947416966,2
Rainy,5981.957110890578,0.8219836997701644,4334.8722138711,-0.17400387329850645,Retailer,8.204335662978824,57493.03417210866,0.972040289086138,-0.6170819074794728,0
Rainy,5570.486492607489,0.11465755152562361,4930.7918521162655,1.6518433334797198,Internet,4.754045073063514,51738.14342059127,-0.3746944537050176,0.6647439311207086,0
Rainy,5618.325451973613,0.33262623213704867,5028.819487870934,0.4947251580799203,Internet,4.649547991334291,75373.94495533899,-1.5003691302588043,-0.8039585086373189,1
Rainy,5013.657879203877,-0.8799521544547325,4578.397549695336,-0.807797960798216,Retailer,4.992219068728145,63255.33436160872,0.45939337967854926,0.10560537463513377,2
Summer,8551.71018646699,3.434374996695254,6086.494071085345,1.1469385736277444,Retailer,8.834229477318772,50344.866275728185,-1.3271485551824984,1.1733426709506962,2
Summer,3841.6432253903267,-1.0168317397254072,7482.387127789913,1.2706760286815455,Retailer,2.334251511421534,63744.924841052314,-0.049327008387801415,-0.9870121145542419,0
Rainy,4813.876372844866,0.1882571987609722,1493.3082906680315,0.5533923027234434,Retailer,3.2422293865319674,42056.75350574219,0.19139112918178716,1.2615219874277674,0
Rainy,5464.676432557571,0.7845856974853689,6503.486039462621,-1.0277572297379645,Distributor,4.9238010421858665,69311.00244368652,1.4559825083529585,-0.7722400627751986,0
Rainy,5915.7642538282735,-0.5766419944764656,2322.4184044837198,-0.6937141823208561,Retailer,6.222504118733024,79667.0752087631,2.1166190645955782,-0.7456614511302693,2
Rainy,6348.694373135363,-1.13745621428446,6336.232996638975,-0.05022371102307505,Retailer,5.845306113757754,76933.4148807482,2.2187239853003735,0.40209185232778244,0
Summer,6017.669363190253,1.4694162029396793,2390.3455628437896,0.462998229078038,Retailer,6.324724560528175,53050.46616540161,1.2028440005760341,-0.04516335418692516,0
Rainy,5339.23817473569,1.1688497804637759,4519.185309390355,0.39252634484707233,Retailer,5.4949394757078345,69297.8558228577,0.2621265046059291,-1.7287424569619467,1
Summer,5171.112652394487,-0.32814898443375357,6053.018965386289,0.12235902271352926,Retailer,5.387417984347779,54962.08413822061,0.8607857420307252,0.23555122026300576,2
Rainy,7739.723501823396,1.2975422696584489,4068.667411234686,-0.26195769935714125,Internet,7.079334146583102,74621.28503729591,0.5676922621970286,0.7407996882913287,0
,4885.379700730606,1.0901368277258645,,-0.8638603365859465,Retailer,2.3194347736708285,42513.13335637514,0.16541653633469694,1.7921944673101122,1
Summer,2458.3013016646332,0.08421007511199147,6142.110039313209,-2.399942192033977,Retailer,2.646494009167668,39481.10488580021,0.2079799547232426,-0.40942653211144353,1
Rainy,6110.718968804524,0.04249805210768598,5679.848641532924,2.0426459516137374,Distributor,4.102782487524302,73017.89366384505,1.725352582887132,-0.5428309463349291,2
Summer,5945.201725745153,0.5942841783878843,6165.004959806637,-0.16893418573923716,Retailer,6.7821498248892045,63723.03481976988,0.9928749439531117,-0.43367240979622773,1
Summer,5431.879780339998,-1.630290461080967,3952.298854517351,0.3129368068829292,Retailer,5.344687143799744,67964.32375354994,-0.4045497316582271,0.1032594761421954,0
Summer,4786.376184228825,1.133009193752163,4621.743388561688,-0.9298812988189188,Distributor,5.103763210377993,57274.47281560883,-1.3991157043266336,-0.9504136989767576,2
Summer,5151.915589544677,1.2280741756469538,2106.2863671788723,-0.2534897710262594,Retailer,5.1814120384911675,49880.938329513825,0.14086792491399602,-0.0072593546252431584,2
Summer,8281.975977650902,-0.5346299177651568,4920.866862516476,1.9997927341195376,Internet,5.892965429221958,85849.9331446404,-0.18790222446240226,1.4711630976210266,2
Summer,6762.594183435409,0.29777349294758815,4316.504960824787,-0.3484267501190081,Retailer,6.329483817706722,73458.2423536458,0.7888607591195528,0.2729543519148964,2
,4143.935402346193,-1.1796388259256219,,-1.2004781192295664,Retailer,5.319052309120253,43374.012988847455,0.2417122292683862,0.6647753123099214,1
Summer,6369.394521515502,0.1335005176969053,5484.631181407465,0.725636477708055,Distributor,4.755334582401761,61469.69818812295,0.4114793144133972,1.1111027331905992,2
Rainy,6822.364976943255,-0.1551358089306725,3111.0463719778863,0.6043123871381612,Internet,5.614721187512124,79650.7893617415,-0.9318820021247592,0.33801885645896196,0
Rainy,4336.313747620715,-0.5077021365957377,6296.708465680187,-0.5177230743995024,Retailer,3.4653306114628584,59608.57535664895,-2.3703320686423113,0.022764744111171846,1
Summer,5867.555268026314,1.4824668187033512,4337.808076937165,1.0499026562294111,Retailer,5.7802113809783044,50714.01904082624,-1.4205174444545579,-0.04107749224355498,1
Rainy,4388.643418696309,0.5873821584968902,6161.198781631459,0.5528974118783478,Internet,2.091895995546208,83268.02128279356,1.5150723024712622,-2.2134348467290605,1
Rainy,5358.228996786129,1.4753137281397946,2759.6463672659747,-0.05375708106407354,Retailer,3.119535133512532,61876.6402120782,-1.5215741205124822,-0.0028919141923370167,0
Rainy,4151.427112092153,-0.5087003122574348,3072.035699195545,-0.16716010840526707,Retailer,4.309101767060659,54819.641584559635,0.14058226760959394,-0.6179274007240904,1
Summer,6638.93853692787,-0.6333272381411836,4159.44197204853,1.0643188455344426,Retailer,6.940456900062983,53324.745250921704,-1.1042940693820726,1.601443848985973,0
Summer,3872.8193727551406,-0.14277585376134408,6050.51672335209,1.7175567492475436,Retailer,5.738433563370386,49482.70672872546,0.46894134921232405,-1.9976986422582295,2
Rainy,4548.849513433284,-0.6143293756547359,4839.217268405794,1.8713690486260364,Internet,3.1662435429793154,69337.18519065459,-0.8087530481575377,-1.2000107486213565,0
,6025.348991665013,0.9087783712012739,,-0.07065276523753838,Retailer,4.35787178870386,58752.089365597705,-1.622088461872102,0.8562918803007782,1
Rainy,3424.1438738576944,-1.4630074041180772,7225.813560610306,-0.8961208313044244,Internet,4.206779828092903,54447.43513216357,-0.5578164409959878,-0.5034654501830405,1
Rainy,3211.7419933187284,0.45040996693188673,5876.858852905763,-0.20899971918431035,Retailer,5.343828298515281,34355.19394739685,1.3040683747562236,-1.2960371920246176,0
Rainy,4893.0999772225705,0.2877957013559167,4667.310589229799,0.7043556066299047,Retailer,3.875828262749927,51709.81318326938,-0.14278777970595966,0.18280289585706994,1
Summer,4410.88778853101,-0.3441898984896463,5777.143838678258,-0.5139411410790006,Retailer,4.9196447263503265,53439.82729099198,0.4283546072274274,-0.2527946035379715,0
Rainy,6704.1146991416945,0.7151654648405382,5185.0500846558225,0.20937497604153718,Internet,6.099604130890542,81988.38560464763,-1.37183742791847,-0.6026847175378158,0
Summer,3380.7945286890726,-0.5965856026596517,5301.005548464315,-1.4817469976546813,Retailer,7.666600017760242,42201.68365387888,-1.0051911383934407,-1.574599882831628,1
Summer,5851.790133785013,-1.262365387140811,4806.4249444554,0.7974817035991587,Retailer,6.4070992565487135,63059.16795635459,0.1334890701351224,0.23257161002207238,0
Summer,5995.314700815217,1.7641499167927102,4364.331603800797,1.2680588348565156,Retailer,5.206037652647391,56214.17500198183,-0.8206916866321352,-0.3885871573553463,0
Rainy,6396.643603096112,2.4457900150862026,4253.430183050033,1.185453381866483,Internet,4.012663749410682,69802.37540302353,-0.5039014144469246,-0.5289990150427684,0
Summer,5436.146045219182,-1.5638024520439713,3523.6103603973706,0.007763768213735361,Retailer,7.191203168608975,63550.02315164769,0.39683512680486693,-0.18808053915346779,2
,3478.3975953090685,0.2812341564923144,,0.4645181123263734,Retailer,4.785528563134184,35961.71516786421,0.12497062165232949,-0.6784110146861002,0
Rainy,5108.18192860699,-1.1543732845813899,5390.564025498223,-1.0539487837910033,Distributor,6.72879610776189,59327.07606301258,-0.533219497657728,-0.14391692891964342,1
Rainy,5172.624219737684,0.7544318350334728,6692.858775511478,2.774074441436981,Internet,6.20219871975842,45867.65473102535,-0.44325031493317546,-0.6874585342275727,0
Summer,4002.404267595799,0.6497141018474161,5871.247121162799,1.8736225674430043,Retailer,3.847341676591606,46343.47126246913,0.34332032111338495,-1.3204327590208431,0
Rainy,3978.323299334437,-0.6364845320145857,3301.01792197196,-0.5069365037908111,Retailer,3.667998332541235,64645.84278999619,-1.524915521230551,-1.0766812038396074,1
Rainy,4974.409500994906,0.06262638865223287,2625.689424471928,-0.13900152783088204,Retailer,5.535566694117125,46292.352839307845,-0.2778105777273254,0.394122391161677,1
Rainy,5139.825165839468,0.2978663325168536,4738.991265195826,0.8950358218231964,Distributor,2.361630425514248,66854.94831491257,-1.3489845324718257,-0.1836703639706689,2
Rainy,3830.9438205787633,-0.08647568180714725,539.200542862257,-0.11052500292166667,Retailer,5.685102515169069,38485.4700593221,2.464308638560861,-0.4924103175842707,1
Rainy,3318.876125857869,-0.6988465308203392,4422.753300012096,-0.8954242201269147,Retailer,4.726595880912669,37811.34714494543,0.2320516448445765,-0.018348381113635463,2
Rainy,4905.314431332088,-0.5042058009378301,5393.426647361621,0.13410122849946374,Retailer,5.212773269867224,47715.99430305429,-1.6446647899832876,0.7840339359165669,0
,6135.1787460969645,1.1122560780582391,,0.9545738668543,Internet,6.735318230133897,52240.82859410313,-0.0031775470923237088,0.24528038257632723,2
Rainy,5422.804720747366,0.29473792381695885,5150.683214490868,0.08084691740394898,Internet,6.040734372637594,40593.2466498141,-0.9776843540290647,1.2385663420285746,0
Rainy,6841.042714811287,0.28980809643112954,5853.891099514254,2.0432075896647532,Retailer,6.130256957220324,80222.60085125896,-0.15827026384547585,-0.8195809599768241,1
Rainy,5710.258290855243,-1.1143639094282656,6102.075467711144,0.10947610645586241,Retailer,6.410175495132326,65816.3453270248,-1.3291467268786101,0.20543841177455002,2
Summer,4797.4018750679925,-1.2526338850887793,2461.6551512240812,-1.9223602013878547,Retailer,7.572291109287439,46006.703415635784,-0.27371499094258833,0.7921994258046311,0
Summer,5460.134190700391,1.164299401500893,6313.12613196876,-0.6772475472260839,Internet,4.80692492835739,66788.40940777518,-1.2932659757532992,-0.6665308373885394,0
Summer,4912.2511487027505,0.7221326799182484,7235.528003385865,-2.1054707255668923,Retailer,4.765203305524734,61079.74451438122,-2.4561356620520005,-0.1491010497343803,1
Rainy,7008.720929229551,1.53785685433024,4347.835468007544,0.059580206295740075,Retailer,3.7349537745937504,79562.04266472664,-1.2262675547935564,0.48363204014785294,0
Summer,5768.678220921222,-0.15510049896608616,6895.669625455393,-0.40660510108280784,Internet,6.320682761344031,62164.493019755035,-0.9694820093175746,0.15255207454127465,1
Rainy,6300.13441758875,0.6122992118929091,4608.6521479322255,-0.24441869785470918,Internet,5.085639410653652,74892.61818396437,-1.4485275266601239,-0.005460040095440413,0
Rainy,5004.3726058877955,-0.24391905547129536,4998.498922057965,0.1244007913588473,Retailer,3.7116469116050235,69120.11410829275,0.8926517494879858,-0.37538579553396534,1
Rainy,5688.193858184722,1.1964005717372752,2804.8548909924207,0.3625631195941876,Retailer,4.415836724128564,61182.33219128897,-0.015804324754360704,-0.0677897617167495,1
Rainy,7676.275799251757,0.6379860728928007,4165.150144301384,1.856013939248883,Distributor,7.453450180116624,67752.75464382602,-0.783837369567326,0.3896110816260598,2
Rainy,3261.343324572299,-1.5688842400864398,3186.2370534053607,-0.22864467467317381,Retailer,1.6537065235216115,42468.0713394736,0.8472577549829127,1.1816934440597509,2
Rainy,4026.2202676224506,0.4656251248283519,4637.825098641903,-1.531015508591127,Retailer,4.109548489668787,49379.057021561865,0.7135659604048977,-0.25167340858475895,2
Summer,5397.194398444545,0.03385245654706265,5153.579688614959,1.1552913824218611,Retailer,5.004894099220354,51854.49150754909,1.223194944418932,0.45045916908022277,0
Rainy,3466.050030058148,-1.5414967942650366,4204.584017610718,-1.255299187829447,Retailer,4.800446923106842,44257.98741563714,-0.8747511413337283,0.08459138811373763,0
Rainy,4944.789747288901,1.7237483104946105,4301.549487116176,0.537655387387708,Retailer,2.5063199226533714,54876.468682267936,1.0919297556424072,-0.06650558094654438,2
Summer,7146.630747787287,0.5442389754740551,5567.479651782037,-0.5934313058773077,Retailer,7.4839097497706035,69966.53026660474,0.692294535987928,0.5052545301638587,0
Rainy,5334.920172451805,-1.0592093642840823,7564.920618186905,-1.3131824967469379,Retailer,3.1050489336536655,74921.7407205607,0.8633740396318065,0.8442412246548352,2
Rainy,4762.12767105897,0.7622977597528016,3450.1996982170094,-0.18913731043258858,Retailer,6.22748077287451,52549.20374737174,-0.611768723699738,-1.1399107582477404,2
Rainy,4948.0349778837235,1.2357799588016576,6002.652149781634,0.8072006603677573,Distributor,3.02908160060545,59034.02919534008,-1.5396468878309972,-0.6412048949699168,2
Rainy,5889.545898666268,1.0477444302323862,2103.7929788877013,1.0687925975913566,Retailer,4.811786035753876,70059.52805591893,-0.14537526404811638,-0.8502668582373772,1
Summer,4291.009941218796,-0.8437410858749018,685.9099070687039,0.39997437052177404,Internet,3.2085605506027646,64461.29333036889,-0.6106805695742272,-0.49216780558663065,1
Rainy,8932.413468951943,-0.49238064668999154,6462.015639587806,0.1108673586615221,Retailer,8.658694172180002,75224.73053980219,1.2233899930786547,2.4950582836123605,1
Summer,6958.26471951273,0.8574532398511547,4992.5314615931975,1.2082245711319668,Distributor,4.695291343871582,74927.74198310047,-1.5821242293413353,0.2690117148419336,2
